@relation spambase

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,4.823,1
0.07,0.23,0,1.31,0.15,0.85,2.24,0.3,0,0,0,0,0,0,0,0,0.183,0,3.211,1
0.42,0,1.27,0,0,0,1.7,0.42,0,0,0,0,0,0,0,0.572,0.063,0,5.659,1
0.8,0,0.8,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0.269,0,0,3.115,1
0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,3.79,0,0,4.833,1
0.35,0,0,1.06,0,0,5.3,0,0,0,0,0,0,0,0,0.411,0,0,2.917,1
0,0,0,0,0,0.95,1.9,0,0,0,0,0,0,0,0,0,0,0,7.18,1
0,0,0,1.06,0,0.53,2.65,0,0,0,0,0,0,0,0,0.093,0.466,0,5.038,1
1.63,0,0,0.54,0,0.54,4.91,0,0,0,0,0,0,0,0,0,0.171,0,2.592,1
0,0,0,0.44,0,0,0.66,0,0,0,0.66,0,0,0,0,0,0.187,0.149,3.384,1
0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.102,0.716,0,4.512,1
1.12,0,0,0.56,0.56,0,3.95,0,0,0,0,0,0,0,0,1.13,0.347,0,4.875,1
0,0,0,0,0,0,6.66,6.66,0,0,0,0,0,0,0,0.537,0,0,2.777,1
0,0,0.27,0.27,0,0,1.09,0,0,0,0,0,0,0,0,0.142,0.047,0.381,2.353,1
0.44,0.22,2.88,0.88,0.22,0.44,3.32,0.44,0,0,0,0,0,0,0,0.588,0.156,0,86.7,1
0.15,0.63,0.15,0,0,1.27,0.79,0,0.95,0,0,0,0,0,0,0.862,0.707,0.022,5.423,1
0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,1.562,0.36,0,2.638,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,2.58,0,2.58,0,0,0,0,0,0,0,0,3.851,0,0,13.266,1
0,0.28,0.28,1.41,0,0,0.84,0.84,0,0,0,0,0,0,0,1.289,0.042,0,3.979,1
0.13,0.13,0.27,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0.021,0,0,1.728,1
1.04,0,1.04,1.04,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,10.692,1
0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,3.26,0,2.444,1
0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0.699,0,0.466,9.2,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.166,0,1.494,1
0,1.17,0.29,0.58,0,0.14,2.35,0.44,0,0,0,0,0,0,0,0.204,0.127,0.102,2.962,1
0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0.365,0.182,0,3.343,1
0.91,0,0,0.91,0,1.83,4.58,0,0,0,0,0,0,0,0,0.455,0,0,2.842,1
0,0,0.25,0.25,1.03,0.12,1.93,1.03,0,0,0,0,0,0,0,1.082,0.299,0.092,5.274,1
0,0,0,0.15,0.15,0.75,1.51,0.3,0,0,0,0,0,0,0,0.087,0,0,1.54,1
1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,0,1.379,1
0.37,0.37,1.12,1.12,0,0.74,2.99,0.37,0,0,0,0,0,0,0,0.061,0.122,0,4.727,1
1.16,0,0.77,0.77,0,0.38,2.32,0,0,0,0,0,0,0,0,0.198,0,0.148,9.266,1
1.04,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,3.812,1
1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.235,1.882,6.266,1
0,0,0.43,2.18,0,0,0.87,0.43,0,0,0,0,0,0,0,0.874,0,0,5.114,1
0,0,3.77,0,0,0,1.88,1.88,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0,1.58,3.96,0,0,0,0,0,0,0,0,0.268,0,0,2.815,1
0.29,0.87,0,1.45,0,0.29,5.24,0.29,0,0,0,0,0,0,0,0,0.085,0,5.145,1
0.96,0,0.48,0.96,0,0,3.36,0,0,0,0,0,0,0,0,0.149,0.074,0,2.586,1
0.61,0.61,0,1.22,0,0,5.52,0,0,0,0,0,0,0,0,0.829,0,0,4.45,1
0,1.36,0,0,0,0,1.36,0,0,0,0,1.36,0,0,0,1.777,0.222,0,9.727,1
0,1.52,1.52,1.98,0.3,1.52,2.14,0.3,0,0,0,0,0,0,0,1.051,0.225,0.05,6.686,1
0,0,0,0,0,0,3.48,2.32,0,0,0,0,0,0,0,0,0,0,8.733,1
0,0.65,0.49,1.3,0,0.16,3.6,0.49,0,0,0,0,0,0,0,0.902,0.225,2.233,5.833,1
0,0,0.41,1.25,0,0,4.6,0.2,0,0,0,0,0,0,0,0.345,0.345,0.306,5.132,1
0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0.524,0,0,1.229,1
0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,1.051,13.82,1
0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0.265,0.088,1.151,11.066,1
0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.151,0.302,0,2.611,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.04,0.4,0.4,0.68,0.52,0.4,3.06,0.6,0,0,0,0,0,0,0,0.37,0.152,0,3.225,1
0,0,0,0,0.93,0,3.73,0,0,0,0,0,0,0,0,0.343,0.171,0,2.235,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.665,0,3.812,1
0.94,0,1.88,1.88,0,0,4.71,0.94,0,0,0,0,0,0,0,0.163,1.305,0,2.571,1
0.16,0.5,0,0,0,1.5,0.66,0,0.33,0,0,0,0,0,0,0.884,0.752,0.022,5.328,1
0.08,0.08,0.08,0.6,0.17,0.08,1.2,0.08,0,0,0,0,0,0,0,0.099,0.014,0,4.07,1
0,0.54,0.81,0.54,0.27,0.27,2.17,0.27,0,0,0,0,0,0,0,0.565,0.121,0,1.617,1
0,0,0.56,0,0,0,1.69,0,0,0,0,0,0,0,0,0.91,0.273,0,2.283,1
0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0.211,0,0,1.333,1
0,0.75,0.23,1.27,0.34,0.17,3.01,0.34,0,0,0,0,0,0,0,0.13,0.186,0.027,4.225,1
0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,2,1
0.42,0,0.42,0.42,0,1.28,2.99,0,0,0,0,0,0,0,0,0,0.349,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0,3.2,1
1.21,0,1.21,1.21,1.21,0,4.87,0,0,0,0,0,0,0,0,0,0,0,1.676,1
0.27,1.1,0.27,0.97,0.27,0,3.88,0.55,0,0,0,0,0,0,0,1.316,0.177,0,4.947,1
0,0,0,0,0,0,4.25,0,0,0,0,2.12,0,0,0,0,0,0,4.5,1
0.08,0,1.4,0.57,0.9,0,2.89,0.41,0,0,0,0.08,0,0,0,0.271,0.191,0.095,4.904,1
0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,3.333,0,0,2.551,1
0,1.15,1.15,0.38,0.38,2.11,2.11,0.77,0,0,0,0,0,0,0,0.437,0.191,0.054,14.406,1
0,0,1.07,0.71,0,0.71,2.85,0,0,0,0,0,0,0,0,0.233,0.233,0,3.414,1
0.2,0,0,0.72,0,0.1,4.17,0.41,0,0,0,0,0,0,0,0.095,0,0,2.717,1
0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0.968,0,0,2.179,1
0,1.47,1.47,1.91,0.29,1.62,2.35,0.29,0,0,0,0,0,0,0,1.004,0.215,0.047,6.602,1
0.25,0.59,0.08,0.59,0.17,0.93,1.61,0.08,0,0,0,0,0,0.17,0,0.394,0.114,0.012,7.484,1
0.69,0,0,0.69,0,0,3.49,0,0,0,0,0,0,0,0,0.196,0,0,6.1,1
0.03,0.56,0.8,0.7,0.56,0,3.19,0.63,0,0,0,0,0,0,0,0.453,0.543,0.119,6.305,1
0,0,0.88,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,1.841,1
0,0.24,0,0.24,0,0,1.2,0.24,0,0,0.24,0,0,0.24,0,0.036,0.184,0,2.336,1
0.3,0,0,0.9,0,0.3,2.4,0.6,0,0,0,0,0,0,0,0.144,0,0.096,5.403,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,3.545,1
0,0.54,0.62,0.65,0.65,0.03,3.03,0.54,0,0,0,0,0,0,0,0.443,0.51,0.133,6.59,1
0,0,0.78,0.39,0,0,2.73,0,0,0,0,0,0,0,0,0.869,0.186,0,4,1
0,0,0.35,0.02,0,0.38,0.07,0,0.02,0,0,0,0,0,0,0.107,0.017,0.017,3.922,1
0,0,0.48,2.4,0,0,6.73,0,0,0,0,0,0,0,0,0.174,0.087,0,1.612,1
0.41,0,0,0,0.41,0,2.05,0.41,0,0,0,0.41,0,0,0,0.067,0,0,1.863,1
0.06,0.5,0.97,0.69,0.4,0,2.57,0.56,0,0,0,0,0,0,0,0.345,0.42,0.266,8.016,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.634,0,4.066,1
1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,0,5,1
0,0,0.43,0,0,1.73,0.43,0,0,0,0,0,0,0,0,0.31,0.062,0,1.477,1
1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2.125,1
0,0.44,0.11,0.33,0,0,1.76,0.22,0,0,0,0,0,0.11,0,0.367,0.193,0.077,2.559,1
0.36,0,0,0.36,0,0,2.21,0,0,0,0,0,0,0,0,0.433,0.928,0.185,3,1
0.56,0,0.45,1.81,0,1.81,2.38,0.22,0,0,0,0,0,0,0,0.574,0.134,0.019,3.155,1
1.04,0,0,1.04,0,0,3.66,0,0,0,0,0,0,0,0,0.621,0.062,0.062,3.902,1
0.56,0,0,0.56,0.56,0,3.97,0,0,0,0,0,0,0,0,1.135,0.349,0,5.105,1
0,0,0,1.14,0,0,3.86,0.42,0,0,0,0.14,0,0,0,0.094,0.118,0.023,1.42,1
0.4,0,0.4,0.8,0,0.4,4,0,0,0,0,0,0,0,0,0.706,0.212,0,1.838,1
0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0.26,0,0.651,13.5,1
0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.27,0.82,0.55,0,0.55,1.65,0,0,0,0,0,0,0,0,1.029,0.093,0,3.621,1
0,0,0,0.68,0,0,3.4,0.68,0,0,0,0,0,0,0,0.238,0.238,0,2.232,1
0,0,0,0.39,0,1.37,4.52,0.19,0,0,0,0,0,0,0,0.258,0.032,0,3.112,1
0,0.6,0,1.82,0,0,2.74,0.6,0,0,0,0,0,0,0,0.191,0.143,0,2.041,1
0.31,0,0,0.31,0.31,0,2.55,0.31,0,0,0,0,0,0,0,0,0.163,0.054,1.515,1
0,1.15,1.15,0.38,0.38,2.12,2.12,0.77,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,1
0,0.82,1.18,2,0.23,0,4.84,0.23,0,0,0,0,0,0,0,0.13,0.168,0.018,5.76,1
0,0,0.64,1.94,0,0.64,3.24,0,0,0,0,0,0,0,0,0.728,0.08,0.08,6.612,1
2.3,0,0,2.3,0,0.76,3.07,0,0,0,0,0,0,0,0,0.518,0,0,11.312,1
0,0,0,0.65,0,0,1.31,0.65,0,0,0,0,0,0,0,0.198,0.099,0,2.195,1
0.33,0,0,0.67,0.33,1.68,2.36,0,0,0,0,0,0,0,0,0.06,0.06,0,193.5,1
1.07,0,0,0.53,0,0,4.3,0,0,0,0,0,0,0,0,1.183,0.253,0,5.454,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.626,0,4.066,1
0,0,0,0,0,0,1.49,0,0,0,0,0.74,0,0,0,0.109,0,0,2.263,1
1.05,0,1.05,1.58,0,0,1.05,0,0.52,0.52,0,0,0,0,0,0,0,0,2.82,1
0,0.09,0,0.63,0.09,0,1.27,0.09,0,0,0,0,0,0,0,0.03,0.015,0,4.192,1
0,0.27,0.83,0.55,0,0.55,1.67,0,0,0,0,0,0,0,0,2.001,0.093,0,3.706,1
2.32,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0.701,0.35,0,1.434,1
0.13,0.54,0.77,0.7,0.54,0.03,3.2,0.6,0,0,0,0,0,0,0,0.456,0.5,0.11,6.049,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.157,0.052,1.537,1
0,0,1.31,0.87,0.43,0,1.75,0,0,0,0,0,0,0,0,0.941,0.067,0,2.329,1
0,0,0,2.53,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,3.642,1
0,0,0.3,0.3,0,0,0.61,0,0,0,3.38,0,0,0,0,0,0,0,2.141,1
0,0,0,0.44,0,0.89,2.24,0,0,0,0,0,0,0,0,0.807,0,0,3.849,1
0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0.184,0,8.161,1
0.16,0,0,0.33,0.67,0,2.52,0.16,0,0,0,0.33,0,0,0,0.079,0.105,0.052,2,1
0,0,0,0.7,0,0.7,2.11,0,0,0,0,0,0,0,0,1.284,0,0,3.639,1
0.2,1.04,0.52,0.62,0,1.45,2.08,0.2,0,0,0,0,0,0.2,0,0.334,0.175,0.031,7.439,1
0.1,0,0,0.31,0,0.21,0.63,0,0,0,0.1,0,0,0,0,0.05,0.609,0.253,7.887,1
0,0,0.65,2.13,0,0,1.47,0.32,0,0,0,0,0,0,0,0,0.29,0.029,2.257,1
0.93,0,0,0,0.46,0,1.87,0,0,0,0,0,0,0,0,0.135,0,0,4,1
0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,4.722,1
0,0,0,0.44,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,2.25,1
0,0.07,0,0.46,0,0,0.15,0.07,0,0,0,0,0,0.07,0,0,0.023,0,1.263,1
1.63,0,1.63,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,1.2,1
0,0,0.31,2.5,0,0,5.32,0.62,0,0,0,0,0,0,0,0.111,0.111,0.055,1.672,1
0,0,0.41,0,0,1.67,0.41,0,0,0,0,0,0,0,0,0.312,0.062,0,1.477,1
0.49,0.66,0.66,1.24,0.16,1.57,2.32,0.16,0,0,0,0,0,0,0,0.25,0.224,0.026,5.872,1
0.29,0,0,1.16,0.29,1.16,2.33,0,0,0,0,0,0,0,0,0.044,0,0,1.559,1
0,0.28,0.28,1.41,0,0,0.84,0.84,0,0,0,0,0,0,0,1.294,0.043,0,3.979,1
2.73,0,0.68,2.05,0,0.68,4.1,0.68,0,0,0,0,0,0,0,1.244,0,0,2.472,1
0.5,0.8,0.1,0.7,0.3,1.11,1.31,0.1,0,0,0,0,0,0.2,0,0.49,0.158,0.015,8.55,1
0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0.328,0,0,1.333,1
0,0,0,0,2.63,0,2.63,0,0,0,0,0,0,0,0,3.907,0,0,13.928,1
0.63,0,0,0.63,0,0,1.27,0,0,0,0,0,0,0,0,0.501,0.3,0,2.458,1
0.26,0.52,0,0,0,0,1.32,0.52,0,0,0,0.26,0,0,0,0.326,0,0,5.549,1
2.56,1.28,1.28,1.28,0,0,2.56,0,0,0,0,0,0,0,0,0.542,0,0,102.666,1
0.38,0,0.77,0.38,0,0.77,2.31,0.38,0,0,0,0,0,0,0,0.51,0,0,3.685,1
0,0,0.37,1.89,0,1.13,6.06,0,0,0,0,0,0,0,0,0.415,0.138,0,1.937,1
0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0.412,0.206,0.103,2.3,1
0,0,0.8,0.8,0,0.8,0.8,0,0,0,0,0,0,0,0,1.192,0,0,1.463,1
0,0.06,0.06,0.55,0.3,0,4.4,0.06,0,0,0,0,0,0.06,0,0.01,0.169,0,1.748,1
0.62,0,0,3.1,0,1.24,5.59,0.62,0,0,0,0,0,0,0,0.517,0,0,3.363,1
0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,1.179,0.117,0,1.8,1
0,0.06,0.19,0.26,0.13,0,0.32,0,0,0,0.06,0,0,0.06,0,0,0.032,0,1.206,1
0,0,1.81,0.68,0,0,3.4,0,0,0,0,0,0.45,0,0,0.199,0,0,6.091,1
0.48,0,0,0.96,0,0,2.41,0,0,0,0,0,0,0,0,0.486,0.243,0,5.13,1
0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.145,0.291,0,2.5,1
0,0,0.73,0.36,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,2.13,1
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,1.103,1
0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,1.285,0.075,0.226,6.722,1
0,0,0,0.46,0,0.23,3,0,0,0,0,0.23,0,0,0,0,0,0.038,2.6,1
0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,1.116,0.111,0,1.8,1
0,0,0,0,1.26,5.06,2.53,0,0,0,0,0,0,0,0,1.9,0.475,0,1.763,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.174,0.437,9.186,1
0,0.23,0.23,1.19,0.47,0.47,2.63,0.23,0,0,0,0,0,0,0,0.327,1.357,0.046,5.769,1
0.17,0,0.17,0.52,0,0.7,0.87,0,0,0,0,0,0,0,0,0.117,0.058,0.235,3.521,1
0.31,0,0.31,1.59,0.63,2.23,3.19,0,0,0,0,0,0,0,0,0.323,0,0,2.15,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.158,0,1.494,1
1.58,0,0,0,1.58,0,1.58,0,0,0,0,0,0,0,0,0.558,0.279,0,3.272,1
0,0,0,0.62,0,0,3.12,0,0,0,0,0,0,0,0,0.08,0,0,2.111,1
0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.321,0.107,0.107,3.846,1
0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0.833,0,0,1.375,1
0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,1.512,1
1.47,0,0.36,0.73,0,1.1,2.2,0,0,0,0,0,0,0,0,0.367,0.061,0.122,4,1
0.31,0,1.25,0,0,0.62,0.93,0.31,0,0,0,0,0,0,0,0.61,0,0.122,9.218,1
0,1.01,0.56,1.79,0.22,0.89,1.79,0,0.11,0.11,0,0,0,0,0,0.056,0.056,0,2.153,1
1.69,0.84,0.84,0.84,0,0,0.84,0.84,0,0,0,0,0,0,0,1.113,0.278,0.092,173,1
1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.147,0,71.5,1
0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.802,1
0,0,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0.444,0.37,0,2.413,1
0,0.58,0,0.58,0,0,1.16,0.58,0,0,0,0,0,0,0,0.165,0.082,0,2.17,1
0.19,0,0,0.19,0,0.09,0.19,0,0.09,0,0,0.19,0,0,0.09,0.061,0,0,3.626,1
0.31,0,0,0.31,0.31,0,2.55,0.31,0,0,0,0,0,0,0,0,0.162,0.054,1.515,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524,0,0.304,1,1
0,0,0.54,0,0,0,1.64,0,0,0,0,0,0,0,0,1.443,0,0,1.969,1
1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0.275,0.137,0,2.538,1
0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0.396,3.714,1
0.8,0,0.8,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0.27,0,0,3.115,1
0.23,0,0.11,0.95,0,0.23,1.9,0.11,0,0,0,0,0,0,0,0.434,0.197,0.217,8.026,1
0.17,0,0.17,0,0,0,0,0,3.37,1.77,0.17,0,0,0,0,0.046,0.03,0,4.259,1
0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,1.333,1
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.363,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0,0,0,0.64,0,0,1.29,0.64,0,0,0,0,0,0,0,0.093,0,0,2.755,1
0.11,0.22,0.11,0.22,0.89,0,4.68,1.11,0,0,0,0,0,0,0,0.775,0.224,0.142,5.782,1
0,0,0,0.39,0,0,1.56,0.78,0,0,0,0,0,0,0,0,0.094,0,4.111,1
0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0.215,0,0.539,7.552,1
0.76,0,0,0.38,0,0.76,1.52,0,0,0,0,0,0,0,0,0,0.177,0.059,3.836,1
0,0,1.59,1.59,0,0.53,6.91,0.53,0,0,0,0,0,0,0,0.28,0.186,0,2.823,1
0.16,0,0,0.33,0.66,0,2.47,0.16,0,0,0,0.33,0,0,0,0.076,0.101,0.05,2.03,1
0,0,0.44,1.33,0,0,4.46,0.44,0,0,0,0,0,0,0,1.131,0.15,0.075,2.428,1
0.96,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0.616,0,0,1.181,1
0.5,0.8,0.1,0.7,0.3,1.11,1.31,0.1,0,0,0,0,0,0.2,0,0.488,0.157,0.015,8.55,1
0,0,0,0.71,0,1.42,1.77,0,0,0,0,0,0,0,0,0.7,0,0,3.768,1
0,0.16,0,0.65,0,0,4.67,0.32,0,0,0,0,0.32,0,0,0.36,0.03,0,1.42,1
0.08,0.69,2.41,0.34,0.17,0,2.76,0.17,0,0,0,0,0,0,0,0.308,0.067,0.026,4.215,1
0.28,0.28,0.28,0.28,0,0.56,2.52,0,0,0,0,0,0,0,0,0.05,0,0,2.083,1
0,0,0,1.31,0,0,1.31,1.31,0,0,0,0,0,0,0,0,0.21,0,4.5,1
0,0,0.35,0.02,0,0.38,0.07,0,0.02,0,0,0,0,0,0,0.112,0.018,0.018,3.922,1
