@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0.26,0,0,1.05,0,0,0,0,0,0,0,0,0,0.043,0.087,0.175,0.043,885,1
0.19,1.07,0.19,0.58,0.09,0.09,0,3.81,0,0,0,0,0,0,0,0,0,0,0.202,0.405,0.233,877,1
0,0.94,0,0,0.31,0,0.31,3.76,0,0,0,0,0,0,1.25,0,0,0.055,0,0.055,0.111,125,1
0,0.43,0.08,0.08,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0.085,0.028,0.092,0.014,1140,1
0,0.28,0.84,0.28,0.28,0,0,0.84,0,0,0,0,0,0,0,0,0,0.128,0,1.289,0.042,386,1
0.2,0.8,0.8,0.1,0.3,1.61,0.1,1.31,0,0,0,0,0,0,0.1,0.1,0,0.11,0,0.49,0.158,1351,1
0,0.43,0,0,0,0,0.43,2.17,0,0,0,0,0,0,0.43,0,0,0.161,0,1.133,0,114,1
0.56,0,0,0.56,0.28,0,1.41,1.97,0,0,0,0,0,0,0.28,0,0,0.118,0,0.158,0,555,1
0.64,0.32,0,0,0,0,0.32,1.62,0,0,0,0,0,0,0,0,0,0.053,0,1.065,0,291,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,63,1
0,0.64,0,0,0,0,0,3.89,0,0,0,0,0,0,0.64,0,0,0.115,0,0.921,0.345,55,1
0,0,0.39,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0.061,0,0.612,0.183,75,1
0,0.87,0,0,0,0,0,4.38,0,0,0,0,0,0,0.43,0,0,0.145,0,1.021,0.218,134,1
0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.421,0.21,38,1
0,0,1.27,0,0,0,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0.983,0.089,157,1
1.63,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.36,0,0.54,0.18,163,1
0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,36,1
0,1.79,0.44,0,0,0,1.34,2.24,0,0,0,0,0,0,0,0,0,0.075,0.075,0,0,124,1
0,1.45,0.34,0.05,0.05,0,0,4.24,0,0,0,0,0,0,0,0,0,0.051,0,0.02,0.163,458,1
0,0.82,0,0.82,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0.113,0,0.113,0,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,1.529,0,66,1
0.81,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.831,0.338,2205,1
0,0.68,0,1.81,0,0,0.22,3.4,0,0,0,0,0.45,0,0.22,0,0,0.558,0.159,0.199,0,530,1
0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0.42,0.42,0.42,0,0,0,0.42,4.2,0,0,0,0,0,0,0.42,0,0,0.08,0,0.644,0.161,111,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.199,53,1
0,0.64,0.64,0,0,0,0.32,2.27,0,0,0,0,0,0,0.64,0,0,0.166,0,0,0.166,157,1
0.2,0.8,0.8,0.1,0.3,1.61,0.1,1.31,0,0,0,0,0,0,0.1,0.1,0,0.11,0,0.49,0.158,1351,1
0.29,0.58,0,0.58,0.29,0,1.46,1.16,0,0,0,0,0,0,0.29,0,0,0.086,0,0.606,0,352,1
0.1,0.02,0.13,0.29,0.05,0.55,0.87,3.95,0,0,0,0,0,0.05,0.23,0.02,0,0.083,0,0.538,0.145,3525,1
0,1.52,0.35,0.05,0.05,0,0,4.21,0,0,0,0,0,0,0.05,0,0,0.052,0,0.01,0.167,462,1
0,1.17,0.58,0.43,0,0.14,0.29,1.9,0,0,0,0,0,0,0,0,0,0.097,0,0.558,0.024,217,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.422,0,0.422,0.634,61,1
0,0,0,0,0,0,0.86,3.47,0,0,0,0,0,0,0,0,0,0.152,0,0.457,0,55,1
0,1.03,0.51,0,0.51,0,0,2.59,0,0,0,0,0,0,0,0,0,0.074,0,0.373,0.149,217,1
0,0.28,0.14,0.43,0.14,0,1.88,1.01,0,0,0,0,0,0,0,0,0,0.07,0,0.21,0,477,1
0,0,1.29,0,0,0,2.59,1.29,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0,125,1
0.81,1.3,0,1.79,0,0.32,0.49,0.98,0,0,0,0.16,0,0,0,0,0,0.246,0,0.179,0.673,640,1
0,0,0,0,0,0,6.25,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,5.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0.841,0.21,347,1
0,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.436,0,0.873,0,29,1
0.3,0.2,0.9,0.8,0.2,1.6,0,2.2,0,0,0,0,0,0,0,0,0,0.174,0,0.334,0.174,1200,1
0.19,0.68,0.09,0.09,0.48,0,0.58,3.21,0,0,0,0,0,0,0,0,0,0.03,0,0.06,0.045,329,1
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0.55,1.1,0.55,0.55,0,0,0,3.31,0,0,0,0,0,0,0.55,0,0,0.165,0,0.495,0,387,1
0.39,0,0.98,0.39,0,0,0.98,2.56,0,0,0,0,0,0,0,0,0,0.238,0,0.766,0.317,632,1
0,0,0,1.08,0,0,3.26,5.43,0,0,0,0,0,0,0,0,0,0,0,2.152,0,99,1
0,0,0,0,0,0,0.68,0,1.36,0,0,0,0,0,0,0,0,0,0,0.309,0,32,1
0.05,0.34,0,0.05,0,0,0.17,1.09,0,0,0,0,0.11,0,0.05,0,0,0.099,0,0.099,0.079,1310,1
0,0.24,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0.544,0.077,111,1
0,0.67,0,0,0,0,0,0.67,0,0,0,0,0,0,0.67,0,0,0,0,0.356,0.118,132,1
0,0,2.54,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0.452,0,2.865,0.301,136,1
0,0.52,0,0,0,2.11,0,2.64,0,0,0,0,0,0,0,0,0,0.19,0,0.095,0.475,131,1
0,0,0,1.51,0,0,0,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0.49,0,0.24,0.24,0,0.99,2.47,0,0,0,0,0,0,0,0,0,0,0,0.478,0,175,1
0.05,0.34,0,0.05,0,0,0.17,1.04,0,0,0,0,0.11,0,0.05,0,0,0.099,0,0.089,0.079,1310,1
0,0,0,3.77,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,1.56,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.767,0.255,97,1
0,0.12,0,0,0,0,0.12,0.12,0,0.12,0,0.6,0.36,0,0.12,0.36,0,0.352,0,0,0,505,1
0,0.91,0,0.45,0,0,0,3.21,0,0,0,0,0,0,1.37,0,0,0,0,0.164,0,42,1
2.66,2,0,0,0,0.66,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.111,0,32,1
0,1.66,0,0,0,0,3.33,1.66,0,0,0,0,0,0,0,0,0,0.284,0,1.424,0,146,1
0.46,0.15,0.03,0.66,0.31,0.03,0.23,3.16,0,0,0,0,0,0,0.03,0,0,0.078,0,0.381,0.496,2424,1
0,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.035,0.124,305,1
0,0.87,0,0,0,0,0.43,2.62,0,0,0,0,0,0,1.31,0,0,0.072,0,0.577,0.216,320,1
0,0.47,0.47,2.38,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0.266,0,0.621,0.799,513,1
0,0,0.4,0.81,0,0,0.4,1.22,0,0,0,0,0,0,0,0,0,0.529,0.33,0.198,0,261,1
0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0.212,0,0.424,0.212,66,1
0,0.36,0.09,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0.059,0.029,0.029,0.014,566,1
0.4,0.4,0,2.4,0,0.4,0.8,2,0,0,0,0,0,0,0,0,0,0.232,0,0.116,0.116,207,1
0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0,0,0.41,0,0,1.65,2.9,0,0,0,0,0,0,0,0,0,0.193,0,0.904,5.3,344,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.208,53,1
0.59,0.59,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0.103,0,161,1
0,1.11,0,0,0,0.18,0,3.15,0,0,0,0,0,0,0,0,0,0.185,0,0.464,0,78,1
0,0,0,0.91,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.254,0,0.063,0.127,161,1
0.42,0,0.25,1.09,0.33,0,0.67,2.52,0,0,0,0,0,0,0.08,0,0,0.029,0,0.523,0.378,897,1
2.08,3.12,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0.263,0,20,1
0.55,2.22,0,0,0,0,0.55,3.88,0,0,0,0,0,0,0,0,0,0.255,0,1.191,0.34,202,1
0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0.649,0,94,1
0.34,0.34,0.69,1.04,0.34,0,0.69,4.86,0,0,0,0,0,0,0,0,0,0.058,0,0.638,0.174,89,1
0,0,0,0,0,0,0,1.9,0,0,0,0.31,0,0,0,0,0,0.086,0,0.13,0.173,279,1
0.81,1.3,0,1.79,0,0.32,0.49,0.98,0,0,0,0.16,0,0,0,0,0,0.247,0,0.179,0.674,640,1
0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,170,1
0,1.24,0.62,0,0,0,1.24,0.62,0,0,0,0,0,0,0.62,0,0,0.107,0,0.321,0.107,150,1
0,0.14,0,0.14,0.14,0,0.86,0.57,0,0,0,0,0,0,0,0,0,0.06,0,0.826,0.745,1315,1
0,0,0.8,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0.709,0,305,1
0,0.23,0,0.23,0.23,0,0.23,3.81,0,0,0,0,0,0,0,0,0,0.109,0,1.018,0.036,543,1
0.42,0.14,0.03,0.8,0.28,0.03,0.24,3.18,0,0,0,0,0,0,0.07,0,0,0.075,0,0.452,0.528,2184,1
0,0,0,1.35,0,0,1.35,1.35,1.35,0,0,0,0,0,0,0,0,0,0,1.836,0,92,1
0,0,0,0,1.47,0,2.94,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0.49,0.39,0.19,0.39,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0.037,0,5.848,1.313,757,1
0.46,0.15,0.03,0.66,0.31,0.03,0.23,3.12,0,0,0,0,0,0,0.03,0,0,0.09,0,0.324,0.486,2218,1
0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0.085,0.511,0,217,1
0,1.11,0,0,0,0.18,0,3.14,0,0,0,0,0,0,0,0,0,0.186,0,0.434,0,73,1
0,0,1.09,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0.403,0,3.427,0,75,1
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,1.907,0,36,1
0,1.51,0,0,0.5,0,0,4.04,0,0,0,0,0,0,1.01,0,0,0.089,0,0.089,0.178,164,1
0.8,0.8,0,0.8,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0.135,0,0.27,0,81,1
0,0.41,0,0.83,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1
0,0,0,0.41,0,0,0.41,0.41,0,0,0,0.41,0,0,0,0,0,0.125,0,0.312,0.062,65,1
0,1.92,0,0.64,0.96,0,0.96,3.85,0,0,0,0,0,0,0,0,0,0.054,0,0.164,0.054,112,1
0.72,0,0.36,1.08,0.36,0,0.36,1.08,0,0,0,0,0,0,0.36,0,0,0.334,0,1.203,0.467,736,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,4,1
0,0.96,0,0,0,0,0.96,0,0,0,0,0,0,0.96,0,0,0,0,0,0.824,0,118,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.525,0.225,0,211,1
0,2.63,0,0,0,0,1.31,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
0,0.55,0.37,0.18,0,0,0,0.74,0,0,0,0.74,0,0,0,0,0,0.081,0,0,0.027,363,1
0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0.197,0,0,0,27,1
0.67,0.33,0.33,0,0.67,0,1,2.68,0,0,0,0,0,0,0,0,0,0.053,0,0.16,0,275,1
0.45,0.45,0,0.75,0,0.3,0,4.07,0,0,0,0,0,0,0.15,0,0,0.25,0,1.318,0.068,774,1
0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.425,0.141,280,1
0.28,0.57,0.28,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0.131,0,0.218,0.218,218,1
0,1.59,0,1.35,0.73,0,0.61,4.55,0,0,0,0,0,0,0.12,0,0,0.041,0,0.104,0.229,478,1
0,1.59,0.36,0.06,0.06,0,0,4.4,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0.169,444,1
0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0.489,0,0.326,0,46,1
0.38,0,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0.35,0,0,0.35,80,1
0,1.16,0,0.58,0,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1
0,0,0,0,0,0,1.43,4.31,0,0,0,0,0,0,2.15,0,0,0.265,0,0.132,0,72,1
0,1.89,0.27,0,0,0,0.27,3.51,0,0,0,0,0,0,0,0,0,0.045,0,0,0.091,89,1
0,0,0,0,1.23,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0.232,0.465,43,1
0.17,0.52,0,0.17,0.17,0,0.87,1.39,0,0,0,0,0,0,0,0,0,0.373,0,0.342,0.716,336,1
0,0,0,0,0.31,0,0,2.79,0,0,0,0.31,0,0,0,0,0,0,0,0.057,0,110,1
0,0.56,0,0,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0.278,0,0.046,0,118,1
0.3,0.1,0.05,0,0,0.05,0,1.55,0.05,0,0,0,0,0.05,0.05,0,0,0.036,0,0.054,0.118,583,1
0.31,0.07,0.13,0.76,0.26,0,0.26,3.22,0,0,0,0,0,0,0.02,0,0,0.068,0,0.331,0.79,3043,1
0.44,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0.074,0,0.669,0.297,165,1
0,0.47,0,0,0.47,0,0.47,1.91,0,0,0,0,0,0,0,0,0,0,0,0.073,0.295,158,1
0,0,0,0,1.53,0,0,3.07,0,0,0,0,0,0,1.53,0,0,0,0,1.434,0,127,1
0.57,0.14,0.14,0,0,0,0,3.31,0,0,0,0.57,0,0,0,0,0,0,0,0.156,0,159,1
0,0,0,0.35,0,0,2.12,2.12,0,0,0,0,0,0,0,0,0,0.117,0,0.353,0,196,1
0.28,0.09,0.11,0.75,0.23,0,0.16,3.23,0,0,0,0,0,0,0.02,0,0,0.059,0,0.391,0.868,3210,1
0.55,1.1,0.55,0.55,0,0,0,3.31,0,0,0,0,0,0,0.55,0,0,0.165,0,0.496,0,386,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,1.45,0,0,0,0,0,2.42,0,0,0,0,0,0,0.48,0,0,0.084,0,0.421,0.252,238,1
0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.334,0,45,1
0,1.85,0.37,0.74,0,0,1.11,1.85,0,0,0,0,0,0,0,0,0,0.264,0,0,0,172,1
0,0.72,0.48,0,0.48,0,0.48,1.2,0,0.24,0,0,0,0,0,0,0,0.036,0,0.036,0.184,264,1
0,0.51,0.51,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0.09,0,0.18,0,94,1
0,1.58,0,1.05,0.52,0,0.52,1.05,0.52,0,0,0,0,0,0,0,0,0.25,0,0,0,110,1
0,0.17,0,0.17,0.17,0,1.74,1.04,0,0,0.17,0,0,0,0,0,0,0.072,0,0.754,0.681,967,1
0.49,0.49,0.19,0.39,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0.037,0,5.803,1.284,755,1
0,0.38,0.38,0,0,0,1.54,5.4,0,0,0,0,0,0,0,0,0,0.196,0,0.261,0,272,1
0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.233,72,1
0,0.9,0,0.9,0.9,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0.68,0,0,0,0,0.34,0,0,0,0.34,0.34,0,0,0,0,0.103,0,0.206,0.309,270,1
0,1.03,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,1.149,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,1.529,0,66,1
1.56,0,0,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0.183,164,1
0,0.23,0,0.23,0.23,0,0.23,3.81,0,0,0,0,0,0,0,0,0,0.112,0,1.046,0.037,543,1
0.49,0.29,0.19,0.39,0,0,0,3.67,0,0,0,0,0,0,0.09,0,0,0.037,0,5.836,1.31,753,1
0.11,0,0.11,0.35,0.11,0,0.11,3.76,0,0,0,0,0,0,0.23,0,0,0.233,0,0.287,0.107,509,1
0,0,1.88,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0.35,1.07,0,1.07,0,0,0,2.85,0,0,0,0,0,0,0.35,0,0,0.233,0,0.233,0.233,140,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.61,0,80,1
0.72,2.89,0,0,0.72,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
