@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,1.248,0.197,0.065,58.705,998,1
0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0.211,0.052,1.752,184,1
0,0.56,0.22,0,0,0.22,0,0,0,0,0,0,0.11,0,0.574,0.134,0.019,3.155,385,1
0,0.5,0.3,0.3,0,0.1,0,0,0,0,0,0.2,0.1,0,0.49,0.158,0.015,8.55,1351,1
0,0,0.17,0,0,0.51,0,0,0,0,0,0,0,0,1.275,0.141,0,5.598,711,1
0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0.35,0,1.434,33,1
0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0.081,16.217,373,1
0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,2.295,0.218,0,5.166,155,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.37,0,2.413,140,1
0,0.4,0.1,0,0,0.3,0,0,0,0,0,0,0,0.264,0.977,0.397,0.033,3.166,1045,1
0,0.05,0.05,0.29,0,0.05,0,0,0,0,0,0,0,0,0.02,0.163,0,1.796,458,1
0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,1.217,0.347,0,5.105,194,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0.408,0,4.1,82,1
0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1.182,0.253,0,5.454,180,1
0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,1.046,0.037,0,4.022,543,1
0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.235,1.882,6.266,94,1
0,0,0,0,0,0,0,0,0.73,0,0,0,0.36,0,0,0.105,0,1.866,112,1
0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0,3.454,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,42,1
0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.543,0.271,0,2.157,41,1
0,0,0,0,0,0.17,0,0,0,0,0.03,0,0,0,0.013,0.065,0,2.11,3220,1
0,0.49,0.24,0.16,0,0.16,0,0,0,0,0,0,0,0,0.25,0.224,0.026,5.872,1339,1
0,0,0,0,6.75,0,0.21,0,0,0,0,0,0,0.073,0.146,0.146,0.183,6.233,642,1
0,0,0,1.05,0,0.52,0,0,0,0,0,0,0,0,2.295,0.698,0,2.016,125,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0.111,0,1.8,63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,0,0,2.122,121,1
0,0,0,0.19,0,0.09,0,0,0,0,0,0,0,0,5.848,1.313,0,5.96,757,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0,4.02,197,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,153,1
0,1.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.148,9.266,556,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.485,0.388,0.097,3.322,319,1
0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0.179,0,4.523,285,1
0,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0.157,0,1.494,139,1
0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0.135,0,0,5.571,117,1
0,0.93,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.069,1.442,75,1
0,0,0,0,0,0.22,0,0,0,0.11,0,0.11,0,0,0.392,0.176,0.078,2.606,391,1
0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,4.297,159,1
0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0.081,16.217,373,1
0,0.11,0.11,0.89,0,1.11,0,0,0,0,0,0,0,0,0.775,0.224,0.142,5.782,798,1
0,1.96,0,0,0,1.96,0,0,0,0,0,0,0,0,0.334,0,0,3.214,45,1
0,1.43,0.47,0,0,0,0,0,0,0,0,0,0,0,0.073,0.295,0,3.361,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.089,3.702,174,1
0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.242,0.107,0,2.623,244,1
0,0.84,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0.776,0.129,0,10.375,249,1
0,0,0.36,0,0,0,0,0,0.98,0,0,0,0,0,0.041,0.041,0,2.351,254,1
0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,1.318,0.068,0,5.301,774,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,42,1
0,0.76,0,1.53,0,0,0,0,0,0,0,0,0,0,0.458,0.499,0,2.455,248,1
0,0,0,0.63,0.31,0.1,0,0,0,0,0,0,0,0,0.887,0.032,0.049,3.446,1003,1
0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,0,3.052,116,1
0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,2.5,130,1
0,0.26,0.26,0,0,0.52,0,0,0.26,0,0,0,0,0,0.326,0,0,5.549,566,1
0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.03,0.246,0.03,0.03,3.771,528,1
0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.091,0,1.39,89,1
0,0.4,0.1,0,0,0.3,0,0,0,0,0,0,0,0.265,0.977,0.397,0.033,3.16,1046,1
0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0,0.079,16.739,385,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,1.131,69,1
0,0,0.72,0.6,0,0.96,0,0,0,0,0,0,0,0,0.101,0.222,0,3.577,483,1
0,0,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0.878,0.175,0.058,5.985,425,1
0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.542,0.271,0,2.157,41,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.266,0,2,36,1
0,0,0.13,0,0,0.26,0,0,0,0,0,0,0,0,0,0.068,0,2.736,468,1
0,0.09,0.48,0.19,0,1.36,0,0,0,0,0,0,0,0,0.045,0.015,0,2.133,303,1
0,0,0.1,1.1,0,0.4,0,0,0,0,0,0,0,0,0.352,0.056,0,9.601,1133,1
0,0.19,0.09,0.19,0,0.29,0,0,0,0,0,0,0,0.19,0.412,0.222,0.015,4.195,814,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,0,12.055,217,1
0,0,0,0,0,0.22,0,0,0,0.11,0,0.11,0,0,0.373,0.196,0.078,2.576,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0.088,0,1.693,83,1
0,0.79,0,0,0,0.79,0,0,0,0,0,0,0,0,0.612,0.183,0,2.678,75,1
0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0.049,0,2.47,168,1
0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,1.118,0.239,0,5.228,183,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.413,0,0,4.047,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,2.333,49,1
0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,2.676,91,1
0,0.23,0.11,0,0,0.11,0,0,0.35,0,0,0,0,0,0.434,0.197,0.217,8.026,1509,1
0,0.81,0,2.04,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0,7.651,505,1
0,0.03,0.1,0.65,0,0.76,0,0,0,0,0,0,0,0.072,0.334,0.139,0,3.305,1613,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,5.5,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739,0.173,0.086,56.538,735,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,9.785,137,1
0,0.57,0.07,0.21,0,0.21,0,0,0,0,0,0,0.07,0,0.309,0.103,0,4.923,1295,1
0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,1.424,0,0,24.333,146,1
0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,15.892,445,1
1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.588,0,0,2.516,78,1
0,1.63,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,2.592,70,1
0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.412,0.206,0.103,2.3,237,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,3.718,264,1
0,0.31,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0.162,0.054,1.515,144,1
0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.23,0,5.279,227,1
0,0.98,0,0,0,0,0,0,0.16,0,0,0,0,0,0.179,0.673,0,2.922,640,1
0,0.7,0,0,0,0.35,0,0,0,0,0,0,0,0,0.367,0.061,0,1.88,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,78,1
0,0.03,0.27,0.45,0,0.59,0,0,0,0,0,0,0,0,0.425,0.573,0.112,5.761,2224,1
0,0.93,0,0.46,0,0,0,0,0,0,0,0,0,0,0.135,0,0,4,96,1
0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0.537,0,0,2.777,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0.36,0,2.638,124,1
0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0.093,0,0,2.755,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.761,0,5.322,165,1
0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.282,0.094,0,3.725,339,1
0,0.17,0,0,0,0,3.37,0,0,0,0,0,0,0.061,0.046,0.03,0,4.259,3318,1
0,0,0,0.98,0,0.65,0,0,0,0,0,0,0,0,0.529,0.411,0,3.964,222,1
0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,2.766,0.829,0,5.607,157,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0.105,0,2.366,142,1
0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.312,0.062,0,1.477,65,1
0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0.271,0.024,0.049,5.709,982,1
0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.171,0.085,0,2.17,102,1
0,1.12,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,51,1
0,0,0.39,0.87,0,0.84,0,0,0,0,0,0,0,0,0.64,0.166,0.183,3.697,3498,1
0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559,145,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412,0,0.268,20,180,1
0,0.36,0.72,0.36,0,0,0,0,0,0,0,0,0,0,0,0,2.517,6.685,234,1
0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.882,0.189,0,4.08,253,1
0,0,0,0,0,0.43,0,0,0.43,0,0,0,0,0,0.802,0,0,5.114,179,1
42.73,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,7,441,1
0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0.056,0.094,0,1.246,389,1
0,0.74,0.74,0,0,0.37,0,0,0,0,0,0,0,0,0.368,0.552,0,1.58,79,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,0,5,170,1
0,0,0,0.38,0,0.77,0,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,921,1
0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.244,0,5.431,239,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,1.787,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,0,8,80,1
0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.899,0.105,0,667,1334,1
0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0.859,0.101,0,337.25,1349,1
0,1.05,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,4.5,108,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,0,1,2,1
0,1.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0.435,0.062,0,4.411,300,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0.073,0.073,2.34,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,16,1
