@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0.108,0,0.162,0.054,50,202,1
0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.147,0.736,0,0,61,222,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0.203,0.61,0,17,62,1
0,0,0.1,0,0,0.74,0,0,0,0,0,0,0,0,0.099,0.016,0.066,0,29,381,1
0.49,0,0,0,1.14,0,0,0,0,0,0,0,0,0.16,0.225,0.902,0.225,2.233,47,595,1
0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.129,1.294,0.043,0,47,386,1
0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0.1,0.376,0.05,0.025,49,427,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,19,82,1
0.32,0,0.05,0.6,0.21,1.09,0,0,0,0,0,0,0,0,0.064,0.322,0.626,0.165,193,3269,1
0.88,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0.085,0.659,0.114,0.028,65,728,1
0.25,0,0.02,0.5,0.33,0.94,0,0,0,0,0,0,0,0,0.069,0.325,0.523,0.124,445,4128,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0.511,0,0,27,217,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,51,106,1
0.02,0,0,0,0.05,0,0.02,0,0,0,0,0,0,0,0.004,0.107,0.017,0.017,489,3271,1
0.17,0.06,0.03,0.61,0.51,0.27,0,0,0,0,0,0,0,0,0.041,0.379,0.136,0,181,1955,1
0,0,0,0,0.68,0,0.68,1.36,0,0,0,0,0,0,0,0.309,0,0,4,32,1
0,0,0.11,0.33,0,0.55,0,0,0,0,0,0,0,0,0.155,0.034,0.12,0,14,302,1
0.09,0,0,0,0.66,0,0,0,0,0,0,0,0.38,0,0.059,0.591,0,0,31,771,1
0,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,34,150,1
0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0.268,0.804,0,0,17,37,1
0.17,0,0,0.87,0.32,0.34,0,0,0,0,0,0,0,0,0.058,0.639,0.165,0.182,117,3498,1
0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.128,0,0,11,105,1
0,0,1.63,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.171,0,32,70,1
0,0,0,0,0.43,0,0.21,0.21,0,0,0,0,0,0,0,0.146,0.146,0.183,99,642,1
0,0.17,0.05,0.28,0,0.74,0,0,0,0,0,0,0,0,0.05,0.01,0.161,0.03,51,521,1
0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.153,2.143,0.612,0.459,54,162,1
0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,13,60,1
0,0,0.16,0,0.5,0,0.33,0,0,0,0,0,0,0,0.088,0.884,0.752,0.022,47,1087,1
0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0.109,0,0,24,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.729,0,0,9,23,1
0.16,0,0,0.9,0,0.49,0,0,0,0,0,0,0,0,0.096,0.736,0.256,0.096,84,701,1
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,1.461,0,0,21,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0.114,0,20,139,1
0.33,13.63,0,0,0.5,0,0,0,0,0,0,0,0,0,0.204,0.613,0.229,0.051,151,888,1
0.1,0,0,0.25,0.15,0.05,0,0,0,0,0,0,0,0,0.035,0.149,0.131,0.008,127,617,1
0,0,0,0,0,1.41,0,0,0,0,0,0.47,0,0,0.164,0.082,0.41,0,60,137,1
0.18,0,0.73,0.27,0.09,0.55,0,0,0,0,0,0,0.18,0.09,0.094,0.432,0.135,0.013,696,1478,1
0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,45,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,62,150,1
0.46,0,0,0.62,0.23,0.46,0,0,0,0,0,0,0,0,0.088,0.319,0.479,0.124,116,2218,1
0,0,0,0,5.35,0.35,0,0,0,0,0,0,0,0,0.102,0.357,0,0,24,205,1
0,0,0.44,0,0.44,0.44,0,0,0,0,0,0,0,0,0.068,0.482,0.896,0,78,325,1
0.41,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.068,0.481,0.549,0,19,114,1
0.2,0,0.5,0.3,0.1,0.6,0,0,0,0,0,0,0.2,0.1,0.11,0.49,0.158,0.015,669,1351,1
0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,0,295,301,1
0,0,0,0,0,1.53,0,0,0,0,0,0.51,0,0,0.189,0.094,0.473,0,60,131,1
0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.222,0.031,0,0,114,616,1
0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.176,0.176,0,26,83,1
0,0,0,1.44,1.44,1.44,0,0,0,0,0,0,0,0,0,0.542,0.271,0,11,41,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0,10,32,1
0,0,0.64,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0.551,0.459,0,22,119,1
0,0,0.05,0.29,0,0.75,0,0,0,0,0,0,0,0,0.051,0.02,0.163,0,12,460,1
0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,1.084,72,477,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.175,0.043,0.35,69,885,1
0,0,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0.135,0.135,0,0,40,191,1
0,0,0,0,1.3,0.65,0,0,0,0,0,0,0,0,0,0.834,0.463,0,22,122,1
0,0,1.21,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013,0,0,0,28,42,1
0.49,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0.078,0.625,0.312,0,47,190,1
0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.068,0,0,0,55,114,1
0.78,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1.363,0,0,29,147,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,3,33,1
0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0.066,0.133,0.066,0,30,192,1
0,0,0,1.53,0,0.3,0,0,0,0,0,0,0,0,0.051,0.207,0.207,0,30,226,1
0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.315,0,30,74,1
0.13,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.137,0,0.068,0,30,468,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.28,0.112,0.336,0,19,222,1
0.33,0,0.66,0,0.82,0.49,0,0,0,0,0,0,0,0,0.024,0.248,0.049,0.049,350,727,1
0.16,0,0.04,0.52,0.72,0.44,0,0,0,0,0,0,0,0,0.052,0.413,0.164,0,181,1643,1
0,0,0.1,0,0.91,0.4,0,0,0,0,0,0,0,0,0.096,0.336,0.16,0,494,1426,1
0,0,0,0,1.81,5.45,0,0,0,0,0,0,0,0,0.628,0.628,0.943,0,9,53,1
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0.404,0.809,0,0,12,34,1
0.08,0,0.25,0.17,0.25,0.85,0,0,0,0,0,0,0.17,0.08,0.065,0.408,0.118,0.013,669,1412,1
0.91,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.245,1.633,0.245,0.081,708,773,1
0.32,0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0.271,0.024,0.049,149,982,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,25,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,1
0,0,0.11,0.33,0,0.55,0,0,0,0,0,0,0,0,0.16,0.035,0.124,0,14,305,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0.105,0,0.157,0,10,139,1
0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0.189,0.662,0,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0,0,107,179,1
0.63,0,0,0,0.63,0.31,0,0,0,0,0,0,0,0,0.275,0.055,0.496,0,91,186,1
0,0,0.16,0.16,0,0.16,0,0,0,0,0,0,0,0,0.05,0.05,0.075,0,15,159,1
0,0,0.5,1.52,0,0.76,0,0,0,0,0,0,0,0,0.074,0.412,0.412,0,19,249,1
0,0,0.61,0,1.22,0.61,0,0,0,0,0,0,0,0,0.184,0.829,0,0,34,89,1
0,0,0,0.98,0.65,0.32,0,0,0,0,0,0,0,0,0,0.529,0.411,0,132,222,1
0.08,0,0.08,0,1.61,0.42,0,0,0,0,0,0,0,0,0.047,0.518,0.157,0.33,292,2045,1
0.43,0,0,0.65,0.21,0.51,0,0,0,0,0,0,0,0,0.08,0.454,0.523,0.136,739,2333,1
0.42,0,0.03,0.56,0.24,0.38,0,0,0,0,0,0,0,0,0.077,0.453,0.543,0.119,286,2207,1
0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,19,64,1
0,0,0,0.26,0.53,0.53,0,0,0,0,0,0,0,0,0,0.555,0,1.157,107,886,1
0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0.075,0,0,0,11,124,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.215,0,18,63,1
0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.128,1.289,0.042,0,47,386,1
0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0.121,0,0,12,95,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.118,0,12,132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.232,99,607,1
0.81,0,0.98,0,0.49,0,0,0,0,0,0,0,0,0,0.247,0.179,0.674,0,113,640,1
0.13,0,0,0.38,0.19,1.14,0,0,0,0,0,0,0,0,0.086,0.268,0.15,0.159,195,3313,1
0,0,0.64,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0.554,0.369,0,22,119,1
0,0,0,0.42,1.28,0,0,0,0,0,0,0,0,0,0.066,0.535,0.133,0,110,313,1
0.17,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0.376,0.25,0.721,0,35,617,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0.191,0.191,0.383,0,23,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,12,82,1
0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,20,144,1
0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.218,1.118,0.054,0,63,621,1
0.37,0,0.07,0.14,0,0,0,0,0,0,0,0,0,0,0.069,0.159,0.159,0.009,44,802,1
0,0,0,0,0.32,1.3,0,0,0,0,0,0,0,0,0.11,0.276,0.83,0.166,33,228,1
0,0,0.96,0,1.44,0,0,0,0,0,0,0,0,0,0.149,0.149,0.074,0,44,150,1
0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0.099,0.899,0,0,36,138,1
0,0,0,0.75,0.18,0.18,0,0,0,0,0,0,0,0,0.14,0.07,0.07,0,23,191,1
0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.133,0.601,0.133,1.068,108,603,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0.154,0,10,50,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0.104,0,0.157,0.052,10,143,1
0.39,0,0.19,0,0.98,0,0,0,0,0,0,0,0,0,0.238,0.766,0.317,0.026,76,632,1
0,0,0.74,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0.355,0.118,0.236,7,43,1
0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.033,0,0,55,506,1
0.63,0,0.63,0,1.26,0,0,0,0,0,0,0,0,0,0,0.398,0,0,19,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,12,25,1
0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.197,0,0,61,297,1
0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.017,72,474,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874,0,0,107,179,1
0,0,0,0,0.78,0.78,0,0,0,0,0,0,0,0,0,0.792,0.339,0,22,113,1
0,0,0.1,0,0.91,0.4,0,0,0,0,0,0,0,0,0.093,0.297,0.156,0,494,1428,1
0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.153,0.153,0.102,73,368,1
0,0,0,0,0,0,3.58,0.39,0,0.39,0,0,0,0,0,0,0,0,21,130,1
0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,2.205,0,0,34,121,1
0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,14,119,1
0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.075,1.285,0.075,0.226,101,363,1
0.85,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0.221,0.177,0.221,0.177,54,553,1
0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,0,0,10,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,0,13,78,1
0,0,0.11,0.89,0.44,0.11,0,0,0,0,0,0.33,0,0,0.142,0.775,0.224,0.142,103,798,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,0,0,23,38,1
0.43,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0.063,0,30,159,1
0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,287,290,1
0,0,0,0.29,0.29,0,0,0,0,0,0,0,0,0,0.382,0.764,0,0,28,469,1
0,0,0.9,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0.391,0.13,0.26,7,43,1
0.2,0,0.5,0.3,0.1,0.6,0,0,0,0,0,0,0.2,0.1,0.11,0.49,0.158,0.015,669,1351,1
0.17,0,0,0.87,0.32,0.34,0,0,0,0,0,0,0,0,0.058,0.639,0.165,0.182,117,3498,1
0.35,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.061,0,0,0,153,186,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.303,0.909,0,0,11,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.531,0,0,28,87,1
0.22,0,0,0.22,0,0.45,0,0,0,0,0,0,0,0,0.17,0.265,0.132,0,144,666,1
1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.241,0.107,0,35,244,1
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,35,81,1
0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0.073,0,0,0,12,144,1
0.12,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0.02,0.041,0.041,0,69,254,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0.111,0,12,63,1
0.46,0,0.46,0,1.86,0,0,0,0,0,0,0,0,0,0.071,0.571,0.214,0,64,213,1
0.12,0,0.38,0.25,0,0.19,0,0,0,0,0,0,0,0,0.03,0.244,0.081,0,43,749,1
0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0.185,0.464,0,0,4,78,1
0.49,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.037,5.836,1.31,0,54,753,1
0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.204,0.204,0.127,0.102,73,400,1
0,0,0.61,0,0.3,0,0,0,0,0,0,0,0,0,0.051,0.103,0.051,0,64,343,1
0.55,0,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0.258,1.207,0.345,0,140,200,1
0.62,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.051,0.777,0,0,61,278,1
0.26,0,0.08,0.17,0.86,0.08,0,0,0,0,0,0,0,0.08,0.234,0.358,0.261,0.11,54,981,1
0.74,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.122,0,57,208,1
0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,1.143,0.519,0,75,228,1
0.41,0,1.65,0,2.47,0,0,0,0,0,0,0,0,0,0.265,0.199,0,0,226,445,1
0.34,0,0.68,0,0.34,0,0.34,0.34,0,0,0,0,0,0,0,0.048,0.048,0,15,96,1
0.3,0,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.567,0.024,0.049,132,944,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.034,0,0,15,277,1
0,0,0,1.06,0.29,0,0,0,0,0,0,0,0,0,0.149,0.374,0.059,0,148,1148,1
0,0,0,1.6,0,1.6,0,0,0,0,0,0,0,0,0.037,0.187,0.112,0,30,363,1
0,0,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,108,1
0,0,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,2.115,0.07,0,14,114,1
0,0,0,0,0.29,0.29,0,0,0,0,0,0,0.89,0,0.248,0,0.049,0,30,168,1
0.23,0,0,0.23,0,0.46,0,0,0,0,0,0,0,0,0.172,0.23,0.134,0,144,655,1
0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.123,0.616,0,0,3,13,1
0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.228,0.406,0.038,0,67,1254,1
0.44,0,0,1.32,0,0.44,0,0,0,0,0,0,0,0,0.074,0.669,0.297,0,82,165,1
0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.134,0.671,0,0,515,518,1
1.26,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0.416,0,0,42,137,1
0,0,0,0.61,0.61,0.49,0,0,0,0,0,0,0,0,0.041,0.104,0.229,0.02,54,478,1
0,0,0,0.56,0.24,0,0,0,0,0,0,0,0,0,0.121,0.337,0.054,0,79,606,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.453,0,0,26,54,1
0.53,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.239,0.159,0,0,51,123,1
0,0,0.37,0.18,1.12,0,0,0,0,0,0,0,0,0,0.066,0.563,0.165,0.033,34,292,1
0.28,0,0,0,0,0,0,0,0,0,0,0.57,0,0.57,0.103,0,0,0,33,162,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,1.178,0.107,0,63,318,1
0.29,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.42,0.046,0.046,34,234,1
0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0.073,0,0,0,12,126,1
0.28,0,0.04,0.52,0.23,0.97,0,0,0,0,0,0,0,0,0.064,0.311,0.734,0.145,144,3016,1
0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,1.255,0,0,21,124,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362,0,0,37,132,1
0.49,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0.195,0.845,0.195,0,47,281,1
