@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,1.28,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,41,72,1
0.64,0.32,0.32,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0.104,0,0,0,10,139,1
0,0,0.41,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0.065,0,0.461,0,19,114,1
0.4,0.4,0.4,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.121,0,12,95,1
0.27,0,0.38,1.2,0,0.16,0,0,0,0.1,0,0,0,0,0,0.029,0,0.019,0.009,56,539,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.198,0,25,81,1
0.1,0,0.03,0.2,0,0,0,0,0,1.36,0,0,0,0,0,0.305,0.029,0.029,0.023,26,2510,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,13,82,1
0.32,0,0.32,1.29,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.531,0,121,334,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0.426,0,23,69,1
0,1.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0.51,1.02,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0.071,0,130,281,1
0.26,0.08,0.88,1.24,0,0.35,0,0,0,0,0,0,0.08,0,0,0.226,0,0.353,0.113,54,968,1
1.59,0,0.61,1.72,0,0.98,0,0,0,0,0,0,0,0,0,0.041,0,0.104,0.02,54,478,1
0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0.494,0,0.082,0,12,102,1
0.81,0,0,0.81,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.651,86,189,1
1.15,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0.349,0,105,312,1
0,1.94,2.91,1.94,0,1.94,0,0,0,0,0,0,0,0,0,0.13,0,0.52,0,26,94,1
0.46,0.46,0.92,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,13,110,1
0.62,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0.105,0,1.055,0,16,120,1
0.8,0,1.61,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192,0,12,101,1
1.46,0.83,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.401,0.109,0.182,0,26,364,1
0.32,0,2.56,0.96,0,0,0,0,0,0,0,0,0,0,0,0.098,0.049,0.492,0,25,166,1
0.04,0.04,0.21,1.54,0,0.36,0,0,0,0,0,0,0,0,0,0.058,0,0.308,0.128,193,3243,1
1.15,0.23,0,1.84,0,0.23,0,0,0,0,0,0,0,0,0,0.036,0.036,0.841,0,52,285,1
0.23,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0.109,0,1.018,0,97,543,1
0,0,0,1.02,0,0.44,0,0,0,0,0,0,0,0,0,0.204,0,0.153,0.102,73,368,1
0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,0,70,199,1
1.75,0.58,0.58,0.39,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0.067,0,21,190,1
0,0,0.32,1.32,0,0.84,0,0,0,0,0,0,0,0.04,0,0.058,0,0.64,0.183,117,3498,1
0.53,0,0.53,1.06,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0.877,0,61,187,1
0.64,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0.468,0,0.093,0,66,135,1
0.36,0,0.36,1.46,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,58,356,1
0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,24,86,1
0.66,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,12,132,1
0.14,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,6,159,1
0,0,0,0.94,0,0.18,0,0,0,0,0,0,0,0,0,0.08,0,0.242,0,35,244,1
1.14,2.28,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.487,0.081,147,373,1
2.5,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,18,57,1
0.36,1.09,0.36,1.09,0,1.09,0,0,0,0,0,0,0,0,0,0.183,0,0.427,0,192,305,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,1
0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,2.112,0,11,43,1
1.22,0.61,1.22,0.61,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0.829,0,34,89,1
0.27,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0,93,533,1
0.34,0,0.17,0.92,0,0.05,0,0,0,0,0,0,0,0,0,0.099,0,0.099,0.009,95,1310,1
0,1.11,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0.202,0,16,40,1
0.26,0.13,0,0.53,0,1.46,0,0,0,0,0,0,0,0,0,0.109,0,0.414,0,65,667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0.176,0,25,81,1
0,1.02,2.04,1.02,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,4,25,1
0.55,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.893,0,16,121,1
1.21,0.6,0,1.21,0,0.6,0,0,0,1.21,0,0,0,0,0,0,0,0.101,0,30,74,1
0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,1
0,0.67,0,1.35,0,0.67,0,0,0,0,0,0,0,0,0,0.095,0,0.286,0,39,189,1
0.65,1.31,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0.104,0.522,0,11,71,1
0.37,0,0.37,4.52,0,0,0,0,0,0,0,0,0,0,0,0.197,0,1.248,0.065,842,998,1
0.42,0.42,0,0.42,8.82,0,0,0,0,0,0,0,0,0,0,0.062,0,0.187,1.002,74,493,1
0.39,0.39,1.57,1.57,0,0.39,0,0,0,0.13,0,0,0,0,0,0.129,0,0.779,0.021,49,476,1
0.63,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.135,0,40,191,1
0.7,0.23,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0.075,0,1.289,0,276,666,1
0,0.94,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0.217,0,11,77,1
0.22,0,0.55,1.1,0,0.22,0,0,0,0,0,0,0,0,0,0.173,0,0.367,0.077,75,389,1
0.58,0.58,1.46,1.16,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.606,0.043,37,352,1
0.48,0,0.48,0.97,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.963,0,61,186,1
0.68,0.68,0.34,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,15,96,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0.207,0,25,79,1
1.75,0.58,0.58,0.39,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0.067,0,21,190,1
0,0,0.9,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,41,94,1
1.45,0.05,0,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0.051,0,0.02,0,12,460,1
0.16,0,0,0.48,4.57,0.72,0,0,0,0,0,0,0,0,0,0,0,0.233,0.326,102,1481,1
0.53,0,0.53,0,9.33,0.26,0,0,0,0,0,0,0,0,0,0,0,0.555,1.157,107,886,1
0.53,0.44,0.62,1.15,0,0.08,0,0,0,0,0,0,0,0,0,0.07,0,0.225,0.014,583,1345,1
0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1
0,0,0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0.06,0,0.609,0,22,160,1
0.23,0,0.71,2.63,0,0.23,0,0,0,0,0.23,0,0,0,0,0.178,0,0.402,0.089,49,392,1
1.1,2.2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.496,0.082,148,387,1
1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,81,97,1
1.27,0.42,1.27,1.27,0,0.42,0,0,0,1.27,0,0,0,0,0,0.063,0,0.572,0,55,249,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0.191,0,23,79,1
1.66,0,0.59,1.66,0,0.83,0,0,0,0,0,0,0,0,0,0.038,0,0.155,0.019,54,504,1
0.3,0.07,1.39,0.77,0,0.3,0,0,0,0,0,0,0,0,0,0.183,0,0,0,84,700,1
0.11,0,0.05,0.53,0,0.23,0,0,0,0,0,0,0,0,0,0.064,0.01,0.032,0,14,303,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.554,0.518,15,38,1
0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0.559,0,28,87,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,1
0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.396,11,26,1
0.24,0,0,0.65,0,0.32,0,0,0,0,0,0,0,0,0,0.045,0,0.36,0,10,196,1
0,0.79,0,2.76,0,0.79,0,0,0,0,0,0,0,0,0,0.061,0,0.612,0,13,75,1
0.23,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0.112,0,1.046,0,97,543,1
0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,13,82,1
0.78,0.49,0.09,0.68,0,0.09,0,0,0,0,0,0,0.09,0,0,0.102,0,0.393,0.014,669,1415,1
0,1.63,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,1
0.87,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,1
0.07,0,0.17,1.35,0,0.17,0,0,0,0,0,0,0,0.03,0,0.071,0,0.006,0,46,3214,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.215,0,27,77,1
0.12,0,0.12,0.12,0,0,0.25,0.12,0,0,0,0,0.38,0,0,0.391,0,0,0,41,481,1
0.44,0,0.44,0,0,0,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,10,186,1
0.76,0.38,0.38,1.52,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0.598,0,78,285,1
0,0,1.05,0.52,0,0.52,0,0,0,0,0,0,0,0,0,0,0,2.295,0,14,125,1
1.57,0.06,0,1.09,0,0.06,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0,12,442,1
0.68,0.68,1.03,1.37,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.056,0,53,208,1
0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0,23,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,78,1
0.71,0,5.35,2.85,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0.357,0,24,205,1
1.29,0,3.89,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.08,129,205,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.525,0.225,0,39,211,1
0.73,0.73,0.09,0.64,0,0.18,0,0,0,0,0,0,0.09,0,0,0.094,0,0.43,0.013,696,1478,1
0.39,0,0,1.08,0,0.09,0,0,0,0,0,0,0,0,0,0.037,0,5.84,0,54,757,1
0.38,0,0.66,1.42,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0.591,0,31,771,1
0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,18,85,1
0,0,0.77,0.51,0.12,1.03,0,0,0.12,0,0,0,0,0,0,0.161,0,1.082,0.092,146,981,1
0,0.24,1.68,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0.15,52,429,1
0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0.706,0,55,143,1
1.39,0.69,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,57,183,1
0.2,0.2,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0.175,0,0.307,0.014,669,1214,1
0.44,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,16,140,1
0.78,0,1.13,2.35,0,0.43,0,0,0,0,0,0,0,0,0,0.241,0.042,0.709,0,126,1123,1
0,0.86,0.86,1.73,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0.457,0,10,55,1
0.54,0.27,1.35,2.44,10.86,0.54,0,0,0,0,0,0,0,0,0,0,0,0.329,1.41,252,1118,1
0,0,0.32,1.32,0,0.84,0,0,0,0,0,0,0,0.04,0,0.058,0,0.639,0.182,117,3498,1
2.53,0.42,1.68,2.1,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0.072,0.072,12,179,1
0.61,0.4,0.1,2.03,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0.256,0.928,0.032,56,1043,1
0,0,0.19,1.15,0,0.77,0,0,0,0,0,0,0,0,0,0.027,0,0.438,0.054,525,921,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,0.015,669,1351,1
0.05,0,0.19,0.81,0,0.57,0,0,0,0,0,0,0,0.02,0,0.086,0,0.273,0.159,195,3327,1
0.36,0,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0,0.046,0.03,0.246,0.03,69,528,1
0,0,0,1.81,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,62,150,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.834,0,27,118,1
0.3,0.15,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.049,132,944,1
1.18,0.23,2.13,0.35,0,0.11,0,0,0,0,0,0,0,0,0,0.057,0,0.42,0.21,283,1509,1
0.38,0.38,0.77,1.15,0,0.38,0,0,0,0,0,0,0,0,0,0.127,0.255,0.51,0,62,258,1
1.36,0.45,0.45,0.9,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.135,0,46,117,1
0.1,0,0,0.75,0,0.2,0,0,0,0,0,0,0,0,0,0.045,0,0.054,0,96,588,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.488,0.015,669,1351,1
0.16,0.16,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.906,0,52,1116,1
0,1.36,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0.17,128,160,1
0.21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0.016,0,29,381,1
0.13,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0.01,278,3752,1
1.22,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,28,178,1
0,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,12,43,1
0.97,0.97,0.97,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,68,116,1
0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0.271,0,26,114,1
0.67,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,12,132,1
0.13,0.06,0,1.13,0,0.26,0,0,0,0,0,0,0,0,0,0.038,0,0.41,0.115,268,813,1
1.08,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0.416,0,6,92,1
0.36,0,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0,0.06,0.03,0.03,0,48,566,1
0,0,5.91,1.18,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.293,0,15,93,1
0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,1
0,1.34,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0.053,0.053,12,167,1
0.61,0,0,0.61,0,0.61,0,0,0,0.3,0,0,0,0,0,0.051,0,0.207,0,30,226,1
1.21,0,2.43,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
0,2.3,0.76,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,142,181,1
0.72,0.72,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0.364,0,0.729,0,32,249,1
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,5,16,1
0.53,0.17,0,4.12,0,0.35,0,0,0,0,0,0,0,0,0,0.115,0,1.158,0,63,599,1
0,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,0.375,0,1.001,0.25,32,132,1
0.63,0.31,0.31,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0.108,0,0,0.054,10,144,1
0.14,0.03,0.25,1.3,0,0.57,0,0,0,0,0,0,0,0,0,0.077,0,0.458,0.113,266,2370,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,24,72,1
0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,1
1.93,0,1.29,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,22,122,1
1.59,0,0.63,1.91,0,0.63,0.31,0,0,0,0,0,0,0,0,0.275,0,0.055,0,91,186,1
1.18,0.23,0.23,1.89,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.072,0,20,178,1
2.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,108,1
0.68,0,0.22,1.81,0,0,0,0,0,0,0,0,0,0,0,0.558,0.159,0.199,0,83,530,1
0.5,0.25,0.5,1.01,0,0,0,0,0,0.25,0,0,0,0,0,0.041,0,0.082,0.041,18,225,1
0,0,0.14,0.88,0,0.44,0,0,0,0,0,0,0,0,0,0.204,0,0.204,0.102,73,400,1
1.03,0.41,0.2,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,32,247,1
0.53,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,14,119,1
0,0.9,0,2.72,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.537,0,19,64,1
0.75,0.5,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.432,0,19,247,1
0.05,0.05,0.25,1.46,0,0.36,0,0,0,0,0,0,0,0,0,0.065,0,0.325,0.153,193,3040,1
0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,1
0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,1
1.13,0,0.24,2.01,0,0.32,0,0,0,0,0,0,0,0,0,0.121,0,0.337,0,79,606,1
0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.081,0,12,102,1
0,0.9,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,1,18,1
0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,1.153,0,0,0,23,38,1
0.26,0.08,0.86,1.3,0,0.34,0,0,0,0,0,0,0.08,0,0,0.234,0,0.358,0.11,54,981,1
0.18,0,0.37,1.26,0,0.75,0,0,0,0.12,0,0,0,0,0,0.085,0.053,0.437,0.064,45,1066,1
0.29,0,0.09,1.69,0,0.99,0,0,0,0,0.09,0,0,0,0,0.078,0,0.334,0.011,1171,2541,1
0.93,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0.343,0,15,38,1
0,0,0,0,0,0,1.36,0,0,0,0,0,2.73,0,0,0.589,0,0,0,22,92,1
1.57,0.06,0,1.09,0,0.06,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0,12,441,1
0.32,0,1.14,1.8,0,0.49,0,0,0,0,0,0,0.16,0,0,0.225,0,0.902,2.233,47,595,1
2.06,1.65,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0.199,0,226,445,1
0,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0.393,0,0.224,0,17,158,1
0.21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.016,0,29,381,1
0.2,0,0.62,2.3,1.67,0.2,0,0,0,0,0.2,0,0,0,0,0.153,0,0.345,0.306,37,426,1
0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0.531,0,28,87,1
0.61,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.472,0.023,104,703,1
0.63,0.07,0.47,1.49,0,0.31,0,0,0,0,0,0,0,0,0,0.012,0,1.132,0.012,77,707,1
0.72,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,48,141,1
3.09,1.03,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,139,1
0.14,0.05,0.11,1.1,0,0.52,0,0,0,0,0,0,0,0,0,0.073,0,0.363,0.132,159,2771,1
0,1.16,1.93,1.16,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.198,0.148,332,556,1
0,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0.293,68,356,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,1
1.58,0.39,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705,0,13,118,1
1.54,0.61,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.728,0,60,243,1
0,0,1.5,4.51,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,3,86,1
1.34,0,0.24,0.73,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.041,0,69,254,1
0.3,0.15,0.15,0.6,0,0,0.15,0,0,0,0,0,0,0,0,0.02,0,0.352,0.041,149,1057,1
0,0.13,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,20,144,1
0.27,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0.279,0,2.001,0,63,341,1
0,0.94,0,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.163,0,20,36,1
0.76,0.5,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.412,0,19,249,1
0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0.102,0,0.102,0,43,185,1
0,0,0.25,0.76,0,0,0,0,0,0,0,0,0,0,0,0.457,0,0.29,0.124,66,149,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,0.015,669,1351,1
0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.081,0,12,102,1
0.54,1.08,0.54,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0,68,181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,0,5,15,1
0,0,0,1.91,0,0.47,0,0,0,0,0,0,0,0,0,0.202,0,0.269,0,45,464,1
0,0.51,2.07,1.03,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.067,0,17,91,1
0.62,0.31,0.15,1.09,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0.378,0,23,259,1
