@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.18,0,0,0.06,0.55,0,0.73,1.1,0,0.85,0.06,0,0,0,0,0,0,0.052,0,0.169,0,1.775,1
0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0,0,0,0,0.88,0,1.32,0,0,0,0,0,0.44,0,0,0,0.257,0,0.128,0,2.215,1
0.06,0,0,0.17,0.1,0.03,0,0.2,0,0.03,0,0,0,0,1.36,0,0,0.305,0.029,0.011,0.023,2.813,1
0,0,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,1.03,0,1.611,0.01,7.549,1
0,0,1.02,0,2.04,2.04,0,1.02,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,1.47,1
0.39,0,0,0,1.19,0.39,0.39,2.78,0,1.19,0.39,0,0,0,0,0,0,0,0,0.256,0,3.5,1
0.35,0.1,0,0.1,0.85,0.15,0.3,1.75,0,0.05,0.8,0,0,0,0,0,0,0.035,0,0.131,0.008,3.629,1
0.46,0,0,0,1.38,0,0.46,2.31,0,1.38,0,0,0,0,0,0,0,0.49,0,0.816,0,3.4,1
0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,2.777,1
0,0.56,0.56,0,0.56,0.56,3.4,1.7,0,0,0,0,0,0,0,0,0,0.262,0,0.349,0,5.105,1
0.1,0,0,0,0.43,0.37,0.1,0.4,0,0,0,0,0,0.2,0.06,0.06,0,0.078,0,0.019,0.019,4.93,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409,1
0,0,0.4,0,0.8,0,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0.212,0,1.838,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,3.965,1
0,0,0,0.9,0.75,0,0.3,0.9,0,0.15,0.3,0,0,0,0,0,0,0.1,0,0.05,0.025,2.271,1
0.39,0,0,0,0.39,0,1.17,1.17,0,0,1.56,0,0,0,0,0,0,0,0,0,0,1.461,1
0.32,0.28,0.16,0,0.98,0,0,1.64,0,0.45,0.53,0,0,0,0,0,0,0.171,0,0.493,0.028,5.608,1
0,0,0,0,0,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.228,3,1
0,0,0.32,0,0.32,0.32,0.32,3.25,0,0,0.32,0,0,0,0,0,0,0.111,0,0.166,0,1.494,1
0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0.45,14.5,1
0,0,0.32,0,0.32,0.32,0.32,3.26,0,0,0.32,0,0,0,0,0,0,0.105,0,0.158,0,1.494,1
0.66,0,0,0,0,1.98,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.354,0,4.047,1
0,0,0,0,1.31,0,0,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0.21,0,4.5,1
0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,1
0.43,0,0.87,0,0.43,0,0.43,1.31,0,1.31,0,0,0,0,0,0,0,0.145,0,0.218,0,3.35,1
0.68,0.11,0,0.79,0.11,0.11,0.68,1.71,0,1.82,1.14,0,0,0,0,0,0,0.118,0,0.236,0.016,9.827,1
0.32,0,0.16,0.64,1.44,0,0.32,1.28,0,0.16,0,0,0,0,0.32,0,0,0.05,0,0.075,0,1.419,1
0,0.9,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0.146,0,0,0,3,1
0,0.3,0,0,0.3,0.92,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,2.141,1
0.1,0.2,0.5,0.8,0.7,0.1,0,0.7,0,0.6,0.1,0,0,0,0,0,0.1,0.11,0,0.158,0.015,8.55,1
0,0,0.72,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0.124,0,1.781,1
0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0.61,0,4.133,1
0,0,0.69,0,0,0,0,2.08,0,0,0.69,0,0,0,0,0,0,0.35,0,0.116,0,8.781,1
0,1.47,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,2.333,1
0.58,0,0,0,1.17,0,0,0.58,0,0,0,0,0,0,0,0,0,0.098,0,0,0,3.807,1
0,0.55,0,1.94,1.39,0.27,0,2.22,0,0.55,0.55,0,0,0,0,0,0,0,0,0.364,0.045,6.641,1
0.31,0,0.15,0.15,1.42,0,1.58,3.95,0,0.15,0.47,0,0,0,0,0,0,0.076,0,0.127,0,5.241,1
0.25,0.25,0,0.25,1.51,0,0.5,1.01,0,0,0,0,0,0.25,0,0,0,0.082,0,0.124,0.124,3.181,1
0.95,0,0,0.47,0,0.47,0.47,0.95,0,0,0.47,0,0,0.47,0,0,0.47,0.791,0,0.452,0.113,9.64,1
0.58,0,1.16,0,0,0.58,0,2.92,0,0,0,0,0,0,0,0,0,0.27,0,0.09,0,1.829,1
0,0,0.72,0,0,0,0,1.45,0,0,0.72,0,0,0,0,0,0,0.364,0,0.121,0,7.781,1
0,0.41,0,0.11,0.17,0.05,0,0.53,0,0.23,0.23,0,0,0,0,0,0,0.064,0.01,0.14,0,1.364,1
0.3,0.2,0.2,0.4,1.91,0.6,0,1.51,0,0.9,0.3,0,0,0,0,0,0,0.017,0,0.206,0.017,4.923,1
0,0,0.47,0,0.95,0,0.47,0,0,4.76,0,0,0,0,0.47,0,0,0.266,0,0.799,0.088,36.642,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0.511,0.085,0,0,4.617,1
0,0.47,0,0,0,0.47,0,1.42,0,0,0,0,0,0,0,0,0,0.056,0,0,0,7.18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,1.684,1
0.09,0.49,0,0.09,1.57,0,0.09,1.08,0,0,0.09,0,0,0,0,0,0,0.037,0,1.313,0,5.96,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,2.777,1
0,0,0,0,1.81,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0.518,0.414,0,0,4.897,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,0.665,0,3.812,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013,0,0,0,3.5,1
0,0,0,0,1.6,0.8,0.8,2.4,0,0,0,0,0,0,0,0,0,0.274,0,0,0,2.815,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.932,0,5.083,1
0,1.19,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.785,1
0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0.093,0.186,0.279,0,2.297,1
0,0,0.32,0,0.32,0.32,0.32,3.25,0,0,0.32,0,0,0,0,0,0,0.105,0,0.158,0,1.494,1
0.16,0,0.33,0.16,1.51,0,1.68,3.87,0,0,0.33,0,0,0,0,0,0,0.224,0,0.056,0,4.928,1
0.32,0.16,0.04,0.4,0.68,0.72,0.4,1.32,0,0.44,0.6,0,0,0,0,0,0,0.052,0.065,0.164,0,3.533,1
0.59,0,1.18,0.59,1.18,0,2.95,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275,1
0,1.25,1.25,0,0.62,2.5,0,1.25,0,0,0,0,0,0,0,0,0,0.044,0,0,0,2.35,1
0,0,0.29,0.29,0.89,0,0.59,0.89,0,0,0,0,0,0,0,0,0,0.137,0,0.045,0,12.2,1
0.43,0.43,0,0,0.87,2.63,0,2.19,0,0,0,0,0,0,0,0,0,0.201,0,0.067,0,2.329,1
0.43,0.4,0.06,0.5,0.69,0.15,0.25,1.41,1.28,0.31,0.56,0,0,0,0,0,0,0.122,0.01,0.42,0.266,8.016,1
0.17,0,0.17,0.17,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.026,0,0,0,1.559,1
0,0,0,0,0,0,0.92,0,0,1.85,0,0,0,0,0,0,0,0,0,0.367,0,2.84,1
0,0,0.57,0,1.15,0,0,1.15,0,0,0.57,0,0,0,0,0,0,0,0,0,0,10.117,1
0,0,0.96,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,1
0,0,0.38,0,0.38,0.77,0.77,1.15,0,0,0.38,0,0,0,0,0,0,0.127,0.255,0,0,3.685,1
0,0,0,0,2.89,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1
0,0.27,0,0.82,0.27,0.27,0.54,2.19,0,0,0.54,0,0,0,0,0,0,0,0,0.128,0,2.484,1
0,0,0,0,0.73,0.36,0.73,1.46,0.36,0.36,0,0,0,0,0,0,0,0,0,0.181,0,3.787,1
0,0.47,0.47,0,0.94,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,1
0.17,0,0.05,0.05,0.52,0,0.69,1.04,0,0.75,0.05,0,0,0,0,0,0,0.051,0,0.163,0,1.796,1
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,4,1
0.28,0,0.28,0.28,0.86,0,0,1.44,0.86,0,0.28,0,0,0,0,0,0,0,0,0.221,0.166,5.328,1
0,0,0,0.24,0.24,0.48,0,1.44,0,0.48,0.24,0,0,0,0,0,0,0.036,0,0.184,0,2.336,1
0.22,0.88,0,1.32,0.88,0.66,0,1.54,0,0,0.22,0,0,0,0,0,0,0.085,0,0.114,0.028,9.1,1
0.12,0.12,0,0,0.85,0.24,0.24,0.73,0,0,0,0,0,0,0,0,0,0.021,0,0.042,0,2.351,1
0,0,0,1.69,1.21,0.24,0,1.21,0,0,0.24,0,0,0,0,0,0,0.036,0,0.291,0.109,7.092,1
0.1,0.1,0.4,1.42,0.5,0.1,0,2.03,0,0,0.3,0,0,0,0,0,0,0,0.264,0.397,0.033,3.166,1
0,0.43,0.86,1.3,1.3,0,0,0,0,0,0,0,0,0,0.43,0,0,0.126,0,0.063,0,4.297,1
0.13,0.13,0,0.39,0.39,0.13,0,0.13,0,0,0.26,0,0,0,0,0,0,0.137,0,0.068,0,2.736,1
0,0.34,0.17,0,0,0.17,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.026,6.364,1
0.33,1.01,0.33,0,0.67,1.01,0,3.71,0,0,0,0,0,0,0,0,0,0.12,0,0.06,0,193.5,1
0,0,0,0,1.28,0,0,6.41,0,0,1.28,0,0,0,0,0,0,0,0,0.204,0,5.181,1
0,0,0,0,0,4.91,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,2.315,1
0,0,0,0,0,2.22,0,2.22,0,0,0,0,0,0,0,0,0,0,0.145,0.291,0,2.95,1
0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1
0,0,0,0,0,2.59,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833,1
0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307,1
0.16,0.24,0.49,0.66,1.24,0.82,0.16,1.16,0,0.91,0.16,0,0,0,0,0,0,0.132,0,0.224,0.013,5.872,1
0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,1
0,0,0,0,0.26,0.53,0,0,9.33,0.53,0.26,0,0,0,0,0,0,0,0,0,1.157,19.26,1
0.26,0.08,0.08,0.97,1.15,0.35,0.08,2.21,0,0.17,1.5,0,0,0,0,0,0,0.044,0,0.162,0.014,4.137,1
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.555,1
0.77,0.38,0,1.15,0.38,0.19,0.19,1.15,0,1.35,0.77,0,0,0,0,0,0,0.027,0,0.191,0.054,14.619,1
0,0,0.58,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.529,1
0,0,0,0,1.31,0,0,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0.212,0,4.818,1
0,0,0,0,0,0,0,2.11,0,0.7,0,0,0,0,0,0,0,0,0,0.37,0,35.461,1
0,0,0.32,0,0.32,0.32,0.32,3.24,0,0,0.32,0,0,0,0,0,0,0.112,0,0.168,0,1.494,1
0.43,0.26,0,0.34,1.22,1.13,0.26,2.35,0,0.08,0.43,0,0,0,0,0,0,0.241,0.042,0.056,0,4.319,1
0,0.62,0,0,0.62,0.31,0,1.25,0,0,0,0,0,0,0,0,0,0.051,0,0,0,3.39,1
0,0,0,0,0,0.55,0,1.1,0,0,0,0,0,0,0,0,0,0.097,0,0,0,2.338,1
0.47,0,0.94,0,0.47,0,0.47,0.94,0,1.41,0,0,0,0,0,0,0,0.073,0,0.221,0,5.918,1
0.46,0.31,0.05,0.44,0.96,0.1,0.44,1.48,0,1.01,0.33,0,0,0,0,0,0,0.068,0,0.793,0.159,6.05,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1
0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,3.558,1
0,0,0.32,0,0.32,0.32,0.32,3.25,0,0,0.32,0,0,0,0,0,0,0.104,0,0.157,0.052,1.537,1
0,0,1.16,0,0,4.65,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.18,0.73,0.83,0.64,0.09,0,0.64,0,0.55,0.18,0,0,0,0,0,0.09,0.094,0,0.134,0.013,8.445,1
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.409,0,1.023,0,3.485,1
0,0,0,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0.124,0,0.062,0,1.477,1
1.06,0.16,0,0,0.57,0,0,1.22,0,0.49,1.14,0,0,0,0,0,0,0.095,0,0.255,0.095,4.194,1
0,0.46,0.46,0,0.46,0.92,0,1.38,0,0.46,0,0,0,0,0,0,0,0,0,0.223,0,2.156,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1
0,0,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,8.476,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,5.13,1
0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,10.533,1
0,0,0,0,0,0,0,0.89,0,0.44,0,0,0,0,0,0,0,0.078,0,0,0,1.541,1
0.49,0,0.24,0.24,1.23,0,1.23,2.47,0,0.24,0.74,0,0,0,0,0,0,0.116,0,0.155,0,3.975,1
0.54,0,1.08,0,0.54,0.54,0.54,1.08,0,1.62,0,0,0,0,0,0,0,0,0,0.261,0,5.323,1
0,0,0,0,0,2.43,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538,1
0.29,0.04,0,0.29,0.04,0.04,0.39,0.79,9.53,0.69,0.47,0,0,0,0,0,0,0.053,0,0.09,0.011,12.332,1
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153,1
0,0,0,0,0.68,0,0,1.36,0,0.68,0.68,0,0,0,0,0,0,0,0,0.238,0,2.232,1
0.09,0,0.09,0.19,0.48,0.87,0.19,1.66,0,0.39,0.19,0,0,0,0,0,0,0.136,0,0.151,0,6.813,1
1.24,0,0,0,1.24,0.62,0,3.1,0,0,0,0,0,0,0,0,0,0.1,0,0.201,0,12.904,1
0,0.89,0,0.25,0.38,0,0.12,1.27,0,0,0.12,0,0,0,0,0,0,0.165,0,0.061,0,2.878,1
0.1,0,0.1,0.2,0.5,0.91,0.2,1.72,0,0.4,0.2,0,0,0,0,0,0,0.093,0,0.156,0,6.8,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.111,0,1.8,1
0,0.58,0,0.58,1.16,0,0.58,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0.096,1.526,1
0.09,0.09,0,0,0.19,0.66,0,1.42,0,0,0,0,0,0,0,0,0,0.059,0,0,0,3.28,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1
0.09,0.49,0,0.09,1.58,0,0.09,1.09,0,0,0.09,0,0,0,0,0,0,0.037,0,1.309,0,6,1
