@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R5,7,16,21-22,24,28,30,34,37,39,41,46-48,50-52,54,56-58'

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.23,0.23,0,1.9,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0.238,0,38,242,1
0,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.236,7,43,1
0.45,0,0.45,4.97,0,0,0,0,0,0,0,0,0,0,0,0.244,0,1.631,0.081,708,773,1
0.45,0,0.45,5.04,0,0,0,0,0,0,0,0,0,0,0,0.245,0,1.633,0.081,708,773,1
0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,1
0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,1
0,0,0.36,2.53,0,0,0,0,0,1.08,0,0,0,0,0,0.334,0,1.203,0.066,393,736,1
0.5,0.5,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0.178,0,17,95,1
0,0.14,0,1.12,10.82,0.28,0,0,0,0,0,0,0,0,0,0,0.137,0.045,1.233,79,1622,1
0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,16,36,1
0.65,0.32,0.32,3.25,0,0.32,0,0,0,0,0,0,0,0,0,0.111,0,0,0,10,139,1
1.52,0.05,0,1.11,0,0.05,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0,13,462,1
2.45,0,0.81,1.63,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.258,0,20,65,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597,0,26,54,1
0.54,0.27,0,1.36,0,0.27,0,0,0,0,0,0,0.27,0,0,0.04,0,0.489,0,19,227,1
0,0.2,0.4,2.22,0,0.4,0,0,0,0,0,0,0,0,0,0.066,0,0.133,0,30,192,1
0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0.292,0,38,75,1
1.45,0,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.963,0.17,47,139,1
0.98,0,0.98,1.96,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.278,0,18,59,1
0.3,0,0.3,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0.211,0,0,0.052,11,185,1
0.58,0.58,0.58,1.74,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0.239,0,123,207,1
0.29,0.29,0.87,2.9,0,0.58,0,0,0,0,0,0,0,0,0,0.046,0,0.14,0.14,139,274,1
0.05,0.05,0.1,1.48,0,0.33,0,0,0,0,0,0,0,0,0,0.068,0,0.346,0.159,199,3213,1
0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,134,496,1
2.23,0.55,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0,0.258,0,1.207,0,140,200,1
0,0,0,1.09,0,0,0,0,0,1.09,0,0,0,0,0,0.519,0,0,0,25,84,1
1.2,1.2,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,295,301,1
0.6,0.6,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0.412,0,0.619,0,33,259,1
0,1.47,0,2.94,0,0,0,0,0,1.47,0,0,0,0,0,0.147,0,0.294,0,281,288,1
0.05,0.05,0.26,1.5,0,0.34,0,0,0,0,0,0,0,0,0,0.068,0,0.344,0.154,193,3029,1
1.45,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.421,0,80,238,1
0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.6,0,82,197,1
1.04,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0.157,0,60,142,1
0.32,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0.052,0,0.263,0,110,188,1
0.26,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0.471,0,15,188,1
0.55,0,1.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0,85,201,1
1.06,1.6,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.239,0.079,0.159,0,51,123,1
0.8,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.269,0,19,81,1
0,0.9,0,2.72,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.564,0,19,62,1
3.84,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,10,45,1
0.14,0,0.03,1.49,0,0.18,0,0,0,0,0,0,0,0,0,0.159,0,0.069,0.11,72,819,1
0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,13,78,1
0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,77,210,1
0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.561,0,23,65,1
0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0,5,11,1
0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0.327,0,2.295,0,28,155,1
0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0.452,0,2.865,0,23,136,1
3.48,0,1.74,3.48,0,0.58,0,0,0,0,0,0,0,0,0,0.085,0,0.171,0,12,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.51,0,23,79,1
0,0,0,2.94,0,0.42,0,0,0,0,0,0,0,0,0,0.129,0,0.129,0,20,119,1
0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,42,137,1
1.14,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0.294,0.024,430,1144,1
0.2,0,0.3,1.2,0,0.4,0,0,0,0,0,0,0,0,0.2,0.141,0,0.352,0,148,1133,1
0.79,0.49,0.09,0.69,0,0.19,0,0,0,0,0,0,0.09,0,0,0.092,0,0.417,0.015,669,1365,1
0,0,0,5.19,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,1
0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.003,21,15841,1
0.87,0.09,0.29,1.56,0,1.36,0,0,0,0,0,0,0,0,0,0.18,0,0.045,0,40,303,1
0.95,0.95,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0.076,0,1.306,0,91,217,1
1.6,0,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.566,0,22,124,1
0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,51,104,1
1.25,0,0.25,1.76,0,0,0,0,0,0,0,0,0,0,0,0.222,0.095,0.031,0,114,616,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351,0.27,75,160,1
0,0.63,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,19,126,1
2.17,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,1
0.54,1.08,0.54,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,0,68,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,18,63,1
0.25,0,0.69,1.27,0,1.08,0,0,0,0,0,0,0,0.06,0,0.067,0,0.435,0.022,73,1590,1
0.26,0,0.13,0.13,0,0.26,0,0,0,0,0,0,0,0,0,0.137,0,0,0,30,468,1
0,0,0.19,1.15,0,0.77,0,0,0,0,0,0,0,0,0,0.027,0,0.438,0.054,525,921,1
0.13,0,0.13,2.08,0,0.27,0,0,0,0,0,0,0,0,0,0.025,0,0.379,0,15,219,1
0,0,0.19,1.15,0,0.77,0,0,0,0,0,0,0,0,0,0.027,0,0.438,0.054,525,921,1
0.8,0.4,0.4,0.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.105,0.052,5,129,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,36,110,1
2.15,0,0.15,1.75,0,0.8,0,0,0,0,0,0,0,0,0,0.035,0,0.149,0.008,127,617,1
1.35,0.16,1.52,2.37,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.028,0,40,532,1
0,0,3.35,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.429,0,36,186,1
0.72,0,0.24,1.21,0,0.24,0,0,0,0,0,0,0,0,0,0.036,0,1.021,0.109,67,461,1
0.67,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0.228,0,16,168,1
1.23,0,0.3,1.08,0,0.3,0,0,0,0,0,0,0,0,0,0.128,0,0.615,0,13,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,36,99,1
0.26,0.08,0.86,1.3,0,0.34,0,0,0,0,0,0,0.08,0,0,0.234,0,0.358,0.11,54,979,1
0.16,0,0,1.22,0,1.14,0,0,0,0,0,0,0,0,0,0.095,0,0.845,0.095,84,713,1
0.41,0,0,1.25,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,54,255,1
0,0.07,0.14,1.25,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.319,0.279,145,1163,1
2.83,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,3,26,1
1.44,0,0.2,2.48,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0.996,0,116,384,1
0,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,11,41,1
0.67,2.01,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,14,93,1
0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,6,30,1
0,0,0,0,0,0,1.44,1.44,0,0,0,0,0,0,0,0.156,0,0.313,0,10,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0.725,0,4,19,0
0.74,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.414,0,0.31,0,11,59,0
0,0,0,0.38,0,0,0,0,0,0.38,0,0,0,0,0.58,0.337,0,0,0,44,693,0
0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.14,0.156,0,0,0,24,496,0
0.45,0,0,0,0,0,0,0,0,0.9,0.45,0,1.36,0,0,0.069,0,0,0,15,164,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0.09,0,0.01,0.07,0,0,0,0,0,0.95,0.01,0.13,0.39,0.03,0.51,0.173,0.002,0.008,0.002,71,2954,0
0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0.193,0,0,16,77,0
0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,7,15,0
0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,1.16,0.744,0,0.148,0,18,71,0
0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.045,0,5,98,0
0,0,0,1.38,0,0,0,0,0,1.38,1.38,0,0,0,0,0,0.224,0.448,0,12,45,0
0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0,0.118,0,0,0,10,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,4,38,0
0,0,0,0.42,0,0,0,0.42,0,0.42,0,0,0,0,0,0,0,0.151,0,9,69,0
0,0,0,0,0,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0,0,7,88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,7,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,3,15,0
0.81,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0.37,0,69,129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
0,0,0,0,0,0.58,0.58,0.58,0,0,0,0,0,0,0,0.059,0,0,0.178,11,183,0
0,0,0.58,0,0,0,0.29,0.58,0,0.58,0,0,0,0,0,0.018,0,0,0,1488,1506,0
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,13,95,0
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,1.182,0,0,0,13,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0.168,0,0.084,28,236,0
0,0,0,0,0,0,3.57,3.57,3.57,0,0,0,0,0,0,0.956,0,0,0,11,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,6,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,0,5,19,0
0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.173,0.053,0,0,48,726,0
0.05,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.162,0.084,0,0,38,1150,0
0.24,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,235,1116,0
0.91,0,0,1.82,0,0,0,0,0,0.6,0,0,0,0,0.3,0.044,0,0.044,0,22,120,0
0.91,0,0,0.45,0,0,0,0.82,0,0,0.09,0,0,0,0,0,0,0,0,4,192,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,9,37,0
0,0,0,0.29,0,0,0,0.89,0,0.89,0,0.59,0.89,0,0.44,0.135,0.016,0,0,46,680,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,4,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.176,0.088,0,0,12,109,0
0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,5,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0
1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,17,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,17,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0.93,0.18,1.3,1.49,0,0,0.339,0.13,0,0,44,479,0
0.56,0,0,0.65,0,0,0.09,0.09,0,0.28,0.09,0,0,0,0,0.081,0,0,0,25,601,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,6,23,0
0,0,0,0.74,0,0,0.74,0,0,0,0,0,0,0,0,0.105,0,0,0.105,12,69,0
0,0.49,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0.588,0.168,0,0,42,331,0
0,0,0,0,0,0,0,0,0,0.31,0,0.31,0.31,0,0,0,0.051,0,0,12,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,10,17,0
0.44,0,0,0.44,0,0,0.44,0.44,0.44,0.88,0.88,0,0,0,0,0.146,0.073,0,0,13,133,0
3.07,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0
0.29,0,0,2.64,0,0,0,0,0,0.29,0,0,0,0,0,0.113,0,0.113,0.113,16,208,0
0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,8,33,0
0,0,0,0,0,0,0.48,0,0,0.48,0,0,0,0,0,0.55,0,0.078,0,16,171,0
0,0,0,0.97,0,0,2.91,0,0,0,0,0,0,0,0,0.141,0,0,0,15,89,0
1.92,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0.161,14,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0
0,0,0,0.26,0,0,0.53,0.53,0.53,0.8,0.8,0,0,0,0,0.412,0,0.091,0,12,227,0
0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.162,0.036,0,0,32,491,0
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.266,0.066,0,0,200,378,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.108,0,0.054,28,375,0
