@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.31,0,0,0,1.25,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.048,0.097,3.322,1
0.26,0.08,0.17,0.71,0.88,0.26,0.08,0.35,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.226,0,0.113,3.598,1
0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,72,1
0,0,0.92,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,1
0,1.08,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,10.366,1
2.06,1.65,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,15.892,1
0,0,0,0,2.12,3.18,0.35,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,1.209,1
0.35,0.35,0,0,0.7,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.917,1
2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,4.857,1
0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.24,0,0,0,0,0,0.186,0,0,2.823,1
0,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,3.166,1
0,0,0.24,0,0.16,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1
1.21,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217,1
0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0,0,5.037,1
0,0,0.59,0.59,5.91,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1
0,0,0.87,0,0.32,0.29,0.34,0.84,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.058,0,0.182,3.697,1
1.7,0,0.17,0,0.17,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,11,1
1.48,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.197,0,0,5.778,1
0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,1.03,0,0,0,0,0,0,0.342,0,0,2.217,1
1.04,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.275,1
1.33,0.33,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,1.894,1
0.36,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.03,0.03,3.771,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1
0.72,0.72,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0,7.781,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1
0,0,0.29,0,0,0.87,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.047,3.281,1
2.45,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.826,1
1.79,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,2.25,1
0.23,0,0,0,0,0,0.23,0,0.71,0,0,0,0,0,0,0,0,0.23,0,0,0,0.121,0.04,0,3.78,1
0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,4.18,1
0.64,0.64,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,1.752,1
0,0,0,2.31,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0,0,3.4,1
0,1.27,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488,1
0.44,0.44,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.403,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0.085,0,4.617,1
0.58,0.58,0,0,1.46,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.043,3.591,1
2.04,0,0.27,0,0.13,0,0.04,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0.008,3.575,1
1.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.25,0,0.25,0,0,0.25,0,0.222,0.095,0,5.5,1
2.23,0.55,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,4.761,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1.03,0.41,0.2,2.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.632,1
0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,2.81,1
0.71,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,1.779,1
0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.752,0.003,1.998,239.571,1
1.24,0,0,0,1.24,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0.107,3.846,1
0.42,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,1.206,1
1.04,0.09,0.19,0,0,0.24,0.29,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.119,0.007,0,3.37,1
0.58,0.11,0.46,0,0.46,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.037,0,0.018,2.576,1
0,1.07,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,1.823,1
0.49,0,0.19,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,5.944,1
0.58,0.09,0.38,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.047,0,0.031,1.694,1
0.05,0,0.38,0.13,0.19,0,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.159,6.761,1
1.44,0,0.2,0,0.2,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,7.836,1
0.8,0.5,0.3,1.61,0.1,0.2,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.111,0,0.015,8.55,1
0.85,0.25,0.17,2.21,0.25,0.17,0.85,0.08,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0,0.063,0,0.012,7.484,1
2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,4,1
1.45,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,5.173,1
1.79,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,8.086,1
1.66,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,2.35,1
1.34,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0.021,0,0,2.351,1
0.81,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0.152,0,0,2.61,1
1.36,0.45,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,5.571,1
0,0,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.047,0,2.041,1
0,0,0.31,1.14,0,0.41,0.62,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,14.283,1
0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.088,10.159,1
0.8,0.5,0.3,1.61,0.1,0.2,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.11,0,0.015,8.55,1
0,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,3.166,1
0,2.3,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.312,1
1.21,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.18,0.23,0.23,0,0.23,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.438,1
0.64,0.64,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,1.688,1
0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0.248,7.17,1
0.6,0.12,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,1.246,1
1.58,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903,1
2.63,1.05,0,0,1.05,0,0.52,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0.091,0.091,3.062,1
1.03,1.03,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966,1
0.45,0,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,5.301,1
0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.086,31.388,1
0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0.29,0,0.19,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,5.792,1
0.22,0,0,0,0.22,0,0.22,0.22,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.258,0,0,7.258,1
0.44,0,0,0,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,1
0.36,0,0.09,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.029,0,4.192,1
0.24,0.24,0,0,0,1.73,0.24,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,3.975,1
1.05,0,0,0,2,0.31,0.52,0.1,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.054,0,0.201,8.851,1
0.4,0,0.13,0,0.2,0.13,0,0.06,0,0,0,0.06,0,0,0,0,0,0.13,0,0,0,0.107,0,0.01,3.353,1
0.39,0.39,0,0,0.39,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1
0,0,0,0,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232,1
0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,1
0.65,0.32,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,1.494,1
0.52,0.07,0.07,0.14,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.167,3.429,1
0.19,0,0,0,0.98,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,2.128,1
1.25,0.62,0,0,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,1
1.28,0,0,0,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,3.071,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,1
0,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,9.411,1
0.13,0.06,0.95,0.2,0,0,0.13,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.065,3.286,1
1.55,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,2.09,1
1.3,0.98,0,0.32,0.49,0.16,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.246,0,0,2.922,1
0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,3.476,1
0.27,0,0.13,0,1.11,0,0.06,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,3.401,1
0.39,0,0.19,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,5.96,1
0,0,1.47,0,7.35,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.055,1
0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,1.361,1
0.4,0.4,0,0.4,0.8,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.232,0,0,4.058,1
0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,1.117,1
0.53,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,2.333,1
0.98,0.65,0.32,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.065,1
0.68,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.558,0.159,0,6.091,1
0.39,0.52,0.32,1.17,0.13,0,0.52,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,4.742,1
0.24,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.045,0,0,1.42,1
0,0,0,0,1.08,0,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,2.934,1
0,0,0,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,3,1
0.59,0,0.59,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437,1
0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,4.592,1
0,0,0,0,4.27,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,5,1
0.64,0.32,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0.053,1.537,1
3.12,1.04,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.692,1
0,0,0.52,0,1.04,1.04,1.57,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.787,1
1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.082,16.782,1
0.14,0,0.28,0.42,0.14,0.14,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,2.322,1
1.34,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0.02,0,0,2.351,1
1.35,0.9,2.71,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.446,1
0,0.19,0,0,0,0,0,0,0.09,0,0,0,0,0,0.19,0,0.09,0,0,0,0,0.137,0,0,3.626,1
1.68,0.37,0.18,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.033,3.106,1
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1
0,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,1
0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,3.6,1
0.43,0.08,0.17,0,0,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0,4.16,1
2.63,0,0,0,1.97,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,2.195,1
0,0.41,0,0,1.65,0,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,7.478,1
0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,2.847,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,2.391,1
1.08,0,0.9,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,1.373,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0.212,0,0,4.125,1
0.47,1.41,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.041,1
1.06,0.7,0,0.35,0.7,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021,1
0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.066,1
0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0.067,18.4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,3.333,1
0.64,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,5.833,1
0.42,0.08,0.17,0,0,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.027,0,4.07,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,0,5.5,1
0,0,0,4.41,0,0,4.01,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.152,1
0,0,0,0,4.54,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,4.833,1
2.91,0.72,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,1.781,1
0.22,0,0,0,0.22,0,0.22,0.22,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.261,0,0,7.4,1
0.68,2.04,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111,1
0.87,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,1.67,1
0.14,0,1.76,0.03,0.03,0,0.33,0.18,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.159,0,0.11,3.426,1
0.04,0.04,0.79,0.02,0.21,0,1.09,0.36,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.058,0,0.128,5.459,1
0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.125,1
0.32,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,3.584,1
0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0.169,10.625,1
0.07,0,0,0,0.17,0.03,0.1,0.17,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.071,0,0,2.11,1
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0.43,0.43,0.17,0.6,0.69,0.17,0.95,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0.013,6.142,1
0,0,0.38,1.15,0.19,1.15,1.34,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.054,14.406,1
0.7,0.7,0,0,1.65,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.037,0.037,0,5.236,1
0,0.23,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.035,3.439,1
0.38,0.38,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111,1
0,0,0,1.81,1.81,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0,2.944,1
0.09,0.02,0.54,0,0.16,0,1.03,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0.144,5.783,1
1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.083,1
0,1.23,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,1
1.11,2.22,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.823,1
0.38,0.25,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,1.243,1
0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,4.548,1
0.3,0,0.3,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.052,1.752,1
