@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,11,17,30-32,35,42,44-46,48,50-53,55-58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_business numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166,60,74,1
0,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,3.836,79,211,1
0.3,0.1,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.045,0,0.054,0.118,2.37,96,588,1
0,1.6,0.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.706,0.212,1.838,13,114,1
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,3.272,23,36,1
0,2.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,34,108,1
0,0.54,0,0,0,0,0,0,0,0,0,0.54,0,0,0.096,0,1.443,0,1.969,16,130,1
0,0.89,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,1.083,0.144,2.428,28,153,1
0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.059,0,0.118,0,1.307,7,68,1
0,0.53,0,0,0.53,0,0,0,0,0,0,0,0,0,0.467,0,0.28,0.186,2.823,85,240,1
0,0.54,1.08,0,0.54,0,0,0,0,0,0,0.54,0,0,0,0,1.18,0.252,5.323,68,181,1
0,1.17,0,0,0.78,0,0,0,0,0,0,1.17,0,0,0.062,0,0.869,0.186,4,78,256,1
0.22,1.77,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.15,86.65,1038,1733,1
0,2.5,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.08,0,2.111,18,57,1
0.26,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0.779,0.021,2.689,49,476,1
0.54,1.09,2.18,0,0,0,0,0,0,0,0,0.54,0,0,0.157,0,0.471,0,15.08,147,377,1
0.55,1.11,2.23,0,0,0,0,0,0,0,0,0.55,0,0,0.159,0,0.479,0,16.739,147,385,1
0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.437,1.823,10,62,1
0.2,0.27,0,0.41,0.69,0,0,0,0,0,0,0.13,0,0,0.105,0,0.75,0.305,3.401,94,966,1
0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.043,0,1.741,14,155,1
0.34,0.34,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0.083,6.294,132,963,1
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.203,0.203,2.866,34,129,1
0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.204,0,0.204,0.127,2.962,73,400,1
0.57,1.14,2.28,0,0,0,0,0,0,0,0,0.57,0,0,0.081,0,0.487,0,16.217,147,373,1
0,0.2,0.2,0.2,1.61,0,0,0,0,0,0,0,0,0,0.096,0,1.453,0.129,3.946,64,513,1
0.17,1.46,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.077,0.064,0.348,0.103,5.392,119,1456,1
1.32,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.08,0,0.295,0.107,2.542,34,239,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.07,0.07,2.616,23,191,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0.085,0.511,0,4.617,27,217,1
0,0.32,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0.089,0,0.693,0.67,4.835,52,1030,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,4.5,25,54,1
0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0.23,0.23,5.538,41,72,1
0,0,1.16,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,1
0,0.65,0.32,0,0.32,0,0,0,0,0,0,0.32,0,0,0.105,0,0,0.158,1.494,10,139,1
0.23,0.46,0,0.11,0.46,0,0,0,0,0,0,0.34,0,0,0.172,0,0.23,0.134,4.281,144,655,1
0,1.25,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.456,0.273,2.52,22,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,1.312,3,21,1
0,0.76,0.5,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.412,0.412,2.441,19,249,1
0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0.373,0.196,2.576,75,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385,0,20,169,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,2.681,11,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,2.3,9,23,1
0.1,1.02,0.1,0.1,0.92,0,0,0,0,0,0,0,0,0,0.048,0.016,0.518,0.162,8.181,283,1890,1
0.08,0.85,0.25,0.17,0.08,0,0,0,0,0,0.08,0.08,0.08,0,0.063,0,0.394,0.114,7.54,669,1410,1
0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.919,0.367,2.84,16,71,1
0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0.057,0,2.972,18,110,1
0.43,0.14,0,0.28,0.43,0,0,0,0,0,0,0.03,0,0,0.078,0,0.439,0.505,6.683,798,2426,1
0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,11.035,110,309,1
0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0.392,0.176,2.606,75,391,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,1.827,11,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1
0.64,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,1.065,0,3.932,61,291,1
0.05,0.63,0,0.34,0.05,0,0,0,0,0,0,0,0,0,0.201,0,0.127,0.182,4.225,131,1107,1
0,0,1.27,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.983,0.089,3.488,59,157,1
0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.358,2.403,16,137,1
0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,4.181,26,46,1
0,0.36,1.1,0,1.84,0,0,0,0,0,0,0,0,0,0.186,0,0.435,0.062,4.411,190,300,1
0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.202,8.763,102,1481,1
0.18,0.25,0.03,0.1,0.36,0,0,0,0,0,0,0.07,0,0,0.042,0.073,0.337,0.141,3.305,181,1613,1
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,3.214,22,45,1
0.24,0.41,0.49,0.24,0.16,0,0,0,0,0,0,0.08,0,0,0.132,0,0.25,0.224,5.872,581,1339,1
0,0,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0.393,0,0.224,0.056,2.257,17,158,1
0.17,0.34,0.51,0,0.17,0,0,0,0,0,0,0.34,0,0,0.095,0,0.126,0,2.285,40,224,1
0,1.32,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0.301,0,0.301,0,2.787,19,131,1
0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0.064,0.128,2.215,23,113,1
0.19,0.78,0.49,0.29,0,0,0,0,0,0,0,0.09,0.09,0,0.102,0,0.393,0.145,8.323,669,1415,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,3.15,12,63,1
0,0.22,0.11,0,0.22,0,0,0,0,0,0,0,0,0,0.16,0,0.035,0.124,1.98,14,305,1
0.95,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.2,0,0.267,0,4.18,45,464,1
0.5,0.5,1.01,0.76,0.25,0,0,0,0,0,0,0.25,0,0,0.113,0,0.189,0,8.972,447,646,1
0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.109,2.08,12,52,1
0.1,1.05,0,0.1,0.84,0,0,0,0,0,0,0,0,0,0.054,0,0.384,0.182,8.851,299,1726,1
0,0.64,0.64,0,0.32,0,0,0,0,0,0,0.64,0,0,0.166,0,0,0.166,1.688,19,157,1
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,0,2.666,11,24,1
0,1.46,0.83,0,0,0,0,0,0,0,0,0,0,0,0.401,0.109,0.182,0.146,3.791,26,364,1
0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,2.25,12,144,1
0,0.76,0.5,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.433,0.433,2.441,19,249,1
1.96,0,1.96,0,0,0,0,0,0,0,0,0.98,0,0,0.168,0,1.011,0,2.888,12,52,1
0,1.56,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.792,0.339,2.627,22,113,1
0.46,0.15,0,0.31,0.38,0,0,0,0,0,0,0.03,0,0,0.091,0,0.36,0.524,6.186,122,2227,1
0,0.87,0.87,0,0.43,0,0,0,0.43,0,0,0.43,0,0,0.145,0,1.021,0.218,3.35,59,134,1
0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0.457,0,2.75,10,55,1
0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0.034,0,3.168,15,339,1
0.08,0.85,0.25,0.17,0.08,0,0,0,0,0,0.08,0.08,0.08,0,0.065,0,0.435,0.118,7.497,669,1402,1
0,2.63,0,0,0,0,0,0,0,0,0,0.65,0,0,0.198,0,0.198,0.099,2.195,12,101,1
0,0.28,0,0,1.15,0,0,0,0,0,0,0,0,0,0.047,0,1.147,0.191,11.735,489,622,1
0,0,1.63,0.54,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.592,32,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,7,35,273,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0.047,0.189,0.141,1.932,31,201,1
0.19,0.44,0.06,0.25,0.06,0,0,0,0.06,0.06,0,0,0,0,0.102,0,0.133,0.041,3.29,74,1030,1
0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.269,5.787,47,272,1
0.58,0.87,0.58,0,0.87,0,0,0,0,0,0,0,0,0,0.054,0,0,0.271,1.67,14,162,1
0,0.43,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0.085,0.028,0.092,0.014,4.16,48,1140,1
0.34,0.34,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.058,0,0.638,0.174,2.17,8,89,1
0,0.96,0.48,0,0.96,0,0,0,0,0,0,1.44,0,0,0.073,0,0.515,0.957,6.833,78,328,1
0,0.42,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0.085,0.028,0.099,0.014,4.07,48,574,1
0,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0.69,0,0.327,0,5.549,71,566,1
0.49,2.46,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.424,0,12.692,152,330,1
0,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,2.062,12,99,1
0.47,1.89,1.18,0.23,1.41,0,0,0,0,0,0,0,0,0,0,0,0.08,0,1.844,13,83,1
0,1.03,0.68,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.503,0.062,1.82,12,91,1
0.89,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0.165,0,0.371,0.061,2.878,84,475,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,0,4.071,29,114,1
0.56,2.27,0.56,0,3.4,0,0,0,0,0,0,0,0,0,0.262,0,1.135,0.349,5.105,140,194,1
0.47,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,7.18,182,359,1
0.28,0.04,0.04,0.23,0.4,0,0,0,0,0,0,0.02,0,0,0.064,0,0.311,0.734,5.328,144,3016,1
0.47,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.327,1.357,5.769,72,450,1
0,1.08,0,0,0.36,0,0,0,0,0,0,0,0,0,0.178,0,0.416,0,1.373,6,92,1
0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0.14,0,0,0,1.512,7,62,1
0.2,0.8,0.5,0.3,0,0,0,0,0,0,0,0.1,0.1,0,0.11,0,0.49,0.158,8.55,669,1351,1
0.17,0.52,0,0.17,0,0,0,0,0,0,0,0,0,0,0.373,0,0.342,0.716,2.973,35,336,1
0.2,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0.548,0.199,14.301,685,1516,1
0,1.45,0.05,0.05,0.69,0,0,0,0,0,0,0,0,0,0.051,0,0.02,0.163,1.796,12,458,1
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0.231,5.977,70,263,1
2.35,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,20,42,1
0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0.177,0,0,0.354,4.047,29,85,1
0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.222,0,6.978,56,328,1
0,1.45,0,0,0.32,0,0,0,0,0,0,0.16,0,0,0.198,0,0.594,0,5.683,128,557,1
0,0,1.15,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.347,1.608,6,74,1
0,0.4,0.1,0.4,0.2,0,0,0,0,0,0,0,0,0,0.096,0,0.336,0.16,6.758,494,1426,1
0.08,0.84,0.08,0.08,0.76,0,0,0,0,0,0,0,0,0,0.047,0.015,0.518,0.157,7.277,292,2045,1
0.55,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.086,4.166,18,125,1
0,1.44,0,0.72,0.24,0,0,0,0,0,0,0.12,0,0,0.04,0,0.102,0.224,3.656,54,479,1
0,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0.061,0,0.061,0,2.302,21,99,1
0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,3.702,53,174,1
0,1.44,0,0.72,0.24,0,0,0,0,0,0,0.12,0,0,0.041,0,0.102,0.205,3.548,54,479,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,8,38,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,1.333,4,16,1
0,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0.111,0,1.045,0.037,4.022,97,543,1
0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.033,0,5.009,55,506,1
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0.24,0,1.765,0.481,7.059,159,473,1
0,0.99,0.99,0,0.49,0,0,0,0,0,0,0.49,0,0,0,0,1.118,0.239,5.228,69,183,1
0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0.213,0,0.426,0.213,4.6,23,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545,4,17,1
0.21,0.28,0,0.42,0.7,0,0,0,0,0,0,0.14,0,0,0.108,0,0.768,0.312,3.401,94,966,1
0,0,0.11,0.11,0.44,0,0,0,0,0,0,0.44,0,0,0.142,0,0.775,0.224,5.782,103,798,1
0,0.87,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0.942,0,5.114,107,179,1
0,1.09,0,0.54,0.27,0,0,0,0,0,0,0,0,0,0.208,0,0.166,0.083,3.521,114,243,1
0.09,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0.059,0,0.591,0,3.28,31,771,1
0.18,0.25,0.03,0.1,0.36,0,0,0,0,0,0,0.07,0,0,0.042,0.072,0.334,0.139,3.305,181,1613,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0.102,0.72,4.512,43,185,1
0.38,0,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0.027,0,0.437,0.191,14.406,525,922,1
0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0.293,0,1.69,15,93,1
0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.535,0.133,11.592,110,313,1
0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0.364,0.064,13.884,107,1444,1
0,0.12,0,0,0.12,0.12,0,0,0,0.36,0,0.12,0.36,0,0.352,0,0,0,2.337,41,505,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,1.275,7,51,1
0,1.63,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,1.558,11,53,1
0,0,0,0,0,0,0,0,0,0,0,0.76,1.52,0,0,0,0,0,1.216,4,45,1
0.88,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0.659,0.114,9.1,65,728,1
0.4,0.15,0.06,0.25,0.25,0,0,0,0,0,0,0.06,0,0,0.122,0.01,0.345,0.42,8.016,178,3303,1
0,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0.29,0,0.193,0,1.861,26,67,1
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,19.26,107,886,1
0.28,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.103,0,0,0,2.417,33,162,1
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,2.269,33,118,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.291,2.5,11,45,1
0.22,0.11,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0.2,0,0.441,0.421,4.945,116,1449,1
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0.265,10.159,114,447,1
0.1,0.61,0.4,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.264,1.01,0.397,3.199,56,1043,1
0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,1.227,6,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,3,31,1
1.2,0.4,0.8,0,0.4,0,0,0,0,0,0,0.4,0,0,0.069,0,0.552,0.207,6.652,69,153,1
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0.267,10.372,114,446,1
0.24,0.41,0.49,0.24,0.08,0,0,0,0,0,0,0.08,0,0,0.114,0,0.241,0.228,6.544,683,1466,1
0.84,0.67,0.67,0.16,0,0,0,0,0,0,0,0,0,0,0.183,0,0.156,0.104,6.5,525,858,1
0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0.23,0,0.057,0.23,5.279,82,227,1
0,0,0.79,0,0.39,0,0,0,0,0,0,0,0,0,0.064,0,0.64,0.192,2.74,13,74,1
0,0,0,0,0,0.73,0,0,0.24,0.73,0.49,0,0,0,0.037,0,0.149,0,10.012,251,791,0
0,0,0,0,1.16,0.58,0.58,0.58,0.58,0,0,0.58,0,0,0.658,0,0.282,0,1.932,11,114,0
0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0.237,0,0,0,2.51,12,123,0
0,0.42,0,0,0.21,0,0,0,0.21,2.12,0,0,0,0,0.161,0,0.161,0,2.813,121,723,0
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,0.061,0,1.392,11,71,0
0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2.488,15,112,0
0,0,0,0,0,0.32,0,0,0.32,0,0,0,0,0,0.492,0,0,0,1.89,11,138,0
0,0,0,0,0,3.57,3.57,0,3.57,0,0,0,0,0,0.239,0,0.239,0,1.687,10,27,0
0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0.165,0,0.165,0,1.666,7,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,1.2,3,12,0
0,0,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0.079,0,0,0.013,2.361,26,562,0
0,0,0,0,0,0.97,0,0,1.94,0.97,0,0,0,0,0.379,0,0,0,8.125,75,195,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796,0,0,0,2.142,8,60,0
0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0.414,0,0,0,3.34,7,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0,0.179,0,2.037,13,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,3,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.272,0,0,4.19,26,88,0
0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,1.75,5,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,4.295,87,262,0
0,0,0,0,0,1.11,1.11,1.11,1.11,0,3.33,1.11,0,0,0.353,0,0.176,0,2.1,12,63,0
0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,1.181,3,13,0
0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0.323,0,0,0,2.682,13,110,0
0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0.749,0,0.374,0,2.85,15,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0,0,0,1.125,2,9,0
0,0.59,0,0,0.29,0,0,0,0,2.69,0,0,0,0,0.052,0,0.078,0,3.153,121,618,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0,0,0,3.571,11,75,0
0,0,0,0,0,0,1.29,0,0,0,0,1.29,0,0,0.234,0,0,0,1.857,8,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,4.03,28,133,0
0,0,0,0,0,0,0,0,3.33,0,0,0,0,1.66,0,0,0,0,4.052,22,77,0
0,0,0,0.9,0,0.9,0.9,0,0.9,0,0,0,0,0,0.112,0,0.225,0,1.807,10,47,0
0,0,0,0,0,0,0,0,1.72,3.44,0,0,0,0,0,0,0.25,0,2.619,9,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,3,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,1.19,0.39,0.39,0.39,0,0,0.39,0,0,0.104,0.052,0,0,3.153,57,246,0
0,0,0,0,0,1.08,1.08,1.08,1.08,0,0,0,0,0,0.364,0.182,0,0,2.421,13,92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.1,0,0,0,2.59,69,386,0
0.11,0.4,0,0,0,0,0,0,0.17,0,0.05,0,0,0,0.304,0,0.053,0.03,2.548,49,1134,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082,0,0,0,3.478,7,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,9,0
0,0.33,0,0,0,0.33,0,0,0.33,0,0.33,0,0,0,0.13,0.043,0,0,2.016,19,125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.034,0,0.034,3.237,32,505,0
0,0.31,0,0,0,0.63,0.63,0.63,0.63,0,0,0.95,0,0,0.534,0.242,0,0.048,2.23,13,261,0
0,0,0,0,0,1.23,1.23,0,1.23,0,0,0,0,0,0.139,0,0.279,0,1.736,10,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
0,0,0,0,0,2.27,2.27,2.27,2.27,0,0,0,0,0,0.664,0,0,0,3.157,11,60,0
0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,1.5,3,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,2.319,12,167,0
0,0,0,0,0,0,0,0,1.09,0,0,1.09,0,0,0.353,0,0,0,2.304,10,53,0
0,0.17,0,0,0,0,0,0,0,0.08,0.17,0,0,0.17,0.045,0,0,0.011,2.45,25,566,0
0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,1.25,4,25,0
0,0,0,0,0,0,0,0,1.78,1.78,0,0,0,0,0,0,0.24,0,2.833,12,68,0
0.31,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.096,0,2.368,45,180,0
0,0,0,0,0,0.73,0.73,0.73,2.2,0.73,0,0.73,0,0,0.555,0.666,0,0,2.351,12,127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,6,17,0
0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,1.785,6,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.857,18,41,0
