@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.87,0,0,0,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,1.31,0,0.216,320,1
0.6,0.4,0.1,0,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0.39,1044,1
0.28,0,1.4,0,0,1.4,1.97,0,0,0,0,0,0,0,0,0.28,0,0,0,0.094,339,1
0,0,1.08,0,1.08,0,0,1.08,0,0,0,0,0,0,0,0,0,1.08,0,0.383,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,121,1
0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,571,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0.201,271,1
0.14,0.21,0.07,0.65,0.21,0.07,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.18,1028,1
0.14,0.03,0.1,0.56,1.19,0.45,0,0.38,0,0,0,0,0,0,0,0,0,0.07,0,0.543,2207,1
0.28,0.14,0,0,0,0,2.14,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0.072,1229,1
0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,1.11,0,0.416,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,186,1
0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0.222,107,1
3.22,0,0,0,1.07,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0.598,329,1
0.25,0,0,0,0,0,0,2.05,0.51,0,0,0,0,0,0,0,0,0,0,0.173,287,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.632,60,1
0.12,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.38,0,481,1
0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,233,1
1.14,0,0.16,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0.16,0,0,0.29,158,1
0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1
0.19,0,0.25,0.31,0.38,0.44,0.69,0.44,0,0,0,0,0,0,0,0.12,0,0,0,0.241,1070,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
0.58,0.58,0.58,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,207,1
1.44,0.16,0,0.8,0,0.16,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.174,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0.338,85,1
0,0,1.45,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,61,1
7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.61,0,2.45,1.53,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.207,226,1
0.32,0,0.49,0,0,1.3,0.49,0,0,0,0,0,0,0,0,0,0,0,0.16,0.225,595,1
0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.149,450,1
0.63,0,0,0.34,0,0.05,2.61,0.17,0,0,0,0,0,0,0,0,0,0,0,0.186,1107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.549,114,1
0.24,0.24,0.74,0,0,1.23,1.73,0.24,0,0,0,0,0,0,0,0,0,0,0,0.155,485,1
0,0,0.4,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.133,603,1
0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745,1315,1
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,174,1
2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,110,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0.88,0.12,0.5,0.12,0,0.12,0.25,1.13,0,0,0,0,0,0,0,0,0,0,0,0.119,507,1
0.8,0.16,0,0.16,0,0.32,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.075,159,1
0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,92,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,127,1
0.65,0.32,0.32,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.166,139,1
0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
0,0,0,1.32,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.297,165,1
1.11,0,0,0.92,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1
0.23,0.03,0.95,0.61,0.34,0.34,0.13,0.27,0,0,0,0,0,0,0,0.03,0,0.03,0,0.136,1955,1
0,0.66,0,0,0,0.99,0,0.66,0,0,0,0,0,0,0.66,0,0,0,0,0.464,513,1
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,1
1.13,1.13,0,0,0,1.13,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,106,1
1.38,0,1.85,0,0,0,0.46,0,0,0,0,0,0,0,0,0.46,0,0,0,0.217,224,1
0.82,0,0.36,0.45,0,0.27,0,0.09,0,0,0,0,0,0,0,0.09,0,0,0,0.014,875,1
0.14,0,0,0.29,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.29,0,0,469,1
0.4,0,0,0,0,0.61,0.2,0.61,0,0,0,0,0,0,0,0,0,0.2,0,0.223,490,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1
0.15,0,0.19,0.62,1.29,0.43,0,0.5,0,0,0,0,0,0,0,0,0,0.03,0,0.496,2424,1
1.49,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.49,0,0,0,0.312,190,1
1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,1
2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.137,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,292,1
0.9,0,0,0.15,0,0.3,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.05,427,1
0.08,0.08,0.24,0.9,0,0,0,0.16,0,0,0,0,0.08,0,0,0,0,0,0,0.191,667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.87,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1
0.26,0.13,0,0.79,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.021,667,1
0.5,0.16,0.16,0.67,0.67,0,0.5,0,0,0,0,0,0.33,0,0,0,0,0,0,0.107,258,1
0.13,0.06,0.2,0.95,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.197,608,1
0.15,0,0,0,0,0,2.26,0.15,0,0,0,0,0,0,0,0,0,0.15,0,0.076,1216,1
0.54,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,1118,1
0,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1
1.47,0,0.05,0.29,0.05,0.7,0.23,0.76,0,0,0,0,0,0,0,0,0,0,0,0.165,453,1
0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,1
0.72,0.72,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,249,1
0.4,0.1,0,0,0.6,0.2,4.26,0.4,0,0,0,0,0,0,0,0,0,0,0,0.16,1439,1
1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1
0,0,0.46,0,0,0.46,0,1.38,0,0,0,0,0,0,0,0.46,0,0,0,0.816,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0.3,197,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
1.13,0.37,0,0,0,0.75,0,0.37,0,0,0,0,0,0,0,0,0,1.13,0,0.189,253,1
0,0,0.08,0.16,0,0.67,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,0.378,897,1
1.57,0.06,0.06,0.3,0.06,0.72,0.24,0.84,0,0,0,0,0,0,0,0,0,0.06,0,0.167,442,1
0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0.787,93,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1
0.3,0,0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.211,184,1
1.34,0,0.12,0,0,0.24,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,0.041,254,1
0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.105,112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,55,1
1.33,1.33,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.067,183,1
0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,225,1
0.05,0.05,0.26,0.58,1.26,0.44,0,1.05,0,0,0,0,0,0,0,0,0,0.02,0,0.764,3038,1
1.21,1.21,1.21,0,0,4.87,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0.212,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,53,1
2.53,0.42,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,1.457,179,1
0.36,0.6,0,0.48,0,0,0.12,0.48,0,0,0,0,0,0,0,0,0,0,0.12,0.234,746,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1
0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,144,1
2.25,1.12,0,0.56,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,190,1
0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1
0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,261,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,1
1.07,0.19,0.97,0.19,0.87,0,0.68,0.09,0,0,0,0,0,0,0.09,0.09,0,0,0,0.233,877,1
0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0.04,0.87,1.69,0.54,0.29,0.34,0,0,0,0,0,0,0,0,0.02,0.07,0,0.165,3498,1
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1
0,0.19,0,0,0.09,0,0,0,0.09,0,0,0,0.19,0,0.19,0,0,0,0,0,990,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1
1.09,0,0,0.27,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.634,61,1
0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0.19,0.38,0,0.25,0,0,0.06,0.19,0,0,0,0,0,0,0,0,0.06,0,0,0.081,749,1
0,0.19,0.19,0,0.19,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.308,632,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1
0.24,0.24,0.49,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,228,1
0.12,0,0.12,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.061,477,1
0.88,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,58,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,434,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716,185,1
0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,530,1
0.55,0.27,0.13,0.27,0,0,0.13,0.13,0,0,0,0,0,0,0,0.13,0,0,0,0.182,726,1
2.23,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,108,1
0.45,0,0,0.45,0,0.9,0,0.45,0,0,0,0,0,0,0,0,0,1.35,0,0.07,114,1
0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,171,1
0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,212,1
0.69,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,281,1
0.61,0.4,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0.384,1043,1
0.43,0.86,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1
1.48,1.48,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0.99,0.33,0.33,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.161,202,1
0.34,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.027,170,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,292,1
0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
0,1.04,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,146,1
0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,53,1
0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.979,164,1
0,0,0.57,0.38,0,0.19,1.15,1.35,0,0,0,0,0,0,0,0,0,0,0,0.191,921,1
0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.14,0,0.153,368,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1
0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.37,461,1
1.57,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.341,115,1
0.18,0,0,0,0.36,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.063,841,1
0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,159,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.6,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,259,1
0,0.9,3.63,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0.27,0,1.37,0,0,1.37,2.2,0,0,0,0,0,0,0,0,0.27,0,0,0,0.093,344,1
0.54,1.08,0,0,0,0.54,0,1.62,0,0,0,0,0,0,0,0,0,0.54,0,0.253,180,1
0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.98,0,59,1
0.97,0.97,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.167,77,1
0,0,0,0,2.32,1.16,0,0,0,0,0,0,0,0,0,0,1.16,0,1.16,0,61,1
0.39,0.09,0,0,0.58,0.19,4.1,0.39,0,0,0,0,0,0,0,0,0,0,0,0.155,1458,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,903,1
0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1
1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1
0.19,0,0.25,0.31,0.38,0.44,0.69,0.44,0,0,0,0,0,0,0,0.12,0,0,0,0.235,1070,1
0.45,0,0.11,0.22,0.11,0.45,0,0.45,0,0,0,0,0,0,0,0.11,0,0.45,0,0.132,666,1
0,0,0.57,1.72,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,87,1
0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,281,1
0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0.36,0,0.18,0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,0,0.27,0,0.031,530,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,36,1
1.15,0,0,0,0,0.77,0,0.38,0,0,0,0,0,0,0,0,0,1.15,0,0.184,255,1
0.64,0.32,0.64,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.168,139,1
0.46,0.46,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.46,0,0.46,0,0.223,110,1
1.06,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,123,1
1.26,0,0,0.42,0,0.52,0,0.31,0,0,0,0,0,0,0,0,0,0,0,3.305,1016,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1
