@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9-10,12-13,18-19,24-26,30,33,42-43,47,52-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.48,0,0.96,0,0,0,3.36,0,0,0,0,0,0,0,0,0.163,0,0,1.696,1
0.7,0,0.35,0.7,0,0.35,5.96,0.35,0,0,0,0,0,0,0,0.367,0.061,0,1.88,1
0.49,0,0,0.99,0,0,2.47,0,0,0,0,0,0,0,0,0.497,0.165,0,5.113,1
0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,3.571,0,0,1.3,1
0.12,0,0,0.48,0.12,0.6,2.41,0,0,0,0,0,0,0,0,0.056,0.094,0,1.246,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,1.007,0,0,1.44,1
0.35,0,0.17,0.35,0,0.17,0.53,0,0,0,0,0,0,0,0,0.057,0.171,0,1.974,1
0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,5.844,0,0,1.666,1
0,0.93,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0.536,0,0,2.166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,0,1,1
0.09,0.19,0.29,0.48,0,0,1.66,0.19,0,0,0,0,0,0,0,0.318,0.151,0,6.813,1
0,0,2.96,0,0.74,0,5.18,0,0,0,0,0,0,0,0,1.096,0,0,5.16,1
0.1,0.2,0.2,0.5,0,0,1.72,0.2,0,0,0,0,0,0,0,0.297,0.156,0,6.8,1
0.44,0,0,0.44,0,0,0.88,0,0,0,0,0,0,0,0,0.19,0,1.017,8.033,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0.408,0,4.1,1
0,0,0,0.96,0,0.48,2.41,0,0,0,0,0,0,0,0,0.084,0.761,0,5.322,1
0,0.61,1.76,0.26,0.79,0.35,2.64,0.7,0,0,0,0,0,0,0,0.556,0.069,0.011,19.234,1
0.06,0.72,0.46,0.79,0.19,0.33,3.5,0.06,0,0,0,0,0,0,0,0.101,0.101,0.202,4.398,1
0,0.09,0,0.73,0,0,2.01,0.09,0,0,0,0,0,0,0,0.249,0.031,0.031,3.689,1
0,0,0,0.94,0,0.47,2.83,0,0,0,0,0,0,0,0,0.082,0.41,0,5.074,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.632,0,3.75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.61,0,4.133,1
0.56,0,0.56,0.56,0.28,0,1.97,0,0,0,0,0,0,0,0,0.153,0,0.153,9.25,1
0,0,0,0,0,1.11,1.67,0.55,0,0,0,0,0,0,0,0.088,0.353,0,2.571,1
0,0,1.47,0,0,1.47,4.41,1.47,0,0,0,0,0,0,0,0,0,0,2.333,1
0,0.49,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.616,0,0,5.778,1
0,0,0,0.68,0,0,3.4,0.68,0,0,0,0,0,0,0,0.232,0.232,0,2.232,1
0.64,0.32,0,0.32,0.32,0.32,2.25,0.32,0,0,0,0,0,0,0,0,0.156,0,1.752,1
1.36,0,0,0.45,0,0,2.73,0,0,0,0,0,0,0,0,0.368,0,0,1.68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,14.5,1
0,1.02,1.59,0.34,0.22,0.11,3.53,0.45,0,0,0,0,0,0,0,0.265,0.132,0,4.215,1
0,0,0,0.89,0,0,1.78,0,0,0,0,0,0,0,0,1.336,0,0,6.611,1
0,0.68,1.02,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0.902,0.106,0,664,1
0.82,0,0,0.82,0,0,2.46,0,0,0,0,0,0,0,0,0.513,0.114,0,2.953,1
0.23,0.35,0.35,0.94,0.11,0,3.76,0,0,0,0,0,0,0,0,0.287,0.107,0.035,3.439,1
0.49,0,0.24,0.49,0,0.74,1.98,0.49,0,0,0,0,0,0,0,0.847,0.077,0,3.219,1
0.98,0.32,1.79,0.81,0,0,0.98,0,0,0,0,0,0,0,0,0.179,0.673,0,2.922,1
0.33,0.66,1.32,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0.859,0.101,0,337.25,1
0,0.44,0,0.44,0,0.89,0.89,0,0,0,0,0,0,0,0,0.305,0,0,1.895,1
0.34,0,0.34,0.34,0,0.34,0.68,0,0,0,0,0,0,0,0.34,0.225,0.056,0,2.257,1
0.36,0,0,0.36,0,0,2.21,0,0,0,0,0,0,0,0,0.435,0.932,0.186,2.932,1
0.64,0,0,0.64,0.64,0,3.89,0,0,0,0,0,0,0,0,0.921,0.345,0,1.833,1
0.65,0,0.32,0.98,0.32,0,2.61,0,0,0,0,0,0,0,0,0.288,0.173,0,3.065,1
0,0.09,0,0.72,0,0,2,0.09,0,0,0,0,0,0,0,0.237,0.031,0.031,3.758,1
0,0,0,1.02,0,0.51,2.56,0,0,0,0,0,0,0,0,0.094,0.473,0,5.038,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0.424,0,4.1,1
0,0.75,3.78,2.27,0,0,0.75,0,0,0,0,0,0,0,0,2.249,1.237,0,105.8,1
0.31,0,0,0.95,0,0.31,2.54,0.63,0,0,0,0,0,0,0,0.102,0,0.102,5.708,1
0.09,0.19,0.29,0.48,0,0,1.66,0.19,0,0,0,0,0,0,0,0.326,0.155,0,6.813,1
0.04,0.24,0,0.52,0.04,0,0.24,0.14,0,0,0,0,0,0,0,0.007,0.099,0,1.867,1
0.74,0,0,0.37,0,0,3.35,0.37,0,0,0,0,0,0,0,0.368,0.552,0,1.58,1
0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1.85,2.31,0,0,1.85,0,0,0,0,0,0,0,0,1.663,0.249,0.083,49.866,1
0.49,0,0.98,0.98,0,0,1.47,0,0,0,0,0,0,0,0,0.862,0,0,12.148,1
0,0,1.88,2.35,0,0,1.88,0,0,0,0,0,0,0,0,1.68,0.168,0.084,57.23,1
0,0,0,0.44,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,2.25,1
1.04,0,0,2.08,0,4.16,2.08,0,0,0,0,0,0,0,0,0.263,0,0,1.428,1
0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0.682,0.341,0,2.555,1
0.86,0,0,0,0,1.73,3.47,0,0,0,0,0,0,0,0,0.759,0,0,2.75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,2.588,1
1.07,0,0.53,0,0,1.61,1.07,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0,0,0.61,0.3,1.07,0,1.84,1.23,0,0,0,0,0,0,0,0.52,0.289,0.144,4.33,1
0.23,0,0.23,0.23,0,0,3.8,0.71,0,0,0,0,0,0,0,0.238,0,0,3.184,1
0.74,0,1.49,0.74,0,0,4.47,0,0,0,0,0,0,0,0,0.355,0.118,0.236,2.15,1
0,0,1.8,2.26,0,0,1.8,0,0,0,0,0,0,0,0,1.631,0.244,0.081,64.416,1
0,0,1.83,2.29,0,0,1.83,0,0,0,0,0,0,0,0,1.633,0.245,0.081,64.416,1
0,0,0,1.31,0,0,1.31,1.31,0,0,0,0,0,0,0,0,0.212,0,4.818,1
0,0,0,1.31,0,0,1.31,1.31,0,0,0,0,0,0,0,0,0.212,0,4.818,1
0,0.72,1.08,0.72,0,0.36,1.08,0,0,0,0,0,0,0,0,1.203,0.467,0.066,18.4,1
0.5,0,0,0,0,1.01,3.04,0,0,0,0,0,0,0,0,0.178,0,0,1.792,1
0.14,0.42,0,0.98,0,0,1.82,0.28,0,0,0,0,0,0,0,0.045,0.342,1.233,14.88,1
0,1.63,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0.8,0.266,0,2,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.166,0,1.494,1
0.05,0.05,0.05,0.52,0.29,0.05,4.21,0.05,0,0,0,0,0,0.05,0,0.01,0.167,0,1.818,1
0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0.258,0,0,2.826,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597,0,0,4.153,1
0.27,0,0.81,0,0,0,2.45,0.27,0,0,0,0,0,0,0,0.489,0.04,0,2.121,1
0.2,0.8,0.2,0.4,0,0,3.44,0.4,0,0,0,0,0,0,0,0.133,0.066,0,2.704,1
0,0,0,0.9,0,1.81,6.36,0,0,0,0,0,0,0,0,0.292,0,0,3,1
0,0,1.45,1.09,0,0,2.54,0,0.36,0.36,0,0,0,0,0,0.963,0.113,0.17,2.622,1
0,0,0.98,0.98,0,0.98,2.94,0,0.98,0.98,0,0,0,0,0,0.278,0,0,2.95,1
0,0,0,0.3,0.3,0.3,2.12,0.3,0,0,0,0,0,0,0,0,0.211,0.052,1.745,1
0.58,0,0,0,0,0.58,0.58,1.16,0,0,0,0,0,0,0,0.239,0.239,0,3.338,1
0.29,0,0,0.87,0,0.29,2.61,0.58,0,0,0,0,0,0,0,0.14,0,0.14,4.892,1
0.05,0.44,0.75,0.96,0.57,0,3.21,0.33,0,0,0,0,0,0,0,0.346,0.793,0.159,6.05,1
0.36,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.053,0.053,0,18.37,1
0.55,0,0,0.55,0.55,0,3.91,0,0,0,0,0,0,0,0,1.207,0.345,0,4.761,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,4.941,1
1.2,1.2,1.2,1.2,0,0,2.4,0,0,0,0,0,0,0,0,0.331,0,0,50.166,1
0.6,0,0,0,0.6,0.6,1.81,0.6,0,0,0,0,0,0,0,0.619,0.103,0,6.166,1
1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.147,0,72,1
0.05,0.44,0.76,0.97,0.58,0,3.25,0.34,0,0,0,0,0,0,0,0.344,0.784,0.154,6.094,1
0,0,0,0.97,0,0,2.42,0,0,0,0,0,0,0,0,0.421,0.252,0,5.173,1
0,0,0,0.84,0,0.84,2.95,0,0,0,0,0,0,0,0,0.6,0.3,0,4.02,1
0,0.34,0,0.34,0,0,3.83,0,0,0,0,0,0,0,0,0.157,0.105,0,2.366,1
0,0,0.64,0.32,0,0,1.94,0,0,0,0.97,0,0,0,0,0.263,0.105,0,3.418,1
0,0,0,1.06,0,0.26,1.33,0,0,0,0,0,0,0,0,0.471,0,0,2.088,1
0,0,0,1.11,0,0.55,1.66,0,0,0,0,0,0,0,0,0.484,0.08,0,8.375,1
1.6,0,0.53,0,0,0.53,2.13,0,0,0,0,0,0,0,0,0.159,0,0,4.555,1
0.8,0,0.8,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0.269,0,0,3.115,1
0.9,0,0,0,0,0.9,1.81,0.9,0,0,0,0,0,0,0,0.564,0,0,2.818,1
0,0,0,1.28,0,0,2.56,0,0,0,0,0,0,0,0,0.203,0,0,1.956,1
0,0.97,1.16,1.42,1.76,0.07,4.38,0.18,0,0,0,0,0,0.11,0,0.069,0.221,0.11,3.426,1
0,0,3.77,0,0,0,1.88,1.88,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0.3,1.21,0,0,0.3,0,0,0,0,0,0,0,0,0,0.097,0,3.23,1
0,0.93,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0.561,0,0,2.166,1
0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0.872,0,0,2.2,1
0,0,0,0.62,0.62,0.62,2.48,0,0,0,0,0,0,0,0,2.295,0.218,0,5.166,1
0,0,0,0.84,0.84,0,2.54,0,0,0,0,0,0,0,0,2.865,0.301,0,5.037,1
0,0.58,0,0.58,0,0,1.16,0.58,0,0,0,0,0,0,0,0.171,0.085,0,2.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.34,0,3.761,1
0,0,0.42,0,0,0,2.52,0.42,0,0,0,0,0,0,0,0.129,0.194,0,1.859,1
0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0.416,0,0,9.785,1
0,0,1.52,0.76,0.19,0.38,3.05,0,0,0,0,0,0,0.19,0,0.294,0.147,0.024,17.074,1
0,0.2,0.3,1.3,1.1,0,2.61,0.4,0,0,0,0,0,0,0,0.352,0.056,0,9.601,1
0.49,0.89,0.29,0.69,0.29,1.08,1.38,0.19,0,0,0,0,0,0.19,0,0.417,0.154,0.015,8.323,1
0,0,0,1.29,0,0,1.29,1.29,0,0,0,0,0,0,0,0,0.208,0,4.23,1
0,0,0,0.19,0,0.19,1.14,0,0,0,0,0,0,0,0,0,0,0.003,2.383,1
0.09,0.09,0.39,0.68,0.19,0.39,3.51,1.36,0,0,0,0,0,0,0,0.045,0.015,0,2.133,1
0.95,0,0,0.47,0,0,4.28,0,0,0,0,0,0,0,0,1.306,0.23,0,6.027,1
0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,1.566,0.361,0,2.638,1
0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,3.851,1
0,0,0.75,0.75,0,0,2.01,0,0,0,0,1.25,0,0,0,0.031,0,0,5.5,1
0,0,0,1.78,0,0,1.78,0,0,0,0,0,0,0,0,1.351,0,0.27,32,1
0.63,0.63,0,0.63,0,0.63,1.89,0,0,0,0,0,0,0,0,0.398,0,0,2.625,1
0,0,0,2.17,0,2.17,6.52,0,0,0,0,0,0,0,0,0,0,0,1.333,1
1.08,0,0,0.54,0,0,4.32,0,0,0,0,0,0,0,0,1.216,0.26,0,5.454,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,3.937,1
0,0.5,0.06,0.63,0.19,0.38,3.49,1.08,0,0,0,0,0,0,0.06,0.435,0.592,0.022,5.335,1
0,0.39,0.13,0.39,0,0,2.35,0.26,0,0,0,0,0,0,0,0,0.068,0,2.736,1
0,1.15,1.34,0.38,0.38,1.92,2.11,0.77,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,1
0,0.41,0.13,0.55,0.27,0.27,4.31,0.27,0,0,0,0,0,0,0,0.379,0.05,0,2.329,1
0,1.15,1.15,0.38,0.38,2.12,2.12,0.77,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,1
0.4,0,1.2,2.8,0,0,4,1.2,0,0,0,0,0,0,0,0.105,0.052,0.052,1.194,1
0,0.32,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391,1
0,0.1,0.75,0.85,0.25,0,5,0.8,0,0,0,0,0,0,0,0.149,0.131,0.008,3.629,1
0.16,0,0.16,0.84,0,0.16,2.88,0,0,0,0,0,0,0,0,0.028,0.084,0,4.971,1
0,0,0,0,1.11,0,0.55,0,0,0,0,0,0,0,0,1.429,0.095,0,2.861,1
0,1.69,0,1.21,0,0,2.91,0.24,0,0,0,0,0,0,0,1.021,0.291,0.109,7.092,1
0.67,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.228,0.228,0,2.847,1
0,0,0.15,0.3,0,2.32,1.85,0.3,0,0,0,0,0,0,0,0.615,0.025,0,1.377,1
0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.675,1
0.08,0.52,1.56,0.69,0.17,0,1.82,0.34,0,0,0,0.08,0,0,0,0.358,0.261,0.11,3.56,1
0,0,0.49,0.57,0.9,0.32,2.37,1.14,0,0,0,0,0,0,0,0.845,0.255,0.095,4.194,1
0,0.41,0.83,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0.676,9.444,1
0.07,0.66,1.25,1.39,0.58,0,2.35,0.29,0,0,0,0,0,0.07,0,0.319,0.266,0.279,4.689,1
0,0,0,0,0,0.7,3.54,0,0,0,0,0,0,0,0,0.11,0,0,1.083,1
0,0.41,0.62,1.86,0.2,0,2.69,0,0,0,0,0,0,0,0,0.996,0.106,0,7.836,1
0,0,0,0,1.44,0,5.79,0,0,0,0,0,0,0,0,0.542,0.271,0,2.157,1
2.01,0,0,0,0,2.01,1.34,0,0,0,0,0,0,0,0,0.305,0,0,2.162,1
0,0,0,0.84,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,1.304,1
0,0,1.44,0,0,1.44,0,0,2.89,1.44,1.44,0,0,0,0,0.313,0,0,1.689,0
0,0,0,0.78,0,0,1.56,0,0,0,0,0,0,0,0,0.725,0,0,1.187,0
0,0,0,0,0,0,0.74,0,2.22,0.74,0,0,0,0,0,0.31,0.103,0,2.034,0
0,0,1.74,0.19,0,0,0,0,2.32,0.96,0,0,0,0.19,0,0,0,0,3.937,0
0,0.14,0,0.43,0,0,0,0,0.14,0.57,0,0.14,0,0,0,0,0,0,1.687,0
0,0,0,0,0,0,1.36,0,4.54,0,0,0,1.81,0.45,0,0,0,0,2.186,0
0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.05,0.05,0.41,0.03,0.13,0.03,0,0,0,0,1.21,0.01,0,0.03,0.008,0.005,0.002,2.145,0
0,0,0,0,0,0,0,0,4.7,2.35,0,0,0,1.17,0,0,0,0,1.974,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,1.666,0
0,0,0,2.32,0,0,1.16,0,0,0,0,0,0,0,0,0.148,0,0,1.972,0
0.5,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0.045,0,0,1.324,0
0,0,0,1.38,0,0,1.38,0,1.38,1.38,0,0,0,1.38,0,0.448,0,0,1.451,0
0,0,0,1.52,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.735,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,0
0,0,0.42,0.42,0.42,0,0.42,0,1.28,2.57,0.42,0.42,0,0,0,0.151,0,0,1.533,0
0,0,0,0,0,0,0,0,0.96,1.93,0.48,0,0,0,0,0,0,0,1.353,0
0,0,0,5.12,0,0,2.56,0,0,0,0,0,5.12,0,0,0,0,0,2.266,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.161,0,0,1.25,0
0,0,0,0.81,0,0,1.62,0,0.81,0,0,0,1.62,0,0,0.37,0,0,5.375,0
0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0.58,0,0.58,1.75,1.16,0.58,0,0,0,0,0,0,0.178,2.506,0
0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,251,0
0,0,0,0.89,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,1.61,0
0,0,0,1.58,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,2.057,0
0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.084,4.068,0
0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,0,0,0,0,3.6,0
0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0.74,0,0,1.625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0
0,0.87,0,0.29,0,0,0.38,0,0.58,0.68,0,0.29,0,0,0,0,0.026,0,3.704,0
0,0.52,0,0.15,0,0.05,0.31,0,0.78,0.83,0,0.47,0,0.05,0,0,0.015,0,2.725,0
0,0,0.49,0,0,0,0.99,0,0.49,0,0,0,0,0,0,0,0.163,0,9.876,0
0,0,0,0.91,0.6,0,1.21,0,0.3,0.3,0,0,0.91,0,0,0.044,0,0,2.222,0
0,0,0,3.66,0.09,0,0.82,0,1.37,0.09,0.82,0,0,0,0,0,0,0,1.263,0
0,0,0.72,0.72,0,0,4.37,0,1.45,0,0,0,0,0,0,0,0,0,1.48,0
0,0,0.29,0.29,0,0,0,0,0.44,0,0.89,0,0,0.14,0,0,0,0,2.297,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,1.333,0
0,0,1.29,1.29,0,0,2.59,0,2.59,2.59,0,0,0,0,0,0,0,0,1.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2.01,0,4.02,2.01,0.5,0,0,0.5,0,0,0,0,2.319,0
0,0,0.37,0.75,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,1.433,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0
0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,2.916,0
0,0,0,0,0,0,2.04,0,0,0,0,2.04,0,0,0,0.286,0,0,2.434,0
0,0,0,0,0,0,1.88,0,0,0,0,0,1.88,0,0,0.277,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.12,1.3,0,0,0,0,0,0,0,0,3.628,0
0,0,0.18,0.46,0,0,0.56,0,1.86,0.46,0.09,0,0.28,0,0,0,0,0,1.983,0
0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,2.09,0
0,0,0,0,0,0,1.48,0,2.96,0,0,0,0,0,0,0,0.105,0.105,2.555,0
0.49,0,2.48,0.49,0,0,0,0,3.48,2.48,0,0,0,0,0,0,0,0,5.61,0
0,0,0,0,0.31,0,1.24,0,0,0,0,0,0,0.31,0,0,0,0,1.409,0
0,0,2.38,4.76,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,2.125,0
0,0,0,0.88,0,0,1.32,0,1.76,1.32,0.44,0,2.64,0.88,0,0,0,0,1.955,0
0,0,0,4.61,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,1.529,0
0,3.23,0.88,0.88,0,0.88,1.76,0,0.29,0.29,0,0,0,0,0,0.113,0.265,0.113,2.285,0
0,0,0,3.44,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,2.062,0
0,0,0,0,0,0,0,0,3.41,0.97,0,0,0,0.48,0,0.078,0,0,2.552,0
0,0,0,0,0,0,0.97,0,1.94,0.97,0,0,0,0,0,0,0,0,3.178,0
0,0,0,2.88,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0.161,2.307,0
0,0,0,0,0,0,1.78,0,1.78,1.78,0,3.57,0,0,0,0,0,0,1.5,0
0,0,0,1.07,0,0,0.26,0,1.61,0.8,0.53,1.88,0,0.8,0,0.091,0,0,2.225,0
0,0,0,1.58,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,1.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.28,0,0.38,0,0,0.51,0,0.64,0.76,0,0.51,0,0,0,0,0.036,0,3.167,0
0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.054,3.787,0
0,0,0,0.33,0,0.33,0.33,0,0.99,0.33,0.33,0,0,0,0,0,0,0,2.016,0
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.176,0,0,1.758,0
0,0,0.35,0.17,0,0,1.94,0.17,0.17,0.17,0.17,0,0,0,0,0.031,0,0,1.564,0
0,0,0,0.44,0.44,0,1.32,0,0,0,0,0,0,0,0,0,0,0,1.613,0
0,0,0,0.89,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,1.731,0
0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,1,0
