@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,7-9,11-12,20,23,25,31,33,35-36,39,41-42,46,48,50,52-53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0.56,0.56,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.092,0.371,0.046,97,1
0,0,0.24,0.49,0,0.49,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.315,0.035,60,1
0,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,12,1
0,0,0,0.18,0.09,0,0.73,0,0.36,0,0,0,0,0,0,0,0,0,0,0.048,0.257,0.032,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,1.001,0,32,1
0.4,0,0.13,0.1,0.54,0.3,0.71,0,0.37,0,0,0,0,0,0,0,0,0,0,0.074,0.445,0.519,136,1
0,0,0,2.38,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,149,1
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,0,19,1
0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.173,0.173,0,7,1
0,0,0,2.2,0,1.47,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0.56,0,0,0,1.13,0,0.56,0,0,0,0,0,0,0,0,0,0,0.288,0.768,0,296,1
0.75,0,0.75,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,332,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,41,1
0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.559,0,28,1
0.47,0,0.94,0,0,0,0.47,0,0,0,0,0,0,1.42,0,0,0,0,0,0.074,0,0,11,1
0,0,0,0,0.23,0.23,1.9,0.23,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,0.037,97,1
0,0,0,0,0.23,0.23,1.9,0.23,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,0.037,97,1
0,0,0,0,0.52,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.367,0.073,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,86,1
0.15,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.087,0,18,1
0,0,0.97,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0.167,0,0.167,13,1
0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.529,0.198,0,18,1
0.06,0,0,0,0.75,0.27,0.75,0,0.06,0,0,0,0,0,0,0,0,0,0,0.057,0.472,0.092,104,1
1.56,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.183,140,1
0,0,0.97,0,0,0,0.48,0,1.45,0,0,0,0.48,0,0,0,0,0,0,0,1.085,0.232,58,1
0.42,0,0.08,0.25,0.08,0.34,0.51,0,0.34,0,0,0,0,0,0,0,0,0,0,0.065,0.261,0.294,62,1
0,0,0.08,0.43,0.08,0,0.6,0,0.34,0,0,0,0,0,0,0,0,0,0,0.085,0.092,0.014,48,1
0,0,0.29,0.29,0,0.58,0.87,2.61,0,0,0,0,0,0,0,0,0,0,0,0.046,0.14,0,139,1
0,42.81,0.28,0,0,0,0.28,0,0,0,0,0,0.14,0,0,0,0,0,0.14,0.078,0.13,0,137,1
0,35.46,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.239,123,1
0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,11,1
0.09,0,0.09,0,0.79,0.04,0.29,0.24,0.29,0,0,0,0,0,0,0,0,0,0,0.119,0.431,0.111,87,1
0,0,0,0,0,0.27,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.182,30,1
0.36,0,0.36,0,0,0.72,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0.909,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.462,0,6,1
0.31,0,0.05,0.26,0.44,0.26,0.97,0,1.1,0,0,0,0,0,0,0,0,0,0,0.068,0.331,0.79,193,1
0.56,0,1.12,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.26,1.13,0.347,140,1
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.729,0.121,32,1
0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,10,1
0,0,0,0,0.23,0.71,2.49,0,0.47,0,0,0,0.23,0,0,0,0,0,0,0.038,0.155,0.233,54,1
0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0.11,0.331,0.11,30,1
0.29,0,0.29,2.04,0,0.29,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.044,0,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,3.427,0,12,1
0,0,0.13,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.414,0.021,65,1
0.11,0,0.23,0.35,0,0.11,0.95,0.35,0.59,0,0,0,0,0.35,0,0,0,0,0,0.059,0.434,0.197,283,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.64,0,0,0.64,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.08,129,1
0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.611,278,1
0,0,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.083,0.05,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,25,1
1.14,0,0,0,1.14,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,35,1
0.19,0,0.19,0.97,0.87,0.09,1.07,0.68,0.09,0,0,0,0,0,0.09,0,0,0,0,0,0.402,0.232,49,1
0.51,0,0,0,0,1.02,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0.29,0,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,12,1
0.27,0,0,0.54,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0.225,0.451,0.496,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0.212,24,1
0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.53,0.199,0,18,1
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,41,1
0.55,0,2.2,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.495,0,148,1
0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.91,0.273,22,1
1.63,0,1.63,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212,0,71,1
0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,12,1
0.38,0,0,0.38,0.38,0,0,2.67,0.76,0,0,0,0,0,0,0,0,0,0,0.35,0,0.35,8,1
0,0,0,0,0,0,0.52,0,1.05,0,0,0,0,0,0,0,0,0,0,0,2.295,0.698,14,1
0.16,0,0.04,1.16,0.4,0.12,0.68,0.16,0.36,0,0,0,0,0,0,0,0,0,0,0.052,0.37,0.152,181,1
0,0,0,0.28,0,0,0.84,0,0.28,0,0,0,0,0,0,0,0,0,0,0.091,1.147,0.045,104,1
0.29,0,0,0,1.47,0.14,1.91,0.14,0.73,0,0,0,0,0,0,0,0,0,0,0.023,1.003,0.215,217,1
0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0.027,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.27,0,0,0.27,0.54,0,1.09,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.472,0.128,93,1
0.17,0,0,0.04,0.29,0.39,1.37,0.29,0.34,0,0,0,0,0,0,0,0,0,0,0.058,0.639,0.165,117,1
0.24,0,0.6,0,0.6,0.12,0.85,0.12,0.48,0,0,0,0,0,0,0,0,0.12,0,0.117,0.234,0.234,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0.302,11,1
0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0.309,0,4,1
0.26,0,0.08,1.04,0.52,0.26,0.69,0.17,0.08,0,0,0.08,0,0.08,0,0,0,0.08,0,0.234,0.358,0.261,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013,0,0,28,1
0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.24,0.48,0,0,0,0,0.185,0,0,38,1
1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.752,1.542,1.785,9989,1
0.1,0,0.4,0.1,1.42,0.1,0.5,0.5,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.975,0.396,56,1
0.5,0,2,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.267,0.445,0.979,28,1
0.78,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,0,29,1
0.15,0,0.46,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.123,0,196,1
0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,0.207,25,1
0.2,0,0.5,0,0.8,0.3,0.7,0.2,0.6,0,0,0,0,0,0,0,0,0.1,0,0.11,0.488,0.157,669,1
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,1.88,0,0,0.323,0,0,1,0
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,5,0
0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0.26,0.39,0.13,0.52,0,0,4.22,0,0,0,0.13,0,0,0,0,0,0.107,0,0.071,26,0
0,0,0,0,0,0,1.41,0,0,0.47,0,0,0,0,0,0,0,0,0,0.137,0.068,0,21,0
0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.2,0.2,0.1,0,0.2,0,0,3,0,0,0,0.31,0,0,0,0,0.2,0.097,0,0.027,22,0
0.16,0,0,0.16,0.16,0,0,0,0,0.96,0,0,3.21,0,0,0,0.96,0.16,0,0.124,0,0,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0.29,0,0,0,0,0.29,0,0,0,0,0,0,1.75,0,0,0.052,0.052,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,10,0
0,0,0,0,0,0,2.13,0,0,4.62,0,0,0,0.35,0.35,0,0,0,0,0.055,0,0,17,0
0,0,0,0,0,0,0.92,0,0,0,0,0.46,0,0,0,0,0,0,0,0.445,0.202,0.121,7,0
0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0.42,0,0,1.27,0,0,0,0,0,0,0,0,0,0.155,0,0,11,0
0,0,0,0.65,0.13,0,0.78,0,0.13,1.69,0,0,0,0,0,0,0,0,0.13,0.105,0,0.052,20,0
0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.063,0.126,35,0
0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0.87,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.8,0,0,33,0
0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,8,0
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0.129,31,0
0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.327,0,0,28,0
0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0.4,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0,3,0
2.07,0,0,0,1.55,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0,0,0.07,0,0.141,104,0
0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,4,0
0,0,0.16,0,0.16,0,0.66,0,0,3,0.5,0,0.5,0.16,0.16,0,0.66,0,0,0.162,0.02,0,28,0
0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.24,0.16,0,0,0,0,0,0.085,0,0,60,0
0,0,0,0,0,0,1.84,0,0,1.84,0.92,0,0.92,0.46,0,0,1.38,0,0.92,0.362,0,0,34,0
0.33,0,0.16,0,0,0,0.16,0,0.33,0,0,0,0,0,0,0,0,0,0,0.126,0.076,0.076,37,0
0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.079,0,0,17,0
0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.6,0,0,0,0,3.63,0.6,0,0.6,0.6,0,0,0,0,0,0.132,0,0,52,0
0,0,0,0.29,0.08,0,0.8,0,0.08,1.9,0.21,0,0.08,0,0.21,0,0,0,0.04,0.115,0.044,0.051,27,0
0,0,0,0,0,0,3.09,0,0,1.03,0,2.06,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0.262,0,14,0
0,0,0,0,0,0,0,0,0,2.09,0.52,0,0.52,0.52,0,0,0,0,0,0.309,0.309,0,34,0
0,0,0,0,0,0,0,0,0,2.32,0,0,4.65,0,0,0,0,0,0,0.453,0,0,75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
