@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4,7,13,16,18,26-27,33-34,37,39,42,44,46-47,49,52-56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.72,0,1.45,0,0,0,0,0,0,0.72,0,0,0,0,0,0.124,0.124,0,1.781,12,1
0,0,0.13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,1.728,12,1
0,0,0.16,0.66,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.076,0.101,0.05,2.03,32,1
0,0,0.16,0.67,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.08,0.107,0.053,2.015,32,1
0.17,0,0.05,0.29,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.163,0,1.796,12,1
0,5.03,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0.431,0.215,0,0.539,7.552,43,1
0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.252,0.031,0.031,3.816,69,1
0,0,1.08,0,2.17,0.54,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,1.325,5,1
0.07,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.071,0.167,3.429,74,1
0,0,1.02,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.071,1.212,0,7.025,130,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,3.809,28,1
0,0,0.73,0,2.2,0,0,0,0,0,0,0.73,0,0,0,0,0,0.088,0,0,3.048,29,1
0.18,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.015,0,4.192,48,1
0,0,0.91,0,0.91,1.83,0,0,0,0,0,0,0,0,0,0,0,0.455,0,0,2.842,10,1
0.47,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1.687,0.168,0.084,57.23,636,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,3.476,16,1
0,0,0,1.1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.059,0,2.93,29,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,1.494,10,1
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.218,0.174,0.174,0.437,9.186,126,1
0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,2.868,44,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,1.494,10,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,1.494,10,1
0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.601,0.133,1.068,10.578,108,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,2.588,15,1
0,0,0,0,1.4,1.4,0,0,0,0,0.93,0,0,0,0,0,0,0.74,0,0,2.673,21,1
0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0,2.315,12,1
0.27,0,0,0,1.08,0.27,0,0,0,0,0,0,0,0,0,0,0,0.458,0.504,0,2.934,64,1
0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.438,0.097,3.322,61,1
0,0,0,0,0.36,0.36,0,0,0,0,1.08,0,0,0,0,0,0,1.203,0.467,0.066,18.4,393,1
0,0,0.09,0.38,0,0,0,0,0,0,0.09,0,0,0,0,0,0.063,0.559,0.047,0.031,1.694,23,1
0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0.123,0.185,4.793,23,1
0.17,0,0.05,0.29,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.162,0,1.794,12,1
1.61,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0.511,0,0,2.909,20,1
0,0,2.2,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.496,0,0.082,16.826,148,1
1.04,0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0.063,0,2.042,12,1
0,0,2.16,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.488,0,0.081,15.16,148,1
0.14,0,0.28,0,1.88,0.14,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,2.293,32,1
0,0,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.054,1.515,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.653,0.118,0,1.53,13,1
1.24,0,0,0,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0.48,0.549,0,3.166,19,1
0.37,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,1.246,0.196,0.065,62.5,845,1
0,0,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,5.809,46,1
0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,0,1.379,8,1
0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.947,0,0,1.379,8,1
0.19,0,0.19,0.09,0,0.19,0,0,0,0,0,0,0,0,0,0,0.017,0.586,0.189,0.017,2.349,31,1
0,0,0,0.93,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,1.372,4,1
0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0.294,0.147,0,71.5,281,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0.254,0,5.2,80,1
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,0,0,1.966,10,1
0.41,0,0,0,0.62,0,0,0,0,0,0,0.2,0,0,0,0,0,0.345,0.345,0.306,5.132,37,1
0,0,0,0.92,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,1.392,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.28,0.112,0.336,0,2.96,19,1
0.19,0,0.19,0.19,0,1.17,0,0,0,0,0,0.09,0,0,0,0,0,0.405,0.233,0.031,4.32,49,1
0.65,0,0,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0.103,0,2.04,12,1
0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.222,0.444,0.37,0,2.413,16,1
0.17,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.721,0,2.742,35,1
0,0,0.8,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,3.115,19,1
0.54,0,0,0.38,0.19,0.48,0,0,0,0,0,0,0,0,0,0.02,0,0.273,0.15,0.159,6.789,195,1
0.49,0,0.08,0.9,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.271,0.191,0.095,4.904,264,1
0.73,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.229,0.02,3.705,54,1
0.39,0,0,0.62,0.23,0,0,0,0,0,0,0,0,0,0,0,0.006,0.381,0.496,0.133,7.192,543,1
0.08,0,0.25,0.17,0.25,0.93,0,0,0,0,0,0,0,0.08,0.08,0,0,0.403,0.117,0.013,7.484,669,1
0.09,0,0.09,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.155,0,6.813,494,1
0,0,0.38,0,0.38,0.77,0,0,0,0,0,0,0,0,0,0,0,0.057,0.057,0,7.121,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,1.076,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333,0,0,1.666,5,1
0.43,0,0,0.43,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0.941,0.067,0,2.329,28,1
0.12,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.063,0.042,0.042,0,2.351,69,1
0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,2.695,0,0,2.315,12,1
0.09,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.766,5.836,1.31,0,5.792,54,1
0.25,0,0.25,0,0.25,0,0,0,0,0,1.29,0,0,0,0,0,0,0.161,0.161,0.04,9.633,110,1
0.14,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0.206,0,1.711,10,1
0.35,0,0,0.62,0.23,0,0,0,0,0,0,0,0,0,0,0,0.006,0.324,0.486,0.126,6.11,116,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0.279,0,2.297,12,1
0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,4,16,1
0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.29,0.029,2.257,13,1
0,0,0.08,0.17,0.86,0,0,0,0.08,0,0,0,0,0,0.08,0,0.096,0.358,0.261,0.11,3.554,54,1
0.71,0,0.35,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0.234,0.029,0,3.519,97,1
0,0,0.17,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.029,0.117,0.058,0.235,3.521,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,1.56,7.82,39,1
0.28,0,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.218,0.218,0,3.694,40,1
0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.458,0.143,0.028,6.298,247,1
0.87,0,0,0.87,0.32,0.22,0,0,0,0,0,0,0,0.02,0,0.04,0.016,0.639,0.165,0.182,3.697,117,1
0.07,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.011,0,0.023,0,1.263,10,1
0.14,0,0.14,0,0.29,2.05,0,0,0,0,0,0,0,0,0,0,0,0.558,0.024,0,1.517,12,1
0.17,0,0.08,0.17,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.098,0.014,0,4.049,48,1
0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,3.807,61,1
0,0,0.61,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,1.232,0,0,4.159,142,1
0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,3.768,0,0,4.833,29,1
0.32,0,0,0.27,0.13,0,0,0,0,0,0,0,0,0,0,0.09,0.008,0.145,0.121,0.008,3.575,127,1
0,0,0,0,0.11,0.11,0,0,0,0,0,0,0.35,0,0.46,0.11,0,0.016,0,0,2.47,41,1
0,0,0,0,0.38,1.16,0,0,0,0,0,0,0,0,0,0,0,0.601,0.12,0,2.666,22,1
0.4,0,0.06,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.474,0.197,0.065,3.286,53,1
0.21,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0.18,0.072,4.391,36,1
0.43,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.298,0.149,0.074,2.955,47,1
0,0,0.9,2.71,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,0,2.446,12,1
0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,4.333,13,1
0,0,0.08,0.17,0.88,0,0,0,0.08,0,0,0,0,0,0.08,0,0.098,0.353,0.254,0.113,3.598,54,1
0,0,0.68,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,6.588,68,1
0,0,1.43,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,0,7.709,164,1
0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1.149,0,0,1.461,3,1
0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466,0.258,0.086,31.388,392,1
0.19,0,0.19,0,0.19,3.43,0,0,0,0,0,0,0,0,0,0,0,0.212,0.303,0,11.242,132,1
0.96,0,0,0,0.48,2.41,0,0,0.48,0,0,0,0,0,0.48,0,0,0.175,0.467,0.116,9.56,259,1
0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,1.94,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,0,3.761,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0.022,0.022,3.482,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1.85,0,3.7,0,0,0,0,0,0,0,2,11,0
0,0,0,0,0,0,0,0,0,0,0,2.89,2.89,0,0,0,0,0,0,0,2.38,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,0,2,4,0
0.26,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0.045,0,0,1.837,11,0
0.02,0,0,0,0,0.02,0.47,0.02,0.11,0,0,0,0.02,0,0,0,0.185,0,0.006,0,2.838,52,0
0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0.557,0.123,0,0,2.063,34,0
0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0.303,0,0,0,1.6,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.214,0,0,1.263,4,0
0,0,0,0,0,0,0,0,0,0,1.42,1.42,0,0,0,0,0,0,0,0,2.025,7,0
0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,18,200,0
0,0,0,0,0,1.66,1.66,0,0,0,0,3.33,0,0,0,0,0,0.167,0,0,1.533,10,0
0.13,0,0,0,0,0,0.79,0.13,0.52,0,0,0,0,0,0,0,0.128,0,0.036,0,3.185,32,0
0.56,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.111,0.111,0,0,1.23,4,0
0,0,0,0.48,0,0,1.93,0,0,0,1.44,0,0,1.44,0,0,0,0,0.365,0,3.016,10,0
0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,1.545,6,0
0.46,0,0,0.46,0,0.46,1.39,0,0,0,0,1.39,0.93,0,0,0,0,0.065,0,0,2,13,0
0,0,0,0,0,0,1.05,1.05,0,0.52,0.52,0.52,0,0,0,0,0.171,0,0,0,2.225,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0.144,0,0,1.857,10,0
0,0,0,0,0,0,1.05,1.4,0,0.35,0.7,0,0,0,0,0,0,0,0,0,1.746,13,0
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1.263,4,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0.074,4.308,28,0
0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,1.727,5,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,1.75,6,0
0,0,0,0,0,0,0,0.53,2.13,0,1.06,1.6,0.53,0,0,0,0.425,0,0,0,2.567,15,0
0,0,0,0,0,0,2.8,1.4,0,0.46,0.46,0,0,0,0,0,0.151,0.075,0.075,0,2.482,12,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1.04,0,0,0,0,0,0,3.12,0,0,0,0,1.04,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,2.318,25,0
0,0,0,0,0,0,0,0,0.69,0,0,0,0,1.39,0,0,0,0,0,0,1.268,4,0
0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1.666,7,0
0,0,0,0,0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,5,0
0,0,0,0,0,1.23,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,2.142,10,0
0,0,0,0.13,0,0,0,0,0.69,0,0.41,0,0,0,0,0,0.07,0,0,0,2.064,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.058,1.755,9,0
0,0,0,0,0,1.26,2.53,0,0,0,0,0,0,0,0,0,0,0.147,0,0,1.962,10,0
0,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0,0,0,0,0,0,0,2.161,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,3,0
0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.486,0,0,3.782,31,0
0,0,0,0,0,0,0,0,2.86,0,0.19,0,0,0,0,0.19,0,0,0,0,2.217,9,0
0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0.381,0,1.884,9,0
0,0,0,1.29,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.146,0,0,1.341,6,0
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.51,0,0,0.51,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.196,5,0
0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4,0
0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0.371,0,0,2.25,8,0
0,0,0,0,0,0,0,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.13,3.475,7,0
0,0,0,0,0,0,0,0,0.71,0,0,0,2.15,0,0,0,0,0,0,0,1.863,5,0
0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,2.409,11,0
0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0.366,0,0,2,15,0
