@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.189,0,292,1
0,0.56,1.12,1.12,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0,1.47,0,0,0,0,0,0,0,0,1.47,0,0,0.338,0.169,170,1
0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0.208,0.416,79,1
0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.226,0,208,1
0,1.26,2.53,1.26,1.26,0,0,0,0,0,0,0,0,0,0,0,290,1
0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0.09,0,78,1
0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0.058,0,381,1
0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,1319,1
0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,121,1
0,0,0,0.28,0.86,0,0,0,0,0,0,0,0,0,0.461,0,396,1
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,36,1
0,0,1.47,1.47,1.47,0,0,0,0,0,0,1.47,0,0,0.147,0.147,288,1
0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,334,1
0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.089,0,95,1
0.15,1.23,0,0.61,0,0,0,0,0,0,0,0,0,0,0.128,0.025,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.212,66,1
0.31,0.94,0,0,0.31,0,0,0,0,0,0.31,0,0,0,0.055,0.111,125,1
0,0.63,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0.108,0.162,144,1
0,0.5,0.16,0.16,0.5,0,0,0,0,0,0,0,0,0,0,0.105,260,1
0,0.27,0.27,0.27,2.46,0,0,0,0,0,0,0,0,0,0.043,0,276,1
0,0.73,0.73,0.09,0.18,0,0,0,0,0,0,0,0,0,0.094,0.134,1478,1
0,0.52,0.26,0.52,2.08,0,0,0,0,0,0,0,0,0,0.073,0.036,339,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,114,1
0.31,0.47,0.15,0.79,1.58,0,0,0,0,0,0,0,0,0,0.076,0.127,650,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.354,85,1
0,1.33,0.33,0,1,0,0,0,0,0,0,0,0,0,0.266,0.159,161,1
0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,144,1
0.46,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0.249,0.249,748,1
0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,49,1
0,1.05,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0.054,0.182,1726,1
0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1
0.19,0.19,0,0.59,0,0,0,0,0,0,0,0.19,0,0,0,0.032,305,1
0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,104,1
0.52,2.9,0.79,0.26,0,0,0,0,0,0,0,0,0,0,0.138,0,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,75,1
0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,1.357,450,1
0,0.82,0,1.65,0,0,0,0,0,0,0,0,0,0,0.113,0,50,1
0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.103,0,162,1
0,3.48,0,0.58,0,0,0,0,0,0,0,0,0,0,0.082,0.082,102,1
0,0.73,0.73,0.09,0.18,0,0,0,0,0,0,0,0,0,0.094,0.135,1478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.171,70,1
0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,114,1
0.45,0.22,0,0.67,1.57,0,0,0,0,0,0,0,0,0,0.111,0.148,564,1
0.07,0.52,0.07,0,0.22,0,0,0,0,0,0.07,0,0,0,0.095,0.071,972,1
0,1.02,0.1,0.4,0.4,0.92,0,0,0,0,0,0.1,0,0,0.048,0.162,1890,1
0.2,1.44,0,0.41,1.03,0,0,0,0,0,0,0,0,0,0.249,0.106,384,1
0.09,0.36,0,0.18,0,0,0,0,0,0,0,0,0,0,0.047,0.031,530,1
0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,144,1
0,1.11,0,2.96,0,0,0,0,0,0,0,0,0,0,0.149,0,289,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,17,1
0.1,0.1,0.1,0.52,0,0,0,0,0,0,0,0,0,0,0.048,0.064,339,1
0.08,0.85,0.25,0.17,0.17,0,0,0,0,0,0,0,0.08,0,0.065,0.118,1412,1
0.29,0.29,0,1.46,1.16,0,0,0,0,0,0,0,0,0,0,0.046,234,1
0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0.302,0.06,143,1
0.68,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0.375,0,132,1
0,0.99,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0.108,0.162,202,1
0,0.64,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.106,0.159,143,1
0,0,0.19,0,0,0,0.09,0,0,0,0,0,0,0,0.137,0,990,1
0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.08,0.107,251,1
0,1.4,0.46,1.86,0.46,0,0,0,0,0,0,1.4,0,0,0.071,0.214,213,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0.78,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.1,0.07,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0.071,0.065,3214,1
0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.109,69,1
0,0,0,0,0,0,3.58,0,0,0,0,0,0.39,0,0,0,130,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,67,1
0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0.263,266,1
0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,156,1
0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.13,0.55,0.27,0.13,0.13,0,0,0,0,0,0,0,0,0,0.017,0.177,757,1
0,1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0.165,0,386,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0.5,0.13,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0.071,0.5,2220,1
0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.233,72,1
0.58,0.58,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0.239,207,1
0,1.59,0,0,0,0,0,0.31,0,0,0,0,0,0,0.275,0.496,186,1
0,1.15,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0.036,0.036,285,1
0.46,0.69,0,0.46,0,0,0,0,0,0,0,0,0,0,0.037,0.112,354,1
0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.223,93,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0.15,0,0,2.26,4.07,0,0,0,0,0,0,0,0,0.051,0.076,1216,1
0.15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,208,1
0.4,0.14,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0.082,0.529,2379,1
0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0.144,0,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.128,533,1
0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,146,1
0.05,0.1,0,0.05,0.3,0,0.05,0,0,0,0,0,0.05,0,0.036,0.118,583,1
0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.291,461,1
0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.041,0.041,225,1
0.1,0.8,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0.11,0.158,1351,1
0.33,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.116,0.464,513,1
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,105,1
0,0,0,1.36,3.42,0,0,0,0,0,0,0,0,0,0,0.519,228,1
0.16,1.63,0,0,0.32,0,0,0,0,0,0,0,0,0,0.058,0.232,333,1
0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,149,1
0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0.223,0,54,1
0,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,301,1
0.08,0.08,0.08,0.08,0,0,0,0,0,0,0,0.08,0,0,0.068,0.082,2923,1
0,0.88,0,0,0,0,0.44,0,0,0,0,0,0,0,0.072,0,58,1
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.307,0,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,30,1
1.03,1.03,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.061,91,1
0.39,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.061,0.183,75,1
0,1.39,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,75,1
0.27,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.225,0.496,578,1
0.54,0.54,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0.252,181,1
0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,54,1
0.4,0,0,0.8,0.53,0,0,0,0,0,0.13,0,0,0,0,0.217,1112,1
0,0,0.45,0,0,13.34,0,0,0,0,0,0.22,0,0,0,0.15,1324,1
0.09,0.36,0,0.18,0,0,0,0,0,0,0,0,0,0,0.048,0.032,535,1
0,0.68,0.09,0,0,0,0,0,0,0,0,0.29,0,0,0.03,0.045,329,1
0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,557,1
0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,264,1
0,0.3,0.15,0,0,0,0,0,0,0,0,0.3,0,0,0.083,0.753,1128,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.267,0.979,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0.21,0,0,0,0.21,0,0,0,0,0,0,0,0,0.205,0,339,1
0.59,0,1.18,0.59,2.36,0,0,0,0,0,0,0,0,0,0,0,182,1
0.46,0.13,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0.038,0.192,813,1
0,2.63,0,0.65,0,0,0,0,0,0,0,0,0,0,0.198,0.099,101,1
0.86,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.24,0.481,473,1
0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.265,0,72,1
0,1.12,2.25,0,0,0,0,0,0,0,0,0,0,0,0.083,0,375,1
0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0,0.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0,261,1
0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1
0.17,1.44,0.05,0.05,0.23,0.17,0,0,0,0,0,0,0,0,0.05,0.161,521,1
0.1,0.8,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0.11,0.158,1351,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,38,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,44,1
0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,86,1
0.1,0.8,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0.11,0.157,1351,1
0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,329,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,1.11,2.23,0,0,0,0,0,0,0,0,0,0,0,0.159,0,385,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,186,1
0.27,0.27,0,1.37,2.2,0,0,0,0,0,0,0,0,0,0.28,0.093,344,1
0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1
0.17,0.43,0.08,0.43,0,0,0,0,0,0,0,0,0,0,0.085,0.014,1140,1
0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0.605,0,100,1
0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.05,326,1
0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.268,0,37,1
0.58,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0.125,0.104,1360,1
0,0.55,0,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0.08,201,1
0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,25,1
0.09,0.09,0.09,0,0.55,0,0,0,0,0,0,0,0,0,0.056,0.085,1171,1
0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,131,1
0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0.247,0.33,190,1
0,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0,0,0.349,441,1
0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1
0.37,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0.197,0.197,998,1
0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,178,1
0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.248,249,1
0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,124,1
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1
0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0.17,0.11,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0.2,0.421,1449,1
0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,126,1
0.13,0.55,0.27,0.13,0.13,0,0,0,0,0,0,0,0,0,0.018,0.182,726,1
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,261,1
0.27,1.11,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1
0.09,0.39,0,0,0.09,0,0,0,0,0,0,0,0,0,0.037,1.311,757,1
0,0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0.189,0.473,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,106,1
0,1.44,0.16,0,0,0,0,0,0,0,0,0,0,0,0.024,0.174,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1
0.05,0.1,0,0.05,0.3,0,0.05,0,0,0,0,0,0.05,0,0.036,0.118,583,1
0,0.73,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,228,1
0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.257,0,249,1
0,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,104,1
0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0.109,0.036,543,1
0.52,0.26,0.26,0,0,0,0,0,0,0,0,0.26,0,0,0.689,0,566,1
0.07,0.25,0,0.02,0,0,0,0,0.02,0,0,0.3,0,0,0.022,0.022,965,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0.82,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,328,1
0.17,0.43,0.08,0.43,0,0,0,0,0,0,0,0,0,0,0.085,0.014,1140,1
0.44,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.361,133,1
0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,450,1
0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.134,0,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,54,1
0.46,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.49,0.816,102,1
0,0.47,0.47,0,0,0,0,0,0,0,0,0.47,0,0,0.266,0.799,513,1
0.45,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0.243,0.162,767,1
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,94,1
0,0,0,0.37,0,0,0,0,0,0,0,1.11,0,0,0.336,0.471,736,1
0,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,186,1
0.09,0.39,0,0,0.09,0,0,0,0,0,0,0,0,0,0.037,1.313,757,1
0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.204,0.127,400,1
0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,137,1
0.16,1.3,0,0.65,0,0,0,0,0,0,0,0,0,0,0.027,0.027,165,1
0,0.68,2.04,0,0.68,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,0,0.67,0,0,0,0,0,0,0,1.34,0,0,0.511,0,217,1
0.09,0.49,0,0,0.09,0,0,0,0,0,0,0,0,0,0.037,1.284,755,1
0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0.265,0.885,288,1
0,0.31,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.264,702,1
0.1,0.6,0.4,0.1,0.4,0,0,0,0,0,0.1,0,0,0,0,0.391,1042,1
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.168,0,52,1
1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.193,5.3,344,1
0.33,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.193,389,1
0.4,0.25,0.03,1.01,0.14,0,0,0,0,0,0,0,0,0,0.042,0.141,1621,1
0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,150,1
0.06,0.39,0.52,0.19,0,0,0,0,0,0,0,0,0,0,0.085,0.106,1342,1
0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0.14,0,62,1
0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.141,0.056,1133,1
0,0.76,0.76,0.51,0,0,0,0,0,0,0,0,0,0,0.083,0.499,248,1
0.98,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0.095,0.255,712,1
0.57,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.74,116,1
1,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.541,304,1
0.38,0.15,0,0.19,0,0,0,0,0,0,0,0,0,0,0.091,0.524,2227,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,93,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0.182,107,1
0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1
0,0,0,1.04,1.04,0,0,0,0,0,0,0,0,0,0,0.269,272,1
0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.094,0,119,1
0,0.88,0,0,0,0,0,0,0,0,0,0,0.44,0,0.224,0.187,264,1
0.62,1.25,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.273,121,1
0,0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0.142,0,349,1
0,0.46,0.46,1.4,0,0,0,0,0,0,0,0,0,0,0.123,0,313,1
0,0.22,0,0,0,0.22,0,0,0,0,0,0,0,0,0.258,0.193,617,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0.31,0.15,0,0,0,0.95,0,0,0,0,0.31,0,0,0.088,0.707,1128,1
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.044,0,134,1
