@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3-4,7-9,11-12,20,23,25,29,35,45-46,48,53,55-58'

@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.3,0,0.2,0.3,0.4,0.1,1.91,0,0.9,0,0,0,0.2,0,0,0.206,4.923,103,1029,1
1.14,0,0,0.09,0,0.38,0.19,0,0,0,0,0,0,0,0,0,3.28,31,771,1
0.28,0,0.28,0.28,0.28,0,0.86,0,0,0,0,0,0,0,0,0.221,5.328,140,341,1
0.55,0,0,0,0.1,0.35,0.85,0,0.05,0,0,0,0.2,0,0,0.131,3.629,127,617,1
0,0,0.61,0,0.61,0,1.22,0,0.61,0,0,0,0,0,0,0,4.45,34,89,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,5,40,1
0.24,0,0,0,0,0.08,0.65,0.32,1.14,0,0,0,0.08,0,0,0.232,1.725,10,333,1
0.26,0,0.79,0.26,0,1.05,1.58,0,0,0,0,0,0,0,0,0,2.934,60,135,1
1.63,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.267,2,16,36,1
0.47,0,0.23,1.41,0.23,0.23,0.47,1.89,0,0,0,0,0.23,0,0,0.151,6.529,276,666,1
0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.17,6.266,41,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,137,180,1
0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,6.003,3.75,14,45,1
2.38,0,0.26,0,0.52,0.26,0,0,0,0,0,0,0,0,0,0,5.549,71,566,1
1.14,0,0,0.09,0,0.38,0.19,0,0,0,0,0,0,0,0,0,3.28,31,771,1
1.07,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0.598,82.25,295,329,1
0,0,1.43,0,0,0.47,0.47,0.47,0,0,0,0,0,0,0,0.295,3.361,54,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,12,29,1
0.19,0,0.58,0,0,0.39,0.78,0,0.78,0,0,0,0.39,0,0,0.135,3.015,21,190,1
0.84,0,0,0.84,0.42,0,0.56,0.14,0.14,0,0,0,0.42,0,0,0.05,2.322,15,216,1
0.64,0,0,0,0,0.64,0.97,0.32,0.64,0,0,0,0,0,0,0.116,2.926,20,240,1
0.77,0,0,0.57,1.15,0,0.38,1.15,1.34,0,0,0.19,0,0,0,0.191,14.619,525,921,1
0.43,0,0,0.17,0.34,0.08,1.22,0,0.08,0,0,0,0,0,0,0.056,4.319,126,1123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.785,42,137,1
0.75,0,0,0.08,0.16,0.33,1.09,0,0,0,0,0,0.08,0,0,0.378,3.631,67,897,1
0.99,0,0,0.53,0.19,0.26,0.73,0,0.39,0,0,0,0,0,0,0.265,13.235,272,1575,1
0.29,0,0,0,0,0,0.14,0,0,0,0,0,0.29,0,0,0,2.468,28,469,1
0.18,0,0.18,0,0,0.18,0.18,0,0,0,0,0,0,0,0,0.029,2.166,11,208,1
0.57,0.57,0,0.28,0,0,0,0.86,0,0,0,0,0,0,0,0,3.535,64,396,1
0.41,0,0,0.16,0,0.08,0.57,0,0.49,0,0,0,0,0,0,0.256,4.123,84,701,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,2.465,28,106,1
0,0,0,0,0.82,0,0.27,0,0,0,0,0,0,0,0,0,2.666,33,208,1
0,0,1.03,0,0,0,2.06,0,0,0,0,0,0,0,0,0,4,60,84,1
0,0,0.65,0,0,0,0,0,0,0,0,0,0.65,0,0,0,2.973,21,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.555,13,82,1
0.83,0,0.27,0,0,0,0.83,0,0.55,0,0,0,0,0,0,0,2.512,17,196,1
0.55,0,0,1.37,0.27,0.27,0.55,2.2,0,0,0,0,0,0,0,0.093,3.621,63,344,1
0.71,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,8.086,153,186,1
0.42,0,0.42,0,0,0.21,0.85,0,0.21,0,0,0,0,0,0,0.075,53.433,494,1603,1
0.1,0,0.2,0,0,0,0.72,0,0.52,0,0,0,0,0,0,0,2.717,24,318,1
1.47,0,0.36,0,0,0.36,0.36,1.1,1.47,0,0,0,0,0,0,0.928,3,33,177,1
0,0,0,0,0,0,0,0,0,4.08,2.04,2.04,0,0,0,0,2.5,11,35,0
0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,3.571,28,150,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,7,16,0
0.08,0,0,0.49,0,0.08,1.48,0,0,3.3,0,0,0,0,0.16,0.032,2.324,18,709,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,1.444,5,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,4,20,0
0.54,0,0,0,0,0,0.27,0,0,0,0,0,0.27,0.27,0,0,1.745,12,89,0
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,2,7,16,0
0.29,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,2.847,60,242,0
0,0,0,0,0,0,3.22,0,0,0,0,0,0,3.22,0,0,1.571,3,11,0
0.51,0,0,0,0,0,0.51,0,0,0,0,0,0,0.51,0,0,1.885,12,66,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,5.5,10,11,0
0,0,0,0,0.62,0,0.2,0,0,3.34,0,0.2,0,0,0,0,3.414,108,536,0
0.45,0,0,0,0.62,0,0.16,0,0,0.62,0,0,0,0,0,0.016,2.887,45,875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,9,30,0
0.19,0,0,0,0,0,0.26,0,0,2.57,0.13,0.26,0.06,0,0.13,0.028,1.948,23,836,0
0.28,0,0,0,0,0.28,0,0,0,0.28,0,0,0.57,0,0,0,1.95,15,156,0
0.76,0,0,0,0,0,0,0,0,0.76,0.76,0.76,2.29,0,0,0,1.755,11,79,0
0,0,0,0,0.43,0,2.17,0,0,0.86,0,0.86,0,0,0,0,2.119,15,142,0
0.35,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,1.292,4,84,0
0.9,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,3.382,53,159,0
0.1,0,0,0.4,0,0.1,0.8,0,0,0.1,0,0,0,0.8,0,0.015,1.636,18,527,0
0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,3.7,28,148,0
0,0,0,0,0,0,0,0,0,5.66,0.66,0.66,0.66,0,0,0.05,2.725,15,248,0
0,0,0,0,0.66,0,0.22,0,0,1.76,0,0,0,0,0,0.047,8.76,161,876,0
0,0,0,0,0.34,0,1.02,0,0,2.38,0.68,0.34,0.34,0,0,0,2.604,13,250,0
0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,4.268,28,286,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052,2,20,0
0,0,0,0,0,0,0,0,0,5.86,0.68,0.68,0.68,0,0,0.055,2.87,15,244,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.733,9,26,0
0.17,0,0,0.17,0.08,0.08,0.25,0,0.25,1.89,0,0.25,0,0,0.08,0.038,1.838,24,605,0
0.23,0,0,0,0.23,0,0.92,0,0,0.23,0,0.23,0,0,0,0,2.222,23,480,0
0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,3.631,17,69,0
0.23,0,0,0,0.23,0,0,0,0,0.46,0,0,0,0,0,0,2.43,121,666,0
0,0,0,0,0,0,0.71,0,0,2.13,0.17,0.17,0.53,0,0.35,0,2.941,34,353,0
0.51,0,0,0,0,0,0.73,0,0,0.95,0,0,0.07,0,0,0.01,1.588,51,243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,3.315,13,63,0
0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,4.413,28,1399,0
0,0,0,0,0,0,0,0,0,2.22,2.22,4.44,0,0,0,0,3.578,20,68,0
0.22,0,0,0,0.22,0,0,0,0,0.67,0,0,0.22,0,0,0,3.133,121,749,0
0.29,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0,0,0,1.666,10,180,0
0,0,0,0,0,0,1.72,0,0,1.72,0,0.57,0,0,0,0,1.964,12,110,0
0,0,0,0,0,0,4.54,0,0,0,4.54,0,0,0,0,0,2,5,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,1.56,6,39,0
0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,3,14,348,0
0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,2.6,16,26,0
0.43,0,0,0,0,0,0.21,0,0,0.43,0,0.43,0,0,0,0,3.372,75,344,0
0.11,0,0,0.11,0,0,0,0,0.11,3.45,0,0,0,0,0,0.078,2.351,28,508,0
0.15,0,0,0.15,0.15,0.15,2.76,0,0,0.46,0,0,0,0,0,0,2.677,58,415,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,4,18,0
0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,3.478,7,80,0
0,0,0,0,0.55,0,0,0,0,0.55,0,0,0,0,0,0.052,6.894,97,393,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,42,0
0.14,0,0,0.08,0.02,0,0.27,0,0,0,0,0,0.06,0.27,0.02,0,2.35,46,3006,0
0,0,0,0,0,0,4.16,0,0,0,6.94,0,0,0,0,0,1.578,4,30,0
0,0,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,1.533,5,23,0
0,0,0,0,0,0,0,0,0,1.75,1.75,1.75,0.87,1.75,0,0,2.454,11,81,0
0.15,0,0,0.03,0.03,0,0.25,0,0.07,0,0,0,0,0.09,0.23,0.005,2.143,107,3168,0
0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0.73,0,1.379,4,40,0
1.81,0,0,0,0,0,3.63,0,0,0,1.81,0,0,0,0,0,1.652,8,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,6,428,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,16,0
0,0,0,0,0,0,1.49,0,0,2.23,0,0,0,0,0,0,4,45,140,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5.2,17,26,0
0.36,0,0,0,0,0,0.36,0,0,0.36,0,0,0.18,0,0,0,3.176,51,270,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.393,33,145,0
0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,2.166,6,39,0
0,0,0,0,0,0,0,0,0,1.69,0,0.84,0.84,0,0,0,1.777,11,64,0
0,0,0,0,0,0,0,0,0,0.48,2.92,0,0,0,0,0,1.275,3,37,0
0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,1.857,4,26,0
0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,1.461,5,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,2,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,2,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,2,9,0
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5.888,29,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,13,0
0,0,0,0,0.34,0,1.02,0,0,2.38,0.68,0.34,0.34,0,0,0,2.604,13,250,0
0,0,0,0,0,0,0,0,0,2.8,0.93,0.93,0.93,0,0,0,2.097,13,86,0
1.56,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,1.75,3,21,0
3.22,0,0,0,0,0,1.61,0,0,0,0,0,1.61,1.61,0,0,1.083,2,13,0
0,0,0,0,0,0,0.52,0,0,1.56,0,0.52,0,0,0,0,1.848,10,61,0
0,0,0,0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,4.791,71,115,0
0.16,0,0,0.16,0,0,1.91,0,0,0,0,0,0.32,0,0,0.055,1.798,7,196,0
0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,3.555,18,64,0
0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,2.466,13,37,0
0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,1.714,6,36,0
