@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,7,13,16,23,25-26,29-30,32,39,43,46,50,52-54,56-58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0.03,0.03,0.03,1.18,1.22,0,0,0,0,0.06,0,0.305,0.029,0.011,0.023,26,2510,1
0,0,0.45,0,0.22,0.9,0,0,0,0,0,0,0,0,0,0.037,0.15,1.584,114,1324,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,25,53,1
0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,5,16,1
0.49,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.037,5.213,0.979,0,54,740,1
0.55,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0.165,0.496,0,0.082,148,386,1
0,0,0.05,0.29,0,0.81,0,0,0,0,0,0,0.05,0,0.052,0.01,0.167,0,13,467,1
0,0,0.37,0,0.37,0.37,0,0,0,0,0,0,0,0,0.063,0.882,0.189,0,78,253,1
0,0,1.08,0,0.54,1.62,0,0,0,0,0,0,0,0,0,1.218,0.261,0,68,181,1
0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.123,0.37,0,0,54,313,1
0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0.052,11,186,1
0.25,0,0.08,0.95,0.08,0.34,0,0,0,0,0,0,0,0,0.049,0.263,0.263,0.065,62,526,1
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,1.9,0.475,0,11,67,1
0.31,0,0.05,0.57,0.1,0.99,0,0,0,0,0,0,0,0,0.067,0.328,0.858,0.157,199,3160,1
0,0,1.06,0,1.06,1.59,0,0,0,0,0,0,0,0,0,1.208,0.259,0,76,189,1
0.55,0,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0.259,1.208,0.345,0,140,200,1
0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,1.949,0,0,8,40,1
0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0.116,1.634,0.155,0,47,485,1
0.59,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.186,0.13,0.168,0.018,175,795,1
0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0.186,0.434,0,0,4,73,1
0,42.73,0.42,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.349,0,105,441,1
0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,25,78,1
0.63,0,0,0,0.63,0.31,0,0,0,0,0,0,0,0,0.278,0.055,0.501,0,91,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0.188,0,119,161,1
1.25,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0.298,0,0,32,171,1
0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.038,0.077,0,0,29,171,1
0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0.098,0.492,0,0,25,166,1
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,48,138,1
0.89,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.185,0.37,0.061,0,84,475,1
0.19,0,0,0.38,0,0.58,0,0,0,0,0,0,0,0,0.034,0.569,0.207,0.034,691,1689,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.463,0,0,65,405,1
0.26,0,0.43,0.17,0.78,0.95,0,0,0,0,0,0,0,0,0.108,0.271,0.243,0.013,583,1375,1
0,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,4.271,0.647,0,0,21,215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0.198,0,25,81,1
0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.094,0,20,222,1
0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0.196,0.261,0,0,56,272,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0.088,0,33,215,1
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0.238,0,0,11,104,1
0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0.208,0.208,0.416,0,23,79,1
0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.137,0.045,0.045,0,163,488,1
0.39,0,0.09,0.42,0.26,0.32,0,0,0,0,0,0,0,0,0.104,0.345,0.515,0.109,134,2501,1
0.2,0,0.5,0.3,0.1,0.6,0,0,0,0,0,0,0.2,0.1,0.11,0.488,0.157,0.015,669,1351,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,1.174,0.106,0,63,319,1
0,0,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0.824,0,0,67,118,1
0.81,0,0,0,0.4,1.62,0,0,0,0,0,0,0,0,0,0,0.272,0,34,166,1
0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.09,0.361,0,0,19,78,1
0,0,0,0,0.38,1.16,0,0,0,0,0,0,0,0,0.06,0.609,0.121,0,22,160,1
0,0,0,2.63,0,0.87,0,0,0,0,0,0,0,0,0,3.907,0,0,70,195,1
0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.125,0.312,0.062,0,8,65,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0.365,0.365,0.182,0,28,107,1
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.124,0,0.062,735,899,1
0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0.255,0,81,97,1
0,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0.076,0.536,0.306,0,78,242,1
0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,1.181,0.787,0,31,93,1
0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0.136,0,31,109,1
0,0,0.15,0.3,0.61,0,0,0,0,0,0,0,0,0,0.112,0.698,0.067,0,63,801,1
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.262,0.186,0.025,289,2288,1
0,0,0.58,0.39,0.58,0.78,0,0,0,0,0,0,0,0,0.271,0.067,0.135,0,21,190,1
4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,162,1
0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.558,0.199,0,0,83,530,1
0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,6,21,1
0.17,0,0.68,0.17,1.03,0,0,0,0,0,0,0,0,0,0.084,0.056,0.196,0,53,208,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,12,228,1
0.17,0,0,0.87,0.32,0.34,0,0,0,0,0,0,0,0,0.058,0.638,0.165,0.182,117,3498,1
0,0,0,0,0.12,0,0,0,0.12,0.12,0,0,0,0.38,0.391,0,0,0,41,481,1
0,0,0,0,0.12,0,0,0,0.12,0.12,0,0,0,0.37,0.365,0,0,0,41,492,1
0.19,0,0.19,0.19,0,0.09,0,0,0,0,0,0.09,0,0,0,0.412,0.222,0.015,49,814,1
0.26,0,0,0.43,1.13,0.08,0,0,0,0,0,0,0,0,0.241,0.709,0.056,0,126,1123,1
0.18,0,0.18,0.61,0.89,0.46,0,0,0,0,0,0,0,0.04,0.101,0.522,0.109,0.062,116,2062,1
0.16,0,0,0.9,0,0.49,0,0,0,0,0,0,0,0,0.095,0.751,0.255,0.095,84,712,1
0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,5.555,0,0,14,95,1
0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0.085,0,33,247,1
0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.186,0,0,0,38,240,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0,0,13,79,1
0,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,1.765,0,0,21,118,1
0.26,0,0.43,0.17,0.69,0.95,0,0,0,0,0,0,0,0,0.107,0.256,0.242,0.013,583,1339,1
0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,14,95,1
0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,2.152,0,0,36,99,1
0,0,0.5,0,0.5,1.51,0,0,0,0,0,0,0,0,0.089,1.431,0.536,0,23,225,1
0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0.928,0.154,0.154,7,53,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,8,52,1
0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.038,0,0,0.038,42,182,1
0,0,0.38,0,0.77,0,0,0,0,0,0,0,0,0,0.127,0.51,0,0,62,258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0,0,5,28,0
0,0,0,0.86,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,11,72,0
0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0.301,0,0,8,68,0
0,0,0,0,0,0,0.57,0.68,0,0,0,0,0,0,0.171,0,0.031,0,41,535,0
0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.235,0.117,0,0.164,160,683,0
0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0.645,8,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,10,11,0
0,0,0,0,0,0,1.01,0,0,0,0,1.01,0,0,0,0,0,0,25,115,0
0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,4,15,0
0.08,0,0,0,0,0,1.34,0.58,0,0.08,0,0.16,0,0,0.408,0,0.012,0,104,1655,0
0,0,0,0,0,0,1.36,1.36,0,0,0,0,1.36,0,0.404,0,0,0,17,53,0
0,0,0,0,0,0,0,0,0,0,0,1.96,0.98,0,0.377,0.125,0,0,27,158,0
0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0.124,0.372,0,0,12,110,0
0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.154,0.03,0,0.03,12,388,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,0,0,0,11,24,0
0,0,0,0,0,0,1.81,0.45,0,0.9,0,0,0,0,0,0,0,0,5,104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,10,65,0
0.85,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.275,0,0,0,5,31,0
0,0,0,0,0,0,1.72,0,0,0.86,0,0,0,0,0,0.141,0,0,8,43,0
0.68,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.046,0,0,0,107,194,0
0,0,0,0,0,0,2.77,2.22,0.55,0.55,0.55,0.55,1.11,0,0.603,0,0,0,13,167,0
0,0,0,0,0,0,0.36,0.36,0,0,0,0,0,0,0.051,0,0,0,45,172,0
0,0,0,0,0,0,3.37,1.4,0.28,0.28,0.28,0,0.56,0,0.14,0,0,0,15,207,0
0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0.15,0,0,0,22,129,0
0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0.636,0.318,0,0,15,62,0
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,10,0
0,0,0,0,0,0,0.66,0.66,0,0,0,0.66,0,0,0.35,0,0,0,11,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,10,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0
0,0,0,0,0,0,1.79,1.49,0,0.89,0,0,0,0,0.141,0,0,0,24,174,0
0,0,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0.138,0,0,0,3,22,0
0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0.451,0,0,0,18,935,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,10,263,0
0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,4,43,0
0,0,0,0,0,0,1.62,1.08,0.54,0.54,0.54,0,0.54,0,0.559,0,0,0,13,155,0
0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,3,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0,0,16,60,0
0,0,0,0,0,0,4.47,2.23,0,0.74,0,0,0,0,0.102,0.102,0,0.204,10,87,0
0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.046,0.069,0,0.255,121,622,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0
0.01,0,0,0.03,0.11,0.01,0,0,0.01,0,0,0,0.03,0.23,0.111,0.002,0,0.01,58,3027,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.437,0.087,0,0,13,90,0
0,0,0,0,0,0,1.45,0.72,0.72,0.72,0.72,0.72,0.72,0,0.367,0,0,0,12,74,0
0,0,0,0,0,0,2,2.66,0,0,0,0.66,0.66,0,0.104,0.104,0,0,17,127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.23,31,517,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.342,0,0,0.342,7,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,0,4,27,0
0,0,0,0,0,0,3.06,4.08,0,0,0,0,0,0,0.217,0,0,0,12,122,0
0.14,0,0,0.07,0,0,0,0,0.03,0.11,0,0,0.03,0.22,0.414,0.004,0,0,40,1795,0
0.25,0,0,0.12,0,0.12,2.51,0,0,0.25,0,0,0,0,0.05,0.05,0,0,25,367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0.095,0.095,11,103,0
0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,3,31,0
0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.187,0,0,0,9,212,0
0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.56,0.181,0.181,0,0,34,153,0
0,0,0,0,0.21,0.21,2.05,0.48,0,0.16,0,0.16,0,0,0.289,0.062,0.046,0,32,1026,0
0,0,0,0,0.19,0.25,2.26,0.38,0,0.19,0,0.19,0,0,0.33,0.064,0.055,0,25,897,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,1,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0
0,0,0,0.37,0,0,0.75,0.37,0.37,0.37,0.37,0.37,2.63,0,0.305,0.061,0,0,13,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.389,0,0,3,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,2,15,0
0,0,0,0,0,0,2.56,1.28,1.28,1.28,1.28,0,0,0,0.398,0,0,0,11,42,0
0,0,0.87,0,2.63,0,0,0,0,0,0,0,0,0,0,0.798,0.159,0,136,203,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.082,0,0,0.041,4,85,0
0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.501,0,0,0.083,28,239,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.408,0,0,47,99,0
0,0,0,0,0,0,0.64,0.64,0,0,0,0,0,0,0.04,0,0,0,10,156,0
0,0,0,0,0,0,0.49,0.98,0,0,0,0,0,0,0,0.159,0,0,7,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0.9,0.22,0,1.36,0,0,0,0,0,0,0,0.094,0,0,0,42,203,0
0.08,0,0,0.16,0,0.08,3.49,0.48,0.32,0.24,0,0,0,0,0.111,0,0.055,0,21,693,0
0,0,0,0,0,0,0,1.35,0,0,0,0,1.35,0,0,0,0,0,5,47,0
