@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,5,8-9,11,16,20,28,30,39-40,44,50-51,53-55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,1.02,0.4,0,0.1,1.94,0.4,0,0,0,0.1,0,0.048,0.016,0.162,0.34,8.181,1
0.08,0.85,0.17,0.59,0.17,0.25,0.17,0,0,0,0.08,0.08,0.063,0,0.114,0.012,7.54,1
0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0.367,0,2.84,1
0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,2.972,1
0.5,0.14,0.18,0.54,0.28,0.21,0,0,0,0,0,0,0.078,0,0.505,0.132,6.683,1
0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,11.035,1
0.33,0.22,0,0.44,0,0.56,0,0,0,0,0,0,0.157,0,0.176,0.078,2.606,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.32,0,0,0,0.32,0,0,0,0,0,0,0.053,0,0,0,3.932,1
0.34,0.63,0,0.75,0.34,0.58,2.61,0,0,0,0,0,0.201,0,0.182,0.027,4.225,1
0,0,0.63,0,0,0,3.18,0,0,0,0,0,0,0,0.089,0,3.488,1
0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0,2.403,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181,1
0.73,0.36,0,0,0,0.36,0,0,0,0,0,0,0.186,0,0.062,0,4.411,1
0.08,0.16,0,0.24,0,0,0.08,0,0,0,0,0,0,0,0.202,0.326,8.763,1
0.4,0.25,1.01,0.4,0.1,0.54,0.14,0,0,0,0.03,0,0.042,0.073,0.141,0,3.305,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214,1
0.16,0.41,0.33,0.66,0.24,0.82,0.16,0,0,0,0.08,0,0.132,0,0.224,0.026,5.872,1
0,0,0,0,0,0.68,0.34,0,0,0,0.34,0,0.393,0,0.056,0,2.257,1
0.68,0.34,0,0,0,0.34,0,0,0,0,0,0,0.095,0,0,0,2.285,1
0,1.32,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,2.787,1
0,3.98,0.44,0,0,0.88,0.44,0,0,0,0,0,0.257,0,0.128,0,2.215,1
0.09,0.78,0,0.78,0.29,0.09,0.19,0,0,0,0,0,0.102,0,0.145,0.014,8.323,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,1.985,3.15,1
0,0.22,0,0.11,0,0,0,0,0,0,0,0,0.16,0,0.124,0,1.98,1
0,0,0,0,0,0,0.47,0,0,0,0,0,0.2,0,0,0,4.18,1
0,0.5,0,0,0.76,1.26,0,0,0,0,0,0,0.113,0,0,0.151,8.972,1
0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0.109,13.129,2.08,1
0,1.05,0.31,0,0.1,2,0.31,0,0,0,0.1,0,0.054,0,0.182,0.201,8.851,1
0,0.64,0.32,0,0,0.32,0,0,0,0,0,0,0.166,0,0.166,0,1.688,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0,1.46,0,0.2,0,0,0,0,0,0.2,0,0,0.401,0.109,0.146,0,3.791,1
0,1.79,0,0,0,1.34,0,0,0,0,0,0,0.074,0,0,0,2.25,1
0,0.76,0.5,0,0,0,0,0,0,0,0.5,0,0.078,0,0.433,0,2.441,1
0,0,0,0,0,0.98,0,0,0,0,0,0,0.168,0,0,0,2.888,1
0.78,1.56,0,0,0,0.78,0,0,0,0,0,0,0,0,0.339,0,2.627,1
0.38,0.15,0.19,0.58,0.31,0.23,0,0,0,0,0,0,0.091,0,0.524,0.137,6.186,1
0.43,0.87,0,0,0,0,0,0,0,0,0,0,0.145,0,0.218,0,3.35,1
0,0,0,0,0,0.86,0,0,0,0,0,0,0.152,0,0,0,2.75,1
0,0.21,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,3.168,1
0.08,0.85,0.17,0.59,0.17,0.25,0.17,0,0,0,0.08,0.08,0.065,0,0.118,0.013,7.497,1
0,2.63,0.65,0,0,1.97,0,0,0,0,0,0,0.198,0,0.099,0,2.195,1
0,0.28,0.57,0,0,0.57,2.31,0,0,0,0,0,0.047,0,0.191,0.191,11.735,1
0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0.171,0,2.592,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468,7,1
0,0,0,0.6,0,0.3,0,0,0,0,0,0,0.094,0.047,0.141,0,1.932,1
0.12,0.44,0,0.57,0.25,0,0.19,0,0,0,0,0,0.102,0,0.041,0.143,3.29,1
0,0,1.04,0,0.52,1.04,1.04,0,0,0,0,0,0,0,0.269,0,5.787,1
0.29,0.87,0,0,0,0,0,0,0,0,0,0,0.054,0,0.271,0,1.67,1
0.17,0.43,0.43,0.08,0,0,0,0,0,0,0,0,0.085,0.028,0.014,0,4.16,1
0,0.34,0,0,0.34,0.69,0,0,0,0,0,0,0.058,0,0.174,0,2.17,1
0,0.96,0,0,0,0.48,0,0,0,0,0,0,0.073,0,0.957,0,6.833,1
0.17,0.42,0.42,0.08,0,0,0,0,0,0,0,0,0.085,0.028,0.014,0,4.07,1
0.52,0.26,0,0.52,0.26,0.79,0,0,0,0.52,0,0,0.69,0,0,0,5.549,1
0,2.46,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,12.692,1
0,0.38,0.38,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,2.062,1
0,1.89,0.23,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,1.844,1
1.03,1.03,0,0,0,0.68,0,0,0,0,0,0,0,0,0.062,0,1.82,1
0,0.12,0.12,0.25,0.12,0,0.12,0,0,0,0,0,0.165,0,0.061,0,2.878,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,1
0,2.27,0,0,0,0.56,0,0,0,0,0,0,0.262,0,0.349,0,5.105,1
0,0.47,0,0,0.47,0.47,0,0,0,0,0,0,0.056,0,0,0,7.18,1
0.43,0.04,0.21,0.4,0.23,0.23,0,0,0,0,0,0,0.064,0,0.734,0.145,5.328,1
0,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0,1.357,0.046,5.769,1
0,1.08,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,1.373,1
0,0,0,0,0,0.88,0,0,0,0,0,0,0.14,0,0,0,1.512,1
0.1,0.8,0,0.8,0.3,0.1,0.2,0,0,0,0,0,0.11,0,0.158,0.015,8.55,1
0.17,0.52,0.52,0,0.17,0.87,0.17,0,0,0,0,0,0.373,0,0.716,0,2.973,1
0.31,0,0.62,0.62,0,0,0.41,0,0,0,0,0,0,0,0.199,0.033,14.301,1
0.17,1.45,0.05,0.05,0.05,0,0.23,0,0,0,0,0,0.051,0,0.163,0,1.796,1
0.44,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0.231,0,5.977,1
0,1.17,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,5.25,1
0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.354,0,4.047,1
0,0.68,0,0,0,2.04,0,0,0,0,0,0,0.167,0,0,4.008,6.978,1
0,1.45,0,0.48,0,0.64,0,0,0,0,0,0,0.198,0,0,0,5.683,1
0,0,0,0,1.15,0.38,0.38,0,0,0,0,0,0,0,0.347,0,1.608,1
0.1,0.4,0,0.2,0.4,0.91,4.26,0,0,0,0,0,0.096,0,0.16,0,6.758,1
0,0.84,0.33,0,0.08,1.61,0.33,0,0,0,0.08,0,0.047,0.015,0.157,0.33,7.277,1
0,0.55,0,0,0.55,1.11,0,0,0,0,0,0,0,0,0.086,0.517,4.166,1
0.6,1.44,0,0.24,0.72,0.6,0,0,0,0,0,0,0.04,0,0.224,0,3.656,1
0,0,0.35,0,0.35,0.7,2.82,0,0,0,0,0,0.061,0,0,0.122,2.302,1
0,2.48,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.089,3.702,1
0.6,1.44,0,0.24,0.72,0.6,0,0,0,0,0,0,0.041,0,0.205,0,3.548,1
0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0.23,0,0.23,0.23,0.23,0.23,0,0,0,0,0,0.111,0,0.037,0,4.022,1
0,0.26,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,5.009,1
0.86,0,0,0,0,0.86,0,0,0,0,0,0,0.24,0,0.481,0.08,7.059,1
0.49,0.99,0,0,0,0.49,0,0,0,0,0,0,0,0,0.239,0,5.228,1
0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0.213,0,4.6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545,1
0.49,0.28,0.28,0.28,0.42,1.12,0,0,0,0,0.07,0,0.108,0,0.312,0,3.401,1
0.22,0,0,0.22,0.11,0.44,0,0,0,0.33,0,0,0.142,0,0.224,0.142,5.782,1
0.43,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114,1
0,1.09,0.54,0,0.54,0,0,0,0,0,0,0,0.208,0,0.083,0,3.521,1
0.09,0.38,0.09,0,0.38,0.66,0,0,0,0,0,0,0.059,0,0,0,3.28,1
0.4,0.25,1.01,0.4,0.1,0.54,0.14,0,0,0,0.03,0,0.042,0.072,0.139,0,3.305,1
0,0,0,0,0,0.6,0,0,0,0,0,0,0.102,0,0.72,0,4.512,1
0.77,0,0.57,1.15,0,0.19,1.15,0,0,0,0,0,0.027,0,0.191,0.054,14.406,1
0,0,2.95,0,0,5.91,0,0,0,0,0,0,0,0,0,0,1.69,1
0.85,0.85,0,0,0,1.28,0,0,0,0,0,0,0.066,0,0.133,0,11.592,1
0,0,0,0.13,0,0.27,0,0,0,0,0,0,0.042,0,0.064,0.686,13.884,1
0,0.12,0,0,0,0.12,0,0.24,0.12,0,0,0,0.352,0,0,0,2.337,1
0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,1.275,1
0,1.63,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,1.558,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,1
0.22,0.22,0,1.32,0,0.66,0,0,0,0,0.44,0,0.085,0,0.114,0.028,9.1,1
0.43,0.15,0.12,0.5,0.25,0.15,0,0,0,0,0,0,0.122,0.01,0.42,0.266,8.016,1
0,1.21,0.6,0,1.21,1.82,0,0,0,0,0,0,0.29,0,0,0,1.861,1
0,0.53,0.26,0,0,0.53,0,0,0,0,0,0,0,0,0,1.157,19.26,1
0,0,0,0,0,0,0,0.28,0,0.57,0,0,0.103,0,0,0,2.417,1
0,0,0,0,0,0,0,0,0,0.65,0,0,0.075,0,0,0,2.269,1
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.291,0,2.5,1
0.17,0.11,0.11,0,0.11,0,0,0,0,0,0,0,0.2,0,0.421,0.04,4.945,1
0,0,0,2.48,0,0,0,0,0,0,0,0,0.177,0,0.265,0.088,10.159,1
0.1,0.61,0.1,1.42,0.1,0.1,0.5,0,0,0.1,0,0,0,0.264,0.397,0.033,3.199,1
0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,1.227,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1
0,0.4,0.4,0,0,0.8,0,0,0,0,0,0,0.069,0,0.207,0.138,6.652,1
0,0,0,2.5,0,0,0,0,0,0,0,0,0.178,0,0.267,0.089,10.372,1
0.16,0.41,0.32,0.65,0.24,0.9,0.16,0,0,0,0.08,0,0.114,0,0.228,0.012,6.544,1
0.33,0.67,0,0.33,0.16,0.67,0.33,0,0,0,0,0,0.183,0,0.104,0.026,6.5,1
0,0.33,0.33,1.33,0,0.33,0,0,0,0,0,0,0.23,0,0.23,0,5.279,1
0.39,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.192,0,2.74,1
0,0,0,0,0,0,0,0,0.73,0.24,0,0.49,0.037,0,0,0,10.012,0
0,0,0,0,0,0,0,1.74,0.58,0,0.58,0,0.658,0,0,0,1.932,0
0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.059,2.51,0
0,0.42,0,0.21,0,0,0,0.21,0,0,0,0,0.161,0,0,0.182,2.813,0
0,0.32,0,0,0,0,0,0,0,0,0,0,0.061,0.061,0,0,1.392,0
0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,2.488,0
0.32,0,0,0,0,0,0,0,0.32,0,0,0,0.492,0,0,0,1.89,0
0,0,0,0,0,0,0,3.57,3.57,0,0,0,0.239,0,0,0,1.687,0
0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.43,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,1.2,0
0.2,0,0.1,0,0,0,0,0,0,0,0,0,0.079,0,0.013,0,2.361,0
0,0,0,0,0,0,0,1.94,0.97,0,0,0,0.379,0,0,0,8.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0.796,0,0,0,2.142,0
0.84,0,0,0,0,0,0,0,0,0,0,0.84,0.414,0,0,0,3.34,0
0,0,0,0,0,0,0,0,0,1.04,0,0,0.358,0,0,0,2.037,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.272,0,0,4.19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0.64,0,0,0,0,0.32,0,0,0,0,0.08,0,0,0,4.295,0
1.11,0,0,0,0,0,0,1.11,1.11,1.11,1.11,3.33,0.353,0,0,0,2.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,0
0,0,0,0,0,0,0,2.04,0,0,0,0,0.323,0,0,0,2.682,0
0,0,0,0,0,0,0,4.76,0,0,0,0,0.749,0,0,0,2.85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1.81,0,0,0,0,0,0,0,0,0.316,0,0,0,1.125,0
0,0.59,0,0.29,0,0,0,0,0,0,0,0,0.052,0,0,0.235,3.153,0
0,0,0,0,0,0,0,2.1,0,0,0,0,0.563,0,0,0,3.571,0
0,0,0,0,0,0,0,0,0,1.29,0,0,0.234,0,0,0,1.857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,4.03,0
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.53,4.052,0
0.9,0,0,0,0.9,0,0,0.9,0.9,0,0,0,0.112,0,0,0,1.807,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.619,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.39,0,0,0,0,0,0,0.39,1.19,0.79,0.39,0,0.104,0.052,0,0.052,3.153,0
0,0,0,0,0,0,0,1.08,1.08,0,1.08,0,0.364,0.182,0,0,2.421,0
0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2.59,0
0.17,0.4,0.4,0,0,0,0,0,0,0,0,0.05,0.304,0,0.03,0,2.548,0
0,0,0,0,0,0,0,0,0,0,0,0,1.082,0,0,0.216,3.478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0.33,0,0,0,0.33,0,0.66,0.33,0,0,0.33,0.13,0.043,0,0,2.016,0
0.12,0,0,1.11,0,0,0,0,0,0,0,0,0.17,0.034,0.034,0,3.237,0
0,0.31,0,0,0,0,0,0.63,0.63,0.95,0.63,0,0.534,0.242,0.048,0,2.23,0
0,0,0,0,0,0,0,1.23,1.23,0,0,0,0.139,0,0,0,1.736,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2.27,2.27,0,2.27,0,0.664,0,0,0,3.157,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0.27,0,0,0,0,0,0,0.27,0,0.344,0,0,0,2.319,0
1.09,0,0,0,0,0,0,1.09,0,0,0,0,0.353,0,0,0,2.304,0
0,0.17,0.08,0.08,0,0,0,0,0,0,0,0.17,0.045,0,0.011,0,2.45,0
0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833,0
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.368,0
0,0,0,0,0,0,0,2.2,0.73,0.73,0.73,0,0.555,0.666,0,0.111,2.351,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,1.785,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0,0,0.77,0,0,0,0,0.77,0.77,0,0,0,0.198,0,0,0,2.325,0
0,0.32,0,0,0,0,0,0,0,0,0,0.65,0.257,0,0,0,1.3,0
0,0.56,0,0,0,0,0,0,0.28,0,0,0,0.09,0.135,0,0,1.962,0
0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,1.88,0
0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,1.068,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.29,0.73,0,0,0,0.14,0.14,0,0,0,0,0.14,0.321,0.18,0,0,1.891,0
0,1.02,0.51,0,0,0.51,0,0,0,0,0.51,0.51,0.071,0,0,0,2.076,0
0,0,0,0,0,0,0,0,0.91,0.91,0,0,0.12,0,0,0,3.541,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0.114,1.645,0
0,0,0,0,0,0,0,0,0,0.54,0,0.54,0.087,0,0,0,2.363,0
0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0
0,0,0,0,0,0,0,0,0,0,0,1.1,0.092,0,0,0,1.84,0
0,0,0,0,0,0,0,1.33,0,0,0,0,0.478,0,0,0,2.166,0
0,0.19,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,1.679,0
0,0.31,0,0.31,0.31,0,0,0,0,0,0,0,0.108,0,0,0.054,2.735,0
0.06,0.26,0.19,0,0,0,0.59,0,0,0,0,0.06,0.117,0,0.063,0,2.121,0
0,0.46,0.15,0,0,0,0,0,0.92,0,0,0,0.085,0,0,0,1.535,0
0.07,0.07,0,0.74,0,0,0,0,0,0,0,0,0.2,0.042,0.021,0,2.79,0
0.2,0.4,0,0,0,0.06,0,0,0,0,0,0.06,0.093,0,0.018,0,2.423,0
0,0,0.67,0,0,0.67,0,0,0,0,0,0,0.386,0,0,0,3.27,0
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0.76,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0
0,0,0.25,0.08,0,0,0,0,0,0,0,0,0.08,0,0,0,2.023,0
0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,1.803,0
0.03,0,0,0.06,0.03,0,0,0,0.06,0,0,0,0.178,0,0,0,3.427,0
0,0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,1.259,0
0,0.59,0,0,0,0,0,0.59,0.59,1.19,0,0,0.177,0,0,0,1.8,0
0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545,0
0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,1.166,0
0,2.08,0,0,0.83,0.83,0,0,0,0,0,0,0.131,0,0,0.065,2.962,0
0,0,0,0,0,0,0,0,0,0,0,0,0.682,0,0,0,4.208,0
0.05,0.16,0,0.48,0,0,0,0,0,0,0,0,0.195,0.062,0.015,0,2.758,0
0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,1.34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,0,0,1.16,2.32,0,0,0,0.408,0,0,0,2.125,0
0.1,0.31,0,0,0,0.1,0.05,0.05,0.21,0.36,0,0,0.168,0,0.061,0.007,1.704,0
0.19,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.108,0,2.634,0
0,0,0,0,0,2.32,0,0,0,0,0,0,0.416,0,0,0,1,0
0,0,0,0.66,0.66,1.98,0,0,0,0,0,0,0,0,0,0,1.382,0
0,0,0,0,0,0,0,0.59,0.88,0,0,0,0.273,0,0,0,3.317,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764,0
0,0,0,0,0,0,0,0.86,0.86,0,0,0,0.11,0,0,0,1.812,0
0,0,0,0,0,0,0,0,0.57,0,0,0.57,0,0,0,0,1.379,0
0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.04,0,0,0,1.883,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0.39,0,0,0.39,0,0,0,0,0,0.192,0,0,0,1.229,0
2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.888,0
