@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1-2,7,9,12,16-17,21-24,31-33,37,42,46,50-51,53-55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0.194,0,0.389,0,3.6,1
0.09,0.18,0.09,0.55,0.83,0,0,1.56,0,0,0.36,0,0,0,0,0,0,0.056,0,0.085,0,7.273,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0,0,0,0,0.81,0,0.75,0,0,0.05,0,0,0,0.05,0.05,0,0,0.107,0,0.053,0,1.864,1
0,0.1,0.1,0.2,0.62,0.1,0.1,1.66,0,0.1,1.04,0,0,0,0,0,0,0,0,0.264,0.049,3.794,1
0.14,0.14,0,1.03,0.59,0,0,0.88,0,0,0.44,0,0,0,0,0,0,0.205,0,0.128,0.102,2.686,1
0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594,1
0.41,0,0,0.2,1.44,0.41,1.03,3.09,0,0.2,0.61,0,0,0,0,0,0,0.099,0,0.132,0,4.913,1
0,0.34,0.34,0,0.34,2.04,0,2.38,0,0,0.34,0,0,0,0,0,0,0.161,0,0,3.879,6.978,1
0,0,0,0,0.39,0.78,0,1.96,0,0,0.78,0,0,0,0,0,0,0,0,0.092,0,4.111,1
0,0,2.1,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,1
0,0,0,0,0.57,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0.126,0,0,0,27.479,1
0,0.23,0.23,0.7,0.47,0.23,0.7,1.89,0,0,0.47,0,0,0,0,0,0,0,0,0.108,0,2.438,1
0,0,0.11,0.11,0.33,0,0.22,0,0,0.55,0,0,0,0,0,0,0,0.155,0,0.12,0,1.961,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,0,2.551,1
0,0,0,0,0,1.24,0.62,1.86,0.62,0.62,0,0,0,0,0,0,0,0.107,0,0.107,0.107,3.846,1
0,0,0,0,0.9,0.45,0.9,0.9,0,0.45,0,0,0,0,0,0,0,0,0,0.07,0,2.651,1
0,0.65,0,0,0.65,0.32,0,1.3,0,0,0,0,0,0,0,0,0,0.053,0,0,0,4.273,1
0.33,0,0.66,0,1.32,0.66,0.99,0.99,0,0.66,0,0,0,0,0,0,0,0.116,0,0.464,0.348,6.932,1
0,0,0,0,0,2.59,0,1.29,1.29,2.59,0,0,0,0,0,0,0,0.439,0,0,0.439,3.571,1
0.1,0.1,0.4,1.41,0.5,0.1,0,1.92,0,0,0.3,0,0,0,0,0,0,0,0.26,0.39,0.032,3.173,1
0,0,0,0,0.09,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0.116,0.021,0,0,16.587,1
0.43,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,0,0,0,0.122,0,0,0,1.456,1
0,0.33,0.66,0,0.99,0.82,0.33,0.99,0,0.49,0.33,0,0,0.16,0,0,0,0.024,0.074,0.049,0.049,6.161,1
0.15,0.21,0.05,0,0.95,0,0,1.58,0,0.52,0.31,0,0,0,0,0,0,0.184,0,0.388,0.036,4.829,1
0,0,0,0,0,0.71,0,2.15,0,0,0,0,0,0,0,0,0,0,0.256,0,0,1.779,1
0.1,0.1,0.4,1.41,0.6,0.1,0,2.02,0,0,0.3,0,0,0,0,0,0,0,0.265,0.397,0.033,3.16,1
0,0,0.42,0,0.42,0,0,1.27,0,3.38,0,0,0,0,0,0,0,0.097,1.171,0.39,0,26.405,1
0,0.37,1.12,0,1.49,0.37,0,1.87,0,0,0.74,0,0,0,0,0,0,0,0,0.223,0,2.021,1
0,0,0,0.31,0.95,0,0,0.63,0,0.31,0,0,0,0,0,0,0,0.103,0,0.206,0,4.171,1
0,0,1.41,0,0.47,0.47,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.288,0,3.745,1
0,0,0.39,0,0,0.39,0,1.96,0,0,0.39,0,0,0,0,0,0,0,0,0,0,1.94,1
0,0,0.5,0,0.25,0,0,1.51,0,0.75,0,0,0,0,0,0,0,0.078,0,0.432,0,2.375,1
0.46,0.33,0.06,0,0.66,0,0,1.13,0,0.13,0.26,0,0,0,0,0,0,0.038,0,0.192,0.115,4.754,1
0,0.89,0,0,0,0.89,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0.483,0,1.826,1
1.18,0.39,0.19,1.38,0.98,0.98,0,1.38,0,0,1.38,0,0,0,0,0,0,0.238,0,0.317,0.026,6.652,1
0,0.31,0.31,0,0,0,0,0.62,0.31,0,0.31,0,0,0,0,0,0,0.183,0,0,0.122,9.218,1
0.43,0.43,0.03,0.54,0.79,0.25,0.39,1.3,0,0.39,0.57,0,0,0,0,0,0,0.077,0,2.33,0.113,6.601,1
0.23,0.34,0.11,1.04,0.46,0,0.11,1.74,0,0,0.81,0,0,0,0,0,0,0.075,0,0.056,0.018,4.47,1
0.47,0.95,0,0,2.38,0.47,0,5.23,0,0,0,0,0,0,0,0,0,0.253,0,0.168,0.084,57.076,1
0,0,0,0,1.06,0,0.53,2.65,0,1.59,0,0,0,0,0,0,0,0.191,0,0.478,0,5.038,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,24.375,1
0.1,0.2,0.2,1.04,0.62,0,0.2,1.25,0,1.14,0.2,0,0,0,0,0,0,0.143,0,0.175,0.031,7.439,1
0,0,2.32,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1.434,1
0.51,0.43,0,0.54,0.65,0.21,0.43,1.35,0,0.51,0.54,0,0,0,0,0,0,0.08,0,0.523,0.136,6.59,1
0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,589,1
0,0,0.45,0,0,2.75,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.134,12.176,1
0,0,1.21,0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,1
0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.118,0,2.315,1
0,0,0,0,0.27,0.27,0,0.27,10.38,0,0,0,0,0,0,0,0,0.047,0.095,0.047,0.381,2.353,1
0,0.16,0,1.3,0.48,1.95,0,1.46,2.93,0.16,0.81,0,0,0,0,0,0,0.35,0.053,0.107,0.026,5.216,1
0,1.16,1.16,0,0.77,1.93,0,1.16,0,0,0,0,0,0,0.38,0,0,0,0,0,0.148,9.266,1
0,0,0.44,0,0,0.44,0.89,1.34,0,0.44,0.44,0,0,0,0,0,0,0.068,0,0.896,0,6.77,1
0,0,0,0.91,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0.141,0,0,0,2.9,1
0,0,1.61,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,2.466,1
0.1,0.1,0.4,1.42,0.5,0.1,0,2.03,0,0,0.3,0,0,0,0,0,0,0,0.264,0.397,0.033,3.186,1
0,1.47,1.47,0,0,1.47,1.47,1.47,0,0,0,0,0,0,1.47,0,0,0.338,0,0.169,0.169,10.625,1
0.05,0.05,0,0.57,0.28,0.17,0,0.92,0,0,0.05,0,0,0,0,0.11,0,0.099,0,0.079,0.009,4.881,1
0.08,0,0.08,0,0.24,0.08,0,0.57,0,0.16,0.24,0,0,0,0.08,0,0,0.068,0,0.082,0.151,15.547,1
1.24,0.41,0,0,0.41,0.41,0,1.24,0,0,0.41,0,0,0,0,0,0,0.068,0,0.549,0,3.166,1
0,0,0,0,0,0,0,0.64,8.33,0,0,0,0,0,0,0,0,0,0,0,0.233,9.5,1
0,0,0.45,0,0.45,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,1.083,7.857,1
0,0,0,0.6,1.82,0.3,0,1.21,0,0,0.6,0,0,0,0,0,0,0.143,0.047,0.143,0,2.041,1
0.37,0.17,0.03,0.37,0.64,0.51,0.34,1.36,0,0.27,0.71,0,0,0,0,0,0,0.041,0.071,0.136,0,3.341,1
0,0,0,0.6,1.81,0.3,0,1.21,0,0,0.6,0,0,0,0,0,0,0.142,0.047,0.142,0,2.03,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.74,0.74,0.37,0.37,1.12,0,0,2.24,0,0,0.37,0,0,0,0,0,0,0,0.061,0.122,0,4.727,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,8.411,1
0,0,0,0,0.96,0,0.96,2.41,0,0.48,0,0,0,0,0,0,0,0.083,0,0.251,0,5.488,1
0,0,0,0,0,0,0.37,0.92,0,0,0,0,0,0,0,0,0,0.185,0,0,0,1.392,1
0,0,0.63,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0.613,0,1.251,1
0,0,0.84,0,0,0,0,1.69,0,0,0.84,0,0,0,0,0,0,0.388,0,0.129,0,10.375,1
0,0,0.72,0,0,0,0,1.45,0,0,0.72,0,0,0,0,0,0,0.364,0,0.121,0,7.781,1
0.44,0,0,0,0,0,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0.37,0,2.413,1
0.1,0.2,0.5,0.8,0.7,0.1,0,0.7,0,0.6,0.1,0,0,0,0,0,0.1,0.11,0,0.158,0.015,8.55,1
0,0.52,1.05,0,1.05,1.05,1.05,1.57,0,0.52,0,0,0,0.52,0,0,0,0,0.091,0.729,0.091,3.062,1
0.1,0.3,0.2,0.8,0.8,0,0.2,1,0,0.1,0.2,0,0,0,0,0,0,0.175,0,0.175,0.014,6.937,1
0,0,0.65,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
1.18,0.39,0.19,1.38,0.98,0.98,0,1.38,0,0,1.38,0,0,0,0,0,0,0.237,0,0.316,0.026,6.652,1
0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,2.777,1
0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,4.333,1
0.1,0,0.1,0.2,0.5,0.91,0.2,1.72,0,0.4,0.2,0,0,0,0,0,0,0.096,0,0.16,0,6.758,1
0.32,0,0,0.32,0.64,0,1.61,3.54,0,0,0,0,0,0,0,0,0,0.16,0,0.107,0,3.613,1
0,0,0,0,0,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0.291,0,0,0,4.833,1
0,0,0.37,0,1.5,1.12,0,0.93,0,0,0,0,0,0,0,0,0,0.066,0,0.165,0.033,3.106,1
0,0.33,1.34,0,0.33,0.67,0.67,1,0,0,0,0,0,0,0,0,0,0.161,0,0,0.053,2.036,1
0.29,0.29,0,0,0.29,0.58,2.04,1.46,0,0,0,0,0,0,0,0,0,0,0,0.046,0.046,2.228,1
0,0.72,0,0,0.72,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,1
0,0,0.26,0,0,0.26,0,0.52,17.1,0,0,0,0,0,0,0,0,0.084,0.084,0,1.051,13.82,1
0,0,0.51,0,0.25,0,0,1.54,0,0.77,0,0,0,0,0,0,0,0.079,0,0.434,0,2.441,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0.342,0,3.809,1
0,0.17,0.17,0,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.216,0.061,0.03,0,4.259,1
0,0,0,0,0,0,2.8,0.93,0,0,0,0,0,0,0,0,0,0,0,0.154,0,1.612,1
0.2,0.1,0,0,1.1,0.4,0.2,2.51,0,0,0,0,0,0,0,0,0,0.159,0,0.406,0.123,9.781,1
0,0,0,0,0,6.02,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,1
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.609,0,0,0.304,1,1
0,0,0,0.31,0.62,1.25,0.62,1.25,0,0.94,0,0,0,0,0,0,0,0.145,0.048,0.388,0.097,3.322,1
0.27,0,0,0,0.93,0.38,0.1,1.2,0,0.21,0.16,0,0,0.05,0.1,0,0,0.029,0,0.058,0.009,3.389,1
0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,3.39,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.047,1
0,0,1.96,0,0.98,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0.489,0,0,0,2.3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.88,0,0,0,0,0,0,3.5,1
0.41,0,0.41,0,0,0,0,1.23,0,0,0.41,0,0,0.41,0.41,0,0,0.067,0,0,0,1.863,1
0,0.29,0.29,1.04,1.04,0.29,0.74,0.59,0,1.48,0,0,0,0,0.29,0,0,0.084,0,0.21,0.021,10.817,1
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0,1.05,1.05,0,0,3.15,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.947,1
0,0,0,0,0,0.62,0.62,3.12,1.87,0,0,0,0,0,0,0,0,0.075,0,0.075,0.226,6.722,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.21,0,0.105,0,1.866,1
0,0,0,0,0,1.61,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0.99,0.49,0,0,0.49,0,0,1.99,2.98,0,0,0,0,0,0,0,0,0,0,0,0.446,10.366,1
0.08,0,0,0.16,0.65,0,0,0.65,0,0,0.32,0,0,0,0,0.32,0,0.045,0,0.03,0,1.42,1
0.85,0,0,0,0.85,4.27,0,4.27,0,0,5.98,0,0,0,0,0,0,0.146,0,0,0,5,1
0,2.43,0.6,0.6,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031,1
0.77,0.38,0,1.15,0.38,0.19,0.19,1.15,0,1.35,0.77,0,0,0,0,0,0,0.027,0,0.191,0.054,14.619,1
0,0,0,0,0,0,0,1.21,2.43,0,0,0,0,0,0,0,0,0,0,0,0.465,2.591,1
4.54,4.54,0,0,0,4.54,0,4.54,0,0,9.09,0,0,0,0,0,0,0,0,0,0,1.428,1
0,0.29,0.58,0,0.29,1.46,0.29,1.16,0,0,0,0,0,0,0,0,0,0.086,0,0,0.043,3.591,1
0.1,0,0.1,0,0.31,0,0,0.31,0,0.21,0,0,0,0,0,0,0,0.101,0,0.609,0.253,7.887,1
0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,4.786,1
0.13,0.1,0.02,0.23,0.34,0.87,0.45,1.59,0,0.39,0.34,0,0,0.02,0,0,0.02,0.083,0,0.145,0.07,5.108,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.364,0,0,0,3.23,1
0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0.94,0.332,0,0,0,1.518,1
0.58,0,0,0,0.93,0.58,0.23,1.51,0,0.58,0.46,0,0,0,0,0,0,0.125,0,0.104,0.335,8.192,1
0.49,0,0,0,0.49,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0.077,0,2.055,1
0,0.26,0.08,0.53,0.71,0.88,0.44,1.24,0,0.08,0.35,0,0,0.08,0,0,0.08,0.226,0,0.254,0.113,3.591,1
0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,1.841,1
0,0,0,0,0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.465,0,2.687,1
0,0,0,0,0,1.44,0,1.44,0,1.44,0,0,0,0,0,0,0,0,0,0.271,0,2.157,1
0,0,0.64,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.525,0,0,4.906,1
0,0.96,0.48,0.48,0.96,0,0,0.96,0,4.32,0.48,0,0,0,0,0,0.48,0.061,0,0.43,0,25.964,1
0,0,0.27,0,0.54,1.35,0,2.44,10.86,0,0.54,0,0,0,0,0,0,0,0,0.141,1.41,44.72,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.116,0,1.8,1
0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.516,1
0,1.03,1.03,0,1.03,0.51,0,1.55,0,0,0,0,0,0,0,0,0,0.257,0,0.429,0,1.447,1
0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0
0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1.6,0,0.115,0,0,0,3.388,0
0,0.63,0,0,1.27,0,0,0.63,0,0,0,0,0.63,0,0,0,0,0.218,0,0,0,2.215,0
0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,1.437,0
0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0.211,0,0,0,1,0
0,1.28,0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0.196,0,0,0,1.952,0
0.3,0,0,0,0.61,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.426,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.25,0,0.5,0.153,0,0,0,1.958,0
0,0,0,0,0.96,0,0,0.48,0,0,0,0,0,0,0.48,0,0,0.371,0.074,0,0,2.534,0
0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.18,0,0,0,1.611,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0.89,0.269,0.269,0,0,2.27,0
0,0,0,0.59,0,0,0,1.77,0,0,0,0,0,0,0.59,0,0,0,0,0.313,0,7.588,0
0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,2.473,0
0,0,0,0,2.15,0,0,0,0,0,0,1.07,0,0,1.07,3.22,0,0.388,0.194,0,0.194,2.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,2.43,0,0,0,0,0,1.625,0
0,0,0,0,0,0,0,0.51,0,0,0,0.51,0.51,0,0,1.02,0,0.553,0,0,0,4,0
0,0,0,0.29,0.29,0,0.29,0.29,0,0,0,0.29,0,0,0.29,0.89,0,0.156,0.031,0,0.125,3.338,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.61,0,0,0.8,0,0,0,0,0,0,0,0,0,0.417,0,0,0,1.411,0
0,0.55,0,0,1.67,0,0,1.67,0,0,0,0,0,0.55,0,0,0,0.083,0,0,0,1.392,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714,0
0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,1.583,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,0
0,0,0,0,0.73,0,0.55,0,0,0.36,0.09,0.09,0,0,0.09,0,0,0.1,0,0.1,0,2.188,0
0.67,0,0,0,1.12,0,0,1.35,0,0,0,0.22,0,0,0.22,0,0,0.072,0,0.072,0.036,3.242,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,3.714,0
0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0.088,0,0,0,1.607,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0.371,5.515,0
0,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0.136,0,2.62,0
0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0.6,0,0,0,2.526,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615,0
0,0.1,0,0,0.3,0,0.05,0,0,0,0,0,0,0.05,0.41,0,0.2,0.141,0,0,0,1.997,0
0,0,0,0,1.83,0,0,0,0,0,0,0.91,0,0,0,0,0,0.232,0,0,0,1.619,0
0,0,0,0,0.58,0,0,2.35,0,0,0,0.58,0.58,0,0.58,0,0,0.301,0,0,0,1.76,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
