@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0.48,0,1.94,0,0,0,0,0,0,0,0,0,0,0.48,0.09,2.443,0,1.227,81,1
0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,2.681,59,1
0,0.87,0,0,0,0,1.31,1.31,0,0,0,0,0,0,0,0,0,0.43,0.145,1.021,0.218,3.35,134,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,2.675,99,1
0,0,2.48,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.265,10.159,447,1
0,0,0,0,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0.096,1.443,0,1.969,130,1
0,0,0,0,0,5.19,1.29,0,0,0,0,0,0,0,0,0,0,0,0.468,0.093,0,2.755,135,1
0,0,0,0.18,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.186,0.434,0,1.377,73,1
0,1.15,0,0,0.38,0.38,0.76,1.92,0,0,0,0,0,0,0,0,0,0,0,0.486,0.347,1.608,74,1
0,0,0,0,0.39,0,1.17,0.39,0,0,0,0,0,0,0,0,0,1.17,0.062,0.869,0.186,4,256,1
0,0.26,0,0,0.26,2.08,0.26,0,0,0,0,0,0,0,0,0,0,0,0.073,0.813,0.036,2.145,339,1
0,2.29,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,77,1
0.49,0.49,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.862,0,12.148,571,1
0,0,0,0,0.47,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0.252,1.683,0.168,57.23,744,1
0,0.37,0,0,1.11,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,2.492,172,1
0,0,0.36,0,1.81,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,1.287,94,1
0,0,0,0,1.44,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0.543,0.271,2.157,41,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,1.7,17,1
0,1.65,0,0,2.47,0,0.82,0,0,0,0,0,0,0,0,0,0,0.41,0.265,0.199,0,15.892,445,1
0,0.23,0,0,0.23,0,1.9,0,0,0,0,0.23,0,0,0,0,0,0,0.123,0.197,0,5.038,519,1
0,1.27,0,0,0,3.18,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0.983,0.089,3.488,157,1
0,0,0,0,0,0,0.27,0,0,0,0,1.1,0,0,0,0,0,0,0,0.136,0.182,8.207,435,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,4.333,78,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,0.74,0,0,0.74,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,2.095,44,1
0,0,0,0,1.33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,2.2,44,1
0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.214,17,1
0,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,3.214,45,1
0,0,0,0,0,0,1.74,1.31,0.43,0,0,0,0,0,0,0,0,0,0,0.298,0.149,2.955,133,1
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.611,1.529,0,5.5,66,1
0,0,0.38,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,589,1178,1
0,0,0.54,0,0.81,1.35,2.44,0,0,0,0,0,0,0,0,0,0,0,0.04,0.565,0.121,1.617,131,1
0,0.25,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.044,0.663,0,1.243,184,1
0,1.58,0,0,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,3.538,46,1
0,0.14,0,0,0,2.14,2,0.14,0,0,0,0,0,0,0,0,0,0.14,0.048,0.241,0.072,6.238,1229,1
0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,3,36,1
0,0,0,0,0,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,140,1
0,0.49,0,0,0.49,0,2.97,0,0,0,0,0,0,0,0,0,0,0.49,0.082,0.497,0.165,5.113,225,1
0,0,0.09,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.037,5.213,0.979,5.781,740,1
0,0.07,0.66,0.14,0.14,0,1.25,0.58,0,0,0,0,0,0,0,0.07,0,0,0,0.319,0.266,4.689,1163,1
0,0.33,0.66,0,0,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0.101,337.25,1349,1
0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.208,0.166,0.083,3.521,243,1
0,0,0,0,0.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0.93,0.048,0,0,2.09,115,1
0,0,0.91,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.132,0.531,0,2.9,87,1
0,0,0.32,0,0,2.58,3.54,0,0,0,0,0,0,0.32,0,0,0,0,0.16,1.178,0.107,3.613,318,1
0,0,0,0,0,0,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0.968,0,2.179,85,1
0,0.15,0.15,0,0,1.58,3.95,0.15,0,0,0,0,0,0.15,0,0,0,0.15,0.076,1.3,0.127,5.241,650,1
0.16,0.16,0.65,0,2.13,0,0,0,0,0,0,0.32,0,0.16,0,0,0,0,0.089,0.693,0.67,4.835,1030,1
0,0.08,0.35,0,0.53,0,0.89,0.08,0,0,0,0,0,0,0,0,0,0,0.054,0.369,0.109,4.896,1278,1
0,0.84,0,0,0.84,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0.519,0,5,125,1
0,0.34,0,0,0.68,0.34,0.34,0,0,0,0,0,0,0.34,0,0,0,0,0.393,0.224,0.056,2.257,158,1
0,0,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.146,6.233,642,1
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219,3.875,31,1
0,0,0.54,0,0,0,1.09,0.27,0,0,0,0,0,0,0,0,0,0.27,0,0.472,0.128,10.877,533,1
0,0,0,0,0.58,0,1.51,0.58,0,0,0,0,0.34,0,0,0,0,0.11,0.125,0.733,0.104,8.192,1360,1
0,1.66,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,1.424,0,24.333,146,1
0,0.04,0.4,0.28,0.64,0.16,1.28,0.36,0,0,0,0,0,0.04,0,0,0,0.12,0.052,0.37,0.152,3.225,1500,1
0,0,0,0,1.28,0,3.84,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,0.23,5.538,72,1
0,0,0,0,0.36,0,1.46,0.36,0,0,0,0,0,0.36,0,0,0,0,0,0.604,0.181,3.787,356,1
0,0,0,0,0.86,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0.24,1.765,0.481,7.059,473,1
0,0,0,0.18,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.185,0.464,0,1.392,78,1
0,0,1.43,0,0,0.2,2.04,0,0,0,0,0,0,0,0,0,0,0.2,0.059,0.298,0.149,11.96,909,1
0,0.35,0,0,0.35,0,0.17,0.35,0,0,0,0.35,0,0,0,0,0,0,0.057,0.057,0.171,1.974,229,1
0,0,0.16,0,0,0,0.65,0,0,0,0,0,0,0.08,0.32,0,0,0.24,0.045,0.36,0.03,1.42,196,1
0,0.32,0,0,0.32,0,3.24,0,0,0,0,0,0,0,0,0,0,0.32,0.106,0,0.159,1.537,143,1
0,0,0,0,6.02,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.443,0,3.782,87,1
0,0,0,2.31,0,0,2.31,1.38,0,0,0,0,0,0.46,0,0,0,0,0.49,0.081,0.816,3.4,102,1
0,0,0.27,0,1.11,0,0.97,0.06,0,0,0,0,0,0.06,0,0,0,0.13,0.105,0.75,0.305,3.401,966,1
0,0.08,0.08,0,0,0,3.17,0.34,0,0,0,0,0,0,0,0,0,0,0.085,0.099,0.014,4.07,574,1
0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0.124,0.124,0,89.9,899,1
0,0,0.76,0,0.38,0.69,1.26,0.44,0,0,0,0,0,0.12,0,0.06,0,0,0.087,0.439,0.241,3.702,1070,1
0,0,1.47,0.58,0.29,0.14,2.35,0.73,0,0,0,0,0,0,0,0,0,0,0.023,1.004,0.215,6.602,898,1
0,0,0,0,1.85,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0.289,3.768,0,4.833,87,1
0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,3.15,63,1
0,0,0,0,1.05,0,2.1,0,0,0,0,0,0,0,0,0,0,1.05,0.351,0.351,0.175,3.343,107,1
0,0,0.31,0,1.25,0,1.25,0.94,0,0,0,0,0,0,0,0,0,0.31,0.146,0.39,0.438,3.322,319,1
0,1.28,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.17,2.466,111,1
0,0,0,0,0.41,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,2.35,134,1
0,0,0,0,0.32,0.98,2.94,1.3,0,0,0,0,0,0,0,0,0,0,0.11,0.276,0.83,3.8,228,1
0,0.06,0.06,0,0,0.24,1.09,0.85,0,0,0,0,0,0,0,0.06,0,0.06,0.052,0.01,0.167,1.736,441,1
0,0.02,0.35,0.02,0.33,0,1.43,0.94,0,0,0,0,0,0.02,0,0,0,0.02,0.069,0.325,0.523,6.723,4128,1
0,0,1.02,2.16,0,0,1.25,0.45,0,0,0,0,0,0.11,0,0,0,0.45,0.17,0.265,0.132,4.215,666,1
0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,9.269,482,1
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.146,0.292,0,3,75,1
0,0,0,0,1.96,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.173,0,1.787,59,1
0,0.31,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0.086,0.13,0.173,3.244,279,1
0,0,0,0,2.59,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0.439,1.098,0,3.571,125,1
0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0.093,0.559,0.279,2.297,108,1
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.611,1.529,0,5.5,66,1
0,0,0.91,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.141,0.565,0,2.9,87,1
0,0,0.24,0.24,0.24,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,5.555,400,1
0,0,0.82,0,0,0,0,0,0,0.54,0,0,0.54,0,0,0,0,0,0.226,0.037,0,2.666,208,1
0,0,0,0,0.86,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0.928,0.154,2.409,53,1
0,0.19,0.19,0,0,0.59,0.39,0.19,0,0.59,0,0,0,0,0,0,0,0,0.074,0.174,0.548,4.965,993,1
0,0.19,1.38,0,0.98,0.39,1.38,0,0,0,0,0,0,0,0,0,0,0,0.231,0.745,0.308,6.652,632,1
0,0.76,0,1.02,0,0,1.79,0.76,0,0,0,0,0,0.51,0,0,0,0,0.083,0.458,0.499,2.455,248,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,1.684,32,1
0,0.65,0,0,0,0,2.28,0.65,0,0,0,0,0,0,0,0,0,0,0,0.288,0.173,3.065,141,1
0,0,0.6,0,0.3,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.094,0.189,0.141,1.932,201,1
0,0.95,0,0,0,3.8,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,1.4,21,1
0,0.08,0.08,0.17,0.08,0,0.94,0.34,0,0,0,0,0,0,0,0,0,0.17,0.063,0.287,0.223,3.314,537,1
0,0,0,0,0.27,1.36,0.27,0,0,0,0,0,0,0,0,0,0,0.27,0.047,0.142,0.047,2.353,273,1
0,0,0.25,1.14,0,0.12,1.27,0,0,0,0,0,0,0,0,0,0,0,0.165,0.371,0.061,2.878,475,1
0,0,0,0.18,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0.189,0.441,0,1.372,70,1
0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0.152,0.121,0.121,2.61,261,1
0,0,0,0,0.71,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,1.779,105,1
0,0,0.58,0,1.74,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0.082,0.165,0.082,2.17,102,1
0,0.26,0.52,0,0.79,0,1.05,0,0,0,0,0.26,0.52,0,0,0,0,0,0.69,0.327,0,5.549,566,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.67,0,0.356,0.118,2.315,132,1
0,0.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0.212,1.838,114,1
0,0.46,0,0,1.86,0.46,1.4,0,0,0,0,1.4,0,0.46,0,0,0,0,0.071,0.571,0.214,4.63,213,1
0.57,0,0,0,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0,0,0.461,1.385,0,3.535,396,1
0,0,0,0,0,0,0.81,0.27,0,0,0,0,0.27,0,0,0,0,0,0,0.874,0.051,5.582,374,1
0,0.25,0.59,2.21,0.25,0.17,0.42,0.85,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.063,0.394,0.114,7.54,1410,1
0,0.25,0.59,2.21,0.25,0.17,0.42,0.85,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.065,0.403,0.117,7.484,1407,1
0,0.44,0,0,0,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0.433,0.361,2.375,133,1
0,0.72,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.364,0.729,0.121,7.781,249,1
0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,1.26,0.215,0.215,0.431,4,76,1
0,0,0,0,1.23,0,3.7,0,0,0,0,0,0,0,0,0,0,1.23,0,0.234,0,4.176,71,1
0,0,0,0,0,6.25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0.188,5.551,161,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0,3.23,126,1
0,0.19,0.89,0.09,0,0.59,1.78,0.09,0,0,0,0,0.09,0.09,0,0,0,0,0,0.412,0.222,4.195,814,1
0,0,0.75,0,0,0,1.23,0.06,0,0,0,0,0,0,0,0.06,0,0.06,0.057,0.472,0.092,2.086,703,1
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,4.818,53,1
0,0.08,0.08,0.17,0.08,0,0.78,0.34,0,0,0,0,0,0,0,0,0,0.17,0.048,0.259,0.259,3.335,537,1
0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1.333,56,1
0,0.32,0.65,0,0,0.98,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.858,0.101,337.25,1349,1
0,0.25,0.59,2.21,0.25,0.17,0.42,0.85,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.065,0.408,0.118,7.55,1412,1
0,3.27,0,0,1.63,0,1.63,0,0,0,0,1.63,0,0,0,0,0,0,0.36,0.54,0.18,14.818,163,1
0,1.1,0,0,0.36,0,1.1,0.36,0,0,0,0,0,0,0,0,0,0,0.186,0.435,0.062,4.411,300,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.034,0,2.588,277,1
0,0,0.42,0.42,0.14,0.14,2.1,0.14,0,0,0,0,0,0,0,0,0,0.42,0.025,0.381,0.05,2.322,216,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
0,0.5,0.8,1.61,0.1,0.2,0.7,0.6,0,0,0,0,0,0,0,0.2,0,0.1,0.11,0.49,0.158,8.55,1351,1
0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,1.083,26,1
0,0,0,0,0.47,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0.252,1.68,0.168,57.23,744,1
0,0.47,0,0,0,0,0,4.76,0,0,0,0.47,0,0,0,0,0,0,0.266,0.621,0.799,36.642,513,1
0,0,0.44,0,0.56,0,1.12,0,0,0,0,0,0,0,0,0.11,0,0,0.157,0.373,0.196,2.576,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,1.428,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.396,0.099,2.333,70,1
0,0.8,0,0,0.8,0,1.61,0,0,0,0,0,0,0,0,0,0,0.4,0.069,0.552,0.207,6.652,153,1
0,0.4,1.42,0,0.1,0.5,2.03,0,0,0,0,0,0.1,0,0,0,0,0,0,0.928,0.384,3.179,1043,1
0,0.04,0.24,0,0,0.04,0.28,0.38,0,0,0,0,0,0.04,0,0,0.04,0.09,0.061,0.007,0.099,1.867,521,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.059,0.118,0,1.307,68,1
0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.147,2.333,63,1
0,0.63,0,0,0.63,0,2.54,0.63,0,0,0,0,0,0,0,0,0,0,0,0.501,0.3,2.458,118,1
0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,1.21,0,1.627,0,2.591,127,1
0,0,0,0,0.46,0,0.93,0,0,0,0,0,0,0,0,0,0,0.46,0.082,0.663,0,1.428,120,1
0,0.1,0.2,0,0.1,0.1,1.66,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.611,0.264,3.794,702,1
0,0.32,0,0,0.32,0,3.25,0,0,0,0,0,0,0,0,0,0,0.32,0.105,0,0.157,1.494,139,1
42.73,0.42,0,0.42,0,0,2.13,1.28,0,0,0,0.42,0,0,0,0,0,0,0,0,0.349,7,441,1
0,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166,74,1
0,0.18,0,0,0,0,0.37,0.18,0,0,0,0,0,0,0,0,0,0,0.081,0,0.027,2.326,363,1
0,0.19,0.87,0.09,0,0.68,1.75,0.09,0,0,0,0,0.09,0.09,0,0,0,0,0,0.404,0.233,4.32,877,1
0,1.33,0,0,1.11,0,1.77,0,0,0,0,0,0,0.22,0,0,0,0,0.134,0.067,0.067,1.946,183,1
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,4.818,53,1
0,0.09,0.19,0,0.87,4.1,1.66,0.39,0,0,0,0,0,0,0,0,0,0,0.136,0.318,0.151,6.813,1458,1
0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.706,0,8.411,143,1
0,0.09,0.19,0,0.87,4.1,1.66,0.39,0,0,0,0,0,0,0,0,0,0,0.14,0.326,0.155,6.813,1458,1
0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.102,0.716,4.512,185,1
0,1.47,0,0,1.47,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0.338,0.508,0.169,10.625,170,1
0,0,0,0,0.99,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,2.868,175,1
0,0.79,0,0,0,0,2.76,1.18,0,0,0,0,0,0,0,0,0,0,0.061,0.612,0.183,2.678,75,1
0,0.19,1.38,0,0.98,0.39,1.38,0,0,0,0,0,0,0,0,0,0,0,0.237,0.765,0.316,6.652,632,1
0,0,0.76,0,0.38,0.69,1.26,0.44,0,0,0,0,0,0.12,0,0.06,0,0,0.085,0.429,0.236,3.664,1059,1
0,0,0,0,0.31,0,1.25,0,0,0,0,0,0,0,0,0,0,0.31,0.051,0.777,0,3.39,278,1
0,0.26,0,0,0,0,0.52,0,0,0,0,0.26,0,0.26,0,0,0,0,0.038,0.077,0,1.8,171,1
0,0.1,0.1,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.099,0.016,0.066,2.104,381,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.166,49,1
0,0,0,0,1.25,0,1.88,0.62,0,0,0,0,0,0,0,0,0,0.62,0.11,0.331,0.11,3.897,152,1
0,0.44,0,0,0.44,0,1.34,0.44,0,0,0,0,0,0,0,0,0,1.34,0.068,0.482,0.896,6.77,325,1
0,0.9,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,1,18,1
0,0.6,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0.412,0.619,0.103,6.166,259,1
0,0,0.58,0.97,0,0.38,0.77,0.58,0,0,0,0,0,0,0,0,0,0,0.034,0.569,0.207,12.064,1689,1
0,0,0.35,0.13,0.19,0,0.81,1.14,0,0,0,0,0,0,0,0,0,0.05,0.086,0.273,0.15,6.789,3327,1
0,0,0,0,0.41,0,1.24,0,0,0,0,0,0,0,0,0,0,0.41,0.068,0.48,0.549,3.166,114,1
0,0.1,0.2,0,0.91,4.26,1.72,0.4,0,0,0,0,0,0,0,0,0,0,0.096,0.336,0.16,6.758,1426,1
0,0,0,0.09,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0.038,0.246,0.894,4,640,1
0,0,0,0.37,3.34,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0.292,0.878,0.175,5.985,425,1
0,0,1.02,0,0,0.14,1.02,0,0,0,0,0,0,0,0,0,0,0.14,0.204,0.153,0.153,2.705,368,1
0,0,1.28,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0,0,0,0.61,0,3.809,80,1
0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.518,0.31,0,4.897,191,1
0,1.08,0,0,0.54,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0.54,0,1.218,0.261,5.323,181,1
0,0.4,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.052,1.194,129,1
0,0.57,0,0,1.72,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0.142,0.19,0,6.584,349,1
0,0.5,0.8,1.61,0.1,0.2,0.7,0.6,0,0,0,0,0,0,0,0.2,0,0.1,0.11,0.49,0.158,8.55,1351,1
0,0,0,0,6.52,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,9.1,91,1
0,0.08,0.08,0,0,0,3.17,0.34,0,0,0,0,0,0,0,0,0,0,0.084,0.098,0.014,4.049,575,1
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,4.333,104,1
0,0,1.15,1.15,0.19,1.15,1.15,1.34,0,0,0,0,0,0,0,0,0,0,0.027,0.438,0.191,14.619,921,1
0,0.67,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.114,0.228,0.228,2.847,168,1
0,0,0,0,2.63,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0.201,0.941,0.067,2.329,226,1
0,0,0,0,0,0,1.75,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,1.361,113,1
0,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0.278,0.046,0,1.661,118,1
0,0,0.54,0.03,0.21,0,1.35,0.51,0,0,0,0,0,0,0,0,0,0.03,0.078,0.478,0.509,6.518,2340,1
0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0.16,0,0,0.143,0.458,0.143,6.298,781,1
0,1.48,0,0,0.74,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,2.346,61,1
0,0,0,0,0.96,0,1.92,0.48,0,0,0,0,0,0,0,0,0,0.48,0,0.174,0.087,1.612,50,1
0,0,0,0,0,0,1.36,0.68,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,2.232,96,1
0,1.04,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0.246,0.615,0.061,3.318,146,1
0,0,0,0,0,0.2,0.61,0.61,0,0,0,0,0,0,0,0,0,0.2,0,0.382,0.223,7.538,490,1
7.07,0,0,0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0.22,0.092,0,0,2.47,425,1
0,0.58,0,0,1.46,0.87,1.16,0,0,0,0,0,0,0,0,0,0,0.29,0.086,0.606,0,3.591,352,1
0,0.32,0,0,0.32,0,3.25,0,0,0,0,0,0,0,0,0,0,0.32,0.106,0,0.159,1.494,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,1.461,19,1
