@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.17,1.44,0.34,0.05,0.51,0.05,0,0.69,0.23,0.17,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.161,521,1
0,0.21,0.1,0.1,0.64,0,0,0.1,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.065,381,1
0,1.08,0,0,0.18,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,92,1
0,0.82,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,328,1
0.45,0.22,0.67,0,1.35,0,0.45,1.35,1.57,0,0.22,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1.599,0.148,564,1
0,1.9,0,0.95,0.95,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,21,1
0.28,0,0,0,0.84,0,0.84,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147,0.045,524,1
0,0.97,0,0.97,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.834,0,116,1
0,1.11,0,0.74,0.37,0,0,0.37,2.98,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.552,79,1
0,0.38,0.38,0.38,0,0,0.38,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0.215,63,1
0,0.28,0,0,0.28,0,0.57,1.15,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147,0.191,622,1
0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0,107,1
0,0.36,0.6,0.6,0.85,0,0.12,0,0.12,0,0.48,0.12,0,0,0,0,0,0,0,0,0.24,0,0,0,0.234,0.234,746,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0.797,0.885,288,1
0.54,0.54,0,1.08,0.54,0,0.54,0.54,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.54,0,1.182,0.253,180,1
0,0,0,1.04,1.04,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0.061,146,1
0,0.65,0.65,0.32,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.159,139,1
0.64,1.28,0,0.64,0.64,0,0.64,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0.369,119,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.41,0.13,0.1,0.03,0.76,1.15,0.24,0.41,0,0,0.34,0.59,0,0,0,0,0,0,0,0,0,0,0.1,0,0.425,0.573,2224,1
0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,447,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413,0,132,1
0.4,0.14,0.14,0.03,0.89,1.04,0.26,0.37,0,0,0.48,0.59,0,0,0,0,0,0,0,0,0,0,0.07,0,0.433,0.529,2379,1
0,3.12,0,1.04,1.04,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,139,1
0,0.84,0.25,0.08,0.76,0.08,1.6,0.76,0.33,0.84,0.42,0.08,0,0,0,0,0,0,0.08,0.08,0,0,0,0.015,0.502,0.157,2049,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0.417,0.208,61,1
0.77,0,0.57,0,0.38,0,0.19,0.19,1.15,0,1.34,0.77,0,0,0,0,0,0.19,0,0,0,0,0,0,0.438,0.191,921,1
0,0,0,0.5,1.51,0,0.5,0,0,0,1.51,1.01,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0.536,225,1
0.5,0.25,0.25,0.25,2.26,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.034,231,1
0.52,0.26,0,0.26,0,0,0.79,0,0,0,0,0.52,0,0,0,0,0,0,0.26,0,0,0,0,0,0.31,0,566,1
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.165,0.165,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,87,1
0.08,1.52,0.17,0.08,1.43,0.08,0.53,0.08,0,0,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0.068,0.369,0.109,1278,1
0,0.76,0,0.5,0.25,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.433,0.433,249,1
0,0.53,0,0,0.53,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877,0,187,1
0,0,0,0,0.26,0,0,0,1.32,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.175,0.043,885,1
0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799,0.514,62,1
0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,1.461,0,113,1
0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.208,0.416,79,1
0,1.81,0,0,0.36,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1
0,2.23,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0.088,0.353,108,1
0,0.31,0,0,0.62,0,1.25,0.62,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.31,0.048,0.39,0.438,319,1
0.16,0.41,0.57,0.49,1.23,0,0.9,0.08,0.16,0,0.9,0.16,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0.241,0.228,1466,1
0,0,0,2.94,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0.427,0.142,277,1
0.67,1.01,0,0,1.69,0,0.33,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.278,268,1
1.63,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.266,36,1
0.1,0.8,0.8,0.5,0.7,0,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.49,0.158,1351,1
1.03,0,0,0,1.03,0,1.03,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,83,1
0,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0,29,1
0,2.17,0,0,2.17,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.49,0.24,0.24,0.24,2.24,0,0.49,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0.035,228,1
0.17,0.42,0.08,0.08,0.6,0.17,0,0.17,0,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0.028,0.099,0.014,574,1
0,0.73,0,0,0.36,0,0.36,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.059,211,1
0.33,0.99,0,0.33,0,0,0,0,0.99,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.859,0.101,1349,1
0.11,0.45,0.45,0,0.34,0.11,0,0.45,0,0,0.45,0.45,0,0,0,0,0,0,0,0.11,0,0,0.45,0,0.265,0.132,666,1
0,0,0,0,0.75,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1
0,0,0.6,0,1.21,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,210,1
0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,56,1
0,0,0.47,0,1.19,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0.327,1.357,450,1
0,0.15,0,0,0,0,0,0,2.26,4.07,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.255,0.076,1216,1
0.09,0.36,0.09,0,0.73,0.36,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.27,0.031,0.249,0.031,535,1
0,0.64,0,0.64,0.64,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.64,0,0.921,0.345,55,1
0.54,0.54,0,1.08,0.54,0,0.54,0.54,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.54,0,1.18,0.252,181,1
0,1.12,0.56,2.25,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.503,0,375,1
0.09,0.36,0.09,0,0.73,0.36,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.27,0.032,0.257,0.032,535,1
0.18,1.57,0.36,0.06,0.54,0.06,0,0.72,0.24,0,0.84,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0.169,447,1
0,0.42,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,1.269,1484,1
0.49,0.99,0,0.99,0.49,0,0.49,0.49,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0.49,0,1.118,0.239,183,1
0.23,0.7,0.23,0.23,0.47,0,0,1.41,1.89,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0.23,0,1.289,0.151,666,1
0.54,0.05,0.19,0,1.11,1.19,0.19,0.43,0,0,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0.05,0,0.273,0.15,3327,1
0,0.27,0.27,0.13,0.4,0,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,204,1
0,0,0,0.17,0.52,0,0,0.17,0,1.92,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.117,0.058,419,1
0,1.3,0,0.98,0.81,0,0.49,0.65,0.16,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.179,0.674,640,1
0.05,0.76,0.05,0.15,0.47,0,0,0.02,0.1,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,0.016,0.25,0.046,2259,1
0,0.02,0,0,0.02,0,0.05,0.1,0.2,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.107,0.017,3271,1
0,0.31,0.31,0.31,0.95,0,0.95,0.63,2.54,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0.392,0.196,82,1
0.09,0.39,0.09,0.09,0.48,0.58,0.87,0.19,4.1,0,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.155,1458,1
0,0.56,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.615,0,137,1
0.08,0.85,1.02,0.25,0.59,0,0.25,0.08,0.17,0,0.85,0.08,0,0,0,0,0,0,0,0.08,0.17,0.08,0.08,0,0.408,0.118,1412,1
0,0.8,0,0.26,0.53,0.53,0,0,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0.04,164,1
0.44,0.89,0,0,1.33,0,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.44,0,1.131,0.15,153,1
0.38,1.14,0,0,0,0,0,0,0.76,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,1180,1
0.43,0.15,0.09,0.06,0.69,1.06,0.15,0.25,0,1.28,0.31,0.56,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0.345,0.42,3303,1
0,0.53,0,0,0.26,0,0.53,0,0,9.33,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,886,1
0,0.61,0.13,0,0.75,0,0,0.2,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0.472,0.092,703,1
0,0,0,1.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,1.42,0,0,0.95,0,0,0.95,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.496,0.248,249,1
0.42,0.13,0.09,0.09,0.55,1.08,0.26,0.42,0,0,0.32,0.52,0,0,0,0,0,0,0,0,0,0,0.09,0.016,0.345,0.515,2501,1
0.14,0.28,0.14,0.28,0.28,0,1.88,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.21,0,477,1
0,0.35,0,0,0.71,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,260,1
0,0,0,1.08,0.54,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.347,0,53,1
0,0,0,0,0.68,0,0,0,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,96,1
0,0,0,0.56,0.56,0,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.153,0,555,1
0,1.59,0.31,0,0.63,0,0.63,0.31,0,0,0.31,0.63,0,0,0.31,0,0,0,0,1.59,0,0,0,0,0.055,0.501,186,1
0,0.35,0,0,0.7,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.897,0,350,1
0.32,0,0,0,0.97,0,2.58,0,0.32,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.116,240,1
0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.37,0,313,1
0,0.64,0.64,0.32,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.159,143,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,0.23,72,1
0.25,0,0,0,1,0,0,0,0,0,1.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0.997,270,1
0.87,0,0.32,0,1.37,1.69,0.32,0.54,0.29,0,0.34,0.84,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0.639,0.165,3498,1
0.08,0.85,1.02,0.25,0.59,0,0.25,0.08,0.17,0,0.85,0.08,0,0,0,0,0,0,0,0.08,0.17,0.08,0.08,0,0.403,0.117,1407,1
0.59,0,0,0,1.18,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.763,114,1
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.392,0,115,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,1.529,0,66,1
0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,36,1
0,0,0.18,0,0.75,0.18,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,191,1
0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,446,1
0.51,0,0,0.51,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,91,1
0.17,0.17,0,0,0.35,0.17,0.08,0.52,0,1.23,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,414,1
0.54,0.54,0,1.08,0.54,0,0.54,0.54,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.54,0,1.216,0.26,180,1
1.03,1.03,0,0.68,0.68,0,0.68,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.34,0,0.503,0.062,91,1
1.04,1.04,0,0.69,0.69,0,0.69,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.34,0,0.379,0.063,96,1
0.33,0.22,0,0,0.33,0,0.56,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.11,0,0,0,0.392,0.176,391,1
0.9,0,0,0.9,0,0,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0,62,1
0.09,0.38,0,0,0.19,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0.591,0,771,1
0,0.63,0.63,0.31,0.31,0,0.31,0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0.163,144,1
0,0,0,0,1.31,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,54,1
0.1,0.8,0.8,0.5,0.7,0,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.488,0.157,1351,1
0.87,0,0.32,0,1.37,1.69,0.32,0.54,0.29,0,0.34,0.84,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0.639,0.165,3498,1
0.09,0.39,0.09,0.09,0.48,0.58,0.87,0.19,4.1,0,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0.155,1458,1
0.68,0,0,0,0,0,1.36,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,132,1
0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,36,1
0,0.16,0.18,0,0.09,0,0,0,0,0,0,0.04,0,0,0,0,0.07,0,0,0,0,0,0,0.021,0.03,0,9088,1
0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,80,1
0,0.58,0.29,0.09,0.48,0,0,0.19,0,0,0.09,0,0,0,0,0,0,0,0.09,0,0.09,0,0.09,0,0.559,0.047,432,1
0,0.22,0.22,0,0.9,0,0.22,0,0,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.193,617,1
0,1.29,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936,0,133,1
0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,151,1
0.09,0.29,0.19,0,1.59,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,5.836,1.31,753,1
0,0,0.64,0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0.64,0,0,0,0,0.284,0.662,0,292,1
0.76,0.19,0.12,0,1.52,0.38,0.38,0.44,0.69,0,0.44,0.76,0,0,0,0,0,0,0,0.12,0.06,0,0,0.054,0.439,0.241,1070,1
0.07,0.07,0.15,0,0.46,0,0,0.15,0,0,0,0.07,0,0,0,0,0,0,0.15,0.07,0.07,0,0,0,0,0.023,264,1
0.39,0,0.39,0,0.39,0,0,1.17,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333,0,15,1
0,0,0,0,0,0,1.16,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,506,1
0,0,0,0,0,0,0,0,0,7.63,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.133,603,1
0.42,1.71,0,0.42,0.85,0,0,1.92,0,5.78,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0.075,0.263,0.075,1603,1
0,0.8,0,0.8,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,81,1
0,0,0,0.57,1.15,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,172,1
0,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1
0.68,0.68,0,2.73,2.05,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.68,0,0,0,0,0,1.244,0,89,1
0.41,0.41,0,0,0,0,0,0.41,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1
0,0,0,0,0,0,0,0,0,0,0,0,3.58,0.39,0,0.39,0,0,0,0,0,0.39,0.39,0,0,0,130,1
0.56,2.25,0,0,0,0,0.56,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.273,121,1
0,0,0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0.191,0.383,79,1
0.33,1.35,0.67,0.16,0.84,0,1.52,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.084,532,1
0.1,0.61,0.3,0.4,0.5,0,0.1,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0.256,0.928,0.384,1043,1
0,0.12,0,0,0.38,0,0,0.12,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0.061,475,1
0.36,0.82,0.36,0,1.27,0,1.18,0.27,0,0,0.09,0.27,0,0,0,0,0,0,0,0.09,0,0,0,0,0.611,0.014,875,1
0.76,0.19,0.12,0,1.52,0.38,0.38,0.44,0.69,0,0.44,0.76,0,0,0,0,0,0,0,0.12,0.06,0,0,0.053,0.428,0.235,1070,1
0,0.36,0,0,0.36,1.09,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,94,1
0,0.12,0,0,0.96,0,0.12,0.12,0,0,0,0,0,0,0.24,0.12,0,0,0,0,0,0,0.12,0,0,0,505,1
0,0.5,0,0.16,0.33,0.67,0,0,0.5,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.107,258,1
0.49,0,0.99,0,2.48,0,4.97,0.99,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,94,1
0,1.1,0.55,2.2,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.495,0,387,1
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.17,0.17,94,1
0,1.37,0,0.82,0.82,0,0.82,0.27,0,0,0.82,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.188,298,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.554,0,38,1
0,0,0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.716,185,1
0.4,0.25,0.18,0.03,0.72,0.36,0.54,0.36,0.14,0,0.29,0.76,0,0,0,0,0,0,0,0.03,0,0,0.07,0.072,0.334,0.139,1613,1
0,0.27,0,0.55,0.27,0,0,1.11,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,1130,1
0.26,0,0.19,0.06,0.79,1.05,0.59,0.19,0.06,0,0.06,0.06,0,0,0,0,0,0,0,0.06,0,0,0.06,0,0.101,0.101,1280,1
0,0.73,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0.211,0,48,1
0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0.228,168,1
0.32,0.8,0.32,0.16,1.44,0,0,0.32,0,0,0.16,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.05,0.075,159,1
0.44,0.44,1.32,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.37,140,1
