@relation spambase

@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_business numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,1.03,0.14,0,0,0,0,0,0.29,0,0,0,0,0,0,0.128,0.102,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.68,0,0,0.34,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0.048,0,15,1
0,0,0.24,0.72,0.24,0.72,0,0,0,0,0,0,0,0,0,0,0.202,0,54,1
0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0.15,0,0.63,0.15,0,0,0.95,0,0,0,0.15,0,0,0,0,0,0.707,0.022,51,1
1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0.02,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,154,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,1.47,0.14,0,0.73,0,0,0,0,0,0,0,0,0,0,0.215,0.047,217,1
0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0.1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.025,289,1
1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0.31,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.162,0.054,10,1
0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0.75,0.27,0.2,0.06,0,0,0,0,0,0,0,0.06,0,0,0.092,0.023,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0.17,0.34,0.08,0.26,0.08,0,0,0,0,0.08,0,0,0,0,0,0.056,0,126,1
0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0.52,0.21,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.032,0.049,318,1
0,1.11,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0.416,0,23,1
0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.049,149,1
0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,0.75,0.34,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0.182,0.027,131,1
0,0,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0.095,0,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.29,0.29,0.14,0.39,0.69,0,0,0,0,0,0,0,0,0,0,0.09,0.011,1171,1
0,0,0,0,0.52,1.05,0,0,0,0,0,0,0,0,0,0,0.698,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.49,0,0.78,0.29,0,0.59,0.09,0.09,0,0,0,0,0,0.19,0.09,0,0.145,0.014,669,1
0,0,0.1,0.35,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0.131,0.008,127,1
0.08,0.43,0.08,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0.014,0,48,1
0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0.37,0,22,1
0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,22,1
0,0.4,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0.272,0,34,1
0,1.61,0.32,0.32,1.61,0,0,0,0,0,0.32,0,0,0,0,0,0.107,0,63,1
0.97,0,0,0,0,0,0.97,0.97,0,0,0,0,0,0,0,0,0.167,1.342,13,1
0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.158,0,10,1
0.27,0,0,0,1.11,0.55,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0.22,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.229,0.028,138,1
0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0.09,0,0.38,0.29,0.19,0.09,0,0,0,0,0,0,0,0.09,0,0,0.047,0.031,23,1
0.73,0.09,0.83,0.27,0,0.55,0,0,0,0,0,0,0,0.18,0.09,0,0.135,0.013,696,1
0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,14,1
0.16,0,0.64,0.32,0.32,0.16,0,0,0,0,0,0,0,0,0,0,0.075,0,15,1
0.67,0,0.33,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.026,525,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0.39,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.59,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.032,0,43,1
0.5,0.5,0,0,0,0.76,0,0,0,0,0.5,0,0,0,0,0,0.412,0,19,1
0.4,0.1,1.42,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.033,56,1
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.28,0,0,0,0.57,1.44,0,0,0,0,0,0,0,0,0,0,0.218,0,40,1
0,1.36,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0.238,0,19,1
0.5,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,0.77,0,0,2.05,0.51,0.51,0,0,0,0,0,0,0,0,0.173,0,16,1
1.47,1.47,1.47,1.47,2.94,0,0,0,0,0,0,0,0,0,0,0,0.147,0,281,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0.66,1.66,0,0,0,0,0,0,0,0,0,0,0.541,0,21,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,12,1
0,0,0.48,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0.267,0,61,1
0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.157,0,10,1
0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.038,42,1
1.11,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,11,1
0.08,0.42,0.08,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0.013,0,48,1
0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.37,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0.081,706,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
0.25,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.13,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,149,1
0,0.35,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,30,1
0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0.116,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.17,0.17,0,0,0,0.17,3.37,1.77,0,0,0,0,0,0,0,0,0.03,0,85,1
1.63,0,0,0.54,2.73,0,0,0,0,0,0,0,0,0,0,0,0.171,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121,72,1
0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.157,0.052,10,1
0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.088,114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0.28,0.28,0,0.14,0.14,0,0,0,0,0,0.14,0,0,0,0,0,0,0,32,1
0,0.06,0.06,0.06,0.73,0.85,0,0,0,0,0,0,0,0.06,0,0,0.169,0,12,1
0.17,0.34,0.17,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,25,1
0,0.17,0.34,0.08,0.26,0.08,0,0,0,0,0.08,0,0,0,0,0,0.056,0,126,1
0.08,1.04,0.52,0.26,0.34,0.08,0,0,0,0,0,0,0,0,0.08,0,0.261,0.11,54,1
1.08,0,0,0,0.54,1.62,0,0,0,0,0,0,0,0,0,0,0.26,0,68,1
1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0,0.58,0,0,0,0.19,0,0.38,0,0,0,0,0,0,0,1.121,0,2042,1
0,1.37,0.27,0.27,1.37,0,0,0,0,0,0.27,0,0,0,0,0,0.093,0,63,1
0.46,0,0,0.46,0,0.46,0,0,0,0,0.46,0,0,0,0,0,0.223,0,13,1
0,0.09,0,0.38,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,31,1
0.14,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.067,132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1
0,0.59,0,0,0.59,1.78,0,0,0,0,0.59,0,0,0,0,0,0.42,0,12,1
0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0.184,0,31,1
0,0.57,1.15,0,0.19,1.34,0,0,0,0,0,0,0,0,0,0,0.191,0.054,525,1
0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,1.17,0.14,0,0,0,0,0,0.29,0,0,0,0,0,0,0.127,0.102,73,1
0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,137,1
0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0.09,0.32,0.32,0.04,0,0,0,0,0.04,0,0,0,0,0,0.121,0.008,127,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,31,1
0.15,0,0,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0,0.024,0.049,132,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,129,1
0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,27,1
0.68,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.062,0,12,1
0.11,0,0.34,0.23,0.23,0.11,0,0,0,0,0,0,0,0.11,0,0,0.094,0.018,48,1
0.68,0,0,0,0.34,0,0,0,0,0,0.17,0,0,0,0,0,0.196,0,53,1
0,0.27,0.54,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.128,0,93,1
0.46,1.4,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,54,1
0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.8,0,0,0.199,28,1
0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,12,1
0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.211,0.052,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,12,1
1.06,0,0,0,0.53,1.59,0,0,0,0,0,0,0,0,0,0,0.259,0,76,1
0,0.19,0.57,0.3,0.42,0.5,0,0,0,0,0,0,0,0,0,0,1.281,0.125,595,1
0,1.85,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0.217,0,66,1
0.28,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,114,1
0,0,0.47,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0.263,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1.48,0,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.23,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.024,280,1
0.73,1.1,0.36,0,0.36,1.83,0,0,0,0,0,0,0,0,0,0,0.333,0,30,1
1.1,0,0,0,1.84,0.36,0,0,0,0,0,0,0,0,0,0,0.062,0,190,1
0.38,0,0.06,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.071,0,43,1
0,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.059,0,1177,1
0.07,0,0.07,0.07,0.14,0,0,0,0,0,0,0,0,0,0,0,0.167,0.01,44,1
0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,97,1
0,1.08,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0.389,0,16,1
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.68,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.061,0,12,1
0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.29,0.29,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.14,139,1
1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
1.41,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,54,1
0.16,0,0,0,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0.174,0,24,1
0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.05,0.1,0,0,0.15,0.05,0.05,0,0,0,0,0,0,0,0,0.118,0,96,1
0,0.45,0,0.22,0.91,1.6,0,0,0,0,0.91,0,0,0,0,0,0.112,0,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0.84,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,53,1
0.13,0.1,0.54,0.3,0.44,0.37,0,0,0,0,0,0,0,0,0,0,0.519,0.119,136,1
1.43,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,54,1
2,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.979,0,28,1
0.64,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0.313,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,53,1
0.03,0.1,0.56,0.28,0.45,0.38,0,0,0,0,0,0,0,0,0,0,0.528,0.116,260,1
0,0.37,0.37,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0.197,0.065,842,1
0,0.17,0.17,0,0,0.03,1.18,1.22,0,0,0,0,0,0.06,0,0,0.011,0.023,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.232,99,1
0,0.36,0.36,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.118,0,13,1
0,0.05,0,0,0.1,0,0.02,0,0,0,0,0,0,0,0,0,0.017,0.017,489,1
0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,37,1
0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.29,0,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0.64,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0.369,0,22,1
0.2,0.62,1.04,0.2,0.2,1.14,0,0,0,0,0,0,0,0.2,0,0,0.175,0.031,689,1
0.17,0,0.69,0.17,0,0,0.17,0,0.17,0,0.17,0,0,0,0,0,0.681,0,52,1
0,2.04,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.297,0,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.157,0,10,1
0.05,0.05,0.05,0.05,0.69,0.75,0,0,0,0,0,0,0,0,0,0,0.163,0,12,1
0,0.84,0.28,0.28,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0.042,0,47,1
0.39,1.19,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.211,0,13,1
0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,1.36,0.68,0,2.73,0,0,0,0,0,0.68,0,0,0,0,0,0.519,0,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.41,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,5.3,0,92,1
2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,147,1
0.05,0.23,0.44,0.26,0.44,1.11,0,0,0,0,0,0,0,0,0,0,0.784,0.154,193,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.37,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0.05,0.05,0.05,0.05,0.64,0.81,0,0,0,0,0,0,0,0.05,0,0,0.167,0,13,1
0,0.53,0.19,0.26,0.13,0.39,0,0,0,0,0,0,0,0,0,0,0.265,0.034,272,1
0,0,1.69,0.48,0,0,0,0,0,0.24,0,0,0,0,0,0,0.291,0.109,67,1
0,0,0.44,0,0,0,0,0,0,0.11,0,0,0,0.11,0,0,0.196,0.078,75,1
0.4,0.1,1.42,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.032,56,1
0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0.2,0.5,0.8,0.2,0.2,0.1,0,0,0,0,0,0,0,0.2,0,0,0.175,0.014,669,1
0.26,0.26,0,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0.04,0,21,1
0,0,0.24,0.72,0.24,0.72,0,0,0,0,0,0,0,0,0,0,0.205,0,54,1
0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,2.53,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.186,0,23,1
0.19,0,0.19,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0.548,0,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,84,1
0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0.36,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,60,1
0.06,0,0.57,0.25,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0.041,0.143,74,1
0.74,0,0,0.74,3.73,0.74,0,0,0,0,0,0,0,0,0,0,0.118,0.236,7,1
0.34,0,0,0,0.34,0,0,0,0,0,0.34,0,0,0,0,0,0.056,0,17,1
0.61,0.4,0,1.22,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.33,0.33,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.107,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,110,1
0.98,0,0.49,0,0,0.49,0,0,0,0,0,0,0,0.49,0,0,0,0,12,1
0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0.03,0.07,0.54,0.28,0.39,0.39,0,0,0,0,0,0,0,0,0,0,2.33,0.113,266,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.879,56,1
1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0,223,1
0.06,0.12,0.5,0.25,0.25,0.31,0,0,0,0,0,0,0,0,0,0,0.42,0.266,178,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0.072,28,1
1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,4,1
0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,42,1
1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.137,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.09,0,0.19,0.39,0.19,0.39,0,0,0,0,0,0,0,0,0,0,0.151,0,494,1
0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,89,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
1.08,0,0,0,0.54,1.62,0,0,0,0,0,0,0,0,0,0,0.253,0,68,1
0.58,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.271,0,14,1
