@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0.37,1.89,0,0.37,0,2.27,0,0,0,0,0,0,0,0,0,0,0.196,1.246,0.196,1
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.139,0.559,0,1
0,3.69,0.56,0,0,0,0.85,0,0.28,0,0,0,0,0,0,0,0,0.092,0.371,0.046,1
0,0.76,1.01,0.76,0,1.52,2.03,0,0,0,0,0.5,0,0,0,0,0,0.074,0.412,0.412,1
0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.23,1.49,0,0,0,0,0,0,0,0,0,0,0.307,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.14,0.62,0.03,0.21,0.03,3,0,0.54,0,0,0,0,0,0.03,0,0,0.08,0.454,0.523,1
0,0,0,2.31,0,0.46,2.77,0,0,0,0,0.46,0,0,0,0,0,0.494,0.082,0.823,1
0,0.43,0,0,0,0,0.87,9.17,0,0,0,0,0,0,0,0,0,0,0.395,0,1
0,0.23,0.23,0,0.23,0,3.81,0,0,0,0,0,0,0,0,0,0,0.112,1.046,0.037,1
0,0,0,0,1.36,0,2.73,0,0,0,0,0,0,0,0.68,0,0,0,1.706,0.2,1
0,0.46,1.85,0,0.46,0,1.85,0,0,0,0,0,0,0,0,0,0,0.249,1.663,0.249,1
0,0,0,0,0,0,2.04,0,2.04,0,0,0,0,0,0,0,0,0,0.257,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,1
0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.907,0,1
0,0.75,3.78,1.51,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,2.249,1.237,1
0,0.13,0.91,0.03,0.26,0.03,2.75,0,0.52,0,0,0,0,0,0.09,0,0,0.104,0.345,0.515,1
0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.033,0.118,1
1.29,1.29,0,0,1.29,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0.936,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,1
0,0.07,0.76,0,0.26,0,3.22,0,0.34,0,0,0,0,0,0.02,0,0,0.068,0.331,0.79,1
0,0.64,0,0,0.32,0,2.27,0,0.32,0,0,0,0,0,0.32,0,0,0.106,0,0.159,1
0,0,0.93,1.04,0,1.56,1.87,0,0.72,0,0,0,0,0,0,0,0,0,0.548,0.199,1
0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.947,0,1
0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0.403,0,1
0,1.33,0.22,0,1.11,1.11,2.66,0,0,0,0,0.22,0,0,0,0,0,0.134,0.067,0.067,1
0,0.22,1.54,1.1,0.66,1.54,2.87,0,0.22,0,0,0.44,0,0,0,0,0,0.085,0.659,0.114,1
0,0.76,1.01,0.76,0,1.52,2.03,0,0,0,0,0.5,0,0,0,0,0,0.078,0.433,0.433,1
0,0,0,0,0.3,0,2.72,0,0.6,0,0,0,0,0,0,0,0,0.142,0.19,0.142,1
0,1.31,1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.117,0.117,1
0,0.47,0.63,0,0,0,2.05,0,0.47,0,0,0.15,0,0,0.15,0,0,0.076,1.3,0.127,1
0,0.98,0.98,0,0.98,0.98,2.94,0,0,0.98,0,0,0,0,0,0,0,0,0.278,0,1
0,0,0,0,0.79,0,1.58,0,0,0,0,0,0,0,0,0,0,0.231,0.462,0,1
0,0.14,0.61,0.03,0.21,0.03,2.96,0,0.54,0,0,0,0,0,0.03,0,0,0.078,0.439,0.505,1
0,1.09,0.54,0,0.27,0,2.46,0,0.54,0,0,0,0,0,0,0,0,0,0.085,0.128,1
0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,1
0,1.41,0.47,0,0.94,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.218,0,1
0,0,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0.208,1
0,0,0.92,0,2.15,0,5.53,0,0.3,0,0,0,0,0,0.3,0,0,0.1,1.053,0.351,1
0,0.47,0,0,0.47,1.88,1.41,0,0,0,0,0,0,0,0,0,0,0,0.144,0.288,1
0,0,0,0,0,1.96,2.94,0,0,0,0,0,0,0,0,0,0,0.489,0.326,0,1
0,0.56,0.56,0,0.56,0,2.25,0,0,0,0,0,0,0,0.56,0,0,0.101,0.606,0,1
0,0,0,2.31,0,0.46,2.77,0,0,0,0,0.46,0,0,0,0,0,0.49,0.081,0.816,1
0,0,0,0,0,0.59,4.14,0,0,0,0,0,0,0,0,0,0,0.165,0.165,0.082,1
0.57,0,0,0,0,0.57,2.89,0,0.28,0,0,0,0,0,0,0,0,0.461,1.385,0,1
0,1.33,0,0,0.33,1,1,0,0,0,0,0,0,0,0.66,0,0,0.266,0.372,0.159,1
0,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,0,0,0.843,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0.177,0,0.354,1
0,0.2,0.3,0,0.3,0,2.61,0,0.4,0,0,0.5,0,0,0.3,0,0.2,0.141,0.352,0.056,1
0,0.87,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.132,0,0,1
0,0.67,0.67,0,0,0.67,0.67,0,0,0,0,0,0,0,0.67,0,0,0,0.802,0.114,1
0,0,0,0,4.27,0,3.41,0,5.98,0,0,0,0,0,0,0,0,0.146,0.881,0,1
0,0,0.43,0,0.43,1.73,0.43,0,0,0,0,0,0,0,0,0,0,0.124,0.31,0.062,1
0,2,0,0.66,0,6.66,3.33,0,0,0,0,0,0,0,0,0,0,0,0.111,0,1
0,0.73,0.27,1.47,0.09,1.2,1.38,0,0.18,0,0,0,0,0.18,0.09,0,0,0.094,0.432,0.135,1
0,1.14,0.57,0,0,0.57,3.42,0,0,0,0,0,0,0,0.57,0,0,0.081,0.487,0,1
0,0,0,0,0,0,3.4,0,0.68,0,0,0,0,0,0,0,0,0,0.238,0.238,1
0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.016,0.066,1
0,0,0,0,0,0,1.2,0,3.61,0,0,0,0,0,0,0,0,0,0.421,0.21,1
0,0,1.08,0,3.26,0,5.43,0,0,0,0,0,0,0,0,0,0,0,2.152,0,1
0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,1
0,0,0,0,0.38,1.16,1.93,0,0.38,0,0,0,0,0,0,0,0,0.06,0.609,0.121,1
0,0.33,0.84,0,0,0.16,2.37,0,0.33,0,0,0,0,0.16,0,0,0,0.143,0.458,0.143,1
0,1.27,1.27,0,1.27,0,1.7,0,0.42,0,0,0.42,0,0,0,0,0,0.063,0.572,0.063,1
0,1.44,1.32,0,0.6,0,4.44,0,0.96,0,0,0,0,0,0.12,0,0,0.04,0.101,0.202,1
0,0.76,0,0,0,0.13,2.09,0,0,0,0,0,0,0,0,0,0,0.101,0.25,0.046,1
0,2.63,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.61,0,0,0.8,0,1.61,0,0,0,0,0,0,0,0,0,0,0,1.562,0.36,1
0,0.53,0,2.12,0,0.53,2.65,0,0,0,0,0.53,0,0,0,0,0,0.191,0.095,0.478,1
0,1.32,1.32,0,0,0,4.42,0,0.44,0,0,0,0,0,0,0,0,0.301,0.301,0,1
0,0,7.55,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0.192,0.192,0,1
0,0.53,0,0,1.06,0,4.25,0,0,0,0,0,0,0,0.53,0,0,0,1.208,0.259,1
0,0.34,0,0,0.34,1.39,2.09,0,0,0,0,0,0,0,0,0,0,0.056,0.786,0,1
0,0.68,0.17,0.34,1.03,0.17,3.44,0,0,0,0,0.17,0,0,0,0,0,0.084,0.056,0.196,1
0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0.392,3.333,0,1
0,0.16,0,0,0.08,0,0.4,0,0,0,0,0,0,0,0,0,0,0.228,0.406,0.038,1
0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0.546,0,1
0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.202,1.417,1
0,0.6,0,0,0,0.6,1.81,0,0.6,0,0,0,0,0,0,0,0,0.412,0.619,0.103,1
0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.328,0,1
0,0,0.47,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0.694,0,1
0,0.38,0.19,0,0.66,0,1.52,0,0,0,0,0,0,0.38,0,0,0,0.059,0.591,0,1
0,0,0,0,0.41,0.82,3.73,0,0.41,0,0,0,0,0,0.41,0,0,0.065,0.461,0.527,1
0,1.91,0.31,0.63,0,2.23,3.19,0,0,0,0,0.63,0,0,0,0,0,0.092,0.323,0,1
0,0,0.78,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0.889,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,1
0,0,0,0,0.64,0,2.59,0,0,0,0,0,0,0,0,0,0,0.189,0.662,0,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.806,0,1
0,2.83,0,0,0,0.7,3.54,0,0,0,0,0,0,0,0,0,0,0,0.11,0,1
0,1.04,0.69,0.34,0.69,0,5.9,0,0.34,0,0,0,0,0,0.34,0,0,0,0.379,0.063,1
0,1.56,0,0,0.78,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.792,0.339,1
0,1.93,0,0,1.29,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0.462,0.37,1
0,0.33,0,0,0.33,1.32,2.64,0,0,0,0,0,0,0,0.33,0,0,0.053,0.583,0,1
0,0,0,0,0,0,2.05,0,0.41,0,0,0,0,0,0,0,0,0.067,0.067,0,1
0,0,0.36,0,1.1,0.36,2.2,0,0,0,0,0,0,0,0,0,0,0.111,0.5,0.333,1
0,0,0,0,1.23,0,4.93,0,0,0,0,0,0,0,1.23,0,0,0,0.234,0,1
0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.035,0.124,1
0,0,0,0,0,1.4,1.87,0.93,0,0,0,0,0,0,0.46,0,0,0,0,0,1
0,0.41,0.49,0.65,0.9,1.56,2.38,0,0.16,0,0,0.08,0,0,0.08,0,0,0.114,0.241,0.228,1
0,0.93,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0.343,0.343,0.171,1
0,1.63,1.63,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.27,0.21,0,0.38,0,2.85,0,0.16,0,0,0,0,0,0,0,0,0.029,0.019,0.058,1
0,1.03,0,0,2.06,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.14,0.65,0,0.16,0,1.47,0,0.32,0,0,0,0,0,0,0,0,0,0,0.29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0.182,0,0.182,1
0,0,0,0,0,1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,1
0,0,0,0,2.04,2.04,3.06,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,1
0,1.36,0,0,0.45,0.45,1.81,0,0,0,0,0,0,0,0,0,0,0.135,0.135,0,1
0,0,0.48,0,0.96,0,6.73,0,0,0,0,0,0,0,0.48,0,0,0,0.174,0.087,1
0,4.08,0.68,0,0,0.68,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1
0,2.22,0,0,0.55,0,3.88,0,0,0,0,0,0,0,0,0,0,0.255,1.191,0.34,1
0,1.22,0,0,1.22,0,5.52,0,0,0,0,0.61,0,0,0,0,0,0.184,0.829,0,1
0,0.61,0.81,0,0.1,1.11,2.23,0,0.3,0,0,0,0,0,0,0,0,0,0.975,0.396,1
0,0.8,0.1,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.2,0.1,0,0,0.11,0.49,0.158,1
0,0.07,0,0,0,0,0.15,0,0.07,0,0,0.07,0,0.07,0,0,0,0.047,0,0.023,1
0,0.45,0.75,0.3,0,0,4.07,0,0.3,0,0,0,0,0,0.15,0,0,0.25,1.318,0.068,1
0,0.99,1.32,0,0,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0.859,0.101,1
0,0.43,0.65,0,0.43,0.21,0.21,6.75,0,0.21,0,0,0,0,0,0,0,0,0.146,0.146,1
0,0.68,0.68,0,0.68,0.9,3.86,0,0.45,0,0,0,0,0,0.22,0,0,0.033,1.103,0.133,1
0,1.28,0,0,0.64,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.551,0.459,1
0,1.89,0.47,0.47,0.23,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0.08,0,1
0,0,0.39,0,0.98,0,2.56,0,1.38,0,0,0,0,0,0,0,0,0.231,0.745,0.308,1
0,1.03,0.68,0.34,0.68,0,5.86,0,0.34,0,0,0,0,0,0.34,0,0,0,0.366,0.061,1
0,0.04,0.84,0.32,0.89,0.46,3.8,0,0.28,0,0,0.28,0,0,0.28,0,0,0.101,0.522,0.109,1
0,0.35,0,0,0.35,1.4,2.46,0,0,0,0,0,0,0,0.35,0,0,0.056,0.897,0,1
0,1.17,0,0,0.78,0,1.56,0,0.78,0,0,0,0,0,0,0,0,0,0,0.092,1
0,0,0,0,1.28,0,3.84,0,0,0,0,0,0,0,1.28,0,0,0,0.23,0.23,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453,0,1
0,0.72,0,0,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0.364,0.729,0.121,1
1.33,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,1
0,0,0,0,0.38,1.16,1.93,0,0.38,0,0,0,0,0,0,0,0,0.06,0.601,0.12,1
0,0.51,0,2.05,0,0.51,2.56,0,0,0,0,0.51,0,0,0.51,0,0,0.189,0.094,0.473,1
0,0,0,0,1.25,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0.298,0,1
0,0,0,0,6.09,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0.407,0,1
0,0.48,0,0,0.48,0.97,1.46,0,0,0,0,0,0,0,0,0,0,0.08,0.963,0,1
0,0.53,0,0,0,0,3.22,8.06,0,0,0,0,0,0,0,0,0,0,0.265,0.088,1
0,1.07,1.07,0,0,0.71,2.85,0,0,0,0,0.35,0,0,0.35,0,0,0.24,0.24,0.24,1
0,0.23,0.47,0,0.71,0,5.26,0,0.23,0,0,0,0,0,0,0,0,0.178,0.402,0.402,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,1
0,0.36,0,0,0.36,0,1.09,0.36,0,0,0,0.36,0,0,0,0,0,0,0.604,0.181,1
0,0.94,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.428,0,1
0,0.87,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.4,0.93,0,1.86,0,0.93,0,0.46,0,0,0.46,0,0,0,0,0,0.071,0.571,0.214,1
0,0.36,0,0,0,0,1.27,0,0.09,0,0,0,0,0,0,0,0,0.06,0.03,0.015,1
0,1.66,0,0,3.33,0,1.66,0,0,0,0,0,0,0,0,0,0,0.284,1.424,0,1
0,0.84,0.28,0,0.56,0.56,2.52,0,0,0,0,0.28,0,0,0.28,0,0,0.05,0.05,0,1
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,1.284,0,1
0,0,0,0,1.33,0,2.66,0,0,0,0,0,0,0,0,0,0,0,1.326,0,1
0,0.61,0,0,0,0.13,1.16,0,0,0,0,0,0,0.06,0.06,0,0,0.057,0.472,0.092,1
0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.126,0,0,1
0,1.25,0.75,0,0.25,0,2.01,0,0,0,0,0,0,0,0.25,0,0,0.222,0.031,0,1
0,0,0.09,0,0.09,0.59,4.09,0,0.49,0,0,0,0,0,0,0,0,0.267,0.19,0.247,1
0,0.26,0.13,0,0.13,0,2.35,0,0.26,0,0,0,0,0,0,0,0,0.137,0,0.068,1
0,0.4,0,0,0.8,1.2,3.62,0,1.61,0,0,0,0,0,0.4,0,0,0.069,0.552,0.207,1
0,1.05,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,1
0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,1
0,0.42,0,0,0.42,0.84,2.1,0,0,0,0,0,0,0,0.42,0,0,0.066,0.669,0,1
0,0,1.08,0,0.36,0.36,1.08,0,0,0,0,0,0,0,0.36,0,0,0.334,1.203,0.467,1
0,0.08,1.4,0.24,0,0,2.89,0,0.41,0,0,0,0,0,0,0,0,0.063,0.271,0.191,1
0,0.9,0.9,0,1.81,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0.319,1.492,0,1
0,0.09,0.09,0,0,0.19,1.38,0,0,0,0,0,0,0,0,0,0.09,0.068,0.586,0.189,1
0,2.04,0.69,0,0.13,0,4.92,0,0.74,0,0,0.04,0,0,0.18,0.09,0,0.032,0.145,0.121,1
0,0,0,0,0,0.31,1.9,0,0,0,0,0,0,0,0,0,0,0.086,0.13,0.173,1
