@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4-5,7,15,17,21,23-24,26,33,35-36,42,45,48-49,52-53,56-58'

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_business numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0.073,0.367,0.073,27,103,1
0,0.81,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0.26,0,86,189,1
0,0.75,0,0,0,0.45,0,0.3,0,0,0,0,0,0,0,0.058,0.087,0,18,208,1
0,0.97,0.97,0,0,0.97,0,0,0.97,0,0,0,0,0,0,0.503,0,0.167,13,77,1
0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.198,0.198,0,18,261,1
0,0.61,0,0,0.2,1.23,0.06,0,0,0,0,0,0,0.06,0,0.034,0.472,0.092,104,703,1
0,0,1.56,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0.183,140,164,1
0,0.48,0.97,0,0.48,1.45,1.45,0,0,0,0.48,0,0,0.48,0,0,1.085,0.232,58,186,1
0,0.08,0.08,0.17,0,0.94,0.34,0.34,0,0,0,0,0,0.17,0,0,0.261,0.294,62,535,1
0,0.43,0.08,0,0.17,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0.092,0.014,48,1140,1
0,0.29,0.29,0,0.58,2.9,0,0.58,0,0,0,0,0,0,0,0,0.14,0,139,274,1
42.81,1.28,0.28,0,0,0.85,0,0.42,0,0,0.14,0,0,0,0.14,0.026,0.13,0,137,826,1
35.46,0.58,0.58,0,0.58,1.74,0,1.16,0,0,0,0,0,0,0,0,0.239,0.239,123,207,1
0,0.3,0,0,0.3,3.03,0,0.3,0,0,0,0,0,0.3,0,0,0,0.211,11,184,1
0,1.04,0.09,0,0.14,1.23,0.29,0.04,0,0,0,0,0,0.04,0,0.015,0.431,0.111,87,1645,1
0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.136,0.182,30,435,1
0,1.44,0.36,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,60,234,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,11,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,6,25,1
0,0.07,0.05,0,0.44,1.47,1.1,0.34,0,0,0,0,0,0.02,0,0,0.331,0.79,193,3043,1
0,2.25,1.12,0,3.38,2.25,0,0,0,0,0,0,0,0,0,0,1.13,0.347,140,195,1
0,0.72,0.72,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0.729,0.121,32,249,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,10,32,1
0,1.66,0,0,0.11,1.66,0.47,0.83,0,0,0.23,0,0,0.11,0,0,0.155,0.233,54,504,1
0,1.25,0,0,0.62,1.88,0.62,0,0,0,0,0,0,0.62,0,0,0.331,0.11,30,152,1
0,0,0.29,0.29,2.33,1.16,0,0,0,0,0,0,0,0,0,0,0.044,0,24,145,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0.537,0,12,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,12,75,1
0,0.26,0.13,0,0,0.53,0,1.46,0,0,0,0,0,0.13,0,0,0.414,0.021,65,667,1
0,1.18,0.23,0,0.95,0.35,0.59,0.11,0,0,0,0.35,0,0,0,0,0.434,0.197,283,1509,1
0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1
0,1.29,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0.728,0.08,129,205,1
0,0.13,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.01,0,1.611,278,3752,1
0,0,0,0,0,1.64,0,0.14,0,0,0,0,0,0,0,0.05,0.083,0.05,60,326,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,25,69,1
0,0,0,0,0,3.44,0,1.14,0,0,0,0,0,0,0,0,0,0.197,35,81,1
0,1.07,0.19,0.09,0,1.75,0.09,0.29,0,0,0,0,0,0,0,0,0.402,0.232,49,872,1
0,0,0,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.29,0,66,149,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,12,36,1
0,0,0,0,0,0.27,0.27,0.54,0,0,0,0,0,0,0,0,0.451,0.496,64,578,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0.212,0,0.212,24,72,1
0,1.52,2.29,0,0.76,2.29,0,0,0,0,0,0,0,0,0,0,0,0,19,77,1
0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.199,0.199,0,18,261,1
0,0,0,0,0,2.72,0,0,0,0,0,0,0,0.9,0,0,0.17,0.17,41,94,1
0,1.1,2.2,0,0,1.1,0,0,0,0,0,0,0,0.55,0,0,0.495,0,148,387,1
0,2.25,0,0,0.56,1.69,0.56,0,0,0,0,0,0,0,0,0,0.91,0.273,22,121,1
0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212,0,71,191,1
0,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,16,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,1
0,1.66,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,12,134,1
0,0,0,0,0,0,0.76,0.38,0,0,0,0,0,0,0,0,0,0.35,8,80,1
0,0,0,0,0.52,0.52,1.05,0.52,0,0,0,0,0,0,0,0,2.295,0.698,14,125,1
0,0.32,0.04,0.28,0.36,1.28,0.36,0.6,0,0,0,0,0,0.12,0,0.019,0.37,0.152,181,1500,1
0,0,0,0.84,0.28,2.54,0.28,0,0,0,0,0,0,0,0,0,1.147,0.045,104,524,1
0,0.88,0,0.58,0,2.35,0.73,0.29,0,0,0,0,0,0,0,0,1.003,0.215,217,898,1
0,0.34,0,0,0.17,0,0,0,0,0,0,0,0,0.34,0,0,0,0.027,11,170,1
0,1.16,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,11,145,1
0,0.27,0,0,0,1.09,0.27,0,0,0,0,0,0,0.27,0,0,0.472,0.128,93,533,1
0,0,0,0,0.54,1.32,0.34,0.84,0,0,0,0,0,0.07,0,0.016,0.639,0.165,117,3498,1
0,0.36,0.6,1.94,0,0.6,0.48,0.12,0,0,0,0,0,0,0,0,0.234,0.234,39,746,1
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.151,0.302,11,47,1
0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0.309,0,4,32,1
0,0.26,0.08,0.69,0.34,1.3,0.08,0.34,0,0.08,0,0.08,0,0.08,0,0.096,0.358,0.261,54,981,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,1
0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,38,241,1
0,0.81,1.63,0.81,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,11,56,1
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,1.542,1.785,9989,10062,1
0,0.61,0.4,0,0,2.03,0,0.3,0,0,0.1,0,0,0,0,0,0.975,0.396,56,1042,1
0,0,2,0,0,1.5,0.5,0.5,0,0,0,0,0,0,0,0,0.445,0.979,28,164,1
0,0.78,1.56,0,0,2.34,0,0,0,0,0,0,0,0,0,0,1.363,0,29,147,1
0,0.15,0.46,0,0.15,2.01,0,0,0,0,0,0,0,0,0,0,0.123,0,196,608,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0.207,0.207,25,79,1
0,0.8,0.5,1.61,0,0.7,0.6,0.1,0,0,0,0,0,0.1,0,0,0.488,0.157,669,1351,1
0,0,0,0,0,1.88,0,0,0,0,0,0,1.88,0,0,0.323,0,0,1,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0
0,0,0,0,0,0,0,0,0.13,0,0,0.13,0,0,0,0.017,0,0.071,26,433,0
0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0.068,0,21,147,0
0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0
0,0.1,0.2,0,0,0,0,0,0,0,0,0.31,0,0,0.2,0.013,0,0.027,22,423,0
0,0.16,0,0.16,0,0,0,0,0.48,0,3.21,0,0.96,0.32,0,0,0,0,63,1064,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
0,0,0,0,0.29,0.29,0,0,0,0,0,0,1.75,0,0,0.156,0.052,0,38,566,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0
0,0,0,0,0.71,0,0,0,0,0,0,0.35,0,0.71,0,0,0,0,17,206,0
0,0,0,0,0,2.76,0,0.69,0,0.46,0,0,0,0,0,0,0.202,0.121,7,142,0
0,0,0,0,0,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,5,35,0
0,0,0,0,0,0.42,0,0.42,0.85,0,0,0,0,0,0,0,0,0,11,92,0
0,0.26,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0,0.052,20,446,0
0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,6,66,0
0,1.14,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,3,25,0
0,0,0,0,0,1.09,0,0.72,0,0,0,0,0,0,0,0.063,0.063,0.126,35,123,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,9,0
0,1.75,0,0,0,0.87,0,0,0.87,0,0,0,0,0.87,0,0.469,0,0,12,44,0
0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,33,161,0
0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,8,36,0
0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0.129,31,196,0
0,0,0,0,0,0.65,0,0,0,0.65,0,0,0,0,0,0,0,0,28,162,0
0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,11,68,0
0,0,0,0,0,4.44,0,0,0,0,0,0,0,2.22,0,0,0.383,0,3,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,104,413,0
0,1.69,0,0,0,1.69,0,0,0,0,0,0,0,1.69,0,0,0.552,0,4,19,0
0,0.83,0.16,0,0.16,0.16,0,0,0.83,0,0.5,0.16,0.66,0,0,0,0.02,0,28,758,0
0,0.08,0,0,0.08,0.08,0,0,0,0.16,0.24,0.16,0,0,0,0,0,0,60,2026,0
0,0,0,0,0,0.46,0,0,1.38,0,0.92,0.46,1.38,0.46,0.92,0,0,0,34,162,0
0,1.15,0.16,0.16,0,2.31,0.33,0,0,0,0,0,0,0.33,0,0,0.076,0.076,37,364,0
0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,3,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0
0,0,0,0,0,0.94,0,0,0.47,0,0,0,0,0.94,0,0,0,0,17,88,0
0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,2,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,1.21,0,0,1.21,0,0.6,0.6,0,0.6,0,0,0,0,52,186,0
0,0.12,0,0,0.08,0.63,0.08,0,0.5,0,0.08,0,0,0,0.04,0.038,0.044,0.051,27,1263,0
0,0.51,0,0,0.51,0,0,0,0.51,2.06,0,0,0,0,0,0,0,0,6,92,0
0,0,0,0,0,1.98,0,0,0.99,0,0,0,0,0,0,0,0.262,0,14,36,0
0,0.52,0,0,0,0.52,0,0,2.61,0,0.52,0.52,0,1.04,0,0,0.309,0,34,151,0
0,0,0,0,0,0,0,0,2.32,0,4.65,0,0,0,0,0,0,0,75,187,0
0,0,0,0,0,1.35,0,0,0,0,0,0,0,1.35,0,0,0,0,6,44,0
0,0,0,0,0,0,0,0,0,0,1.2,0,2.4,0,0,0,0,0,22,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0,7,14,0
0,0.09,0,0,0.49,0,0.29,0,0,0,0,0.29,0,0,0,0.067,0,0.026,18,481,0
0,0.93,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,7,46,0
0,0,0,0,0,0,0,0,4.16,0,4.16,4.16,0,0,0,0,0,0,11,30,0
0,0,0,0,0,0.58,0,0,2.34,0,1.17,0.58,0.87,0.58,0,0.091,0,0,37,373,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0
0,0,0,0,0,0.69,0,0,0,0.69,0,0,0,0,0,0,0,0,28,157,0
0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,7,25,0
0,0,0,0,0.48,2.88,0.96,0,0,0,0,0,0,0.48,0,0,0.305,0.381,9,98,0
0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0.306,0.306,0,100,431,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0
0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,2.22,0,0,0,23,114,0
0,0,0.49,0,0,0,0,0,2.48,0,0,0,0,0,0,0.336,0,0,42,331,0
0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,2.378,0,37,126,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086,0,1,3,0
0,0,0,0,0,0,0,0,2.77,0,0,0,0,1.38,0,0,0.355,0,12,64,0
0,0.96,0,0,0.48,0,0,0,0.96,0,0,0,0,0,0,0.223,0,0,5,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,7,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0
0,0.78,0,0,0,0.39,0,0,0.39,0.39,0.39,0.39,1.96,0.78,0,0.645,0.129,0,16,249,0
0,0.34,0,0,0,0.34,0,0,0.69,0,0,0.34,0,0,0,0,0,0,14,188,0
0,0,0,0,0,0,0,0,1.52,0,0.76,0.76,0,0.76,0,0,0,0,52,140,0
0,0,0.46,0,0,0,0,0,0,2.3,0,0,0,0.46,0,0.163,0.163,0,13,150,0
0,0.14,0,0,0.63,0,0.07,0,0,0,0,0.07,0,0,0,0.084,0,0,26,855,0
0,0,0,0,0.38,0.1,0,0,0.54,0.38,0,0.38,0,0,0,0.308,0,0.014,107,1386,0
0,0,0,0,0,0,0,0,1.78,0,0.89,0.89,0,0,0.89,0,0,0,12,94,0
0,0,0,0,0,1.23,0,0,1.23,0,1.23,1.23,0,0,0,0,0.278,0,10,66,0
0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0
0,0,0,0,0,4,0,1.6,0,0,0,0,0,0,0,0.122,0,0,6,21,0
0,0,0,0,0,1.05,0,0,2.11,0,0.52,0,0,0.52,0,0,0,0,11,113,0
