@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7-9,13,15-16,22-23,25,27,30-32,34,39,41,43-44,53,57-58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.2,0.5,0,0.8,0.3,1.61,0.1,0,0.6,0,0,0,0,0,0,0,0,0.2,0,0.157,1351,1
0,0,1.6,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,319,1
0,0.96,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.96,0,118,1
0.81,0,0.4,0,0,0,0.4,0,1.62,0,0,0,0,0,0,0,0,0,0,0.272,166,1
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0,0.38,0,0,0,0.38,0,1.16,0,0,0,0,0,0,0,0,0,0,0.121,160,1
0,0,0,0,2.63,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,195,1
0,0,1.25,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.062,65,1
0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0.182,107,1
0.38,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,899,1
0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,97,1
0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0.306,242,1
0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0.787,93,1
0,0.86,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,109,1
0,0.15,0,0.61,0.3,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.067,801,1
0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,2288,1
0,0.58,0,0,0.39,0,0.58,0,0.78,0,0,0,0,0,0,0,0,0,0,0.135,190,1
4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1
0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1
0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.17,0.68,0,0,0.17,0.34,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0.196,208,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1
0.17,0,0.04,0.29,0.87,0,0.32,0,0.34,0,0,0,0,0,0,0,0,0,0.02,0.165,3498,1
0,0,0,0,0,0,0.12,0,0,0,0,0.12,0,0,0,0,0,0,0,0,481,1
0,0,0,0,0,0,0.12,0,0,0,0,0.12,0,0,0,0,0,0,0,0,492,1
0.19,0.19,0.98,0.89,0.19,0.09,0,0,0.09,0,0,0,0,0,0,0.09,0,0,0,0.222,814,1
0.26,0,0.17,0.34,0.43,0.78,1.13,0,0.08,0,0,0,0,0,0,0,0,0,0,0.056,1123,1
0.18,0.18,0.28,0.28,0.61,0.32,0.89,0,0.46,0,0,0,0,0,0,0,0,0,0,0.109,2062,1
0.16,0,0.08,0,0.9,0.16,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0.255,712,1
0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0.29,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,247,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,240,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1
0.26,0.43,0.26,0.69,0.17,0.6,0.69,0,0.95,0,0,0,0,0,0,0,0,0,0,0.242,1339,1
0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0,0.5,0,0,0,0,0.5,0,1.51,0,0,0,0,0,0,0,0,0,0,0.536,225,1
0,0,0,0,0,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0.154,53,1
0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1
0,0.38,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,28,0
0,0,0,0,0.86,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,72,0
0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,68,0
0,0,0,1.03,0,0,0,0,0,0.57,0.11,0,0,0,0,0,0,0,0,0.031,535,0
0,0,0,0.23,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,683,0
0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,11,0
0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,1.01,0,0,0,0,115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0.08,0,0,0.16,0,0.08,0,0,0,1.34,0,0.08,0,0,0,0.16,0,0,0.08,0.012,1655,0
0,0,0,0,0,1.36,0,0,0,1.36,0,0,0,0,0,0,0,1.36,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0.98,0,0,158,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0,0,110,0
0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,388,0
0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,1.81,0,0.9,0,0,0,0,0,0,0,0,104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,65,0
0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0.86,0,0,0,0,0,0,1.72,0,0.86,0,0,0,0,0,0,0,0,43,0
0.68,0,0.34,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,0,0,0,0,0,0,0,2.77,1.11,0.55,0.55,0.55,0.55,0.55,0,1.11,0,0,167,0
0,0,0,0.36,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,172,0
0,0,0,0,0,0,0,0,0,3.37,0.28,0.28,0.28,0.28,0.28,0,0,0.56,0,0,207,0
0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,129,0
0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0.66,0,0,0,0,0,0.66,0,0,0,0,0,0.66,0,0,0,0,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
0,0,0,0,0,0,0,0,0,1.79,0,0.89,0,0,0,0,0,0,0.29,0,174,0
0,0,0,0,0,0,0.68,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0,22,0
0,0,0.08,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0.08,0,0,0,935,0
0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0
0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0.85,0,43,0
0,0,0,0,0,0,0,0,0,1.62,1.08,0.54,0.54,0.54,0.54,0,0,0.54,0,0,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,0,0,4.47,0,0.74,0.74,0,0,0,0,0,0,0,87,0
0,0,0,0.24,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,622,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.01,0,0,0.01,0.03,0,0.11,0,0.01,0,0,0,0,0,0,0,0,0.03,0.01,0,3027,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
0,0,0,0,0,0,0,0,0,1.45,1.45,0.72,0.72,0.72,0.72,0.72,0,0.72,0,0,74,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.66,0,0.66,0,0,127,0
0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,517,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,122,0
0.14,0,0.07,0,0.07,0,0,0.07,0,0,0,0.11,0,0,0,0,0.18,0.03,0,0,1795,0
0.25,0,0.12,0,0.12,0,0,0,0.12,2.51,0,0.25,0,0,0,0,0,0,0,0,367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,103,0
0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0.18,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,212,0
0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,153,0
0,0,0,0,0,0.05,0.21,0,0.21,2.05,0.05,0.16,0.27,0,0,0.16,0,0,0,0.046,1026,0
0,0,0,0,0,0.06,0.19,0,0.25,2.26,0.06,0.19,0.32,0,0,0.19,0,0,0,0.055,897,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0.37,0,0,0,0,0.75,1.87,0.37,0.37,0.37,0.37,0.37,0,2.63,0,0,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,15,0
0,0,0,1.28,0,0,0,0,0,2.56,1.28,1.28,1.28,1.28,1.28,0,0,0,0,0,42,0
0,0.87,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0.159,203,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,85,0
0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,239,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,156,0
0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,74,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0.9,0,0.22,0,0,1.36,0,0,0.22,0,0,0,0,0,0,0,203,0
