@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R3-4,6,9,12-13,15-16,18-19,21-22,25-26,36-37'

@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp19 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,87,94,76,72,80,96,78,87,96,76,91,79,95,75,4
90,72,85,80,76,76,87,74,87,91,80,91,84,95,79,4
131,139,34,44,139,46,133,139,31,133,46,31,44,32,129,2
67,54,59,57,65,60,75,63,61,75,60,57,59,58,67,5
78,61,62,60,68,56,71,59,54,75,60,57,51,45,67,5
128,135,29,46,125,44,123,129,32,118,44,34,46,34,125,2
122,125,34,50,103,51,104,100,51,100,63,64,63,56,59,2
108,85,112,92,92,75,96,75,103,104,79,99,70,79,74,3
83,67,79,71,67,71,85,67,75,85,71,79,70,83,66,7
79,63,51,53,52,55,77,67,54,77,59,48,56,49,66,5
74,58,75,67,62,66,73,55,75,76,66,79,67,73,64,7
81,62,75,71,62,66,84,63,83,80,70,79,67,73,64,7
85,67,75,71,67,70,80,66,83,84,74,79,75,81,68,7
74,62,51,55,50,52,76,66,46,80,56,49,59,54,60,5
123,133,32,51,71,43,122,133,27,117,43,29,42,30,127,2
74,62,58,63,79,52,80,63,46,76,56,53,49,45,72,5
104,78,96,82,81,79,101,83,95,97,79,91,82,92,80,4
100,74,91,82,81,79,97,79,99,105,83,103,85,97,83,3
96,78,87,82,78,75,90,72,91,90,79,95,74,79,76,7
84,66,75,70,70,71,82,68,84,90,75,84,67,79,73,7
80,70,60,66,66,63,86,72,57,82,59,60,57,56,65,5
76,59,53,56,70,56,72,60,48,79,59,54,57,53,87,5
105,79,99,83,79,89,114,87,106,110,85,97,97,111,83,3
90,72,81,71,64,74,85,69,75,82,70,75,72,77,72,7
101,76,92,82,80,84,102,79,102,102,84,98,92,112,81,3
78,65,75,70,65,72,78,57,73,78,68,73,68,75,59,7
85,73,84,74,76,68,86,72,81,86,72,77,68,71,67,7
115,94,111,88,83,101,122,96,116,122,97,112,93,116,92,3
111,91,102,88,83,97,122,96,112,118,92,107,97,116,96,3
74,61,73,76,68,68,75,59,75,75,68,79,71,75,67,7
86,72,77,72,72,68,87,74,75,83,68,71,67,72,67,5
86,72,52,57,72,71,87,74,61,87,56,57,71,79,79,5
90,83,37,41,113,46,100,107,31,108,40,29,48,34,121,2
106,105,37,44,87,43,108,114,34,104,46,39,41,32,100,2
118,96,116,101,96,97,118,96,116,123,93,116,99,113,92,3
113,88,107,92,92,93,118,96,111,118,97,111,95,118,96,3
75,59,75,68,56,67,74,54,68,74,67,72,66,79,55,7
87,74,54,56,70,63,93,79,58,85,63,54,70,79,78,5
108,121,31,50,96,44,109,121,29,104,44,32,46,34,122,2
108,114,34,46,96,41,109,112,32,109,48,37,43,32,107,2
109,87,107,88,92,95,112,89,113,112,90,109,92,112,94,3
70,54,68,67,58,66,76,55,71,73,66,71,71,73,57,7
104,116,40,44,100,40,112,122,27,108,46,29,46,32,127,2
104,104,34,44,104,43,104,107,29,104,43,32,46,32,113,2
122,96,109,95,89,92,114,90,108,105,87,99,89,106,73,3
117,89,109,90,92,92,105,86,99,105,83,95,85,97,69,3
73,55,67,63,55,59,72,53,66,75,63,70,60,67,55,7
96,78,83,70,78,83,105,79,99,105,79,84,78,92,80,7
88,74,79,70,81,83,105,75,84,93,71,81,85,97,73,7
80,66,71,63,66,63,82,72,66,82,63,66,70,75,80,5
73,66,71,66,70,63,82,68,70,82,67,73,70,79,73,5
80,66,75,66,70,63,82,68,73,86,71,77,70,84,76,7
104,118,34,40,122,42,101,120,32,105,46,32,47,34,122,2
96,100,40,43,107,46,110,120,40,97,46,32,42,27,119,2
110,90,112,96,94,93,114,90,115,114,93,115,92,106,94,3
75,49,66,63,53,63,70,51,67,74,60,67,64,69,57,7
82,60,81,67,64,67,82,62,75,82,63,75,72,77,61,7
82,64,84,75,75,74,93,73,92,93,78,92,76,89,76,7
97,75,95,83,75,78,93,76,92,93,85,97,76,98,76,7
79,60,66,67,60,67,78,62,75,78,67,79,72,85,72,4
74,51,67,60,55,64,74,54,69,74,64,73,68,75,59,7
82,62,75,70,58,64,78,61,73,78,72,73,64,75,59,7
89,73,84,70,76,76,90,76,81,90,72,81,80,91,88,7
89,76,84,74,76,72,94,79,85,98,68,89,71,95,92,4
74,57,73,64,61,64,79,59,75,75,68,75,67,75,58,7
78,57,73,72,57,68,79,59,75,79,68,75,67,72,58,7
78,61,77,68,61,64,75,59,75,79,68,79,67,72,62,7
86,72,85,68,98,68,83,67,83,96,71,87,67,79,71,4
75,52,68,64,52,67,70,50,68,70,67,72,66,75,55,7
75,59,75,68,63,71,77,58,79,81,67,79,66,75,59,7
75,59,75,68,63,67,74,58,72,74,67,72,63,71,55,7
93,71,79,67,50,74,88,66,83,88,66,75,71,77,57,7
77,58,79,67,58,66,84,63,79,80,66,75,63,73,60,7
81,67,79,71,62,66,80,63,79,80,66,79,67,77,60,7
89,71,83,75,83,70,80,66,79,80,70,83,71,81,72,4
117,96,118,95,96,96,124,94,117,130,96,117,97,111,73,3
112,85,104,86,81,83,114,86,103,105,87,103,85,111,87,4
100,81,91,74,66,79,93,72,84,82,71,77,78,88,62,7
76,59,79,70,59,71,82,60,77,86,67,77,67,79,62,7
76,59,71,63,59,63,75,60,73,72,63,70,63,75,58,7
97,83,84,71,72,67,105,87,84,97,67,84,68,94,72,4
97,98,40,52,105,53,93,90,56,85,63,71,68,81,76,2
114,87,106,89,87,84,111,91,106,111,88,106,88,107,85,4
82,62,79,70,58,72,86,65,81,82,68,81,71,83,67,7
82,58,79,70,58,68,82,65,77,82,68,77,68,79,56,7
85,62,79,67,62,68,82,65,81,78,68,77,71,83,63,7
82,62,75,70,58,68,78,57,77,74,68,73,68,79,59,7
78,54,73,72,76,64,79,59,75,75,68,75,63,72,58,7
78,61,77,68,57,68,75,56,75,75,71,75,67,79,58,7
78,65,77,68,65,64,83,67,79,79,71,83,71,79,67,7
74,57,73,64,61,68,75,59,75,79,64,79,67,75,67,7
94,76,85,64,72,68,79,63,75,75,68,83,67,72,62,7
75,59,75,76,85,67,81,58,75,77,67,83,66,79,59,7
79,63,99,92,99,63,77,58,83,85,79,103,66,75,59,7
113,88,107,84,85,84,104,83,103,104,84,103,82,104,81,4
75,56,75,68,59,67,77,58,72,77,67,72,70,79,59,7
79,59,79,64,63,67,77,58,75,81,67,79,63,75,63,7
79,56,75,68,59,67,77,62,72,77,67,75,63,63,85,7
128,99,116,71,99,75,128,100,111,128,71,111,66,113,100,1
91,78,91,76,70,71,93,71,79,85,71,68,66,71,52,7
104,83,95,79,75,82,104,81,100,100,82,96,87,99,83,4
100,79,95,79,75,86,100,81,96,96,78,91,87,99,75,4
77,58,79,67,58,66,84,66,79,80,70,79,71,81,68,7
123,100,111,75,100,74,108,92,113,117,74,113,75,112,98,1
96,79,99,79,79,63,66,55,67,73,70,83,67,66,60,7
76,59,75,66,66,63,82,64,77,79,67,77,60,67,62,7
127,96,113,66,100,71,124,98,112,124,67,112,67,106,97,1
90,79,73,67,60,57,89,76,67,78,63,75,57,55,65,7
124,98,108,67,98,63,124,101,115,124,67,111,64,115,98,1
75,57,66,63,57,67,78,62,67,74,67,67,68,69,57,7
78,62,75,63,58,68,74,61,77,78,64,73,68,79,59,7
101,83,102,82,80,84,102,83,102,98,84,102,84,95,85,4
78,57,81,76,79,64,79,63,75,79,68,83,67,79,62,7
86,65,77,68,65,76,96,74,79,83,64,68,79,99,58,7
90,76,59,57,87,56,79,70,51,83,56,54,55,51,54,5
120,98,111,68,98,68,122,99,112,118,68,112,71,111,96,1
125,102,115,64,91,64,122,96,116,128,68,112,67,111,100,1
78,65,69,64,54,64,75,63,75,75,68,71,67,72,58,7
79,59,75,68,59,71,77,58,79,77,67,75,66,75,63,7
91,74,95,76,67,71,93,75,91,89,75,83,70,79,66,7
122,99,112,68,96,71,123,96,107,123,67,107,66,113,96,1
128,103,116,64,96,67,123,100,116,123,71,111,66,113,100,1
128,103,112,64,88,71,128,100,116,123,71,107,70,113,100,1
89,67,83,71,67,74,88,66,87,88,78,91,71,84,68,4
81,71,61,67,62,52,88,78,56,88,56,63,52,54,64,5
123,100,111,71,100,70,127,100,113,127,70,113,71,112,98,1
118,96,99,67,79,70,127,100,113,122,66,100,67,112,90,1
84,70,79,70,66,75,97,72,84,93,75,91,78,92,83,7
92,74,67,52,33,75,97,68,66,68,52,51,78,88,44,5
90,68,88,75,72,74,89,69,84,85,74,88,72,85,68,4
93,68,91,71,68,74,85,65,88,93,78,92,76,85,72,4
82,75,54,59,72,60,85,80,56,85,57,53,64,66,72,5
68,57,66,67,64,63,70,58,67,67,60,63,64,66,57,7
82,65,84,78,83,64,78,65,81,82,72,89,68,83,67,7
85,69,97,82,87,68,82,65,89,94,80,102,68,83,81,7
85,80,53,57,69,60,82,76,55,78,57,55,64,68,67,5
63,44,49,50,58,53,71,46,52,71,53,55,53,51,63,5
82,73,53,53,69,53,74,57,55,74,53,55,53,57,67,5
119,101,111,67,97,68,120,98,111,120,64,111,68,116,96,1
74,58,67,60,55,60,74,54,69,71,60,62,60,61,56,7
70,58,67,63,58,60,71,57,62,67,64,66,64,64,56,7
64,39,49,53,57,56,63,41,51,67,53,54,55,61,58,5
71,57,55,53,72,53,75,59,57,79,60,54,55,58,62,5
82,68,52,53,57,53,71,59,57,75,53,57,55,58,58,5
120,98,111,72,102,64,122,96,107,122,68,116,71,116,104,1
87,70,87,76,67,75,93,71,87,93,79,91,78,87,74,4
83,63,83,76,81,71,85,67,79,85,71,83,66,83,63,7
75,59,57,60,59,55,70,58,54,74,55,54,52,53,59,5
75,63,68,64,67,51,81,75,68,89,63,87,56,63,78,5
122,99,112,64,99,71,123,100,111,123,67,107,70,118,96,1
122,103,112,68,85,71,118,100,111,123,71,103,66,113,103,1
93,71,83,75,71,78,88,70,87,88,78,87,75,91,72,4
85,62,83,75,75,66,80,63,83,84,70,83,67,81,64,7
96,79,91,75,75,74,96,70,91,96,82,91,67,84,79,4
67,54,68,63,58,63,73,55,67,69,63,67,67,70,57,7
84,78,63,59,78,67,97,83,91,105,79,103,93,115,101,3
92,78,87,63,78,71,110,86,99,101,75,99,70,111,80,1
122,96,118,66,100,71,119,98,108,119,63,112,67,111,94,1
122,103,113,66,96,67,130,98,112,124,67,108,63,111,94,1
122,103,109,63,89,63,124,98,108,119,63,99,67,111,101,1
97,72,88,75,72,78,97,73,92,93,82,88,80,94,72,4
79,68,57,67,72,60,78,62,49,78,60,60,60,62,72,5
105,86,95,75,68,85,114,94,102,114,74,92,84,111,87,3
119,98,112,63,98,67,119,97,106,114,67,111,64,106,98,1
124,98,108,63,94,67,124,97,106,124,67,111,68,111,98,1
72,57,66,63,53,67,74,62,71,74,63,67,64,77,57,7
89,73,84,78,69,76,90,68,89,86,80,85,71,87,70,4
124,101,111,67,90,76,115,94,106,115,68,102,71,95,92,1
114,94,111,63,94,64,115,94,106,115,64,106,60,103,92,1
114,97,102,63,94,64,115,94,102,115,64,106,64,103,96,1
115,91,102,64,79,71,113,92,107,118,64,99,71,107,92,1
102,79,85,64,83,64,104,85,91,104,60,95,63,107,92,1
115,94,106,64,98,64,113,92,103,118,60,99,63,103,92,1
115,94,106,64,94,60,118,92,99,113,64,103,63,107,92,1
87,70,87,76,70,71,89,67,83,89,75,87,74,83,66,4
87,70,61,60,59,71,81,71,61,74,59,54,63,75,55,5
100,78,87,76,74,79,104,75,87,89,79,91,82,96,78,7
113,92,107,64,85,71,118,96,107,118,63,107,70,104,92,1
113,85,91,64,74,71,118,96,99,109,63,87,74,113,85,1
96,75,87,75,71,74,92,70,91,92,74,87,75,84,64,4
113,92,107,88,92,90,117,96,109,117,90,109,96,112,90,3
113,92,103,63,87,63,112,92,104,112,59,104,59,88,90,1
92,70,91,74,66,75,90,68,84,82,71,81,67,75,55,4
117,96,109,86,89,92,114,94,99,105,83,103,89,106,97,3
117,96,104,66,92,59,119,90,103,119,63,103,57,97,87,1
112,92,109,70,92,63,114,94,103,110,59,99,60,97,83,1
112,92,104,63,92,59,110,86,88,110,59,99,53,92,94,1
104,81,91,63,89,59,105,86,99,101,67,95,60,97,80,1
90,68,84,71,64,67,78,58,75,78,63,71,64,69,61,7
82,64,73,67,57,63,74,55,67,82,63,71,64,73,57,7
79,57,73,67,60,63,74,58,71,74,63,71,68,69,57,7
119,94,103,63,90,63,110,87,97,114,57,92,57,94,87,1
105,86,88,59,90,57,105,83,92,105,57,88,53,85,83,1
110,86,88,59,90,53,105,87,88,105,60,97,53,85,91,1
105,86,99,67,83,60,114,94,102,114,67,97,64,102,94,1
124,101,106,85,94,88,120,102,111,115,76,106,84,116,88,1
105,87,97,60,90,57,98,83,85,102,57,89,53,83,74,1
105,87,88,60,94,53,98,83,85,102,57,98,46,79,92,1
105,87,97,63,97,53,102,83,98,106,60,106,50,79,92,1
102,83,106,88,91,80,100,81,103,108,88,107,88,95,96,3
83,70,83,68,59,67,85,67,83,89,71,79,70,79,78,7
81,62,83,79,79,82,108,85,104,108,90,104,96,108,86,3
104,83,87,55,75,56,96,74,83,104,63,91,56,84,86,1
104,83,83,51,79,56,96,78,79,96,52,79,56,84,75,1
118,92,99,67,79,70,122,96,109,122,63,104,67,108,86,1
118,96,107,67,87,70,122,100,113,122,70,113,67,103,86,1
76,63,79,70,70,83,101,83,99,105,87,99,89,106,87,3
92,74,79,74,78,71,86,68,77,90,75,91,70,75,83,7
112,96,104,66,81,71,114,94,95,105,56,81,63,97,80,1
100,81,87,56,89,52,90,75,84,105,52,81,50,79,76,1
92,74,79,49,78,56,97,79,81,97,52,73,53,84,73,1
100,81,83,59,85,56,93,83,84,97,59,88,57,92,87,1
122,92,109,66,96,67,124,94,108,114,75,108,67,111,97,1
68,57,73,67,57,67,78,58,75,78,67,84,80,89,91,7
110,86,112,96,94,89,105,87,106,114,93,111,88,106,94,3
90,75,84,52,79,50,101,76,75,97,50,71,50,73,72,1
86,72,66,56,72,53,78,73,71,82,53,75,57,73,79,1
101,83,88,56,83,57,105,87,88,105,57,92,53,85,87,1
89,73,88,89,94,64,82,65,89,102,84,106,76,83,96,7
114,94,97,57,80,57,115,94,94,111,53,85,53,95,81,1
85,76,71,50,80,53,82,76,73,86,60,77,56,68,85,1
97,83,88,53,80,57,98,79,85,98,53,85,56,87,81,1
119,97,111,63,90,68,120,98,111,120,68,102,68,107,92,1
114,90,92,67,80,68,111,87,89,98,68,94,68,112,88,1
114,87,97,63,87,64,106,87,98,111,64,85,64,95,88,1
110,87,92,67,90,64,111,87,85,111,68,89,60,99,92,5
110,87,92,67,90,64,111,87,89,115,72,94,64,91,99,5
89,76,79,63,65,64,78,68,69,82,60,66,60,57,67,7
93,76,71,60,65,68,82,68,66,78,60,66,53,54,67,7
111,87,102,92,87,88,113,85,107,113,84,103,88,107,79,3
98,83,85,57,83,56,100,81,87,100,56,87,67,99,87,1
106,87,94,60,87,56,104,85,91,104,56,91,63,95,87,1
113,85,107,84,81,88,113,87,103,109,88,103,90,104,89,3
108,88,107,88,81,84,104,79,107,109,84,103,82,96,89,3
96,81,87,56,81,67,104,87,95,109,63,95,63,100,89,1
108,85,91,56,88,55,104,87,91,104,63,95,52,87,85,1
122,96,112,68,92,67,123,96,111,123,71,111,63,100,103,1
109,87,103,79,79,86,108,89,104,108,86,104,87,103,98,3
81,62,83,84,92,82,92,81,87,100,86,100,83,99,86,7
96,75,72,51,71,49,96,78,71,88,49,71,46,73,79,1
96,83,83,59,87,59,100,81,83,100,59,87,56,81,94,1
128,96,107,71,96,74,122,100,113,122,70,109,67,108,101,1
123,96,103,67,92,70,122,96,109,122,66,113,75,112,101,1
118,133,37,44,125,49,112,118,53,108,49,40,52,54,135,2
118,129,32,44,129,52,108,114,40,112,46,34,49,45,139,2
109,92,99,75,96,66,112,89,96,112,70,96,56,73,94,5
67,71,54,59,62,49,69,66,53,73,59,60,52,54,68,5
100,81,83,59,85,56,93,79,84,105,63,99,57,79,83,1
112,122,49,52,114,56,110,98,54,97,49,45,60,88,136,2
101,83,99,87,90,85,105,83,102,110,85,102,84,102,87,3
97,83,84,59,83,57,101,83,84,101,50,79,53,77,76,1
101,83,81,56,79,50,93,80,79,89,57,79,53,77,76,1
114,90,103,59,90,63,114,90,102,114,63,102,60,89,91,1
110,98,54,49,124,60,110,97,40,105,44,31,60,89,128,2
110,139,30,46,124,44,114,133,31,110,44,29,44,31,124,2
110,87,102,78,87,88,102,91,98,102,72,94,88,99,88,3
110,94,97,53,83,57,111,91,85,102,50,73,53,87,78,1
101,83,75,63,83,60,90,79,81,90,64,85,64,91,81,1
114,90,102,63,90,60,102,83,98,115,68,106,56,68,88,1
114,136,31,44,140,50,115,128,31,111,47,34,60,64,128,2
86,72,69,50,72,50,87,70,71,87,50,75,51,72,75,1
94,79,81,60,79,56,91,78,79,96,64,91,59,83,87,1
98,83,89,64,91,64,104,85,91,104,68,91,71,95,87,1
111,87,94,60,87,56,108,85,83,100,56,83,63,95,87,1
115,128,31,47,128,60,100,99,51,104,50,36,67,87,92,2
113,88,91,53,85,63,113,87,83,100,51,75,63,96,81,1
104,88,95,56,85,63,109,87,95,113,63,95,63,91,92,1
91,81,75,64,88,59,85,75,75,89,59,64,56,60,74,5
96,79,99,67,87,56,100,78,87,96,66,100,52,84,79,1
109,92,95,59,92,63,108,89,91,112,63,96,67,103,94,1
113,96,103,71,96,70,112,92,104,112,70,104,75,112,94,1
100,87,68,55,96,70,108,89,79,96,63,71,71,95,86,5
96,87,58,59,79,56,100,89,60,88,56,60,59,63,79,5
84,74,67,49,74,49,93,75,66,86,49,70,47,75,76,1
92,81,83,59,81,56,97,83,84,97,56,81,57,79,80,1
96,81,100,66,92,56,97,79,84,93,59,88,57,79,83,1
88,74,71,59,92,49,86,83,70,90,59,63,50,46,83,5
97,75,95,83,83,78,97,76,92,101,78,92,80,94,76,3
93,75,81,63,90,63,105,87,92,110,67,102,60,94,94,1
110,94,103,71,98,67,114,94,106,119,70,106,64,102,94,1
97,80,106,93,90,88,106,87,115,115,92,120,92,107,96,3
114,94,102,85,83,84,102,79,94,94,80,94,84,95,81,3
110,87,88,60,87,76,106,91,94,111,57,81,84,107,88,1
105,87,92,60,90,64,111,91,94,111,64,98,68,107,92,1
105,90,92,78,97,80,125,102,115,131,88,111,84,116,96,1
85,76,71,60,87,57,82,72,77,90,60,66,56,68,99,5
102,79,98,84,79,80,100,81,95,100,84,103,88,103,96,3
102,79,102,84,91,84,108,88,103,113,84,99,88,103,92,3
98,79,81,53,76,53,96,81,83,96,53,75,51,75,79,1
82,76,77,57,76,53,83,70,71,79,56,75,51,68,75,1
94,79,81,60,79,60,91,81,87,100,60,83,63,87,83,1
90,76,85,60,83,60,96,85,87,100,64,83,59,83,87,1
90,83,73,53,83,64,104,88,79,100,56,71,63,83,87,1
106,87,89,72,79,71,108,88,91,100,76,95,75,99,83,4
100,85,103,92,96,93,113,92,111,123,97,111,90,109,96,3
96,78,79,53,81,48,89,75,75,89,51,75,49,71,74,1
122,96,112,80,96,79,118,100,111,123,84,103,78,104,96,1
91,81,64,56,74,59,96,75,75,89,59,79,59,87,74,5
106,79,94,76,76,80,113,85,95,100,80,95,79,103,75,4
102,76,94,76,76,80,100,78,95,100,80,91,79,95,75,4
94,76,89,76,76,80,100,74,95,104,76,91,75,95,71,4
111,87,111,88,87,84,108,85,95,104,84,99,88,95,83,3
94,72,81,68,65,71,87,70,79,79,71,79,71,75,67,7
108,85,107,88,92,84,113,87,99,109,84,103,63,67,85,3
108,85,95,84,85,88,100,79,95,100,88,103,86,104,78,3
85,62,79,71,62,66,84,63,79,88,70,79,63,77,98,4
77,67,75,67,67,74,88,66,79,88,70,75,71,81,68,7
