@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,11,16-19,21-22,24,26,29,33-34,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp18 numeric
@attribute Sp22 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
108,119,86,105,90,89,106,114,89,106,87,106,88,92,111,3
103,105,86,114,87,89,106,110,89,106,90,111,97,92,111,3
112,114,83,110,90,89,106,114,89,106,87,111,88,88,111,3
112,114,94,124,97,93,115,114,89,111,94,120,92,80,98,3
66,72,60,75,55,67,71,70,67,75,69,66,64,68,81,7
77,82,72,90,65,67,79,82,67,79,65,77,72,68,69,7
106,101,83,114,83,76,77,102,53,40,116,95,80,64,64,2
29,135,143,129,142,44,29,136,44,31,142,36,43,46,29,2
34,119,129,114,135,44,31,120,44,31,128,31,46,46,34,2
111,110,87,114,87,88,102,111,88,111,91,107,88,88,103,3
37,120,120,120,121,43,36,118,46,36,128,37,48,48,37,2
37,120,120,111,125,50,34,118,50,36,128,34,48,48,34,2
69,67,57,71,34,56,57,56,60,57,49,54,55,59,51,5
81,90,72,90,70,68,75,79,71,75,63,75,71,67,72,7
31,122,128,122,129,44,32,128,48,29,125,29,46,46,32,2
99,104,88,118,79,88,107,109,88,111,92,49,74,86,100,3
103,104,85,108,83,88,107,109,93,107,92,104,86,90,109,3
107,108,92,118,92,93,107,113,88,111,87,109,90,90,113,3
112,113,92,118,96,93,111,118,93,111,92,109,90,95,113,3
95,104,79,96,78,82,96,104,82,96,81,91,83,83,91,4
34,139,146,139,144,43,32,138,46,32,144,32,42,46,32,2
32,134,133,134,136,46,32,127,49,32,133,32,42,42,32,2
40,118,100,123,129,49,37,112,52,43,103,34,49,49,40,2
107,113,87,118,89,90,113,112,90,113,92,112,96,92,108,3
61,63,29,57,52,59,56,62,56,53,48,57,52,52,51,5
75,74,67,96,59,63,67,73,66,75,63,66,63,63,70,7
118,122,92,117,98,92,108,114,92,99,86,102,82,82,88,3
96,100,78,96,79,79,95,93,79,95,75,88,78,78,88,4
56,108,144,133,79,56,42,114,42,32,146,88,63,47,37,2
29,138,133,122,135,42,32,130,42,32,127,43,44,44,31,2
99,105,75,97,73,78,92,93,78,92,76,89,80,80,89,4
112,119,90,119,94,93,115,119,97,115,97,115,88,88,111,3
60,65,57,75,58,63,67,74,67,71,62,52,57,60,62,7
34,124,136,119,139,47,34,125,44,31,128,29,46,46,34,2
37,114,129,119,124,47,34,115,44,34,120,36,50,50,36,2
53,82,101,101,124,44,29,106,44,31,116,29,43,43,29,2
89,98,79,98,81,84,95,100,84,95,78,99,84,79,95,4
89,94,79,98,78,84,95,100,80,91,81,95,79,79,91,4
89,98,76,90,78,80,91,96,71,87,74,95,79,79,91,4
94,98,72,90,81,71,87,91,76,87,74,91,79,84,95,4
31,131,139,131,143,46,31,133,46,31,139,34,44,44,32,2
115,120,91,111,81,84,99,104,84,95,78,95,79,84,95,7
69,71,46,60,63,64,64,71,64,61,59,83,71,63,64,5
55,67,50,67,63,56,51,67,53,51,52,51,55,59,48,5
29,115,113,106,135,43,29,122,43,29,128,27,41,41,27,2
87,96,74,100,79,79,95,96,84,95,79,96,82,82,96,4
95,100,81,96,79,84,99,100,84,99,79,96,82,82,96,4
99,100,81,100,79,84,99,100,84,95,79,100,82,78,96,4
87,87,78,96,79,79,95,96,79,99,79,91,82,82,96,4
29,122,128,122,137,41,27,123,41,27,133,27,43,43,27,2
37,118,104,113,129,49,34,122,56,49,100,48,59,63,66,2
75,85,67,81,70,74,79,84,70,75,66,81,71,71,81,7
87,85,75,89,74,74,83,88,74,83,74,88,75,75,84,7
27,123,133,113,147,43,27,122,43,27,129,30,42,42,30,2
96,100,81,104,79,83,99,101,79,95,83,97,82,82,92,4
100,96,78,104,83,79,95,101,79,95,79,92,82,78,92,4
34,112,125,112,120,46,37,105,46,40,109,43,44,47,46,2
67,69,55,73,53,63,70,68,67,70,57,67,63,63,67,7
83,88,70,88,75,75,84,93,75,84,72,84,74,70,84,7
60,84,70,80,72,63,57,86,59,57,68,67,57,57,53,5
99,101,83,97,80,82,92,101,78,92,76,98,84,84,102,4
51,68,68,79,58,53,53,74,53,53,69,55,57,53,46,5
32,105,72,79,104,47,40,93,50,40,80,29,47,47,37,2
106,110,80,101,91,88,102,106,88,98,83,116,97,92,107,3
67,67,55,67,54,64,69,71,64,69,54,71,64,60,71,7
67,74,58,78,57,68,73,74,64,73,57,71,64,64,71,7
88,85,69,85,72,76,81,86,72,81,72,87,80,71,75,7
75,85,69,82,72,68,69,86,68,69,72,68,64,64,71,5
56,82,76,82,72,57,52,90,57,52,72,71,60,56,57,5
98,102,79,102,85,92,112,118,92,112,88,111,97,97,116,3
55,98,102,102,70,71,75,83,68,71,59,68,67,67,72,7
69,78,54,64,52,64,68,71,60,71,56,72,67,63,68,7
69,78,57,71,59,64,75,75,68,71,56,72,67,67,72,7
77,78,61,78,56,68,71,67,68,71,59,72,67,67,72,7
75,87,67,83,67,67,72,81,71,72,67,75,66,66,71,5
61,83,70,83,67,63,64,77,67,68,67,63,63,66,71,5
48,96,107,104,96,44,34,100,48,29,100,27,46,49,40,2
116,123,96,118,92,99,113,117,99,118,96,112,96,96,117,3
107,113,92,109,92,90,109,108,86,104,85,95,75,75,77,3
72,77,54,74,59,66,79,80,66,71,55,77,71,71,81,7
68,89,75,85,78,66,71,88,66,71,74,77,71,67,73,5
113,117,96,117,94,96,117,119,96,117,94,120,97,97,115,3
118,117,92,112,98,92,112,119,92,112,90,115,93,93,111,3
104,117,89,117,90,96,108,110,96,112,94,111,93,93,111,3
113,117,96,117,94,92,117,114,92,108,86,111,89,85,97,3
109,108,85,92,68,75,77,82,67,73,49,71,67,63,67,7
75,84,55,73,53,63,70,75,59,66,53,67,60,60,67,7
71,69,55,76,57,67,73,79,67,73,60,71,63,63,71,7
75,76,59,73,60,67,73,82,71,77,60,79,67,67,75,7
79,80,55,76,64,71,81,79,71,73,60,75,70,70,75,7
71,69,55,69,57,63,70,68,63,70,57,71,67,70,75,7
71,73,59,80,64,71,81,82,71,81,68,79,70,74,79,7
75,80,70,88,72,71,77,90,71,81,75,79,74,74,84,7
32,100,107,104,116,42,32,105,42,30,109,29,44,47,43,2
117,119,94,119,97,97,115,119,97,115,97,120,101,97,115,3
70,75,57,75,58,63,75,78,63,71,58,73,64,64,73,7
81,79,60,72,62,70,75,78,67,79,58,73,64,64,69,7
70,72,57,72,58,67,75,78,70,75,62,73,68,68,77,7
77,72,64,82,65,70,79,85,70,79,69,77,72,72,81,7
70,82,72,90,73,70,79,85,74,84,76,94,76,72,85,7
30,110,120,97,126,42,27,110,44,34,122,29,41,44,31,2
71,78,58,78,57,64,73,74,64,73,61,75,68,68,75,7
75,78,58,74,57,64,69,78,68,73,61,71,68,64,75,7
71,74,62,82,61,68,77,82,68,77,61,75,68,68,79,7
92,93,76,97,76,80,94,98,80,94,76,91,80,80,91,7
75,78,69,85,68,68,73,78,64,73,65,83,68,68,83,4
75,85,76,97,65,72,81,86,76,85,79,83,68,71,83,4
84,89,94,105,72,76,85,98,68,66,98,79,71,71,87,4
73,74,61,82,63,68,75,79,68,75,59,72,67,67,83,7
73,74,57,78,59,68,71,75,68,71,59,72,63,67,68,7
29,111,124,102,132,40,29,113,43,31,121,32,41,44,29,2
107,113,96,122,92,93,116,118,97,121,96,118,99,95,118,3
83,83,67,87,62,71,79,85,71,79,67,79,70,70,79,7
83,83,74,96,67,71,79,89,71,87,71,83,70,70,87,7
87,91,74,96,71,71,87,89,75,83,71,79,70,66,83,7
91,100,74,100,71,75,87,93,79,95,79,83,70,74,87,7
75,81,58,74,59,66,75,76,63,71,59,73,67,63,70,7
75,74,58,70,63,66,75,76,59,71,55,73,63,67,73,7
72,85,67,85,59,66,75,80,66,79,63,73,67,67,77,7
87,93,67,81,89,70,87,92,70,79,70,95,71,67,84,4
83,93,83,104,66,70,83,92,74,83,85,84,71,75,84,4
112,114,86,114,65,85,102,105,97,115,101,73,72,88,115,3
103,105,72,82,80,78,88,97,67,79,65,98,76,76,81,7
77,79,60,82,62,67,79,78,67,79,62,73,64,68,73,7
77,86,75,101,73,67,97,101,74,102,90,94,76,76,115,1
99,105,86,105,97,74,115,119,70,111,90,115,72,72,115,1
34,93,98,97,101,53,49,93,60,56,83,73,68,72,94,2
79,89,73,101,76,68,94,106,76,111,94,91,71,76,116,1
97,101,90,119,94,76,115,120,72,115,102,116,76,80,116,1
111,114,80,97,98,72,106,111,64,94,79,116,71,68,103,1
84,85,65,85,72,72,85,86,72,85,68,87,71,76,83,4
77,74,54,78,59,64,75,79,64,75,59,75,63,67,75,7
98,102,72,94,74,80,87,91,76,87,67,91,75,75,91,4
73,78,61,74,59,68,75,79,60,75,59,75,71,67,75,7
73,78,54,74,59,68,79,79,68,75,56,72,67,67,75,7
79,83,59,79,62,67,75,81,67,75,62,75,63,63,63,7
112,122,88,100,100,67,107,118,63,103,92,113,66,66,113,1
83,87,63,75,58,67,72,74,67,68,58,63,63,63,67,7
99,104,78,96,79,75,91,96,75,91,71,83,78,74,91,4
91,96,71,93,81,74,83,96,66,71,59,88,79,71,81,7
72,74,58,77,55,63,63,69,63,67,55,66,63,63,70,7
91,96,71,93,78,74,91,92,74,87,74,84,75,75,88,4
79,80,63,76,64,67,77,79,67,73,60,79,67,67,75,7
79,84,85,108,60,71,84,90,83,99,83,75,63,74,92,7
104,108,81,104,83,83,103,105,87,99,83,92,82,82,97,4
96,108,81,104,83,87,99,105,87,99,83,102,82,82,97,4
79,84,63,84,64,67,77,82,71,77,64,75,67,67,71,7
113,122,100,122,98,63,112,124,63,108,101,111,63,63,115,1
63,66,52,66,57,63,63,65,63,66,53,71,63,63,75,7
67,69,55,66,60,67,70,75,67,66,60,71,67,67,67,7
95,101,72,93,76,78,88,93,78,88,76,94,76,76,94,4
84,93,79,105,76,85,102,105,85,102,83,94,80,84,102,4
77,82,64,82,69,67,75,85,67,75,62,89,72,72,77,7
63,93,83,97,87,57,56,93,57,56,94,59,57,57,55,5
57,97,86,97,94,53,56,97,60,56,87,55,57,57,55,5
112,124,98,124,101,67,106,124,67,111,97,115,68,68,115,1
88,97,83,101,83,80,98,106,76,98,79,95,80,80,99,3
63,89,65,78,72,57,59,74,60,66,65,57,56,56,64,5
88,101,94,119,83,68,106,115,72,115,98,99,68,68,116,1
106,124,97,124,98,68,115,120,64,115,98,112,68,64,116,1
115,129,94,105,102,68,115,120,64,106,91,116,68,68,112,1
71,74,62,78,61,68,73,78,68,69,57,75,64,64,75,7
89,98,76,90,78,76,87,91,71,87,70,91,75,71,79,7
59,74,65,78,70,56,64,83,64,75,63,54,55,59,61,5
99,104,74,83,83,79,99,109,79,91,75,100,82,82,100,3
51,83,70,87,50,55,51,67,59,58,62,49,52,56,60,5
54,83,78,87,54,59,58,74,59,58,71,56,56,59,60,5
95,100,75,89,78,82,91,96,66,71,74,103,83,71,63,4
91,93,71,81,66,78,83,88,74,87,66,73,75,75,88,7
54,85,71,85,74,56,53,84,56,53,78,54,52,52,51,5
83,92,63,76,72,71,84,90,63,81,64,88,78,67,88,4
67,66,33,66,34,52,51,62,49,48,49,63,50,50,49,5
60,76,70,84,68,56,54,82,56,51,75,53,50,53,53,5
113,127,100,127,98,63,112,130,71,112,101,111,63,67,115,1
118,127,96,104,101,71,108,130,71,108,90,111,67,70,111,1
75,76,66,73,57,67,77,75,71,81,64,67,60,67,79,7
112,130,101,114,94,67,111,119,70,111,97,111,64,68,111,1
108,114,75,79,97,70,97,105,63,79,73,111,68,64,89,1
66,68,57,75,65,63,67,70,63,71,58,77,68,64,69,7
66,68,57,75,58,63,71,74,63,71,58,73,64,60,69,7
92,89,69,89,72,76,89,94,72,85,68,87,76,76,83,4
79,89,73,97,68,76,89,94,80,98,76,79,76,80,91,7
88,93,80,97,76,80,98,102,80,98,76,87,80,80,95,7
92,97,80,101,76,80,98,102,80,94,79,91,80,80,95,7
56,74,73,82,68,50,52,78,53,52,65,51,53,53,51,5
94,94,68,82,70,80,95,91,71,87,70,91,75,75,87,4
81,86,76,102,70,76,87,96,80,91,78,79,75,75,87,7
55,82,65,78,67,56,54,75,53,51,59,54,55,55,54,5
115,125,98,125,96,64,112,122,60,107,96,111,71,67,103,1
115,125,98,125,96,60,107,122,64,107,99,107,67,67,107,1
87,91,67,91,67,79,91,93,79,91,71,87,74,78,87,4
79,83,67,83,62,67,79,85,71,79,67,79,63,66,83,7
83,96,81,83,79,79,91,96,75,79,75,91,82,82,91,4
99,108,85,104,87,79,107,104,84,99,83,104,82,82,100,3
51,75,59,75,67,55,54,81,51,58,75,56,56,56,63,5
112,122,99,128,100,71,111,123,71,111,96,113,63,63,109,1
107,118,103,122,96,71,111,118,71,111,100,104,66,70,113,1
91,96,71,89,74,78,87,88,78,87,70,88,75,79,88,4
103,104,92,109,81,86,100,108,82,104,89,84,75,79,95,3
111,123,96,118,96,63,109,122,63,109,100,108,63,63,103,1
103,113,96,118,96,63,109,112,66,104,96,103,67,63,103,1
111,123,96,118,103,66,109,117,66,109,96,108,67,63,108,1
87,88,74,96,72,79,88,93,75,91,72,92,78,82,88,4
91,96,78,92,79,79,95,101,75,88,79,84,78,74,79,4
63,73,66,88,68,63,57,75,67,73,72,67,53,60,60,5
75,88,74,96,72,71,84,86,75,81,68,60,67,70,79,7
113,122,96,122,98,63,108,119,63,112,94,106,67,63,106,1
113,127,103,117,98,63,108,124,67,108,98,106,63,63,111,1
109,122,96,117,98,63,108,119,67,112,101,106,63,63,111,1
91,97,79,97,69,78,88,93,74,79,73,73,68,72,81,4
84,90,83,110,69,78,92,97,82,106,87,94,80,80,102,7
95,105,86,110,80,82,106,114,85,111,90,98,80,80,106,3
54,72,60,79,69,60,60,93,63,63,90,69,72,80,94,5
77,97,86,110,97,93,120,124,82,120,101,106,80,76,111,1
99,101,86,119,80,63,88,105,67,97,87,89,60,64,89,1
108,114,94,119,90,63,102,119,63,102,94,102,64,64,106,1
108,119,94,101,94,67,111,114,67,106,90,111,72,72,111,1
66,65,60,72,58,63,71,74,67,71,62,77,64,64,77,7
75,101,87,105,91,92,115,120,97,115,102,116,97,88,116,3
115,124,104,124,91,80,111,120,76,111,94,87,68,71,95,1
94,94,76,94,74,76,95,91,80,91,70,87,75,79,87,4
73,78,68,90,59,64,71,79,71,79,70,75,67,67,72,7
85,86,72,98,70,76,91,96,76,99,85,87,79,84,103,7
69,98,87,111,88,84,107,118,84,112,96,103,75,75,99,3
111,131,98,111,96,71,112,128,71,112,96,111,71,71,111,1
91,96,74,91,75,79,87,93,75,91,75,87,78,74,87,4
99,104,78,91,83,79,91,104,75,87,75,83,82,82,91,7
75,91,81,108,83,75,107,113,75,103,96,109,74,70,100,3
95,113,88,113,92,63,103,113,63,103,87,104,63,59,104,1
107,113,92,113,92,63,103,118,67,103,96,100,66,66,104,1
103,118,99,118,92,71,111,118,67,107,96,100,63,63,109,1
54,77,75,109,55,63,60,80,78,83,78,63,63,79,91,5
99,109,92,113,92,74,100,112,70,100,92,99,63,63,91,1
103,113,96,113,92,66,96,108,63,87,81,91,59,59,91,1
107,113,87,113,92,63,100,112,63,104,92,91,59,59,88,1
103,113,92,113,92,59,100,104,59,96,81,99,63,59,95,1
107,123,100,118,96,66,109,122,66,109,100,103,67,67,108,1
111,113,96,118,100,66,109,122,70,113,96,108,67,67,112,1
79,76,63,88,57,63,73,75,67,84,68,75,60,63,75,7
87,88,66,80,68,71,91,90,67,84,64,75,67,70,88,7
83,100,85,96,83,83,91,101,87,95,79,92,78,82,102,7
104,112,96,127,94,92,117,124,92,117,101,120,93,93,120,3
87,104,89,108,90,59,99,114,59,99,90,88,60,57,92,1
104,108,92,108,79,63,95,105,67,95,83,84,63,67,84,1
100,112,96,117,86,67,99,114,67,103,94,79,67,67,92,1
113,122,96,122,94,63,112,114,67,108,101,111,63,67,111,1
99,110,86,101,90,60,97,114,63,102,87,106,64,64,106,1
112,114,101,119,97,67,111,124,67,111,97,111,72,72,111,1
108,119,98,119,94,67,111,119,67,111,94,111,72,72,111,1
75,78,55,82,57,64,73,74,64,73,57,71,68,64,75,7
67,82,58,74,57,68,69,74,64,73,54,75,68,64,71,7
84,85,73,89,68,80,98,106,88,106,87,75,76,88,103,7
79,89,87,101,79,76,85,98,80,94,83,83,76,80,95,7
106,119,94,114,98,64,102,115,64,106,94,107,64,64,107,1
115,120,94,115,96,88,116,122,84,112,99,121,84,79,107,3
115,120,94,115,99,76,112,118,71,103,88,103,67,63,91,1
85,102,83,94,85,50,75,91,53,75,74,72,51,51,75,1
106,115,98,115,92,64,107,118,64,112,96,95,67,71,107,1
106,115,87,102,96,76,112,122,76,112,99,111,84,75,107,1
111,115,98,120,96,71,112,122,71,112,96,111,71,71,111,1
83,87,59,79,71,71,79,81,67,72,62,83,78,82,100,7
87,96,70,96,71,79,87,100,75,87,79,75,74,74,79,7
107,113,96,122,96,88,121,123,84,111,96,100,78,78,113,3
75,79,78,91,79,55,75,96,55,72,71,79,49,52,67,1
112,128,99,122,100,71,111,123,71,111,100,109,66,66,109,1
72,74,54,74,55,66,71,69,66,71,55,66,67,67,73,7
68,70,58,67,55,63,71,73,63,67,55,73,67,71,81,7
72,70,58,77,59,63,75,76,66,75,63,88,79,83,99,7
87,96,71,100,74,70,75,92,74,87,78,66,71,67,73,7
79,96,79,109,74,74,83,88,78,91,81,77,75,87,103,7
95,109,92,118,81,86,104,112,86,100,92,103,92,87,112,3
79,100,79,89,78,52,67,84,52,71,78,70,52,52,73,1
83,96,83,100,85,56,79,96,52,79,78,88,56,52,81,1
83,100,79,93,78,52,79,100,56,83,85,81,49,56,81,1
71,73,55,76,57,63,70,72,63,73,60,84,78,82,102,7
79,80,70,92,83,87,99,110,87,112,90,106,89,89,106,3
87,92,74,88,68,71,73,86,71,77,72,71,70,67,71,7
79,88,78,100,72,75,91,101,87,103,90,71,78,89,106,7
104,112,92,104,98,87,112,114,79,108,98,106,78,74,102,3
75,100,78,84,75,52,70,90,52,73,75,67,50,50,75,1
67,84,78,92,75,52,73,90,56,84,79,71,50,53,84,1
83,104,89,104,86,59,91,101,56,88,83,79,50,53,84,1
109,122,96,117,94,67,112,124,67,108,94,106,74,67,106,1
77,82,68,90,83,85,102,114,85,102,87,106,84,84,102,3
99,105,86,114,87,89,102,105,89,106,94,106,88,88,111,3
81,101,79,86,76,47,67,89,47,71,73,69,50,50,66,1
66,82,72,97,73,53,75,89,53,79,73,73,53,57,73,1
91,101,86,101,73,50,79,97,53,84,83,77,57,57,85,1
88,101,83,93,83,53,88,105,53,84,80,85,57,53,85,1
88,105,83,97,87,57,92,101,57,88,83,89,60,60,98,1
108,124,94,124,94,63,106,114,63,106,90,66,60,64,98,1
106,110,87,110,87,88,106,115,88,106,87,103,84,88,103,3
75,89,69,82,65,60,66,78,64,66,65,68,64,76,87,7
71,85,76,89,76,53,66,82,60,73,76,61,56,64,83,1
92,110,94,114,98,53,66,106,60,94,87,31,43,46,48,2
88,110,83,105,94,76,89,115,72,89,91,95,76,80,95,5
102,115,91,111,92,88,107,113,88,103,85,107,93,88,107,3
66,82,76,82,74,53,61,79,56,68,74,61,51,51,68,1
66,86,76,86,67,56,68,83,64,83,85,61,51,59,72,1
106,115,94,120,92,64,103,118,68,107,96,103,67,67,107,1
94,111,91,111,107,53,75,104,64,95,88,32,48,51,58,2
94,111,94,111,99,76,99,122,80,95,96,99,75,75,95,5
69,82,68,78,70,56,57,71,56,61,67,42,48,51,54,5
103,113,85,108,83,88,103,104,88,103,83,100,90,90,100,3
103,104,85,108,79,84,99,100,84,99,79,96,82,82,96,3
48,108,92,108,129,48,34,113,51,58,104,34,46,46,32,2
91,118,99,122,96,75,99,118,75,99,96,96,70,74,91,5
103,104,83,109,85,90,100,100,86,100,81,99,83,83,95,3
103,109,83,109,81,86,100,108,86,100,81,99,83,83,95,3
103,113,92,109,89,86,100,108,78,100,92,99,79,75,99,3
103,109,92,118,89,78,100,112,78,104,96,99,75,67,99,3
68,85,71,77,74,49,67,88,52,67,70,73,52,49,73,1
61,77,71,85,66,49,67,80,52,71,74,70,49,52,73,1
79,96,83,96,81,56,79,88,59,83,81,81,56,56,81,1
95,104,87,104,92,63,100,117,63,96,89,99,63,63,103,1
95,104,87,113,89,63,96,108,63,96,89,103,63,59,99,1
58,113,83,100,133,46,46,112,56,71,89,30,42,46,34,2
104,108,81,108,83,83,99,101,83,95,79,97,82,82,97,3
104,108,89,108,86,87,103,110,87,103,86,102,89,89,106,3
100,108,89,112,86,79,99,105,75,99,90,92,74,67,97,3
83,100,85,112,86,63,99,114,67,99,94,88,57,60,88,1
100,112,92,112,94,63,99,114,63,103,90,106,67,63,97,1
96,112,89,108,90,63,103,119,59,99,90,97,67,63,102,1
100,117,103,122,94,63,103,119,67,108,98,97,67,74,106,1
109,122,100,117,101,71,112,130,71,112,101,102,67,70,111,1
113,117,100,122,101,71,112,130,71,112,98,106,70,67,106,1
79,117,122,112,98,56,70,110,52,54,105,111,60,47,40,1
91,108,78,76,86,71,77,86,59,60,72,88,78,63,75,5
46,69,66,73,68,52,60,72,59,63,68,63,60,63,71,7
103,114,94,119,94,93,115,124,97,115,97,111,92,92,106,3
112,119,98,110,94,97,115,124,93,106,94,115,92,88,102,3
70,82,72,82,65,50,71,85,53,75,73,69,53,53,73,1
81,105,86,110,83,57,88,105,60,97,87,89,57,57,94,1
88,105,94,110,90,63,84,97,70,88,87,55,57,64,85,5
102,110,87,114,87,84,106,111,88,111,91,103,88,92,112,3
115,124,94,101,87,88,102,106,88,102,83,99,84,84,103,3
88,101,76,89,76,50,69,86,53,69,72,71,50,50,71,1
75,89,80,101,76,53,73,90,53,77,76,75,53,53,79,1
97,114,90,114,83,60,85,102,64,98,91,75,56,64,83,1
31,114,133,114,131,44,31,115,47,31,124,39,50,50,57,2
102,106,87,111,81,84,103,108,88,112,88,95,84,88,107,3
111,115,94,111,88,88,99,104,80,99,81,107,84,84,99,3
77,94,76,86,74,56,68,83,53,68,70,72,55,51,72,1
77,94,76,90,81,56,83,96,56,83,81,83,71,67,103,1
94,115,83,102,88,60,75,91,56,68,74,83,59,55,68,1
89,102,83,115,78,56,68,83,64,83,88,72,55,63,79,1
98,111,87,106,85,56,91,104,56,95,92,103,63,59,95,1
106,115,98,125,99,71,112,128,71,103,96,111,67,67,91,1
111,125,94,111,96,64,91,104,60,91,88,91,59,59,87,1
75,91,78,87,75,51,83,93,55,79,79,71,49,52,79,1
91,104,85,104,92,75,95,104,67,83,79,83,66,70,96,1
99,113,85,104,92,67,103,109,63,95,87,79,63,63,91,1
112,122,99,128,100,71,111,118,67,99,96,100,70,66,104,1
83,108,99,104,92,67,87,100,63,79,87,75,70,70,100,1
51,104,128,118,87,59,68,96,55,61,96,100,66,63,71,5
61,91,85,91,83,59,61,89,59,61,75,60,56,56,60,5
