@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-2,7,9,11-12,16-17,19,22-23,26-27,29,36-37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp17 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
90,113,112,86,108,89,86,87,105,108,110,106,114,89,87,3
86,104,108,86,112,85,90,83,105,99,110,106,114,89,87,3
86,104,112,82,112,89,90,87,110,103,105,111,105,89,87,3
90,104,112,90,117,85,90,96,114,117,124,120,119,93,94,3
92,112,119,96,119,94,94,93,124,115,119,106,111,88,91,3
87,103,101,83,101,79,90,89,101,75,97,106,115,88,83,3
42,32,130,46,124,139,140,44,124,34,119,34,136,47,135,2
46,40,135,42,140,150,115,44,129,29,135,40,115,50,142,2
89,106,114,89,114,87,91,92,111,111,115,112,118,92,88,3
67,71,82,78,89,73,65,72,82,81,90,79,87,71,70,7
67,79,74,67,70,55,57,64,74,69,74,75,75,68,59,7
88,111,111,84,111,91,88,84,113,107,113,111,113,84,92,3
47,34,131,47,125,135,135,46,128,31,133,37,134,44,146,2
44,31,120,50,115,113,135,46,128,39,122,32,134,48,125,2
44,31,115,50,111,116,132,46,122,45,108,34,123,48,112,2
50,40,102,80,102,79,128,53,113,83,100,34,123,48,96,2
88,111,115,88,111,87,88,92,113,107,108,107,113,93,87,3
92,111,120,92,120,94,96,88,122,103,108,95,100,79,67,3
92,116,118,88,113,88,96,93,118,111,113,113,122,95,85,3
50,31,128,46,128,135,137,48,128,32,134,32,133,46,133,2
46,36,122,53,108,103,133,48,118,40,118,34,127,49,129,2
92,112,118,92,118,88,96,93,118,111,118,113,117,95,96,3
88,112,113,88,113,88,92,88,118,107,113,118,122,90,96,3
80,87,75,60,60,45,58,63,63,51,50,79,80,63,48,5
56,54,67,60,75,63,46,55,67,58,70,56,76,59,44,5
53,57,75,64,79,59,50,55,70,68,77,49,69,59,48,5
44,29,139,44,134,141,144,46,138,32,138,34,130,46,142,2
48,34,118,48,118,112,129,49,127,32,122,32,119,46,127,2
88,107,113,88,113,83,89,86,104,96,92,95,101,79,64,3
59,51,67,55,67,50,44,59,66,56,73,51,62,56,49,5
63,68,74,67,74,62,55,66,76,71,73,60,65,59,64,7
46,32,127,49,127,133,139,42,124,32,124,34,129,44,136,2
49,37,104,49,117,122,124,49,105,45,105,34,114,44,111,2
90,113,112,90,112,89,83,83,101,95,101,92,101,78,65,3
59,56,62,59,66,44,49,56,62,54,65,53,70,53,51,5
59,53,66,56,73,52,45,56,65,51,65,53,67,57,48,5
63,67,80,70,84,70,60,63,75,73,79,60,74,63,62,7
70,79,84,70,73,63,64,63,75,63,72,60,70,60,83,7
83,91,101,79,93,75,80,78,93,92,93,94,98,76,72,4
42,32,119,46,119,131,136,44,124,34,119,31,125,47,128,2
56,51,65,56,65,49,48,57,63,56,67,52,71,53,50,5
63,66,72,63,75,64,58,57,74,63,74,55,71,57,72,5
63,66,75,67,79,64,58,63,74,60,70,55,74,57,94,5
63,63,68,59,65,53,76,60,74,60,70,37,98,53,61,7
50,43,124,44,124,133,102,47,115,31,131,39,122,50,135,2
82,92,93,78,85,65,65,72,78,81,78,79,83,71,70,7
53,49,74,57,74,58,50,57,74,55,78,51,67,53,63,5
57,56,70,57,74,58,50,57,67,55,71,51,67,53,52,5
57,56,74,63,74,62,54,57,74,52,82,54,71,53,96,5
57,60,74,67,78,62,61,57,78,62,82,48,71,56,63,5
63,67,78,67,78,65,61,60,82,62,78,51,71,60,67,5
47,31,131,47,131,139,139,46,133,31,133,32,128,44,133,2
72,81,90,72,94,65,70,71,87,79,83,79,85,75,71,7
57,55,60,57,64,50,56,64,71,61,71,79,89,63,71,5
57,55,71,57,74,65,52,53,71,51,75,48,74,55,67,5
53,52,71,57,78,61,78,53,71,51,71,32,113,51,62,5
57,52,78,60,82,65,59,56,71,54,75,45,85,51,62,5
88,95,104,84,96,78,79,84,96,91,96,104,104,82,78,4
84,95,96,71,91,74,79,79,93,91,96,96,100,78,78,4
50,36,122,50,122,117,129,44,123,29,118,32,122,46,133,2
46,36,122,50,113,107,129,48,118,37,118,29,122,43,129,2
50,45,122,43,133,135,116,51,109,37,113,32,122,49,100,2
64,61,91,71,87,63,54,67,74,72,70,67,69,63,55,7
68,75,83,71,96,74,62,71,85,83,89,83,80,70,63,7
71,75,87,71,87,70,67,75,85,87,89,75,84,70,70,7
64,64,71,60,71,59,75,63,85,58,77,83,88,74,70,5
40,31,96,53,71,59,133,44,113,45,85,27,122,43,133,2
84,95,96,84,100,79,78,82,96,96,100,95,97,83,79,4
48,34,118,44,118,129,122,46,122,32,122,32,124,46,127,2
67,75,77,67,74,58,59,63,69,67,69,66,72,67,53,7
67,72,74,67,74,58,55,63,73,71,73,70,68,67,57,7
79,99,100,84,104,79,74,82,96,87,92,84,86,75,72,7
59,58,77,55,81,71,63,66,76,60,80,57,82,59,68,5
55,51,104,44,128,146,63,56,84,43,104,48,79,59,90,5
51,45,128,41,134,146,70,52,104,29,117,54,82,59,116,2
82,96,100,82,96,78,83,83,105,99,101,115,114,89,83,3
78,87,104,49,117,129,83,75,93,45,105,115,110,89,80,2
56,49,88,66,88,70,64,67,75,70,75,67,70,63,51,7
78,83,80,70,84,70,72,75,82,81,82,84,85,67,69,7
59,53,76,52,80,63,68,59,82,48,75,60,82,57,73,5
79,95,97,79,97,79,83,85,101,97,110,98,106,88,87,3
75,81,105,49,114,120,80,67,89,43,97,111,115,80,83,2
49,40,114,46,124,131,101,50,101,37,110,77,90,64,98,2
46,30,114,42,119,135,133,53,114,56,101,69,102,68,54,2
71,81,82,75,86,64,65,67,82,79,85,77,78,68,61,7
71,77,82,75,90,72,69,67,82,79,85,69,86,68,72,7
59,57,82,59,82,68,76,57,82,60,82,52,90,57,68,5
59,60,82,59,82,68,65,60,82,60,82,52,78,57,68,5
52,48,72,59,72,53,69,50,74,49,74,46,78,53,65,5
56,48,82,59,90,90,73,50,89,37,105,31,98,44,102,2
59,48,110,46,124,142,115,42,114,29,119,46,102,44,124,2
82,92,101,85,110,80,87,88,106,106,106,103,108,88,85,3
82,102,110,89,110,87,83,88,106,106,111,107,113,92,92,3
93,111,110,89,105,80,91,101,120,111,115,107,118,97,92,3
53,49,101,47,110,122,79,64,98,55,98,75,96,64,70,2
53,43,101,60,85,73,65,64,74,69,78,71,75,64,52,7
63,71,78,67,78,62,57,64,74,73,78,75,71,64,59,7
67,67,82,57,85,76,76,60,86,52,90,79,87,71,74,5
97,115,120,97,115,87,92,97,122,112,118,111,109,97,92,3
60,59,98,68,90,79,78,68,100,75,96,79,93,63,62,2
68,77,98,57,98,98,78,64,87,75,83,75,77,67,54,2
64,69,71,64,67,54,56,60,75,71,75,68,70,67,54,7
68,77,78,72,78,57,56,68,71,75,71,72,70,67,58,7
68,77,86,57,90,76,74,71,87,61,87,79,89,71,75,7
57,52,78,60,82,68,74,56,83,57,79,61,93,63,71,5
47,37,106,41,115,113,110,40,104,31,104,29,100,44,104,2
88,103,113,92,108,85,87,88,109,111,113,113,112,90,89,3
64,68,71,64,71,56,54,63,70,68,70,75,76,66,55,7
64,71,75,64,71,52,54,67,74,72,77,71,73,66,59,7
71,71,87,56,87,74,71,67,89,61,93,75,88,70,74,5
60,61,87,56,83,70,75,63,93,58,85,79,88,70,74,5
56,57,91,53,96,96,104,48,104,32,100,87,96,63,114,2
53,45,100,43,108,117,108,48,104,37,104,32,104,46,114,2
43,31,108,43,104,117,112,44,109,29,104,32,104,46,114,2
93,111,118,97,118,96,96,95,117,113,117,117,119,96,94,3
97,111,113,88,118,92,89,90,112,109,108,99,105,83,68,3
67,75,89,71,93,71,66,66,80,75,88,70,82,67,72,7
48,37,109,44,104,121,114,46,104,34,104,32,101,42,116,2
44,29,104,51,96,96,114,40,112,27,108,32,105,46,127,2
95,113,112,95,112,89,90,92,114,112,114,106,114,93,90,3
43,27,108,49,96,100,127,46,110,32,110,31,110,42,129,2
96,117,119,96,114,94,94,97,119,111,119,115,120,97,94,3
67,73,86,75,82,64,62,67,89,88,93,81,86,76,76,7
71,73,90,67,90,75,76,67,89,75,89,81,98,72,83,5
67,73,90,71,90,75,73,74,89,84,97,89,98,72,79,4
93,111,110,85,105,80,79,80,102,98,98,107,113,88,78,4
82,88,89,67,74,55,72,72,82,69,71,87,91,76,52,7
63,71,78,67,82,62,61,64,78,73,78,75,75,68,63,7
78,92,93,85,101,76,76,80,98,94,98,91,96,76,74,7
67,79,78,67,78,65,79,72,90,81,86,103,108,71,81,4
42,29,110,44,110,122,128,41,111,31,106,31,104,40,128,2
44,29,105,44,101,115,113,47,106,49,98,45,100,64,70,2
92,115,111,92,115,91,96,92,118,112,113,111,118,93,83,3
80,94,82,64,71,54,74,76,87,68,75,91,93,71,50,7
76,85,94,76,94,76,67,80,91,91,96,83,89,71,71,7
97,112,122,101,122,96,92,97,123,116,123,118,122,95,100,3
64,71,71,68,75,56,58,63,74,68,70,79,80,66,55,7
68,79,83,71,87,63,62,71,81,79,85,75,76,66,63,7
76,83,79,68,83,70,75,71,85,75,81,96,104,70,70,4
88,107,113,88,109,87,92,90,112,100,100,112,114,87,72,4
88,107,100,79,93,71,81,78,96,83,88,88,93,71,68,7
67,72,77,63,77,58,55,66,80,75,80,73,79,67,60,7
67,72,74,67,77,58,63,70,80,75,76,77,86,67,60,7
67,75,77,71,77,58,59,66,76,75,84,77,82,67,57,7
71,83,89,71,89,71,63,70,88,79,92,77,79,67,68,7
71,79,81,67,85,67,78,70,84,79,80,88,97,67,72,4
41,29,113,48,109,112,129,43,108,32,108,40,97,52,75,2
44,29,109,63,93,75,129,46,108,43,92,48,90,59,64,2
63,64,85,67,85,67,92,66,80,79,84,70,86,67,68,4
71,83,85,67,85,62,59,70,84,83,88,77,86,71,72,4
86,104,112,90,122,92,86,87,119,112,114,111,114,89,83,4
90,109,100,78,96,70,83,79,93,84,82,97,101,78,65,7
66,75,76,63,76,59,57,67,72,70,72,75,82,63,62,7
66,79,76,59,73,55,60,63,75,73,72,79,74,63,55,7
63,75,76,66,80,63,60,67,75,77,75,67,74,63,58,7
66,75,80,66,76,63,60,67,82,77,82,71,74,63,62,7
70,87,84,66,80,70,83,67,93,81,90,92,105,67,76,4
46,27,108,46,108,122,105,52,90,63,90,71,85,70,73,2
67,73,79,67,79,60,62,70,82,79,78,77,82,68,61,7
67,84,82,67,86,68,65,63,89,79,82,77,82,60,68,7
67,84,90,71,82,75,80,67,93,84,89,89,102,64,68,4
89,102,89,70,85,65,57,64,78,73,78,75,71,64,59,7
63,71,78,63,74,62,57,64,74,69,74,71,75,68,59,7
63,71,78,63,85,58,61,64,78,77,86,79,83,68,67,7
74,115,119,70,114,90,102,72,125,115,120,116,128,80,96,1
63,71,89,74,85,73,76,76,98,94,98,99,104,76,74,4
64,77,74,64,78,61,59,64,79,79,79,75,77,67,62,7
64,77,78,64,78,61,59,64,79,79,83,75,81,67,62,7
64,77,78,68,78,65,63,68,79,83,83,83,85,71,67,7
68,77,82,64,82,65,67,64,79,75,83,79,81,71,71,7
68,94,120,76,120,102,96,76,122,112,128,111,123,75,100,1
72,115,111,64,102,79,96,71,122,103,118,111,128,71,96,1
64,89,86,68,86,68,74,71,87,87,91,91,96,71,71,4
76,87,91,71,87,70,75,75,100,95,93,91,96,78,81,4
68,79,79,64,83,67,62,71,85,79,85,79,84,66,63,7
68,75,75,68,75,59,62,67,81,75,81,79,76,70,66,7
68,71,75,64,79,59,62,67,81,79,81,75,76,66,66,7
80,116,128,76,122,96,100,75,128,111,128,113,127,66,100,1
75,91,93,75,100,75,70,78,96,96,100,91,97,75,79,4
79,95,85,71,81,62,81,82,104,91,96,103,105,83,72,4
79,87,81,67,77,58,81,78,96,79,84,99,105,79,64,7
67,72,77,67,81,62,70,70,76,75,76,63,90,63,60,7
67,72,77,67,77,62,55,63,69,67,66,66,72,63,57,7
75,91,93,71,89,67,74,74,92,87,88,88,90,75,64,4
66,113,122,66,127,100,98,63,124,108,135,120,124,63,101,1
66,113,122,63,117,92,98,67,130,112,119,111,124,63,104,1
66,109,117,66,108,89,98,67,119,103,114,115,124,67,94,1
82,92,93,78,97,76,79,76,90,94,94,99,100,76,74,4
85,102,110,82,101,76,83,84,102,81,90,91,87,71,67,4
74,88,105,78,93,73,79,80,102,85,90,95,100,76,70,7
67,111,124,63,124,101,98,64,125,115,125,116,122,64,103,1
63,115,124,63,124,101,98,60,120,111,115,116,122,64,99,1
76,94,102,84,102,83,70,80,91,95,100,79,81,75,75,4
80,94,90,80,98,76,67,71,87,91,91,83,81,71,67,7
68,115,111,64,102,83,103,68,128,103,113,111,128,71,96,1
68,77,78,64,78,61,67,71,79,75,75,75,77,67,58,7
76,91,96,71,83,59,67,75,89,83,85,87,88,74,74,4
76,87,83,68,79,63,71,71,85,75,85,87,88,78,70,4
64,75,79,68,87,70,62,67,77,79,81,79,80,66,63,7
68,75,87,80,91,81,62,67,81,87,89,79,88,66,59,7
60,61,79,60,83,74,54,55,67,51,70,67,66,52,44,5
56,54,87,56,83,67,71,55,85,58,81,60,84,56,74,5
68,116,128,64,128,103,100,67,123,111,123,109,122,66,100,1
64,103,104,64,96,81,96,67,109,91,93,118,127,70,89,1
71,79,79,68,75,59,62,67,81,72,77,67,73,66,66,7
71,83,85,71,89,62,74,74,92,79,84,88,93,75,68,4
71,79,77,67,77,62,63,66,80,79,88,81,82,63,68,7
79,95,100,84,100,75,78,82,100,96,104,88,93,79,83,4
79,87,89,67,89,67,78,66,88,53,80,91,101,71,75,5
71,79,89,67,85,67,74,56,80,53,73,63,86,59,72,5
75,91,81,71,85,67,70,74,84,87,84,84,90,75,72,7
79,95,100,79,104,83,78,78,104,100,104,88,97,75,83,7
67,103,118,71,123,96,89,66,112,113,117,108,119,71,98,1
67,111,123,71,128,100,100,66,127,113,122,112,124,63,101,1
63,68,70,67,74,58,55,66,73,71,73,66,68,59,60,7
67,75,74,63,74,62,59,66,76,71,73,66,75,67,57,7
82,96,96,66,88,74,83,83,101,63,86,102,110,78,80,4
82,100,92,66,66,41,83,75,97,66,68,97,105,78,41,3
52,49,66,52,69,55,42,49,68,54,68,46,63,50,58,5
59,83,92,66,112,89,75,63,110,108,119,92,101,67,94,1
66,113,127,70,127,100,101,71,130,112,124,111,124,67,97,1
83,91,86,59,82,75,83,67,93,60,85,89,98,68,79,5
75,84,90,79,93,75,80,78,101,97,101,98,102,80,83,7
63,66,62,49,68,49,41,50,63,49,67,59,64,53,57,5
49,54,75,52,75,68,58,50,82,53,82,55,78,53,68,5
74,84,85,74,93,69,68,76,90,85,90,87,87,71,67,4
82,97,101,78,105,80,83,80,111,98,106,99,104,84,85,3
82,92,105,82,105,87,83,80,106,98,111,103,108,80,85,3
67,111,119,63,124,94,98,68,115,111,125,107,118,71,99,1
76,89,90,64,90,79,81,76,96,75,83,87,96,79,75,5
60,55,78,57,74,61,74,60,75,57,75,79,89,59,67,5
53,52,74,57,74,61,59,53,79,54,75,54,74,55,58,5
60,111,125,64,120,98,96,64,118,107,122,103,113,67,100,1
60,69,67,64,64,57,56,60,67,68,67,68,70,63,54,7
64,66,67,64,71,61,56,64,67,61,63,68,70,63,54,7
76,91,96,71,87,70,71,75,89,87,93,87,88,78,74,4
68,83,96,80,100,81,62,71,89,87,96,79,80,66,66,7
80,95,96,68,83,81,75,79,96,91,96,83,84,74,81,4
60,57,83,71,91,70,67,67,85,79,89,67,80,59,66,5
80,95,104,84,104,85,75,79,100,103,104,87,96,78,81,7
64,79,91,60,108,88,71,67,100,103,109,87,92,63,78,1
60,83,108,68,118,96,79,71,109,111,113,87,96,63,89,1
64,116,128,64,122,96,100,71,123,107,118,109,122,63,100,1
60,107,118,64,122,96,96,67,118,116,118,104,117,63,96,1
60,68,67,64,71,56,54,63,67,68,70,75,80,70,55,7
60,68,67,64,63,52,58,63,70,61,63,67,69,63,55,7
59,64,81,67,85,67,74,63,80,63,73,88,97,75,68,5
55,58,74,55,70,58,59,52,73,56,69,57,72,56,57,5
51,54,70,55,70,58,59,56,69,56,69,57,75,56,60,5
55,51,81,51,81,75,66,56,84,63,88,70,97,67,86,5
63,87,100,71,109,87,78,63,96,91,100,103,110,67,79,1
78,96,88,66,80,66,72,79,93,84,86,88,89,78,73,4
70,113,122,70,117,100,98,71,119,108,119,97,110,67,97,1
79,88,93,71,86,68,69,78,89,88,93,85,86,76,72,4
71,84,90,75,93,68,73,70,85,79,85,85,94,72,68,7
75,91,110,71,110,86,104,82,124,111,119,111,120,76,91,1
67,108,119,63,119,98,101,63,119,111,119,106,120,64,98,1
63,108,124,67,130,98,97,63,124,111,119,102,115,64,98,1
60,71,82,60,78,69,76,60,98,69,98,75,91,71,88,5
93,120,124,70,119,94,98,76,115,106,115,83,100,71,92,1
63,102,119,63,119,97,94,64,120,111,125,103,118,64,96,1
63,97,89,63,89,73,87,68,102,85,90,112,118,68,78,1
92,106,106,80,120,98,81,80,96,83,100,107,113,71,92,1
80,106,120,76,115,94,81,68,100,95,108,103,113,71,92,1
60,85,98,64,106,91,81,60,113,95,104,99,113,63,92,1
64,106,115,64,115,94,92,64,113,107,122,99,113,59,96,1
64,102,115,64,120,94,96,64,118,107,118,99,118,71,96,1
64,102,120,68,125,98,96,64,118,107,122,111,118,67,96,1
76,91,104,80,113,88,75,84,109,107,113,91,96,82,96,3
80,87,100,71,108,88,96,71,113,103,118,104,117,66,92,1
64,103,118,60,113,92,87,63,113,99,113,104,112,59,81,1
64,107,122,68,122,99,96,71,118,111,113,113,122,66,100,1
79,87,93,75,89,67,70,74,92,87,92,84,82,71,60,4
67,75,74,67,77,62,66,70,76,71,73,81,82,71,64,7
84,99,93,75,109,83,100,82,112,109,112,103,114,71,94,1
59,99,118,63,118,96,89,63,104,100,112,99,101,67,79,1
67,111,118,71,118,100,96,70,127,113,117,108,119,67,98,1
74,83,88,66,80,63,60,71,86,81,82,71,74,67,65,7
63,75,84,63,76,55,68,75,86,63,79,92,101,78,62,7
90,113,117,95,117,96,101,96,124,108,114,120,129,93,94,3
74,113,112,66,108,85,98,67,119,103,110,111,119,67,97,1
63,63,86,79,101,83,62,74,89,92,97,77,90,76,79,5
83,112,119,79,114,90,94,70,114,102,114,98,102,64,87,1
59,99,114,59,119,90,83,57,110,97,110,85,98,60,87,1
63,71,74,67,78,58,54,64,78,73,78,71,75,64,63,7
78,97,105,85,114,90,83,88,106,106,111,95,100,88,92,3
57,92,105,57,105,87,83,53,98,85,102,79,96,46,78,1
67,111,114,67,105,87,94,68,120,111,115,112,122,68,96,1
64,73,78,64,78,61,56,64,79,71,75,72,67,67,58,7
88,106,120,84,115,94,92,88,122,116,122,107,118,88,96,3
57,81,90,57,90,76,74,56,91,79,91,75,93,55,71,1
60,94,102,57,102,79,81,53,100,79,96,87,100,55,79,1
68,102,102,64,94,72,99,76,122,103,113,116,118,75,92,1
64,71,79,64,75,63,54,67,70,72,74,67,69,63,59,7
64,79,83,68,87,67,58,67,85,83,89,75,76,70,70,7
60,103,100,53,104,81,83,51,100,75,96,83,100,49,78,1
64,107,118,64,113,96,96,71,118,107,118,87,108,63,92,1
64,112,122,68,122,96,96,67,123,111,123,96,112,63,100,1
55,87,109,67,118,96,81,52,100,87,108,84,93,56,86,1
67,107,123,67,123,100,85,63,122,113,127,88,97,67,98,1
63,67,73,66,69,55,53,63,68,73,68,71,74,67,62,7
59,63,92,74,92,78,72,71,86,73,90,75,89,63,65,7
56,83,100,52,100,81,83,56,93,84,97,88,105,57,83,1
63,96,112,66,112,92,86,59,105,95,101,88,105,60,90,1
63,66,86,67,90,68,73,63,82,71,82,73,78,60,65,7
67,73,86,71,90,72,65,70,89,71,89,66,78,64,65,7
71,77,101,87,114,90,73,78,97,106,114,62,82,76,94,7
49,73,86,52,90,75,73,47,85,67,85,66,82,50,76,1
52,73,97,56,97,79,80,53,97,84,93,77,94,60,87,1
52,73,86,52,82,68,73,53,78,71,82,81,94,57,76,1
67,103,114,75,114,98,94,67,119,111,119,106,115,68,98,1
67,99,101,67,93,79,90,63,105,92,97,102,111,68,83,1
63,108,124,67,124,94,83,63,110,106,114,62,102,53,87,1
71,77,82,63,82,68,65,60,74,71,74,66,78,60,68,7
63,71,74,67,78,58,65,80,94,89,94,107,108,84,85,7
78,102,114,63,114,94,91,60,111,102,115,95,108,60,88,1
57,84,82,53,78,73,87,60,94,73,90,99,118,60,88,1
53,71,89,53,93,73,76,53,90,73,90,83,100,53,78,1
63,79,89,67,93,76,72,64,78,69,82,61,83,60,70,7
84,98,82,64,78,65,74,71,83,68,75,95,109,79,62,7
53,66,86,60,94,79,74,64,100,95,104,68,81,59,79,1
53,73,90,57,90,76,78,53,87,79,96,87,96,59,87,1
57,85,102,57,94,79,81,56,104,83,96,95,109,67,87,1
60,98,98,57,98,87,85,56,108,91,104,91,104,55,87,1
57,94,111,60,115,94,88,60,113,103,118,95,109,67,92,1
68,89,102,68,98,79,88,68,108,95,108,111,128,71,96,1
88,103,104,80,96,74,79,84,100,95,109,109,112,82,81,3
64,68,83,76,100,81,62,75,96,103,113,91,92,78,89,7
80,107,108,60,108,88,96,67,113,87,104,109,112,66,85,1
60,95,113,53,108,88,87,51,100,83,104,91,100,52,81,1
56,83,96,60,96,81,87,67,104,95,109,100,112,63,92,1
60,91,104,56,108,85,92,59,104,87,104,96,108,59,85,1
68,99,108,64,108,85,96,71,118,103,118,113,122,70,100,1
64,91,118,76,122,99,92,75,118,99,118,91,112,70,92,5
60,61,83,60,79,70,79,51,81,48,81,63,88,52,74,5
53,54,71,56,71,67,75,48,67,54,67,49,76,49,66,5
79,103,100,84,104,79,81,82,100,96,100,103,110,83,79,3
75,83,113,88,109,92,81,86,108,100,108,103,110,87,86,3
63,99,109,63,104,87,92,70,117,96,112,99,110,63,90,1
63,107,109,51,113,125,100,66,122,79,117,112,130,71,98,1
51,45,123,44,118,133,107,46,112,49,112,108,114,56,105,2
44,32,118,48,113,125,125,46,112,32,112,32,119,46,135,2
90,100,108,90,100,81,83,87,105,99,101,102,105,85,76,3
86,104,96,82,100,78,98,92,110,95,105,115,124,93,80,3
49,67,84,52,80,70,75,49,86,66,82,79,93,50,73,1
59,79,88,59,100,81,83,56,93,81,93,79,93,53,80,1
66,104,122,70,122,96,94,67,124,112,124,102,119,74,101,1
87,103,105,79,105,86,87,78,101,97,105,98,102,72,91,3
49,73,82,52,82,72,76,50,82,67,82,77,94,50,72,1
63,95,110,63,119,90,83,63,105,97,114,85,94,64,87,1
49,51,97,63,105,83,133,47,114,63,97,37,106,50,91,2
67,88,110,79,119,98,94,74,110,88,114,85,102,64,98,5
93,115,124,93,114,94,94,92,111,102,106,99,104,80,81,3
63,88,114,70,114,94,83,68,102,98,111,87,104,68,85,1
44,31,114,44,114,133,131,47,111,37,106,48,104,50,88,2
60,63,78,63,70,62,65,64,74,73,82,79,91,68,70,7
80,98,102,84,106,83,78,80,100,91,96,95,100,79,79,3
64,98,111,53,102,83,88,53,104,75,96,83,100,51,75,1
53,85,90,50,86,72,78,50,91,68,87,64,85,48,71,1
53,73,90,53,94,76,78,53,96,79,96,79,89,55,79,1
57,77,90,53,94,79,85,60,100,79,91,91,109,59,79,1
60,85,111,68,111,98,85,60,108,99,113,95,104,63,96,1
72,111,125,68,120,98,99,71,122,112,122,103,113,71,100,1
50,75,91,56,83,67,75,55,89,68,81,71,84,52,70,1
88,103,100,79,96,79,81,86,108,96,104,95,97,83,79,3
88,107,109,84,104,79,85,90,112,104,112,103,110,96,90,3
63,95,100,51,93,79,92,56,108,83,100,95,110,52,79,1
55,72,81,51,81,71,70,52,80,71,84,70,86,52,75,1
