@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,3-5,8,14,17-18,24,27,29,33,35,37'

@attribute Sp11 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp25 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
75,86,64,75,72,79,74,79,73,74,68,76,86,7
75,82,68,71,64,75,70,75,69,90,68,68,86,7
59,82,72,56,64,60,53,53,69,86,57,50,78,5
56,72,60,56,64,53,53,49,87,94,41,44,102,5
82,97,80,82,83,98,88,98,87,108,88,88,113,3
89,110,90,93,90,111,97,115,94,113,92,97,122,3
63,74,55,63,55,69,68,73,57,75,68,64,71,7
74,89,69,78,73,73,76,85,76,75,68,76,83,7
67,82,69,70,73,69,68,73,72,87,68,68,87,5
57,82,65,60,65,52,57,59,68,87,56,56,79,5
50,101,104,47,94,29,47,31,87,113,43,46,104,2
84,102,83,84,83,107,88,103,88,113,88,88,109,3
84,106,83,88,87,103,88,103,88,109,88,88,109,3
64,94,83,60,91,95,71,83,81,109,71,63,89,2
68,86,76,68,72,71,64,71,74,89,67,67,85,5
53,82,65,53,65,54,60,54,78,85,63,48,100,5
76,83,74,80,78,83,79,95,75,88,78,78,92,7
80,100,74,71,74,91,71,75,79,92,78,78,88,5
71,93,71,63,71,91,70,75,55,75,63,63,75,7
79,96,75,79,75,83,78,83,78,82,75,83,105,7
63,81,71,63,67,67,66,63,63,86,71,67,75,5
99,117,92,95,96,112,96,112,94,114,93,93,114,3
95,117,92,95,96,117,96,112,94,119,97,97,119,3
104,127,96,99,92,112,96,112,90,119,97,93,114,3
63,73,55,63,55,73,67,81,64,78,67,67,82,7
66,73,59,70,59,81,71,81,64,85,74,74,85,7
70,88,66,74,66,81,67,73,60,85,67,67,89,7
70,88,66,78,66,81,75,84,75,93,78,78,93,7
66,84,70,66,70,73,63,70,72,89,67,70,89,5
75,90,68,75,57,71,67,67,51,71,64,64,71,7
71,79,64,67,60,79,67,79,69,86,72,76,90,7
63,82,68,63,68,79,70,84,73,102,76,76,98,5
71,90,72,71,75,84,74,84,76,94,72,68,94,4
71,90,75,71,75,84,74,88,73,98,68,68,98,4
71,93,75,75,75,88,74,79,65,94,68,72,94,4
46,105,116,46,120,31,44,31,129,106,47,44,111,2
93,110,87,93,90,98,84,106,79,108,84,84,113,4
67,78,58,67,58,69,68,73,61,75,64,68,79,7
70,82,65,70,65,77,72,81,65,83,71,71,83,7
74,97,76,74,76,85,68,89,87,108,76,76,108,4
44,105,122,44,129,34,44,31,128,104,46,40,104,2
80,106,79,80,79,107,88,103,78,113,88,84,100,4
80,102,79,80,76,103,84,99,74,109,84,79,93,4
72,90,76,72,72,95,76,91,81,104,75,75,104,4
64,75,63,68,56,72,67,75,58,80,70,66,76,7
40,113,132,40,128,32,41,29,129,104,46,43,108,2
50,100,99,64,78,37,63,64,67,108,52,66,80,2
97,118,96,97,96,113,90,109,85,114,92,92,110,3
67,77,58,67,58,79,70,79,63,82,71,67,86,7
67,74,58,71,62,75,66,75,63,75,67,67,75,7
99,127,100,99,96,112,87,103,90,85,85,97,124,3
74,88,66,66,55,81,67,77,57,85,70,67,82,7
67,75,60,67,57,71,63,75,62,78,68,64,74,7
56,97,113,46,105,67,53,43,90,90,64,68,90,2
59,90,75,67,64,88,74,84,65,98,76,72,86,4
82,89,73,70,65,73,64,73,76,79,64,68,79,7
82,101,80,78,73,98,76,85,65,91,76,71,91,7
74,119,101,70,90,115,72,115,91,128,76,71,122,1
84,111,91,88,87,107,84,107,85,104,84,84,104,4
88,111,87,84,87,103,84,99,81,104,88,84,100,4
72,86,65,68,65,83,71,83,67,93,79,71,81,7
68,74,57,64,57,71,68,75,59,81,67,67,81,7
76,120,102,72,102,112,80,116,99,123,75,75,128,1
72,90,76,64,72,75,68,83,81,77,67,75,96,4
68,90,68,72,72,91,76,99,78,96,79,79,100,4
76,94,72,72,68,87,71,91,70,93,75,75,93,4
68,79,59,68,59,75,71,75,58,73,70,63,80,7
64,100,81,64,81,103,67,99,87,127,66,63,117,1
68,87,70,76,81,72,75,87,79,66,63,63,73,4
84,104,83,84,83,96,82,100,81,105,87,87,101,4
79,93,75,79,75,96,78,91,70,101,79,75,97,4
67,77,58,67,58,79,70,79,63,90,75,75,86,7
67,100,79,75,87,83,66,91,92,86,67,75,119,1
78,88,74,70,66,91,71,88,64,89,78,70,85,4
82,96,78,78,74,99,79,95,72,105,82,78,93,4
70,80,59,70,59,81,71,77,64,93,78,74,97,7
70,76,59,63,59,77,67,70,64,97,74,74,101,7
63,88,85,59,85,57,56,57,86,97,60,57,93,5
66,117,100,66,100,112,67,112,98,119,63,63,124,1
66,73,59,63,52,81,63,66,53,82,70,63,70,7
59,66,55,63,55,70,67,66,57,78,67,67,74,7
71,90,72,83,83,79,74,92,83,78,64,76,102,7
87,105,83,87,83,97,82,97,83,102,84,84,98,4
71,82,64,67,64,88,74,88,83,98,84,80,106,7
67,82,64,67,64,88,74,84,80,102,80,76,102,7
67,90,64,67,64,84,74,88,69,106,76,76,94,7
67,82,64,71,64,75,67,71,65,82,68,64,82,5
63,82,68,63,79,60,60,60,87,90,60,57,98,5
67,119,98,67,90,115,63,106,87,125,68,64,111,1
67,82,65,67,62,77,68,77,61,83,68,64,83,7
63,78,62,67,62,73,68,69,54,75,64,68,75,7
68,74,61,68,61,79,64,79,59,85,71,71,77,7
64,82,65,76,79,75,68,83,81,77,67,75,89,7
84,102,79,72,65,79,68,75,74,81,63,71,93,5
68,78,65,64,68,68,60,61,70,77,59,55,67,5
57,86,79,57,76,57,56,54,70,85,55,55,85,5
68,86,68,68,65,79,71,79,59,74,63,67,81,7
80,100,78,80,81,95,79,95,79,84,74,78,104,7
56,83,70,56,78,54,55,54,71,80,56,56,88,5
64,122,99,64,96,111,67,111,100,127,70,70,127,1
63,81,67,63,67,49,56,53,66,79,56,67,82,5
71,85,67,71,67,87,74,79,66,97,75,75,90,7
79,96,75,71,58,100,78,91,41,105,75,63,68,3
71,123,96,67,96,109,66,109,96,119,71,67,114,1
67,118,96,71,100,109,66,109,100,114,67,67,130,1
67,123,100,71,100,113,66,113,100,119,63,71,130,1
66,80,63,66,63,81,67,84,64,85,63,63,85,7
59,73,63,56,66,54,59,51,64,85,57,57,78,5
63,66,55,63,55,66,63,66,57,74,63,63,74,7
71,86,75,59,75,67,60,60,80,90,64,60,82,5
49,68,49,49,53,49,50,53,69,71,53,53,82,5
52,79,64,59,60,53,53,56,65,78,53,53,78,5
67,119,98,67,98,111,67,111,101,120,68,68,115,1
67,124,98,67,101,111,63,111,101,125,68,60,125,1
67,72,60,67,57,67,60,67,58,71,60,64,64,7
74,93,69,78,73,85,76,94,68,91,80,80,91,4
82,110,87,78,83,102,76,89,79,96,80,76,96,4
80,106,83,84,87,103,80,99,85,109,84,79,104,3
84,111,87,84,83,103,80,99,59,104,84,71,81,3
50,74,65,53,68,54,53,51,59,74,55,51,70,5
68,120,102,68,98,116,68,116,99,123,67,71,118,1
80,104,81,84,85,95,84,103,92,100,86,86,108,3
56,75,59,53,63,54,55,54,58,73,56,56,69,5
53,79,63,53,67,54,55,58,58,69,56,52,73,5
64,122,99,64,99,111,67,107,100,122,66,63,122,1
64,122,99,64,99,107,67,107,100,122,63,63,122,1
64,128,96,64,96,111,71,107,96,122,63,63,117,1
68,122,99,68,99,111,71,111,100,122,66,66,122,1
75,96,71,71,67,87,78,96,70,90,79,79,93,4
75,89,75,59,71,91,74,83,70,101,75,75,86,4
55,74,58,55,62,56,52,56,59,68,56,56,72,5
55,74,62,55,58,56,56,56,59,72,56,56,75,5
71,123,100,71,100,113,70,113,100,119,71,67,119,1
52,73,63,52,66,60,63,70,83,105,89,93,124,5
67,82,68,75,79,75,70,84,76,82,64,68,78,4
63,75,68,67,72,49,60,60,73,74,64,76,94,5
56,72,57,56,57,71,60,63,69,86,60,64,98,5
67,124,101,67,98,111,63,111,97,120,68,68,120,1
67,130,98,63,98,111,67,111,94,125,68,68,131,1
67,72,57,59,60,75,60,71,58,78,68,64,71,7
78,89,69,78,73,85,76,85,72,87,76,80,91,4
78,97,80,82,87,98,80,102,94,113,80,84,113,3
74,97,80,70,65,102,80,94,68,113,88,84,108,3
80,94,76,80,72,95,80,91,70,96,79,75,93,4
76,86,68,76,68,87,71,87,70,89,71,75,89,4
76,86,68,80,68,87,76,87,63,89,75,75,89,4
72,86,68,72,65,79,68,79,67,81,67,71,81,7
76,90,68,64,54,103,71,75,59,123,84,71,93,5
72,102,87,80,91,107,84,112,103,109,75,75,113,3
92,120,102,97,102,121,88,116,81,123,79,75,113,1
72,120,98,72,98,112,71,112,96,118,71,75,118,1
68,102,79,64,72,99,68,91,74,118,67,63,89,1
80,91,67,76,70,87,75,87,67,80,66,70,88,4
71,87,70,71,70,72,71,75,54,73,63,70,84,7
64,75,52,60,59,61,59,54,75,84,63,63,80,5
84,108,88,71,59,116,84,99,71,122,86,82,112,3
71,108,88,71,92,103,71,107,96,117,70,66,122,1
71,89,67,75,67,83,70,83,66,79,63,67,79,4
67,81,62,67,67,83,66,75,63,90,67,67,82,7
71,118,96,67,96,100,63,109,96,101,67,67,110,1
67,118,96,63,100,109,63,100,100,114,67,67,119,1
71,118,100,75,100,113,74,113,100,119,71,71,119,1
70,84,66,70,59,81,71,77,64,97,82,82,93,7
66,108,92,63,81,91,59,91,90,101,57,57,105,1
63,100,81,63,81,91,59,95,90,101,57,60,110,1
66,117,92,70,92,103,59,99,90,114,57,57,105,1
66,117,92,66,89,95,67,95,86,93,67,63,85,1
74,117,96,74,100,108,71,112,98,119,70,67,119,1
67,82,60,67,57,67,63,71,58,71,68,64,74,7
67,90,64,67,64,88,74,88,80,106,88,88,111,7
71,86,64,71,68,92,78,92,76,102,80,76,90,7
92,130,101,96,98,120,93,115,94,115,88,80,115,3
59,110,90,59,90,88,60,88,87,94,57,60,106,1
93,119,97,93,97,115,84,111,98,122,88,84,122,3
60,114,87,57,87,85,53,89,83,96,53,53,108,1
64,74,57,64,57,71,64,71,59,74,67,67,74,7
64,74,57,64,57,75,68,71,56,74,63,63,74,7
64,125,98,72,98,112,64,112,96,123,67,67,123,1
84,104,81,76,70,87,79,87,75,88,70,74,92,7
53,104,81,53,85,75,51,72,71,84,52,56,92,1
53,108,85,53,81,83,51,79,75,96,52,56,96,1
53,100,81,53,78,79,55,79,75,100,56,56,108,1
67,74,54,63,58,71,66,71,55,68,67,63,72,7
88,118,96,88,100,100,78,104,96,114,79,71,114,3
51,96,79,55,75,79,56,83,85,90,56,56,101,1
67,118,96,79,96,100,66,96,92,105,63,63,114,1
84,118,96,75,96,100,66,109,96,114,67,67,114,1
63,69,55,63,59,81,75,88,79,114,85,89,110,7
56,100,81,49,78,73,52,70,75,85,50,50,89,1
52,96,78,52,78,81,49,73,83,101,50,53,97,1
52,100,78,56,85,73,56,81,83,93,53,57,105,1
70,117,100,70,100,108,67,103,90,114,63,63,110,1
92,124,90,92,86,111,85,102,80,115,88,84,106,3
92,114,98,87,94,106,78,102,90,111,64,60,111,3
52,105,86,52,79,75,50,71,73,82,53,50,82,1
49,86,79,52,75,71,50,67,76,86,53,60,86,1
67,101,86,67,83,88,63,88,83,111,76,72,111,5
82,105,80,85,83,102,84,106,87,113,88,88,113,3
93,114,94,85,83,102,88,98,79,104,84,80,96,3
82,101,80,74,73,98,72,81,65,96,71,64,75,7
74,114,90,63,94,102,57,102,87,113,53,50,104,1
50,89,80,53,80,77,60,89,87,104,64,68,118,1
53,97,80,57,76,89,60,94,76,113,68,60,104,1
57,82,73,53,73,81,57,73,76,104,64,60,100,1
57,110,90,63,97,102,60,106,94,113,68,64,118,1
63,114,90,74,90,98,68,98,91,104,64,64,113,1
76,111,91,64,91,99,60,95,92,113,55,51,100,1
57,115,94,57,87,95,50,83,81,104,48,48,89,1
60,102,87,60,87,91,56,91,85,113,59,55,104,1
84,108,81,88,88,103,88,103,87,100,86,86,104,3
88,122,92,88,92,107,88,107,92,104,86,90,108,3
80,96,74,71,59,95,79,87,62,100,86,82,92,7
64,83,67,76,81,83,84,103,92,100,86,86,108,3
76,96,74,76,88,103,84,107,96,112,78,74,112,3
64,108,88,60,78,87,63,87,79,88,59,59,100,1
60,108,85,64,85,103,67,103,92,122,66,66,117,1
88,104,83,88,87,100,90,104,81,101,87,83,101,3
93,113,92,88,87,104,90,104,89,105,87,87,114,3
84,100,79,84,79,96,82,96,85,105,83,87,105,3
93,109,87,84,79,104,90,109,81,105,87,83,97,3
55,104,87,63,87,87,63,87,89,105,59,59,105,1
86,108,81,86,81,95,83,95,86,101,85,85,110,3
52,84,70,52,70,73,52,66,72,89,50,47,82,1
49,76,66,49,70,70,49,70,75,82,50,53,89,1
56,88,81,59,81,81,56,81,86,89,57,57,101,1
59,104,85,63,92,99,67,99,90,101,60,60,93,1
63,108,85,63,89,81,59,88,86,105,57,60,105,1
63,108,96,66,92,95,67,99,94,105,63,67,119,1
46,112,114,56,89,30,46,34,101,110,44,44,114,2
52,90,75,46,75,67,47,71,76,82,50,53,94,1
63,119,90,67,94,97,70,106,87,102,64,68,115,1
63,114,94,63,90,97,63,97,90,115,60,60,102,1
46,119,139,42,135,31,44,31,133,111,44,44,115,2
46,110,124,49,101,29,44,29,122,111,47,50,98,2
82,110,83,85,80,102,88,106,79,100,80,80,96,3
50,85,76,47,69,69,50,66,76,87,50,53,87,1
78,129,101,67,97,115,68,111,94,122,71,68,122,1
88,106,83,88,83,99,80,99,78,100,88,88,104,3
84,98,79,84,79,99,84,99,88,104,88,88,109,3
50,86,72,53,72,68,53,71,78,81,55,55,89,1
57,94,79,60,79,79,64,91,81,100,67,75,109,1
57,106,83,60,87,83,56,83,85,100,63,63,104,1
68,111,91,68,79,61,64,68,81,109,63,71,96,5
88,113,88,92,88,107,88,107,79,108,90,90,112,3
84,104,85,84,81,103,84,99,83,108,86,86,104,3
84,104,85,88,88,103,88,103,87,112,86,82,108,3
88,113,92,76,88,95,67,95,87,108,74,63,100,1
53,91,78,53,70,79,55,79,79,88,56,56,100,1
56,96,85,60,85,87,63,95,92,108,66,66,112,1
71,122,96,64,92,91,59,75,92,117,63,59,92,1
60,100,99,53,114,87,63,79,92,112,70,66,96,1
60,96,78,64,88,75,59,64,100,80,59,63,92,5
64,108,92,60,99,58,59,58,100,92,59,56,104,5
84,100,79,84,83,96,82,91,85,101,83,92,110,3
55,85,75,55,79,75,56,79,81,90,59,56,97,1
75,104,87,71,87,87,66,83,81,101,67,67,97,1
75,109,92,75,87,83,66,87,89,97,59,59,97,1
63,96,83,67,92,67,59,79,89,93,63,67,114,1
63,100,87,63,92,96,66,96,92,110,67,71,114,1
67,104,92,59,83,100,63,83,81,124,71,67,97,1
59,96,92,55,96,79,63,71,96,105,63,59,105,5
59,100,92,59,100,67,63,71,92,86,59,59,97,5
79,96,79,75,79,87,74,91,81,97,79,79,97,4
49,92,78,46,78,73,49,73,75,89,50,47,97,1
46,84,74,49,74,66,49,70,75,89,50,50,97,1
49,88,74,52,78,70,52,70,75,97,53,50,89,1
59,96,81,63,89,91,67,103,90,114,70,67,110,1
63,108,89,66,89,99,67,103,98,114,70,70,119,1
56,104,96,59,96,60,59,63,94,97,63,63,101,5
70,104,85,74,78,77,75,91,83,105,74,74,101,4
96,110,94,96,90,111,89,102,83,102,80,80,98,3
92,110,86,87,83,97,85,102,83,98,84,84,102,3
87,105,86,83,83,97,85,97,87,102,84,84,106,3
59,97,83,56,83,79,57,79,76,94,57,53,90,1
56,97,79,59,79,79,60,84,83,94,60,60,90,1
59,101,83,67,83,84,63,75,80,90,60,68,106,1
67,114,94,63,90,106,67,106,97,115,72,68,120,1
67,114,94,67,94,106,67,106,94,115,64,68,115,1
63,101,86,71,94,92,78,97,83,131,88,76,102,1
49,86,86,49,83,43,50,46,76,78,50,57,82,5
78,101,76,78,76,94,80,98,79,100,84,84,108,3
60,105,87,53,83,81,50,77,76,104,50,50,100,1
50,89,80,50,80,69,50,69,76,87,50,50,91,1
60,89,80,60,80,98,64,98,91,113,68,68,113,1
60,97,83,60,87,77,60,66,94,91,60,56,108,5
74,101,80,74,76,89,72,89,79,100,76,80,104,4
76,106,91,68,91,107,68,103,88,123,67,55,109,1
57,90,76,53,76,75,56,75,81,85,59,63,100,1
60,90,76,60,79,91,64,91,88,113,67,71,109,1
60,111,91,64,91,107,68,103,92,118,67,71,118,1
68,115,94,72,98,103,71,103,96,118,71,71,113,1
50,78,83,50,79,64,53,64,74,96,59,59,89,5
80,96,74,84,81,95,79,95,79,100,82,82,92,3
46,87,74,50,74,83,51,79,79,104,52,49,96,1
53,87,74,53,74,79,55,79,75,92,52,52,88,1
53,87,74,53,74,79,51,75,75,88,52,52,84,1
64,104,85,60,85,95,63,91,83,100,63,59,96,1
68,113,88,68,92,103,71,107,96,112,70,70,117,1
68,118,92,68,92,103,67,103,96,117,70,70,112,1
76,102,79,76,83,103,80,107,88,109,79,79,104,3
72,90,72,68,72,83,68,83,63,85,67,71,85,4
80,111,87,84,91,103,88,107,92,113,84,84,109,3
88,111,91,88,87,112,88,103,85,104,88,84,109,3
88,104,85,84,85,103,88,99,79,100,82,82,104,3
79,109,87,79,87,100,82,104,85,105,83,79,105,3
75,96,71,75,67,87,78,87,66,90,75,75,90,4
67,81,62,71,62,79,70,79,70,97,59,49,119,4
90,117,89,90,89,112,92,108,90,114,89,89,110,3
82,104,78,86,81,99,79,95,79,105,85,85,101,3
82,104,85,82,85,99,87,99,86,114,89,82,105,3
87,105,83,87,83,102,85,111,87,115,88,88,120,3
79,97,72,71,68,97,78,88,65,94,76,76,86,7
67,74,62,60,58,77,64,73,65,79,71,68,79,7
47,125,135,44,131,31,43,31,139,139,44,44,134,2
80,100,78,80,78,99,79,99,79,104,82,82,100,3
88,113,85,84,85,103,84,103,87,108,86,86,108,3
84,108,85,84,88,103,88,107,92,108,86,86,112,3
84,113,88,88,92,107,93,111,87,108,86,86,108,3
88,113,85,88,85,111,88,107,83,112,86,86,108,3
88,113,85,84,81,99,79,91,62,76,70,66,80,7
48,123,125,59,92,34,49,37,111,124,46,46,119,2
90,112,92,86,89,117,96,112,90,124,93,97,119,3
82,100,81,82,78,99,83,95,79,101,74,53,114,4
90,108,85,86,85,99,87,103,86,101,85,85,110,3
46,130,135,42,135,31,44,34,136,125,47,44,131,2
67,72,60,67,60,71,67,75,76,74,68,72,90,7
44,129,140,44,133,31,47,31,139,139,43,43,133,2
67,78,62,63,58,66,64,62,50,67,56,56,67,5
67,82,69,70,76,81,72,81,68,75,68,71,79,7
88,115,91,92,91,112,92,112,88,113,93,88,109,3
92,115,91,88,83,103,84,95,74,104,84,84,96,4
44,120,120,47,124,36,46,36,125,113,48,48,123,2
68,86,72,72,76,71,68,79,63,70,67,71,85,7
72,82,68,76,76,79,71,83,67,85,71,71,74,7
88,113,88,84,88,111,84,111,92,117,95,95,117,3
71,79,67,68,67,87,75,91,71,80,70,70,84,7
71,85,67,71,75,67,66,75,70,72,63,67,79,7
67,74,58,63,58,67,63,67,63,68,59,59,72,7
