@relation satimage

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp44 numeric
@attribute Sp45 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
53,78,91,81,50,96,79,96,51,75,75,75,92,81,1
60,92,113,92,68,118,99,113,63,103,103,96,112,92,1
67,90,105,83,63,90,106,119,63,97,88,83,111,91,1
57,87,101,87,57,101,81,94,57,81,81,76,91,78,1
59,92,118,96,67,118,100,104,66,100,104,96,105,79,1
71,96,113,96,67,118,109,117,63,104,109,92,119,94,1
56,78,96,78,52,100,84,97,52,81,73,75,101,80,1
67,94,110,90,63,105,97,110,60,102,92,87,106,83,1
64,91,115,94,72,115,103,118,71,103,103,96,118,96,1
67,97,124,104,78,129,106,111,72,111,115,102,118,99,1
67,90,114,90,59,101,97,110,53,88,71,76,90,76,1
78,92,122,96,74,112,99,110,67,99,99,90,110,94,1
67,94,110,94,67,114,106,124,67,106,106,94,115,94,1
67,98,124,98,67,119,111,119,67,111,106,94,120,98,1
64,103,122,99,64,122,111,123,67,116,111,100,127,100,1
92,102,125,102,92,115,121,128,88,116,103,81,118,92,1
68,96,118,92,64,122,99,113,71,99,103,96,112,92,1
64,98,125,98,68,115,112,128,71,103,91,92,104,92,1
63,90,114,94,63,114,97,114,70,106,97,87,111,91,1
46,78,96,81,53,96,68,89,48,75,75,79,88,70,1
74,90,119,97,74,119,115,120,72,115,115,98,128,103,1
50,74,91,74,53,87,72,85,48,72,83,75,84,78,1
63,78,84,70,59,84,73,93,63,73,81,79,105,87,1
71,98,114,98,67,124,111,119,67,115,111,94,120,98,1
60,87,110,87,53,105,98,111,57,94,89,87,104,88,1
70,100,122,96,70,127,108,119,67,108,112,98,119,97,1
60,78,87,74,56,96,87,96,59,83,95,87,100,81,1
63,96,122,100,66,122,103,110,67,108,108,94,114,90,1
50,70,79,74,53,79,64,77,48,61,61,71,80,70,1
70,100,122,100,70,117,103,119,67,103,99,86,110,87,1
70,101,124,101,67,119,115,125,68,111,115,98,128,99,1
63,87,113,92,63,113,100,112,63,104,104,92,110,90,1
59,90,97,86,52,97,84,97,50,79,75,80,86,76,1
63,89,108,89,63,108,103,114,63,103,99,90,114,90,1
67,101,119,97,63,124,111,125,68,115,115,98,122,103,1
64,83,94,83,64,98,87,96,60,83,87,85,104,87,1
53,83,101,80,50,93,85,98,53,85,85,79,104,81,1
64,94,120,98,68,125,112,122,71,112,103,96,113,96,1
50,73,85,73,53,89,77,94,53,73,77,79,87,74,1
63,96,117,96,66,112,95,119,59,103,103,94,110,87,1
80,96,118,96,84,128,103,118,71,79,103,100,108,89,1
76,94,106,91,64,102,103,108,64,99,103,96,100,87,1
67,96,123,100,67,123,109,112,66,109,109,100,124,98,1
66,100,122,100,66,127,108,130,67,112,112,98,124,101,1
55,83,109,92,67,118,79,100,52,83,87,85,97,79,1
67,94,114,97,67,105,111,120,68,111,111,94,122,99,1
72,98,120,98,72,111,116,128,76,116,112,99,128,100,1
68,98,125,98,68,120,112,122,68,112,116,103,118,96,1
50,83,93,80,50,89,73,86,50,69,69,76,96,78,1
97,102,115,91,80,106,116,122,92,103,87,81,113,92,1
49,75,86,72,52,86,71,89,50,71,79,76,98,76,1
71,96,122,99,76,122,111,118,84,116,107,96,117,92,1
64,99,122,96,68,128,111,123,67,111,111,100,127,100,1
47,73,85,76,50,89,66,86,53,66,73,76,83,74,1
57,87,102,87,50,94,83,104,53,79,71,74,89,75,1
71,96,109,92,67,104,109,122,70,113,113,100,114,90,1
59,70,96,74,63,92,77,82,59,84,99,86,101,83,1
60,83,98,87,57,111,91,108,56,91,95,88,104,87,1
63,80,105,83,67,110,89,102,60,85,89,83,104,81,1
70,92,112,96,70,112,112,119,75,108,108,94,124,97,1
53,76,86,76,60,94,68,83,64,83,95,85,85,75,1
57,83,105,83,57,105,89,106,53,81,85,83,100,81,1
51,79,93,75,51,93,79,100,56,83,83,85,93,83,1
53,72,82,76,50,86,68,83,53,64,61,67,74,67,1
52,78,96,85,56,108,73,90,56,81,88,83,97,80,1
63,80,89,80,60,97,89,106,68,98,98,91,113,88,1
56,78,91,78,53,96,75,96,55,72,72,75,80,74,1
53,79,90,76,57,98,75,87,56,79,87,85,109,87,1
52,81,108,85,63,112,84,97,59,88,91,86,105,87,1
67,98,119,98,63,130,111,124,63,111,111,101,125,98,1
67,96,123,96,71,128,100,108,66,100,104,103,110,94,1
53,74,79,74,50,83,68,85,51,68,64,71,88,70,1
55,79,96,79,59,96,79,88,56,83,83,78,97,83,1
67,98,110,90,63,97,111,119,67,106,102,87,120,94,1
57,73,78,73,53,82,81,94,57,73,73,76,108,88,1
53,73,82,73,53,89,73,90,53,73,73,79,100,78,1
70,101,119,101,67,119,115,120,68,115,111,98,122,99,1
49,75,90,75,49,86,67,93,50,75,75,80,102,83,1
67,94,119,94,67,114,102,114,67,102,102,94,115,94,1
63,94,114,90,63,119,106,120,64,102,102,94,113,96,1
67,98,124,98,63,124,111,119,63,111,120,101,125,98,1
60,76,90,79,68,106,91,108,64,91,95,88,113,92,1
56,81,113,88,64,104,99,113,63,103,103,92,112,92,1
51,75,96,79,55,100,83,108,56,83,79,81,105,83,1
75,101,124,101,71,130,111,129,67,102,106,97,120,98,1
67,94,114,98,75,114,111,119,67,106,111,97,120,98,1
79,87,109,92,63,113,100,108,74,96,96,92,119,94,1
60,87,114,87,57,105,85,102,53,89,89,83,104,88,1
70,90,114,94,63,105,98,111,60,98,85,83,100,85,1
63,92,112,92,63,112,91,105,59,88,88,90,105,87,1
63,86,119,94,67,105,92,110,78,97,92,83,120,94,1
66,100,117,100,66,122,112,130,71,112,112,98,124,101,1
68,92,104,85,56,104,107,118,63,107,99,87,117,92,1
63,87,96,79,59,96,96,108,59,91,79,81,110,86,1
67,87,109,87,63,104,100,112,63,100,96,89,114,94,1
64,103,128,103,64,122,111,123,67,111,116,100,122,100,1
53,85,96,78,50,91,75,93,51,64,61,67,92,78,1
71,87,109,92,75,104,83,100,66,83,87,89,97,83,1
63,92,112,92,59,104,99,114,63,99,99,86,119,97,1
64,67,91,74,60,108,87,89,67,91,103,87,96,74,1
49,75,86,72,52,82,75,97,53,75,71,73,98,79,1
72,102,125,98,72,120,116,128,80,116,116,96,128,100,1
68,94,120,98,64,120,103,113,64,107,107,96,118,96,1
60,80,97,80,60,93,81,90,60,85,81,83,100,88,1
63,83,105,87,67,101,81,98,64,85,85,83,96,81,1
59,90,105,86,59,110,88,105,57,92,92,87,94,83,1
50,76,97,76,50,93,73,94,50,66,69,72,79,74,1
64,96,122,99,64,118,111,118,67,111,111,96,117,96,1
55,79,93,75,51,89,79,96,52,79,71,74,86,75,1
60,78,104,88,68,118,91,100,67,103,111,92,112,89,1
67,97,124,101,67,119,106,115,64,106,111,98,128,99,1
75,92,113,96,75,109,100,112,70,100,96,92,105,90,1
55,83,100,83,51,96,79,96,52,79,79,78,93,79,1
68,96,128,99,76,122,111,123,67,111,111,96,122,100,1
59,86,110,94,63,105,97,105,63,92,92,87,102,87,1
63,92,109,87,63,104,100,112,70,104,96,89,110,90,1
68,92,104,88,50,104,103,113,55,91,87,87,122,96,1
64,99,122,99,64,128,107,123,71,111,111,96,122,96,1
67,100,118,96,67,123,113,122,66,109,113,96,119,98,1
47,65,85,73,53,89,69,86,53,69,73,76,87,74,1
64,94,120,94,64,115,112,118,64,107,107,96,118,96,1
49,78,80,74,56,84,73,93,52,66,66,68,78,73,1
50,76,82,73,47,82,77,94,50,73,69,72,83,67,1
53,78,96,70,53,96,79,89,55,79,83,79,92,81,1
60,80,105,87,63,105,98,106,64,94,94,91,113,92,1
50,76,89,76,50,82,77,98,53,77,73,76,91,74,1
71,96,122,96,71,113,107,113,67,107,111,96,112,92,1
76,96,113,85,68,96,111,118,71,107,99,83,122,100,1
70,94,114,97,70,119,111,115,76,111,106,91,122,99,1
52,70,92,74,56,88,73,86,59,77,84,83,93,76,1
70,96,104,89,59,92,108,124,71,99,77,79,114,90,1
50,85,100,81,50,96,87,100,55,83,79,83,112,89,1
53,88,108,85,53,100,83,104,51,83,79,79,96,78,1
67,100,123,96,71,118,113,122,66,109,109,96,119,98,1
63,96,117,96,66,122,99,114,67,103,108,98,101,76,1
55,79,104,83,51,100,91,104,56,79,79,78,97,83,1
67,87,114,90,67,114,94,115,60,89,85,83,91,78,1
68,102,115,94,64,98,112,122,71,112,99,85,123,100,1
75,92,104,87,67,96,83,96,66,87,96,89,90,75,1
64,94,125,102,68,125,107,118,68,112,112,99,123,100,1
57,76,82,73,53,78,94,106,60,81,73,76,104,85,1
60,90,114,90,70,119,98,111,68,106,106,98,118,92,1
63,90,114,90,59,110,102,114,63,102,106,90,115,91,1
50,72,90,76,50,90,75,96,46,71,71,74,100,83,1
82,101,119,94,67,114,111,115,68,106,102,91,113,92,1
71,87,104,87,67,100,109,117,66,100,96,85,114,90,1
74,100,127,96,66,117,112,124,71,108,112,98,124,101,1
52,74,96,74,56,104,70,82,56,84,91,86,93,73,1
48,75,89,75,51,85,79,96,49,71,71,74,86,79,1
59,86,101,86,67,101,97,114,63,102,97,80,120,94,1
64,96,122,96,68,122,107,118,63,107,107,100,117,96,1
71,96,118,96,63,113,104,117,66,104,104,92,110,90,1
71,85,96,81,60,100,79,96,63,75,83,87,84,78,1
68,91,102,79,60,94,107,118,64,99,91,81,113,92,1
67,87,118,92,71,123,104,112,66,104,113,92,119,94,1
64,92,118,92,60,113,103,113,63,107,99,92,104,81,1
85,94,110,87,70,105,106,111,76,94,94,91,122,96,1
68,81,104,85,60,100,95,104,63,95,91,83,100,89,1
63,74,100,78,66,108,99,101,75,99,99,86,105,80,1
60,76,90,76,60,94,83,100,60,83,87,88,100,83,1
56,74,100,85,64,104,68,81,59,72,79,79,80,74,1
68,98,120,102,80,125,99,113,68,99,107,103,113,96,1
71,87,109,87,63,109,87,96,66,100,96,92,93,79,1
70,96,117,96,74,117,112,119,67,108,108,98,124,97,1
56,79,101,86,59,105,88,105,60,92,88,87,98,83,1
60,96,118,99,64,122,103,113,67,107,116,100,112,92,1
68,103,122,99,68,108,111,118,71,111,103,96,122,103,1
56,81,100,78,52,84,73,86,52,70,70,75,85,76,1
57,87,119,94,63,119,85,102,57,98,106,98,104,92,1
71,94,119,98,67,119,111,124,67,111,111,101,120,98,1
68,96,122,99,71,118,111,118,71,111,107,96,117,92,1
50,79,94,79,50,90,75,96,56,75,68,67,89,71,1
67,100,123,96,71,123,109,122,66,109,109,96,124,94,1
72,98,115,94,68,115,112,128,76,112,112,96,123,96,1
80,91,120,98,76,115,87,96,68,83,95,88,113,92,1
56,79,101,86,59,101,79,93,53,79,79,80,98,76,1
67,101,124,98,67,130,115,129,70,111,111,94,120,98,1
53,85,104,81,53,100,79,100,51,75,72,75,84,78,1
49,78,88,74,52,96,73,90,49,70,70,75,97,80,1
80,102,120,98,64,115,107,122,71,112,112,99,123,100,1
53,76,94,79,60,98,75,96,60,79,87,85,100,83,1
59,81,104,81,63,108,99,110,59,95,99,86,114,94,1
63,87,113,92,59,104,96,108,63,96,96,89,114,90,1
63,89,112,92,66,108,95,101,67,95,91,79,97,73,1
50,76,86,72,53,86,71,91,50,68,71,70,85,71,1
63,78,108,89,70,122,99,101,67,99,112,98,105,83,1
57,91,102,83,50,90,87,104,50,75,71,78,85,75,1
66,96,104,89,63,88,108,119,63,99,88,79,114,101,1
60,88,108,92,60,100,87,104,67,99,87,83,104,85,1
68,98,131,102,72,120,112,122,68,107,112,99,118,96,1
76,94,120,102,72,120,116,122,76,112,116,103,123,100,1
60,80,97,80,63,105,98,111,64,98,94,91,118,92,1
46,74,87,74,50,91,83,100,51,79,75,79,100,85,1
68,91,102,83,60,102,87,104,60,75,68,74,85,71,1
63,90,105,90,59,105,102,114,57,92,88,87,94,79,1
53,83,105,87,60,105,89,106,57,94,94,83,108,85,1
59,83,93,79,56,93,79,93,53,79,79,80,90,76,1
50,76,90,76,50,94,75,91,50,79,79,78,89,79,1
63,83,89,79,59,109,83,100,59,83,87,85,105,86,1
71,98,114,98,56,110,106,119,67,111,88,97,115,94,1
63,87,100,83,63,100,100,122,63,104,96,89,114,94,1
67,98,130,101,67,124,111,119,63,111,111,101,125,98,1
67,90,110,86,67,105,97,110,63,92,92,90,111,87,1
49,75,82,72,52,82,79,89,50,71,67,65,90,76,1
84,79,93,71,75,109,118,122,82,109,109,92,110,90,1
74,101,124,101,67,124,111,120,68,115,111,98,122,96,1
50,76,86,76,53,82,64,79,53,61,68,74,77,71,1
63,85,122,96,66,127,88,97,67,99,108,98,101,80,1
50,78,87,74,50,87,79,104,51,83,79,79,104,85,1
68,102,120,98,64,125,112,122,64,103,107,99,118,100,1
84,91,120,102,97,125,116,128,97,121,116,96,123,100,1
57,87,101,83,57,105,81,90,57,81,85,76,91,78,1
53,87,105,87,60,119,85,98,53,85,98,91,96,78,1
50,76,86,72,50,90,79,100,50,75,71,74,104,83,1
71,100,128,96,71,123,104,122,74,113,113,96,124,98,1
50,73,89,73,53,97,69,82,53,73,73,76,91,78,1
63,87,97,83,63,101,106,111,64,94,94,79,113,88,1
52,86,97,79,52,90,79,101,50,75,71,80,86,72,1
63,92,113,92,63,113,104,112,63,104,104,92,114,90,1
60,98,125,98,64,120,107,122,64,107,107,96,118,96,1
67,96,123,96,67,123,91,104,63,96,109,96,97,79,1
63,90,114,90,70,114,85,98,68,89,98,91,104,88,1
56,86,105,86,59,105,84,110,53,84,88,87,106,87,1
66,100,122,96,66,122,108,124,67,103,108,94,114,90,1
71,92,118,92,71,118,111,123,71,103,107,92,122,96,1
59,85,112,92,70,117,99,114,67,99,95,90,101,83,1
53,88,104,85,53,100,83,104,48,75,72,75,96,78,1
80,81,100,85,71,108,103,113,71,107,103,92,112,92,1
49,70,84,70,52,80,77,93,49,73,66,72,89,76,1
64,88,100,78,53,87,87,96,63,87,83,79,100,81,1
67,86,119,101,79,124,102,114,74,115,115,101,120,98,1
51,71,74,67,51,77,67,84,52,63,63,66,82,72,1
71,96,118,96,67,113,109,122,63,109,104,96,119,90,1
57,76,98,76,57,98,79,96,56,87,87,81,113,92,1
79,96,113,92,55,104,109,112,66,104,91,85,101,90,1
49,75,86,72,49,86,75,97,50,71,67,76,90,76,1
59,83,101,83,56,93,84,101,50,79,79,76,90,76,1
53,78,87,78,50,91,83,93,55,79,75,75,96,78,1
75,100,123,100,75,123,113,117,74,113,113,96,124,98,1
52,78,92,74,56,92,73,90,56,84,81,79,97,80,1
64,94,115,94,64,115,103,113,60,103,99,92,113,92,1
67,94,119,98,67,119,92,101,63,102,102,94,106,83,1
64,83,98,83,68,102,83,96,64,87,91,88,104,87,1
66,100,117,92,66,108,112,130,67,112,103,90,129,104,1
63,90,119,94,67,119,102,119,63,102,106,97,115,94,1
56,83,93,83,56,97,88,105,57,92,88,83,102,87,1
59,87,104,87,55,100,91,108,56,87,83,81,97,79,1
63,98,124,94,67,124,102,110,63,106,106,90,111,87,1
71,101,114,90,63,97,111,119,70,111,97,87,120,102,1
63,92,122,96,63,117,95,101,67,99,103,94,93,76,1
66,92,112,92,70,117,95,105,63,95,103,94,110,90,1
63,94,114,94,67,114,111,114,70,115,106,94,120,94,1
53,76,98,76,57,98,75,96,53,71,71,74,93,79,1
56,81,96,81,60,96,95,100,67,95,95,87,112,92,1
67,98,130,98,67,119,111,124,63,115,115,104,115,102,1
68,96,122,99,64,118,107,123,63,107,111,100,122,100,1
70,89,88,78,56,84,73,97,59,73,73,75,105,87,1
63,97,124,101,63,124,115,125,60,111,106,98,122,96,1
49,74,96,78,52,92,70,86,52,70,66,75,89,73,1
53,78,96,78,53,87,72,89,48,79,79,79,92,78,1
80,88,118,96,84,118,103,113,75,99,99,92,108,92,1
56,81,96,81,63,100,84,101,59,73,81,83,89,83,1
67,79,85,71,55,85,96,104,63,79,63,70,93,75,1
60,83,114,94,67,119,106,111,68,111,111,98,118,96,1
68,98,120,98,68,111,107,122,71,112,112,92,123,96,1
74,97,119,101,70,114,115,120,72,115,115,98,128,99,1
56,74,92,78,49,88,84,97,56,81,73,79,93,76,1
70,90,105,80,63,97,115,120,72,106,94,79,122,99,1
46,74,92,74,49,84,66,86,49,70,73,75,93,76,1
76,94,115,94,72,115,107,122,71,116,107,103,118,96,1
63,98,124,98,67,124,92,110,63,102,106,90,106,91,1
56,83,93,79,49,90,88,105,53,84,84,76,102,79,1
53,87,105,83,57,105,94,111,53,89,94,87,108,92,1
66,100,122,100,66,127,112,124,67,112,112,98,124,97,1
64,98,120,102,68,115,107,118,68,112,112,99,118,100,1
68,92,122,92,71,122,99,118,67,103,107,96,117,92,1
78,97,119,94,70,114,102,106,64,98,98,91,118,96,1
51,75,81,67,48,85,75,92,46,75,71,74,97,83,1
63,85,100,85,66,100,91,101,59,88,84,83,97,83,1
59,92,118,92,63,118,91,108,63,100,100,92,101,83,1
88,96,108,81,80,96,107,118,75,107,103,96,117,96,1
64,85,104,85,56,100,103,118,63,107,87,96,117,100,1
71,92,104,87,67,104,113,122,70,113,104,92,110,86,1
71,100,118,96,67,113,100,112,70,100,104,96,119,98,1
60,85,100,88,64,104,83,100,63,87,83,87,108,89,1
59,75,89,79,59,96,71,80,52,71,75,74,93,79,1
60,79,90,83,60,90,87,100,64,83,79,85,104,87,1
60,80,93,83,63,97,81,98,60,73,73,79,96,81,1
56,83,97,83,56,97,79,97,57,75,79,80,90,76,1
70,87,105,90,89,114,115,120,97,115,106,91,122,96,1
87,94,110,98,71,114,102,119,74,102,97,94,111,91,1
64,96,122,96,60,122,111,123,71,107,103,96,117,100,1
79,96,118,96,75,123,96,112,70,100,109,92,114,94,1
67,101,124,101,67,129,111,120,64,111,115,102,122,99,1
60,88,104,88,64,113,103,113,63,103,103,87,112,92,1
63,98,124,101,67,135,120,124,63,115,111,101,125,98,1
56,88,108,92,56,108,95,109,59,95,95,87,112,89,1
72,98,115,94,68,120,103,118,68,107,103,92,113,92,1
71,96,122,96,71,122,111,123,71,111,111,100,122,96,1
63,94,114,90,63,114,66,106,60,94,98,91,108,107,1
63,94,124,98,75,124,102,119,74,106,111,101,120,102,1
66,96,122,96,66,117,103,114,63,108,112,94,119,97,1
57,83,102,79,57,94,87,104,56,83,83,81,100,87,1
64,94,115,94,64,115,103,118,64,107,107,92,118,92,1
71,96,113,92,71,118,104,117,66,104,109,92,114,94,1
67,94,114,101,67,114,111,131,72,111,111,98,128,99,1
68,88,108,88,53,104,95,113,55,83,75,79,108,89,1
64,96,118,96,64,113,107,118,71,107,107,96,112,92,1
56,78,96,81,56,88,84,93,59,81,81,79,93,80,1
71,86,101,83,75,101,111,119,67,106,92,80,115,91,1
63,94,105,87,63,97,115,120,64,106,94,83,128,96,1
56,78,104,81,56,104,95,104,63,95,95,87,112,89,1
76,94,115,94,76,111,112,122,80,107,107,96,118,96,1
56,85,108,85,56,104,91,104,55,87,91,87,108,85,1
50,76,86,72,53,82,68,83,53,68,71,74,81,71,1
63,92,109,87,71,109,113,127,66,109,109,92,130,98,1
56,74,87,74,56,96,72,81,55,72,79,79,92,74,1
56,92,118,92,64,118,87,100,63,95,107,96,100,81,1
57,79,106,87,53,106,79,96,53,87,95,85,104,83,1
63,97,124,97,63,119,111,125,68,111,106,98,122,99,1
56,89,104,85,56,100,81,101,49,73,73,79,89,73,1
70,101,119,94,67,119,115,120,68,111,111,98,122,99,1
66,81,104,89,70,104,84,97,59,77,73,79,89,80,1
74,90,114,87,63,114,98,111,68,102,98,87,113,88,1
66,96,112,96,66,122,108,119,67,112,108,98,119,101,1
68,96,128,99,71,122,111,118,71,111,111,100,127,96,1
55,87,104,87,63,109,87,108,56,87,87,85,105,86,1
70,100,122,100,70,127,112,124,67,112,112,101,119,101,1
84,92,118,96,79,118,100,112,78,104,109,96,114,90,1
70,96,112,92,70,112,108,114,75,108,103,98,114,97,1
71,101,130,101,71,119,106,124,70,111,106,97,120,98,1
55,83,100,79,51,96,83,100,49,75,67,78,90,75,1
59,86,101,83,56,105,106,114,60,92,84,87,111,91,1
63,86,105,86,63,101,106,119,60,97,102,87,115,94,1
63,97,119,94,67,119,106,115,64,106,111,98,118,96,1
68,99,118,99,68,122,111,123,71,107,107,96,122,96,1
63,97,124,94,67,119,111,125,72,111,111,98,122,99,1
63,86,101,83,67,93,92,101,60,84,75,80,90,76,1
57,79,90,72,50,78,71,87,53,71,71,74,89,75,1
59,86,110,86,63,110,88,105,60,97,92,94,106,83,1
88,102,120,94,76,102,116,133,84,112,83,85,118,92,1
72,91,102,91,64,111,99,108,64,103,103,88,104,87,1
57,69,82,65,60,101,77,82,60,89,106,91,108,88,1
56,79,90,75,52,105,84,101,50,79,75,76,94,76,1
50,76,89,76,50,89,66,82,60,73,77,79,100,85,1
57,79,98,83,53,102,87,100,56,87,83,81,109,87,1
59,75,104,83,59,100,71,84,56,79,83,85,97,79,1
74,90,110,94,78,114,111,125,88,115,111,94,133,103,1
67,98,124,98,63,124,111,124,63,120,115,101,125,102,1
60,83,101,83,60,97,77,94,60,77,81,76,100,81,1
63,89,112,89,66,112,95,105,63,99,103,90,105,90,1
71,87,113,96,71,123,91,100,66,104,113,96,110,86,1
68,98,115,94,60,111,103,122,64,91,91,88,100,83,1
64,83,102,87,64,111,87,104,68,91,91,85,109,92,1
52,81,92,78,46,96,81,97,52,73,73,83,89,80,1
67,96,123,100,71,123,109,122,63,113,109,96,119,94,1
63,87,113,92,63,113,104,112,59,100,96,81,110,86,1
63,92,113,92,59,113,100,104,59,96,91,89,105,86,1
67,98,130,101,71,130,111,119,67,111,111,97,120,98,1
53,76,90,79,57,90,83,100,53,75,79,78,89,79,1
56,85,108,89,59,104,91,101,59,91,88,83,97,80,1
63,89,112,89,66,112,99,110,67,103,103,98,119,94,1
66,92,122,103,74,122,99,110,63,103,108,98,119,97,1
68,99,122,99,64,122,111,123,67,111,107,96,122,100,1
67,94,119,97,67,114,98,106,64,106,106,94,113,92,1
64,96,108,88,53,100,87,104,55,83,79,79,100,81,1
68,102,111,91,64,102,116,128,68,112,103,88,123,100,1
88,94,102,76,64,94,112,122,71,83,79,81,96,79,1
50,76,82,76,60,86,61,79,56,68,83,85,81,71,1
53,76,94,76,53,90,79,96,56,83,83,81,104,87,1
76,99,122,96,76,118,111,123,84,103,79,92,112,96,1
57,87,105,83,57,105,89,106,53,89,81,83,108,85,1
72,91,102,79,64,90,112,122,68,103,91,81,118,96,1
66,96,117,96,63,104,99,114,75,108,99,94,114,94,1
53,83,106,83,57,94,83,100,50,75,75,74,85,71,1
67,90,97,79,63,93,106,114,67,102,88,76,115,94,1
67,86,119,98,71,119,88,105,67,97,111,94,98,83,1
53,79,98,79,53,94,79,96,53,83,75,78,89,75,1
63,83,109,87,75,109,83,96,63,83,83,85,93,83,1
67,97,124,97,63,124,115,120,64,115,115,102,128,103,1
74,104,129,101,67,119,111,120,80,115,111,98,122,103,1
64,76,106,83,68,115,91,100,64,99,112,96,113,87,1
64,102,125,98,60,120,112,128,64,116,121,96,123,100,1
67,98,119,98,71,114,111,124,67,115,115,97,115,94,1
64,99,118,96,68,122,111,118,67,107,107,100,122,96,1
53,78,87,74,53,87,79,93,55,79,79,75,92,78,1
53,83,98,83,53,102,79,96,46,79,79,78,93,75,1
56,78,100,81,60,104,99,104,67,103,91,87,108,89,1
67,79,89,75,63,85,109,122,63,96,83,78,110,94,1
63,81,112,89,66,112,99,110,67,108,112,94,119,94,1
71,96,123,96,67,113,113,117,66,109,109,96,119,98,1
