@relation satimage

@attribute Sp12 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp44 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
67,74,71,70,49,73,82,75,56,89,1
81,79,81,83,60,87,100,88,64,100,1
96,89,96,89,63,99,114,90,59,114,1
79,92,103,92,51,87,100,83,63,100,1
106,98,102,94,71,103,122,96,64,104,1
115,94,106,94,84,112,118,92,71,113,1
108,98,54,105,67,88,110,97,47,111,1
111,100,111,96,66,109,122,100,66,124,1
83,88,99,85,63,99,109,92,67,96,1
84,80,79,80,60,81,90,79,68,113,1
83,81,79,81,56,88,105,83,56,105,1
115,98,115,98,68,112,128,99,68,118,1
68,71,75,75,52,71,84,70,56,86,1
111,101,115,101,64,111,120,98,64,122,1
91,87,83,83,56,87,104,85,56,97,1
98,83,85,87,56,91,108,85,56,104,1
113,100,109,92,67,112,130,98,67,124,1
73,68,69,76,53,71,87,74,53,85,1
96,81,87,81,59,91,101,86,59,101,1
83,81,83,81,56,84,93,83,56,101,1
103,87,107,92,63,104,112,92,59,114,1
112,96,112,96,71,111,118,100,75,117,1
81,90,103,94,60,102,114,90,70,115,1
108,98,112,98,67,111,119,97,67,120,1
111,100,111,100,63,113,127,100,66,124,1
95,79,72,71,66,96,104,89,63,97,1
95,94,103,94,57,111,119,97,67,115,1
108,94,108,98,67,111,124,94,67,125,1
71,70,71,70,52,70,86,72,56,93,1
70,72,73,75,53,75,93,73,53,90,1
106,91,94,87,68,99,108,85,56,109,1
113,103,109,96,67,108,124,98,67,124,1
67,70,63,66,49,66,82,72,52,82,1
103,87,95,92,63,91,112,89,63,114,1
111,96,107,96,66,113,117,92,66,119,1
111,97,111,97,64,111,125,98,68,122,1
112,96,95,88,71,107,109,92,67,122,1
100,92,104,96,79,99,110,90,67,110,1
99,87,95,83,63,100,108,89,66,114,1
106,101,106,90,68,111,120,98,72,128,1
91,81,87,85,56,77,90,75,52,101,1
103,92,103,87,63,104,112,92,59,114,1
99,79,88,79,63,92,105,80,67,98,1
107,99,107,96,67,107,118,96,71,112,1
99,94,108,98,63,102,119,97,74,111,1
102,94,102,94,64,102,115,94,64,122,1
79,80,75,83,57,81,98,79,60,100,1
113,100,113,100,67,112,124,98,63,124,1
107,96,112,99,67,107,123,96,67,112,1
111,91,106,94,71,107,122,103,76,118,1
99,92,103,96,63,100,104,89,66,101,1
85,76,69,72,50,71,91,78,50,81,1
106,94,111,94,68,103,118,92,64,118,1
83,79,79,75,52,79,100,78,56,90,1
111,94,106,97,72,111,115,94,76,122,1
111,100,111,100,70,113,122,96,70,119,1
106,98,111,98,64,107,122,96,71,123,1
81,76,85,83,56,79,96,78,53,85,1
99,92,75,83,66,100,117,96,63,124,1
99,86,99,90,78,97,105,94,67,111,1
83,85,91,85,63,87,100,87,63,108,1
107,96,107,96,59,96,112,92,66,105,1
99,90,103,90,67,97,114,90,67,102,1
104,100,118,100,83,112,119,98,79,114,1
103,96,116,100,63,109,112,92,66,119,1
108,94,108,101,63,106,114,97,67,125,1
99,79,83,75,66,104,108,89,63,110,1
66,72,70,72,50,71,85,73,53,98,1
83,99,51,114,67,87,100,83,63,112,1
112,98,108,98,70,106,119,97,67,125,1
84,86,91,86,53,79,93,73,50,98,1
107,83,91,79,70,113,122,96,66,130,1
103,98,108,94,67,102,114,90,67,106,1
79,81,79,81,48,75,89,79,51,88,1
112,99,112,99,71,111,123,100,67,117,1
107,96,107,96,67,107,118,96,67,112,1
112,90,91,83,67,106,119,94,63,120,1
75,75,61,67,52,75,92,78,46,90,1
112,101,112,98,67,115,129,101,70,120,1
106,97,111,97,68,115,120,98,64,122,1
63,70,71,74,52,70,82,72,52,85,1
95,90,99,90,60,79,97,83,63,94,1
103,96,107,92,59,103,118,92,63,104,1
99,83,95,79,63,97,105,80,63,115,1
98,91,94,91,68,103,118,92,68,118,1
108,98,108,98,67,115,119,101,67,120,1
103,79,84,75,67,102,105,87,63,115,1
106,94,111,94,76,112,122,96,76,118,1
107,92,107,96,66,109,117,92,70,110,1
103,92,91,88,67,75,100,83,59,104,1
95,79,77,75,57,84,101,80,50,102,1
111,98,111,94,71,112,122,96,71,118,1
95,92,91,87,63,96,108,89,59,114,1
100,89,79,81,75,99,110,94,67,114,1
111,94,111,94,71,112,122,96,68,123,1
102,87,88,87,57,81,94,79,57,79,1
111,97,111,94,64,111,125,98,72,122,1
91,86,88,90,57,92,105,87,57,98,1
106,90,111,90,60,98,111,91,68,104,1
84,83,84,83,57,79,97,80,57,90,1
112,99,112,99,71,111,123,96,71,117,1
73,76,73,76,53,75,87,78,50,96,1
69,76,66,76,50,64,79,74,53,74,1
107,99,112,96,67,111,118,96,71,127,1
112,101,108,98,63,115,124,101,67,125,1
94,94,115,102,71,116,122,99,76,123,1
83,78,67,78,49,70,90,75,52,85,1
95,87,95,92,63,96,108,89,63,119,1
111,97,40,122,68,89,111,94,53,108,1
94,87,94,87,60,87,104,81,53,100,1
108,94,88,79,67,111,114,101,67,120,1
92,83,79,83,57,77,90,79,50,104,1
113,100,118,100,63,112,130,101,71,129,1
107,99,116,99,71,103,118,96,75,112,1
79,79,72,75,49,67,84,78,52,90,1
79,78,67,74,56,73,93,79,52,82,1
87,78,79,81,59,79,96,75,55,108,1
94,83,85,83,68,75,91,78,56,85,1
81,75,81,83,53,84,93,76,53,94,1
115,98,111,102,64,121,122,96,64,128,1
89,91,94,91,68,91,104,85,68,104,1
94,91,81,83,84,103,113,92,53,113,1
99,87,91,87,63,87,104,85,56,105,1
91,81,83,81,67,91,109,92,75,100,1
112,99,116,99,67,107,123,100,71,122,1
79,80,71,80,50,69,86,72,50,96,1
103,92,107,92,71,107,118,92,71,112,1
111,94,106,97,60,106,115,94,68,118,1
103,96,107,96,63,104,108,92,63,110,1
98,91,102,94,60,95,113,92,53,100,1
99,90,99,86,60,111,119,97,63,115,1
111,98,111,98,64,112,122,99,68,123,1
91,88,95,88,71,103,113,92,71,117,1
112,101,112,101,63,115,129,101,67,125,1
102,83,85,72,76,112,122,99,68,123,1
107,96,116,100,66,109,112,96,66,114,1
88,94,111,97,53,98,106,91,60,104,1
109,96,104,89,67,108,114,98,67,119,1
91,87,95,87,63,87,100,85,66,101,1
73,75,73,75,60,92,105,87,63,111,1
113,103,109,96,67,112,124,98,67,124,1
112,101,112,98,67,111,124,101,67,120,1
71,74,71,70,48,64,85,71,51,84,1
84,83,84,83,60,73,90,79,60,96,1
66,76,77,79,56,83,100,85,64,85,1
112,99,103,96,71,99,113,96,67,122,1
100,81,91,89,63,95,105,86,63,114,1
116,96,112,96,71,111,123,96,71,122,1
113,100,113,100,71,112,130,101,71,124,1
113,100,109,100,63,108,135,98,67,124,1
77,72,62,68,53,71,83,74,53,89,1
109,96,113,100,67,112,124,98,67,114,1
100,96,100,96,75,99,114,98,75,114,1
92,90,106,94,64,106,115,94,72,118,1
112,96,107,99,63,111,118,100,67,122,1
87,88,91,85,71,91,109,92,75,96,1
106,97,111,104,64,102,115,98,64,118,1
112,96,112,99,71,111,123,100,71,117,1
71,69,71,73,53,66,82,72,50,91,1
71,74,75,74,55,72,85,75,59,92,1
81,79,89,87,60,91,113,88,64,113,1
88,83,88,83,57,85,94,76,57,96,1
109,92,100,92,71,99,114,94,63,110,1
112,98,108,98,67,115,124,97,67,115,1
107,92,91,87,70,113,122,100,70,114,1
71,74,71,74,49,66,86,72,49,89,1
107,87,91,92,70,113,117,100,66,110,1
115,101,115,101,64,111,120,98,64,122,1
116,100,111,100,70,113,117,100,66,124,1
71,74,83,85,56,84,97,79,59,93,1
103,81,87,81,71,99,109,83,67,122,1
97,87,97,87,60,94,102,87,57,100,1
107,88,95,88,79,99,113,92,55,112,1
75,78,79,81,56,84,93,83,59,101,1
111,87,89,83,71,112,122,92,71,128,1
79,79,83,83,52,75,88,74,56,97,1
112,103,116,103,67,116,123,100,67,122,1
85,83,81,79,53,75,91,74,53,85,1
91,81,75,78,52,81,97,79,52,93,1
77,75,73,75,50,67,85,69,47,82,1
75,75,72,71,52,71,84,74,52,86,1
87,92,87,83,59,75,104,85,70,90,1
116,99,116,99,84,107,109,96,71,112,1
111,87,102,87,68,102,111,91,64,113,1
106,98,106,94,71,103,118,96,68,109,1
116,96,112,99,75,111,128,100,71,122,1
109,96,109,100,67,103,110,94,67,101,1
111,94,111,97,68,111,120,98,64,122,1
113,100,118,100,67,112,124,98,67,119,1
113,96,113,96,63,108,119,98,63,124,1
95,92,95,87,63,96,112,89,63,114,1
87,85,83,81,63,91,104,83,63,100,1
83,89,91,85,59,91,101,86,56,97,1
71,73,84,80,53,73,94,76,53,91,1
111,87,79,73,68,106,115,94,64,122,1
116,96,116,103,67,111,123,100,71,127,1
67,76,75,80,53,73,86,76,60,100,1
85,83,73,83,64,83,104,88,64,104,1
115,98,111,98,64,112,122,96,60,118,1
99,96,107,96,71,111,113,96,71,108,1
115,91,106,91,88,103,108,81,80,113,1
72,75,72,75,46,71,92,74,49,86,1
112,99,112,96,67,111,123,96,71,122,1
106,97,115,97,72,106,120,94,72,118,1
112,98,108,98,67,111,114,94,67,106,1
107,96,111,100,66,113,117,96,70,114,1
115,98,115,98,80,116,128,99,76,128,1
73,79,73,76,60,75,87,74,56,89,1
87,83,79,79,56,83,100,81,49,86,1
113,100,113,100,67,103,119,90,67,114,1
81,76,81,76,53,79,91,78,56,96,1
115,94,106,94,88,111,115,94,76,118,1
95,88,91,88,67,95,113,87,55,100,1
116,96,83,85,84,103,118,92,71,112,1
83,81,75,85,71,77,97,79,63,101,1
107,92,103,92,67,111,123,96,71,117,1
99,94,103,90,70,97,114,87,63,115,1
112,98,112,98,63,111,119,97,67,125,1
115,97,111,97,68,111,115,94,68,122,1
98,91,94,91,68,107,113,92,68,113,1
113,107,43,122,71,108,114,98,56,114,1
112,98,103,90,70,111,119,94,67,120,1
112,99,103,88,84,107,123,96,67,122,1
112,88,99,92,67,91,104,87,59,104,1
61,71,72,75,49,67,80,70,52,82,1
113,100,109,92,87,103,114,90,71,114,1
79,78,71,74,46,73,86,79,49,89,1
118,100,109,96,67,112,114,98,63,114,1
73,72,69,72,50,68,87,74,50,85,1
100,100,109,100,67,108,119,98,67,114,1
75,80,84,83,53,73,90,76,53,96,1
91,89,113,96,75,99,110,86,71,105,1
71,76,75,73,53,77,98,79,57,87,1
75,83,84,80,60,73,90,79,60,96,1
71,74,75,78,51,79,96,79,51,100,1
84,83,84,87,53,77,94,76,53,96,1
113,96,113,96,67,108,119,98,71,124,1
83,78,71,78,52,73,90,75,49,85,1
112,90,88,79,67,106,114,97,67,120,1
112,99,112,99,67,107,118,96,67,122,1
70,75,77,79,50,75,89,73,53,94,1
71,78,79,78,51,75,96,79,48,96,1
99,99,107,103,63,103,113,96,71,112,1
75,79,72,71,56,75,88,78,52,93,1
111,94,89,94,71,91,104,92,60,100,1
87,87,95,92,63,96,108,89,66,110,1
99,79,99,86,67,92,105,80,63,102,1
77,83,85,79,56,87,100,81,56,109,1
107,96,111,100,66,104,122,96,66,119,1
103,92,99,92,63,107,113,92,63,104,1
75,80,71,80,57,85,94,79,60,100,1
112,101,108,90,67,111,119,97,70,115,1
83,81,87,85,63,91,104,83,67,96,1
77,86,81,79,50,75,97,76,50,82,1
111,90,97,94,60,106,120,98,64,118,1
84,86,88,86,53,84,105,83,57,106,1
97,94,88,83,57,85,102,83,50,96,1
81,79,73,79,50,67,89,73,47,82,1
115,98,111,98,68,116,122,99,64,123,1
107,96,116,103,84,79,109,92,79,108,1
71,76,75,80,50,73,94,79,53,96,1
73,72,70,75,50,75,97,80,53,98,1
92,90,102,90,60,98,111,91,68,118,1
95,85,75,85,67,107,118,92,63,117,1
107,96,107,99,67,111,118,96,67,117,1
95,92,95,88,55,87,100,87,51,92,1
99,98,99,94,70,106,114,94,67,115,1
85,76,66,72,53,71,91,74,53,85,1
111,96,107,96,66,109,117,96,66,119,1
84,79,73,79,53,84,93,76,57,106,1
118,100,113,100,71,112,124,101,67,129,1
111,94,111,98,64,107,118,96,64,118,1
102,79,85,72,76,99,113,85,68,118,1
109,100,113,100,67,103,114,90,67,110,1
91,85,91,85,59,87,104,87,55,108,1
91,81,83,81,63,84,101,83,59,93,1
98,98,106,98,56,103,118,92,64,109,1
87,89,100,89,59,88,105,86,59,105,1
73,79,77,75,50,79,89,76,50,90,1
79,76,79,76,50,77,98,79,53,96,1
83,79,64,75,56,83,100,81,49,97,1
107,96,111,96,63,100,108,96,66,105,1
95,81,79,78,51,79,96,79,55,100,1
111,101,115,101,64,115,125,102,64,128,1
116,96,99,83,70,118,127,100,70,130,1
111,101,120,97,64,111,125,102,72,122,1
79,92,103,92,59,79,96,81,63,101,1
89,79,81,76,50,75,79,74,56,93,1
104,89,100,92,63,95,101,83,67,89,1
103,96,99,92,70,96,108,92,63,105,1
108,94,103,90,63,102,119,94,63,115,1
77,79,81,86,67,92,105,90,78,125,1
81,75,84,86,57,79,101,76,50,94,1
85,83,94,87,53,83,96,81,60,93,1
75,74,79,81,55,79,93,79,63,96,1
113,100,113,100,67,112,119,98,63,124,1
99,83,79,87,63,100,112,92,70,101,1
107,92,91,88,79,103,113,96,55,122,1
121,96,103,81,79,107,118,92,75,108,1
87,88,107,96,75,103,113,96,75,112,1
107,99,107,96,71,111,113,100,67,122,1
73,72,69,76,50,75,96,78,46,104,1
100,92,91,85,59,88,105,86,63,93,1
111,98,111,98,68,112,128,99,71,118,1
99,92,103,92,59,91,108,89,63,101,1
83,83,83,83,59,79,96,78,52,97,1
79,80,84,80,68,98,111,91,64,113,1
111,97,106,94,68,111,120,94,64,122,1
111,97,102,87,68,111,120,94,68,122,1
71,65,71,73,50,69,86,72,53,83,1
95,86,81,79,53,79,101,83,50,86,1
103,94,112,94,63,111,119,97,63,120,1
91,85,79,78,59,88,101,83,56,97,1
111,94,106,97,68,111,120,94,68,122,1
108,75,73,68,70,97,105,87,63,115,1
112,103,116,99,75,116,123,100,75,127,1
116,81,87,81,79,107,113,92,71,117,1
91,92,113,96,67,112,119,101,79,119,1
85,79,85,83,56,87,96,81,56,109,1
83,85,71,85,63,79,100,87,59,100,1
79,85,91,81,59,91,100,83,67,96,1
103,90,103,94,63,102,119,94,63,120,1
106,91,111,98,92,87,96,81,68,113,1
84,76,75,73,60,94,106,87,60,118,1
71,76,67,69,53,69,82,72,50,87,1
71,73,79,76,53,73,98,76,57,87,1
66,76,66,76,53,61,79,67,56,77,1
112,99,103,96,63,107,118,100,67,122,1
111,102,115,102,76,112,128,99,80,123,1
113,96,100,85,71,112,119,98,67,119,1
102,94,106,97,64,106,120,94,64,118,1
112,101,108,101,70,111,119,94,67,120,1
112,98,112,94,67,111,124,94,63,115,1
88,83,75,83,57,77,90,79,64,100,1
99,78,79,74,71,99,109,83,63,112,1
70,75,84,79,50,75,89,80,53,94,1
107,79,91,79,70,109,122,96,63,114,1
77,76,85,79,60,83,96,85,64,100,1
106,94,106,98,64,103,118,92,60,113,1
99,90,91,90,57,88,101,83,50,90,1
112,88,99,88,71,111,128,96,71,122,1
106,94,106,94,64,106,115,94,68,113,1
77,75,66,72,50,79,89,76,50,94,1
79,83,111,94,60,106,111,91,68,118,1
106,98,111,98,68,112,128,99,71,113,1
75,71,72,75,49,67,80,74,56,86,1
75,76,67,73,50,69,86,72,50,83,1
108,98,112,98,67,111,119,97,67,120,1
75,80,71,73,53,77,98,79,53,96,1
91,90,95,86,60,97,101,83,57,111,1
116,99,116,96,75,116,128,100,75,117,1
109,96,113,96,67,112,119,98,67,124,1
88,90,106,94,64,89,102,87,64,104,1
85,87,89,83,53,87,104,88,53,104,1
99,75,79,71,70,100,108,85,63,110,1
109,96,109,96,63,103,124,94,67,114,1
87,87,95,87,52,87,100,85,63,105,1
102,83,94,83,68,103,113,88,68,128,1
88,87,84,83,68,81,102,83,50,104,1
103,87,91,87,66,87,100,81,63,90,1
111,80,84,80,72,106,111,91,64,122,1
84,94,99,94,57,88,101,83,60,94,1
87,89,96,92,56,84,93,79,59,93,1
106,98,111,94,64,107,118,96,68,118,1
84,75,73,79,63,75,89,80,60,111,1
79,74,87,81,63,84,90,75,63,101,1
115,102,115,98,68,116,128,99,68,123,1
64,67,64,71,49,75,96,78,46,97,1
87,79,103,87,63,87,96,74,63,101,1
89,79,89,83,64,91,104,81,60,113,1
116,96,116,99,67,111,128,100,67,122,1
71,70,71,74,51,68,81,71,55,88,1
103,99,112,99,79,111,123,100,75,117,1
75,80,84,80,53,77,94,79,60,91,1
83,83,87,83,56,79,96,81,56,101,1
103,92,87,96,66,109,117,100,66,130,1
111,94,89,79,68,112,122,99,68,123,1
111,97,111,101,64,111,120,98,68,122,1
100,92,96,89,67,99,114,94,63,114,1
87,81,91,85,67,95,104,83,63,112,1
84,87,97,87,53,94,111,87,57,108,1
97,87,92,87,57,85,102,79,53,96,1
107,96,111,96,66,96,112,85,63,97,1
116,92,103,88,71,99,113,87,63,100,1
83,81,87,85,56,84,105,86,63,101,1
68,71,61,67,49,67,84,70,52,86,1
84,83,99,86,67,102,114,90,74,120,1
81,79,88,86,57,84,93,80,60,98,1
107,83,87,75,74,109,112,96,66,119,1
99,79,77,68,67,106,114,90,63,111,1
75,70,79,81,55,79,96,79,59,92,1
73,76,73,79,50,79,96,78,46,89,1
79,78,83,81,59,99,104,87,67,96,1
91,85,95,88,55,91,104,87,63,100,1
111,96,91,92,70,104,122,96,70,114,1
113,100,113,100,71,112,124,101,67,124,1
94,87,94,83,60,91,104,85,56,104,1
69,72,73,76,53,71,87,74,53,85,1
106,94,102,87,64,107,118,96,76,118,1
113,96,113,100,67,108,114,98,71,119,1
77,76,77,79,53,71,87,74,53,93,1
115,94,106,90,72,98,102,91,64,118,1
79,80,84,83,57,81,98,83,57,100,1
71,76,79,73,53,73,90,79,57,87,1
88,87,92,87,53,89,106,87,60,104,1
71,73,71,73,53,66,82,76,50,79,1
106,94,111,94,71,107,122,99,71,118,1
94,87,94,87,56,91,104,85,56,104,1
111,101,115,104,60,111,115,102,68,122,1
75,80,71,80,60,81,90,76,60,96,1
102,94,106,91,71,107,118,96,71,113,1
83,74,79,78,63,83,89,79,59,100,1
103,92,107,96,71,103,118,96,67,117,1
64,70,64,74,51,64,77,71,48,84,1
107,103,112,99,71,111,118,100,71,117,1
98,87,89,87,68,91,104,88,56,109,1
83,89,96,89,67,77,90,75,59,89,1
116,103,116,96,75,111,123,100,79,104,1
73,79,81,83,50,79,96,78,50,89,1
85,87,94,87,53,87,100,85,56,104,1
79,89,91,89,63,103,114,94,63,119,1
103,86,99,83,82,111,119,94,67,115,1
108,98,103,98,70,106,114,97,70,115,1
73,79,73,72,53,71,87,74,53,93,1
77,79,77,76,53,83,96,78,53,89,1
107,92,103,96,67,99,109,92,67,117,1
106,97,102,90,68,111,120,98,68,122,1
69,76,73,76,53,75,91,78,53,89,1
111,100,116,100,78,113,122,100,70,124,1
71,76,79,80,50,69,82,76,57,83,1
99,96,103,96,66,100,112,92,70,119,1
106,87,97,87,68,98,106,87,64,108,1
106,97,88,97,68,102,115,94,60,104,1
71,76,71,76,50,66,82,76,60,83,1
91,83,79,75,56,83,104,85,63,101,1
81,79,85,83,56,87,100,78,56,104,1
111,100,107,96,70,113,117,96,74,114,1
107,100,111,100,63,109,122,100,66,119,1
111,96,103,96,74,113,122,96,70,124,1
95,88,103,92,63,103,113,92,63,112,1
107,99,116,99,71,111,123,104,71,122,1
71,74,75,78,51,72,89,75,51,84,1
103,98,112,101,67,106,124,104,78,120,1
100,92,109,96,67,95,101,86,67,85,1
73,75,66,72,50,75,97,80,50,94,1
106,94,102,94,60,103,118,92,64,113,1
83,78,75,78,52,73,90,79,49,89,1
113,96,118,100,71,108,119,98,67,114,1
109,100,109,100,71,112,130,101,71,124,1
111,96,103,92,66,113,122,100,66,124,1
102,94,102,90,64,102,115,91,68,104,1
111,98,115,98,64,116,122,99,64,123,1
111,94,111,94,68,112,122,99,71,123,1
103,96,112,103,67,107,123,96,67,108,1
103,85,83,81,55,79,100,79,51,100,1
111,94,106,91,76,116,122,99,76,118,1
84,75,81,83,63,79,89,83,67,98,1
107,92,107,92,59,103,118,96,67,112,1
95,87,95,83,63,100,117,92,63,114,1
103,94,103,90,63,97,114,87,57,102,1
103,92,99,92,59,100,104,81,59,110,1
79,81,83,78,55,83,96,79,71,100,1
111,97,111,94,72,111,120,98,72,122,1
89,87,94,83,56,87,108,85,56,109,1
109,96,113,100,63,108,119,98,67,119,1
66,72,84,79,53,75,89,76,53,90,1
95,90,99,90,57,88,110,83,57,98,1
83,85,83,85,63,95,104,87,63,100,1
108,94,103,94,67,102,114,90,63,115,1
99,92,95,87,59,87,108,89,63,114,1
107,92,103,96,66,100,117,96,66,119,1
111,100,107,100,66,113,122,96,70,119,1
87,78,104,89,67,99,101,79,67,105,1
99,92,107,92,66,87,100,81,63,101,1
84,86,95,86,60,75,93,83,63,90,1
112,90,95,90,70,102,114,94,63,111,1
89,83,81,83,53,95,108,85,53,100,1
112,94,103,94,63,102,114,90,63,115,1
88,83,81,79,57,75,97,76,57,90,1
75,78,75,78,56,81,97,79,52,93,1
79,75,75,75,52,79,92,81,52,86,1
111,100,111,100,70,113,117,96,74,119,1
94,83,77,79,68,91,104,88,50,109,1
107,85,91,81,71,107,113,92,63,117,1
79,81,83,85,63,83,104,87,59,96,1
62,76,77,76,53,68,83,70,56,81,1
106,79,89,76,71,103,118,88,64,118,1
67,78,75,74,52,73,90,75,56,89,1
103,94,99,94,70,106,124,94,67,115,1
85,83,89,87,60,87,104,85,68,104,1
72,75,91,83,56,71,84,74,56,82,1
97,73,75,69,68,89,98,79,64,108,1
107,99,107,96,67,107,118,96,71,122,1
109,96,104,96,67,108,119,98,63,119,1
84,83,88,87,57,89,106,87,57,108,1
106,94,106,94,71,107,122,96,71,123,1
111,96,111,96,70,109,122,96,70,119,1
107,96,45,125,66,113,122,100,59,119,1
91,94,95,90,60,92,110,94,63,102,1
71,78,87,74,79,103,110,86,67,119,1
97,90,102,90,60,85,102,83,64,83,1
106,94,106,94,68,103,122,92,71,118,1
66,72,70,72,50,79,89,76,53,98,1
111,102,111,94,84,116,133,103,84,128,1
95,86,95,83,60,102,114,87,67,120,1
91,83,84,83,67,84,97,83,63,90,1
115,94,89,76,92,112,122,96,71,118,1
103,92,107,92,70,113,117,100,66,130,1
112,99,116,103,67,111,118,96,71,112,1
99,86,112,98,63,88,105,83,67,94,1
113,100,113,100,75,112,124,101,71,119,1
91,79,83,79,66,91,100,85,56,110,1
77,76,77,76,56,87,104,85,60,109,1
115,101,111,90,72,115,125,98,72,128,1
113,100,113,96,67,112,130,101,71,119,1
87,74,91,78,71,99,101,83,75,114,1
73,83,88,83,50,88,97,80,57,90,1
107,96,107,99,67,116,118,100,71,117,1
84,76,88,80,53,85,94,79,53,96,1
84,80,79,83,60,81,94,79,64,104,1
69,76,73,76,50,75,91,78,50,96,1
115,102,106,91,64,116,128,103,68,128,1
106,102,115,102,64,99,118,99,71,113,1
115,98,106,91,80,116,122,96,71,128,1
79,79,83,83,63,91,104,85,56,101,1
75,73,79,73,53,73,90,76,57,96,1
106,98,111,98,68,116,122,99,71,123,1
99,90,99,90,67,97,110,94,53,102,1
113,96,109,96,63,108,114,94,63,114,1
75,78,75,81,51,79,96,79,51,96,1
83,85,75,74,51,72,89,75,51,84,1
111,96,107,92,70,109,122,100,70,119,1
97,90,111,97,57,102,111,94,60,113,1
99,96,107,96,66,100,112,92,63,101,1
115,98,111,98,64,116,122,99,64,123,1
83,83,79,79,56,79,96,78,52,93,1
81,83,89,87,60,83,100,81,56,104,1
112,99,107,96,67,111,123,96,67,122,1
77,79,73,79,60,87,100,85,60,104,1
95,92,95,87,82,96,104,89,63,119,1
99,94,95,90,57,88,101,83,60,90,1
112,96,112,99,67,111,118,96,71,122,1
106,94,102,94,64,103,113,92,64,109,1
106,80,88,83,68,89,102,79,60,104,1
100,96,113,100,75,112,124,101,79,119,1
79,83,88,83,53,77,94,79,57,91,1
88,83,84,79,60,92,101,87,57,102,1
115,101,111,94,68,115,120,98,68,122,1
67,70,63,70,52,73,86,75,52,89,1
84,79,73,75,47,71,85,76,47,82,1
87,75,83,79,56,91,108,89,59,101,1
75,80,71,76,50,73,94,76,50,91,1
75,74,71,74,48,79,93,79,55,92,1
84,83,84,80,57,85,98,83,53,104,1
67,80,75,80,50,81,102,83,53,96,1
104,92,100,81,59,99,114,90,63,119,1
112,99,112,96,71,107,118,96,71,122,1
108,98,112,98,63,111,124,101,63,120,1
96,89,100,89,63,99,110,90,63,105,1
83,71,68,75,70,79,88,78,56,93,1
89,91,106,94,68,95,104,81,64,93,1
104,81,87,81,63,81,90,79,52,101,1
97,90,84,80,57,94,111,87,53,104,1
102,87,92,87,64,98,111,87,64,104,1
107,92,103,92,71,99,118,96,67,112,1
83,81,83,81,71,75,96,83,67,84,1
81,76,73,76,53,75,96,78,53,93,1
84,83,75,80,50,73,86,76,50,100,1
107,92,99,87,66,104,117,92,63,105,1
79,83,87,83,52,79,96,74,56,97,1
104,92,100,89,63,95,105,83,67,93,1
87,81,87,78,63,99,109,87,63,117,1
73,79,81,83,53,84,97,80,57,90,1
107,96,103,92,88,107,123,100,67,117,1
103,98,112,98,70,106,119,94,74,115,1
