@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R4,10,12,17-18,24,26,29,33-34,37'

@attribute Sp14 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,108,90,89,106,83,98,88,84,98,3
75,73,64,70,79,58,81,72,72,81,7
42,51,53,57,53,62,59,57,53,52,5
60,51,45,57,56,58,52,57,57,55,5
45,60,57,57,56,51,55,53,57,55,5
57,66,60,57,56,58,55,57,57,55,5
94,115,94,92,115,94,95,80,84,95,3
94,115,94,88,111,87,99,84,84,95,3
97,115,90,88,106,83,99,84,84,95,3
90,106,87,84,98,79,95,84,84,95,3
51,56,44,57,59,54,61,60,60,61,5
44,53,62,57,59,65,61,60,56,54,5
62,53,48,53,49,50,54,53,53,45,5
135,34,124,46,34,121,34,48,48,34,2
113,40,105,56,51,81,64,67,67,72,2
91,77,65,68,75,56,72,71,67,75,7
79,81,65,68,83,67,79,71,71,75,7
78,91,81,79,95,75,96,82,78,91,4
81,87,74,71,83,67,87,78,70,79,7
59,51,56,55,48,54,53,52,52,46,5
75,99,79,82,96,81,95,83,83,99,4
79,87,75,82,100,81,103,83,83,103,4
67,75,67,70,79,70,88,75,71,81,7
62,48,54,59,53,59,51,56,52,51,5
62,58,67,52,46,66,32,49,52,42,5
125,32,122,46,34,139,53,47,44,37,2
59,67,55,67,66,53,67,63,63,67,7
55,71,55,67,70,57,71,63,63,71,7
70,83,74,75,84,75,84,70,74,84,7
147,27,129,42,30,127,31,44,44,34,2
86,103,83,93,111,90,111,97,101,115,3
120,40,109,44,40,104,62,60,64,69,2
72,95,75,82,92,73,85,80,80,89,7
68,84,75,70,79,73,69,68,72,81,7
87,111,90,92,111,91,107,92,92,107,3
90,71,80,97,111,72,112,101,92,107,3
55,71,55,68,69,57,71,68,64,75,7
65,49,87,41,31,102,31,40,43,31,2
94,34,83,47,37,87,29,46,46,39,2
87,73,54,64,71,59,72,63,67,72,7
68,89,72,76,87,78,83,75,79,95,7
72,81,72,68,71,74,68,67,67,72,5
68,77,72,71,75,67,68,67,67,75,7
68,46,76,60,61,74,58,63,67,68,5
68,37,98,46,36,117,32,48,48,37,2
78,75,70,67,72,54,71,63,63,67,7
59,68,52,67,72,54,71,63,63,75,7
56,71,56,67,68,54,75,63,63,71,7
52,71,59,67,72,54,75,66,66,79,7
59,87,74,75,83,71,79,74,70,79,7
107,31,107,44,29,104,40,49,43,32,2
92,107,87,95,113,89,112,92,92,112,3
92,111,92,95,109,89,108,96,96,112,3
87,107,92,95,109,92,108,87,83,95,3
54,68,54,66,75,55,73,71,67,73,7
58,75,58,66,71,59,77,71,71,81,7
71,91,75,78,83,70,81,75,75,91,7
79,68,79,78,83,78,95,83,79,84,7
66,91,78,75,91,79,92,78,78,92,7
63,79,70,71,73,64,79,70,67,75,4
122,40,92,46,32,101,29,42,44,34,2
90,112,90,93,111,90,111,88,88,106,3
94,108,86,89,106,80,106,80,80,98,3
57,73,57,67,71,58,73,64,64,73,7
116,32,116,47,34,119,37,44,47,34,2
58,71,58,64,73,61,75,68,68,75,7
55,75,65,64,73,57,68,64,64,71,7
62,79,65,68,77,65,79,68,71,79,7
73,92,76,76,98,76,91,76,76,91,7
115,43,97,60,66,72,83,71,71,83,2
94,115,94,97,112,96,111,97,93,111,3
91,106,87,92,107,85,107,84,79,95,3
54,69,57,68,75,56,72,67,63,72,7
61,73,61,68,75,59,75,67,63,72,7
65,81,65,71,83,67,79,71,71,79,7
79,81,72,71,95,81,99,75,75,103,4
72,73,61,76,83,67,95,75,71,79,4
113,34,113,46,34,107,79,55,44,32,2
96,112,92,97,111,96,118,95,90,109,3
63,68,56,67,72,54,83,66,63,71,7
59,75,56,67,72,58,79,70,70,75,7
87,99,79,86,104,85,108,83,83,103,4
58,75,58,66,79,59,77,71,71,81,7
58,75,58,70,79,59,81,67,67,77,7
58,79,58,66,75,59,77,63,63,77,7
62,79,62,66,79,63,77,63,63,77,7
62,79,67,70,79,63,77,63,67,77,7
67,79,71,66,79,66,84,71,71,81,4
112,83,67,52,43,59,63,67,67,77,2
85,109,89,83,103,90,106,85,89,111,4
59,79,63,67,77,60,75,67,70,79,7
59,75,55,67,73,60,71,63,63,67,7
86,103,83,85,106,87,111,88,88,106,4
83,112,90,85,111,83,106,88,88,102,4
90,103,83,89,106,80,102,84,80,98,4
90,88,72,82,97,73,98,80,76,85,4
57,73,57,67,79,58,81,72,68,77,7
64,77,60,63,71,55,77,64,64,77,7
57,70,57,63,75,62,77,64,68,77,7
64,81,68,70,84,65,89,72,72,85,4
62,79,58,68,77,61,75,68,68,75,7
62,79,65,64,77,65,75,64,68,79,7
87,84,76,64,89,72,87,71,71,83,4
76,120,102,76,99,99,75,67,79,103,3
65,77,65,64,79,63,83,67,71,83,7
98,106,91,76,116,99,116,75,71,111,1
68,85,76,76,91,70,79,71,67,72,4
76,89,76,76,83,63,68,67,67,72,4
99,107,92,88,107,87,71,66,78,100,4
96,107,88,84,107,83,79,78,82,104,4
92,107,88,84,107,83,100,82,82,96,4
74,87,67,75,91,75,91,78,78,91,4
63,83,67,79,95,67,96,82,82,100,7
59,71,59,67,75,62,71,70,70,75,7
81,99,78,79,99,79,67,63,70,83,4
58,75,58,70,75,59,77,67,67,70,7
62,72,58,59,63,55,63,63,63,66,7
63,79,63,71,73,64,88,67,67,75,7
63,63,74,59,60,86,60,57,57,56,5
79,99,83,85,102,80,102,84,84,102,4
83,81,64,82,88,65,102,72,68,69,7
64,88,68,74,88,83,69,76,80,94,7
64,70,68,63,71,76,69,64,60,59,5
72,88,72,74,88,73,73,68,68,77,4
65,97,83,76,89,76,83,80,76,87,7
94,56,87,57,55,76,57,56,56,54,5
101,111,101,68,111,98,116,71,68,112,1
61,81,65,64,75,59,79,67,67,75,7
68,59,87,56,57,74,54,55,51,51,5
98,115,98,68,116,103,111,71,67,111,1
61,77,61,68,75,59,79,71,63,75,7
61,73,57,68,75,59,79,67,67,75,7
81,99,78,75,99,83,91,78,82,100,3
74,68,67,79,91,58,100,82,78,91,3
67,64,67,55,54,71,53,56,52,49,5
96,112,99,71,111,96,104,66,66,109,1
71,95,75,74,79,78,81,67,71,88,7
67,91,71,70,79,70,54,67,75,84,7
54,58,71,56,60,66,54,56,52,57,5
66,96,78,71,88,79,84,67,78,97,7
85,91,74,79,99,68,97,78,78,88,3
44,60,59,49,54,64,49,50,50,53,5
78,63,66,52,54,64,53,53,53,53,5
59,79,66,63,66,64,71,60,60,63,7
72,84,72,74,84,69,85,76,72,85,4
42,54,53,50,49,58,49,53,53,55,5
75,54,68,50,53,69,52,53,53,52,5
94,112,98,67,111,101,111,68,68,111,1
98,108,101,67,111,97,115,68,64,111,1
69,84,65,72,85,68,83,71,71,87,4
83,88,83,80,102,79,83,76,80,95,4
80,53,73,60,55,72,75,64,60,61,5
69,92,83,60,89,91,83,60,68,112,1
101,111,101,64,106,98,107,64,64,107,1
101,120,97,64,111,102,107,68,68,116,1
97,97,87,68,111,94,107,68,71,112,1
58,79,69,64,62,61,68,64,64,61,7
72,66,65,60,57,67,64,55,67,64,5
102,111,98,64,112,99,111,67,67,107,1
98,111,98,64,112,99,111,67,67,107,1
98,115,98,64,116,96,107,71,71,111,1
98,111,98,64,112,96,111,71,71,107,1
54,62,57,64,64,56,64,63,63,64,7
59,57,59,55,58,58,56,56,52,60,5
67,75,62,74,87,66,88,79,71,84,4
58,54,58,52,56,59,54,56,59,57,5
74,87,74,75,91,72,92,82,74,88,4
74,91,70,79,88,72,88,74,82,84,4
55,67,59,67,70,57,71,63,67,71,7
83,66,49,74,92,65,106,84,80,94,3
86,108,98,67,97,94,85,64,64,98,1
62,84,65,72,81,65,83,68,68,79,7
90,102,90,84,111,91,103,84,88,103,3
69,60,80,64,69,87,87,80,84,107,5
97,111,94,64,106,98,103,60,60,99,1
62,67,51,64,73,57,71,71,68,71,7
83,73,54,84,103,59,111,88,84,99,3
81,95,88,63,103,92,100,63,63,104,1
96,103,96,63,107,100,100,66,66,109,1
67,79,67,70,83,63,84,71,67,84,7
71,54,54,70,75,55,81,75,63,63,7
96,107,92,66,104,92,99,59,59,91,1
100,107,96,66,113,96,103,67,63,108,1
63,79,63,67,73,57,79,67,60,71,7
96,109,96,92,117,98,115,93,93,115,3
92,118,100,87,112,90,111,70,67,102,1
68,84,68,67,75,55,69,64,64,69,7
57,84,68,60,71,62,77,68,64,69,7
57,91,72,63,75,69,73,64,72,81,7
72,81,64,70,88,73,81,80,88,106,7
79,112,94,85,106,97,106,88,88,115,3
94,117,101,93,115,101,115,84,84,115,3
98,88,79,67,106,87,111,68,68,111,1
58,79,65,64,73,68,75,64,64,79,7
58,75,65,68,77,65,71,64,68,83,7
94,111,94,72,102,91,103,64,64,103,1
83,92,87,53,85,83,83,53,46,79,1
87,88,73,64,106,87,107,71,76,112,1
94,115,97,68,111,94,112,76,71,112,1
83,85,83,46,79,78,79,51,51,79,1
98,111,94,76,112,96,111,71,71,111,1
98,111,94,71,112,99,111,71,71,107,1
56,75,56,63,72,58,71,66,63,71,7
70,83,78,75,87,79,87,74,74,79,7
78,103,92,55,87,92,83,56,52,83,1
58,72,58,63,67,59,77,71,75,88,7
87,83,83,56,87,81,81,49,49,73,1
79,72,71,49,75,74,81,52,52,66,1
92,107,96,59,87,92,84,59,59,91,1
96,99,79,70,109,96,103,67,75,108,1
96,111,100,66,113,100,99,63,63,108,1
81,87,85,52,77,86,84,50,50,75,1
81,96,92,59,88,86,88,60,60,88,1
94,99,86,93,111,83,111,92,88,98,3
75,88,83,53,88,87,85,53,53,85,1
98,91,79,63,102,80,111,68,68,89,1
90,95,86,63,92,90,98,64,68,89,1
65,102,80,92,111,87,107,88,88,107,3
69,75,73,64,66,65,68,76,84,95,7
83,84,76,53,85,79,87,56,56,83,1
80,88,87,53,85,87,87,56,56,91,1
97,106,97,64,106,98,103,64,68,107,1
94,102,87,92,107,81,99,93,84,103,3
76,73,79,60,83,74,87,63,59,83,1
83,77,87,46,48,121,87,51,44,29,2
98,94,87,43,34,107,37,44,44,32,2
87,89,94,64,91,92,95,63,75,99,5
68,66,68,53,54,67,48,48,48,48,5
88,79,81,48,75,75,83,49,49,71,1
70,61,67,48,61,71,67,52,49,63,1
132,48,107,44,32,129,53,49,46,34,2
96,83,78,75,95,83,87,66,70,87,5
74,54,70,51,48,75,53,56,49,49,5
79,103,79,86,104,81,112,96,92,103,3
79,95,83,82,100,81,103,83,83,95,3
71,79,79,52,71,70,70,52,56,77,1
87,95,87,63,96,89,95,63,63,99,1
87,95,87,63,96,89,95,63,63,103,1
75,42,75,56,53,74,60,59,59,60,5
78,109,89,87,103,83,97,85,85,102,3
92,109,96,67,99,90,97,57,53,88,1
92,96,89,63,95,90,75,63,63,88,1
92,96,89,63,103,90,97,63,67,102,1
100,43,122,67,108,98,106,67,60,88,1
100,91,85,79,91,86,92,70,74,88,5
83,95,79,82,97,80,102,80,80,98,3
86,99,94,57,88,83,77,57,60,77,1
86,99,94,60,97,94,94,57,60,85,1
101,108,98,67,106,97,106,68,68,102,1
87,115,94,88,111,94,112,92,88,99,3
76,92,83,84,94,87,99,84,88,103,3
83,102,87,88,106,87,103,88,76,95,3
76,79,76,50,77,79,75,50,56,75,1
73,84,80,53,73,76,71,53,53,79,1
83,97,87,57,94,83,95,56,56,83,1
94,88,94,68,69,91,64,60,64,61,5
65,63,69,72,81,65,99,80,71,79,4
76,73,76,53,75,81,83,55,51,75,1
81,91,78,88,99,83,96,86,86,96,3
81,99,81,84,103,83,104,86,86,104,3
81,103,88,88,103,92,100,82,86,104,3
81,83,81,71,99,87,83,59,66,100,1
92,107,103,71,103,96,100,70,70,104,1
85,75,78,59,61,79,60,56,52,56,5
87,95,87,86,104,89,99,83,79,99,3
92,83,83,63,96,89,103,59,52,84,1
79,61,67,49,75,78,81,52,49,73,1
75,64,71,46,75,74,73,49,49,77,1
79,75,75,52,79,74,70,49,52,66,1
87,95,87,63,96,92,99,63,67,103,1
83,99,92,59,79,85,99,67,63,66,1
92,79,87,70,100,89,66,63,71,95,1
81,63,96,59,63,90,67,60,60,60,5
86,99,90,78,92,90,106,76,68,94,3
75,70,75,53,75,73,81,53,53,81,1
90,103,94,70,111,97,106,68,72,111,1
94,103,98,74,106,97,111,76,72,106,1
86,70,94,60,75,83,89,64,60,77,5
90,111,94,92,115,79,116,92,84,95,3
94,102,87,84,102,76,103,84,80,95,3
83,102,87,84,102,91,99,84,84,99,3
73,75,73,57,77,72,71,53,53,71,1
80,84,83,60,73,79,87,60,68,83,1
80,75,80,68,89,91,91,64,68,103,1
87,120,98,97,112,96,111,93,93,111,3
76,69,76,50,75,74,83,51,51,83,1
76,81,83,46,79,81,72,48,48,75,1
91,98,91,68,107,92,107,71,67,103,1
91,106,98,71,103,96,103,71,71,103,1
94,106,91,71,116,103,103,75,75,107,1
94,102,98,80,107,96,111,84,71,79,1
102,111,94,92,116,96,103,84,84,103,1
81,71,74,51,79,83,87,52,52,87,1
92,107,96,67,103,96,100,66,63,104,1
99,112,96,75,107,100,104,74,78,104,1
96,79,81,71,79,83,96,82,66,71,1
96,91,81,75,99,79,87,63,70,100,4
83,102,87,84,103,85,83,79,84,99,3
87,98,83,84,99,81,99,84,79,95,3
103,112,85,102,126,100,109,90,90,113,3
81,103,88,79,107,87,100,82,78,100,3
85,91,78,79,95,71,100,86,86,100,7
79,99,83,82,96,81,99,83,79,99,3
66,83,70,75,91,72,84,74,67,75,4
81,100,78,79,99,83,102,85,82,102,3
66,63,66,71,77,60,88,74,74,79,7
64,73,83,53,49,122,34,47,47,34,2
83,95,83,82,102,83,73,84,88,111,3
60,63,60,67,79,62,85,72,72,81,7
73,92,73,80,94,68,91,71,76,91,4
73,84,69,72,81,83,54,56,53,45,4
69,88,76,64,69,109,54,53,46,34,2
136,31,133,44,31,135,31,43,43,31,2
102,102,79,84,107,78,103,84,84,103,3
76,94,72,84,95,74,99,79,84,91,4
75,58,100,56,53,125,37,46,42,32,2
83,107,87,86,104,85,91,75,75,84,3
125,34,129,46,34,131,34,44,47,37,2
70,87,74,63,70,64,67,60,63,67,7
76,75,58,72,81,61,79,71,71,79,7
91,106,91,88,107,85,111,88,88,95,3
139,31,131,46,31,128,32,44,44,32,2
91,111,91,92,112,92,111,93,93,111,3
49,57,52,55,54,50,56,59,59,49,5
59,71,63,67,72,58,53,59,66,67,7
112,37,116,49,34,114,37,52,49,37,2
116,37,125,49,34,122,37,49,49,37,2
62,68,58,59,56,63,54,59,59,60,7
144,32,144,46,32,142,34,44,44,34,2
92,109,89,92,108,90,115,93,97,115,3
142,32,139,44,34,140,31,47,44,31,2
127,34,116,44,31,126,31,47,47,31,2
75,108,90,85,102,90,85,84,88,111,3
42,51,57,53,53,55,59,60,57,59,5
45,57,49,57,53,48,55,57,53,49,5
53,66,57,57,60,58,52,57,57,59,7
58,63,51,57,55,42,75,64,64,61,5
139,31,128,46,31,121,32,44,48,37,2
72,34,116,46,34,139,51,51,44,29,2
139,31,139,44,32,129,34,46,46,32,2
78,103,81,84,99,75,96,82,78,87,7
74,79,67,71,75,67,79,70,74,79,7
63,51,52,55,51,62,46,56,56,53,5
79,91,75,78,91,78,91,79,83,95,4
75,95,79,78,91,74,95,83,79,95,4
121,34,121,46,32,122,37,46,46,32,2
62,51,54,52,49,63,57,59,56,48,5
137,27,133,43,27,133,30,42,42,30,2
78,96,78,83,95,79,97,85,85,97,4
63,83,74,75,84,75,79,74,74,84,7
64,81,64,70,79,65,77,68,72,77,7
64,81,64,70,79,62,73,72,68,73,7
72,95,75,78,88,76,73,76,80,94,7
135,28,127,44,34,101,37,47,41,34,2
127,45,72,50,37,94,34,44,47,31,2
83,106,90,92,106,91,107,92,92,107,3
111,49,101,64,69,79,83,68,68,75,2
122,37,133,57,55,87,75,71,68,71,2
102,31,124,50,48,107,32,51,44,34,2
96,112,92,97,116,92,118,99,99,118,3
92,95,74,88,111,83,113,90,86,104,3
85,83,78,84,103,71,109,86,74,91,3
78,75,78,63,68,62,91,70,63,71,2
85,36,107,51,32,108,56,46,46,32,2
107,29,121,48,37,121,32,43,46,34,2
107,29,114,44,34,104,32,43,43,32,2
71,72,58,63,71,55,66,63,59,66,7
54,72,54,66,75,59,77,63,71,84,7
75,68,79,78,91,74,91,83,83,99,7
104,32,112,43,32,103,30,42,42,30,2
55,71,55,63,70,57,67,63,67,71,7
66,71,66,63,66,68,79,70,70,84,5
111,34,118,46,32,120,43,50,47,34,2
107,32,103,42,30,116,29,44,44,29,2
53,66,57,60,67,58,69,64,68,77,7
75,70,72,67,79,76,94,80,80,94,5
64,81,83,67,75,76,73,64,72,81,4
120,32,113,44,34,119,29,44,47,34,2
113,30,116,44,29,115,34,47,53,49,2
55,71,55,68,77,57,75,64,64,75,7
62,75,58,64,73,57,79,64,68,75,7
65,75,65,68,73,57,71,68,68,71,7
62,79,58,64,73,61,71,68,68,71,7
62,79,65,68,77,61,75,68,68,75,7
62,84,69,72,81,72,83,71,71,83,7
129,37,119,44,31,113,29,40,43,31,2
57,73,61,68,71,59,68,67,67,72,7
61,77,61,64,75,63,68,67,67,72,7
76,81,76,80,91,78,95,79,79,103,7
109,34,116,46,34,114,48,44,44,34,2
124,29,128,40,31,132,37,41,44,32,2
124,34,113,43,31,99,29,44,48,37,2
81,107,85,88,107,87,104,86,90,113,4
58,72,58,66,75,59,73,67,67,73,7
54,72,58,63,71,59,73,63,67,73,7
59,79,59,71,77,60,79,67,67,79,7
86,112,90,89,111,83,102,88,84,98,4
60,77,60,63,75,62,77,68,64,77,7
86,91,83,70,111,80,115,72,72,106,1
87,111,90,84,106,87,103,84,84,99,4
87,111,83,88,102,83,99,84,84,95,4
65,79,62,72,81,65,87,71,71,83,7
58,75,55,68,73,54,75,64,68,79,7
65,79,65,60,77,65,75,68,68,83,7
61,73,57,71,75,59,75,67,67,72,7
65,77,61,68,79,63,83,67,67,79,7
78,87,63,75,91,75,87,78,78,96,4
99,116,99,75,116,100,113,70,66,113,1
63,91,81,67,72,79,67,59,63,67,7
70,83,67,75,91,67,83,74,74,87,4
58,75,58,70,79,59,81,71,71,77,7
67,83,62,66,79,63,77,71,67,77,7
100,116,100,74,113,96,112,79,71,108,1
92,99,87,66,109,92,108,67,67,112,1
58,87,79,59,67,55,70,67,67,66,7
59,79,63,67,73,60,75,67,63,75,7
78,83,74,75,88,72,88,74,70,88,4
72,77,64,78,92,62,89,76,76,89,4
80,75,62,76,89,65,99,80,76,91,7
76,60,87,60,59,87,57,60,56,54,5
101,115,104,64,111,102,121,64,64,116,1
76,55,72,56,57,67,54,55,55,58,5
81,91,74,79,99,83,96,82,82,100,3
78,54,78,55,54,71,60,59,56,60,5
62,75,62,66,71,59,70,67,63,70,7
62,72,58,66,75,66,70,63,67,77,7
66,91,74,75,88,68,88,74,74,84,4
63,79,63,63,81,68,88,67,63,79,7
66,79,63,75,88,68,88,78,78,92,7
59,60,70,52,57,72,53,53,50,56,5
92,109,96,67,112,98,111,67,67,111,1
100,113,100,67,112,98,111,63,63,111,1
68,81,64,67,88,62,94,76,68,85,4
68,81,64,63,75,65,81,64,64,77,7
72,73,64,57,53,65,55,57,64,66,5
69,79,65,53,62,65,51,53,56,68,5
61,81,68,64,64,70,64,67,71,79,5
76,98,83,80,95,85,91,79,84,103,7
70,87,70,75,91,71,87,78,78,87,4
70,83,67,71,83,62,87,78,74,87,4
74,57,67,59,64,67,91,74,63,67,5
99,116,99,67,111,96,113,66,66,109,1
67,83,71,66,63,70,66,63,67,73,5
83,61,46,78,96,59,95,79,75,84,3
74,87,70,75,91,72,88,78,78,92,4
70,87,70,79,88,72,84,78,78,88,4
62,63,69,60,69,83,68,64,71,87,5
80,97,87,60,85,83,99,56,60,95,1
101,97,83,72,111,87,112,71,76,112,1
92,103,88,88,111,100,104,86,86,113,3
96,121,103,75,107,100,87,63,63,96,1
96,87,81,75,107,96,100,63,66,104,1
92,103,96,67,99,92,104,66,66,100,1
71,87,67,74,87,66,81,67,67,73,4
87,103,92,63,104,92,88,59,59,99,1
70,87,66,71,81,60,75,63,63,67,4
92,104,92,83,103,94,106,78,78,111,3
68,84,68,74,84,62,73,64,64,69,4
94,108,94,63,102,94,85,64,64,102,1
94,97,80,64,106,94,112,64,71,107,1
92,121,100,86,100,92,108,87,79,108,3
89,83,81,49,73,79,71,47,47,71,1
78,67,70,52,66,68,75,53,53,71,1
100,109,96,63,108,94,92,63,63,106,1
57,73,60,78,97,80,111,92,88,102,3
94,111,94,92,111,87,103,92,88,103,3
80,102,94,50,62,91,34,43,43,34,2
83,69,72,60,61,74,75,51,51,54,5
85,99,88,59,79,83,71,56,56,75,1
83,75,62,86,96,81,95,87,83,99,3
96,87,87,66,104,85,99,59,56,84,1
81,96,81,83,95,83,92,85,85,92,3
81,100,89,87,99,86,102,78,74,97,3
133,32,133,42,32,139,31,44,44,31,2
100,87,100,75,91,98,92,74,70,88,5
86,103,86,89,102,94,102,84,88,111,3
83,73,75,50,71,69,69,53,50,66,1
75,66,72,50,79,73,77,53,50,73,1
94,103,90,67,97,90,98,68,60,89,1
94,112,101,74,106,101,106,72,80,115,1
94,88,98,70,88,94,73,64,64,85,5
80,97,76,88,102,76,99,80,80,95,3
90,92,87,68,106,91,83,68,68,99,1
94,97,90,60,85,91,83,60,60,99,1
97,111,101,64,106,98,112,68,71,112,1
97,106,97,64,106,98,112,71,71,103,1
97,31,136,53,59,128,91,60,60,64,2
122,31,140,50,31,131,83,60,53,51,2
140,31,133,47,34,128,51,50,43,36,2
133,63,90,50,43,91,61,56,56,64,2
87,102,83,84,103,85,99,88,84,103,3
83,102,79,84,99,81,103,84,88,99,3
76,81,79,56,79,85,75,59,63,91,1
78,75,78,51,75,75,79,52,52,71,1
81,75,74,51,75,71,79,52,52,71,1
92,83,85,63,95,83,96,63,63,104,1
99,103,96,67,99,92,100,66,70,100,1
128,48,107,55,64,92,71,59,59,63,5
83,95,79,86,96,81,95,83,83,95,3
79,91,79,86,96,78,95,83,79,95,3
79,95,79,82,96,81,95,79,83,95,3
83,64,75,52,83,78,84,52,52,73,1
92,95,87,66,87,81,91,59,67,84,1
87,95,87,66,83,89,84,67,59,77,1
87,87,87,63,104,89,103,67,67,99,1
81,96,81,83,95,79,92,78,82,97,3
81,96,78,83,95,79,92,82,85,97,3
92,100,85,96,108,86,111,89,85,97,3
85,100,89,83,95,90,102,78,70,88,3
74,87,89,63,91,94,92,67,70,106,1
89,96,89,63,99,94,106,67,70,111,1
96,100,92,71,108,98,111,70,74,106,1
89,75,85,67,77,79,97,67,74,92,1
92,63,96,59,70,90,75,60,60,75,5
74,71,81,49,51,72,43,50,57,67,5
83,95,79,82,97,80,98,84,88,106,3
79,95,79,85,97,80,94,88,92,115,3
83,66,72,47,75,76,69,50,50,73,1
83,81,79,57,75,80,73,53,57,77,1
83,88,83,67,92,83,85,64,60,81,1
94,73,86,70,92,83,111,76,64,77,5
87,92,87,88,106,91,99,84,84,107,3
80,71,76,50,73,76,71,50,50,79,1
80,71,73,53,77,79,79,53,53,83,1
