@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-3,7-10,18,23,30,32,35,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp29 numeric
@attribute Sp35 numeric
@attribute Sp43 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
121,128,123,96,88,111,118,117,117,94,119,3
99,100,100,75,84,91,96,96,91,79,101,4
34,128,123,129,48,37,32,127,32,135,124,2
29,139,134,146,44,29,29,138,30,150,130,2
29,134,134,137,48,34,29,127,30,135,124,2
79,89,85,67,75,83,83,92,70,60,86,7
118,122,117,89,86,109,112,114,115,94,119,3
109,117,112,92,90,113,112,119,115,90,114,3
96,96,100,74,74,79,57,119,31,133,129,2
53,108,122,125,43,32,32,124,34,133,124,2
32,122,112,114,52,37,37,110,31,136,119,2
109,112,112,89,90,113,112,119,111,90,114,3
104,108,108,89,86,109,103,110,111,90,110,3
113,112,122,96,95,113,108,110,92,76,89,3
87,92,84,66,74,83,84,75,79,65,74,7
83,84,88,70,74,83,73,72,75,62,70,7
83,88,84,70,74,83,66,72,67,55,70,7
91,105,101,90,63,57,37,124,29,135,125,2
42,119,130,131,46,34,34,129,31,135,125,2
32,130,124,139,42,32,34,129,34,139,136,2
30,124,124,131,46,34,34,119,31,135,120,2
117,119,114,94,92,108,97,97,77,61,67,3
106,114,101,80,74,75,102,102,95,85,100,3
31,124,129,140,44,34,31,125,31,135,133,2
34,129,129,140,44,34,31,131,31,143,133,2
102,105,110,90,89,106,102,111,99,85,113,3
111,114,110,90,89,106,111,120,112,92,118,3
106,114,114,94,97,120,115,120,107,88,108,3
84,85,78,58,63,63,73,71,79,67,83,7
84,89,89,69,70,79,85,90,75,67,79,7
31,125,125,135,44,31,31,128,32,137,128,2
102,102,111,87,88,106,103,118,107,87,109,3
107,113,113,88,88,107,111,113,118,96,122,3
31,133,122,132,46,34,34,128,29,133,122,2
34,122,118,125,50,36,37,123,34,122,122,2
112,118,113,92,92,112,111,118,109,89,117,3
107,118,118,88,88,107,111,118,118,96,117,3
107,113,113,88,88,107,111,109,113,92,112,3
112,118,118,96,88,107,95,96,91,78,92,7
75,79,79,63,71,79,72,74,63,59,73,7
111,113,118,92,93,111,118,122,112,94,114,3
107,109,104,83,84,99,96,104,91,75,97,4
103,104,109,87,93,107,104,117,108,94,114,3
111,118,118,96,93,111,113,117,112,94,114,3
111,118,118,92,88,111,118,117,112,90,114,3
107,109,109,87,93,111,113,104,95,75,86,3
111,113,113,83,84,95,96,96,73,64,82,7
34,127,127,133,46,32,32,119,34,133,114,2
37,117,138,140,46,29,32,130,43,111,124,2
113,112,112,89,86,104,95,86,84,65,82,7
67,69,62,48,56,53,51,72,53,44,67,5
56,73,76,55,59,49,51,72,49,55,74,5
112,124,114,90,92,112,115,124,115,94,120,3
95,93,93,75,71,77,88,93,85,76,94,4
32,119,119,131,46,34,34,114,31,128,120,2
108,110,114,94,96,112,115,114,120,98,120,3
112,119,114,94,92,108,115,114,102,83,106,3
54,72,62,45,56,54,53,63,52,50,71,5
60,72,75,64,63,63,37,85,31,116,98,2
34,124,129,143,44,31,31,131,29,143,133,2
37,114,110,119,44,37,37,106,51,92,96,2
102,110,114,90,97,115,111,120,103,85,122,3
111,114,114,87,85,106,98,98,95,78,91,3
84,85,82,65,70,71,81,94,83,70,83,7
71,74,74,58,60,67,69,60,75,63,71,5
81,94,115,113,47,31,68,118,87,75,104,2
77,82,90,68,76,85,75,83,75,62,85,7
59,64,67,54,60,59,61,75,58,67,81,5
34,111,115,124,44,29,29,122,27,146,134,2
31,106,98,94,53,52,31,96,27,133,113,2
48,75,75,59,56,51,48,74,53,70,76,5
51,67,67,56,56,54,51,70,49,52,69,5
99,100,104,79,79,95,96,100,95,79,101,4
32,128,128,137,44,32,34,112,45,105,114,2
99,104,96,75,71,83,87,84,91,72,90,7
79,89,85,75,59,58,83,88,81,75,93,7
58,77,81,71,55,48,60,84,60,68,82,5
48,74,70,54,55,51,49,76,51,68,72,5
32,113,85,71,51,45,29,96,28,127,105,2
45,85,74,62,55,51,40,80,32,113,82,2
96,100,96,78,78,91,95,97,92,83,101,4
91,96,100,74,82,91,95,105,97,80,110,4
63,88,80,59,70,71,70,72,67,55,70,7
71,80,80,59,63,67,66,72,67,55,70,7
79,80,80,63,70,79,81,82,79,62,78,7
91,100,96,78,78,83,91,90,84,69,85,7
46,69,69,55,56,53,48,68,49,58,74,5
49,84,104,100,46,29,48,110,37,115,114,2
95,97,97,75,83,95,97,105,98,83,102,3
95,97,101,75,79,95,92,101,98,83,106,4
103,105,105,86,92,103,106,114,111,91,115,3
34,124,124,139,46,30,37,119,55,102,102,2
60,97,79,64,67,70,67,67,69,57,71,7
70,72,72,53,67,66,67,70,66,54,71,7
95,97,97,75,75,84,88,82,89,72,86,7
91,97,90,72,75,81,84,82,77,72,90,7
81,82,79,68,71,81,75,82,69,76,86,7
88,97,93,75,75,84,84,85,81,72,82,7
57,82,82,72,56,48,60,78,62,68,78,5
48,68,68,60,56,51,53,74,55,65,82,5
51,75,79,68,56,48,53,78,46,83,94,5
30,119,119,127,46,32,37,101,34,113,115,2
115,114,114,87,89,106,111,111,116,96,122,3
111,114,110,83,85,97,111,106,116,96,118,3
71,78,67,51,60,67,69,71,71,56,71,7
60,82,82,69,57,60,59,86,57,70,83,5
53,74,74,65,53,53,55,90,45,96,100,5
29,119,124,140,44,29,37,106,31,107,104,2
111,115,115,94,97,111,116,122,116,96,118,3
111,115,98,72,64,62,107,104,111,92,109,3
69,98,90,79,64,73,75,87,75,62,77,2
69,64,71,57,64,69,71,75,68,54,70,7
73,78,78,57,68,73,75,75,72,58,77,7
73,78,74,61,68,73,75,75,75,67,81,7
81,90,90,72,68,77,71,87,68,79,89,5
46,78,82,65,53,49,54,83,75,71,100,5
31,98,102,102,50,46,31,96,29,121,104,2
103,108,108,88,88,107,107,109,113,89,117,3
71,71,71,56,60,71,68,70,75,55,73,7
71,75,75,56,68,68,72,74,71,55,73,7
71,67,75,59,64,75,72,74,79,59,73,7
79,79,83,74,80,87,83,96,79,66,84,7
111,118,118,96,97,116,113,117,112,94,114,3
72,74,74,54,67,72,71,76,81,68,82,7
64,77,81,67,71,75,71,80,66,60,75,4
34,100,100,100,44,29,40,92,32,120,97,2
113,112,108,89,86,104,84,82,71,55,70,7
71,84,80,66,66,71,70,82,75,76,89,5
67,80,76,63,66,79,66,75,79,62,78,4
79,80,92,70,74,87,77,86,75,69,85,4
56,104,104,114,46,32,51,101,79,94,105,2
112,114,119,94,92,117,111,110,106,79,102,3
66,75,75,57,63,70,71,78,73,57,74,7
70,68,72,57,67,77,75,82,77,61,78,7
81,86,79,64,67,73,79,85,85,68,86,7
81,93,93,79,71,73,84,93,81,76,98,7
81,86,93,83,59,51,84,97,81,72,98,4
30,105,105,116,42,32,29,105,49,94,94,2
106,114,114,90,97,115,106,111,107,88,104,3
111,114,114,87,93,111,106,102,99,81,108,4
97,105,97,73,78,84,94,82,87,74,87,7
67,70,74,51,60,67,69,74,75,56,79,7
75,82,78,55,63,75,73,78,68,56,71,7
75,82,85,65,70,84,73,86,83,70,83,4
120,120,120,94,101,115,116,122,116,96,118,3
106,111,111,91,84,106,99,104,103,79,109,4
106,111,106,79,80,106,107,108,107,87,109,4
73,74,74,57,64,73,75,75,75,58,77,7
73,82,86,61,64,73,75,75,75,58,81,7
89,94,94,76,76,98,91,96,87,71,89,7
94,98,98,76,76,85,91,100,95,79,109,7
81,86,86,72,72,77,91,87,95,83,93,4
34,106,106,116,44,31,36,108,34,112,104,2
107,118,118,88,92,112,107,109,109,81,112,3
103,104,104,81,84,99,103,109,100,85,108,4
75,75,79,56,64,75,72,77,75,59,76,7
75,79,79,59,64,75,75,77,79,59,76,7
29,113,108,121,50,45,29,109,29,129,108,2
116,123,123,96,97,111,118,112,103,86,114,3
107,109,109,79,79,95,104,104,103,86,105,4
72,74,74,58,71,75,71,80,73,57,79,7
75,70,74,58,63,72,79,76,73,60,75,7
32,104,109,112,41,37,32,100,42,113,93,2
75,84,80,59,66,75,77,75,71,58,82,7
79,80,76,63,70,79,77,79,75,62,85,7
79,84,80,70,70,79,81,82,84,76,89,4
79,80,80,66,70,79,81,90,84,73,89,4
32,100,104,107,46,32,37,97,49,90,85,2
43,92,80,59,70,79,77,86,84,65,85,4
117,114,114,90,87,103,84,105,73,61,94,3
73,79,79,60,71,77,75,78,73,57,78,7
77,79,75,60,67,73,71,82,77,61,78,7
73,72,72,57,63,73,79,82,77,65,78,7
70,75,75,57,67,77,75,74,73,57,74,7
77,75,79,64,67,84,79,85,77,65,82,7
102,105,124,101,93,120,115,120,99,85,122,3
120,124,119,97,89,115,120,120,116,96,118,3
79,85,82,58,67,79,81,82,79,67,79,7
79,82,82,62,67,75,77,78,79,63,79,7
79,74,74,55,63,71,73,74,79,59,75,7
73,86,90,68,72,94,91,104,87,79,100,4
75,71,79,59,64,75,72,81,75,59,80,7
99,108,104,81,84,95,95,93,100,81,96,4
95,100,96,74,80,87,91,89,91,74,92,4
75,77,85,67,79,103,75,73,73,60,79,7
79,81,77,58,67,79,79,80,81,64,90,7
83,85,81,67,67,79,79,84,70,68,93,7
79,77,81,58,67,75,71,88,60,83,97,5
75,81,77,62,67,72,63,88,57,86,97,5
75,81,81,62,67,79,75,84,77,64,79,7
83,93,93,71,71,79,71,66,81,64,62,7
71,73,84,63,78,100,77,90,75,58,78,7
100,104,104,81,86,100,99,105,97,83,105,4
75,73,76,59,63,75,77,90,88,83,101,7
79,80,80,63,66,75,70,93,60,76,93,5
113,122,127,96,66,113,108,124,106,101,119,1
113,122,127,100,66,109,108,130,111,101,124,1
87,96,96,74,74,87,88,90,88,65,78,4
99,105,101,83,79,95,97,97,102,79,98,4
60,90,97,86,59,57,56,97,55,83,86,5
112,124,124,98,63,108,120,124,115,102,125,1
66,62,65,53,63,66,67,74,77,61,74,7
75,78,78,58,63,79,73,78,75,59,79,7
97,105,93,73,78,84,85,98,87,70,91,7
84,93,97,80,74,88,98,102,91,78,100,3
71,82,85,76,60,60,59,98,57,70,83,5
56,93,97,94,53,56,55,86,57,78,83,5
56,93,93,80,57,63,55,82,57,70,83,5
97,105,97,83,63,88,94,102,103,88,104,1
67,70,74,62,63,71,77,74,75,63,75,7
77,78,74,61,64,73,75,79,79,58,77,7
98,102,106,83,76,98,99,104,95,79,100,3
98,102,94,72,72,81,99,96,99,83,109,3
59,98,94,87,57,55,57,87,58,62,81,5
55,90,86,79,57,55,57,87,54,71,85,5
69,74,82,65,68,81,75,79,75,62,74,7
91,91,100,78,80,95,91,96,79,66,96,4
57,87,87,78,56,57,58,85,60,66,80,5
75,75,79,63,71,79,72,77,71,63,73,7
79,77,77,62,67,79,79,84,84,68,86,7
72,74,77,62,67,79,67,76,70,57,68,7
83,84,84,70,74,91,88,97,97,83,101,7
96,104,104,81,82,100,99,105,97,87,105,3
60,80,84,74,56,56,51,86,53,73,78,5
113,127,122,100,70,118,112,130,111,101,119,1
71,76,73,63,63,67,70,68,67,55,70,7
84,90,97,75,75,88,88,97,89,76,102,7
108,119,114,98,67,108,115,119,115,98,125,1
66,68,75,64,71,81,63,85,62,57,71,7
79,85,85,65,70,84,77,82,83,67,83,7
56,82,82,73,50,53,55,74,57,63,75,5
111,124,119,97,67,111,111,115,112,99,122,1
111,119,119,97,70,111,111,120,107,96,122,1
111,119,105,87,63,79,106,98,112,99,108,1
67,70,74,58,63,71,69,74,68,52,67,7
71,74,74,58,63,67,69,71,61,56,71,7
85,90,94,72,76,94,87,91,91,71,93,4
52,78,78,65,53,62,51,75,54,71,81,5
115,120,125,98,68,115,112,122,111,96,118,1
111,115,120,102,68,106,112,122,111,100,123,1
69,71,74,54,60,69,61,71,64,54,70,7
87,96,96,70,76,83,91,89,87,70,88,4
87,96,100,78,80,95,87,96,79,74,96,7
54,75,79,67,56,54,54,74,56,59,69,5
51,75,71,59,53,51,54,77,53,63,73,5
112,122,122,96,64,107,103,118,104,96,112,1
112,122,108,85,64,83,103,100,113,103,122,1
79,85,85,62,71,83,79,84,81,64,86,7
83,89,96,75,79,91,83,96,81,64,82,7
103,109,113,96,71,111,104,122,99,86,119,1
111,123,118,96,67,87,113,122,112,98,119,1
79,88,96,70,78,91,81,93,79,73,85,7
96,104,76,59,59,56,84,68,92,80,82,3
104,122,117,100,70,113,112,130,111,104,119,1
81,86,79,68,63,57,67,78,62,57,74,5
84,90,90,75,79,95,84,97,94,76,106,7
99,110,105,86,79,95,106,114,111,94,115,3
54,79,79,64,59,57,63,101,94,91,111,5
54,79,82,68,59,60,75,101,106,91,120,5
103,119,114,94,67,108,102,119,102,94,120,1
70,75,72,57,63,66,71,74,77,61,74,7
49,78,78,65,67,75,69,94,79,78,104,5
84,89,97,80,82,106,98,111,103,88,113,3
56,78,93,80,63,63,81,111,107,96,118,5
111,119,114,90,63,92,102,102,107,92,104,1
106,119,119,97,63,111,102,120,107,96,118,1
85,90,86,68,80,85,87,87,83,67,89,4
115,125,115,91,80,106,103,96,107,92,113,1
102,115,115,94,64,106,107,113,103,96,118,1
111,111,106,87,68,89,112,113,111,100,118,1
79,87,83,63,68,79,79,81,75,63,76,7
75,83,79,63,71,79,68,77,75,59,73,7
99,113,118,92,64,107,99,118,91,89,104,1
103,113,118,96,64,103,99,118,100,89,112,1
99,109,104,75,75,87,96,96,91,83,97,7
107,113,118,92,88,111,104,112,103,90,124,3
116,123,104,79,71,91,118,112,103,90,110,1
99,113,113,92,59,103,91,104,99,86,101,1
87,92,88,66,70,83,73,72,71,58,74,7
75,76,73,55,63,75,77,86,92,83,101,7
91,96,112,85,86,113,112,124,120,97,124,3
100,112,108,92,63,87,91,101,88,87,101,1
104,117,112,92,66,109,103,110,97,87,114,1
104,117,112,92,63,104,88,110,92,87,105,1
109,122,117,96,66,109,103,119,92,76,114,1
117,124,130,101,96,112,120,124,115,98,120,3
99,114,110,86,59,95,106,114,106,98,115,1
108,119,119,94,63,103,102,114,102,91,115,1
84,85,82,62,67,75,69,74,71,59,71,7
75,78,78,55,63,71,69,74,71,56,75,7
92,93,101,80,78,92,94,90,87,70,87,7
92,101,97,76,67,71,85,90,83,70,96,7
102,114,114,90,63,102,106,120,103,88,118,1
106,111,111,87,88,102,103,108,83,79,96,7
102,106,102,91,64,98,103,108,87,87,100,1
85,98,102,83,57,89,83,91,72,75,85,1
106,120,115,94,68,102,107,122,111,96,118,1
75,79,75,63,64,79,72,77,75,59,76,7
87,91,113,85,88,103,87,96,104,85,96,7
95,100,108,88,88,107,103,118,104,92,108,3
116,122,122,99,84,116,107,113,104,92,100,1
79,96,96,81,60,87,79,104,71,74,96,1
112,118,113,96,71,107,107,118,100,92,112,1
87,89,100,75,75,87,87,92,73,68,86,7
75,96,89,75,51,68,71,92,73,75,97,1
107,118,118,96,79,111,100,112,95,90,101,1
111,123,118,96,71,107,109,122,103,90,114,1
71,73,69,55,66,71,66,68,71,55,78,7
83,108,100,81,56,79,88,93,88,87,101,1
100,112,112,92,70,100,95,114,106,90,119,1
109,122,122,96,66,109,103,124,106,90,114,1
104,108,104,89,66,87,88,105,88,90,105,5
81,75,90,72,79,95,102,110,102,87,106,3
81,93,90,75,56,81,84,97,85,79,90,1
97,97,105,80,85,106,102,115,107,92,113,3
102,114,110,87,89,106,102,106,107,85,104,3
102,110,110,87,89,106,106,115,103,81,104,3
71,82,89,73,67,71,66,82,95,85,96,7
106,114,114,87,63,97,98,111,95,85,104,1
66,78,78,65,64,66,87,100,103,92,109,7
69,86,82,76,50,66,64,79,61,67,77,1
73,90,98,76,57,81,87,100,99,92,109,1
77,98,98,83,57,85,87,100,99,87,104,1
111,120,111,87,68,89,112,113,111,100,128,1
66,78,78,68,64,66,61,75,54,62,70,5
103,104,104,81,88,103,95,100,104,85,96,3
79,96,104,85,56,87,99,109,100,92,117,1
91,104,108,85,56,91,87,104,87,85,100,1
91,104,108,88,60,95,95,109,87,85,112,1
95,122,122,96,80,95,99,109,91,96,112,5
99,113,104,87,51,87,91,92,84,83,93,1
68,77,77,71,48,61,67,80,73,75,82,1
87,96,96,83,59,83,83,100,81,79,105,1
91,104,104,87,55,91,87,100,84,83,105,1
75,93,81,79,51,54,63,76,77,75,72,5
48,81,74,75,48,48,49,69,60,68,75,5
104,112,108,89,86,104,103,119,106,94,124,3
91,92,100,81,86,100,103,105,102,87,101,3
79,96,88,78,49,71,73,93,75,76,89,1
96,112,112,89,66,100,99,119,88,90,114,1
96,108,112,89,52,87,95,101,106,90,105,1
73,86,93,79,52,77,79,93,73,76,98,1
84,93,101,83,56,81,79,89,77,76,90,1
99,110,119,90,67,99,97,114,89,87,111,1
106,105,101,83,82,92,94,98,99,85,100,3
92,101,105,83,89,102,102,102,103,88,113,3
97,110,101,83,50,71,73,86,71,78,87,1
84,110,105,83,57,88,89,111,95,92,108,1
88,105,105,87,63,92,94,102,83,85,96,1
37,114,97,90,63,84,55,86,64,85,91,2
84,97,105,87,74,92,85,102,75,78,104,5
92,114,110,94,70,88,77,111,64,92,108,5
84,93,89,73,60,71,77,98,83,81,104,7
89,106,111,87,57,94,87,100,95,87,100,1
99,104,96,78,80,95,103,100,96,81,108,3
91,96,100,81,84,103,95,104,96,81,104,3
99,104,104,81,84,103,99,100,104,81,108,3
99,118,122,103,71,112,103,123,104,96,112,1
48,104,96,96,56,61,61,96,60,92,100,5
103,109,100,87,67,95,100,104,99,90,119,3
103,109,109,87,59,75,96,100,88,86,110,1
83,96,85,71,55,68,79,84,73,75,93,1
64,100,100,87,55,58,60,100,66,86,90,5
87,93,85,71,75,79,96,96,91,79,93,4
96,100,104,81,86,96,95,97,92,76,101,3
104,108,108,89,74,96,99,119,88,90,105,3
96,104,100,92,56,91,95,97,84,83,101,1
75,96,84,74,46,67,77,86,75,80,89,1
100,117,104,89,59,79,99,97,97,90,101,1
67,108,104,85,74,87,77,97,75,90,105,5
99,105,105,86,83,95,97,101,94,79,111,3
95,110,97,86,52,81,79,93,73,76,86,1
70,86,90,75,49,70,75,97,81,83,98,1
84,93,97,83,59,77,79,89,89,87,111,1
73,97,93,75,63,73,92,105,94,91,111,1
108,114,114,94,75,108,106,114,111,94,115,1
63,97,97,90,59,63,60,101,66,91,106,5
92,97,97,80,85,97,94,106,103,92,118,3
84,97,101,83,50,75,73,86,79,81,96,1
79,89,93,73,53,71,73,78,71,74,87,1
84,93,89,83,67,88,81,98,83,85,96,1
102,114,114,94,67,97,111,115,112,99,122,1
77,94,90,76,53,73,75,96,72,75,93,1
106,115,120,94,72,111,103,122,99,96,118,1
102,115,115,94,72,106,107,118,107,92,113,1
73,90,86,83,50,52,71,91,75,87,96,5
66,82,90,83,60,66,71,104,79,75,109,5
79,96,96,81,53,83,75,89,67,74,92,1
68,83,79,74,56,75,72,85,79,74,92,1
103,122,122,96,71,107,107,123,104,92,112,1
107,118,118,96,76,107,107,118,109,96,112,1
107,118,122,99,71,116,103,118,109,96,117,1
106,115,115,91,88,106,107,118,103,83,113,3
107,113,104,83,79,103,104,108,99,83,101,3
79,81,85,62,67,75,83,84,88,72,86,4
79,85,85,62,71,75,83,84,81,64,86,4
75,85,85,62,67,79,79,88,77,72,97,4
107,104,109,83,84,99,104,108,99,83,105,3
103,100,109,83,88,103,100,104,95,79,105,3
100,108,112,89,90,104,108,114,115,90,114,3
100,100,104,78,86,100,99,101,97,83,105,3
100,108,112,85,86,100,103,105,102,83,105,3
34,119,110,105,71,77,34,105,31,139,120,2
112,114,110,90,87,108,106,110,106,87,115,3
111,114,114,87,89,106,111,111,103,85,108,3
84,85,85,69,67,79,85,82,87,70,87,7
34,131,120,135,44,31,31,133,29,141,134,2
106,111,111,87,92,111,107,113,107,87,104,3
111,120,111,91,88,106,103,113,107,83,109,3
34,118,123,129,48,34,32,117,34,124,119,2
111,109,113,92,88,103,113,112,108,86,105,3
32,127,127,133,43,32,32,130,34,140,124,2
100,108,108,85,90,109,84,90,71,58,82,7
32,124,135,139,42,32,34,124,34,139,125,2
84,101,105,83,87,103,92,105,69,79,102,3
103,105,114,86,87,108,111,114,102,87,111,3
34,114,114,122,47,37,37,120,36,128,122,2
111,114,114,83,89,106,111,115,112,92,118,3
102,111,111,91,88,111,107,113,111,92,113,3
46,111,131,142,44,29,36,139,45,100,123,2
85,90,90,68,72,77,75,79,72,58,74,7
112,113,113,88,92,112,111,113,118,96,117,3
36,118,113,103,71,83,37,109,34,122,117,2
68,71,75,63,68,79,68,74,67,63,73,7
71,75,79,67,71,79,75,85,71,59,73,7
111,113,113,92,84,111,113,117,117,94,124,3
32,123,128,129,44,32,29,122,32,139,119,2
34,112,117,122,49,34,37,114,40,111,105,2
104,112,117,89,90,113,112,119,111,94,114,3
113,117,117,96,90,118,108,114,111,87,114,3
91,96,92,74,74,79,77,75,67,55,63,7
79,80,69,52,59,56,57,58,56,44,60,5
56,66,73,52,59,56,51,72,56,48,70,5
49,69,66,44,56,53,51,62,60,58,67,5
75,80,84,70,70,79,73,75,60,62,70,7
112,114,114,90,92,99,92,89,89,76,98,3
51,72,68,53,56,54,53,70,52,65,74,5
54,72,65,45,59,54,60,67,55,65,67,5
73,79,75,60,63,63,60,82,34,116,115,5
92,101,89,73,78,92,89,94,103,81,100,4
88,97,93,76,63,63,89,94,91,78,96,4
34,114,119,129,44,43,34,115,36,121,122,2
106,110,105,76,82,92,89,90,83,67,83,7
60,74,70,58,63,67,52,78,48,59,71,5
115,120,111,87,84,94,91,96,95,79,100,4
81,94,71,57,57,55,75,71,83,75,89,7
49,74,71,50,53,49,45,71,48,62,74,5
55,71,74,65,57,52,51,91,51,67,85,5
55,74,82,72,53,46,48,118,51,75,104,2
29,106,106,116,44,37,29,122,27,129,123,2
87,91,96,78,84,91,99,96,96,81,100,4
31,133,133,139,43,31,32,123,32,125,112,2
36,118,122,121,46,36,34,123,32,125,122,2
54,71,75,63,53,48,51,85,49,59,84,5
34,118,123,129,48,29,29,122,34,135,114,2
29,122,122,133,43,32,37,105,63,73,78,2
96,100,100,78,82,91,95,93,88,73,82,7
40,105,105,113,46,37,49,101,77,79,98,2
53,85,82,65,60,60,52,78,57,74,83,5
29,114,119,136,44,31,31,115,36,107,104,2
55,71,78,65,57,55,48,96,37,104,100,2
107,113,113,88,92,107,111,113,113,89,117,3
68,87,87,74,64,71,68,89,67,78,88,5
68,77,70,54,67,72,67,69,70,57,75,7
72,70,70,58,67,72,71,73,77,60,72,7
68,81,85,71,63,54,79,92,73,60,79,4
32,109,109,112,48,37,32,104,32,109,101,2
113,117,127,96,99,118,112,114,111,94,114,3
87,96,104,100,46,32,81,101,84,76,97,2
112,119,114,94,96,117,115,119,115,94,120,3
111,114,114,90,93,115,111,120,112,96,122,3
88,93,93,73,78,92,85,98,91,74,96,7
73,78,78,61,68,73,75,79,75,58,74,7
79,83,96,74,71,87,79,93,79,66,80,4
99,100,93,71,71,79,83,88,77,68,82,7
84,85,105,83,97,115,89,125,75,63,104,3
75,82,78,62,63,79,77,82,79,63,83,7
120,120,120,98,88,120,116,118,107,92,109,3
73,74,78,61,64,77,79,83,79,67,81,7
75,75,75,59,68,75,72,77,71,70,76,7
75,75,79,59,64,79,79,81,75,66,84,7
75,81,77,58,67,83,75,76,77,64,75,7
91,96,100,74,82,100,91,105,102,83,101,4
75,84,84,63,63,71,63,90,60,87,93,5
73,79,82,60,71,84,75,78,73,61,78,7
103,105,105,83,79,91,102,101,102,79,90,4
84,86,105,86,75,112,102,119,106,98,120,1
92,93,105,83,82,97,94,102,83,70,91,7
88,93,93,69,78,88,94,98,91,78,100,7
120,124,124,101,67,111,115,120,116,99,122,1
111,120,115,102,68,115,116,122,111,96,123,1
66,71,71,57,68,69,71,75,72,62,74,7
73,82,86,68,68,77,79,87,72,62,77,7
83,81,85,71,75,95,83,84,91,75,93,7
54,67,67,50,51,51,49,66,51,42,68,5
87,96,100,78,82,96,99,105,97,83,110,4
113,122,127,100,70,113,112,130,111,94,119,1
88,97,101,79,79,99,92,105,98,83,111,7
53,78,78,65,70,79,66,86,64,67,91,5
73,90,90,79,60,55,75,83,91,75,89,5
66,90,82,76,57,55,68,75,79,75,77,5
94,102,111,83,80,98,99,108,103,87,109,3
103,108,108,85,80,99,107,113,104,89,112,3
83,87,63,41,53,51,61,67,79,59,66,5
75,79,67,52,60,61,68,67,75,66,73,7
64,71,67,56,64,68,64,67,67,55,73,7
83,89,93,71,75,87,87,96,88,72,97,4
107,113,104,87,84,99,104,104,99,86,105,3
111,123,118,96,71,107,109,122,108,98,119,1
83,92,80,70,59,63,81,79,75,73,78,4
56,73,84,78,56,63,77,105,115,97,124,5
92,97,93,73,82,88,94,94,95,74,96,4
88,93,97,69,82,84,85,90,87,70,87,4
