@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R6,9,11,14,18-19,27,29,31,35-37'

@attribute Sp16 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
71,63,66,70,66,72,78,60,74,74,58,7
71,66,73,73,70,72,78,67,74,78,62,7
79,74,88,81,81,79,82,74,85,85,62,7
99,83,97,97,88,97,98,80,94,82,68,7
84,71,79,75,75,82,78,64,74,74,57,7
81,71,79,79,79,82,82,76,82,86,68,7
91,83,105,92,92,93,94,76,98,98,76,7
73,63,86,75,75,89,94,80,102,102,83,5
73,67,75,79,75,78,94,72,90,86,72,4
51,46,101,84,79,97,86,76,98,106,98,2
111,97,114,115,115,115,122,92,118,118,88,3
106,93,114,111,111,115,118,92,113,118,88,3
71,67,70,85,69,71,87,68,75,67,56,7
84,70,97,94,85,90,100,80,100,96,78,7
43,50,105,85,66,106,96,71,96,104,103,2
73,68,74,75,75,79,77,67,77,77,58,7
73,64,74,71,71,71,74,63,74,70,54,7
73,64,74,83,83,79,93,71,85,81,67,4
37,44,102,87,61,104,93,75,100,104,108,2
34,47,106,31,45,100,113,48,109,93,75,2
66,68,94,83,83,91,85,67,85,85,62,4
116,101,122,121,116,123,122,99,127,117,96,3
107,88,104,107,99,109,112,86,104,104,81,4
107,88,108,107,107,113,122,90,112,100,81,4
103,84,104,107,107,109,112,82,100,96,70,4
75,64,79,72,72,77,76,66,80,80,59,7
83,71,83,79,83,85,80,66,88,88,66,7
91,76,100,87,83,89,88,66,88,92,70,7
34,40,104,34,37,104,108,46,100,104,107,2
103,88,109,104,100,108,105,87,105,114,86,4
72,63,70,83,75,76,82,67,75,75,57,7
72,67,77,71,75,76,75,67,79,79,60,7
75,67,74,75,79,76,82,67,86,82,60,7
83,75,89,79,79,88,75,67,79,82,64,7
32,41,113,34,32,104,97,52,97,97,105,2
104,86,104,112,108,110,124,93,119,114,87,4
104,86,108,103,103,105,110,89,105,114,87,4
109,82,100,112,103,105,110,82,101,97,73,4
83,66,76,77,81,82,82,70,85,82,58,7
75,66,80,73,73,79,82,63,78,78,62,7
75,66,80,77,73,75,78,67,82,82,62,7
75,66,76,73,81,82,82,67,82,82,58,7
79,66,76,77,73,82,82,70,74,74,55,7
79,66,88,77,77,75,85,63,85,82,65,7
32,52,92,48,63,90,89,74,85,85,73,2
117,96,114,102,88,89,74,64,78,78,61,3
77,71,82,79,79,82,86,72,86,82,65,7
81,67,86,75,75,82,78,68,78,74,57,7
73,67,72,79,75,74,78,68,74,74,57,7
77,63,82,71,71,78,74,64,78,78,65,7
77,63,79,71,75,78,78,64,78,86,65,7
42,46,93,84,67,101,94,72,90,86,72,2
79,70,82,85,81,86,91,71,91,87,70,7
79,63,78,73,77,78,79,68,79,79,59,7
75,63,78,77,77,78,79,64,83,79,63,7
75,63,74,69,73,74,75,68,75,79,59,7
67,53,97,89,85,90,79,68,75,87,70,4
71,70,89,94,94,98,104,80,104,96,78,4
69,68,74,79,75,75,85,67,81,77,58,7
69,68,74,71,75,75,77,67,77,81,62,7
77,60,82,75,75,83,85,67,81,93,75,7
103,84,108,103,103,104,108,82,104,104,81,4
75,68,75,79,79,77,96,66,84,80,63,7
87,76,96,83,79,93,96,66,73,66,52,7
87,71,87,91,87,93,92,74,96,96,74,4
103,88,113,75,71,73,75,67,79,82,60,7
91,75,93,91,87,92,101,75,97,93,75,4
79,71,85,75,79,84,82,67,82,82,64,7
79,67,81,75,75,84,93,63,93,90,83,7
116,75,128,113,113,127,124,71,124,124,98,1
91,75,93,87,83,96,90,75,90,90,68,4
79,66,80,77,81,86,85,67,85,82,65,7
96,78,96,99,99,101,105,82,105,97,76,4
87,78,96,95,91,97,97,78,93,97,76,4
79,66,80,91,81,82,101,67,93,97,80,7
100,78,117,99,112,119,114,74,119,119,101,1
96,63,96,103,91,105,119,63,105,97,83,1
77,71,82,88,88,93,102,76,94,86,65,7
70,63,93,71,60,85,82,60,90,98,87,5
112,67,124,106,111,119,125,68,120,125,98,1
84,67,85,94,89,90,91,76,96,96,70,4
71,74,97,81,69,86,87,76,91,100,78,7
71,63,82,77,69,78,83,64,83,83,70,5
56,57,93,55,55,86,83,56,87,87,70,5
115,74,119,106,115,120,118,68,122,118,99,1
75,63,74,73,73,78,79,68,75,75,59,7
102,84,102,91,91,96,89,67,89,85,67,4
89,80,102,83,95,100,93,75,89,81,62,7
115,64,125,116,116,128,123,67,123,123,100,1
61,56,79,72,54,67,92,66,66,56,33,5
121,64,122,116,111,128,127,66,122,127,100,1
116,68,128,111,111,128,127,70,127,122,100,1
75,64,75,75,72,77,84,66,73,66,55,7
71,68,75,68,68,67,66,63,69,73,55,7
75,68,75,72,75,74,73,66,73,76,59,7
58,63,85,53,49,80,79,59,79,75,64,5
91,71,77,100,100,104,105,79,105,97,68,3
79,67,85,56,63,84,79,52,79,79,60,5
111,71,123,104,113,117,119,67,119,119,98,1
72,67,74,75,79,84,68,67,75,82,64,7
79,66,80,84,84,86,85,63,85,82,65,7
100,82,104,99,99,105,105,82,105,105,83,3
60,59,76,54,60,75,74,50,82,82,76,5
66,52,62,88,63,67,90,57,64,71,46,5
57,56,82,53,53,82,82,53,82,78,65,5
112,71,124,111,115,129,120,64,125,120,102,1
60,60,85,73,66,90,96,68,83,83,74,5
53,50,82,52,52,82,75,53,71,75,59,5
56,53,82,52,52,78,71,56,75,79,63,5
92,67,114,89,106,111,108,68,118,118,96,1
81,64,86,87,83,87,96,71,93,85,62,7
77,64,78,83,79,83,85,63,85,85,67,7
52,53,78,51,54,75,67,55,70,74,58,5
111,64,125,107,112,122,123,71,123,123,100,1
69,60,74,75,68,67,77,63,70,67,54,7
83,68,83,83,79,85,92,74,88,80,66,7
99,84,108,107,107,113,112,82,112,112,89,3
107,68,122,107,107,118,122,66,122,117,100,1
91,75,93,87,87,96,90,79,93,93,72,4
83,75,89,63,75,88,75,67,82,86,75,7
107,84,113,100,104,112,90,79,105,110,86,3
61,51,67,96,79,76,105,75,90,68,49,5
54,55,70,56,53,69,79,59,82,86,75,5
51,55,81,53,56,73,93,63,97,97,83,5
116,71,123,109,104,117,119,63,114,119,98,1
107,71,118,109,104,122,119,63,119,124,101,1
64,59,67,67,67,66,72,59,65,75,60,7
87,78,92,91,88,97,97,78,97,93,73,4
83,66,84,84,81,86,93,70,93,85,62,7
56,56,69,57,54,72,82,60,78,93,80,5
56,52,69,54,54,79,93,63,97,101,87,5
53,56,76,54,57,82,97,67,101,101,87,5
53,52,73,60,60,93,101,82,105,114,94,5
113,63,122,108,112,119,124,63,114,114,90,1
109,63,122,112,108,114,114,63,114,119,94,1
109,63,117,108,103,114,114,63,119,119,94,1
109,66,122,108,108,119,119,63,119,119,97,1
67,63,66,73,70,72,82,67,82,74,58,7
88,79,93,88,92,97,94,80,94,94,76,4
88,79,93,88,84,97,94,76,86,90,68,4
81,67,86,88,79,93,94,76,94,82,65,7
99,67,110,106,92,105,115,64,102,94,79,1
108,63,119,106,111,124,115,64,115,120,94,1
112,63,114,111,106,114,115,64,120,115,94,1
88,59,79,111,106,114,120,72,111,106,87,1
88,74,93,94,94,94,91,80,96,91,70,4
84,67,82,81,81,86,87,68,83,83,67,7
79,70,85,85,89,94,104,84,100,91,70,7
75,70,101,94,106,111,118,92,128,128,103,3
106,67,114,111,111,131,122,68,128,128,99,1
73,68,78,79,75,83,81,67,77,74,54,7
81,68,86,71,79,87,74,67,77,81,71,7
69,60,98,68,75,91,93,75,109,113,92,5
106,64,115,99,103,118,113,59,113,118,92,1
87,76,91,83,87,89,84,74,84,88,66,4
99,84,118,107,103,113,112,70,112,108,92,1
121,88,122,107,111,123,104,63,104,108,92,1
116,92,108,111,107,118,104,66,108,117,96,1
95,71,113,107,103,118,112,66,117,117,92,1
87,67,85,79,79,88,75,63,75,79,68,7
54,71,93,75,56,76,86,63,79,86,72,5
107,88,113,113,113,127,124,92,130,124,98,3
107,67,113,113,113,117,119,63,114,119,101,1
79,66,76,81,81,82,78,70,82,78,65,7
104,86,122,103,112,124,114,78,119,114,90,3
73,63,75,79,75,78,90,72,86,78,61,7
81,71,86,88,92,97,111,88,111,111,87,7
77,71,86,92,97,97,111,88,111,102,83,7
99,83,114,106,106,114,115,76,115,106,91,3
112,87,119,115,111,119,106,64,102,111,91,1
95,67,114,102,97,105,111,57,98,102,83,1
67,63,74,73,73,71,75,64,75,75,56,7
75,67,85,73,69,74,87,68,83,79,59,7
84,70,93,69,81,86,83,68,79,91,78,7
106,93,119,106,106,111,108,88,113,122,96,3
115,89,114,115,115,120,122,84,122,118,92,3
106,78,114,111,106,115,118,71,108,108,92,1
102,57,110,85,89,106,100,50,91,79,74,1
88,57,110,85,85,98,96,53,96,100,85,1
92,57,110,85,94,106,96,60,100,104,81,1
97,63,110,94,94,111,100,56,104,100,78,1
97,57,114,94,85,102,100,53,96,104,88,1
111,63,119,98,106,115,104,60,118,118,96,1
111,67,114,111,111,120,122,71,122,122,99,1
69,64,74,75,71,75,70,63,70,67,54,7
89,53,102,87,95,108,104,51,100,96,79,1
106,64,120,87,103,118,100,63,109,118,96,1
111,68,120,112,112,122,123,71,123,118,100,1
111,68,115,112,112,122,123,71,118,109,92,1
71,68,71,72,72,74,69,66,73,69,55,7
87,88,113,72,83,89,108,86,108,108,85,7
79,50,96,79,75,93,96,56,108,100,81,1
112,64,122,107,107,123,104,63,112,122,96,1
72,67,85,75,75,76,101,83,101,105,83,7
72,71,89,91,100,108,114,96,119,124,90,3
91,79,96,91,71,84,97,67,82,79,72,7
111,71,118,109,109,122,124,67,124,124,98,1
111,71,118,113,113,117,124,67,114,119,90,1
87,74,92,77,73,90,82,67,82,89,73,7
91,86,112,91,103,114,97,89,114,114,94,7
83,49,100,73,73,86,89,47,85,85,76,1
91,56,96,91,88,101,97,53,97,105,83,1
109,66,122,103,108,124,114,63,114,114,90,1
99,87,110,106,106,110,115,88,106,106,87,3
73,56,97,71,75,89,86,60,94,98,83,1
73,52,86,84,75,82,106,60,94,90,76,1
103,67,124,106,111,119,111,60,115,115,94,1
103,67,110,102,97,110,106,64,111,111,87,1
75,67,85,89,98,98,104,84,108,113,88,3
106,85,114,89,106,111,113,80,118,108,88,3
75,53,97,73,77,94,100,64,104,113,92,1
84,53,105,81,85,98,100,56,100,104,81,1
102,84,111,107,103,113,113,88,113,109,87,3
98,72,82,95,95,96,100,84,109,96,71,7
106,76,111,95,107,118,118,79,118,113,92,3
89,60,102,83,91,104,104,63,113,113,92,1
94,64,111,34,48,108,113,44,118,113,125,2
98,64,111,95,99,104,100,63,104,109,92,5
69,68,82,61,57,79,81,51,81,74,75,5
68,64,83,87,75,81,100,82,92,100,81,7
68,53,79,68,64,77,88,52,84,80,70,1
95,64,113,72,79,89,80,52,84,88,74,1
99,60,104,79,83,96,88,56,92,96,81,1
95,60,100,79,87,96,96,56,88,100,81,1
87,56,100,99,99,109,112,70,117,112,89,1
95,68,118,95,99,109,108,63,112,112,89,1
36,43,118,45,29,123,117,46,112,112,118,2
75,48,89,83,79,96,90,46,90,86,79,1
79,63,96,71,75,88,93,56,97,93,83,1
95,67,109,100,100,112,119,67,114,114,94,1
95,63,109,71,87,100,110,49,101,97,79,5
100,86,104,99,95,97,101,82,101,110,87,3
100,78,122,99,99,110,105,67,110,110,94,1
79,49,88,73,73,90,85,47,85,89,76,1
63,49,80,66,70,82,82,47,82,85,73,1
100,63,117,103,99,114,114,70,114,114,87,1
91,70,112,51,73,97,114,47,114,97,90,5
103,83,97,106,102,101,106,84,102,98,79,3
81,56,105,79,79,93,90,53,90,94,79,1
84,63,114,79,88,101,90,53,94,94,79,1
95,63,105,88,75,93,90,64,90,94,83,1
95,56,101,102,106,114,115,68,115,111,91,1
99,63,119,92,97,114,102,64,111,111,98,1
30,42,114,31,31,114,115,44,115,115,131,2
63,59,75,75,71,82,94,76,98,86,72,7
84,50,93,77,77,94,96,56,96,100,81,1
79,57,93,77,77,90,100,60,104,100,85,1
88,47,105,102,89,111,104,60,108,108,92,1
29,47,114,31,37,106,96,56,96,91,85,2
88,78,93,69,73,111,108,64,108,108,92,5
71,63,78,77,85,98,100,80,104,100,81,4
102,84,106,91,95,100,96,84,100,104,83,3
102,84,102,99,99,100,104,88,109,100,79,3
106,84,102,103,99,113,109,79,100,109,92,3
66,50,90,71,75,91,85,48,89,93,75,1
77,53,94,75,75,96,93,51,89,89,71,1
77,53,90,83,87,104,109,63,109,96,79,1
106,64,120,112,112,122,123,71,118,113,96,1
59,50,115,91,83,108,104,67,109,100,83,1
31,47,111,39,48,104,104,59,100,100,87,2
73,64,98,64,64,91,89,59,85,89,79,5
99,76,104,103,95,100,108,82,108,104,89,3
99,60,108,95,95,113,104,63,100,108,89,1
71,50,91,72,72,85,84,49,92,84,78,1
75,53,96,75,79,89,92,56,88,92,81,1
79,64,100,83,91,100,96,59,96,100,85,1
83,60,100,87,87,100,117,63,108,112,89,1
107,88,109,91,100,108,105,92,110,110,94,3
83,55,96,71,71,88,90,49,86,82,75,1
72,55,85,71,71,84,86,56,86,90,79,1
75,55,89,71,75,92,86,59,90,97,83,1
99,67,100,79,75,104,97,63,90,101,86,1
61,59,89,60,60,84,86,52,86,86,86,5
61,63,104,60,63,104,97,59,97,93,90,5
95,79,96,67,75,104,97,67,110,97,79,5
104,86,108,103,103,110,110,85,105,105,83,3
96,63,100,99,103,119,105,60,105,97,83,1
96,78,96,91,91,97,101,74,97,93,76,4
95,83,105,97,106,105,106,92,115,125,98,3
66,52,86,71,71,89,98,53,94,98,76,1
88,63,110,84,75,93,98,60,90,90,79,1
84,59,93,84,84,93,90,60,94,98,83,1
77,59,97,79,75,89,106,68,111,106,91,1
112,75,114,106,111,114,115,72,115,115,91,1
108,71,110,102,106,114,115,76,115,115,94,1
70,59,97,46,67,85,82,57,82,90,83,5
92,78,101,98,94,98,108,84,108,100,81,3
102,85,110,102,106,111,113,84,108,113,96,3
75,53,97,73,81,102,96,50,96,96,81,1
84,63,89,73,81,94,96,64,104,100,85,1
106,70,119,102,106,115,122,71,113,118,92,1
106,74,114,106,111,115,118,76,122,122,99,1
94,84,102,95,95,100,100,79,100,96,79,3
98,84,102,95,99,104,100,84,96,104,83,3
106,88,111,99,99,108,109,88,113,118,100,3
77,53,98,83,75,96,89,48,93,93,79,1
81,60,90,87,91,108,109,71,113,113,92,1
106,68,115,107,103,113,123,71,123,118,96,1
102,72,115,103,103,118,123,71,118,113,92,1
116,92,113,111,111,118,112,90,108,104,89,3
68,56,79,68,68,81,84,56,88,92,74,1
83,68,96,95,95,104,100,63,104,108,92,1
83,60,104,91,91,104,100,59,96,104,89,1
87,60,108,91,95,109,96,66,104,117,92,1
112,71,96,111,103,118,104,78,112,100,89,1
68,56,91,75,72,96,100,63,100,96,81,5
75,71,108,87,95,109,108,66,104,104,89,5
102,76,106,99,103,118,109,79,109,113,87,3
106,84,111,112,112,118,113,93,118,118,92,3
98,84,111,103,107,113,113,93,113,109,87,3
77,64,86,79,75,79,81,67,81,77,71,7
112,88,113,107,107,104,112,86,108,108,85,3
107,92,118,107,107,109,112,86,108,108,92,3
109,86,112,108,108,110,110,89,114,114,90,3
60,49,119,40,37,119,125,44,131,120,135,2
103,83,101,102,106,114,111,92,111,106,83,3
95,83,101,102,102,105,111,88,111,106,83,3
102,78,110,111,102,102,113,84,104,100,78,3
34,44,119,34,31,125,128,43,128,133,132,2
56,74,101,31,40,120,128,46,118,113,103,2
111,89,110,111,106,115,113,88,113,108,88,3
106,89,114,106,115,115,113,88,108,113,92,3
106,88,111,107,107,118,109,88,113,109,87,3
91,76,96,83,72,96,100,56,108,122,125,2
45,46,133,37,45,113,127,46,122,112,114,2
95,76,96,91,79,77,80,66,80,80,63,7
126,88,128,123,128,133,130,92,135,130,105,3
91,84,100,96,96,96,105,71,101,105,101,4
37,51,113,32,29,127,130,46,124,124,135,2
37,59,104,34,34,122,130,46,124,119,127,2
79,75,85,71,79,84,79,67,72,75,57,7
32,43,127,32,32,124,124,44,124,129,140,2
29,46,127,30,30,124,129,44,124,119,136,2
109,90,112,117,117,119,114,89,110,105,80,3
71,70,84,73,73,79,93,70,85,78,58,7
95,75,93,84,79,78,71,64,67,71,50,5
70,71,86,67,63,70,74,64,67,71,57,7
111,93,114,106,102,106,118,88,108,104,85,3
71,67,82,62,62,67,67,56,67,67,52,5
31,44,131,29,31,133,128,44,123,128,129,2
34,47,115,34,36,122,123,44,113,118,112,2
111,92,115,112,112,113,118,88,118,118,96,3
111,92,111,112,112,118,118,93,118,118,92,3
64,46,122,95,83,93,100,82,92,96,74,2
31,46,128,51,37,134,96,63,108,127,144,2
36,46,122,40,37,113,112,46,117,112,118,2
107,92,108,111,107,109,112,90,112,112,89,3
111,93,118,113,109,112,119,96,119,119,94,3
95,79,96,96,91,96,79,71,82,86,68,7
72,63,74,63,67,73,72,63,68,65,53,7
109,95,117,112,112,114,114,97,119,124,94,3
112,92,114,106,102,110,98,76,94,94,76,3
45,46,124,37,43,105,115,47,115,106,102,2
77,67,75,67,67,67,71,57,60,60,42,5
54,56,62,53,53,70,78,53,74,71,50,5
92,78,93,89,94,98,100,80,96,91,74,4
115,97,114,115,115,120,108,84,104,104,78,3
89,72,94,87,91,96,96,79,96,96,79,4
98,80,94,95,87,91,85,71,85,85,67,7
81,72,90,75,79,87,81,75,85,89,71,7
29,43,122,27,27,134,117,43,133,127,147,2
72,71,74,67,71,69,72,63,68,72,57,7
95,84,104,96,96,100,97,83,97,93,72,7
51,55,70,49,49,69,75,56,72,72,53,5
45,55,77,49,46,69,72,59,72,68,53,5
54,59,74,49,53,73,68,56,68,75,68,5
96,78,96,95,91,101,97,82,97,101,83,4
96,82,100,99,103,105,110,85,110,110,87,3
84,71,93,84,84,85,86,72,82,82,68,7
63,67,78,73,69,78,75,71,75,71,52,7
102,84,106,112,107,113,113,93,113,109,87,3
107,92,118,111,111,109,117,99,122,117,89,3
71,68,75,72,75,77,73,70,80,88,66,7
71,71,87,72,72,77,84,66,80,80,66,5
111,88,109,118,113,122,114,92,119,114,90,3
113,90,108,99,95,97,97,78,89,74,55,7
71,63,73,77,73,75,78,70,78,82,62,7
117,96,119,120,120,124,120,101,120,120,94,3
112,92,114,115,106,114,111,92,115,111,91,3
108,96,110,111,111,114,111,84,111,102,83,3
73,67,75,75,71,74,82,64,86,78,57,7
115,101,119,111,115,120,118,101,122,122,96,3
79,67,82,73,77,74,79,68,75,75,52,7
107,92,118,116,111,118,112,90,108,104,81,3
71,63,80,70,73,75,85,67,82,82,62,7
77,67,75,79,84,82,82,68,82,82,61,7
77,67,82,75,71,74,74,64,74,78,61,7
81,71,90,84,84,89,86,68,86,86,68,4
106,82,101,102,98,102,100,80,96,91,78,4
71,63,78,73,73,74,75,64,79,83,63,7
84,70,89,81,81,86,87,76,91,96,74,4
102,84,102,99,95,100,100,79,93,96,75,4
98,76,98,99,95,96,100,75,96,93,71,4
75,68,79,72,75,77,80,70,73,76,59,7
79,68,79,79,83,85,84,66,84,84,63,7
91,71,118,95,99,109,96,66,104,108,92,1
91,76,87,79,68,77,66,59,66,66,55,7
111,75,123,91,100,108,105,75,119,124,101,1
79,66,80,81,88,93,97,82,105,93,73,7
102,85,101,94,102,102,96,76,96,87,70,4
63,60,78,55,55,82,87,56,83,83,70,5
120,63,124,115,115,125,128,64,128,122,99,1
115,68,120,112,116,122,118,71,123,123,96,1
111,64,115,116,121,122,123,71,128,123,96,1
94,68,102,112,103,113,123,71,118,109,83,1
87,76,96,87,87,89,84,74,92,88,66,4
