@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,5-7,11-12,14-15,17,19,25-27,34,36-37'

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp17 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp39 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
88,70,84,82,78,62,66,67,64,71,56,57,56,57,49,5
84,67,79,78,78,58,69,71,64,67,60,57,67,54,49,5
75,67,71,74,70,55,62,67,64,74,53,57,67,68,59,7
75,63,63,74,74,65,73,74,64,71,71,79,79,79,70,7
75,67,67,70,70,58,69,74,68,74,68,68,71,71,59,7
111,92,106,115,111,83,107,113,88,108,88,107,109,99,79,3
29,47,34,125,131,135,36,122,46,128,55,51,113,32,141,2
111,88,111,115,115,87,107,118,88,118,93,111,118,111,92,3
107,92,112,113,118,88,111,113,93,113,95,118,122,113,96,3
57,60,57,67,67,49,54,63,59,67,59,56,62,56,44,5
75,71,79,79,75,59,72,70,67,74,59,63,73,67,55,7
34,48,37,118,109,96,34,122,49,117,46,37,114,37,113,2
107,93,111,118,109,87,113,122,90,112,92,108,119,99,83,3
95,79,87,96,89,67,91,96,74,92,71,77,82,77,64,7
54,59,54,63,63,46,53,66,59,66,52,51,72,54,49,5
54,55,54,63,67,46,53,66,59,62,56,51,68,51,45,5
109,95,109,117,117,92,112,114,92,114,97,115,119,115,94,3
96,82,96,104,100,81,91,97,83,97,78,92,101,88,76,4
91,78,83,96,108,103,95,93,79,93,78,92,93,88,76,4
34,43,32,133,138,144,42,114,42,130,63,63,101,34,143,2
32,43,32,138,138,144,32,130,42,130,47,37,119,34,143,2
32,46,32,133,133,136,32,135,46,130,44,31,124,34,140,2
34,46,34,112,112,111,34,110,49,114,47,37,114,34,119,2
113,90,113,112,112,92,108,119,92,105,85,97,105,88,73,3
104,78,96,92,96,78,84,86,71,79,70,79,82,67,58,7
112,92,112,114,119,98,115,119,97,124,92,115,120,106,87,3
95,71,77,93,114,120,88,97,78,93,76,85,90,81,76,2
77,56,42,114,130,146,88,93,63,101,80,89,94,49,113,2
42,42,32,130,130,142,63,101,47,119,72,81,94,31,142,2
32,42,34,130,130,142,37,119,44,124,57,49,115,31,142,2
34,46,32,130,135,142,34,124,44,129,47,31,131,31,139,2
34,49,34,114,105,116,37,114,44,114,47,34,120,34,120,2
34,49,34,110,114,116,34,114,47,114,47,31,120,37,113,2
37,52,40,110,105,113,37,114,44,110,47,37,111,40,105,2
117,92,108,114,114,90,115,114,93,114,88,102,106,98,79,3
103,83,99,101,101,75,92,101,78,93,76,81,90,81,65,7
77,67,70,68,55,42,63,63,53,63,53,55,60,59,54,5
66,63,63,72,72,60,60,70,53,82,47,34,111,29,113,2
106,89,102,110,101,80,94,98,76,94,76,91,96,99,81,4
92,78,92,101,101,80,89,94,80,98,84,95,100,91,81,4
63,47,37,119,124,143,81,94,57,115,84,91,96,39,132,2
102,85,102,110,114,90,85,94,84,102,71,79,83,103,85,3
115,97,115,114,114,87,106,111,88,106,84,95,104,103,81,3
88,78,84,85,82,65,77,78,72,78,71,75,83,83,70,7
111,92,115,120,120,94,95,108,80,104,84,99,104,91,75,3
94,76,89,94,94,76,91,96,80,100,79,95,96,99,79,4
49,47,31,131,131,142,68,100,50,118,75,87,93,34,137,2
34,44,34,115,115,116,36,118,50,122,48,34,118,34,129,2
31,47,31,125,120,124,34,122,43,133,51,42,109,40,100,2
40,53,43,106,102,91,61,96,68,91,67,72,77,72,54,2
98,88,111,115,120,98,87,96,84,108,75,83,89,103,83,3
111,97,120,120,120,94,103,108,92,122,75,91,96,99,79,3
120,97,120,120,115,94,112,122,92,118,84,103,104,95,79,3
106,88,102,106,106,83,95,104,84,104,84,95,100,95,75,7
59,53,52,78,74,57,57,75,56,79,59,58,77,51,71,5
91,76,87,96,96,74,95,100,84,100,82,91,96,96,78,4
91,80,95,100,100,81,95,96,84,100,82,96,96,100,81,4
29,46,31,133,133,139,34,128,44,128,78,87,92,34,129,2
36,50,36,118,122,121,34,118,48,118,46,32,117,32,125,2
71,68,75,75,83,59,75,77,67,81,66,75,76,83,63,7
95,80,87,91,83,67,83,85,71,85,78,83,84,83,70,7
75,64,64,71,71,59,83,89,71,89,74,83,88,83,74,7
51,53,48,91,118,128,51,77,55,85,52,49,76,49,70,5
48,56,51,71,75,63,45,85,51,74,43,29,117,46,63,5
95,79,99,96,96,79,91,104,82,104,79,99,105,103,83,4
87,63,58,104,128,137,96,104,82,100,83,103,105,103,83,3
32,44,34,118,118,121,34,122,49,117,49,40,105,34,131,2
40,59,51,100,85,67,56,88,66,88,67,70,75,70,53,2
32,46,29,122,122,133,32,114,42,119,53,43,114,63,73,2
32,49,34,122,108,100,48,105,59,97,67,71,78,67,55,2
83,74,79,84,84,66,81,82,71,79,70,75,85,79,69,7
71,59,60,84,80,70,77,93,63,79,70,84,89,56,73,5
49,56,53,73,84,66,48,68,56,68,53,49,74,53,65,5
108,92,103,105,105,79,115,119,97,114,97,115,120,111,94,3
91,79,95,105,97,75,92,97,82,101,84,98,106,106,87,4
45,49,37,114,105,116,71,89,50,97,80,89,98,59,91,2
77,71,81,82,82,64,79,78,74,82,68,77,78,73,61,7
102,67,71,89,97,108,111,115,80,98,101,112,118,95,74,3
53,47,37,110,124,136,73,98,57,98,64,75,87,75,63,2
63,67,71,78,67,51,69,78,64,64,71,71,75,71,56,7
67,63,67,70,70,55,66,67,64,71,64,68,71,71,59,7
79,70,79,82,78,65,77,74,68,78,68,71,67,75,56,7
84,74,84,85,85,69,81,86,72,90,80,87,100,71,78,7
84,74,84,85,82,69,81,90,72,90,71,75,87,64,78,7
53,53,53,74,78,65,55,82,53,90,53,45,96,31,117,5
49,47,37,105,114,129,37,102,50,102,43,31,104,48,96,2
37,42,29,114,119,136,46,102,44,111,50,42,96,36,107,2
89,64,62,94,98,91,107,113,84,104,88,111,118,79,71,3
73,57,55,98,111,102,75,87,68,83,67,72,77,72,54,2
55,57,55,82,90,83,48,91,53,96,48,37,104,34,108,2
37,50,46,102,111,120,31,104,50,96,44,29,104,40,96,2
112,92,112,118,113,85,111,118,97,113,104,113,127,113,92,3
112,92,107,113,108,81,116,113,93,113,99,118,117,113,89,3
71,68,71,67,71,59,72,70,67,70,66,71,69,71,55,7
79,71,71,87,87,74,79,89,71,93,66,75,80,79,74,7
31,40,31,104,104,114,29,100,44,104,49,40,92,29,107,2
116,97,111,118,118,96,118,117,95,117,96,117,119,112,94,3
111,97,111,109,113,87,113,122,95,117,92,117,114,99,83,3
72,67,72,70,74,58,67,73,63,69,63,70,75,73,57,7
72,67,72,77,70,54,75,76,63,76,67,73,75,73,60,7
68,67,68,70,74,54,75,73,63,73,71,77,82,81,60,7
72,67,72,74,77,54,71,73,66,73,67,81,82,77,64,7
68,67,72,74,70,58,71,73,66,69,67,73,72,70,57,7
72,67,72,74,74,58,71,73,70,73,67,77,72,81,64,7
68,67,68,89,85,79,83,88,70,96,83,99,105,81,79,7
68,67,72,85,81,67,71,88,66,92,71,73,93,73,75,5
72,67,68,81,85,67,71,80,66,80,63,70,82,66,68,5
34,48,37,104,109,121,32,104,43,104,46,32,101,30,120,2
113,95,113,112,117,89,112,114,92,114,93,111,114,111,94,3
75,66,75,76,80,59,77,82,63,75,63,75,78,75,65,7
83,70,79,88,84,66,77,86,75,82,67,84,89,92,73,7
75,63,67,88,80,70,88,93,75,86,74,79,89,75,62,4
32,43,32,100,100,107,30,105,42,105,44,29,105,34,104,2
112,92,108,114,114,90,115,114,93,114,88,106,111,106,83,3
95,75,84,90,82,57,84,89,67,74,72,85,82,66,54,7
77,67,73,75,82,60,75,78,70,78,68,73,78,77,57,7
77,63,77,75,86,64,75,78,63,78,64,73,82,69,57,7
70,67,77,72,72,64,75,82,70,82,68,77,74,81,65,7
51,46,32,101,101,116,79,97,53,105,76,85,98,37,113,2
75,67,79,82,82,62,73,78,64,78,68,75,75,75,59,7
84,74,88,93,93,73,85,90,76,94,71,83,83,91,74,7
31,44,31,105,110,129,34,106,47,106,46,34,100,34,121,2
120,101,115,120,125,94,116,122,101,122,97,116,123,116,96,3
106,84,98,102,111,83,99,104,84,108,88,107,109,107,87,4
77,68,77,74,82,61,75,75,64,75,67,75,74,72,54,7
77,64,73,82,78,57,75,75,64,75,71,75,77,75,54,7
81,76,81,82,86,68,83,83,76,79,71,79,85,79,67,7
87,76,79,87,75,52,91,93,71,85,74,83,88,75,55,7
68,64,68,71,71,56,72,74,67,70,66,75,80,79,63,7
75,68,79,79,83,63,72,74,71,85,63,75,73,75,63,7
91,76,83,87,79,67,95,104,75,93,74,96,112,87,78,4
61,46,34,104,100,107,79,100,55,104,70,83,92,49,107,2
34,46,34,100,104,114,48,104,44,104,74,83,100,32,114,2
107,88,107,109,113,87,104,108,86,112,83,103,114,112,90,4
79,55,48,104,104,112,83,92,74,100,71,84,86,70,94,2
109,86,104,112,104,85,108,110,83,114,89,115,114,106,87,4
79,70,75,80,76,59,77,86,67,82,67,79,82,75,55,7
75,66,75,80,80,63,73,75,67,75,63,75,74,71,62,7
32,52,43,92,80,59,63,90,67,86,74,88,85,84,65,4
103,92,108,114,119,90,102,105,97,124,72,89,94,120,102,3
108,92,108,110,114,86,120,119,89,114,92,120,120,111,91,3
77,71,81,82,75,57,79,82,70,85,72,81,86,81,65,7
77,63,73,82,79,60,75,78,67,78,64,77,74,77,61,7
70,63,73,75,79,57,79,85,67,82,68,77,82,77,61,7
77,67,73,82,75,60,75,82,70,74,68,77,74,73,54,7
115,93,120,124,119,97,115,125,97,120,76,99,104,116,96,3
115,85,111,114,110,87,120,120,84,111,88,107,118,107,88,4
75,67,79,78,78,62,73,74,64,78,71,75,75,75,59,7
75,67,75,78,78,58,77,74,64,78,64,79,79,79,63,7
67,53,43,97,93,90,85,90,64,86,68,75,75,91,81,4
115,97,120,120,120,98,99,104,92,122,67,83,85,107,92,3
120,88,120,120,111,91,116,122,88,118,88,107,113,107,83,4
77,68,77,74,78,54,79,79,68,79,67,75,81,72,62,7
85,68,94,106,120,94,91,100,71,118,75,99,109,111,100,1
99,92,116,122,122,96,83,85,79,109,66,75,76,79,63,4
99,84,95,100,96,74,95,100,79,93,86,100,100,91,74,4
75,60,75,79,79,59,75,74,67,77,70,75,76,75,63,7
83,64,79,79,83,67,79,85,71,85,66,79,84,79,63,7
79,68,75,75,75,59,75,85,67,81,59,56,88,71,70,7
99,80,99,104,96,78,99,100,79,100,63,67,73,91,78,4
72,67,75,81,77,58,75,80,66,80,67,77,82,77,64,7
83,71,87,85,85,67,79,84,66,84,71,73,82,77,64,7
116,75,111,128,123,100,113,117,66,122,67,112,124,112,98,1
79,66,75,80,80,59,88,93,67,82,78,92,93,79,65,7
100,86,100,100,96,78,99,101,87,105,82,97,101,97,80,4
71,63,63,88,88,85,60,90,59,97,57,56,93,56,90,5
73,67,73,79,82,60,75,78,67,78,68,77,74,73,61,7
88,75,81,86,82,60,97,105,78,93,80,94,102,94,76,7
81,71,81,82,82,64,88,93,78,93,76,85,90,98,83,7
81,71,77,82,82,64,84,93,78,97,80,94,98,98,83,7
66,63,63,93,90,83,60,93,60,93,60,59,98,55,87,5
57,56,57,97,97,86,56,97,60,93,57,55,86,55,72,5
112,67,112,119,114,90,115,124,67,129,64,111,115,115,102,1
70,71,84,90,101,75,67,70,63,82,68,69,74,81,68,7
102,82,97,105,97,76,102,98,84,102,80,95,100,99,81,4
115,70,111,124,124,101,111,120,68,125,71,112,118,112,99,1
111,67,106,124,119,97,115,125,68,125,68,112,122,116,103,1
71,63,67,70,74,62,81,82,68,74,71,83,83,75,63,7
94,76,89,90,82,61,87,91,76,96,75,87,89,83,71,4
85,76,94,94,102,79,91,96,76,96,79,87,93,75,67,4
89,72,81,86,82,61,99,104,76,96,79,99,104,91,75,7
89,64,94,106,115,98,91,100,64,104,63,91,100,111,92,1
94,68,106,115,120,98,99,104,68,118,67,103,113,111,96,1
94,68,94,102,98,79,103,113,60,104,71,107,118,91,79,1
83,80,91,91,100,78,79,81,75,89,66,79,84,79,66,7
99,80,99,100,96,74,95,100,84,100,82,96,100,91,78,4
79,68,75,87,91,74,58,81,63,85,56,49,80,79,66,5
75,71,79,89,77,58,83,92,66,84,75,91,93,81,64,7
87,75,95,96,104,79,83,84,66,84,75,91,90,88,72,7
58,55,54,85,85,71,60,76,59,80,52,57,75,51,75,5
54,55,51,81,81,67,53,84,52,88,52,51,82,54,68,5
83,63,91,100,113,87,83,96,63,92,59,84,90,108,98,1
91,67,103,113,118,92,87,92,66,112,63,99,110,112,94,1
116,67,111,123,123,100,109,122,66,122,67,108,124,112,98,1
79,66,79,80,84,66,84,86,67,82,63,75,85,84,65,7
87,74,91,100,104,81,88,93,75,97,82,97,101,92,80,7
53,56,53,84,88,78,54,79,52,82,53,53,74,53,65,5
109,66,109,112,122,100,108,119,67,114,67,111,119,111,94,1
109,66,109,122,122,100,112,114,67,124,67,115,119,111,97,1
113,66,100,104,92,78,108,130,71,114,67,111,119,97,87,1
91,71,84,90,82,64,88,93,78,93,76,85,90,94,68,4
51,49,54,86,79,75,53,82,50,78,53,55,74,55,61,5
108,67,112,124,119,98,111,124,63,124,68,115,125,106,98,1
112,63,112,130,130,101,111,124,63,124,64,106,125,111,102,1
112,71,112,124,124,101,115,129,67,124,64,111,125,115,102,1
75,70,84,82,82,65,77,86,64,82,64,83,83,83,67,7
92,78,92,101,101,83,98,102,80,102,80,95,104,99,85,7
92,82,97,101,101,76,94,102,84,111,80,95,104,103,88,3
53,53,56,82,82,65,52,78,53,78,53,51,75,57,63,5
111,67,111,119,119,101,111,115,68,115,64,112,122,116,99,1
71,60,67,67,67,58,66,64,64,67,64,68,67,68,52,7
94,68,85,82,82,61,95,91,71,87,75,91,93,83,67,4
102,76,89,98,90,79,91,96,80,100,71,83,89,91,79,4
98,76,85,90,64,39,99,104,71,87,84,99,104,61,46,3
62,60,77,82,82,68,57,75,56,87,51,58,81,87,71,5
111,64,111,125,120,98,112,122,68,122,71,107,123,111,100,1
66,64,66,67,67,57,68,67,60,67,59,64,67,64,58,7
83,68,83,83,87,67,79,85,71,85,63,83,80,79,63,7
91,80,95,104,104,81,87,89,79,96,74,79,88,91,78,7
68,64,68,67,67,56,64,70,59,67,63,67,66,67,59,7
68,60,68,67,67,52,64,67,63,70,63,67,73,67,55,7
87,79,91,96,96,75,83,84,74,96,67,81,82,91,79,4
107,71,111,123,123,96,113,122,63,122,63,112,119,103,94,1
107,67,103,113,118,96,109,117,63,117,63,103,119,103,94,1
111,71,111,123,123,100,109,122,66,127,67,108,119,108,98,1
111,71,111,123,118,96,113,117,70,122,67,112,124,112,98,1
79,59,56,66,69,52,84,90,63,68,74,92,97,63,55,5
109,63,96,104,88,78,108,119,63,110,67,106,124,106,90,1
88,75,91,97,97,72,88,93,78,97,72,89,94,94,72,4
88,75,91,97,90,72,92,93,82,97,80,94,94,89,72,4
81,67,81,82,86,64,79,85,67,85,68,77,82,81,68,7
57,59,60,86,93,79,75,101,70,101,84,106,111,115,102,5
60,63,70,97,97,83,92,105,89,114,97,115,125,106,91,3
88,70,79,93,85,62,89,94,76,94,80,91,91,83,67,4
79,70,79,85,89,69,85,86,72,86,76,87,91,99,85,7
102,74,92,97,82,65,106,115,84,111,88,103,113,107,92,3
60,63,63,97,101,87,81,102,80,111,84,107,118,116,103,3
84,82,92,105,114,94,115,120,97,125,97,121,128,103,81,1
106,63,111,124,119,101,111,125,68,125,68,112,122,103,96,1
89,76,89,94,94,72,87,96,80,96,79,91,96,87,71,4
89,76,85,94,82,65,91,91,76,91,75,87,85,87,67,4
81,68,77,82,78,57,79,83,68,83,67,79,81,75,62,7
62,53,49,74,86,72,61,75,60,75,63,61,74,79,75,5
98,64,106,115,115,94,95,104,64,113,63,103,113,107,92,1
106,64,111,125,125,102,107,118,68,122,67,107,118,107,100,1
87,71,87,87,91,70,87,89,71,89,74,87,92,83,70,4
79,68,79,83,83,59,79,81,71,81,66,75,80,79,66,7
79,80,99,104,100,78,79,93,84,109,63,60,80,96,85,7
87,76,91,96,104,85,87,89,79,96,82,91,96,104,85,7
103,64,107,118,122,96,111,118,67,118,63,100,112,100,96,1
112,68,99,113,96,78,111,118,71,118,74,113,117,109,96,1
87,75,87,85,89,67,83,88,66,80,71,81,86,73,57,7
79,71,83,81,77,62,75,80,70,76,67,84,90,81,64,7
103,88,107,113,113,92,104,112,86,127,87,112,114,117,101,3
103,67,103,118,109,92,100,112,66,108,67,95,105,95,83,1
111,71,107,118,109,83,113,117,74,122,71,108,114,112,98,1
96,82,91,96,96,78,91,101,87,97,78,97,101,106,90,7
100,66,104,108,117,92,95,105,63,101,63,88,97,84,73,1
113,66,113,122,117,96,103,114,63,119,63,102,119,106,97,1
113,70,109,122,122,96,112,114,67,119,63,106,114,111,97,1
109,66,109,122,127,96,108,119,67,119,67,111,124,111,94,1
73,67,73,79,86,64,71,74,63,74,64,73,74,73,61,7
95,63,91,105,105,86,102,114,57,110,57,89,106,81,76,1
95,59,91,105,110,86,88,105,57,105,53,81,102,85,83,1
88,59,99,114,114,90,88,105,60,119,53,85,102,106,98,1
71,63,71,74,74,58,69,74,64,74,68,71,75,75,56,7
92,57,88,101,101,83,81,94,57,90,53,75,79,79,78,1
88,57,88,101,105,83,81,90,57,90,56,79,91,79,78,1
92,57,92,105,105,83,89,106,53,106,53,87,104,83,81,1
111,76,106,115,106,91,112,118,71,108,67,99,113,91,87,1
106,64,102,115,120,94,107,118,64,118,67,107,118,107,96,1
79,56,79,91,96,78,75,96,55,93,49,75,88,67,70,1
103,64,107,118,118,96,95,109,67,118,52,83,100,96,92,1
107,68,112,128,122,99,111,123,67,118,66,113,127,109,96,1
72,67,72,74,74,58,71,73,63,69,67,70,68,66,57,7
75,63,72,74,70,58,71,73,66,76,67,73,72,73,60,7
83,71,79,81,81,62,83,92,78,92,87,99,110,108,94,7
91,59,91,100,104,87,87,104,56,108,52,84,105,73,79,1
71,66,71,73,76,55,73,68,67,72,67,75,78,97,76,7
71,63,71,76,73,59,70,72,63,72,78,97,97,106,83,7
71,63,71,73,69,55,73,72,67,82,82,102,105,102,83,7
71,59,63,88,92,78,66,82,63,79,74,79,93,63,69,7
104,78,113,112,112,92,108,110,71,114,74,102,114,97,90,1
91,56,79,96,96,78,88,101,56,97,53,84,97,84,80,1
109,63,104,108,104,78,108,114,67,110,70,111,119,92,80,1
109,66,113,127,122,100,99,114,63,124,57,88,101,102,94,1
88,67,66,82,79,72,92,101,74,93,84,98,106,73,65,7
73,71,77,90,101,83,75,89,67,89,64,66,82,89,87,7
103,92,108,114,114,94,106,114,85,114,84,106,111,98,91,3
70,52,70,90,90,75,67,85,50,89,53,66,82,77,79,1
84,52,81,93,90,75,88,105,53,101,57,85,98,85,79,1
112,67,108,114,119,90,111,114,67,114,68,98,111,98,87,1
106,85,106,110,105,87,106,115,88,106,84,103,104,103,85,3
79,67,75,89,82,69,81,82,64,78,71,75,83,68,67,7
79,50,75,97,93,76,73,94,50,82,53,71,91,68,70,1
67,47,71,85,85,76,66,82,50,86,53,64,79,68,74,1
79,53,79,93,97,80,73,90,57,98,56,79,96,87,81,1
71,60,63,74,74,62,66,78,60,78,56,57,71,64,67,7
98,88,111,111,111,91,103,108,88,113,88,103,109,107,87,3
111,92,111,111,115,87,107,113,88,122,88,103,109,107,87,3
106,88,106,115,106,87,103,104,84,104,88,103,104,103,79,3
102,88,98,106,106,79,103,104,84,104,84,103,109,95,83,3
73,60,77,94,98,83,83,100,64,104,59,72,85,79,79,1
111,72,111,120,111,87,107,122,71,122,67,107,123,111,100,1
73,60,69,78,78,68,61,79,60,83,51,51,81,48,79,5
95,80,107,118,108,88,107,118,79,118,78,104,122,104,92,1
71,53,64,79,83,70,68,85,51,77,49,71,88,67,70,1
68,64,83,100,104,85,68,81,59,85,49,67,80,71,70,1
112,68,112,122,113,88,111,123,71,128,66,100,117,113,100,1
103,68,99,108,108,85,111,128,71,123,74,113,122,109,100,1
75,64,95,108,113,88,34,113,51,113,46,32,112,46,114,2
87,51,83,104,96,75,79,92,49,96,52,77,93,73,75,1
72,59,79,89,96,79,71,80,52,84,52,73,82,81,83,1
95,63,99,113,109,87,87,104,63,112,63,99,114,95,90,1
111,71,111,128,123,96,104,122,74,122,63,103,119,112,101,1
99,75,99,118,118,96,96,112,70,117,63,88,105,88,98,5
100,86,104,108,108,89,95,101,87,110,85,102,110,102,87,3
96,82,96,100,112,85,95,105,83,101,89,97,101,106,83,3
104,59,91,100,92,78,91,101,56,93,50,71,89,71,76,1
91,52,79,92,96,81,84,93,52,93,47,71,89,67,69,1
71,49,71,88,88,70,73,86,49,93,50,75,89,79,76,1
96,52,87,108,100,85,95,110,56,101,63,106,114,84,87,1
87,56,87,100,108,85,84,101,56,105,60,92,105,84,83,1
87,63,87,108,112,89,84,105,59,105,53,84,110,88,87,1
53,49,40,112,112,133,45,110,46,119,44,31,114,31,140,2
40,46,34,112,112,133,32,119,46,119,44,31,110,31,133,2
96,70,96,117,112,96,88,105,67,105,50,63,97,88,87,5
49,49,46,69,73,66,60,75,52,75,63,67,78,63,65,5
99,87,99,105,101,83,102,105,85,101,88,106,102,98,76,3
99,87,103,110,105,86,102,110,85,114,88,106,102,94,87,3
103,59,99,114,110,86,102,114,63,114,60,85,102,106,94,1
63,59,60,75,75,68,71,82,63,78,76,85,98,73,65,7
106,89,97,101,105,80,102,106,88,106,84,103,104,99,81,3
97,85,106,105,101,83,98,106,84,106,84,99,104,99,85,3
97,67,97,110,110,94,98,111,57,111,60,91,108,75,78,1
79,50,79,89,82,73,77,98,53,94,50,75,96,68,67,1
79,50,71,82,82,65,77,94,50,90,56,75,91,68,70,1
67,50,71,85,89,73,69,86,53,82,53,68,83,75,78,1
97,63,97,114,114,90,94,115,60,102,68,87,104,68,74,1
97,67,102,119,124,104,98,111,68,111,60,99,108,99,99,1
102,74,106,124,129,101,106,111,72,120,64,99,113,107,103,1
111,67,106,119,114,97,106,120,68,125,71,112,128,91,92,1
102,88,102,106,106,79,103,104,84,104,88,99,109,99,83,3
102,84,94,102,98,79,99,100,88,104,88,99,109,103,83,3
94,53,85,102,90,76,87,104,50,96,51,75,93,61,67,1
66,50,73,90,94,76,75,91,53,87,48,72,89,79,79,1
