@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-3,9,13,15-16,21,25-26,28-29,34-37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp19 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp27 numeric
@attribute Sp33 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
44,34,139,44,43,133,144,46,42,32,146,42,32,130,142,2
44,32,134,48,46,133,136,49,46,32,139,42,32,124,135,2
48,40,118,48,46,122,129,52,46,34,127,49,40,105,116,2
93,107,113,88,90,117,89,90,96,112,90,96,108,119,90,3
63,61,63,55,63,69,52,56,59,57,42,52,51,72,57,5
67,75,74,71,63,73,59,66,63,66,64,63,70,75,64,7
95,118,122,95,92,114,98,92,89,102,83,82,88,89,73,3
82,96,100,78,83,101,79,79,78,88,76,78,88,97,80,4
63,56,108,43,71,93,79,42,78,88,76,63,37,119,133,2
43,29,138,46,46,124,135,42,50,43,111,44,31,124,133,2
92,99,105,79,82,89,73,78,76,89,76,80,89,98,79,4
96,112,119,96,93,114,94,97,97,115,94,88,111,115,91,3
59,60,65,63,57,70,58,67,57,52,61,57,62,82,65,7
44,34,124,44,44,125,139,44,43,29,132,46,34,118,121,2
44,37,114,44,47,120,124,44,50,36,121,50,36,122,121,2
53,53,82,44,44,115,124,44,43,29,135,43,29,122,128,2
76,89,98,80,80,96,81,84,84,99,79,84,95,96,79,4
80,89,94,84,84,100,78,80,84,95,79,79,91,93,75,4
80,89,98,76,84,100,78,71,79,95,79,79,91,96,75,4
84,94,98,76,80,96,81,76,79,91,75,79,95,100,79,4
44,31,131,47,43,133,143,46,48,34,137,44,32,128,137,2
88,115,120,88,84,104,81,84,84,95,79,79,95,100,79,7
64,69,71,53,68,79,63,64,71,83,75,71,64,85,75,5
57,55,67,57,56,79,63,53,55,51,67,55,48,74,54,5
44,29,115,44,43,122,135,43,41,27,146,41,27,123,129,2
76,87,96,80,84,100,79,84,82,96,78,82,96,100,78,4
80,95,100,80,84,100,79,84,82,96,78,82,96,104,78,4
80,99,100,84,84,100,79,84,82,100,81,82,96,104,78,4
76,87,87,80,84,100,79,79,78,91,74,82,96,104,81,4
43,29,122,40,41,134,137,41,43,27,151,43,27,122,133,2
48,37,118,55,43,122,129,56,52,48,105,59,66,79,64,2
71,75,85,71,70,84,70,70,71,81,64,71,81,82,68,7
75,87,85,71,78,88,74,74,75,88,75,75,84,90,72,7
41,27,123,44,43,127,147,43,42,30,146,42,30,119,127,2
82,96,100,82,83,101,79,79,85,97,80,82,92,101,76,4
82,100,96,78,83,101,83,79,82,92,80,82,92,97,76,4
46,34,112,46,49,114,120,46,50,43,108,44,46,105,104,2
63,67,69,63,67,72,53,67,63,67,55,63,67,74,55,7
78,83,88,74,75,97,75,75,74,84,76,74,84,85,69,7
59,60,84,59,63,79,72,59,67,67,73,57,53,85,76,5
83,99,101,79,82,101,80,78,84,98,79,84,102,102,83,4
56,51,68,52,53,74,58,53,57,55,65,57,46,90,83,5
46,32,105,52,50,101,104,50,44,29,120,47,37,94,87,2
89,106,110,85,97,111,91,88,97,116,96,97,107,113,88,3
67,67,67,63,64,64,54,64,60,71,56,64,71,75,56,7
63,67,74,67,68,71,57,64,68,71,56,64,71,71,59,7
78,88,85,74,80,94,72,72,80,87,78,80,75,87,74,7
70,75,85,67,68,86,72,68,64,68,78,64,71,87,78,5
57,56,82,57,60,86,72,57,71,71,74,60,57,87,74,5
88,98,102,84,92,118,85,92,97,111,96,97,116,113,92,3
57,55,98,60,68,83,70,68,67,68,54,67,72,70,54,7
68,69,78,64,71,75,52,60,67,72,54,67,68,70,54,7
68,69,78,68,68,75,59,68,67,72,54,67,72,70,54,7
68,77,78,68,68,75,56,68,67,72,54,67,72,74,58,7
68,75,87,68,67,81,67,71,66,75,70,66,71,80,66,5
64,61,83,56,63,85,67,67,66,63,70,63,71,76,63,5
50,48,96,43,51,96,96,48,43,27,125,46,40,96,100,2
93,116,123,93,95,117,92,99,96,112,94,96,117,119,94,3
93,107,113,84,90,112,92,86,83,95,79,75,77,82,57,3
67,72,77,67,66,76,59,66,63,77,60,71,81,79,68,7
67,68,89,67,70,88,78,66,71,77,79,71,73,90,75,5
99,113,117,95,96,119,94,96,101,120,94,97,115,119,94,3
99,118,117,95,96,114,98,92,97,115,94,93,111,114,90,3
90,104,117,95,92,114,90,96,89,111,87,93,111,114,90,3
99,113,117,95,96,119,94,92,93,111,87,89,97,105,80,3
90,109,108,74,75,90,68,67,67,71,55,67,67,70,51,7
70,75,84,63,63,72,53,59,63,67,51,60,67,74,55,7
63,71,69,63,63,75,57,67,67,71,58,63,71,74,58,7
63,75,76,66,67,79,60,71,67,79,62,67,75,78,58,7
66,79,80,66,71,86,64,71,67,75,65,70,75,78,65,7
66,71,69,66,63,72,57,63,67,71,58,67,75,82,62,7
70,71,73,70,71,72,64,71,70,79,65,70,79,82,65,7
66,75,80,70,67,86,72,71,70,79,73,74,84,97,76,7
43,32,100,43,42,105,116,42,44,29,115,44,43,101,97,2
96,117,119,96,97,124,97,97,101,120,94,101,115,125,94,3
63,70,75,67,67,78,58,63,64,73,61,64,73,86,61,7
71,81,79,67,70,82,62,67,68,73,57,64,69,78,61,7
63,70,72,63,67,74,58,70,68,73,61,68,77,74,61,7
67,77,72,71,70,82,65,70,68,77,61,72,81,82,65,7
63,70,82,71,70,89,73,74,76,94,83,76,85,94,79,7
46,30,110,49,42,110,126,44,44,29,128,41,31,106,124,2
63,71,78,63,64,74,57,64,64,75,63,68,75,75,59,7
70,75,78,67,64,74,57,68,68,71,56,68,75,75,59,7
67,71,74,70,68,78,61,68,64,75,59,68,79,79,59,7
78,92,93,82,80,98,76,80,76,91,74,80,91,100,78,7
70,75,78,67,72,82,68,64,76,83,67,68,83,83,70,4
67,75,85,74,64,74,65,76,68,83,70,68,83,96,74,4
70,84,89,53,72,86,72,68,68,79,67,71,87,96,81,4
64,73,74,64,64,75,63,68,67,72,58,67,83,77,58,7
68,73,74,64,68,71,59,68,63,72,58,63,68,74,58,7
41,29,111,47,40,113,132,43,44,32,125,41,29,113,129,2
92,107,113,101,88,113,92,97,95,118,96,99,118,122,96,3
71,83,83,71,71,85,62,71,66,79,63,70,79,80,63,7
71,83,83,76,75,89,67,71,70,83,66,70,87,88,70,7
80,87,91,76,71,89,71,75,70,79,66,70,83,88,70,7
76,91,100,80,75,93,71,79,70,83,70,70,87,96,78,7
67,75,81,63,66,80,59,63,67,73,57,67,70,72,57,7
67,75,74,63,66,80,63,59,67,73,60,63,73,72,57,7
71,72,85,71,66,76,59,66,67,73,57,67,77,82,60,7
75,87,93,63,74,104,89,70,67,95,86,71,84,93,72,4
75,83,93,55,70,80,66,74,71,84,72,71,84,97,72,4
96,112,114,92,70,85,65,97,64,73,61,72,115,125,98,3
87,103,105,71,82,101,80,67,80,98,72,76,81,86,65,7
71,77,79,71,67,78,62,67,68,73,57,64,73,78,61,7
63,77,86,71,63,89,73,74,68,94,83,76,115,120,102,1
75,99,105,71,74,119,97,70,72,115,102,72,115,120,98,1
46,34,93,52,53,97,101,60,64,73,72,68,94,86,72,2
60,79,89,67,64,94,76,76,68,91,81,71,116,122,99,1
67,97,101,74,76,120,94,72,76,116,99,76,116,128,103,1
70,111,114,63,72,120,98,64,76,116,96,71,103,118,88,1
74,84,85,70,76,94,72,72,71,87,70,71,83,91,70,4
68,77,74,64,64,71,59,64,67,75,58,63,75,81,58,7
84,98,102,76,80,96,74,76,79,91,75,75,91,93,75,4
68,73,78,64,68,79,59,60,71,75,58,71,75,77,58,7
68,73,78,64,64,79,59,68,67,72,62,67,75,81,58,7
68,79,83,68,67,77,62,67,66,75,63,63,63,88,74,7
71,112,122,64,71,123,100,63,66,113,100,66,113,127,100,1
76,83,87,68,67,74,58,67,59,63,55,63,67,69,55,7
80,99,104,71,79,100,79,75,70,83,70,78,91,92,78,4
71,91,96,71,78,96,81,66,75,88,79,79,81,86,64,7
67,72,74,67,59,66,55,63,63,66,53,63,70,72,60,7
75,91,96,75,78,96,78,74,71,84,72,75,88,90,72,4
66,79,80,66,67,86,64,67,67,79,65,67,75,78,62,7
66,79,84,82,63,82,60,83,63,75,58,63,92,93,76,7
82,104,108,82,83,105,83,87,74,92,76,82,97,105,83,4
82,96,108,82,83,105,83,87,82,102,83,82,97,101,83,4
66,79,84,66,71,82,64,71,67,75,62,67,71,82,65,7
66,113,122,66,67,124,98,63,63,111,97,63,115,124,101,1
63,63,66,59,63,62,57,63,70,71,62,63,75,74,62,7
63,67,69,63,63,72,60,67,63,71,62,67,67,74,62,7
79,95,101,75,82,97,76,78,84,94,79,76,94,94,76,4
75,84,93,83,78,97,76,85,76,94,76,80,102,102,83,4
67,77,82,67,70,93,69,67,76,89,72,72,77,82,61,7
63,63,93,59,60,93,87,57,57,59,87,57,55,90,83,5
59,57,97,56,57,97,94,60,57,55,83,57,55,86,76,5
79,112,124,67,70,124,101,67,68,115,98,68,115,120,98,1
74,88,97,74,84,102,83,76,80,95,78,80,99,104,81,3
57,63,89,63,57,82,72,60,56,57,67,56,64,83,67,5
63,88,101,74,64,106,83,72,64,99,88,68,116,122,99,1
67,106,124,63,68,125,98,64,68,112,99,68,116,128,103,1
67,115,129,63,68,125,102,64,64,116,96,68,112,128,96,1
63,71,74,67,68,74,61,68,68,75,59,64,75,75,59,7
76,89,98,76,80,100,78,71,75,91,71,75,79,85,67,7
57,59,74,68,56,83,70,64,55,54,71,55,61,81,67,5
80,99,104,71,79,104,83,79,82,100,81,82,100,104,85,3
60,51,83,56,51,70,50,59,52,49,44,52,60,73,59,5
56,54,83,60,55,67,54,59,52,56,55,56,60,76,66,5
84,95,100,71,82,104,78,66,83,103,83,83,63,86,75,4
71,91,93,75,70,84,66,74,67,73,64,75,88,97,75,7
55,54,85,55,56,88,74,56,49,54,75,52,51,82,75,5
74,83,92,66,75,93,72,63,74,88,69,78,88,89,69,4
66,67,66,52,63,68,34,49,60,63,41,50,49,67,51,5
59,60,76,56,52,75,68,56,53,53,76,50,53,82,73,5
66,113,127,66,63,119,98,71,63,111,101,63,115,129,101,1
70,118,127,66,67,130,101,71,67,111,94,67,111,119,97,1
66,75,76,66,63,68,57,71,60,67,58,60,79,85,69,7
67,112,130,71,67,119,94,70,68,111,98,64,111,120,102,1
71,108,114,67,70,119,97,63,68,111,102,68,89,98,79,1
63,66,68,59,67,74,65,63,72,77,65,68,69,71,57,7
63,66,68,63,63,70,58,63,68,73,61,64,69,74,54,7
74,92,89,70,76,90,72,72,76,87,70,76,83,96,70,4
70,79,89,78,72,86,68,80,71,79,70,76,91,100,78,7
74,88,93,78,76,94,76,80,76,87,74,80,95,104,78,7
78,92,97,78,80,102,76,80,80,91,78,80,95,104,81,7
53,56,74,53,53,74,68,53,56,51,59,53,51,75,59,5
76,94,94,68,80,91,70,71,79,91,71,75,87,96,71,4
72,81,86,80,71,91,70,80,71,79,71,75,87,89,75,7
53,55,82,53,53,79,67,53,55,54,58,55,54,70,58,5
68,115,125,60,64,128,96,60,71,111,96,71,103,113,96,1
68,115,125,64,64,122,96,64,71,107,96,67,107,118,96,1
71,87,91,80,75,93,67,79,74,87,74,74,87,96,70,4
68,79,83,68,63,85,62,71,66,79,66,63,83,84,66,7
76,83,96,64,79,96,79,75,74,91,70,82,91,100,78,4
80,99,108,80,84,113,87,84,82,104,89,82,100,104,89,3
53,51,75,53,55,77,67,51,52,56,66,56,63,88,78,5
64,112,122,64,67,123,100,71,63,113,96,63,109,122,96,1
68,107,118,71,71,118,96,71,66,104,96,66,113,122,103,1
79,91,96,75,78,92,74,78,75,88,72,75,88,97,72,4
84,103,104,79,86,96,81,82,75,84,72,75,95,105,83,3
71,111,123,71,63,122,96,63,63,108,94,63,103,119,90,1
67,103,113,71,63,117,96,66,63,103,94,67,103,114,94,1
67,111,123,71,66,122,103,66,63,108,98,67,108,119,98,1
78,87,88,74,79,97,72,75,78,92,73,78,88,97,69,4
82,91,96,74,75,97,79,75,70,84,69,78,79,89,73,4
59,63,73,70,63,79,68,67,60,67,62,53,60,78,65,5
70,75,88,74,67,82,72,75,60,60,65,67,79,85,73,7
66,113,122,63,63,114,98,63,67,106,94,67,106,114,94,1
66,113,127,66,67,124,98,67,63,106,97,63,111,119,101,1
66,109,122,66,63,119,98,67,63,106,101,63,111,124,104,1
75,91,97,75,70,85,69,74,64,73,57,68,81,90,76,4
75,84,90,83,70,89,69,82,72,94,76,80,102,111,87,7
79,95,105,83,78,97,80,85,80,98,83,80,106,115,94,3
56,54,72,56,60,78,69,63,64,69,87,72,94,111,91,5
67,77,97,79,93,124,97,82,80,106,91,80,111,115,94,1
75,99,101,71,63,105,80,67,64,89,79,60,89,98,83,1
63,108,114,63,63,114,90,63,64,102,94,64,106,120,94,1
67,108,119,63,67,124,94,67,68,111,102,72,111,111,98,1
59,66,65,67,60,74,58,67,68,77,65,64,77,74,61,7
67,75,101,82,84,111,91,97,92,116,103,97,116,122,96,3
93,115,124,82,80,106,91,76,80,87,81,68,95,108,88,1
80,94,94,80,80,96,74,80,79,87,71,75,87,96,71,4
64,73,78,72,68,83,59,71,67,75,62,67,72,77,62,7
76,85,86,72,76,91,70,76,75,87,75,79,103,109,83,7
64,69,98,80,80,108,88,84,75,103,96,75,99,113,92,3
68,111,131,72,68,128,96,71,67,111,96,71,111,118,100,1
80,91,96,76,79,96,75,75,78,87,70,78,87,92,70,4
80,99,104,76,84,109,83,75,78,83,78,82,91,96,78,7
64,75,91,80,75,109,83,75,78,109,92,74,100,112,92,3
60,95,113,64,63,113,92,63,63,104,92,63,104,112,92,1
64,107,113,64,59,118,92,67,63,100,89,66,104,108,96,1
64,103,118,64,67,118,92,67,66,100,89,63,109,122,96,1
59,54,77,84,63,76,55,78,63,63,57,63,91,101,83,5
75,99,109,75,78,112,92,70,67,99,94,63,91,105,90,1
75,103,113,75,70,112,92,63,63,91,90,59,91,101,86,1
63,107,113,63,63,117,92,63,59,91,86,59,88,110,90,1
63,103,113,63,59,112,92,59,63,99,90,63,95,105,86,1
63,107,123,67,63,117,96,66,67,103,94,67,108,119,94,1
67,111,113,71,70,122,100,70,67,108,101,67,112,119,98,1
66,79,76,74,67,75,57,67,67,75,65,60,75,74,62,7
74,87,88,66,67,79,68,67,63,75,62,67,88,93,73,7
78,83,100,82,79,101,83,87,78,92,87,78,102,105,87,7
82,104,112,90,87,114,94,92,93,120,97,93,120,129,101,3
63,87,104,66,59,110,90,59,57,88,83,60,92,110,87,1
66,104,108,66,63,101,79,67,63,84,73,63,84,89,76,1
63,100,112,63,67,101,86,67,63,79,73,67,92,101,76,1
66,113,122,70,63,119,94,67,63,111,97,63,111,124,94,1
63,99,110,63,63,119,90,63,64,106,98,64,106,120,94,1
63,112,114,67,63,114,97,67,64,111,98,72,111,120,98,1
67,108,119,67,67,124,94,67,72,111,98,72,111,125,98,1
63,75,78,63,64,74,57,64,68,71,56,68,75,75,56,7
63,67,82,63,64,71,57,64,64,75,56,68,71,75,56,7
67,84,85,74,72,86,68,88,68,75,59,76,103,113,85,7
74,79,89,78,76,98,79,80,76,83,78,76,95,100,81,7
63,106,119,63,64,120,98,64,64,107,96,64,107,113,96,1
88,115,120,84,88,122,96,84,88,121,100,84,107,109,96,3
88,115,120,76,84,122,99,71,71,103,96,67,91,104,87,1
53,85,102,57,53,100,85,53,51,72,75,51,75,93,79,1
60,106,115,64,60,118,92,64,63,95,92,67,107,118,96,1
64,106,115,68,71,118,96,76,79,111,96,84,107,123,96,1
68,111,115,68,71,122,96,71,71,111,100,71,111,123,100,1
68,83,87,68,67,89,71,67,70,83,70,78,100,108,85,7
76,87,96,76,79,89,71,75,70,75,78,74,79,92,74,7
88,107,113,88,88,118,96,84,86,100,92,78,113,112,96,3
53,75,79,56,51,93,79,55,56,79,78,49,67,80,74,1
68,112,128,71,67,118,100,71,66,109,100,66,109,122,96,1
67,72,74,63,66,73,55,66,63,66,57,67,73,72,57,7
63,68,70,67,63,76,55,63,63,73,60,67,81,75,68,7
67,72,70,63,63,73,59,66,75,88,72,79,99,101,83,7
79,87,96,79,59,88,74,74,63,66,72,71,73,90,68,7
75,79,96,88,74,88,74,78,71,77,72,75,103,114,90,7
88,95,109,88,78,100,81,86,87,103,90,92,112,114,94,3
51,79,100,51,49,100,78,52,52,70,75,52,73,90,75,1
55,83,96,51,59,104,85,52,56,88,83,56,81,93,79,1
51,83,100,55,52,96,78,56,52,81,79,49,81,93,83,1
66,71,73,63,67,72,57,63,67,84,65,78,102,105,80,7
70,79,80,78,87,105,83,87,85,106,87,89,106,114,94,3
74,87,92,74,67,90,68,71,67,71,65,70,71,89,73,7
74,79,88,78,71,90,72,87,67,71,73,78,106,114,94,7
86,104,112,78,92,114,98,79,85,106,94,78,102,114,90,3
49,75,100,52,52,90,75,52,50,67,76,50,75,89,80,1
52,67,84,56,52,90,75,56,50,71,76,50,84,97,80,1
56,83,104,59,59,101,86,56,53,79,73,50,84,97,83,1
66,109,122,70,67,124,94,67,63,106,90,74,106,114,87,1
67,77,82,75,85,110,83,85,84,106,91,84,102,111,87,3
87,99,105,87,85,110,87,89,88,106,87,88,111,111,94,3
52,81,101,49,50,93,76,47,53,69,72,50,66,86,76,1
52,66,82,56,53,82,73,53,53,73,76,53,73,90,76,1
59,91,101,56,53,93,73,53,57,77,76,57,85,98,79,1
56,88,101,52,53,97,83,53,57,85,79,57,85,102,79,1
56,88,105,56,60,105,87,57,57,89,87,60,98,111,87,1
63,108,124,67,63,110,94,63,53,66,91,60,98,111,91,1
89,106,110,85,92,106,87,88,84,103,81,84,103,104,81,3
67,75,89,67,64,78,65,64,64,68,63,64,87,100,81,7
47,71,85,50,50,86,76,60,53,61,67,56,83,100,85,1
60,92,110,63,50,102,98,60,43,31,132,43,48,108,107,2
67,88,110,70,72,111,94,72,76,95,99,76,95,118,96,5
88,102,115,84,88,113,92,88,88,107,87,93,107,113,87,3
50,66,82,53,53,79,74,56,48,61,67,51,68,81,71,1
50,66,86,60,53,79,67,64,51,61,71,51,72,85,75,1
60,106,115,68,68,118,92,68,67,103,92,67,107,123,96,1
60,94,111,68,46,108,107,64,44,32,129,48,58,113,104,2
72,94,111,72,76,122,99,80,75,99,96,75,95,109,96,5
68,69,82,60,53,75,70,56,48,42,75,48,54,67,62,5
84,103,113,84,88,104,83,88,90,100,81,90,100,100,81,3
88,103,104,84,79,100,79,84,82,96,81,82,96,100,78,3
46,48,108,64,44,118,129,51,46,34,133,46,32,112,133,2
71,91,118,76,75,118,96,75,70,96,92,70,91,112,96,5
88,103,104,88,90,108,85,86,87,99,83,83,95,97,79,3
88,103,109,88,90,100,81,86,83,99,83,83,95,101,83,3
84,103,113,84,86,108,89,78,87,99,86,79,99,110,90,3
88,103,109,84,86,108,89,78,79,99,86,75,99,114,90,3
51,68,85,51,49,88,74,52,49,73,79,52,73,86,75,1
51,61,77,59,49,76,66,52,52,70,72,49,73,82,75,1
63,79,96,63,59,96,81,59,59,81,83,56,81,93,79,1
67,95,104,63,63,112,92,63,67,99,94,63,103,114,90,1
63,95,104,59,63,112,89,63,63,103,90,63,99,114,90,1
51,58,113,63,46,112,133,56,42,30,139,42,34,110,124,2
90,104,108,86,87,105,83,83,85,97,80,82,97,101,80,3
90,104,108,86,92,105,86,87,89,102,87,89,106,114,94,3
86,100,108,78,87,105,86,75,78,92,87,74,97,110,94,3
59,83,100,63,56,105,86,67,57,88,83,57,88,101,83,1
63,100,112,63,67,114,94,63,70,106,94,67,97,114,90,1
63,96,112,63,63,114,90,59,63,97,90,67,102,114,90,1
66,100,117,74,67,110,94,67,63,97,90,67,106,124,104,1
70,109,122,66,71,124,101,71,67,102,97,67,111,124,101,1
66,113,117,66,71,130,101,71,67,106,97,70,106,119,97,1
59,79,117,49,67,114,98,52,67,111,97,60,40,105,122,1
82,91,108,52,79,110,86,59,74,88,94,78,75,89,73,5
49,46,69,59,52,75,68,59,60,63,69,60,71,70,62,7
87,103,114,96,89,114,94,97,88,111,91,92,106,111,87,3
92,112,119,92,93,124,94,93,92,115,94,92,102,106,83,3
52,70,82,52,47,82,65,53,50,69,72,53,73,94,76,1
59,81,105,59,53,105,83,60,53,89,87,57,94,106,83,1
63,88,105,67,50,97,90,70,53,55,91,57,85,98,79,5
89,102,110,89,84,106,87,88,84,103,88,88,112,118,88,3
97,115,124,89,92,111,87,88,80,99,81,84,103,104,85,3
53,88,101,47,50,90,76,53,50,71,78,50,71,87,70,1
53,75,89,57,53,94,76,53,53,75,78,53,79,96,81,1
63,97,114,63,60,102,83,64,60,75,78,56,83,96,88,1
44,31,114,44,44,115,131,47,46,39,114,50,57,96,96,2
84,102,106,84,80,100,81,88,84,95,79,84,107,113,87,3
88,111,115,92,92,118,88,80,88,107,87,84,99,104,79,3
53,77,94,50,56,91,74,53,55,72,71,55,72,81,71,1
53,77,94,53,53,96,81,56,59,83,79,71,103,109,87,1
68,94,115,60,68,104,88,56,67,83,79,59,68,85,75,1
60,89,102,64,60,91,78,64,59,72,71,55,79,96,83,1
64,98,111,53,68,108,85,56,67,103,92,63,95,113,92,1
64,106,115,68,68,122,99,71,71,111,96,67,91,104,92,1
68,111,125,60,71,122,96,60,67,91,92,59,87,104,92,1
50,75,91,53,48,89,75,55,49,71,78,49,79,96,78,1
68,91,104,68,75,109,92,67,66,83,81,66,96,104,89,1
68,99,113,56,67,109,92,63,59,79,81,63,91,112,89,1
71,112,122,71,71,123,100,67,70,100,92,70,104,122,96,1
60,83,108,53,67,109,92,63,63,75,85,70,100,108,89,1
53,51,104,43,63,100,87,55,70,100,89,66,71,104,92,5
56,61,91,60,59,93,83,59,56,60,81,56,60,84,78,5
84,99,100,88,82,104,81,82,83,99,83,87,99,105,86,3
