@relation 'optdigits-weka.filters.unsupervised.attribute.Remove-V-R2,5-6,9,13,20,22,25,27-28,31,33,35,40,43-44,46,48-49,52,59-60,62,65'

@attribute Atr-1 numeric
@attribute Atr-4 numeric
@attribute Atr-5 numeric
@attribute Atr-8 numeric
@attribute Atr-12 numeric
@attribute Atr-19 numeric
@attribute Atr-21 numeric
@attribute Atr-24 numeric
@attribute Atr-26 numeric
@attribute Atr-27 numeric
@attribute Atr-30 numeric
@attribute Atr-32 numeric
@attribute Atr-34 numeric
@attribute Atr-39 numeric
@attribute Atr-42 numeric
@attribute Atr-43 numeric
@attribute Atr-45 numeric
@attribute Atr-47 numeric
@attribute Atr-48 numeric
@attribute Atr-51 numeric
@attribute Atr-58 numeric
@attribute Atr-59 numeric
@attribute Atr-61 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,7,0,0,5,13,0,0,13,8,0,0,15,0,15,11,10,0,0,10,0,9,13,6
0,14,2,0,13,13,6,0,15,4,6,0,14,0,9,13,14,0,0,0,0,0,0,4
0,16,4,0,5,5,15,0,11,13,4,0,0,0,0,0,8,0,0,5,0,12,10,9
0,16,1,0,10,13,3,0,16,3,14,0,16,0,16,16,15,0,0,11,0,7,3,4
0,11,0,0,7,15,0,0,7,12,0,0,12,0,16,12,11,0,0,13,2,11,12,6
0,15,1,0,10,12,2,0,16,3,14,0,12,0,16,16,16,0,0,12,0,9,6,4
0,7,0,0,10,7,3,0,16,8,2,0,12,0,14,2,0,0,0,15,2,10,16,0
0,0,0,0,10,8,14,0,0,1,0,0,12,0,3,15,8,0,0,16,4,13,0,7
0,14,10,0,16,16,14,0,16,16,1,0,4,0,0,9,12,0,0,9,0,8,12,1
0,14,10,0,10,0,0,0,14,10,0,0,8,0,0,0,14,0,0,8,5,16,6,5
0,11,14,0,7,3,14,0,15,11,5,0,3,0,0,0,11,0,0,0,0,0,7,9
0,13,5,0,12,13,14,0,16,16,0,0,13,0,15,2,15,0,0,8,2,12,12,8
0,13,3,0,13,11,0,0,15,1,0,0,13,0,16,10,13,0,0,16,1,8,13,6
0,9,15,0,12,6,10,0,16,6,8,0,13,0,0,0,16,0,0,0,0,0,9,9
0,9,13,0,15,13,14,0,14,14,0,0,11,0,0,0,11,0,0,0,0,0,9,1
0,13,6,0,16,16,10,0,16,16,0,0,12,0,0,10,0,0,0,10,0,5,2,1
0,3,13,0,11,8,16,0,9,16,2,0,16,0,2,0,13,0,0,0,0,0,15,1
0,11,0,0,16,7,1,0,6,16,0,0,0,0,4,0,16,0,0,8,11,14,0,3
0,0,0,0,0,6,0,0,15,3,0,0,16,0,15,5,5,0,0,13,1,10,13,6
0,8,13,0,9,0,14,0,16,16,5,0,1,0,0,0,2,0,0,2,0,3,0,9
0,13,9,0,6,0,15,0,3,12,0,0,12,0,0,1,16,0,0,8,6,14,2,3
0,15,14,0,8,1,13,0,2,1,0,0,0,0,0,15,0,0,0,16,0,9,7,2
0,7,0,0,1,5,3,0,16,9,14,0,14,0,0,1,11,0,0,9,0,14,0,4
0,5,10,0,8,6,10,0,4,16,0,0,2,0,8,16,0,0,0,16,10,13,0,8
0,16,8,0,16,13,0,0,5,16,0,0,0,0,6,10,0,0,0,16,5,15,0,5
0,12,0,0,9,10,0,0,16,6,0,0,16,0,15,16,10,0,0,13,1,9,13,6
0,14,4,0,13,13,0,0,16,4,0,0,16,0,16,16,16,0,0,16,1,10,12,6
0,15,3,0,16,16,15,0,3,13,1,0,0,0,0,0,16,0,0,11,6,15,1,9
0,16,6,0,8,2,8,0,8,0,8,0,8,0,11,0,10,0,0,7,5,12,6,0
0,12,1,0,11,13,14,0,3,16,0,0,4,0,10,16,0,0,0,16,8,13,0,8
0,16,7,0,14,11,0,0,6,16,0,0,0,0,0,7,0,0,0,12,9,16,0,5
1,9,0,0,13,8,0,0,0,12,0,0,3,0,13,13,0,0,0,16,12,14,16,2
0,16,10,0,16,16,6,0,16,16,0,0,4,0,0,9,7,0,0,11,0,8,11,1
2,5,0,0,12,8,0,0,0,11,0,0,1,0,0,0,16,0,0,6,12,13,10,3
0,12,2,0,16,5,16,0,14,16,0,0,3,0,4,16,11,0,0,16,7,15,10,8
0,10,2,0,14,4,16,0,4,16,0,0,2,0,9,11,7,0,0,3,5,8,10,8
0,16,16,0,4,0,10,0,2,4,6,0,9,0,1,2,0,0,0,12,2,15,0,7
0,14,16,0,13,14,2,0,16,16,2,0,16,0,0,0,16,0,0,12,5,13,2,5
0,16,16,0,8,0,7,0,0,0,14,0,3,0,4,6,10,0,0,3,0,10,0,7
0,10,0,0,15,7,1,0,0,6,0,0,0,0,1,15,0,0,0,16,11,11,13,2
0,15,1,0,16,11,0,0,8,16,0,0,3,0,0,2,8,0,0,6,13,16,16,3
1,15,1,0,16,10,1,0,7,16,0,0,4,0,0,5,12,0,0,6,15,16,15,3
0,16,16,0,5,0,6,0,0,0,10,0,8,0,10,8,10,0,0,5,0,13,0,7
0,15,1,0,13,14,0,0,7,15,0,0,13,0,16,14,14,0,1,14,0,8,0,4
0,14,12,0,16,12,16,0,12,10,0,0,0,0,0,0,15,0,0,2,0,1,16,1
1,12,0,0,15,1,3,0,5,15,0,0,1,0,0,0,16,0,0,4,10,16,7,3
1,4,0,0,14,4,4,0,6,4,0,0,0,0,1,14,0,0,0,16,14,16,16,2
0,4,0,0,1,7,0,0,15,0,0,0,15,0,14,5,6,0,0,7,3,10,16,6
1,16,9,0,15,2,9,0,0,7,0,0,0,0,0,0,16,0,0,7,12,16,14,3
0,13,2,0,13,12,0,0,15,9,0,0,16,0,13,7,14,0,0,11,1,12,7,6
0,2,0,0,8,16,0,0,7,16,0,0,0,0,0,1,7,0,0,10,4,16,16,1
0,0,0,0,2,16,0,0,6,16,0,0,0,0,0,1,4,0,0,12,7,16,16,1
0,11,14,0,16,11,4,0,12,15,1,0,16,0,16,16,16,0,0,0,0,0,13,4
0,11,3,0,10,6,11,0,8,0,8,0,7,0,10,0,13,0,0,9,5,13,1,0
0,11,0,0,12,15,0,0,15,12,0,0,16,0,14,9,4,0,0,14,0,5,16,6
0,11,2,0,16,9,14,0,15,0,8,0,11,0,12,0,12,0,0,10,9,16,3,0
0,16,7,0,14,1,10,0,0,9,0,0,0,0,1,0,12,0,0,5,8,16,12,3
0,8,0,0,14,5,16,0,16,16,7,0,6,0,0,0,15,0,0,4,9,16,9,9
0,16,15,0,6,5,2,0,16,14,0,0,16,0,4,0,16,0,0,8,7,13,4,5
0,13,0,0,16,8,14,0,16,10,6,0,15,0,11,13,9,0,0,16,0,13,10,0
0,14,12,0,9,0,16,0,6,16,1,0,3,0,0,14,0,0,0,16,8,11,0,7
0,16,4,0,10,8,12,0,15,16,0,0,16,0,13,12,9,0,0,10,2,12,11,8
0,7,0,0,14,0,16,0,16,12,6,0,8,0,0,0,16,0,0,4,10,15,13,9
0,12,0,0,16,9,14,0,16,2,5,0,16,0,16,1,12,0,0,13,3,12,10,0
0,12,15,0,12,0,16,0,1,1,0,0,15,0,8,14,5,0,0,16,7,15,0,7
0,15,8,0,5,13,0,0,12,13,0,0,15,0,0,0,11,0,0,6,11,16,2,5
0,16,14,0,8,0,0,0,16,15,0,0,13,0,0,0,7,0,0,8,11,16,0,5
0,12,3,0,16,16,11,0,14,11,2,0,14,0,16,7,13,0,0,15,1,7,1,0
0,14,2,0,16,16,0,0,14,13,0,0,16,0,14,16,13,1,0,16,0,4,14,6
0,16,13,0,16,8,14,0,12,16,0,0,11,0,14,0,15,0,0,2,6,14,14,8
0,15,2,0,11,14,0,0,16,11,0,0,16,0,16,13,14,0,0,14,0,9,16,6
0,16,5,0,16,16,0,0,7,16,0,0,9,0,15,16,16,4,0,15,0,6,16,6
0,15,12,0,16,16,13,0,16,13,0,0,12,0,0,0,14,0,0,1,0,4,7,1
2,15,4,0,15,8,7,0,4,16,0,0,0,0,0,0,13,0,0,6,16,16,13,3
0,2,0,0,5,11,0,0,12,13,0,0,16,0,16,10,6,0,0,14,1,10,15,6
0,12,12,0,4,9,0,0,16,15,0,0,9,0,0,0,10,0,0,6,8,16,10,5
0,12,7,0,16,12,9,0,8,15,1,0,15,0,14,8,15,0,0,16,0,0,6,4
0,15,6,0,3,0,12,0,12,5,0,0,7,0,14,7,7,0,0,1,4,13,10,8
1,2,0,0,12,4,3,0,0,1,0,0,0,0,0,8,0,0,0,16,15,16,14,2
0,0,0,0,0,3,0,0,16,4,0,0,16,0,16,9,8,0,0,9,3,14,16,6
0,15,6,0,10,5,11,0,14,0,6,0,10,0,12,0,4,0,0,4,2,12,13,0
0,12,1,0,16,16,16,0,4,5,4,0,0,0,0,0,16,0,0,8,7,16,1,9
0,12,0,0,16,12,16,0,16,16,4,0,0,0,0,0,16,0,0,11,4,13,3,9
4,0,0,0,2,16,0,0,5,16,0,0,10,0,15,10,0,0,0,16,13,16,15,2
4,1,0,0,8,12,0,0,1,16,0,0,6,0,15,10,0,0,0,14,15,16,16,2
0,16,8,0,16,15,0,0,16,10,0,0,11,0,1,15,2,0,0,13,7,16,3,5
0,13,2,0,16,1,14,0,1,0,8,0,10,0,16,12,14,0,0,16,3,14,10,0
0,15,4,0,8,0,9,0,11,0,8,0,4,0,12,0,14,0,0,15,2,10,1,0
0,16,16,0,13,0,14,0,9,12,4,0,16,0,2,16,0,0,0,14,11,11,0,7
2,0,0,0,0,14,0,0,3,15,0,0,4,0,13,8,0,0,0,16,15,16,7,2
1,7,0,0,9,8,0,0,7,8,0,0,0,0,3,16,0,0,0,15,16,16,16,2
0,16,16,0,4,1,0,0,15,6,0,0,8,0,0,0,11,0,0,0,11,16,1,5
6,13,1,0,15,0,14,0,0,0,0,0,0,0,0,13,0,0,0,16,16,16,16,2
0,16,9,0,8,1,16,0,7,16,8,0,0,0,0,0,8,0,0,3,8,14,13,9
0,16,16,0,8,0,15,0,2,4,11,0,16,0,9,13,0,0,0,15,8,12,0,7
0,15,8,0,3,11,15,0,0,12,5,0,0,0,3,0,7,0,0,4,4,14,13,9
0,13,5,0,16,6,14,0,13,16,2,0,0,0,0,0,11,0,0,6,9,16,12,9
0,15,4,0,9,12,7,0,14,3,5,0,16,0,9,9,12,0,0,0,0,2,3,4
0,15,5,0,15,0,10,0,5,12,2,0,16,0,1,14,0,0,0,16,4,12,0,7
0,12,1,0,14,2,16,0,16,2,6,0,16,0,10,9,8,0,0,16,0,7,8,0
0,6,0,0,15,0,15,0,14,0,5,0,14,0,16,2,16,0,0,10,6,12,1,0
0,9,1,0,16,10,11,0,0,8,0,0,0,0,1,16,7,0,0,16,5,16,6,1
0,14,1,0,7,12,0,0,13,16,1,0,15,0,13,5,6,0,0,12,1,10,12,6
0,8,5,0,16,11,0,0,16,16,0,0,3,0,0,0,12,0,0,8,8,15,0,5
0,12,5,0,9,8,0,0,15,8,0,0,16,0,15,5,15,0,0,9,2,14,8,6
0,15,3,0,14,12,2,0,4,15,8,0,13,0,16,16,14,0,1,4,0,3,4,4
0,16,11,0,16,1,11,0,2,9,0,0,13,0,2,15,8,0,0,16,5,15,0,7
1,15,2,0,14,2,6,0,0,7,0,0,0,0,0,0,16,0,0,11,8,14,12,3
0,13,1,0,16,3,8,0,4,0,0,0,0,0,7,14,5,0,0,16,6,4,9,2
0,16,8,0,16,7,9,0,3,14,4,0,15,0,16,16,16,0,1,4,0,1,7,4
1,6,0,0,15,1,14,0,11,16,0,0,0,0,0,0,11,0,0,8,12,12,13,9
3,13,1,0,14,0,14,0,0,0,0,0,0,0,0,9,0,0,0,16,8,8,13,2
1,12,2,0,12,0,7,0,0,7,0,0,0,0,0,0,11,0,0,4,12,16,9,3
0,13,4,0,6,15,16,0,0,3,0,0,0,0,8,15,15,0,0,8,4,13,12,8
0,13,12,0,8,9,1,0,16,16,0,0,11,0,0,0,12,0,0,14,9,12,6,5
0,16,6,0,16,13,0,0,6,16,4,0,15,0,16,16,16,0,1,16,0,2,9,4
0,15,6,0,14,0,6,0,2,3,0,0,1,0,13,8,0,0,0,14,4,7,14,2
0,14,6,0,14,10,0,0,16,16,0,0,7,0,0,0,15,0,0,15,5,16,0,5
6,13,3,0,15,1,4,0,15,8,0,0,7,0,2,15,0,0,0,15,16,15,0,5
0,3,0,0,7,14,0,0,10,14,0,0,15,0,15,9,4,1,0,14,1,11,14,6
0,14,0,0,16,15,4,0,0,14,0,0,2,0,1,16,1,0,0,16,2,15,4,1
0,16,5,0,16,16,3,0,11,13,0,0,0,0,0,14,0,0,0,11,0,4,4,1
0,10,1,0,15,0,14,0,14,12,4,0,2,0,0,0,15,0,0,4,9,12,2,9
2,16,10,0,10,5,7,0,0,14,0,0,0,0,0,4,2,0,0,2,12,15,1,3
0,16,12,0,9,11,15,0,5,16,0,0,9,0,16,12,0,0,0,4,12,16,0,8
0,7,0,0,4,7,0,0,16,3,0,0,16,0,15,16,4,1,0,15,1,11,15,6
0,16,16,0,9,0,16,0,0,2,0,0,16,0,9,16,3,0,0,16,14,10,0,7
0,16,16,0,10,0,16,0,0,0,0,0,12,0,12,16,7,0,0,15,12,11,0,7
0,8,1,0,11,0,16,0,4,9,1,0,4,0,1,0,10,0,0,3,9,15,10,3
0,16,9,0,15,16,7,0,4,16,0,0,10,0,14,7,5,0,0,9,9,16,1,8
0,8,0,0,16,16,1,0,3,16,0,0,2,0,3,16,0,0,0,16,2,15,0,1
0,16,10,0,12,14,15,0,16,12,7,0,16,0,7,8,5,0,0,8,0,9,0,9
0,15,4,0,10,15,0,0,16,10,0,0,16,0,15,16,6,1,0,13,0,10,16,6
0,16,8,0,12,0,8,0,15,13,0,0,11,0,15,16,0,0,0,13,5,16,4,8
0,12,1,0,15,16,0,0,16,16,0,0,16,0,16,13,0,0,0,16,2,13,0,1
0,14,0,0,5,12,7,0,16,16,13,0,7,0,0,2,10,0,0,10,0,10,3,4
0,15,6,0,8,0,15,0,15,7,4,0,7,0,0,0,7,0,0,4,8,16,10,9
0,7,13,0,9,9,16,0,12,16,0,0,10,0,0,0,15,0,0,0,0,0,12,1
0,0,0,0,0,6,0,0,15,7,0,0,16,0,16,13,14,0,0,15,2,15,14,6
0,7,0,0,13,0,13,0,8,0,8,0,8,0,11,0,9,0,0,10,6,12,6,0
0,16,3,0,16,6,2,0,3,12,3,0,14,0,9,16,5,0,0,16,11,11,0,7
0,7,7,0,15,13,9,0,8,12,3,0,16,0,16,16,16,0,0,7,0,0,10,4
2,1,0,0,8,11,0,0,0,4,0,0,0,0,5,15,0,0,0,16,16,16,16,2
1,12,14,0,10,7,0,0,9,16,0,0,0,0,0,0,8,0,0,13,10,16,3,5
0,15,16,0,5,0,15,0,7,12,4,0,6,0,0,13,0,0,0,15,10,10,0,7
0,15,6,0,8,10,15,0,11,16,0,0,6,0,9,13,10,0,0,10,7,16,5,8
0,11,0,0,15,0,12,0,12,0,7,0,11,0,11,0,16,0,0,13,8,15,2,0
0,7,0,0,16,3,15,0,13,0,1,0,12,0,10,0,9,0,0,13,5,14,10,0
0,15,0,0,12,15,6,0,16,12,12,0,16,0,4,7,13,0,0,1,0,3,3,4
0,1,0,0,10,8,0,0,3,10,0,0,2,0,11,10,5,0,0,12,13,16,3,2
0,14,16,0,12,0,16,0,0,0,3,0,0,0,0,12,0,0,0,16,10,15,0,7
0,16,4,0,10,2,15,0,16,1,8,0,12,0,15,1,9,0,0,11,4,15,5,0
0,7,16,0,16,15,5,0,16,16,0,0,8,0,0,10,9,0,0,4,0,0,12,1
1,10,0,0,16,12,13,0,12,16,0,0,0,0,4,12,14,0,0,9,6,16,11,8
0,13,2,0,12,0,14,0,0,11,2,0,0,0,0,0,9,0,0,8,11,16,10,3
0,16,15,0,9,0,16,0,0,0,2,0,4,0,16,16,1,0,0,16,10,13,0,7
0,16,10,0,2,1,10,0,10,0,5,0,8,0,12,0,14,0,0,10,2,10,2,0
0,12,1,0,9,16,0,0,16,12,0,0,16,0,16,16,4,0,0,13,2,12,14,6
0,12,0,0,16,7,1,0,8,10,0,0,1,0,8,16,0,0,0,15,16,16,11,2
2,16,6,0,16,5,0,0,0,11,0,0,0,0,0,1,15,0,0,0,1,13,11,3
0,12,1,0,15,15,16,0,1,13,7,0,0,0,0,0,14,0,0,1,2,13,15,9
0,16,7,0,16,7,15,0,10,16,8,0,2,0,0,8,2,0,0,15,4,16,0,7
7,4,0,0,13,4,0,0,0,12,0,0,4,0,13,13,0,0,0,16,15,16,13,2
0,6,0,0,16,4,4,0,0,7,0,0,0,0,11,11,0,0,0,9,9,14,9,2
0,10,0,0,5,11,0,0,16,5,0,0,16,0,6,8,7,0,0,3,0,9,2,4
0,0,0,0,0,4,0,0,16,1,0,0,16,0,16,7,16,0,0,12,3,15,8,6
0,11,3,0,16,16,16,0,3,16,3,0,7,0,10,16,14,0,0,16,1,5,9,1
0,0,0,0,0,2,0,0,15,6,0,0,16,0,16,14,1,0,0,13,10,15,3,6
0,12,1,0,14,0,14,0,11,0,8,0,15,0,15,2,7,0,0,14,4,14,8,0
0,15,16,0,9,2,13,0,5,0,7,0,0,0,0,14,11,0,0,13,0,12,0,7
0,14,8,0,12,13,7,0,15,3,8,0,14,0,16,16,12,0,0,3,0,3,0,4
2,16,10,0,16,11,5,0,11,16,0,0,8,0,0,2,16,0,0,11,15,13,0,3
0,14,10,0,0,0,14,0,14,11,0,0,9,0,14,10,0,0,0,1,11,13,0,8
0,15,5,0,10,14,16,0,1,8,6,0,0,0,1,0,3,1,0,2,3,15,16,9
0,0,0,0,0,3,0,0,16,1,0,0,13,0,15,16,13,0,0,7,11,16,15,6
0,15,1,0,3,8,0,0,15,1,9,0,16,0,16,16,14,0,0,7,0,6,1,4
0,14,0,0,3,9,0,0,15,1,14,0,13,0,16,16,13,0,0,5,0,10,0,4
0,9,0,0,8,12,0,0,16,6,0,0,16,0,15,6,0,1,0,13,0,9,16,6
0,9,2,0,16,16,0,0,15,16,0,0,16,0,12,16,0,0,0,16,3,15,12,1
0,13,16,0,8,0,10,0,12,12,8,0,12,0,0,5,3,0,0,11,3,16,0,7
0,12,6,0,8,3,8,0,14,0,8,0,11,0,10,0,15,0,0,5,7,14,2,0
0,13,0,0,9,15,2,0,15,6,10,0,16,0,12,12,12,0,0,2,0,5,3,4
0,14,16,0,10,0,16,0,10,8,7,0,16,0,2,14,5,0,0,16,11,11,0,7
1,13,2,0,12,4,4,0,9,15,6,0,5,0,15,12,7,0,0,2,10,16,5,8
0,15,3,0,14,4,13,0,16,4,8,0,13,0,13,1,8,0,0,11,4,15,8,0
0,9,13,0,10,8,13,0,15,14,2,0,1,0,0,0,13,0,0,0,0,0,5,9
0,14,16,0,15,6,16,0,2,0,7,0,0,0,0,0,16,0,0,2,0,3,7,3
0,8,1,0,16,16,3,0,5,16,0,0,4,0,3,16,5,0,0,15,2,11,13,1
1,16,6,0,12,2,0,0,16,2,0,0,7,0,0,4,11,0,0,8,5,16,9,5
0,15,4,0,16,0,12,0,0,2,0,0,1,0,12,16,0,0,0,16,5,14,15,2
0,16,16,0,16,16,0,0,1,15,0,0,0,0,3,9,0,0,0,15,10,16,0,5
0,16,7,0,8,16,16,0,0,15,0,0,5,0,15,8,12,0,0,11,3,12,11,8
0,6,0,0,14,2,0,0,0,6,0,0,0,0,0,1,16,0,0,2,13,16,7,3
0,15,5,0,12,5,11,0,16,1,7,0,16,0,16,8,14,0,0,16,0,11,0,0
0,11,0,0,11,16,0,0,16,16,0,0,9,0,0,7,6,0,0,5,3,16,16,1
2,2,0,0,6,12,0,0,0,13,0,0,1,0,9,13,0,0,0,16,15,8,15,2
0,16,16,0,5,0,0,0,16,14,0,0,1,0,0,0,16,0,0,2,13,16,1,5
0,12,12,0,10,6,2,0,16,16,1,0,4,0,1,0,10,0,0,0,13,16,6,5
0,15,1,0,16,13,0,0,10,16,0,0,15,0,12,2,12,0,0,4,7,15,16,8
0,10,0,0,16,0,15,0,8,0,3,0,8,0,10,0,5,0,0,4,8,16,11,0
0,12,15,0,14,16,16,0,4,4,0,0,0,0,0,0,16,0,0,0,0,0,16,1
0,16,2,0,13,16,0,0,9,13,0,0,16,0,15,9,10,0,1,16,4,9,4,4
0,16,10,0,15,6,7,0,0,8,0,0,5,0,15,16,0,0,5,16,4,9,11,2
0,11,0,0,11,15,0,0,16,8,2,0,15,0,1,9,7,0,0,8,0,9,1,4
0,13,3,0,7,16,3,0,4,5,2,0,0,0,6,0,2,0,0,8,8,12,12,5
0,13,5,0,15,15,0,0,16,8,0,0,16,0,16,14,14,0,0,13,1,8,15,6
0,12,15,0,11,4,16,0,13,16,6,0,0,0,0,9,0,0,0,15,3,14,0,7
0,11,1,0,9,1,11,0,9,0,5,0,9,0,12,0,10,0,0,9,2,12,3,0
0,15,5,0,6,0,11,0,2,0,0,0,0,0,0,5,1,0,0,16,5,9,12,2
0,16,7,0,11,12,0,0,16,6,0,0,16,0,16,14,15,0,0,14,0,12,16,6
0,6,0,0,6,10,0,0,11,8,0,0,14,0,16,5,4,0,0,13,0,11,14,6
0,16,7,0,4,0,15,0,16,4,4,0,10,0,0,0,11,0,0,8,2,13,5,9
3,2,0,0,11,4,0,0,0,0,0,0,0,0,0,9,0,0,0,16,16,16,9,2
0,7,1,0,16,16,13,0,9,16,0,0,0,0,1,16,12,0,0,16,0,9,11,1
0,0,0,0,0,0,0,0,12,1,0,0,14,0,15,5,14,0,0,4,12,15,2,6
0,4,0,0,15,5,0,0,2,10,0,0,2,0,11,8,2,0,0,13,12,13,5,2
0,12,0,0,5,12,4,0,16,12,10,0,16,0,10,10,8,0,0,3,0,7,0,4
0,9,13,0,8,16,16,0,1,11,6,0,0,0,0,0,6,0,0,2,0,5,0,9
0,12,14,0,8,4,0,0,15,5,0,0,16,0,4,3,15,0,0,2,0,8,4,5
0,4,0,0,14,0,6,0,0,0,0,0,0,0,0,14,0,0,0,16,10,16,12,2
0,14,0,0,7,13,11,0,14,4,4,0,14,0,16,16,12,0,0,5,0,6,0,4
0,8,1,0,14,5,14,0,15,0,8,0,12,0,15,0,12,0,0,10,4,13,6,0
0,11,16,0,16,16,14,0,11,12,0,0,0,0,0,12,10,0,0,9,0,5,8,1
1,11,4,0,11,6,0,0,16,16,0,0,3,0,0,0,13,0,0,4,11,16,6,5
0,16,14,0,7,13,0,0,16,16,0,0,6,0,0,0,16,0,0,5,7,15,5,5
0,14,4,0,13,4,14,0,6,16,0,0,3,0,0,0,16,0,0,8,10,14,6,3
0,9,0,0,13,16,1,0,3,10,0,0,0,0,0,15,3,0,0,16,0,10,11,1
0,7,1,0,15,0,8,0,0,3,0,0,0,0,2,16,0,0,0,15,8,14,6,2
0,12,4,0,14,9,11,0,0,10,2,0,0,0,6,0,9,0,0,13,5,15,11,3
0,12,3,0,16,16,5,0,16,16,0,0,3,0,0,16,4,0,0,15,6,16,3,1
0,14,1,0,12,5,15,0,16,3,7,0,12,0,16,3,15,0,0,12,4,15,2,0
0,13,8,0,16,7,7,0,1,13,7,0,12,0,16,16,16,0,5,16,0,0,6,4
0,12,11,0,7,12,13,0,3,16,1,0,8,0,15,0,5,0,0,0,10,16,1,8
1,4,0,0,16,7,10,0,9,14,0,0,0,0,0,0,10,0,0,5,6,13,14,9
1,15,11,0,8,4,1,0,16,16,2,0,0,0,0,0,15,0,0,6,10,14,8,5
1,15,3,0,16,1,8,0,6,15,0,0,7,0,5,16,16,0,0,12,16,6,0,7
0,16,9,0,12,0,6,0,8,13,0,0,7,0,0,13,0,0,0,15,11,10,0,7
0,16,7,0,16,16,12,0,8,16,0,0,5,0,7,16,13,0,0,16,7,13,10,1
0,4,1,0,16,16,0,0,15,16,0,0,14,0,16,16,7,0,0,16,6,12,7,1
0,13,5,0,8,1,15,0,0,3,0,0,2,0,11,13,0,0,0,5,9,15,10,2
2,15,7,0,12,5,0,0,15,11,0,0,5,0,0,12,0,0,0,14,13,16,0,5
0,13,1,0,5,5,9,0,15,0,5,0,14,0,14,0,12,0,0,11,2,11,4,0
0,9,0,0,16,16,1,0,4,16,0,0,3,0,1,16,0,0,0,16,0,14,0,1
0,10,0,0,11,9,9,0,16,6,5,0,15,0,14,0,16,0,0,11,2,13,1,0
0,10,2,0,13,11,12,0,0,15,0,0,5,0,12,4,0,0,0,1,10,16,0,8
0,0,0,0,0,13,13,0,7,16,6,0,0,0,1,12,0,0,0,16,12,7,0,4
0,16,13,0,14,14,0,0,12,13,0,0,0,0,0,0,16,0,0,10,9,16,3,5
0,16,10,0,4,0,14,0,16,15,0,0,1,0,0,10,6,0,0,16,9,16,0,9
0,9,0,0,3,8,0,0,14,4,0,0,12,0,9,14,0,4,0,9,0,6,14,6
0,1,0,0,1,1,0,0,11,1,0,0,10,0,12,7,7,0,0,6,3,12,13,6
1,13,12,0,4,1,16,0,0,15,0,0,0,0,0,0,13,0,0,1,13,16,7,3
0,12,6,0,4,6,3,0,16,13,2,0,3,0,0,0,8,0,0,6,3,14,6,5
0,15,5,0,7,8,2,0,15,12,3,0,0,0,1,0,11,0,0,9,8,11,4,5
0,16,16,0,9,4,0,0,16,16,0,0,16,0,2,0,8,0,0,15,11,11,0,5
0,11,0,0,3,7,6,0,16,7,11,0,16,0,4,7,12,0,0,4,0,14,0,4
0,10,12,0,11,11,0,0,13,16,1,0,0,0,0,0,13,0,0,5,13,14,0,5
