@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0.7,0,0,0,0,0.7,0,1.41,5.67,0,0,0,0,0,0,0,0,0,0.126,142,1
0,0,0.52,0,0.17,0.17,0,0,1.74,0.17,0,0,0,0,0,0,0,0.072,0.681,0,967,1
0,0,0,2.3,0,0,0.76,0.76,0,1.53,0,0,0,0,0,0,0,0.829,0.829,0,157,1
0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.11,0,132,1
0.27,0.27,0,0,0,0,0.27,0,1.08,0.27,0.27,0,0,0,0,0,0,0.229,0.504,0,578,1
0,0,0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,0.202,0,0,40,1
0.7,0,0,0.35,0.7,0,0,0.7,0,1.4,0,0,0,0,0,0,0,0.173,0,0,262,1
0.53,0,0,0,1.06,0,0.53,0,1.06,1.06,1.59,0,0,0,0,0,0,0,0.259,0,189,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,0,66,1
0.67,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,33,1
0,0.27,0,1.64,0,0,1.09,0.27,0,1.09,0.27,0,0,0,0,0,0,0,0.128,0,533,1
0.51,0.51,0,0,0.51,0,0,0,2.07,1.03,0,0,0,0,0,0,0,0.135,0,0,91,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,94,1
0.32,0,0,0.32,0.65,0,0.98,0.32,0,2.28,0.65,0,0,0,0,0,0,0,0.173,0,141,1
0.73,0,0,0.36,1.1,0,0.36,0,0.36,1.1,0.36,0,0,0,0,0,0,0.186,0.062,0,300,1
1.23,0,0,0.46,0,0,0.3,1.07,0,0.92,0.76,0,0,0,0,0,0,0.057,0.289,0.144,446,1
0.2,0,0,0.1,0.2,0,0.72,0,0.1,1.35,0.52,0,0,0,0,0,0,0.057,0,0,318,1
0,0.55,0,0.55,0,0.55,0,0,0,2.23,0,0,0,0,0,0,0,0.265,0.353,0,108,1
0,0.37,0,0.37,0.37,0,0.74,0.37,0.37,1.49,0,0,0,0,0,0,0,0,0.505,0,267,1
0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,24,1
0.09,0.49,0,0.19,0,0,1.59,0.19,0,1.09,0,0,0,0,0,0,0.778,0.037,1.33,0,725,1
0,0,0,0.77,0,0.38,1.16,0,0.38,0.38,1.16,0,0,0,0,0,0,0.06,0.121,0,160,1
0,0.9,0,0,0,0,0,0,0.9,2.72,0,0,0,0,0,0,0,0,0.17,0,94,1
0.42,0.46,0,0.11,0,0.34,0.77,0.5,0.23,1.51,0.38,0,0,0,0,0,0,0.076,0.585,0.127,2184,1
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,1180,1
2.32,0,0,0,0,0,0.77,0,0.77,0.77,0,0,0,0,0,0,0,0.134,0,0,518,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.208,0,61,1
1.24,0,0,0,0,0,1.24,0,0.62,3.1,0,0,0,0,0,0,0,0.1,0.201,0,271,1
0,0,0,0,0.64,0,0.64,0.64,0,1.29,0,0,0,0,0,0,0,0.115,0.345,0,55,1
1.01,0.33,13.63,0.67,0,0,0.67,0,0.5,0.84,0,0,0,0,0,0,0,0.204,0.229,0.051,888,1
0,0.72,0,0,0,0.72,0,0,2.91,0,0.72,0,0,0,0,0,0,0.123,0,0,61,1
0,0,0,0,0.72,0,0,0.72,0,1.45,0,0,0,0,0,0,0,0.364,0.121,0,249,1
0.34,0.05,0,0.17,0,0.34,1.27,0.34,0.58,1.5,0.17,0,0,0,0,0,0,0.201,0.182,0.027,1107,1
0,0,1.26,0,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0.195,0,0,0.293,356,1
0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.341,0,80,1
0,0.29,0,0,0.14,0.14,0,0.14,0.14,0.58,0,0,0,0,0,0,0,0,0.046,0.046,979,1
0,0,0,0,1.47,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,17,1
0.49,0.28,0,0.11,0.02,0.23,0.89,0.54,0.16,1.46,1.03,0,0,0,0,0,0,0.058,0.847,0.141,3210,1
0,0,0,0,0.26,0,0,0,0.26,0.52,0,0,0,0,0,0,0.451,0.082,0,1.026,1078,1
0,0.47,0,0,0.47,0.47,0.94,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,54,1
0,0.82,0,0.32,0,0,2.13,0,0.16,1.47,0.98,0,0,0,0,0,0,0,0.29,0.029,158,1
0,0.1,0,0.3,0.1,0.1,0.92,0,1.94,0.61,0.51,0,0,0,0,0,0,0.048,0.162,0.34,1890,1
0,0.29,0,0.29,0.29,0.29,1.16,0.29,1.16,1.16,0,0,0,0,0,0,0,0.132,0,0,145,1
0,0.44,0,0,0,0,0.44,0,0.44,1.34,0,0,0,0,0,0,0,0.073,0,0,281,1
0,0,0,0,0.19,0,0.19,0,0,0.09,0,0,0,0,0,0.09,0.015,0.137,0,0,990,1
0,1.72,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0.125,0.251,0,91,1
0.63,0,0,0,0.63,0,0.63,0,0.63,2.54,0.63,0,0,0,0,0,0.1,0,0.3,0,118,1
0,0.29,0,0,0.14,0.29,0,0.14,0.14,0.43,0,0,0,0,0,0,0,0,0.023,0.046,1001,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1
0.49,0.49,0,0,0.49,0,1.98,0,0.49,0.99,0,0,0,0,0,0,0,0.195,0.195,0,281,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.09,0.09,0,0,0,0.38,0.19,0,0.66,1.42,0,0,0,0,0,0,0.044,0.059,0,0,771,1
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.27,160,1
0,0.38,0,0,0,0,0,0,0.38,0,0.76,0,0,0,0,0,0,0.35,0.35,0,80,1
0,0,0,2.3,0,0,0.76,0.76,0,1.53,0,0,0,0,0,0,0,0.868,0.868,0,157,1
0.13,0.26,0,0,0.13,0.13,0.13,0.13,0.13,0.52,0,0,0,0,0,0,0,0,0,0.04,1235,1
0,0,0,0,0,0,0.81,0,0,0.81,0,0,0,0,0,0,0.147,0,0.147,0,63,1
0.27,0.27,0,0.27,0,0.27,0.55,0,0,3.03,0,0,0,0,0,0,0,0.28,0.093,0,344,1
0.16,0,0,0.65,0,0,0.16,0,0.32,1.14,0,0,0,0,0,0,0,0.027,0.027,0,165,1
0.17,0,0,0.08,0.08,0,0.6,0.17,0,3.14,0.34,0,0,0,0,0,0,0.081,0.013,0,1140,1
0.1,0.1,0,0.3,0.4,0.1,0.5,0,0.1,2.03,0,0,0,0,0.1,0,0,0,0.384,0.032,1043,1
0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,159,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.511,0,0,217,1
0,0.55,0,0,0,0,1.11,0,1.11,2.22,0.55,0,0,0,0,0,0,0,0.08,0,201,1
0,0,0,0.64,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0.094,0.189,0,0,292,1
0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0.191,0.383,0,79,1
0,0,0,0,0,0,0.39,0,0.78,1.96,0,0,0,0,0,0,0,0,0.094,0,222,1
0.6,0,0,0,0,0.72,2.52,0.6,0.6,1.8,0.72,0,0,0,0,0,0,0.041,0.205,0,479,1
0,1.09,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0.173,0.519,0.692,0,84,1
0,0,0,0,0,0,2.17,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,114,1
0,0,0,0,1.04,0,1.04,0,2.08,1.04,0,0,0,0,0,0,0,0,0,0,139,1
0.52,0,0,1.05,0,0,0.52,1.05,1.05,0.52,1.05,0,0,0,0,0,0,0,0.698,0,125,1
0.09,0,0,0.09,0.09,0.39,0.48,0,0.87,1.66,0.39,0,0,0,0,0,0,0.14,0.155,0,1458,1
0.13,0.13,0,0.27,0.27,0,0.97,0.27,0,2.77,0.13,0,0,0,0,0,0,0.017,0.177,0,757,1
0.78,0,0,0,0,0,0,0,0.78,2.34,0.78,0,0,0,0,0,0,0,0.339,0,113,1
0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,67,1
0,0,0,0.43,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1.121,495,1
0,0,0,0,0,0,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0,1.12,0,0,0,0,0,1.12,1.12,0,0,0,0,0,0,0.375,6.003,0,45,1
0.8,0,0,0,0,0,0,0,0.8,2.41,0.8,0,0,0,0,0,0,0,0.36,0,124,1
0,0,0,0.18,0,0,0.75,0.75,0.18,0,0.18,0,0,0,0,0,0,0.14,0.07,0,191,1
0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0.411,0,0,121,1
0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0.381,0,0.19,61,1
0,0,0,0.32,0.32,0.65,1.3,0,0.98,3.26,0,0,0,0,0,0,0,0.051,0,0.103,234,1
1.24,0.41,0,0,0,0,0.41,0,0.41,1.24,0,0,0,0,0,0,0,0.068,0.549,0,114,1
0.47,0,0,0,0.94,0,0.47,0,0,0.94,1.41,0,0,0,0.47,0,0,0.073,0.221,0,219,1
0,0,0,0,0,1.47,0.73,0,2.94,0.73,0,0,0,0,0,0,0,0,0,0,48,1
0,0,0,0.48,0,0.48,0.24,0,0.48,1.44,0.48,0,0,0.24,0,0,0,0.036,0.184,0,264,1
0,0,0,0,0,0.23,1.9,0,0.23,1.19,0,0,0,0,0,0,0,0.112,0.037,0,543,1
0.1,0.1,0,0.03,0,0,0.53,0,0.17,1.35,0.1,0,0,0,0,0.03,0,0.071,0.065,0,3214,1
0,0.24,0,0.6,0.6,0.12,0.85,0.48,0.12,0.6,0.48,0,0,0,0,0,0,0.117,0.234,0,746,1
0,1.96,0,0,1.96,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0.168,0,0,52,1
0.41,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0.676,255,1
0,0,0,0,0.16,0.16,0,0,0.5,0,0,0,0,0,0,0,0,0.088,0.752,0.022,1087,1
0,0.55,0,0,0.55,0,0.55,0.55,0.55,1.67,0,0,0,0,0,0,0,0.258,0.345,0,200,1
0.43,0,0,0,0.87,0,0.43,0,0,1.31,1.31,0,0,0,0.43,0,0,0.145,0.218,0,134,1
0.33,0.84,0,0.33,0.67,0.16,0.84,0.16,0.67,2.18,0,0,0,0,0,0,0,0.183,0.104,0.026,858,1
0.4,0.34,0,0.4,0.06,0.27,0.68,0.95,0,0.81,0.13,0,0,0,0,0,0.013,0.052,0.197,0.065,608,1
0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0,0.41,0,0,1.65,0,0,0,2.47,0.82,0,0,0,0,0,0,0,0.265,0,0,445,1
0,0,0,0.65,0.32,0,0.32,0.32,0.32,3.25,0,0,0,0,0,0,0,0.106,0.159,0,139,1
0,0,0,1.27,1.27,0,0.63,0,0,3.82,0,0,0,0,0,0,0,0,0.089,0,157,1
0,0,0,0,0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.47,0.94,0,0,0,0,2.35,0,0.47,5.18,0,0,0,0,0,0,0,0.252,0.168,0.084,744,1
0,0,0,0.48,0,0.48,0.24,0,0.48,1.45,0.48,0,0,0.24,0,0,0,0.036,0.184,0,255,1
0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,35,1
0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.212,0,66,1
0.53,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0.062,0,0,43,1
0,0,0,0.64,0.64,0,0.32,0.32,0.32,3.24,0,0,0,0,0,0,0,0.166,0.166,0,157,1
0,0,0,0,1.11,1.11,1.11,0,2.22,3.33,0,0,0,0,0,0,0,0.138,0.138,0,54,1
0,1.63,0,0,3.27,0,0,0,1.63,1.63,0,0,0,0,0,0,0,0.36,0.18,0.18,163,1
0.08,0.08,0,1.02,0.25,0.17,0.59,0.17,0.25,0.42,0.85,0,0,0,0,0,0,0.063,0.114,0.012,1407,1
0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1
0.3,0,0,0,0,0.3,0.92,0.3,2.15,1.23,0,0,0,0,0,0,0,0.1,0.351,0.25,303,1
0,0,0,0.48,0,0.48,0.24,0,0.48,1.44,0.48,0,0,0.24,0,0,0,0.036,0.184,0,264,1
0,0,0,0,0,0,0.98,0,0,2.45,0.49,0,0,0,0,0,0,0.084,0.254,0,234,1
0,0,0,0,0,0,0.18,0.9,0,0.9,0,0,0,0,0,0,0.029,0.178,0,0,92,1
0,0,0,0,1.13,0,0,0,1.13,0,0,0,0,0,0,0,0,0.319,0,0.479,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.188,0,78,1
0.63,0.63,0,0,0.63,0,0.63,0,1.26,0,0,0,0,0,0,0,0,0,0,0,126,1
0.9,0,0,0,0.9,0.9,0.9,0,0.9,0.9,0.9,0,0,0,0,0,0,0,0.13,0.26,43,1
0,0,0,0.22,0,0.22,0.88,0,0.22,1.1,0.22,0,0,0,0,0,0.065,0.261,0.196,0,629,1
0,0.37,0,0,0,0.37,0.74,0,3.34,1.48,0,0,0,0,0,0,0,0.292,0.175,0.058,425,1
0,0,0,0,0.72,0,0,0,1.45,0,0,0,0,0,0,0,0,0.373,0.124,0,114,1
0.18,0,0,0.36,0.06,0.06,0.54,0.3,0,1.09,0.85,0,0,0,0,0,0.01,0.052,0.167,0,442,1
0.3,0.2,0,0.4,0.2,0.1,1.91,0.2,0.6,1.51,0.9,0,0,0,0,0,0,0.017,0.206,0.017,1029,1
0,0.19,0,0.79,0.49,0.29,0.69,0.29,0.09,0.69,0.59,0,0,0,0,0,0,0.092,0.154,0.015,1365,1
0.33,1.01,0,0,0.33,0.67,0.67,0.33,1.01,3.71,0,0,0,0,0,0,0,0.12,0.06,0,1161,1
1.18,0.39,0,0.98,0.19,0,0.98,0,0.98,1.38,0,0,0,0,0,0,0,0.232,0.31,0.025,632,1
0.65,0,0,0,0,0.65,1.3,0.65,1.3,3.26,0,0,0,0,0,0,0,0,0.103,0,51,1
0,0,42.73,0,0.42,0,0.42,0,0,2.13,1.28,0,0,0,0,0,0,0,0.349,0,441,1
0.25,0,0,0.51,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0.041,0.209,0,211,1
0.35,0.08,0,0,0,0.17,0.26,0.79,0,2.03,0.61,0,0,0,0,0,0,0.081,0.069,0.011,3116,1
0.41,0,0,0.41,0,0,2.07,0,0.41,2.48,0.82,0,0,0,0,0,0,0,0.149,0,450,1
0.08,0.08,0,1.02,0.25,0.17,0.59,0.17,0.25,0.42,0.85,0,0,0,0,0,0,0.065,0.118,0.013,1412,1
0,0.55,0,0.55,2.2,0,0.55,0,0,1.1,0,0,0,0,0,0,0,0.165,0,0.082,387,1
0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0.291,0,59,1
0.07,0,0,0.15,0,0,0.46,0,0,0.07,0,0,0,0,0,0,0.011,0.047,0.023,0,264,1
0,0.34,0,0.34,0.34,0,0.34,0,2.04,2.38,0,0,0,0,0,0,0,0.167,0,4.008,328,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,17,1
0.17,0,0,0.08,0.08,0,0.6,0.17,0,3.17,0.34,0,0,0,0,0,0,0.081,0.013,0,574,1
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,80,1
0,0,0,0,0,0,0.68,0,0.22,1.81,0,0,0,0,0,0,0.159,0.558,0,0,530,1
0.14,0.14,0,0.29,0,0.29,0,0.14,0.87,1.31,0,0,0,0,0,0,0,0.024,0,0,437,1
0,0,0,0.41,0,0,0,0,0.41,0,0.41,0,0,0,0,0,0.199,0.53,0,0,261,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0,0,0,0,0,0,1.81,0,0,1.81,0,0,0,0,0,0,0,0,0,0,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.196,0,82,1
0.89,0,0,0,1.78,0.89,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1
0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0.184,0,253,1
0,0.56,0,0,0.56,0.28,0.56,0.28,1.41,1.12,0,0,0,0,0,0,0,0.114,0,0.153,555,1
0,0,0,0,0,0,0,0,1.35,0,2.7,0,0,0,0,0,0,0,0,0,92,1
0,0,0,0,0,0,0.71,0,1.43,1.43,0,0,0,0,0,0,0,0.265,0,0,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,87,1
0.43,0.26,0,0.26,0,0.08,1.22,0.43,1.13,2.35,0.08,0,0,0,0,0,0.056,0.241,0.056,0,1123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.632,0,60,1
1.18,0.39,0,0.98,0.19,0,0.98,0,0.98,1.38,0,0,0,0,0,0,0,0.231,0.308,0.025,632,1
0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,151,1
0,0,0,0,0,0,0.49,0,0.24,0.49,0,0,0,0,0,0,0,0.035,0,0,400,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.49,0.33,0,0.41,0.08,0.33,0.57,0.9,0,0.9,0.16,0,0,0,0,0,0,0.063,0.191,0.095,667,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1
0,0,0,0,0.34,0,0.34,0,0.68,0.34,0,0,0,0,0,0.34,0,0.393,0.056,0,158,1
0.42,0.39,0,0.09,0.09,0.26,0.55,0.42,0.26,1.27,0.32,0,0,0,0,0,0.032,0.104,0.515,0.109,2501,1
0,0,0,0,0,0,1.42,0,1.42,0.71,0,0,0,0,0,0,0,0.099,0,0,138,1
0,0,0,0.29,0.09,0.29,0.48,0.38,0,0.67,0.09,0,0,0,0,0,0.063,0.047,0.047,0.031,432,1
0,0.34,0,0,0.68,0.34,0,0,0.34,2.73,0,0,0,0,0,0,0,0,0.048,0,96,1
0,0,0,0,0,0,0.72,0,0,0,0,0,0.48,0,0,0,0,0.186,0,0,240,1
0.05,0,0,0.17,0.05,0.65,0.82,0,0.76,1.3,0.23,0,0,0,0,0,0.009,0.129,0.259,0,660,1
0.96,0,0,0.96,0,0.48,0,0,0.48,0.96,0,0,0,0,0,0,0,0.818,0.467,0.116,717,1
0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,152,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0.37,0.18,0,0.18,0,0,0.37,0.18,0,0,0,0,0,0,0.081,0.027,1.625,363,1
0,0,0,0,0,0,1.28,0,2.56,0.96,0,0,0,0,0,0,0,0.098,0,0,166,1
0.05,0.05,0,0,0,0,0.28,0.11,0.17,0.92,0,0,0,0,0,0,0.019,0.099,0.079,0.009,1312,1
0,0,0,0.54,1.63,0.54,0.54,0,0.54,2.18,0,0,0,0,0,0,0,0,0.171,0,70,1
0.45,0.68,0,0,0.56,0.22,1.81,0,0.22,1.36,0.11,0,0,0,0,0,0.019,0.057,0.134,0.019,385,1
0.17,0,0,0.34,0.05,0.05,0.52,0.29,0,1.04,0.75,0,0,0,0,0,0.01,0.051,0.163,0,460,1
0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0.77,0.38,0,0.57,0,0,0.38,0.38,0.19,1.15,1.35,0,0,0,0.19,0,0.027,0.027,0.191,0.054,921,1
0.51,0,0,0.25,0,0,1.55,0,0.77,2.58,0.77,0,0,0,0,0,0,0.179,0.403,0.134,358,1
0,0,0,0,0,0,0,0,1.29,3.89,0,0,0,0,0,0,0,0,0,0,79,1
0,0,0,0.29,0.29,0.58,0.87,0,0.87,2.9,0,0,0,0,0,0,0,0.046,0,0.14,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0,81,1
0,0,0,0,0,0,0.96,0,0,2.41,3.38,0,0,0,0,0,0,0.084,0.761,0,165,1
0,0,0,0,0,0,0,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,59,1
0,0.41,0,0,1.65,0,0,0,2.47,0.82,0,0,0,0,0,0,0,0.265,0,0,445,1
0,0,0,0,0.14,0.14,0.14,0,0,2,0.14,0,0,0,0,0,0,0.048,0.072,0.435,1229,1
0,0,0,0,0.48,0,0,0,0.48,1.44,0.48,0,0,0,0,0,0,0.073,0.957,0,328,1
0,0,0.49,0,0.49,0,0.98,0,2.94,0,0,0,0,0,0,0,0.156,0,0,0,571,1
0.86,0,0,0,0,0,0.43,0,0.86,1.73,0,0,0,0,0,0,0,0.24,0.481,0.08,473,1
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,91,1
0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,3.125,0,41,1
0.33,0,0,0,0,0,0.33,0,0.56,1.12,0,0,0,0,0,0,0,0.157,0.196,0.078,389,1
0.54,0.13,0,0.19,0,0.24,1.11,0.38,0.19,0.81,1.14,0,0,0,0,0.02,0,0.086,0.15,0.159,3327,1
0,0,0,0.4,0.4,0.4,0,0,0.4,2,0,0,0,0,0,0,0,0,0,0,97,1
0,0,0,0,0.97,0,0,0,0.97,0.97,0,0,0,0,0,0,0.503,0.167,0.167,1.342,77,1
0.62,0,0,0,0.62,0,0.62,0,0.62,2.51,0.62,0,0,0,0,0,0,0,0.273,0,121,1
0.8,0,0,0,0,0,0,0,0.8,2.4,0.8,0,0,0,0,0,0,0,0.361,0,124,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.34,0,79,1
0.33,0,0,0.33,0,0,1.01,0.67,0,2.03,0,0,0,0,0,0,0,0,0,0,69,1
0,0,0,0,0,0,0,0,0,2.11,0.7,0,0,0,0,0,0,0,0.37,0,461,1
0,0.57,0,0.14,0,0,0.43,0.14,0,1.44,0,0,0,0,0,0,0,0,0,0,159,1
0,0.39,0,0,0,0.78,0.78,0,3.51,1.17,0,0,0,0,0,0,0,0.066,0.132,0.066,364,1
0,0.19,0,0.28,0.09,0,0.57,0.57,0.19,1.43,0,0,0,0,0,0,0.035,0.23,0.124,0,368,1
0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0.13,0,0,105,1
0,0,0,0,0.76,0,0.25,1.53,0,1.79,0.76,0,0,0,0,0,0,0.083,0.499,0,248,1
0.17,0,0.17,0.34,0.05,0.05,0.51,0.28,0,1.03,0.74,0,0,0,0,0,0.01,0.05,0.161,0.03,536,1
0,0.89,0,0,0,0.12,0.38,0.12,0,1.27,0,0,0,0,0,0,0,0.185,0.061,0,475,1
0,0.72,0,0.36,0,0.36,0.72,0,0.36,2.53,0,0,0,0,0,0,0,0.334,0.467,0.066,736,1
0,0,0,0,0,0,1.31,0,0,5.26,0,0,0,0,0,0,0,0,0.21,0,54,1
1,0,0,0.66,0,0,0.33,0.66,0.66,0.33,1.66,0,0,0,0,0,0,0.06,0.541,0,304,1
0,0,0,0.22,0.11,0,0.33,0.33,0,0,0.55,0,0,0,0,0,0,0.16,0.124,0,305,1
0,0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0.053,0.265,0,0,88,1
0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.683,0,301,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0.07,0.22,0,0,0.07,0.22,0.82,0.07,0,1.87,0,0,0,0,0.07,0,0,0.095,0.071,0.167,974,1
0,0.51,0,0,0,1.02,0.51,0,0.25,0.76,0,0,0,0,0,0,0,0.457,0,0.124,149,1
0.1,0.2,0,0.8,0.5,0.3,0.7,0.3,0.1,0.7,0.6,0,0,0,0,0,0,0.11,0.158,0.015,1351,1
0,0,0,0.27,0.13,0,0.4,0.4,0,0,0.27,0,0,0,0,0,0,0.109,0,0,204,1
