@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,2.5,0,0,0,0,0.62,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0.08,2.111,1
0,0.7,0,2.83,0,0,0,0,0.7,1.41,7.09,0,0,0,0,0,0,0.7,0,0,0,0,0,4.176,1
0,0,0,0.5,0.5,0.5,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0.178,1.792,1
0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1
0.56,0,0,0.28,0.84,0,0.28,0.28,1.41,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,1.294,3.979,1
0,0,0,0,0,0,0,0,0,0,6.66,0,6.66,0,0,0,0,0,0,0,0,0,0.537,2.777,1
0,0.18,0,0.18,0,0,0,0.18,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0.493,1.874,1
0.21,0.1,0,1.26,0.1,0,0.42,0.21,0.52,0,4.53,0,1.47,0,0,0,0,0,0,0,0,0,0.141,11.288,1
0.1,0.1,0,0.07,0.03,0,0,0,0.53,0.17,0.81,0,0.17,0,0,0,0,0,0,0,0,0,0.013,2.11,1
0,0.42,0,0.42,0,0,0,0,0.42,0.42,2.1,0,0,0,0,0,0,0,0,0,0,0,0.669,3.837,1
0,0.45,0,0.45,0,0,0,0,0.45,0.45,1.36,0,0,0,0,0,0,0,0,0,0,0,1.501,2.777,1
0,0,0,0,0,0,0,0,1.51,0,7.57,0,0,0,0,0,0,0,0,0,0,0,0,2.769,1
0,0,0,0,0.63,0,0.31,0,0.95,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.206,4.171,1
0,0,0,0,0,0,0,0,1.42,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0.44,0,0,0.44,1.32,0.44,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0.433,2.375,1
0.9,0,0,0,0,0.9,0,0,0,0,1.81,0,0.9,0,0,0,0,0,0,0,0,0,0.537,2.782,1
0,0,0,0,0,0,0,0,0,0,2.04,8.84,0,0,0,0,0,0,0,0,0,0,0.125,7.054,1
0.46,0.3,0,0.05,0.12,0.05,0.43,0.25,0.97,0.25,3.22,0,0.36,0,0,0,0,0,0,0,0,0,0.325,5.891,1
0,0,0,0,0,0,0.91,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.532,2.9,1
0.2,0.41,0,1.44,0,0,0.41,0,1.86,0.2,2.69,0,0,0,0,0,0,0,0,0,0,0,0.996,7.836,1
0,0,0,0.76,0,0.5,0,0,0.25,0,2.03,0,0,0,0,0,0,0,0,0,0.5,0,0.433,2.441,1
0,0,0,0,0,2.1,0,0,1.05,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,2.695,1
0.64,0,0,1.93,0,0,0,0,1.29,1.29,1.93,0,0,0,0,0,0,0,0,0,0,0,0.462,2.44,1
0.44,0,0,0.89,0,0,0,0,1.33,0.44,4.46,0,0.44,0,0,0,0,0,0,0,0,0,1.083,2.428,1
0,0,0,0,0.73,0.73,0,0,0,0.73,1.47,0,0,0,0,0,0,0,0,0,0,0,0.875,2.08,1
0,0.64,0,0.64,0,0.64,2.59,1.29,1.94,0.64,3.24,0,0,0,0,0,0,0,0,0,0,0,0.233,1.136,1
0,0,0,0.53,0,0,0,0,1.06,0,2.65,0,0,0,0,0,0,0,0,0,0.53,0,0.095,5.038,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
0.13,0.13,0,0.26,0.26,0,0.39,0.13,0.39,0.13,2.35,0,0.26,0,0,0,0,0,0,0,0,0,0,2.736,1
0,0.64,0,1.29,0.64,0,0,0,1.94,3.89,3.24,0,0,0,0,0,0,0,0,0,0,0,0.728,6.612,1
0.4,0.14,0,0.25,0.18,0.03,0.4,0.1,0.72,0.54,3.05,0,0.76,0,0,0,0,0,0,0,0.03,0,0.343,3.328,1
0,0,0,0,0,0.5,0,1.51,1.51,0.5,3.53,0,1.01,0,0,0,0,0,0,0,0,0,1.431,4.09,1
0.09,0,0,0.36,0.09,0,0.09,0,0.72,0,2,0,0.09,0,0,0,0,0,0,0,0,0,0.237,3.758,1
0,0,0,0,0,0,0,0,1.78,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0.757,4.157,1
0.14,0.14,0,0,0,0,1.17,0.14,0.58,0.14,2.35,0,0.44,0,0,0,0,0,0,0.29,0,0,0.204,2.962,1
0.64,0,0,1.29,0,0.64,0,0,0.64,0.64,1.29,0,0,0,0,0,0,0,0,0,0,0,0.522,2.511,1
0,0.32,0,0,0,0,0.32,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391,1
0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.718,1
0,0.5,0,0.5,0,1.01,0,0.76,0.5,1.26,1.77,0,0,0,0,0,0,0,0,0,0,0,0.189,8.972,1
0,0,0,0,0.65,0,0.65,0,0,0.65,1.3,0,0,0,0,0,0,0,0,0,0.65,0,1.154,3.89,1
0,0,0,1.15,0.76,0,0,0,0.38,0.38,2.69,0,0.38,0,0,0,0,0,0,0,0,0,0.061,1.775,1
0,0,0,0.38,0.25,0.25,0,0.12,0.12,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0.663,1.243,1
0,0.66,0,0.33,0,0,0,0,0.66,0.33,2.64,0,0,0,0,0,0,0,0,0,0,0,0.583,4.024,1
0,0,0,0,0,0,0,0,1.31,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,4.818,1
0,0.72,0,0,0,0,0,0.72,0,2.91,1.45,0,0,0,0,0,0,0,0,0,0,0,0.495,1.525,1
0.18,0,0,1.57,0.36,0.06,0.06,0.06,0.54,0,4.48,0,0.06,0,0,0,0,0,0,0,0,0,0.01,1.733,1
0,0,0,0.62,0,0.31,1.09,0,0,0.15,2.19,0,0,0,0,0,0,0,0,0,0,0,0.378,3.278,1
0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,1.336,1.21,1
0,0,0,2.94,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.711,4,1
0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.39,0,0,0,0,0,0.39,0,2.5,1
0,0.95,0,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0.267,4.18,1
0,0,0,0,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0.543,5,1
0.33,1.01,0,1.35,0,0.33,0,0.67,0.67,1.01,2.36,0,0,0,0,0,0,0,0,0,0,0,0.06,193.5,1
0.18,0,0,1.59,0.36,0,0.06,0.06,0.55,0,4.4,0,0.06,0,0,0,0,0,0,0,0,0,0.01,1.775,1
0.28,0.28,0,0.28,0.28,0,0.28,0.28,0.56,0,1.69,0,0,0,0,0,0,0,0,0,0.28,0,1.282,3.725,1
0,0,0,0,0,0,0,0,0,0,1.88,0,1.88,0,0,0,0,0,0,0,0,0,0,4.333,1
0.43,0,0,0.87,0.87,0,0,0,2.18,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0.874,5.114,1
0,0.34,0,0.68,0,0.68,0,0.34,0,0.34,3.42,0,0,0,0,0,0,0.34,0,0,0,0,0.048,1.411,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,3.857,1
0,0,0,0,0,0,0,0,0,1.09,3.29,0,0,0,0,0,0,0,0,0,0,0,0.371,3.096,1
0,0.33,0,0,0,1.34,0,0.33,0.33,0.67,0.67,0,0,0,0,0,0,0,0,0,0.33,0,0.053,2.036,1
0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,2.444,1
0,0.68,0,0.34,0,0,0,0,0.68,0.34,1.72,0,0,0,0,0,0,0,0,0,0,0,0.718,3.718,1
0,0,0,1.08,0,0,0,0,0.18,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0.416,1.373,1
0,0.47,0,0,0.47,0,0.23,0,1.19,0.23,2.63,0,0.23,0,0,0,0,0,0.23,0,0,0,0.327,5.769,1
0,1.56,0,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,11.714,1
0.54,0,0,0.54,0,1.08,0,0,0.54,0.54,4.32,0,0,0,0,0,0,0,0,0,0,0,1.18,5.323,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047,1
0,0.96,0,1.44,0,0.48,0.48,0.48,0.96,0,0.96,0,0.48,0,0,0,0,0,0.48,0,0,0,0.43,25.964,1
0,0,0,1.56,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.767,8.083,1
0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,1.55,4.555,1
0,0,0,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.769,2.125,1
0,0.68,0,4.08,0,0.68,0,1.36,1.36,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,6.588,1
0.09,0.49,0,0.39,0.19,0,0.09,0,1.57,0,3.74,0,0.09,0,0,0,0,0,0,0,0,0,5.828,6.047,1
0.45,0,0,0.22,0.67,0,0.22,0.22,1.35,0.45,1.57,0,0.67,0,0,0,0,0,0,0,0,0,1.599,4.947,1
0,0.4,0,0.4,0,0.4,0,0,0,0.8,2,0,0,0,0,0,0.4,0.4,0,0,0.4,0,0.116,4.058,1
0,0,0,0,0,0,0,0,2.29,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,1.216,1
0.09,0,0,0.36,0.09,0,0.09,0,0.73,0,2.01,0,0.09,0,0,0,0,0,0,0,0,0,0.257,3.689,1
0,0,0,0.54,0.27,0.27,0,0,0,0,2.45,0,0.27,0,0,0,0,0,0,0,0,0,0.489,2.121,1
0,0.26,0,0.39,0,0.13,0,0,0.26,0.26,3.14,7.33,0.26,0,0,0,0,0,0,0,0,0,0.022,12.454,1
0,0,0,1.45,0,0,0,0,0.97,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0.421,5.173,1
0.23,0,0,0.23,0,0,0,0,0,0.23,7.1,0,0.23,0,0,0,0,0,0,0,0,0,0.175,1.294,1
0,1.5,0,0.75,0,0,0.75,0,2.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,2.224,107.4,1
0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.573,2.884,1
0,0,0,1.28,0,2.56,1.28,1.28,1.28,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0.542,102.666,1
0,0,0,0,0,0.59,0,0,1.19,0,4.76,0,0.59,0,0,0,0,0,0,0,0,0,0.427,10,1
1.24,0.41,0,0,0,0,0,0,0.41,0.41,3.73,0,0.41,0,0,0,0,0,0,0,0,0,0.481,3.166,1
0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,3.79,4.833,1
0,0,0,3.84,0,0,0,0,1.28,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0.203,1.956,1
0,0,0,0.9,0.15,0,0.9,0,0.75,0,2.26,0,0.3,0,0,0,0,0,0.6,0,0,0,0.376,2.271,1
0.1,0.1,0,0.6,0.3,0.4,1.42,0.1,0.5,0.1,2.23,0,0.3,0,0,0,0,0,0.1,0,0,0,0.977,3.166,1
0.52,0,0,0,1.05,0,0,0,0.52,1.05,3.15,0,0.52,0,0,0,0,0,0,0,0,0,2.295,2.016,1
0.3,0,0,0,0,0,0,0.3,0.92,2.15,5.53,0,0.3,0,0,0,0,0,0,0,0,0,1.053,3.884,1
0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.448,2.666,1
0.17,0,0,0.42,0.08,0.08,0.08,0,0.6,0,1.2,0,0.08,0,0,0,0,0,0,0,0,0,0.099,4.07,1
0.17,0,0.17,1.43,0.34,0.05,0.05,0.05,0.51,0,4.2,0.17,0.05,0,0,0,0,0,0,0,0,0,0.02,2.093,1
0,0,0,1.24,0.62,0,0,0,0,1.24,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0.321,3.846,1
0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0.312,1.477,1
0.17,0.17,0,0.52,0,0,0,0.17,0.34,0.87,1.39,0,0.17,0,0,0,0,0,0,0,0,0,0.342,2.973,1
0.11,0.23,0,0.46,0.46,0,0.93,0.11,0.34,0,3.49,0,0.46,0,0,0,0,0,0,0,0.11,0,0.23,4.281,1
0,0,0,1.22,0,0,0,0,0,0.61,1.22,0,0,0,0,0,0,0,0,0,0,0,0.517,2.966,1
0.18,0,0,1.59,0.36,0,0.06,0.06,0.55,0,4.4,0,0.06,0,0,0,0,0,0,0,0,0,0.01,1.748,1
0.12,0.12,0,1.34,0.12,0,0,0.36,0.85,0.24,2.33,0,0,0,0,0,0,0,0,0,0.12,0,0.041,2.351,1
0.34,0,0,1.02,0,0,0.68,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.898,443.333,1
0.28,0.14,0,0,0,0.14,0.42,0.84,0.98,0,1.82,10.82,0.28,0,0,0,0,0,0,0,0,0,0.045,14.88,1
0,0.59,0,0,0,0.59,0,0,0.59,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,8.586,1
0,0,0,0.89,0,0,0,0,0.89,0,1.78,0,0,0,0,0,0,0,0,0,0,0,1.336,6.611,1
0.7,0,0,0,0,0,0.35,0,0.35,2.1,2.1,0,1.4,0,0,0,0,0,0,0,0,0,0.348,1.166,1
0,0,0,0.49,0,0.98,0.49,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,2.373,1
0,0,0,0,0,0,0,0,1.31,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,4.818,1
0.09,0.49,0,0.49,0.19,0,0.09,0,1.57,0,3.74,0,0.09,0,0,0,0,0,0,0,0,0,5.803,5.944,1
0,0,0,0,0,0,0.91,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.567,2.9,1
0.05,0.05,0,0.34,0,0,0.57,0,0.28,0.17,1.04,0,0.05,0,0.05,0,0,0,0,0,0,0,0.099,4.881,1
0,0.56,0,0,0,0.56,0,0.28,0.56,1.41,1.97,0,0,0,0,0,0,0,0,0,0,0,0.153,9.25,1
0,0.47,0,1.89,0,1.18,0,0.23,0.7,0.23,2.83,0,0,0,0,0,0,0,0,0,0,0,0.08,1.844,1
0.17,0.26,0,0.35,0.62,0.53,0.62,0.26,1.25,0.62,2.5,0,0.08,0,0,0,0,0,0,0,0.08,0,0.212,6.815,1
0,0.24,0,0.36,0.6,0.6,0.6,0.12,0.85,0.12,1.33,0,0.12,0,0,0,0,0,0,0,0,0,0.234,4.493,1
0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0.298,3.333,1
0.15,0.15,0,0.75,0,0,0,0,0.15,0,1.51,0,0.3,0,0,0,0,0,0,0,0,0,0.087,1.54,1
0,0.66,0,1.33,0.33,0.33,0.33,0.33,0.33,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0.372,1.894,1
0,0.08,0,0.84,0.25,0.08,0,0.08,0.76,1.61,1.52,0.84,0.08,0,0,0,0,0,0,0,0.08,0,0.518,7.277,1
0,0,1.16,0,0,0,0,0,0,0,3.48,0,2.32,0,0,0,0,0,0,0,0,0,0,8.733,1
0,0,0,0,0,0.2,0.8,0,0.4,0.4,3.44,0,0.4,0,0,0,0,0,0,0,0,0,0.133,2.704,1
0,0.54,0,1.09,0.54,2.18,0,0,0.54,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0.471,15.08,1
0,0,0,0.65,0.32,0.32,0,0.65,1.3,0.98,2.61,0,0.65,0,0,0,0,0,0,0,0,0,0.103,5.85,1
0,0.42,0,0,0,0,0,0,0.84,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0.6,4.02,1
0,0,0,0,0,1.58,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.558,3.272,1
0,0.19,0,0.79,0.79,0.49,0.89,0.29,0.69,0.09,1.38,0,0.19,0,0,0,0,0,0,0,0,0,0.417,8.323,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,4.277,1
0,0,0,0,0.41,0,0,0,0,0.41,1.23,0,0,0,0,0,0,0,0,0,0,0,0.199,5.019,1
0,0,0,0,0,0,0,1.21,0,6.09,1.21,0,0,0,0,0,0,0,0,0,0,0,0.407,3.454,1
0,1.22,0,0.4,0,0.81,0,0,0.4,3.27,0.81,0,0,0,0,0,0,0,0,0,0,0,0.64,7.651,1
0,0,0,0.27,0,0,0,0,0,0,0.27,8.58,0,0,0,0,0,0,0,0,0,0,0,7.313,1
0,0,0,0,1.27,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,1.096,1.916,1
0.29,0.29,0,0.29,0,0,0,0,0.29,0.58,2.04,0,0,0,0,0,0,0,0,0,0,0,0.42,2.228,1
0.8,0,0,1.6,0,0,0,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,1.62,2.604,1
0,0,0,3.98,0.44,0,0,0,0,0.88,0.88,0,0,0,0,0,0,0.44,0,0,0,0,0.064,2.215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,1,1
0,0,0,1.79,0.44,0,0,0,0.44,1.34,2.24,0,0,0,0,0,0,0,0,0,0,0,0,1.968,1
0.45,0.9,0,0.45,0,0,0,0,2.25,0.45,1.8,0,0,0,0,0,0,0,0,0,0,0,1.626,69.727,1
0,0,0,0,0.79,0,0,0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0,0.462,5.793,1
0.73,0.36,0,0,0.73,0.73,0.36,0,0.36,1.09,2.19,0,0,0,0,0,0,0,0,0,0,0,0.498,3.254,1
0.51,0.43,0,0.14,0.03,0,0.54,0.29,0.65,0.21,3,0,0.54,0,0,0,0,0,0,0,0,0,0.454,6.59,1
0,0,0,1.63,0,0,0,0,0.81,0,3.27,0,0,0.81,0,0,0,0,0,0,0,0,0,1.558,1
0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.699,5.083,1
0,0,1.26,0,0,0.63,0,0,0,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0.979,8.476,1
0.54,0,0,2.16,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1
0,0,0.81,0,0,0,0,0,0,0,2.45,0,2.45,0,0,0,0,0,0,0,0,0,0.124,3.707,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,2.84,1
0,0,0,0.43,0.43,0.43,0,0,0.43,0,0.87,9.17,0,0,0,0,0,0,0,0,0,0,0.065,9.269,1
0,0,0,0.99,0.99,0.33,0,0,0.33,0.33,1.98,0,0.33,0,0,0,0,0,0,0,0,0,0,2.195,1
0.85,0,0,0,0,0,0,0,0.85,4.27,3.41,0,5.98,0,0,0,0,0,0,0,0,0,0.881,5,1
0,0,0,0,0,0,0,0,1.49,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,2.692,1
0.08,0.08,0,0.16,0.24,0,0.24,0,0.56,0,0.88,4.57,0.72,0,0,0,0,0,0,0,0,0,0.233,8.763,1
0,0,0,0,1.21,0,0,0,0,0,1.21,2.43,0,0,0,0,0,0,0,0,0,0,1.627,2.591,1
0.24,0,0,0.99,0,0.49,0,0,0.49,0.49,1.98,0,0.49,0,0,0,0,0,0,0,0,0,0.847,3.219,1
0,0,0,0.54,0.27,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,1.62,0,0.463,7.941,1
0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,1.799,1.823,1
0.08,0.08,0,0.85,1.02,0.25,0.59,0.17,0.59,0.25,1.61,0,0.08,0,0,0,0,0,0,0,0.08,0.08,0.394,7.484,1
0.37,0.75,0,0.37,0,0,0.37,0.37,2.64,0.37,2.26,0,0,0,0,0,0,0,0,0,0,0,1.248,58.705,1
0,0,0,0,0,1.96,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0.334,3.214,1
0,0,0,0,0,1.58,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.558,3.272,1
0.29,0.58,0,0.87,0,0.58,0,0,0.87,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1
0,0,0,0,0,0.94,0,0,0.47,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.217,1.48,1
0.38,0,0,1.14,0,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,1.005,295,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,3.545,1
0.38,0.46,0,0.15,0.03,0,0.58,0.31,0.66,0.23,3.11,0,0.38,0,0,0,0,0,0,0,0,0,0.36,6.186,1
0,0,0,0.48,0.48,0.48,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0.163,1.696,1
0.23,0.59,0,0.23,0.11,0,0.82,0.11,2,0,4.84,0,0.23,0,0,0,0,0,0,0,0,0,0.13,5.76,1
0,0,0,0.76,0,0.38,0,0,0,0.38,3.04,0,0,0,0,0,0,0,0,0,0,0,0.598,4.523,1
0,0,0,0.23,0,0,0.23,0.23,1.9,0.23,3.81,0,0,0,0,0,0,0,0,0,0,0,1.046,4.022,1
0,0,0,0.53,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0.25,0,0,0.5,0,0.25,0,0.5,0.76,0.5,1.52,0,0,0,0,0,0,0,0,0,0,0,0.082,1.89,1
0.17,0.17,0,0.53,0.17,0.17,0.17,0.35,1.61,0,1.97,0,0.35,0,0,0,0,0,0,0,0.17,0,1.158,5.163,1
0.43,0.26,0,0.78,0.26,0,0.34,0.08,1.22,1.13,2.35,0,0.43,0,0,0,0,0,0,0,0.08,0,0.709,4.319,1
1.63,0,0,0,0,0,1.63,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0.8,2,1
0,0,0,2.1,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
0,0,0,1.46,0,0.48,0,0,0.97,0.48,2.43,0,0,0,0,0,0,0,0,0,0,0,0.488,5.431,1
0,0,0,1.21,0,0,0,1.21,0,1.82,4.26,0,0,0,0,0,0,0,0,0,0,0,0.193,1.861,1
0,0,0,0,1.27,1.27,0,0,0.63,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0.983,3.488,1
0,0,0,0,0,0,0,0.68,0.68,0,3.4,0,0.68,0,0,0,0,0,0,0,0,0,0.238,2.232,1
