@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,16,19,23,25,30,33,35,37-39,41,44,47-48,50,52-58'

@attribute Word_freq_address numeric
@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2,11,1
0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.069,0,3.215,43,164,1
0,0.45,0.45,0,1.83,1.6,0,0,0,0,0,0,0,0,0,0,0,0.037,0.187,0.112,0,3.184,30,363,1
0,0,0,0.72,2.7,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.633,0.063,0,9.043,363,841,1
1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0.171,0.171,13,140,156,1
0,0,0,0.55,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.683,0,0,2.338,19,145,1
0.55,0.55,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0.479,0,0.079,16.739,147,385,1
0,0,0,0.8,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0.347,0,2.604,22,125,1
0,0,0,0.87,0.58,0,0,0,0,0,0.29,0,0,0,0,0,0,0.08,0.764,0.784,0.02,4.979,45,1200,1
0,0,0.06,0,0.32,0,0,0.06,0,0,0,0,0,0,0,0,0,0.032,0,0.032,0,1.206,15,240,1
0,0,1.05,1.05,3.7,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0.263,0,6.487,47,266,1
0,0,0,0.54,2.17,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.318,0,2.345,22,129,1
1.03,0,0.34,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,1.888,6,68,1
1.32,0.94,0.18,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.241,0.107,0,2.623,35,244,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,4,19,1
0,0,1.29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.31,0.062,0,1.477,8,65,1
0.19,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0.07,0,1.121,0,1021.5,2042,2043,1
0,0,0,1.29,1.93,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.37,0,2.44,22,122,1
0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,4.5,25,54,1
0,0,0,0.61,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0.103,0,2.966,28,178,1
0,0,0,0.46,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.663,0,0,1.428,20,120,1
0,0.36,0.06,0,4.4,0.85,0,0,0,0,0,0,0,0,0,0,0,0.052,0.01,0.169,0,1.775,12,451,1
0.08,0.17,0,0.53,3.58,0.08,0,0,0,0,0,0,0,0,0,0,0,0.054,0.369,0.109,0.027,4.911,119,1277,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0,3.8,15,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.163,0.326,0,3.545,21,78,1
0,0,2.02,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.286,0,0,5.558,39,189,1
0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.52,0,0,3.5,46,105,1
0,0,0.58,1.74,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.165,0.082,0,2.17,12,102,1
0,0.51,0,0.25,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0,2.593,14,153,1
0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.082,0.369,0,1.026,13.82,104,1078,1
0,0,0,6.45,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,2.3,9,23,1
0,1.28,0,0,1.79,2.05,0.51,0,0,0,0.25,0,0,0,0,0,0,0.086,0.26,0.173,0,3.298,16,287,1
0,2.1,0,0,3.15,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,0,2.05,6,41,1
0.43,0.03,0.18,0.21,2.99,0.51,0,0,0,0,0,0,0,0,0,0,0,0.078,0.478,0.509,0.127,6.518,611,2340,1
0.39,0,0,3.54,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.843,0.129,0.064,5.87,42,364,1
0,1.29,0.64,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0.111,0,1.8,12,63,1
0.4,0.03,0.1,0.27,3.2,0.37,0,0,0,0,0,0,0,0,0,0,0,0.071,0.456,0.5,0.11,6.049,129,2220,1
0.19,0.19,0,0.19,0.77,0.19,0,0,0,0,0,0,0.19,0,0,0,0,0.061,0.185,0.216,0,1.948,11,113,1
0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,2.782,19,64,1
0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,3.871,26,151,1
0.67,0,0.33,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,1.204,6,59,1
0.9,0,3.63,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,1,1,18,1
0.39,0.98,0.19,0.98,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.741,0.306,0.025,6.652,76,632,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0.338,0,4.047,29,85,1
0.39,0.98,0.19,0.98,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.749,0.31,0.025,6.652,76,632,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0,3.2,13,48,1
0,0,0,0.68,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,0,0,2.818,21,124,1
0,1.32,0,0,1.76,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0.361,0,2.375,16,133,1
0.47,0,0,0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,1.102,6,54,1
0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,15,36,1
0,0.62,0.31,1.56,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,2.481,11,134,1
0,0.84,0.84,0,0.84,0.28,0,0,0,0,0,0,0,0,0,0,0,0.129,1.294,0.043,0,3.979,47,386,1
0.64,0,0,0.32,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.531,0,0,4.337,121,334,1
0,0,0.57,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.396,0.099,0,2.333,11,70,1
0,0.92,0.92,0,2.47,1.23,0,0,0,0,0,0,0,0,0,0,0,0.045,0.728,0.182,0,4.339,60,243,1
0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,1.409,10,31,1
0,0,0,0.77,2.32,0,0,0,0,0,0,0,0,0,0,0,0.77,0.134,0.671,0,0,129.5,515,518,1
0,1.29,0,2.59,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0.439,1.098,0,0.439,3.571,36,125,1
0.26,0.8,0.8,0,2.4,0.8,0,0,0,0.13,0,0,0,0,0,0,0,0,0.593,0.217,0.039,11.463,525,1112,1
0,0.93,0.93,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0.343,0.171,0,2.235,15,38,1
0,0,0,0.65,3.6,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.411,0,3.964,132,222,1
0,0.43,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,1.047,9.269,89,482,1
0.18,0.73,0.09,0.09,1.38,0.55,0,0,0,0,0,0,0,0,0,0,0,0.094,0.432,0.135,0.013,8.445,696,1478,1
0.69,0,0.17,0,2.59,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.079,0.106,0.053,2,32,260,1
0.47,0,0,0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,1.102,6,54,1
0.56,0,0,0.11,1.79,0,0.11,0,0,0,0,0,0,0,0,0,0,0.186,0.056,0.056,0,2.153,53,532,1
0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,3.707,14,152,1
0,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.898,0.105,0,443.666,1325,1331,1
0.97,0,0.48,0.48,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0.26,1.739,0.173,0.086,56.538,636,735,1
0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,8.161,31,253,1
0,0,0,2.22,1.48,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.088,0,0,3.048,29,125,1
0,0.47,0.79,0,2.05,0.15,0,0,0,0,0,0,0,0,0,0,0,0.076,1.3,0.127,0,5.241,97,650,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,3.529,13,60,1
1.5,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.223,0,107.4,412,537,1
0,0.67,0.67,0.45,1.57,0.22,0,0,0,0,0,0,0,0,0,0,0,0.111,1.599,0.148,0,4.947,102,564,1
0.95,0,0.47,0.47,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0.252,1.683,0.168,0.084,57.23,636,744,1
0,0,0,1.33,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,2.2,11,44,1
0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,4.5,25,54,1
0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0.182,0,3.545,21,78,1
0,0,0,0.53,1.7,0,0,0,0,0,0,0.1,0,0,0,0,0,0.169,0.358,0.188,0.075,2.847,75,447,1
0.4,0.4,0.2,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.298,0.149,0.029,11.96,376,909,1
0,0,0,1.57,1.57,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,0,2.555,22,115,1
0.81,0,0,0.81,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.121,0,0,4.035,43,113,1
0.05,0,0,0.17,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.089,0.079,0.009,4.913,95,1312,1
0,0,0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,1.005,0.059,0,295,1177,1180,1
0.65,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0,0,1.69,11,71,1
0,0,1.03,2.06,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.692,65,139,1
0,0,0,0.74,4.47,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.237,2.095,7,44,1
0.02,0,0.05,0.05,0.07,0,0.02,0,0,0,0,0,0,0,0,0,0,0.004,0.112,0.018,0.018,3.922,489,3271,1
0,0,0,0.64,1.29,0.64,0,0,0,0,0,0,0,0,0,0,0,0.104,0.522,0.313,0,2.511,22,113,1
0,0,0,1.36,2.73,1.36,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0.2,0,4.281,38,137,1
0,0,0,1.09,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0.371,0,0,3.096,28,96,1
0.41,0,0.82,2.47,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.199,0,0,15.892,226,445,1
0.2,0.8,0,0.1,1.31,0.6,0,0,0,0,0,0,0,0,0,0,0,0.11,0.49,0.158,0.015,8.55,669,1351,1
0.68,0,0,0,4.1,0,0,0,0,0,0.68,0,0,0,0,0,0,0,1.244,0,0,2.472,9,89,1
0,0,0.27,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0.043,19.482,694,1130,1
0.37,0.29,0,0,3.55,0,0,0,0,0,0.14,0,0,0,0,0,0,0.073,0.167,0.167,0.01,3.412,44,795,1
0,0.63,0.31,0.31,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.163,0.054,1.515,10,144,1
0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,0,1.375,3,11,1
0,0,0,1.33,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,2.2,11,44,1
0,0.23,0,0.71,5.26,0.71,0,0,0,0,0,0,0.23,0,0,0,0,0.178,0.402,0.402,0.089,5.681,49,392,1
0,0.87,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874,0,0,5.114,107,179,1
0,0.19,0,0,0.58,0.77,0,0,0,0,0.19,0,0,0,0,0,0,0.208,0.364,0.312,0,7.541,192,543,1
0,0.18,0,0.36,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.249,0.305,0,3.921,59,447,1
0.75,0,0.37,0.37,2.26,0.37,0,0,0,0,0,0,0,0,0,0,0,0.197,1.248,0.197,0.065,58.705,842,998,1
0.12,0.32,0,0,1.67,0.19,0,0,0,0,0,0,0,0,0.06,0,0,0.031,0.25,0.073,0,1.764,37,766,1
0,0,0,1.65,2.9,0.41,0,0,0,0,0,0,0,0,0,0,0,0.193,0.904,5.3,0,7.478,92,344,1
0,0.48,0,0.48,1.21,0.48,0,0.24,0,0,0,0,0,0,0,0,0.24,0.036,0.036,0.184,0,2.276,66,255,1
0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413,0,0,3.384,37,132,1
0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0.093,0,0,2.755,66,135,1
0,0,0,0.3,0.15,0,0,0,0,0,0.76,0,0,0,0,0,0.3,0.067,0,0.044,0.067,1.607,16,418,1
0.7,0,0,1.41,7.09,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.126,4.176,44,142,1
0,0,0,2.85,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,0,0,3.029,12,103,1
0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.645,0.064,0.064,3.552,25,135,1
0,0.34,0.05,0,4.24,0.75,0,0,0,0,0,0,0,0,0,0,0,0.051,0.02,0.163,0,1.796,12,458,1
0.3,0.3,0,0.92,0.61,0,0,3.38,0,0,0,0,0,0,0.3,0,0,0.094,0,0,0,2.141,38,212,1
0.5,0.2,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0.037,5.942,1.334,0,5.838,54,724,1
0.1,0.2,0.1,0.1,2.22,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.994,0.391,0.032,3.176,56,1042,1
0.27,0,0,0.27,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.128,0,2.484,20,164,1
0,0,0,0,4.25,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,4.5,26,45,1
0,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0.228,3,12,69,1
0,0.09,0.18,0,2.01,0.36,0,0,0,0,0,0,0,0,0,0,0,0.048,0.257,0.032,0.032,3.689,69,535,1
0,0,0,0.61,4.55,0.49,0,0,0,0,0,0,0,0,0,0,0,0.041,0.104,0.229,0.02,3.705,54,478,1
0.35,0,0.35,0,2.85,1.42,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0,3.414,25,140,1
0.08,0.25,0.33,1.6,1.6,0.42,0,0,0,0,0.08,0,0,0,0,0,0,0.047,0.502,0.157,0.329,7.24,292,2049,1
0.49,0.16,0.49,1.14,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.925,0.231,2.29,5.833,47,595,1
0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0.188,0,3.545,21,78,1
0.19,0.12,0.25,0.38,2.98,0.44,0,0,0,0,0,0,0,0,0,0,0,0.087,0.439,0.241,0.065,3.702,45,1070,1
0,0,0,1.42,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.899,0,0,3.066,36,138,1
0.3,0.3,0,0.3,2.14,0.76,0,0,0,0,0,0,0,0,0,0,0,0.025,1.051,0.225,0.05,6.686,217,896,1
0,0.84,0,0.56,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,2.083,34,150,1
0,0,1.21,6.09,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0,3.454,32,76,1
0,0.33,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682,21,69,1
0.56,0.56,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.502,0,0.083,16.304,148,375,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.417,0.208,0,3.812,16,61,1
0,0.32,0,0,3.37,0.16,0,0,0,0,0.32,0,0,0,0,0,0,0.05,0.05,0.075,0,1.419,15,159,1
0,0,0,0.73,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.211,0,0,1.333,7,48,1
0.38,0.57,0.57,0.19,2.12,1.35,0,0,0,0.19,0,0,0,0,0,0,0,0.027,0.438,0.191,0.054,14.619,525,921,1
0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.031,1.269,0.412,13.017,183,1484,1
0.29,0.29,0,0.29,2.35,0.73,0,0,0,0,0,0,0,0,0,0,0,0.023,1.004,0.215,0.047,6.602,217,898,1
0,0,0,1.66,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,0,8,38,80,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0.932,0,5.083,39,122,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,8.5,17,34,1
0,0,0,1.81,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.64,0.16,0,3.607,71,184,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,2.222,22,100,1
0.55,0.55,0.27,0.27,2.5,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.045,6.641,48,352,1
0.26,0.43,1.12,0.86,1.82,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0.222,0.444,0.25,0.111,3.138,54,929,1
0.68,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,6.588,68,112,1
0.19,0.19,0.97,0,3.81,0.09,0,0,0,0,0,0,0.09,0,0,0,0,0,0.404,0.233,0.031,4.32,49,877,1
0.44,0.22,0,1.11,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.067,0.067,0,1.946,22,183,1
0,0,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0.37,0,0.302,0.241,0.06,0,2.166,18,143,1
0.18,0.73,0.09,0.09,1.38,0.55,0,0,0,0,0,0,0,0,0,0,0,0.094,0.43,0.134,0.013,8.445,696,1478,1
0.21,0,0.21,0.43,3.71,0,0,0,0,0,0,0.43,0,0,0,0,0,0.032,0.96,0.128,0.128,8.08,70,501,1
0.2,0.8,0,0.1,1.31,0.6,0,0,0,0,0,0,0,0,0,0,0,0.11,0.488,0.157,0.015,8.55,669,1351,1
0,0,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0.164,2.306,0.164,0,8.312,29,133,1
0.22,0,0.22,0.68,3.86,0,0,0,0,0,0,0.45,0,0,0,0,0,0.033,1.103,0.133,0.033,7.166,54,430,1
0,0.25,0.12,0.38,2.92,0,0,0,0,0.12,0,0,0,0,0,0,0,0.022,0.661,0.088,0,2.256,21,325,1
0,0,0,0.29,1.79,0.29,0,0,0.29,0,0,0,0,0,0,0,0,0.248,0,0.049,0,2.47,30,168,1
0,0,1.36,0,3.4,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0,2.232,19,96,1
0.31,0.1,0.52,0.21,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.887,0.032,0.049,3.446,318,1003,1
0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.104,0,0,0.011,4.411,28,1866,0
0,0,0,0,3.6,0,0.9,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,2.766,12,83,0
0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,1.142,2,8,0
0.16,0,0.04,0.08,0.77,0,0,0,0,0,0.65,0,0,0,0.16,0,0.89,0.243,0.033,0,0.016,2.747,86,1995,0
0,0,0,0,0,0,0,0,0,1.02,1.02,0,0,0,0,0,0,0.167,0,0,0,2.195,17,90,0
0.54,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.182,0.091,0,0,1.212,5,40,0
0.37,0,0,0,1.51,0,5.68,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,1.114,5,39,0
0,0.13,0.2,0,0,0,1.1,0,0,0,0.13,0.06,0,0,0,0,0,0.047,0,0.085,0,2.924,52,617,0
0.05,0.05,0,0.11,1.35,0,1.69,0.11,0.05,0.33,0.33,0,0,0,0.11,0,0.05,0.085,0.042,0,0,2.031,22,971,0
0,0,0,0,0,0,3.52,0,0.74,0,0.21,0.1,0,0,0,0,0,0.117,0,0,0,2.204,24,496,0
0,0,0,0,0,0,4.34,2.17,0,0,0,0,0,0,0,0,0,0.529,0,0,0,4,11,68,0
0,0,0,0,0.31,0,0.31,0.31,0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,1.446,6,94,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,1.692,4,22,0
0,0,0,0,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0.14,0.156,0,0,0,1.566,13,462,0
0,0,0,0,0,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0.475,0,0,0,2.95,11,59,0
0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,1.166,3,14,0
0,0,0,0,0.58,0,1.76,0.58,0,0.58,0.58,0,0,0,0,0,0,0.566,0,0,0,2.246,13,146,0
2.07,0,0,0,1.03,0,0.51,0,0,0,0,0,0,0,0,0,0,0.07,0,0.141,0.211,25.812,104,413,0
0,0,0,0,1.14,0,2.29,0,0,2.29,0,0,0,0,0,0,0,0.163,0,0,0,3.28,15,82,0
0,0,0,0,0.67,0,4.05,0,0,0.67,0.67,0,0,0,0,0,0,0.613,0,0,0,2.976,24,128,0
0,0,0,0,0,0,0,0,3.06,0,0.34,0,0,0.34,0,0,0.34,0.132,0,0,0,1.25,7,85,0
0,0,0,0,0.4,0,2.61,0,0.8,0.4,0.8,0,0,0,0,0,0,0.462,0,0,0,2.61,24,308,0
0,0,0,0,1.31,0,2.63,1.31,0,1.31,1.31,0,1.31,0,0,0,0,0.407,0,0,0,2.151,12,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4,11,0
0,0,0,0,1.36,0,0.27,0,0,0,0.27,0,0,0,0,0,0,0.09,0.045,0,0,1.465,8,85,0
0,0,0,0,0,0,1.06,0,0,0.7,1.06,0,0.7,0,1.41,0,0.35,0.104,0,0,0,2.108,24,213,0
