@relation spambase

@attribute Word_freq_all numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,2.886,1
0.14,0,0.84,0,0,2.53,10.82,0,0,0,0,0,0,0,0,0,0.342,14.88,1
0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,7.781,1
0.53,0,0,0,0.05,0.35,0,0,0,0,0,0,0,0,0,0,0.14,1.364,1
0.33,0.08,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.113,3.15,1
0.33,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,2.517,1
0,0,0.47,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0.145,4.041,1
0,0.43,0,0,0,0,9.17,0,0,0,0,0,0,0,0,0,0,9.269,1
0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.531,1
0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.21,0.52,0.26,0,0.78,0.17,0,0,0,0,0,0,0,0,0,0,0.243,6.395,1
0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,7.18,1
1.14,0.19,0.38,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,3.28,1
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377,1
0,1.03,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,10.692,1
0.28,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0.118,1.42,1
1.11,0.74,0.37,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0.175,5.985,1
0.57,0.06,0.12,0,0.69,0.06,0,0,0,0,0,0,0,0,0,0,0.592,5.335,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.153,1
0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2.588,1
0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1.785,239.571,1
0.8,0,0.32,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.075,1.419,1
0,0,0,0,0,0,9.17,0,0,0,0,0,0,0,0,0,0,7.983,1
0.56,0.75,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.107,2.623,1
0.56,0.75,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.107,2.698,1
0.29,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361,1
0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,2.232,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.369,1
1.11,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0.47,0.35,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.107,3.439,1
0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0.171,13,1
0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.141,1.932,1
0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,5.038,1
0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.739,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626,4.066,1
0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,1.859,1
0.5,0.84,0,0.33,0,0,0,0,0,0,0,0,0.5,0,0,0,0.143,6.298,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.886,1
0.81,0.81,0,0,3.27,0,0,0,0,0,0,0.4,0,0,0,0,0.8,7.651,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,2.417,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,1
0.69,0.51,0.17,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0.083,6.294,1
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,10.585,1
0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0.206,2.3,1
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0.322,3.318,1
0.27,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.031,3.758,1
0.83,0.13,0,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0.05,2.329,1
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,6.166,1
0.31,0.66,0.31,1.24,0.23,0,0,0,0,0,0,0,0,0,0,0,0.524,6.186,1
0.4,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.207,6.652,1
0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.459,2.333,1
0.56,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.347,4.875,1
0,0,0,0,0.81,0,0,0,0,0,0,0.81,0,0,0,0,0,2.826,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,3.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,35.461,1
0.55,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0.55,0,0.08,8.375,1
0,0,0,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,4.551,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437,1
0.76,0.08,0.17,0,0.25,0.17,0,0,0,0,0,0,0,0,0.08,0.08,0.117,7.484,1
0.76,0.08,0.17,0,0.25,0.17,0,0,0,0,0,0,0,0,0.08,0.08,0.114,7.54,1
0.73,0.36,0,0,1.1,2.2,0,0,0,0,0,0,0,0,0,0,0.333,3.259,1
0,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,2.132,1
0.24,0,0.36,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.041,2.351,1
0.15,0,0,0.07,0.05,0,0,0,0,0,0,0.3,0.02,0,0,0,0.022,1.423,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,4.277,1
0.35,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,3.768,1
0.7,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,1.333,1
1.63,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0.267,2,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.158,1.494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,3.168,1
0.64,1.29,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1.136,1
0.28,1.15,0,0,0,0,0.86,0,0,0,0,0,0,0,0.28,0,0.221,5.328,1
0.78,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.339,2.627,1
1.45,1.45,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0.12,0.234,4.493,1
0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,5.173,1
0.48,0,0.48,0,0.48,0,0,0,0,0.24,0,0,0,0,0,0,0.184,2.336,1
1.24,0.66,0.24,0,0.82,0.16,0,0,0,0,0,0,0,0,0,0,0.224,5.872,1
0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,3.168,1
0.78,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0.341,2.555,1
0.73,0.31,0.31,0,0.1,0.93,0,0.1,0,0,0,0.1,0,0,0,0,0.065,4.064,1
0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.235,1
0,0.9,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.182,3.343,1
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0.1,4.548,1
0.27,0.81,0.27,0,0.81,1.35,0,0,0,0,0,0,0,0,0,0,0.121,1.617,1
0.76,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499,2.455,1
0.26,1.47,0.34,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.259,3.335,1
0.65,0.49,0.16,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0.08,6.586,1
1,0,0.3,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0.183,3.211,1
0.84,0.28,0.28,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0.042,3.979,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,3.902,1
0,0,0.67,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.06,193.5,1
0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.118,1.53,1
0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.709,1
0.42,0.69,0.23,1.14,0.23,0,0,0,0,0,0,0,0,0,0,0,0.754,5.349,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,1
0,0.17,0.35,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0.058,3.521,1
0.52,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,3.333,1
0.38,0.16,0.24,1.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0.15,6.761,1
0.48,0.97,0.48,0,0.48,0.48,0,0,0,0,0,1.46,0,0,0,0,0.294,4.85,1
0.37,0.66,0.29,1.04,0.26,0,0,0,0,0,0,0,0.03,0,0,0,0.529,6.482,1
0.71,0.82,0.1,0,0.1,0.41,0,0,0,0,0,0,0,0,0,0,0.396,3.163,1
3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,2.73,0,2.044,1
0.05,0.35,0,0,0.05,0.2,0,0.02,0,0,0,0,0,0,0,0,0.018,3.922,1
1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,1
0.11,1.74,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.134,4.281,1
1.24,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.549,3.166,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.027,1.25,1
0,0.61,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.051,6.125,1
0.56,0.84,0.28,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0.094,3.725,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.294,1
1.14,0.19,0.38,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,3.28,1
0.4,0.05,0,0,0.17,0.05,0,0,0,0,0,0,0,0.11,0,0,0.079,4.906,1
0.99,0.99,0.99,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,1.468,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.05,1
0.48,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.267,3.315,1
0.55,0.75,0.35,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.131,3.629,1
0.22,2.88,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.15,86.65,1
0.17,0.05,0.05,0.05,0,0.23,0,0,0,0,0,0,0,0,0,0,0.165,1.79,1
0.77,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,129.5,1
0.37,0,0,0,0.74,0.37,0,0,0,0,0,0,0,0,0,0,0.06,2.166,1
0.48,0,0,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0,5.683,1
0.35,0,0.35,0,0.7,2.82,0,0,0,0,0,0,0,0,0,0,0,2.302,1
0.03,0.1,0,0,0.17,0.03,0,0,0,0,0,0,0,0.03,0,0,0.065,2.11,1
0.46,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0.47,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.267,3.459,1
0.36,1.32,0.72,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.224,3.656,1
2.99,0,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,4.84,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3.115,1
1.97,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,12.692,1
0.6,0.69,0.32,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.121,3.575,1
0.7,0.81,0.1,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0.391,3.176,1
0.58,0.23,0.34,0,0.58,2.61,0,0,0,0,0,0,0,0,0,0,0.182,4.225,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166,1
0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.895,1
0.76,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,2.441,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307,1
0.44,1.47,0.14,0,0.29,0.14,0,0,0,0,0,0,0,0,0,0,0.215,6.602,1
0.94,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1
0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,1
1.68,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1.796,1
0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.216,1
0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16,1
0,0.51,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,2.676,1
0.63,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,2.625,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,1
0,0,0.29,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,1.559,1
0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.059,2.93,1
0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,17.481,1
0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0,1.56,0,1.388,1
0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,3.096,1
0.35,1.76,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,19.234,1
0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,5.918,1
1.07,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0.598,82.25,1
0,0,0.64,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,2.755,1
0.27,0.54,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.128,2.484,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.157,1.537,1
1.68,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,3.837,1
0.11,1.59,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.132,4.215,1
0,0,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.171,2.592,1
0.81,0.37,0.07,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.159,3.456,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666,1
0.36,0.91,0.26,1.08,0.26,0,0,0,0,0,0,0,0,0,0,0,0.515,5.632,1
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1
0.71,0.81,0.1,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.397,3.199,1
0.93,1.2,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0.217,11.463,1
1.7,1.02,0,0,0,1.02,0,0.34,0,0,0,0,0,0,0,0,0.105,443.333,1
0.1,0.2,0.4,0.6,0.91,4.26,0,0,0,0,0,0,0,0,0,0,0.16,6.758,1
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.555,1
0.25,1.63,0.34,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.223,3.314,1
0.78,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,2.41,1
0.08,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.013,4.16,1
0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,3.925,1
0.29,0.29,0.14,0,0.14,0.14,0,0,0,0,0,0,0.29,0,0,0,0.127,2.962,1
1.31,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0.099,2.195,1
0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.211,1.752,1
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777,1
0.71,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,2.021,1
0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,3.029,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,5.037,1
0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1
1.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.64,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.37,2.44,1
2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,3,1
0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,2.09,1
0,0.38,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,89.9,1
0.42,0.21,0,0,0.85,1.07,0,0,0,0,0,0,0,0,0,0,0.18,4.391,1
0.67,0.5,0.33,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.054,5.567,1
0.57,0.32,0.08,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0.493,5.608,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1
0.35,0.8,0.28,1.19,0.24,0,0,0,0,0,0,0,0,0,0,0,0.543,6.305,1
0.54,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.318,2.345,1
0.27,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.03,3.816,1
0,0.95,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,1.4,1
0,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,2.09,1
0.95,0,0,0,0,0.47,0,0,0,0,0.47,0,0,0,0,0,0,4.18,1
0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0.302,2.611,1
0.77,1.15,0,0,0.19,1.15,0,0,0,0,0,0,0,0,0,0,0.191,14.619,1
1.9,0.38,0,0,0,0.76,0,0.38,0,0,0,0,0,0,0,0,0.059,295,1
1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,2.125,1
0,0,0,0,1.96,0.98,0,0,0,0,0,0,0,0,0,0,0,1.787,1
0.64,0.47,0.11,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.338,6.033,1
0.43,4.09,0.08,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.056,4.319,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,1
0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.211,1.752,1
0.94,1.88,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0.168,57.23,1
0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,3.065,1
0.45,1.52,0.15,0,0.3,0.15,0,0,0,0,0,0,0,0,0,0,0.225,6.686,1
0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,7.549,1
0.77,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.06,0,0.081,1.729,1
0.55,0.82,0.27,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.093,3.621,1
0.42,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269,13.017,1
0.37,0.97,0.25,1.06,0.15,0,1.28,0,0,0,0,0,0,0,0,0,0.42,8.016,1
1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,1
0.51,0.51,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,2.285,1
1.13,1.89,0.37,0.37,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0.196,62.5,1
0.4,1.01,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.302,1.727,1
1.06,0.35,0,0,2.12,3.18,0,0,0,0,0,0,0,0,0,0,0,1.209,1
0,0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.815,1
0.96,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.086,1.117,1
0.38,0.77,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.184,3.923,1
0.67,0.5,0.33,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.056,4.928,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,2.074,1
0.84,1.68,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.166,1.494,1
1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,2.325,1
1.13,0.56,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,11.685,1
0.27,0.27,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.504,2.934,1
0.44,0.44,0.22,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0.196,7.4,1
0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,1
0.47,0.06,0,0,0.2,0.13,0,0,0,0,0,0,0,0.13,0,0,0.085,3.353,1
0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,10.877,1
0,1.81,0,0,0.22,0,0,0,0,0,0,0,0,0.45,0,0,0,6.091,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,4.133,1
0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,5.322,1
0,0.44,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.144,2.428,1
0.77,1.34,0,0,0.19,1.15,0,0,0,0,0,0,0,0,0,0,0.191,14.619,1
0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,21.428,1
0.78,0.11,0.11,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.224,5.782,1
0.4,0.2,0,1.41,0.4,3.03,0,0,0,0,0,0,0,0,0,0,0.066,2.704,1
1.81,1.08,0.36,0.36,0.36,0,0,0,0,0,0,1.08,0,0,0,0,0.467,18.4,1
0.45,0.45,0.22,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0.193,7.258,1
0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,2.923,1
0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.022,2.227,1
0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,1.903,1
1.66,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,24.333,1
0.19,0.19,0.39,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.135,3.015,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1
0,0.23,0,0,0.23,0,0,0,0,0,0,0.23,0,0,0,0,1.357,5.769,1
0.58,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,3.281,1
