@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.16,0,0,1.63,0.65,0.08,0,0,0.32,3.68,0.32,0,0,0,0,0,0,0,0,0.08,0,0,0.014,0,0,1.725,10,1
0,0,0,0,0,0,0,0,0,2.53,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,5.875,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1
0,0.21,0,0.65,0.87,0,0,0.43,0,3.71,0,0,0,0,0,0,0.43,0,0,0.21,0,0,0,0,0.96,8.08,70,1
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.431,0,0,3.529,13,1
0.47,0.31,0,0.05,0.97,1.27,0,0.26,0.44,3.25,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.344,6.094,193,1
0,0,0,0.38,1.16,0,0,0.38,0.77,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,7.121,70,1
1.24,0.41,0,0,0.41,0,0,0.41,0,3.73,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.48,3.166,19,1
0.12,0.12,0,1.34,0.85,0,0,0.24,0.24,2.33,0,0,0,0,0,0,0,0,0,0.12,0,0,0.061,0,0.041,2.351,69,1
0,0,0,0,1.42,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,5,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0,0.238,4.333,11,1
0,0.49,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.159,114,1
0.73,0,0,1.59,2.58,0,0,0.61,0.12,4.55,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.104,3.705,54,1
0,0,0,0,0,2.32,0,0,1.16,1.16,0,0,2.32,0,0,0,0,0,1.16,0,1.16,0,0,0,0,2.652,28,1
0,0.8,0,0.8,0,0,0,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,3.115,19,1
0,0,0,0.65,0,0,0,0.65,0,5.88,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,1.765,3.025,21,1
0.9,0,0,0.9,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143,10.125,54,1
0.22,0.44,0,1.33,0.66,0,0,1.11,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,1.946,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,1
0.44,0,0,0.44,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.444,2.413,16,1
0,0,0,0,0,0,0,1.35,0,1.35,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,1.836,3.285,19,1
0,0.81,0,2.43,0,0,0,0.81,0,2.43,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,4.035,43,1
0,0,0,0.58,0.48,0,0,0,0.19,0.77,0,0,0,0,0,0.09,0,0,0,0.09,0,0,0.063,0,0.559,1.694,23,1
0.65,0.49,0,0.32,1.3,0,0.16,1.14,1.3,3.6,0.49,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.902,5.833,47,1
0.42,0.39,0,0.13,0.55,1.08,0.03,0.26,0.42,2.75,0,0,0,0,0,0,0,0,0,0.09,0,0,0.032,0.016,0.345,5.632,134,1
0.93,0,0,0.93,2.8,0,0,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306,8.312,29,1
0.19,0.19,0,1.07,1.07,0.87,0.09,0,0,3.81,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0.402,4.295,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0.208,3.95,23,1
0,0,1.33,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,3,12,1
0.32,0,0,0.8,1.44,0,0,0,0.32,3.37,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.05,1.419,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0,1.529,5.5,22,1
0.5,0.4,0,0.13,0.71,1.15,0.03,0.27,0.44,3.19,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.445,6.029,136,1
0,0,0,0.29,0.87,0,0,0.87,0.58,2.61,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,4.892,139,1
0,0,0,0.49,0.49,0,0,0.99,0.24,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,2.868,44,1
0.93,0,0,0.93,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,2.235,15,1
0.53,0,0,0.53,0.53,0,0,0.53,0.53,4.3,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,1.183,5.454,68,1
0.09,0.49,0,0.39,1.57,0,0,0,0.09,3.75,0.09,0,0,0,0,0,0,0,0,0,0,0,0.767,0,5.84,5.96,54,1
0.4,0,0,0.2,1.2,0,0,0.4,1.61,2.21,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453,3.946,64,1
0,0,0,0,0,0,0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,2.687,12,1
0.46,0,0,0,1.38,0,2.31,0,0.46,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,3.4,12,1
0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,2.179,18,1
0,0.57,0,1.14,0.57,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0.487,16.217,147,1
0,0,0,1.17,0.58,0,0,0.58,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,2.529,8,1
0,0,0,0,0,0,0,0,2.66,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799,1.823,11,1
0,0.39,0,0.19,0.39,0,0,0.98,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,2.128,31,1
0.6,0,0,1.21,0.6,0,0,0,0,3.65,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0.105,3.217,30,1
0,0.35,0,0.35,0.7,0,0,1.05,0,2.11,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,1.284,3.639,61,1
0,1.36,0,0,0,0,0,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,9.411,128,1
0,0,0,3.33,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,1.409,10,1
0.54,0,0,0.54,0.54,0,0,0.54,0.54,4.32,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,1.216,5.454,68,1
0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,5,1
0.27,0.27,0,0.27,0.55,0,0,0,1.37,1.65,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029,3.621,63,1
0,0,0,0.36,0.36,0,0,0,0.73,2.94,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0.653,1.53,13,1
0.4,0.4,0,0.13,1.07,0,0.26,0.4,0.06,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,4.623,123,1
0,0,0,1.04,0,0,0,6.25,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555,3.275,14,1
0,0.29,0,0,1.04,0,1.04,0.29,0.74,1.63,0.44,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.105,10.817,887,1
0.17,0.22,0,0.11,1.02,0.05,0.05,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.441,4.945,116,1
0,0,0,1.24,0,0,0,0.31,0,2.48,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0.043,1.741,14,1
0,0.41,0,2.06,0,0,0,2.47,0,2.47,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.199,15.892,226,1
0,0.52,0,2.63,1.05,0,0,1.05,1.05,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,1.276,3.062,19,1
0,0.49,0,2.46,0,0,0,0.49,1.47,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,12.692,152,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.422,4.066,17,1
0,0,0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.328,1.333,4,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,1.666,5,1
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,3.272,23,1
0.25,0,0,0.25,0.25,0,0,0,0,1.79,0,0.51,0,0,0,0.25,0,0,0,0,0,0,0,0,0.26,3.298,16,1
0.77,0.38,0,0,0.38,0,1.15,0.19,0.19,2.11,1.15,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.437,14.406,525,1
0,0,0,0.45,0.45,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,7.857,45,1
0,1.56,0,0,0,0,0,1.56,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,11.714,140,1
0,0,0,0,1.15,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,10.117,33,1
0,0.62,0,0.31,0.62,0,0,0.31,0,2.51,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.777,3.39,61,1
0,0,0,0.48,0.96,0,1.93,0,0.48,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,5.322,46,1
0,0,0,0,2.08,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.367,2.34,27,1
0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,1.627,2.591,31,1
0.8,0,0,1.6,0,0,0,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.566,2.638,22,1
0.12,0.19,0,0.44,0.95,0,0.19,0,0.06,3.82,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,3.29,74,1
0.14,0.14,0,0,0.58,0,0,0.14,0,2.35,0.14,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.204,2.962,73,1
0.25,0.5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,3.417,49,1
0.4,0.34,0,0.13,0.68,0,0.2,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.474,3.286,53,1
0,0,0,0.66,0.66,0,0,0,0.66,5.29,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,3.215,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,1,1,1
0,0,0,0,0,2.05,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,2.73,0,0.098,0,0,2.044,22,1
0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,2.84,16,1
0,0,0,0,1.36,0,0,0.68,0.68,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,2.818,21,1
0.1,0.1,0,0.6,0.5,0,0,0.1,0,2.22,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.994,3.176,56,1
0.23,0.59,0,0.23,2,0,0,0,0.11,4.84,4.96,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.13,5.76,175,1
0,0,0,1.05,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.05,6,1
0,0,0,0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.768,4.833,29,1
0,0,0,0.75,0.25,0,0.75,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,2.375,19,1
0,0,0,1.91,1.59,0,0.63,0,0.63,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,2.15,18,1
0.29,0.29,0,0.29,0.29,0,0,0.58,2.04,2.04,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,2.228,34,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0.804,2.466,17,1
0.47,0.31,0,0.05,0.97,1.26,0,0.26,0.44,3.24,0,0,0,0,0,0,0,0,0,0.02,0,0,0.009,0,0.329,6.045,193,1
0.68,0.11,0,0.45,0.11,0,0.45,0.11,0.68,3.07,0,0,0,0,0,0,0,0,0,0.11,0,0,0.067,0,0.388,9.827,164,1
0,0,0,1.79,0.44,0,0,1.34,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,12,1
0.1,0.2,0,0.8,0.7,0,1.61,0.1,0,1.31,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.488,8.55,669,1
0.33,0.16,0,1.35,0.84,0,0.33,1.52,0.33,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,4.971,40,1
0,0.42,0,0,0.84,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4.02,82,1
0.32,0,0,0.32,0.64,0,0,0,1.61,1.29,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178,3.613,63,1
0,0.43,0,0.43,0.43,0,0,0.43,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,2.81,61,1
0,0,0,0,0,0,0,0.6,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.414,0.31,4.897,17,1
0.25,0.25,0,0.75,1.51,1.26,0,0,0.5,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,3.181,32,1
0,0.31,7.18,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,9.218,51,1
0.08,0,0,0.16,0.23,0,0,0.08,0.23,0.4,0.16,0,0,0,0,0.08,0,0,0.16,0,0,0,0,0,0.406,2.811,67,1
0,0.7,0,2.83,0.7,0,0,1.41,1.41,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.176,44,1
0.68,0.68,0,0.68,2.05,0,0,0,0,4.1,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,1.244,2.472,9,1
0.33,0.84,0,0.67,0.84,0,0,0.67,0,3.03,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,6.5,525,1
0,0.89,0,0.12,0.38,0,1.14,0,0.12,2.8,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,2.878,84,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,3.833,9,1
0,0.82,0,1.14,2.13,0,0,0.16,0,1.47,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,2.257,13,1
0.64,0,0,1.93,1.29,0,0,1.29,0.64,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,2.44,22,1
0.71,0,0,0.17,0.53,0,0,0.35,0.71,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,3.519,97,1
0,0,0,0.74,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,1.666,12,1
0,0.33,0,1.65,0.99,0,0,0.82,0.33,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.252,6.269,350,1
0.73,0,0,1.59,2.58,0,0,0.61,0.12,4.55,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.104,3.705,54,1
0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0.7,2.125,12,1
0.17,0.17,0,0.53,1.61,0,0,0,1.79,1.97,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,5.163,63,1
0,0,0,0.38,0.38,0,0,1.54,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,5.666,56,1
0,0,0,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,7.313,99,1
0.59,0,0,0,1.18,0,0,0,2.95,4.14,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,6.275,46,1
0,0,0,1.12,0,0,0.18,0,0.37,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,1.372,4,1
0,0,0,0,0,0,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.812,11,1
0,0,0,0,1.81,0,0,0.3,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.19,2.03,31,1
0,0.19,0,0.79,0.69,0,1.58,0.09,0,1.38,0.19,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0.417,8.323,669,1
0,1.15,0,0.57,0.57,0,0,1.72,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,6.584,56,1
0.46,0.3,0,0.05,0.97,1.23,0,0.25,0.43,3.22,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.325,5.891,193,1
0,0,0,0.55,0.18,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326,11,1
0,0,0,0.55,0,0,0,0.55,0,1.67,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.893,2.122,16,1
0,0.49,0,1.49,0,0,0,0.49,0,0.99,0.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0.625,4.75,47,1
0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,2.538,11,1
0.95,0,0,0.23,0.23,0,0,0,0.71,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,3.184,38,1
0,0,0,0.28,0,0,0,0,0,2.89,2.31,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.269,15.086,74,1
0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,3.5,28,1
0,0.2,0,0.81,1.01,0,0,0.2,0.4,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.232,4.159,142,1
0,0,0,0,0.71,0,0,1.43,0,4.31,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0.132,2.322,16,1
0,0,0,0.68,0,0,0,0,0,1.36,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,2.111,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.161,31,1
0,1.19,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,9.785,42,1
0,0,0,0,0,0,0,3.26,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152,5.21,36,1
0,0,0,2.5,0.62,0,0,0,1.25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2.111,18,1
0.14,0.28,0,0.14,0.56,0.14,0.42,0.14,0.14,4.34,0.14,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.381,2.322,15,1
0,0,0,0.47,0.47,0,0,0.47,0,1.41,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,4.041,54,1
0,1.2,0,0.4,0.8,0,0,0.8,0.4,3.62,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.552,6.652,69,1
0.66,0,0,0.26,0,0.13,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.414,5.955,65,1
0.13,0.13,0,0.26,0.39,0,0,0.13,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.736,30,1
0.6,0,0,1.44,2.52,0,0,0.6,0.24,4.44,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.101,3.548,54,1
0.22,0,0,0,0.22,0,0,0.22,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,1.869,21,1
0.35,0.08,0,0.35,0.26,0,0.26,0,0.7,2.64,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.556,19.234,1170,1
0.18,0,0,0.36,0.63,0.36,0,0,0.09,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,4.192,48,1
0,0.53,0,0.8,0.53,0.53,0,0,0,2.15,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,4.548,59,1
0,0.46,0,2.8,1.4,0,0,1.4,0,1.86,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0.74,2.673,21,1
0,0,0,0.99,0.33,0,0,0.33,0.33,1.98,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,2.195,50,1
0,0.46,0,0.46,0.46,0,0,0.92,0,2.76,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.298,2.156,13,1
0.09,0,0,0.39,0.48,0.58,0,0.87,0.19,1.66,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,6.813,494,1
0,0,0,0.5,0,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.892,2,19,1
0.33,1.01,0,1.35,0.67,0,0,1.01,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,193.5,1013,1
0,1.32,0,0,2.07,0,0,0,0.37,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,2.542,34,1
0.58,0,0,0.11,0.93,0,0,0.58,0.23,4.19,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.733,8.192,326,1
0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,4,16,1
1.18,0.39,0,0,0.98,0.19,0,0.98,0,2.56,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,6.652,76,1
0.65,0,0,1.3,1.3,0,0,1.3,1.3,2.61,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.515,2.04,12,1
0,0,0,0,0,0,0.29,0.29,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,30,1
0.17,0.17,0,0.34,1.38,0,0,0,1.73,2.07,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.718,5.175,63,1
0.08,0.08,0,0.85,0.59,0,2.21,0.25,0.08,1.61,0.17,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0,0,0.394,7.54,669,1
1.26,0.42,0,0,0.42,0,0,0.42,0,3.79,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.472,3,19,1
0,0,0,0.31,0.62,0,0,1.25,0.62,3.14,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.048,0.485,3.322,61,1
0,0,0,1.21,0,0,0,1.82,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,1.861,26,1
0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,3.333,12,1
0.58,0,0,1.75,0.78,0,0,0.58,0.58,4.29,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.067,3.015,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.722,57,1
0.49,0,0,0.24,0.49,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,2.055,22,1
0,0,0,0,0.95,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,4.171,76,1
