@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4,7-8,10-11,14,16-17,19,21,29,31,35,37-38,43,53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_your numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_original numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,1.14,0.32,0.32,0,1.95,0,0.81,1.46,0,0,0,0,0,0,0.107,5.216,1
0,0,1.16,0,0.77,0.38,0,1.93,0,2.32,1.16,0,0,0,0.38,0,0,0,9.266,1
0,0,0.44,0,0,0,0,0.44,0.89,2.24,1.34,0,0,0,0,0,0,0.896,6.77,1
0,0,0,0,0,0,0,0,0,0.91,2.75,0,0,0,0,0,0,0,2.9,1
0,0,1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,2.466,1
0.1,0,0.4,0.1,0.81,0.1,0,0.1,0,2.23,2.03,0,0,0.1,0,0,0,0.397,3.186,1
0,0,1.47,0,0,0,0,1.47,1.47,0,1.47,0,0,0,1.47,0,0,0.169,10.625,1
0.05,0,0,0,0.05,0,0,0.17,0,1.04,0.92,0.05,0,0,0,0,0,0.079,4.881,1
0.08,4.31,0.08,0.08,0,0.08,0,0.08,0,1.87,0.57,0,0,0,0.08,0,0,0.082,15.547,1
1.24,0,0,0,0,0,0,0.41,0,3.73,1.24,0,0,0,0,0,0,0.549,3.166,1
0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,9.5,1
0,0,0.45,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,7.857,1
0,0,0,0,0,0,0,0.3,0,2.74,1.21,0,0,0,0,0,0,0.143,2.041,1
0.37,0.06,0.03,0.95,0.37,0.1,0.34,0.51,0.34,2.75,1.36,0,0,0,0,0,0,0.136,3.341,1
0,0,0,0,0,0,0,0.3,0,2.72,1.21,0,0,0,0,0,0,0.142,2.03,1
0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,5,1
0.74,0,0.37,0,1.12,1.12,0,0,0,2.99,2.24,0,0,0,0,0,0,0.122,4.727,1
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0.81,0,4.09,0,0,0,0,0,0,0,0,8.411,1
0,0,0,0,0,0,0,0,0.96,2.41,2.41,0,0,0,0,0,0,0.251,5.488,1
0,0,0,0,0,0,0,0,0.37,3.15,0.92,0,0,0,0,0,0,0,1.392,1
0,0,0.63,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0.613,1.251,1
0,0,0.84,0,0,0,0,0,0,2.54,1.69,0,0,0,0,0,0,0.129,10.375,1
0,0,0.72,0,0,0,0,0,0,1.45,1.45,0,0,0,0,0,0,0.121,7.781,1
0.44,0,0,0,0,0,0,0,0,1.76,2.2,0,0,0,0,0,0,0.37,2.413,1
0.1,0,0.5,0,0.1,0.3,0,0.1,0,1.31,0.7,0,0,0,0,0,0.2,0.158,8.55,1
0,0,1.05,0,0,0.52,0,1.05,1.05,4.21,1.57,0,0,0,0,0,0,0.729,3.062,1
0.1,0,0.2,0.5,0.8,0.2,0,0,0.2,2.2,1,0,0,0,0,0,0.2,0.175,6.937,1
0,0,0.65,0,0,0,0,0.65,0,4.6,0,0,0,0,0,0,0,0,2.5,1
1.18,0,0.19,0.19,0.39,0,0.19,0.98,0,2.56,1.38,0,0,0,0,0,0,0.316,6.652,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,2.777,1
0,0,0,0,3.77,0,0,0,0,1.88,0,0,0,0,0,0,0,0,4.333,1
0.1,0,0.1,0,0.2,0.4,0.6,0.91,0.2,1.72,1.72,0,0,0,0,0,0,0.16,6.758,1
0.32,0,0,1.61,0.64,0.32,0,0,1.61,1.29,3.54,0,0,0,0,0,0,0.107,3.613,1
0,0,0,0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,0,4.833,1
0,0,0.37,0.56,0,0.37,0,1.12,0,3.18,0.93,0,0,0.18,0,0,0,0.165,3.106,1
0,0,1.34,0.33,0.33,0.33,0,0.67,0.67,0.67,1,0,0,0,0,0,0,0,2.036,1
0.29,0,0,1.46,0,0,0,0.58,2.04,2.04,1.46,0,0,0,0,0,0,0.046,2.228,1
0,0,0,0,0,0.72,0,0,0,2.17,1.44,0,0,0,0,0,0,0,1.379,1
0,0,0.26,0,0,0,0,0.26,0,0,0.52,0,0,0,0,0,0,0,13.82,1
0,0,0.51,0.51,1.03,0,0,0,0,1.8,1.54,0,0,0,0,0,0,0.434,2.441,1
0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0.342,3.809,1
0,0,0.17,0.17,0.17,0,0.35,0,0,0,0.17,0,0,0,0,0,0,0.03,4.259,1
0,0,0,0,2.8,0.93,0,0,2.8,4.67,0.93,0,0,0,0,0,0,0.154,1.612,1
0.2,0,0,0.3,1.2,0.3,0,0.4,0.2,2.61,2.51,0,0,0,0,0,0,0.406,9.781,1
0,0,0,1.2,0,1.2,0,6.02,0,1.2,1.2,0,0,0,0,0,0,0,3.782,1
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1.25,0.62,3.14,1.25,0,0,0,0,0,0,0.388,3.322,1
0.27,0,0,0.05,0.21,0.1,0,0.38,0.1,2.85,1.2,0,0,0,0.1,0,0,0.058,3.389,1
0,0,0.74,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,3.39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047,1
0,0,1.96,0,0,0,0,0,0.98,2.94,0.98,0,0,0,0,0,0,0,2.3,1
0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,1.88,0,0,0,3.5,1
0.41,0,0.41,0,0,0.41,0,0,0,2.05,1.23,0,0,0,0.41,0.41,0,0,1.863,1
0,0,0.29,1.04,2.22,0.14,0,0.29,0.74,1.63,0.59,0,0,0,0.29,0,0,0.21,10.817,1
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1.428,1
0,0,1.05,0,0,0,0,3.15,0,0,1.05,0,0,0,0,0,0,0,4.947,1
0,0,0,0,0,0,0,0.62,0.62,1.25,3.12,0,0,0,0,0,0,0.075,6.722,1
0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0.105,1.866,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,4.333,1
0.99,0,0,0,0.49,0,0,0,0,2.48,1.99,0,0,0,0,0,0,0,10.366,1
0.08,0,0,0.16,0,0,0,0,0,4.67,0.65,0,0,0,0,0,0,0.03,1.42,1
0.85,0,0,0,0,0,0,4.27,0,3.41,4.27,0,0,0,0,0,0,0,5,1
0,0,0.6,0,0,0,0,0,0,1.82,1.21,0,0,0,0,0,0,0,4.031,1
0.77,0,0,0.57,1.15,0,0,0.19,0.19,2.12,1.15,0,0,0.19,0,0,0,0.191,14.619,1
0,0,0,0,0,0,0,0,0,1.21,1.21,0,0,0,0,0,0,0,2.591,1
4.54,0,0,0,0,0,0,4.54,0,0,4.54,0,0,0,0,0,0,0,1.428,1
0,0,0.58,0,0.58,0.29,0,1.46,0.29,1.16,1.16,0,0,0,0,0,0,0,3.591,1
0.1,0.21,0.1,0.1,0,0.1,0,0,0,0.63,0.31,0,0,0,0,0,0,0.609,7.887,1
0,19.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786,1
0.13,0,0.02,1.11,0.29,0.05,0.07,0.87,0.45,3.95,1.59,0,0,0,0,0,0,0.145,5.108,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,1
0,0,0,0,0,0,0,0.47,0,0,0.47,0.47,0,0,0,0,0,0,1.518,1
0.58,0,0,0,0.23,0.23,0,0.58,0.23,4.19,1.51,0,0,0,0,0,0,0.104,8.192,1
0.49,0,0,0.73,0,0,0,0,0,4.9,1.22,0,0,0,0,0,0,0.077,2.055,1
0,0,0.08,1.06,1.59,0.26,0.08,0.88,0.44,1.86,1.24,0,0,0,0,0,0,0.254,3.591,1
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0.88,0,0,0.44,0,1.32,0,0,0,0,0,0,0,0,1.841,1
0,0,0,0,0,1.23,0,2.46,0,2.46,2.46,0,0,0,0,0,0,0.465,2.687,1
0,0,0,0,0,0,0,1.44,0,5.79,1.44,0,0,0,0,0,0,0.271,2.157,1
0,0,0.64,0,0,0,0,0,0,5.8,0.64,0,0,0,0,0,0,0,2.875,1
0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.906,1
0,0,0.48,0,1.92,0.48,0,0,0,0.96,0.96,0,0,0.48,0,0,0,0.43,25.964,1
0,0,0.27,0,0.27,0,0,1.35,0,1.08,2.44,0,0,0,0,0,0,0.141,44.72,1
0,0,0,0.64,0,0,0,0,0,3.87,0.64,0,0,0,0,0,0,0.116,1.8,1
0,1.35,0,1.35,0,0,0,1.35,0,2.7,0,0,0,0,0,0,0,0,2.516,1
0,0,1.03,0.51,0.51,0,0,0.51,0,2.07,1.55,0,0,0.51,0,0,0,0.429,1.447,1
0,0,0,0,0.85,0,0,0,0,2.56,1.7,0,0,0,0,0,0,0,1.04,0
0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,0,0,0,0,3.388,0
0,0,0,0,0,0,0,0,0,3.18,0.63,0,0,0,0,0,0,0,2.215,0
0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,1.437,0
0,0,0,0,0,0,0,0,0,1.21,1.21,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2.56,1.28,0,0,0,0,0,0,0,1.952,0
0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.426,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,1.958,0
0,0,0,0,0,0,0,0,0,1.44,0.48,0,0,0,0.48,0,0.48,0,2.534,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.611,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,2.27,0
0,0,0,0,0,0,0,0,0,1.77,1.77,0,0,0,0.59,0,0,0.313,7.588,0
0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,2.473,0
0,0,0,0,0,0,0,0,0,1.07,0,3.22,1.07,0,1.07,0,1.07,0,2.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0
0,0,0,0,0.51,0,0,0,0,0.51,0.51,0.51,0.51,1.02,0,0,0,0,4,0
0,0,0,0,0,0,1.19,0,0.29,0.29,0.29,0,0.29,0.29,0.29,0,0,0,3.338,0
0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,1.411,0
0,0,0,0,0,0,0,0,0,2.79,1.67,0,0,0,0,0,0,0,1.392,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,1.583,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,0
0,0,0,0.55,0.09,0,0,0,0.55,0.09,0,0,0.09,0,0.09,0,0,0.1,2.188,0
0.67,0,0,0,0.22,0.45,0.22,0,0,1.12,1.35,0,0.22,0.45,0.22,0,0,0.072,3.242,0
0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714,0
0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.607,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,5.515,0
0,0,0,0,0.78,0,0,0.78,0,1.56,0,0,0,0,0,0,0,0.136,2.62,0
0,0,0,0,0,0,0,0,0,1.85,0,1.85,1.85,1.85,0,0,0,0,2.526,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615,0
0,0,0,0.2,0,0,0,0,0.05,0.05,0,0,0,0,0.41,0,0,0,1.997,0
0,0,0,0,0,0,0,0,0,1.83,0,0,0.91,0.91,0,0,0,0,1.619,0
0,0,0,0,0,0,0,0,0,1.17,2.35,0.58,0.58,0.58,0.58,0,0.58,0,1.76,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
0.42,0,0,0,0,0,0,0,0,4.25,0.85,0,0,0,0,0,0,0.124,1.772,0
0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,3.041,0
0.44,0,0,0.22,0.22,0,0,0,0,1.57,0,0.22,0.22,0.22,0.22,0,0.22,0.033,2.28,0
0,0,0,0,0,0.09,0,0.09,0.39,1.77,0.98,0,0.19,0.19,0.39,0,0,0,2.059,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,3.368,0
0,0,0,0,0,0,0,0,0,0.62,0.31,0.15,0.15,0.15,0.31,0,0.31,0,1.945,0
0,0,1.78,0,1.78,0,0,1.78,0,5.35,1.78,0,0,0,0,0,0,0,7,0
0.15,0,0,0,0.63,0.31,0,0,0,0.95,0.47,0.15,0.15,0.15,0.47,0,0.31,0,4.026,0
0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.57,0,0,0,0,2.204,0
0.12,0,0,0,0,0,0,0,0,0.49,0.24,0,0,0,0.12,0,0,0.034,3.302,0
0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,1.769,0
0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,1.01,0,1.01,0,2.31,0
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,2.9,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,3.472,0
0,0,0,0,0,0,0,0,0,1.49,4.47,0,0,0,0,0,0,0,1,0
0.58,0,0,0,0,0,0,0,0,0.58,0,0.58,0.58,0.58,0.58,0,0.58,0,2,0
0.08,0,0,0,0,0,0,0,0,0.33,0.16,0,0,0,0.08,0,0,0.022,3.995,0
0,0,0,0,0,0,0,0,0,3.57,2.67,0,0,0,0,0,0,0,2.375,0
0,0,0,0,0,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,1.38,0
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,2.94,0,0,0,1.562,0
0,0,0,0,0,0,0,1.26,0,2.53,0,1.26,0,0,0,0,0,0,1.285,0
0,0,0,0,0.51,0.77,0,0,0,1.02,0.51,0,0,0,0,0,0,0,10.409,0
0,0,0,0,0,0,0.38,0,0.76,0.76,0,1.53,0.38,0.38,0.38,0,0.38,0,2.297,0
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,1.482,0
0,0,0,0.55,0,0,0,0,0.27,0,0,0,0,0,0.27,0,0,0.053,2.662,0
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.34,0,0,0,0,2.147,0
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,50,0
0,0,0,0,0,0,0,0,0,0.87,0.29,0,0,0.58,0,0,0,2.038,13.562,0
0,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.108,1.924,0
0,0,0,0,1.94,0,0,0,0,5.82,0.97,0,0,0,0,0,0,0,2.187,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,0,0,0,0,3.333,0
0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,0,2.22,0,0,0,2.22,0,0,0,0,1.769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,2.925,0
