@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R6,8,15-17,20-21,23,26,30,32,35,39-42,44,47,50,53-54,56,58'

@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.26,0,0,0,0,0.041,0,0,4,0
0.32,0.65,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.081,0,0,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,28,0
0,0,0,0,0,0,0.63,0,0,0,0.31,0,0,0,0,0,0,0,0.255,0,0.255,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,26,0
0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0.103,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0.4,0,0.81,0,0,0,0,0,0,0,0,0,1.932,0,0,20,0
0,0,0,0,0,0,0,0,2.97,0.99,0.99,0.99,0,0.99,0,0,0,0,0.479,0,0,13,0
0,0,0,0,0,0,0,0,0.96,0.96,0.48,0.96,0,0.48,0,0,0,0,0.276,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0.337,7,0
0,0.31,0,0,0,0,0,0,0,0,0,0,0.31,0,1.24,0,0,0,0.088,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1.38,0,0,1.38,0,1.38,1.38,1.38,1.38,0,1.38,0,0,0,0,0.464,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.334,0,0.055,6,0
0,0,0,0,0,0,2.21,0,0,0,0,0,0,0.22,0,0,0,0,0.036,0.146,0.036,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0,6,0
0,0,0,0,1.78,0,0,0,1.78,0,0,0,0,0,0,0,3.57,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,4,0
0,0.16,0.16,0,0,0,0.16,0,0.48,0,0,3.4,0,0,0,0.48,0,0.16,0.123,0,0.095,50,0
0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,1.73,0,0.093,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,10,0
