@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0.228,3,1
0,0.67,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.332,0.11,0,2.315,1
0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.462,0,0,1.312,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.559,0.279,0,2.297,1
0,0,0,0,1.98,1.32,0,0,0,0,0,0,0,0,0,0,0,2.205,0,0,3.184,1
0.25,0.04,0.23,0.79,0.21,0.36,0.04,0,0,0,0,0,0,0.02,0,0,0,0.308,0.672,0.128,5.459,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1
0,0,0,0,0,0,0,0,0.64,0,0.32,0,0.64,0,0,0,0,0,0,0,1.987,1
0,0,0.96,0,0.48,0.48,2.41,0,0,0,0.48,0,0,0,0.48,0,0,0.175,0.467,0.116,9.56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,21.428,1
0.37,0,0.74,0.74,0.37,0,1.49,0,0,0,0,0,0,0,0,0,0,0.223,0.223,0,2.021,1
0,0.32,0.32,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1.174,0.106,0,3.584,1
0,1.63,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0.715,0.318,0,2.345,1
0,0,0,0,0,0.98,1.96,0,0,0,0,0,0,0,0,0,0,0.326,0,0,2.3,1
0.49,0,0,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0.845,0.195,0,7.205,1
0,1.52,0,0,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,1
0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.465,0,2.687,1
0.12,1.34,0.12,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0,2.351,1
0,0,1.88,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,3.5,1
0,0.45,0,0.45,1.81,0,0.45,0,0,0,0,0,0,0,0,0,0,0.64,0.16,0,3.607,1
0,0.47,0.47,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,1.3,0.127,0,5.241,1
0.57,1.14,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0.487,0,0.081,16.217,1
0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,6.1,1
0,1.11,0,0.92,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.455,0,0,1.32,1
0.41,0,0,0,0.41,0,0.82,0,0,0,0,0,0,0,0,0,0,0.461,0.527,0,3.166,1
0,0,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.271,0,2.157,1
0.42,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0.063,0,5.659,1
0.31,0.05,0.13,0.57,0.1,0.47,0,0,0,0,0,0,0,0,0,0,0,0.328,0.858,0.157,5.928,1
0.02,0.25,0.2,0.25,0.05,0.22,0,0,0,0,0,0,0,0.02,0,0,0,0,0.022,0,1.423,1
0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0.184,0,8.161,1
0,0,0,0,0.86,3.44,0,0,0,0,0,0,0,0,0,0,0,0.928,0.154,0.154,2.409,1
0.18,0.04,0.14,0.61,0.89,0.37,0.46,0,0,0,0,0,0,0,0.04,0,0,0.522,0.109,0.062,5.759,1
0,1.43,0,0,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0.536,0.306,0,4.653,1
0,0.33,0.16,0,0,1.68,0.33,0,0,0,0,0,0,0,0,0,0,1.151,0.056,0,4.928,1
0.75,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1.248,0.197,0.065,58.705,1
0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,1.954,1
0.38,0,0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.35,0,2.162,1
0,0,0,0,0.43,0,1.73,0,0,0,0,0,0,0,0,0,0,0.31,0.062,0,1.477,1
0.4,0.13,0.03,0.54,0.27,0.44,0.03,0,0,0,0,0,0,0,0,0,0,0.445,0.519,0.119,6.029,1
0,2.5,0,0,1.25,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,1.827,1
0,0.47,0.47,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,1.3,0.127,0,5.241,1
0.31,0,0,0,0,0,0.62,0,0,0,0,0.62,0,0,0,0,0,0.61,0,0.122,9.218,1
0.17,0,0.32,0.87,0.32,0.54,0.22,0,0,0,0,0,0,0,0,0,0,0.64,0.166,0.183,3.697,1
0,0.65,0.65,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,1.494,1
4.76,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225,1
0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,0,1.379,1
0.7,2.83,0,0,1.41,1.41,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.126,4.176,1
1.05,0,0,0,3.15,0,1.05,0,0,0,0,0,0,0,0,0,0,0.74,0,0,4.947,1
0,1.6,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,1.62,0.347,0,2.604,1
0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,0,2.678,1
0,0,0.1,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.095,0,0,2.717,1
0,0.46,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0,0,1.428,1
0,1.24,0.62,0,1.24,0.62,0,0,0,0,0,0,0,0,0,0,0,0.321,0.107,0.107,3.846,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,0,1.666,1
0,0,0.7,0,0.7,0,1.41,0,0,0,0,0,0,0,0,0,0,0.061,0,0.122,2.302,1
1.32,0,0.94,0,0,0.37,0,0.18,0,0,0,0,0,0,0,0,0,0.241,0.107,0,2.623,1
0.27,0.27,0.27,0,0,1.37,0.55,0,0,0,0,0,0,0,0,0,0,1.029,0.093,0,3.621,1
0,0.21,0,0,0.53,0,0,0,0,0,0,0,0,0.1,0,0,0,0.358,0.188,0.075,2.847,1
0,1.59,0.36,0.3,0,0.73,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0.169,0,1.748,1
0,0.49,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.645,0.064,0.064,3.552,1
0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.812,1
0,2.33,0,0,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,1.829,1
0.33,0.66,0,0,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0.054,2.825,1
0.26,0.26,0.26,0.17,0.88,0.44,0,0,0,0,0.08,0,0,0,0.08,0,0,0.353,0.254,0.113,3.598,1
0,0.69,0.46,1.61,0,0.92,1.84,0,0,0,0,0,0,0,0,0,0,0.188,0.112,0,3.105,1
0.22,0.52,0,0.07,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0.131,0.071,0.167,3.446,1
0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,1.6,1
0,0.89,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0.145,0.072,2.451,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,17.481,1
0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.893,0,0,2.122,1
0.56,1.12,0.56,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.502,0,0.083,16.304,1
0.64,1.29,0.64,0,3.89,0,0.64,0,0,0,0,0,0,0,0,0,0,0.728,0.08,0.08,6.612,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,2.777,1
0.39,0,0.98,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0.316,0.026,6.652,1
0.26,0,0.8,0.4,0,0.26,2.26,0,0,0,0,0.13,0,0,0,0,0,0.593,0.217,0.039,11.463,1
0,0,0,0,0.74,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.241,0.06,0,2.166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,8.5,1
0,1.68,0.18,0.18,1.12,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0.563,0.165,0.033,3.106,1
0.34,0.14,0.17,0.4,0.11,0.23,0.11,0,0,0,0,0,0,0,0,0,0,0.363,0.535,0.132,6.171,1
0,0,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.047,0.191,0.143,0,2.041,1
0,0,1.1,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0.888,0.177,3,1
0.26,0.26,0.43,0.17,0.86,0.6,0,0,0,0,0.08,0,0,0,0.08,0,0,0.444,0.25,0.111,3.138,1
0.55,0.55,0.55,0.83,0.27,0,1.94,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.045,6.641,1
0.56,2.25,0,0.56,0.56,3.38,0,0,0,0,0,0,0,0,0,0,0,1.13,0.347,0,4.875,1
0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,3.538,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,4.5,1
0,1.79,0.44,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1
0,0.44,1.32,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.433,0.361,0,2.375,1
0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,3.8,1
0.42,0.42,0,0,0.42,0,0.84,0,0,0,0,0,0,0,0,0,0,0.669,0,0,3.837,1
0,0.36,0,0,0.36,0.73,0,0,0,0,0,0,0,0,0,0,0,0.604,0.181,0,3.787,1
0,0.21,0,0,0.21,0,0,0,0.42,0,0,0,0.21,0,1.48,0,0,0,0,0,2.807,1
0.3,0.1,0.05,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.054,0.118,0,2.379,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,2.9,1
0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0,0,1.796,1
0.3,0.2,0.9,0,0,0.2,1.6,0,0,0,0,0,0,0.2,0,0,0,0.307,0.175,0.014,6.937,1
0,0.25,1.28,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0.26,0.173,0,3.298,1
0,1.72,0.43,0.35,0,0.28,0,0,0,0,0,0,0,0.07,0,0,0,0,0.206,0,1.711,1
0,3.22,0,0,1.07,0,0,0,0,0,0,0,1.07,0,0,0,0,2.395,0.598,0.998,82.25,1
0,0.97,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,1.342,3.5,1
0.39,0,0.98,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.745,0.308,0.025,6.652,1
0,1.42,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.496,0.248,0,5.187,1
0.57,1.14,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0.487,0,0.081,16.217,1
0,0.72,0.48,0,0.48,0,0.24,0,0,0,0,0,0,0.24,0,0.24,0,0.036,0.184,0,2.276,1
0,0,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0.2,0,4.281,1
0.16,0.33,0,0,0,0,0.16,0,0,0,0,0,0,0.16,0,0,0,0.458,0.143,0.028,6.298,1
0.18,0.74,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.029,1.57,2.166,1
0.28,0.12,0.2,0.41,0,0,0.41,0,0,0,0,0,0,0.08,0,0,0,0.507,0.493,0.028,5.608,1
0,0.3,0.3,0,0.3,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0.103,0.051,0,6.125,1
0,1.03,0.51,0,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0.373,0.149,0,7.233,1
0,0.1,0.03,0,0.37,0.1,0,0,0,0,0.2,0,0,0,0,0.2,0,0.034,0.019,0.019,4.93,1
1.03,1.03,0,0,0.51,0,0.51,0,0,0,0,0.51,0,0,0,0,0,0.6,0.429,0,1.447,1
0,0.9,0.15,0.15,0,0.3,0,0,0,0,0,0.6,0,0,0,0,0,0.376,0.05,0.025,2.271,1
0.49,2.46,0,0.49,0.49,1.47,0.49,0,0,0,0,0,0,0,0,0,0,0.424,0,0,12.692,1
1.12,0.56,0.56,0,2.25,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.733,1
0,0.43,0.08,0.17,0,0.17,0.08,0,0,0,0,0,0,0,0,0,0.028,0.092,0.014,0,4.16,1
0.49,0.29,0.19,0.19,0,0.09,0,0,0,0,0,0,0,0,0,0,0,5.831,1.309,0,6,1
0,0.45,0,0.3,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0.698,0.067,0,5.101,1
0,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.923,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,1.417,0,29.125,1
0.64,0.32,0,0,0.32,0,1.29,0,0,0,0,0,0,0,0,0,0,0.778,0,0,3.756,1
0.47,1.89,0,0.23,0.23,1.41,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,1.844,1
0.43,0.14,0.1,0.47,0.25,0.39,0,0,0,0,0,0,0,0,0,0,0,0.458,2.33,0.113,6.601,1
0.24,0.36,0.6,0.48,0.12,0,0,0,0,0,0,0,0,0.24,0.12,0,0,0.234,0.234,0,4.493,1
1.65,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,15.5,1
0.5,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0.445,0.979,0,4.685,1
0,0.29,0,0,0.87,0,1.46,0,0.43,0,0,0,0,0,0,0,0,0.764,0.784,0.02,4.979,1
0.42,0.14,0.03,0.56,0.24,0.45,0,0,0,0,0,0,0,0,0,0,0,0.453,0.543,0.119,6.305,1
0,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,2.403,1
0,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.05,0.609,0.253,7.887,1
0,0.54,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,1.218,0.261,0,5.323,1
0.33,0.13,0.53,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.192,0.115,4.754,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,3.6,1
0,0.68,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0.159,0.199,0,0,6.091,1
0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,4.555,1
0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,3.168,1
0,0,0.6,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0,0,0.27,0,0.27,0,0,0,0,0,0,0.27,0,0,0,0,0.874,0.051,0.051,5.582,1
0.1,0.31,0,0.41,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.611,0.264,0.049,3.794,1
0,0,0,0.29,0,0.29,0.58,0,0,0,0,0,0,0,0,0,0,1.434,0,0.047,3.281,1
0,0,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,2.972,1
0.42,0.08,0.42,0.94,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.223,0.079,3.314,1
0.21,0.42,0.21,0,0.85,1.07,0,0,0,0,0,0,0,0,0,0,0,0.432,0.18,0.072,4.391,1
0,1.47,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.677,0.254,0,5.2,1
0.11,1.18,0.47,0,2.14,0.95,0.23,0,0,0,0,0,0,0,0,0,0,0.434,0.197,0.217,8.026,1
0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1.117,0,0,1.206,1
0,0,0,0.3,2.15,0.61,0,0,0,0,0,0,0,0,0,0,0,1.053,0.351,0.25,3.884,1
0.55,1.11,0.55,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.479,0,0.079,16.739,1
0.31,0,0,0,0.94,0,0,0,0,0,0,0,1.88,0,0,0,0,0.89,0.046,0.046,12.382,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,1
0.3,0.05,0.12,0.56,0.25,0.43,0.02,0,0,0,0,0,0,0,0,0,0,0.325,0.756,0.153,5.891,1
0.42,0.14,0.03,0.56,0.24,0.45,0,0,0,0,0,0,0,0,0,0,0,0.452,0.528,0.116,6.152,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1
0.16,1.38,0.16,0,0.48,0.08,0.08,0,0,0,0,0.08,0,0,0,0,0.061,0.39,0.097,0.012,5.594,1
0.08,0.85,1.02,0.17,0.25,0.08,0.93,0,0,0,0,0,0,0.17,0.08,0,0,0.486,0.118,0.013,7.561,1
0.56,1.12,0.56,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.503,0,0.083,16.304,1
0.04,0.14,0.04,0.14,0.04,0.39,0.19,0,0,0,0,0,0.04,0,0,0,0,0.356,0.09,0.011,12.332,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0,0,2.9,1
0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,2.588,1
0.69,0.51,0,0.69,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.079,0.106,0.053,2,1
0,0.68,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0.309,0,0,2.111,1
0.1,0.07,0.03,0,0.17,0.03,0,0,0,0,0,0,0,0,0,0,0,0.006,0.065,0,2.106,1
0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,3.588,0,0,2.516,1
0.02,0.25,0.2,0.25,0.05,0.22,0,0,0,0,0,0,0,0.02,0,0,0,0,0.022,0,1.423,1
0,1.13,0.56,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0,0,11.685,1
0,0,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0,0.518,0,0,11.312,1
0,0.29,0,0,0,2.93,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,0,4.333,1
0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,1.468,7,1
0,0.42,0.08,0.17,0,0.17,0.08,0,0,0,0,0,0,0,0,0,0.028,0.098,0.014,0,4.049,1
0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,6.137,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.74,0,2.9,1
0.06,0.4,0,0.13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.085,0.01,3.353,1
0.59,0.59,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.103,0,0,1.437,1
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,3.545,1
0.34,0.68,0.34,0,2.04,0,0.34,0,0,0,0,0,0,0,0,0,0,0.222,0,4.008,6.978,1
0.18,0.25,0.18,0.65,0.54,0.36,0.36,0,0,0,0,0,0,0,0,0,0.073,0.337,0.141,0,3.305,1
0.1,0.51,0.2,0,0.1,0,1.02,0,0,0,0,0.1,0.1,0,0,0,0.264,0.974,0.396,0.033,3.163,1
0.15,0.15,0,0.15,0.31,0.15,0.93,0,0,0,0,0,0,0,0,0,0,0.123,0,0,6.268,1
0,1.91,0,0.63,0,0.63,2.23,0,0,0,0,0,0,0,0,0,0,0.323,0,0,2.15,1
0.36,1.44,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,6.685,1
0,0.63,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,3.537,1
0,0,0,0,2.04,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.17,0,1.47,1
0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.116,0,1.8,1
0,0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,2.062,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0.932,0,5.083,1
0.55,1.11,0.55,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.479,0,0.079,16.739,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0.188,0,5.551,1
0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,0,1.181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,5.5,1
0,0,1.05,1.05,1.05,0.52,0,0,0,0,0,0,0,0,0,0,0,2.295,0.698,0,2.016,1
0,0.16,0.18,0.11,0,0,0,0,0,0,0,0,0.02,0,0,0,0.021,0.034,0,0,16.587,1
0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1.133,0,0,1.2,1
0,0.64,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,2.755,1
0.44,0.44,0,0,0.44,0,0.89,0,0,0,0,0,0,0,0,0,0,0.807,0,0,3.849,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.626,0,4.066,1
0,0.29,0,0,0.14,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.022,0,2.227,1
0.54,2.19,0,0.54,0.54,3.29,0,0,0,0,0,0,0,0,0,0,0,1.045,0.321,0,5.047,1
0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.087,0,1.612,1
0.14,0,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0.204,0.127,0.102,2.962,1
