@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7-8,10,12,14,16-19,21-22,24-25,29,32-33,37,39-40,46-49,51,53,55-56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.06,0.06,0.55,0.06,0,0.73,0,4.4,1.1,0,0.06,0,0,0,0,0,0,0,0,0,0,0.01,0,0.169,1.748,12,1
0,0,0.29,0,0,0,0,2.93,0.58,1.75,1.75,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,1.361,6,1
0,0,1.36,0.68,0,0,0.68,2.73,0.68,1.36,1.36,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.519,3.737,75,1
0,0,0,0.11,0.33,0,0.55,0,0,1.76,1.1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.193,2.559,75,1
0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,1
0,0,0,0,0,0,0,3.84,0,1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,3,1
0,0.45,0,0,0.45,0,0,0,0,0.9,0.45,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.517,72,1
0,0.1,0.53,0,0.64,0.32,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,1.901,29,1
0,0.31,0,0,0,0,0.15,0.15,1.4,2.19,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.017,3.278,23,1
0,0,0,0,0,0,0,0.61,0.4,2.45,0.61,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,7.538,55,1
0,0.1,0.53,0.21,0.64,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,2.104,29,1
0,0,0.14,0,1.14,0,0.14,0.42,0,3.86,1.28,0,0.42,0,0,0,0.14,0,0,0,0,0,0,0,0,0.118,1.42,27,1
0,0,0.84,0.28,1.41,0,0,1.41,0,0.84,2.83,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.042,3.979,47,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666,13,1
0,0.25,0.5,0,2.26,0,0.5,1,0.25,4.03,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,4.2,60,1
0,0,0.18,0,0.72,0.36,0,0,0,2,3.27,0,0.09,0,0,0,0,0,0,0,0,0,0,0.015,0.03,0.03,3.816,69,1
0,0,0,0.36,0.36,1.09,1.81,0,0,3.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287,5,1
0.68,0.56,0.45,0.45,1.81,0,0.22,0.11,1.81,2.38,1.36,0,0.22,0,0,0,0,0,0,0.11,0.11,0,0,0.019,0,0.134,3.155,94,1
0,0,0,0,0,0,0,0,0,3.77,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,16,1
0,1.28,0,0,0,0,0.64,0,1.28,1.28,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,2.466,18,1
0.84,0.84,0,1.68,0,0,0.84,0,0,3.36,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,1
0.22,0,0.11,1.59,0.34,0.11,0,0.45,0.11,3.53,1.25,0,0.45,0,0,0,0,0,0,0.11,0,0,0,0.018,0,0.132,4.215,144,1
0.46,0,0.07,0.62,0.77,1.32,0.23,0.54,0,3.06,1.51,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.585,6.134,153,1
0.44,0,0,0,0.88,0,0,0,0.88,3.96,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,3.666,82,1
0,0.7,0,0,0,0,0,1.05,0,3.16,1.4,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.596,60,1
0.8,0.8,0,0.8,0,0,0.8,0.8,0.8,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.115,19,1
0.75,0,0.5,0.5,0.75,0,1.5,0,1.5,4.26,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,1.023,3,1
0,0,0.74,0,0,0,2.23,0,0,1.49,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,2.263,24,1
0.2,0.5,0,0.1,0.7,0,0.1,0,1.11,1.31,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.158,8.55,669,1
0,0,0,0,0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.481,49,1
0,0.38,0.38,0,0,0,0.38,0,0,3.5,1.94,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,12,1
0,0.32,0,1.31,0,0,0,0,0,0.32,0.65,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.101,337.25,1146,1
0.24,0.49,0.33,0.66,1.24,0,0.82,0.16,1.57,2.32,1.16,0,0.16,0,0,0,0,0,0,0.08,0,0,0,0,0,0.224,5.872,581,1
0,0.05,0.05,0.05,0.51,0.05,0,0.69,0.05,4.14,1.09,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0.161,2.051,51,1
0,0,0.05,0.05,0.52,0.05,0,0.7,0,4.17,1.11,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0.165,1.79,12,1
0,0,0,0,6.06,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,14,1
0.08,0.25,0.17,0.08,0.59,0,0.25,0.08,0.93,1.61,0.42,0,0.08,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0.118,7.55,669,1
0,0,0,0,0,0,0,0,0,1.28,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,3.812,15,1
0,0.63,0,1.26,0,0,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,8.476,68,1
0,0.15,0.79,0.63,1.42,0,0,1.58,0,2.05,3.95,0,0.47,0,0,0,0,0,0,0.15,0,0,0,0,0,0.127,5.241,97,1
0.37,0,0,0.74,0.74,0,3.34,0,0,0.74,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.175,5.985,58,1
0,0.05,0.05,0.05,0.51,0.05,0,0.69,0.05,4.2,1.03,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0.161,2.093,51,1
0.37,0.37,0.74,0.37,0.74,0,0.37,1.49,0,3.73,1.49,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.505,3.337,64,1
0,0,0,0,0.44,0.22,0,0,0,0.66,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.187,3.384,21,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,5,1
0.22,0.07,0,0.6,0.82,0,0,0.07,0,3.3,1.87,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.071,3.446,74,1
0,1.63,0,0,0.54,0,0.54,2.73,0.54,4.91,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.592,32,1
0,0.96,0,0.48,0.96,0,1.44,0,0,3.36,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,2.586,44,1
0,0.32,0.32,0,0.32,0,0.32,0.32,0,2.27,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.166,1.494,10,1
0,0.27,0.27,0,0.82,0,0.82,0.54,1.09,2.46,2.73,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,139,1
0.2,0.5,0,0.1,0.7,0,0.1,0,1.11,1.31,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.158,8.55,669,1
0,0,1.25,0.41,0,0,0.41,0,1.67,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,1.477,8,1
0.49,0,0,0.39,1.57,0,0,0.09,0,3.75,1.08,0,0.09,0,0,0,0,0,0,0,0,0,0,0.768,0,1.313,5.96,54,1
0,0,0,1.47,0,0,7.35,0,0,2.94,1.47,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0.254,6.294,63,1
0.05,0,0,0.05,0.28,0,0.17,0,0,1.09,0.92,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.019,0,0.079,4.906,95,1
1.32,0,0,0,2.65,0.44,0.44,0,0.44,3.53,1.76,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0.132,8.666,123,1
0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,3.111,10,1
0,0,0.54,1.08,0,0,0,1.08,0,2.7,0.54,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,1.49,19,1
0,0.7,0,0.7,0.7,0,0.7,0,0,6,1.41,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.063,2.021,12,1
0,0,0,0,0,0,0.8,0.8,0,1.61,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,2.638,22,1
0,0.06,0.06,0.06,0.54,0.06,0,0.72,0.06,4.41,1.08,0,0.06,0,0,0,0,0,0,0,0,0,0,0.01,0,0.169,1.766,12,1
0,0.38,0.38,0,0,0,0.38,0,0,3.43,2.29,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,12,1
0,0.31,0.31,0,0.31,0,0.31,0.31,0,2.55,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.162,1.515,10,1
0,0,0,0.44,0.88,0,0.22,0,0,1.32,1.1,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0.065,0,0.196,7.4,75,1
0,0.74,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.233,1.846,12,1
0.25,0.02,0.35,0.69,0.9,0.92,0.33,0.42,0.02,3.05,1.43,0,0.46,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0.523,6.723,445,1
0,0,0.3,0,0.3,0,0.3,0.3,0.3,2.12,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.211,1.752,11,1
0,0,0,0.43,2.18,0,0,1.74,0,0.87,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114,107,1
0.57,0,0,0,0.57,0,0,0,1.73,3.46,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,7,1
0,0.38,0.38,0,0,0,0.38,0,0,3.87,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062,12,1
0,1.21,1.21,1.21,1.21,0,0,4.87,0,2.43,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.666,311,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,1
0,0,0.51,0.17,1.38,0,0.34,1.03,0.17,1.9,3.81,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.141,5.598,78,1
0.46,0,1.85,0.92,0,0,0.92,0,0,0.92,1.38,0,0.46,0,0,0,0,1.38,0,0.46,0,0,0,0,0,0.217,4.869,66,1
0,0,0,0.67,0,0,0,0,0,1.35,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384,37,1
0,0,0,0,0.95,0,0,0.95,0,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,5.187,80,1
0.2,0.5,0,0.1,0.7,0,0.1,0,1.11,1.31,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.158,8.55,669,1
0,0,0.29,0,0,0,0,0.29,0.58,2.91,1.74,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281,64,1
0,0,0,0,0.12,0,0,0,0,1.21,0.96,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335,11,1
0,0,0.45,0,0,0,0.45,0,0,0.22,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,2.47,27,1
0.4,0.4,0,2.4,0,0,0.8,0,0,2,2,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0.116,4.058,54,1
0.55,0.55,0,0,0.55,0,0.55,3.88,0,3.88,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,4.59,140,1
0,0,0,0,0,0,0,0,0.44,1.76,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.37,2.448,16,1
0,1.66,0,0,1.66,0,3.33,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.333,59,1
0,1.13,0,0,0,0,1.13,1.13,0,1.13,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,3.925,17,1
0.39,0.19,0,0.19,0.39,0,0,0.19,0.19,0.59,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.548,4.965,97,1
0,0,0,0,1.19,0,0.39,0.39,0,2.39,2.78,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.256,3.5,30,1
0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.965,67,1
0.9,0.9,0,0.9,0,0,1.81,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,66,1
0,0.8,0,0.8,0.8,0,1.61,0,0,1.61,1.21,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,24,1
0.95,0,0,0,0,0,0,0,0,0.47,1.91,0,0.47,0,0,0.47,0,0,0,0,0,0,0,0.067,0,0,4.18,45,1
0,0.1,0.53,0.21,0.64,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,2.104,29,1
0.35,0,0,1.25,0.53,0,0,0,0.17,3.21,1.25,7.32,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.099,16.418,158,1
0,0,0.36,0,0.63,0.36,0,0.09,0,1.27,3.38,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.029,0.014,4.192,48,1
0,0.1,0,0.2,0.5,0.6,0.91,0.2,0,1.72,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.16,6.918,494,1
0,0,0,0,0.48,0,0.96,0,0.48,5.79,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,1.117,4,1
0,0.25,0,0,0.76,0,0.5,0,0,1.52,1.01,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.041,1.89,18,1
0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,12,1
0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,9.29,75,1
0,0,0,0,0,0,1.29,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,4.586,24,1
0.08,0.25,0.17,0.08,0.59,0,0.25,0.08,0.93,1.61,0.42,0,0.08,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0.117,7.484,669,1
0,0,0,0.31,0.31,0,0.31,0.62,0,2.82,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.132,22,1
0,0.97,0,0,0,0,0.97,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.052,68,1
0,0,0,0.38,1.35,0,0.29,0.19,0,2.51,1.35,0,0.38,0,0,0,0,0,0,0.58,0,0,0.19,0,0,0.059,9.039,148,1
0,0,0,1.01,0.4,0,0.2,0.4,0.2,0.8,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.302,1.727,11,1
0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219,3.875,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,4.125,21,1
0,0,0,0,2.17,0,2.17,0,2.17,6.52,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,5,1
0,0,0,0.44,1.33,0,0.44,0,0,4.46,1.78,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.15,2.428,28,1
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,4.823,13,1
0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,17,1
0.26,0.44,0.17,0.79,1.33,0,0.62,0.08,1.33,2.66,1.15,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0,0.211,6.725,583,1
0,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.716,4.512,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938,33,1
0,0,0,0,0,0,1.31,0,0,1.31,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.818,46,1
0.88,0,0,1.54,0.88,0,0.66,0,1.54,2.87,1.54,0,0.22,0,0,0,0,0,0,0.44,0,0,0,0,0,0.114,9.1,65,1
0.1,0,0.03,0.1,0.53,0,0.17,0.03,0,0.81,1.35,0,0.17,0,0,0,0,0,0,0,0,0.03,0,0,0,0.065,2.106,46,1
0,0,0,0,0.84,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.21,0,1.48,0,0,0,0,0,2.807,39,1
0.82,0,0.16,0.65,2.13,0,0.16,0,0,1.47,1.47,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.29,2.257,13,1
0.22,0,0,2.75,0.68,0,0.45,0,1.37,2.06,4.12,0,0.22,0,0,0,0,0,0,0,0,0,0,0.028,0,0.229,4.444,138,1
0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,19,1
0.49,0,0,0.39,1.57,0,0,0.09,0,3.74,1.08,0,0.09,0,0,0,0,0,0,0,0,0,0,0.765,0,1.284,5.944,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.64,0,0,0,0,0,0,0,1.987,28,1
0.28,0.28,0.28,0.56,0.84,0,0.28,0,0,1.68,1.96,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0.068,0,5.635,114,1
0,0,0.61,0.15,0.3,0,0.3,1.54,2.32,1.85,1.08,0,0.3,0,0,0,0,0,0,0.46,0,0,0,0,0,0.025,1.377,13,1
