@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,3,7-11,16,18-20,23-24,27,34,37,43,46,49,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.08,0.76,0.25,0.17,0.59,0.08,0.17,0.25,0.93,1.61,0.17,0.85,0.08,0,0,0,0.17,0.08,0,669,1
0,0,0,0,0,0,0,0,0,3.48,0,0,2.32,0,0,0,0,0,0,42,1
0.46,0.93,0,0.46,0,1.86,0,0.46,0,1.86,0,0,0,0,0,0,0,0,0,634,1
0.71,0.11,0,0.59,0.71,2.86,0.23,0.11,0.47,3.21,0,1.9,1.07,0,0,0,0,0,0.072,148,1
0.67,1.35,0,0,0,0.16,0.16,0.33,0.16,5.77,0,0,0.84,0,0,0,0,0,0,46,1
0,1.17,0,0,0,0.78,0.78,3.51,0,1.17,0,0,0,0,0,0,0,0,0,44,1
0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,5,1
0.17,0.51,0.17,0.34,0.17,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,10,1
0,1.28,0,0,0,0,0,0,0,1.28,0,0,1.28,0,0,0,0,0,0,25,1
0,0.55,0,0.27,0,0,0.55,1.1,0.83,2.49,0,0,0.27,0,0,0,0,0,0,35,1
0.29,0.04,0,0.29,0.29,0.94,0.14,0.04,0.19,1.6,0.04,0.69,0.47,0,0,0,0,0,1.117,1171,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0,0.43,0.43,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,72,1
0,1.58,1.58,0,0,0,0,1.58,0,3.17,0,0,0,0,0,0,0,0,0,21,1
0,0,1.03,1.03,0,1.03,0,2.06,0,2.06,0,0,0,0,0,0,0,0,0,65,1
0,1.29,0,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,25,1
0,0.85,0.21,0,0,1.5,0,0,0,0.64,0.21,1.28,0,0,0,0,0,0,0,58,1
0,0.56,0,0.18,0.37,0.75,0,0,0,2.65,0,0,0.18,0.18,0,0,0,0,0,34,1
0,0.41,1.65,0.82,0,0,0,2.47,0.82,2.47,0,0,0,0,0,0,0,0,0,226,1
0.45,0.9,0,0.45,0,1.8,0,0.45,0,1.8,0,0,0,0,0,0,0,0,0,706,1
0,1.85,0,0.37,0.74,1.11,0.37,0.37,0.37,1.48,0,0,0,0,0,1.11,0,0,0,393,1
0.09,0.59,0,0,0.09,0.39,0,0,0,3.75,0.09,0,0.09,0,0,0,0,0,0.767,54,1
0,0.15,0,0,0.9,0,0,0,0,2.26,0,0.15,0.3,0,0,0,0,0,0,49,1
1.24,1.24,0,0,0,0,0,0.41,0.82,3.73,0,0,0.41,0,0,0,0,0,0,19,1
0,0,1.36,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,128,1
0.16,0.67,0.33,0.84,0.16,0.5,0.33,0,0.33,2.02,1.68,0,0.33,0,0,0,0,0,0,63,1
0,0,1.33,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,223,1
0,0,0,0,0,0,0,0,5.33,2.66,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,1.81,0,1.81,0,1.81,0,5.45,0,0,0,0,0,0,0,9,1
0,0.48,0,0,0.24,0,0.48,0.48,0,1.2,0,0.48,0.24,0,0,0,0.24,0,0,66,1
0,0.48,0,0,0.24,0,0.48,0.48,0,1.2,0,0.48,0.24,0,0,0,0.24,0,0,66,1
0.17,0.08,0.08,0.42,0.08,0.08,0,0,0.08,1.2,0,0.34,0.08,0,0,0,0,0,0,48,1
0.09,0.59,0,0,0.09,0.39,0,0,0,3.79,0,0,0.09,0,0,0,0,0,0.778,54,1
0,0,0.39,1.19,0,0.39,0,0,0.39,3.96,0,0,0,0,0,0,0,0,0,13,1
1.44,0,0,0,0,0.48,0,0.96,0,6.73,0,0.48,0,0,0,0,0,0,0,12,1
0,1.15,0,0.12,0.25,0.12,0.12,0,2.04,2.81,0.12,0,0.12,0,0,0,0,0,0,84,1
0,0.49,0,0,0,0.99,0.49,0.49,0,0.99,0.49,0,0.49,0,0,1.49,0,0,0,47,1
0,0.56,0,0,0,0,0,0,0.37,3.18,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,28,1
0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,31,1
0,0.42,0,0,0,0,0,0,0.84,2.95,0,0.84,0,0,0,0,0,0,0,82,1
0,0.81,0.81,0.4,0,0.81,0,3.27,1.22,0.81,0,2.04,0,0,0,0.4,0,0,0,181,1
0.34,0.58,0,0,0.75,0.23,0.34,0.58,0.17,3.01,2.61,0.17,0.34,0,0,0,0,0,0,131,1
0,0.64,0.64,0,2.59,1.29,1.29,0.64,0.64,3.24,0,0,0,0,0,0,0,0,0,4,1
0.44,0.88,0,0,0,0,0,0,0.44,1.76,0,2.2,0,0,0,0,0,0,0.222,16,1
0,0,0,0,0,0,0,0.59,0,1.18,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,55,1
0.49,0.49,0.49,0,0,0,0,0.49,0.49,3.46,0,0,0,0,0,0,0,0,0,47,1
0.1,0.03,0,0.03,0,0.1,0,0.17,0,0.81,0.03,0.1,0.17,0,0,0,0,0,0,46,1
0,0,0,0,0,3.77,0,0,0,1.88,0,0,1.88,0,0,0,0,0,0.264,13,1
0,0,0,0,0,0,0,0,0,6.66,0,0,6.66,0,0,0,0,0,0,12,1
0,0.51,0,0,0,0,0.51,0,0.51,2.59,0,0,0,0,0,0,0,0,0,71,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0.53,0,0.53,0,0,0,0,0.53,2.65,0,1.59,0,0,0,0,0,0,0,60,1
0.09,0.59,0,0,0.09,0.39,0,0,0,3.67,0.09,0,0.09,0,0,0,0,0,0.766,54,1
0,0,0,1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0.42,0.42,0,1.27,0.85,0,0,0,2.55,0,0,0.42,0,0,0,0,0,0,54,1
0,0,0.45,0.45,0,1.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0.74,0,0.74,1.49,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,12,1
0.49,0.4,0.02,0.21,0.42,0.75,0.23,0.16,0.02,3.23,0,1.03,0.51,0,0,0,0,0,0,193,1
0,0.39,0.19,0,0,0,0,0,0.19,2.36,0,0,0.19,0,0,0,0,0,0,19,1
0,0.57,0,0,0.14,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,6,1
0,0.76,0.76,0.51,0,1.02,0,0,1.79,1.53,0,0.76,0,0,0,0,0,0,0,19,1
0.74,0.31,0,0.14,0.49,0.35,0.17,0.17,0.03,3.24,0,0.56,0.77,0,0,0,0,0,0.006,154,1
0,0.47,0.47,0,0,2.38,0,0,0,1.9,0,4.76,0,0,0,0.47,0,0,0,148,1
0.62,0,0.62,0,0,0,0,0,0.62,3.72,0,0,0.62,0,0,1.24,0,0,0,30,1
0.3,0.3,0.2,0.3,0.4,1.71,0.1,0.6,0.8,3.43,0,0.9,0.3,0,0,0,0,0,0,103,1
0.09,1.14,0,0.09,0,0.19,0.38,0.66,0,1.52,0,0,0,0,0,0,0.38,0,0.044,31,1
0.28,0.28,0.28,0.28,0.28,1.15,0,0,0,2.89,0,0,0.28,0,0,0,0,0,0,140,1
0.35,0.55,0,0,0.1,0.75,0.35,0.15,0,5,0,0.05,0.8,0,0,0,0,0,0.008,127,1
0.61,0,0.61,0,0.61,0,0,1.22,0,5.52,0,0.61,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,5,1
0.16,0.24,0,0,0,0.16,0.08,0,0,3.68,0.32,1.14,0.08,0,0,0,0.08,0,0.014,10,1
0.52,0.26,0.79,0.26,0,0.79,1.05,0,1.31,3.16,0,0,0,0,0,0,0,0,0,60,1
1.63,1.63,0,0,1.63,0,0,1.63,0,3.27,0,0,0,0,0,0,0,0,0,16,1
0.23,0.47,0.23,1.41,0.23,0.47,0.23,0,0.47,0.94,1.89,0,0,0,0,0,0,0,0,276,1
0,0,0,0,0,0,0,0.9,1.81,3.63,0,0,0,0,0,0,0,0,0,41,1
0,0,0,0,0,0,0,4.76,0,1.58,0,0,0,0,0,0,0,0,0,137,1
0,0,0,0,0,1.12,0,0,1.12,2.24,0,1.12,0,0,0,0,0,0,0,14,1
0.52,2.38,0.26,0,0.52,0,0.26,0.79,0,1.32,0,0,0.52,0,0,0.26,0,0,0,71,1
0.09,1.14,0,0.09,0,0.19,0.38,0.66,0,1.52,0,0,0,0,0,0,0.38,0,0.044,31,1
0,1.07,0,0,0,0,0,1.07,0,2.15,0,1.07,1.07,0,0,0,0,0,0,295,1
0,0,1.43,0,0,0,0.47,0.47,1.91,1.91,0.47,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,12,1
0.58,0.19,0.58,0,0,0.19,0.39,0.58,0.58,4.29,0,0.78,0,0,0,0,0,0,0,21,1
0.14,0.84,0,0.84,0.42,0.14,0,0.14,0.28,4.34,0.14,0.14,0.28,0,0,0,0,0,0,15,1
0.32,0.64,0,0,0,0,0.64,2.58,0,2.58,0.32,0.64,0,0,0,0,0,0,0.233,20,1
0.77,0.77,0,0.57,1.15,1.34,0,0.19,1.92,2.11,1.15,1.34,0.77,0,0,0,0,0,0.027,525,1
0.43,0.43,0,0.17,0.34,4.09,0.08,1.13,1.91,2.35,0,0.08,0.43,0,0,0,0,0,0.056,126,1
0,0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,42,1
0.33,0.75,0,0.08,0.16,1.09,0.33,0.67,0.08,2.52,0,0,0.5,0,0,0,0,0,0.014,67,1
0.26,0.99,0,0.53,0.19,1.12,0.26,0.26,0.26,3.78,0,0.39,0.26,0,0,0,0,0,0.011,272,1
0.14,0.29,0,0,0,0,0,0.29,0,2.19,0,0,0.43,0,0.14,0,0,0,0.05,28,1
0,0.18,0.18,0,0,0.55,0.18,0,0,1.11,0,0,0,0,0,0,0,0,0,11,1
0,0.57,0,0.28,0,0,0,0,0.57,2.89,0.86,0,0.28,0,0,0,0,0,0,64,1
0.98,0.41,0,0.16,0,0.49,0.08,0,0.32,2.37,0,0.49,1.14,0,0,0,0,0,0,84,1
0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.8,0,28,1
0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,33,1
0,0,1.03,0,0,0,0,2.06,0,3.09,0,0,0,0,0,0,0,0,0,60,1
0,0,0.65,0,0,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,3.7,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0.258,13,1
0.27,0.83,0.27,0,0,0,0,0.83,0.27,1.38,0,0.55,0,0,0,0,0,0,0,17,1
0.27,0.55,0,1.37,0.27,0.82,0.27,0,0.55,1.65,2.2,0,0,0,0,0,0,0,0,63,1
0.71,0.71,0,0,0,0.35,0,0.35,0,3.94,0,0,0,0,0,0,0,0,0,153,1
0.42,0.42,0.42,0,0,0.21,0.21,0,0.42,3.21,0,0.21,0.21,0,0,0,0,0,0,494,1
0.2,0.1,0.2,0,0,0,0,0.1,0.1,4.17,0,0.52,0.41,0,0,0,0,0,0,24,1
0,1.47,0.36,0,0,0,0.36,0.36,0,2.21,1.1,1.47,0,0,0,0,0,0,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,2.04,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0
0.08,0.08,0,0.49,0,0,0.08,0,0,0,0,0,0,0,0,0.08,0.08,0,0.098,18,0
0,0,0,0,0,2.32,0,2.32,0,2.32,0,0,0,0,0,0,0,2.32,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.54,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0.27,0.27,0.27,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,3,0
0.51,0.51,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0.51,1.02,0.51,0,12,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,10,0
0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0.62,0.41,0,0.085,108,0
0.05,0.45,0,0,0.62,0,0,0,0.05,0.22,0,0,0,0.05,0,0.67,0,0,0.121,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,9,0
0.06,0.19,0,0,0,0.13,0,0,0,0.52,0,0,0,0,0,0.32,0,0,0.009,23,0
0,0.28,0,0,0,0.28,0.28,0,0,2.87,0,0,0,0,0,0,0,0,0,15,0
0,0.76,0,0,0,0,0,0,0,0.76,0,0,0,1.52,0.76,0.76,0,0,0,11,0
0,0,0,0,0.43,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,15,0
0.35,0.35,0,0,0,0,0,0,0,1.42,0,0,0,0.35,0,0,0,0,0,4,0
0,0.9,0,0,0,1.81,0,0,1.81,0,0,0,0,0,0,0,0,0,0,53,0
0.1,0.1,0,0.4,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0.3,0.2,0.8,0.015,18,0
0,0,0,0,0,0.76,0,0,0,0,0,0,0,0.76,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0.66,0,0,0,2,0.66,0.66,0.66,0,0.101,15,0
0,0,0,0,0.66,0.66,0,0,0.88,0.66,0,0,0,1.54,0,0,0,0,0,161,0
0.34,0,0,0,0.34,0.68,0,0,0,1.36,0,0,0,0.68,0.34,0.68,0.68,0,0.052,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0.68,0,0,0,1.37,0.68,0.68,0.68,0,0.11,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0.17,0,0.17,0.08,0,0.08,0.08,0,0.94,0,0.25,0,0,0,0.17,0,0,0,24,0
0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,23,0
0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,1.28,1.28,0,0,17,0
0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,121,0
0.53,0,0,0,0,0,0,0,0,1.06,0,0,0,0.17,0.17,0.53,0.17,0,0.052,34,0
0.29,0.51,0,0,0,0,0,0.07,0,1.54,0,0,0,0,0,0.07,0,0,0,51,0
0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,1.69,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0.22,0.22,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,121,0
0,0.29,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,1.41,0,0,0,1.41,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0.43,0.43,0,0,0,0.21,0,0,0,1.08,0,0,0,0,0,0,0,0,0.034,75,0
0,0.11,0,0.11,0,0,0,0,0,0,0,0.11,0,0,0,0.11,0,0,0.047,28,0
0,0.15,0,0.15,0.15,0,0.15,0,0.46,1.69,0,0,0,0,0,0.15,0,0,0.023,58,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,4.16,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,7,0
0,0,0,0,0.55,0,0,0,0.55,1.65,0,0,0,0,0,0,0.55,0,0,97,0
0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,0,3.03,3.03,0,0,12,0
0.04,0.14,0,0.08,0.02,0.12,0,0,0.23,0.17,0,0,0,0,0,1.04,0,0.27,0.046,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,5,0
0,0,0,0,0,0,0,0,0,1.75,0,0,0,1.75,0.87,0,0,1.75,0,11,0
0.03,0.15,0,0.03,0.03,0.11,0,0.03,0.03,0.13,0,0.07,0,0,0,0.91,0.03,0.09,0.038,107,0
0,0,0,0,0,0,0,0,0,0.73,0,0,0,1.47,0,0,0,0,0,4,0
0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0.36,0,0,0,0,0,0.36,0,1.28,0,0,0,0,0,0.36,0.18,0,0.027,51,0
0,0,0,0,0,0.93,0,0,0,0,0,0,0,0.93,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0.84,0,0,0,0,1.69,0,0,0,0,0,11,0
0.48,0,0,0,0,0,0,0,0,4.39,0,0,0,0.48,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,4.87,0,0,0,7.31,0,2.43,0,0,0,5,0
