@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,12,1
0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.27,0.55,0,1.39,0.27,0.83,0.27,0,0.55,1.67,1.95,0,0,0,0,0,0,0,0,63,1
0.44,0,0,0,0,0.44,0,0.44,0,4.46,0,0,0.44,0,0,0,0,0,0,28,1
0,0.47,0.47,0,0,0.47,0.47,0.94,0,1.88,0,0,0,0,0,0,0,0,0,6,1
0,0.66,0.33,0.33,1.33,2,0,0.33,0.66,2.67,0,2,0,0,0,0,0,0,0,82,1
0.08,0.08,0,0,0,0,0,0.08,0,0.4,0.16,0,0,0,0,0.08,0,0,0,67,1
0.74,0.74,0.37,0,0.37,1.12,1.12,0,0.74,2.99,0,0,0.37,0,0,0,0,0,0,57,1
0.13,0.13,0.27,0.13,1.11,0.27,0,0,0,3.91,0.13,0.13,0.55,0,0,0,0,0,0,232,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
0,0.6,0.6,0,0,0,0,0,0.6,1.81,0,0,0.6,0,0,0,0,0,0,33,1
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0.46,0.93,0.93,0,0,0.46,1.39,0.46,0.93,0,0,0,0,0,0,0,0,0.069,8,1
0,0,1.31,0,0,0,0,0,0,3.28,0,0,0.65,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,1
0.25,0,0,0,0.25,0,0.25,0,0,2.81,0,0.25,0.76,0,0,0,0,0,0,75,1
0,1.31,0,0,0,0,0,0,0,5.26,1.97,0,1.31,0,0,0,0,0,0,43,1
0,0.56,0,0.18,0.37,0.75,0,0,0,2.45,0,0,0.18,0.18,0,0,0,0,0,35,1
0,0,0,0,0,0.31,0,0.31,0,2.82,0,0,0,0,0,0,0,0,0,22,1
0,0.38,0.38,0,0,1.14,0,0.38,0,3.04,0,0.38,0,0,0,0,0,0,0,78,1
0.65,0,0,0,0,0,0.65,1.3,0,2.61,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,27,1
0,0.47,1.18,0.23,0,0.47,0.23,0.23,0,2.83,0,0,0,0,0,0,0,0,0,13,1
0,0.32,0.32,0.32,0,0,0,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,10,1
0,0,1.07,0,0,0.53,0,0,1.61,1.07,0,0,0,0,0,0,0,0,0,14,1
0,0,1.03,1.03,0,1.03,0,2.06,0,2.06,0,0,0,0,0,0,0,0,0,65,1
0,1.63,0,0,0,0,0.32,0.32,0,1.96,0.98,1.3,0,0,0,0,0,0,0,33,1
0,0.51,0,0.51,0,0,0,0,0.51,2.56,0,1.53,0,0,0,0,0,0,0,60,1
0,0,0.17,0.52,0,0.17,0.35,0,0.7,0.87,0,0.35,0,0,0,0,0,0,0.029,39,1
0,0.29,0,0,0.88,0,0,0,0,2.2,0,0.14,0.29,0,0,0,0,0,0,49,1
0,0,0,0,0,0,0,1.44,0,5.79,0,1.44,0,0,0,0,0,0,0,11,1
0,0.34,0.34,0,0,0.34,0,0.68,0.34,0.68,0.34,0,0,0,0,0,0,0,0,17,1
0.43,0,0,0,0,0,0,0,0.43,1.29,0,0,0,0,0,0,0,0,0,13,1
0,0.95,0,0,0,0,0,0,0,0.47,0.47,0,0.47,0,0,0,0,0,0.066,45,1
0,0,0,0,0,0,0,0.73,0,2.94,0,0,0,0,0,0,0,0,0,7,1
0,0.55,2.2,0,0,0.55,0,0,0.55,3.31,0,0,0,0,0,0,0,0,0,148,1
0.43,0.43,0.86,0,0,0,0,0,0.43,1.29,0,0,1.29,0,0,0,0,0,0.14,47,1
0,1.29,0,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,25,1
0.47,0.94,0.94,0,0,0,0,0,0,4.24,0,1.41,0,0,0,0,0,0,0,91,1
0,0.87,0.14,0,0,0.43,0.14,0.14,0.72,0.43,0.14,0,0,0,0,0,0,0,0,132,1
0,0,1.41,0,0,0,0.47,0.47,1.88,1.41,0.47,0,0,0,0,0,0,0,0,54,1
0,1.32,0,0,0,0,0,0,0,5.29,2.64,0,1.32,0,0,0,0,0,0,43,1
0.4,0.93,0,0.8,0.8,1.2,0,0,2.26,2.4,0.53,0.8,0.93,0,0,0,0,0,0,525,1
0,0.09,0.09,0,0.38,0,0.29,0,0,0.77,0,0.09,0,0,0,0.09,0.09,0,0.063,23,1
0,1.14,0,0.12,0.25,0.12,0.12,0,2.04,2.8,0.12,0,0.12,0,0,0,0,0,0,84,1
0,1.11,0.74,0,0,0,0.74,0,0,3.35,2.98,0,0.37,0,0,0,0,0,0,7,1
0.45,0.68,0.56,0.45,0,0.45,0.22,0.22,1.81,2.38,0,0.11,0.22,0,0,0,0,0.11,0.019,94,1
0.09,0.59,0,0,0.09,0.39,0,0,0,3.75,0,0,0.19,0,0,0,0,0,0.778,54,1
0,0.12,0,0,0,0,0.12,0,0,1.21,0,0,0.12,0,0,0,0,0,0,11,1
0,0,0.8,0,0,0.8,0,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,19,1
1.24,1.24,0,0,0,0,0,0.41,0.82,3.73,0,0,0.41,0,0,0,0,0,0,19,1
0,0,0,0,0.91,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,28,1
0,0.16,0.16,0,0.65,0.16,0.16,1.64,0.65,0.82,0,0,0,0,0,0,0,0,0,52,1
0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,16,1
0,0.38,0,0,0,0.77,0,0.38,0,2.7,0,0.38,0,0,0,0,0,0,0,78,1
0,0,0.98,0,0.49,0,0,0,0,1.47,0,0.49,0,0,0,0,0.49,0,0,12,1
0,0,0,0,0,0,0,0.77,0,2.32,0,0,0,0,0,0,0,0,0,29,1
0,0.32,0.64,0.32,0.32,0,0,0.32,0.32,2.25,0,0,0.32,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.33,0,0.33,0,0.33,0,0.66,0,1,0,0,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,1.63,0,0,0,0.54,0.54,0.54,4.91,0,0,0,0,0,0,0,0,0,32,1
0.1,0.71,0.4,0.1,1.42,0.81,0.1,0.1,1.11,2.23,0.5,0,0.3,0,0,0,0,0,0,56,1
0,0,0,0,0,3.77,0,0,0,1.88,0,0,1.88,0,0,0,0,0,0.264,13,1
0.68,0.51,0.51,0,0,0.51,0,0.34,1.02,4.96,0,0,0,0,0,0,0,0,0.063,40,1
0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.436,12,1
0,0.46,0,0.15,0,0,0,0,0.46,0.93,0,0.46,0,0,0,0,0,0,0.071,1505,1
0.76,0,0,0,0,0.38,0,0,0,1.92,0,0,0,0,0,0,0,0,0,735,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.36,0.12,0,0,0,0.12,0.12,0.6,2.41,0,0,0,0,0,0,0,0,0.056,14,1
0,1.29,0,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,25,1
0,0,0,0,0,0.82,0,0.41,0,1.23,0,0.41,0,0,0,0,0,0,0.199,18,1
0,0,0.94,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,11,1
0,0,1.25,0,0,0,0,6.25,0,3.75,0,0,0,0,0,0,0,0,0,1,1
0.05,0.4,0,0,0.57,0.05,0,0.17,0,1.15,0.05,0,0.05,0,0,0,0,0,0.019,95,1
0.05,0.4,0,0,0.57,0.05,0,0.17,0,1.04,0.05,0,0.05,0,0,0,0,0,0.019,95,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0.55,0,0,0,0,0.55,3.35,0,0.55,0,0,0,0,0,0,0,0,0.19,36,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,5,1
0.28,0.28,0,0.14,0,0,0,0.14,0,3.86,0,0.14,0.42,0,0,0,0,0,0,27,1
0.1,1.01,0.5,0,0.8,0.1,0.3,0.1,1.11,1.31,0.2,0.6,0.1,0,0,0,0.2,0.1,0,669,1
0,0.77,0.38,0,0,0.77,0.38,0.77,0.77,2.31,0,0,0.38,0,0,0,0,0,0.063,62,1
0,0.54,0,0,0,0.54,0,0.54,0,1.64,0,0,0,0,0,0,0,0,0,16,1
0.47,0.47,0.05,0.26,0.44,0.76,0.26,0.26,0,3.25,0,1.05,0.34,0,0,0,0,0,0.004,193,1
0.27,0.27,0,0,0,0,0,0,0,4.87,0,0.27,0,0,0,0,0,0,0,61,1
0.35,0.31,0,0.35,0.58,0.66,0.31,0.23,0,3.12,0,0.46,0.46,0,0,0,0,0,0.006,116,1
0,0.27,0,0,0.82,0.54,0,0.27,0,2.46,0,0,0.54,0,0,0,0,0,0,20,1
0,0.62,0,0,0,0.62,0,0.62,0,1.24,0,0,0,0,0,0,0,0,0,16,1
0,0,1.02,0,0,0,0,0,0.51,0.51,0,0.51,0,0,0,0,0,0,0,130,1
0.73,0.36,1.1,0,0,0,0,0.36,0.73,2.58,0,0.36,1.1,0,0,0,0,0,0,190,1
0,0.23,0.11,0,0.34,0,0.23,0.46,0.34,0.58,0,0.11,0,0,0,0,0.11,0,0.075,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0.62,0,1.25,3.12,0,0,0,0,0,0,0,0,101,1
0,0.78,0,0,0,0,0,0.78,0,1.56,0,0,0.78,0,0,0,0,0,0,20,1
0,0.78,0.08,1.04,0.52,1.56,0.26,0.86,0,1.82,0.17,0.08,0.34,0,0,0,0,0.08,0.096,54,1
0,0.55,0,0.55,0,0,0.55,0,1.11,1.67,0,0,0.55,0,0,0.55,0,0,0,11,1
0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,1,1
0.1,0.71,0.4,0.1,1.42,0.81,0.1,0.1,1.11,2.23,0.5,0,0.3,0,0,0,0,0,0,56,1
0,0,0,0,0,0,0,0.45,0.45,1.8,0,0,0,0,0,0,0,0,0,46,1
0,1.06,0,0,2.12,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,12,1
0,0,2.94,1.47,1.47,1.47,1.47,0,0,0,1.47,0,0,0,0,1.47,0,0,0,274,1
0,0.13,0,0,0.13,1.5,0,0.27,0.4,1.09,0,0.13,0,0,0,0,0,0,0.021,107,1
0.09,0.27,0,0.18,0.09,0,0,0,0,2,0,0.36,0.09,0,0,0,0,0,0.015,69,1
0,0.32,0.32,0.32,0,0,0,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,10,1
1.61,0,0,0,0,0,0,0.8,0,3.22,0,0,0,0,0,0.8,0,0,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.67,0.13,0,0.13,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,0,12,1
0.08,0.76,0.25,0.17,0.59,0.08,0.17,0.25,0.93,1.61,0.17,0.85,0.08,0,0,0,0.17,0.08,0,669,1
0,0,1.05,0,0,0,0,0,0,3.15,0,2.1,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,0.64,0,0,1.29,5.19,0,0.64,0,0,0,0,0,0,66,1
0.13,0.26,0,0.13,0.39,0.13,0.13,0.13,0,2.35,0,0,0.26,0,0,0,0,0,0,30,1
0,1.55,0,0.38,0,0,0.38,0.38,1.16,1.93,0,1.16,0.38,0,0,0,0,0,0,22,1
0,1.79,0,0.59,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,10,1
0,0,1.03,0.51,0,0.51,0,0.51,0.51,2.07,0,0,0,0,0,0,0,0,0,4,1
0.51,0.51,0,0,0.85,0.17,0,0.17,0,2.9,0,0.68,1.36,0,0,0,0,0,0,183,1
0,0,0.96,0,0,1.92,0.96,0,0.96,3.84,0,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,51,1
0,0.72,0,0,0,0.36,0,0,0,0.72,0,0,0,0,0,0,0,0,0.053,13,1
0,1.1,0.73,0.09,0.83,0.27,0.27,0.09,1.2,1.38,0.18,0.55,0.18,0,0,0,0.18,0.09,0,696,1
0,0,0,0,0.91,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,28,1
0.42,0.38,0,0.07,0.58,0.62,0.34,0.23,0,3.06,0,0.38,0.46,0,0,0,0,0,0,153,1
0,1.31,0,0,0,0,0,0,0,1.31,0,0,1.31,0,0,0,0,0,0,25,1
0.14,0.29,0,0.29,0,0,0.29,0.87,0.43,3.66,0,0,0,0,0,0.29,0,0,0,38,1
0,0.14,0.14,0,0,0,0,0,0,2.89,2.31,0.14,0,0,0,0,0,0,0,74,1
0,0.84,0.14,0,0,0.42,0.14,0.14,0.7,0.42,0.14,0,0,0,0,0,0,0,0,132,1
1.63,1.63,0,0,1.63,0,0,1.63,0,3.27,0,0,0,0,0,0,0,0,0,16,1
0,0.14,0.14,0,0.58,0,0.29,0.87,1.46,0.58,0,0,0,0,0,0.29,0,0,0,45,1
0,0,0,1.25,0,0.41,0,0.41,1.67,0.41,0,0,0,0,0,0,0,0,0,8,1
0,0,0.67,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.114,16,1
0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,10,1
1.04,0.69,0.69,0,0,0.69,0,0.69,0,5.9,0,0.34,0.34,0,0,0,0,0,0,12,1
0,0,0.97,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,68,1
0,0,0.64,0,0,0,0,0,0,3.89,1.29,0,0,0,0,0,0,0,0,11,1
0,0.42,0.42,0,0,1.27,0,1.27,0,1.7,0.42,0,0.42,0,0,1.27,0,0,0,55,1
0,0,0,0.4,0,1.21,0,0.4,0,3.65,0,1.62,0.4,0,0,0,0,0,0,34,1
0.17,0.17,0.05,0.05,0.05,0.05,0.05,0,0.05,4.14,0.23,0.74,0.05,0,0,0,0,0,0.01,51,1
0,0.47,0.47,0,0,0.47,0.47,0.94,0,1.88,0,0,0,0,0,0,0,0,0,6,1
0.32,0.56,0.04,1.24,0.4,0.4,0.11,0.72,0.4,3.08,0.16,0.44,0.6,0,0,0,0,0,0.019,181,1
0,0.71,0.17,0,0,0.53,0.17,0.17,1.07,0.17,0.17,0,0,0,0,0,0,0,0,149,1
0,0,1.05,0,0,0,0,0,0,3.15,0,2.1,0,0,0,0,0,0,0,6,1
0,0.32,0.32,0.32,0,0,0,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,10,1
0.22,0,1.33,0,0,0.22,0.44,1.11,1.11,2.66,0,0,0,0,0,0,0,0,0,22,1
0,0,0.63,0,0,1.26,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0.195,68,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,1.66,0,3.33,0,0,0,0,0,0,0,0,0,38,1
0,0.43,0,0,0,0,0,0.43,0.86,1.29,0,0,0,0,0,0,0,0,0,61,1
0.14,0.44,0,0,1.47,1.47,0.14,0.29,1.62,2.35,0.14,0.73,0.29,0,0,0,0,0,0,217,1
0.25,0.51,0,0,0.77,0.51,0,0,0.51,1.79,0,2.05,0,0,0,0.25,0,0,0,16,1
0.43,0.43,0.04,0.21,0.4,0.69,0.23,0.23,0,2.93,0,0.97,0.31,0,0,0,0,0,0,144,1
0,0,0,1.05,0,0,0.52,1.05,0,3.7,1.05,1.58,0.52,0,0,0,0,0,0,47,1
0,0,0,0,0,0.31,0,0.31,0,2.79,0,0,0,0,0,0,0,0,0,22,1
0,0.3,0,0.3,0,0,0,0.3,0.3,2.11,0,0,0.3,0,0,0,0,0,0,11,1
0,0.4,0.2,0,0.8,0.2,0,0.4,0,3.44,3.03,0,0.4,0,0,0,0,0,0.033,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,2.95,0,0,0,5.91,0.59,1.77,0,0,0.59,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,1.33,0,2.66,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,1.51,0,0,0,7.57,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,1.19,0,0,2.38,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0.8,0,0,0.8,0.4,1.61,0,1.61,0,0,0,0,0,0,0,0,0,24,1
0.68,0.11,0,0.57,0.79,2.73,0.34,0.11,0.45,3.07,0,1.82,1.14,0,0,0,0,0,0.067,164,1
0,0.73,0.73,0,0,0,0,2.2,0,1.47,0,0,0,0,0,0,0,0,0,29,1
0.19,0.29,0.19,0.97,0.87,0.58,0.09,0,1.17,3.71,0.68,0.09,0.29,0,0,0,0,0,0,49,1
0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,12,1
0,0.27,0,2.98,0.54,0.81,0.27,0.81,0.27,2.17,1.35,0,0.27,0,0,0,0,0,0,18,1
0,1.11,0,0,0,0.74,0.37,3.34,0,0.74,0,0,0.37,0,0,0,0,0,0,58,1
0,0.71,0.17,0,0,1.24,0.17,0,0.35,1.24,0.17,1.06,0,0,0,0,0,0,0,58,1
0.09,0.27,0,0.18,0.09,0,0,0,0,2.01,0,0.36,0.09,0,0,0,0,0,0.015,69,1
0.33,0.67,0,0,0.44,0.11,0,0.56,0,1.79,0,0,0.22,0,0,0,0.11,0,0,75,1
0.11,0.47,0.23,0,0.35,0.35,0.11,0.11,0,3.76,0,0,0,0,0,0,0,0,0,64,1
0.47,0.95,0,0.47,0,1.91,0,0.47,0,1.91,0,0,0,0,0,0,0,0,0,636,1
0.08,0.48,0,0,0.24,0.08,0,0,0.08,0.88,0.08,0.4,0.72,0,0,0,0,0,0,102,1
1,0.33,0,0,0,0,0,0.66,0,2.33,0,1.66,0.33,0,0,0,0,0,0,21,1
0,0,0,0,2.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,114,1
0.43,0.43,0,0,0,0.87,0,0,0,1.31,0,1.31,0,0.43,0,0,0,0,0,47,1
0,1.18,0,0,0,0.78,0.78,3.54,0,1.18,0,0,0,0,0,0,0,0,0,42,1
0.33,1.65,0.33,0,0.66,1.32,0,0,0,0.33,0.99,0,0,0,0,0,0,0,0,1146,1
0.09,0.36,0.09,0,0.55,0.27,0.09,0,0.09,3.69,0.55,0,0.36,0,0,0,0,0,0,103,1
0.09,1.14,0,0.09,0,0.19,0.38,0.66,0,1.52,0,0,0,0,0,0,0.38,0,0.044,31,1
0,0.53,0.26,0.26,0,0.26,0,0,0,2.15,0.26,0,0,0,0,0,0,0,0,21,1
0.48,0.97,0.97,0,0,0,0,0,0.48,4.36,0,1.45,0,0,0,0,0,0,0,58,1
0,1.42,0,0.35,0,0.71,0,5.35,0,3.21,0,0.35,0,0,0,0,0,0,0,24,1
0.49,0.46,0.05,0.24,0.46,0.79,0.27,0.21,0,3.3,0,1.09,0.35,0,0,0,0,0,0,193,1
0,1.92,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,3,1
0,0.48,0.48,0,0,0.96,0,0,0,3.36,0,0,0,0,0,0,0,0,0,17,1
0,0,0,0,0.52,0.52,0,0,0,4.16,0,0,0,0,0,0,0,0,0.073,27,1
0,0.55,0,0.27,1.94,1.67,0,0.27,1.94,2.5,0,0.55,0.55,0,0,0,0,0,0,48,1
0.26,1.45,0,0,0.1,0.1,0.21,0,0,3.38,0,0,0.32,0,0,0,0,0,0,289,1
0.1,0.1,0.1,0,0.2,0.2,0.4,0.91,0,1.72,4.26,0.4,0.2,0,0,0,0,0,0,494,1
0,0,0,0,0,0,1.23,2.46,0,2.46,0,0,0,0,0,0,0,0,0,12,1
0.1,0.7,0,0,0.2,0.3,0.1,0.3,0,2.61,0,0,0.4,0,0,0,0,0,0,148,1
0.08,0.76,0.25,0.17,0.59,0.08,0.17,0.25,0.93,1.61,0.17,0.85,0.08,0,0,0,0.17,0.08,0,669,1
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0.714,11,1
0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,169,1
