@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,12,14-17,19-20,25,28,31,34,37-38,41,44-47,49,51-52,55-56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,3.8,23,1
0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913,27,1
0.5,0,0,1.51,1.01,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.089,3.416,53,1
0,0,0,0.56,0,0,0,0.56,0,2.25,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0.606,2.36,19,1
0,0,0,1.44,0.64,0,0,0,0.16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,1.891,24,1
0,0.39,0,0.19,0.39,0,0,0.98,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,2.128,31,1
0,0,0,1.65,1.65,0,0,0.82,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,11,1
0.5,0.46,0,0.15,0.73,1.27,0.03,0.23,0.42,3.08,0,0,0,0,0,0,0,0,0,0.03,0,0,0.011,0,0.335,7.202,595,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0.215,4.277,27,1
0.14,0.14,0,0.29,0,0,0,0.87,0.29,3.66,0,0,0,0,0,0.29,0,0,0,0.58,0,0,0,0,0.265,3.121,38,1
0,0.66,0,0.33,0.66,0,0,0.33,0,2.64,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.583,4.024,121,1
0.51,0.51,0,0,0,0,0.51,2.07,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,2.676,17,1
0.54,0,0,0.54,0.54,0,0,0.54,0.54,4.32,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,1.182,5.454,68,1
0,0.9,0,0,0,0,0,0.9,0,3.63,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.165,6.266,41,1
0.17,0.26,0,0.35,1.25,0,0.62,0.62,0.08,2.5,0.17,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.212,6.815,583,1
0.19,0.19,0,0.19,0.39,0,0,0.59,0.39,4.52,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.258,3.112,43,1
0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,3,1
0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,1.806,1.293,5,1
0,0,0,0,0.76,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.766,5.607,25,1
0.14,0.14,0,0,0.58,0,0,0.14,0,2.35,0.14,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.204,2.962,73,1
0,1.63,0,0,0,0,0,1.63,1.63,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0.54,14.818,140,1
0,0.38,0,0.38,0,0,0.19,0.19,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,6.789,132,1
0,0.52,0,0.52,0,0,0,0.52,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,2.22,20,1
0.1,0.1,0,0.2,1.04,0,0,0.1,1.14,2.4,0.93,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.785,4.064,92,1
0.64,0,0,1.28,0.64,0,0,0.64,0.64,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,2.333,22,1
0,0,0,0.43,0,0,0,0.43,0,2.17,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,1.133,1.2,6,1
0,0.11,0,0.58,0.92,0,0,0.46,0.23,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.322,2.576,48,1
0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,4.35,31,1
0,0,0,0,0,0,0,1.28,0,3.84,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0.23,5.538,41,1
0,0,0,0,0.47,0,0,0,0.47,0.94,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0.217,1.48,11,1
0,0,0,0.36,0.73,0,0,0.36,0.73,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,3.787,58,1
0,0,0,0,1.29,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,25,1
0.63,0,0,1.27,0.63,0,0,0.63,0.63,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.501,2.458,22,1
0.65,0,0,1.3,0.65,0,0,1.3,0.65,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,2.44,22,1
0,0,0,0.36,0.73,0,0,0.36,0.73,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,3.787,58,1
0.18,0,0,1.57,0.54,0.06,0,0,0.72,4.49,0.24,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0.01,1.736,12,1
0,0,0,0,0,0,0,6.25,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0.67,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.802,2.527,20,1
0,0,0,1.21,0,0,0,2.43,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.18,0,0,1.59,0.55,0.06,0,0,0.73,4.4,0.24,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,1.748,12,1
0.29,0,0,0.29,0,0,0,0,2.93,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361,6,1
0,0,0,0,0,0,0,0.68,2.73,1.36,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143,3.737,75,1
0.33,0,0,0.22,0.33,0,0,0.55,0,1.76,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.367,2.559,75,1
0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,1
0,0,0,0,0,0,0,0,3.84,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,1.21,3,1
0,0,0,0.45,0.45,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,8.517,72,1
0.1,0,0,0.1,0.64,0.32,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,1.901,29,1
0,0,0,0.62,0,0,0,0.15,0.15,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,3.278,23,1
0,0,0,0.4,0,0,0,0,0.61,2.45,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.382,7.538,55,1
0,0,0,0.21,0.64,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,2.104,29,1
0.28,0,0,1.43,1.14,0,0,0.14,0.42,3.86,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.094,1.42,27,1
0.56,0,0,0.28,1.41,0,0,0,1.41,0.84,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289,3.979,47,1
2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666,13,1
0.5,0,0,0.25,2.26,0,0,0.5,1,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,4.2,60,1
0.09,0,0,0.36,0.72,0.36,0,0,0,2,0,0,0,0,0,0,0,0,0,0.27,0,0,0.015,0.03,0.242,3.816,69,1
0,0,0,0.36,0.36,1.09,0,1.81,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1.287,5,1
0.45,0.68,0,1.92,1.81,0,0.79,0.22,0.11,2.38,0,0,0,0,0,0,0,0,0,0,0.11,0,0.019,0,0.574,3.155,94,1
0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,16,1
0,0,0,1.28,0,0,0,0.64,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,2.466,18,1
0,0.84,0,0,0,0,0,0.84,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,5,43,1
0.11,0.22,0,0.45,0.34,0.11,2.16,0,0.45,3.53,0,0,0,0,0,0,0,0,0,0.45,0,0,0.018,0,0.265,4.215,144,1
0.42,0.46,0,0.19,0.77,1.32,0.03,0.23,0.54,3.06,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.438,6.134,153,1
0,0.44,0,0,0.88,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,3.666,82,1
0.7,0,0,0.7,0,0,0,0,1.05,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,4.596,60,1
0,0.8,0,0.8,0,0,0,0.8,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,3.115,19,1
0,0.75,0,0,0.75,0,0,1.5,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,1.023,3,1
0,0,0,0,0,0,0,2.23,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,2.263,24,1
0.1,0.2,0,0.8,0.7,0,1.61,0.1,0,1.31,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.49,8.55,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.481,49,1
0,0,0,0.38,0,0,0,0.38,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,2.08,12,1
0.32,0,0,0.98,0,0,0,0,0,0.32,0.98,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.858,337.25,1146,1
0.16,0.24,0,0.41,1.24,0,0.66,0.82,0.16,2.32,0.16,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.25,5.872,581,1
0.17,0,0.17,1.44,0.51,0.05,0,0,0.69,4.14,0.23,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,2.051,51,1
0.17,0,0,1.47,0.52,0.05,0,0,0.7,4.17,0.23,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,1.79,12,1
0,0,0,0,6.06,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,14,1
0.08,0.08,0,0.85,0.59,0,2.21,0.25,0.08,1.61,0.17,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0,0,0.408,7.55,669,1
0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,3.809,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.221,3.812,15,1
0,0,1.26,0,0,0,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0.979,8.476,68,1
0.31,0,0,0.47,1.42,0,0,0,1.58,2.05,1.58,0,0,0,0,0,0,0,0,0.15,0,0,0,0,1.3,5.241,97,1
0,0.37,0,0.37,0.74,0,0.37,3.34,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,5.985,58,1
0.17,0,0.17,1.43,0.51,0.05,0,0,0.69,4.2,0.23,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,2.093,51,1
0,0.37,0,0.37,0.74,0,0,0.37,1.49,3.73,2.61,0,0,0,0,0,0,0,0,0.37,0,0,0,0,1.199,3.337,64,1
0,0,0,0.88,0.44,0.22,0,0,0,0.66,0,0,0,0,0,0,0,0,0.44,0,0,0,0.037,0,0,3.384,21,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,1.666,5,1
0.07,0.22,0,0.52,0.82,0,0.15,0,0.07,3.3,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,3.446,74,1
0,0,0,0,0.54,0,0,0.54,2.73,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592,32,1
0,0,0,0.96,0.96,0,0,1.44,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,2.586,44,1
0,0,0,0.64,0.32,0,0,0.32,0.32,2.27,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,1.494,10,1
0,0,0,0.27,0.82,0,0,0.82,0.54,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,4.6,139,1
0.1,0.2,0,0.8,0.7,0,1.61,0.1,0,1.31,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.491,8.55,669,1
0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,1.477,8,1
0.09,0.49,0,0.39,1.57,0,0,0,0.09,3.75,0.09,0,0,0,0,0,0,0,0,0,0,0,0.768,0,5.848,5.96,54,1
1.47,0,0,0,0,0,0,7.35,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,6.294,63,1
0.05,0.05,0,0.34,0.28,0,0,0.17,0,1.09,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.019,0,0.099,4.906,95,1
0,1.32,0,0,2.65,0.44,0,0.44,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,8.666,123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,3.111,10,1
0.54,0,0,2.16,0,0,0,0,1.08,2.7,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,1.49,19,1
1.06,0,0,1.06,0.7,0,0.35,0.7,0,6,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.381,2.021,12,1
0.8,0,0,1.61,0,0,0,0.8,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,2.638,22,1
0.18,0,0,1.57,0.54,0.06,0,0,0.72,4.41,0.24,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,1.766,12,1
0,0,0,0.38,0,0,0,0.38,0,3.43,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0.121,2.08,12,1
0,0,0,0.63,0.31,0,0,0.31,0.31,2.55,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,1.515,10,1
0,0,0,0.22,0.88,0,0,0.22,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.13,7.4,75,1
0.74,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,1.846,12,1
0.5,0.25,0,0.08,0.9,0.92,0.02,0.33,0.42,3.05,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0.325,6.723,445,1
0,0,0,0.3,0.3,0,0,0.3,0.3,2.12,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1.752,11,1
0.43,0,0,0.87,2.18,0,0,0,1.74,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,5.114,107,1
0,0.57,0,0,0.57,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,1.421,7,1
0,0,0,0.38,0,0,0,0.38,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,2.062,12,1
0,0,0,1.21,1.21,0,0,0,4.87,2.43,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,104.666,311,1
0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,5,95,1
0.34,0,0,0.17,1.38,0,0,0.34,1.03,1.9,1.55,0,0,0,0,0,0,0,0,0.17,0,0,0,0,1.275,5.598,78,1
0,0.46,0,1.38,0,0,0,0.92,0,0.92,0.46,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0.795,4.869,66,1
0.67,0,0,0,0,0,0,0,0,1.35,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,2.362,3.384,37,1
0,0,0,1.42,0.95,0,0,0,0.95,2.38,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0.496,5.187,80,1
0.1,0.2,0,0.8,0.7,0,1.61,0.1,0,1.31,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.49,8.55,669,1
0,0,0.58,0,0,0,0,0,0.29,2.91,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434,3.281,64,1
0,0,0,0.36,0.12,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,1.335,11,1
0,0,7.07,0,0,0,0,0.45,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0,0,0.153,0,0,2.47,27,1
0,0.4,0,0.4,0,0,0.4,0.8,0,2,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.116,4.058,54,1
0,0.55,0,2.22,0.55,0,0,0.55,3.88,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.191,4.59,140,1
0.44,0,0,0.44,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.444,2.448,16,1
0,0,0,1.66,1.66,0,0,3.33,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424,24.333,59,1
0,0,0,1.13,0,0,0,1.13,1.13,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925,17,1
0,0.39,0,0.39,0.39,0,0,0,0.19,0.59,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.174,4.965,97,1
0.39,0,0,0,1.19,0,0,0.39,0.39,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,3.5,30,1
0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,3.965,67,1
0,0.9,0,0.9,0,0,0,1.81,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,5.3,66,1
0,0,0,1.21,0.8,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,4.49,24,1
0,0.95,0,0,0,0,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.269,4.18,45,1
0,0,0,0.21,0.64,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,2.104,29,1
0,0.35,0,0,0.53,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.418,158,1
0.18,0,0,0.36,0.63,0.36,0,0,0.09,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.029,4.192,48,1
0.1,0,0,0.4,0.5,0.6,0,0.91,0.2,1.72,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,6.918,494,1
0,0,0,0,0.48,0,0,0.96,0,5.79,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.26,1.117,4,1
0.25,0,0,0.5,0.76,0,0,0.5,0,1.52,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.082,1.89,18,1
0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0.769,2.125,12,1
0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,9.29,75,1
0,0,1.29,1.29,0,0,0,1.29,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0.936,4.586,24,1
0.08,0.08,0,0.85,0.59,0,2.21,0.25,0.08,1.61,0.17,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0,0,0.403,7.484,669,1
0,0,0,1.56,0.31,0,0,0.31,0.62,2.82,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,2.132,22,1
0,0,0,0.97,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0.834,3.052,68,1
0.09,0,0,0.29,1.35,0,0,0.29,0.19,2.51,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.374,9.039,148,1
0,0,0,0.4,0.4,0,0,0.2,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0.424,4.125,21,1
0,0,0,2.17,2.17,0,0,2.17,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,5,1
0.44,0,0,0.89,1.33,0,0,0.44,0,4.46,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,1.131,2.428,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0.952,4.823,13,1
0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,3.8,17,1
0.17,0.26,0,0.53,1.33,0,0.62,0.62,0.08,2.66,0.17,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.225,6.725,583,1
0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,4.512,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938,33,1
0,0,0,2.63,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.818,46,1
0.22,0.88,0,0.22,0.88,0,1.1,0.66,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659,9.1,65,1
0.1,0.1,0,0.07,0.53,0,0,0.17,0.03,0.81,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.006,2.106,46,1
0,0,0,0.21,0.84,0,0,0.21,0,0,0,0,0.42,0,0,0,0,0,0,0,1.48,0,0,0,0,2.807,39,1
0,0.82,0,1.14,2.13,0,0,0.16,0,1.47,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,2.257,13,1
0,0.22,0,0,0.68,0,0.68,0.45,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0.919,4.444,138,1
0,0,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,2.333,19,1
0.09,0.49,0,0.49,1.57,0,0,0,0.09,3.74,0.09,0,0,0,0,0,0,0,0,0,0,0,0.765,0,5.803,5.944,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1.987,28,1
0,0.28,0,1.4,0.84,0,0,0.28,0,1.68,0,0,0,0,0,0,0.28,0,0.28,0.28,0,0,0,0.068,0.034,5.635,114,1
0.15,0,0,1.23,0.3,0,0.15,0.3,1.54,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,1.377,13,1
0.07,0,0,0.3,1.31,0,0.07,1.39,0.15,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,3.211,84,1
0.25,0.17,0,0,0.86,0,0,0.08,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,2.531,89,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.428,62,1
0,0,0,0.53,1.07,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,4.391,66,1
0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,1.75,7,0
0,0,0,1.85,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0.18,0.06,0,0.18,0.6,0,0,0.24,0.12,0.78,0,1.93,0.18,0.3,0,0.18,0,0,0,0.18,0,0,0,0,0.044,1.873,29,0
0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.647,16,0
0,0,0,0,1.58,0,0,0,0,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,5.5,10,0
