@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
1.18,0.39,0,0.98,0.19,0.39,0,0.19,0,0.98,1.38,0,1.38,0,0,0,0,0,0,0,0,0.238,0.317,1
0.52,0.42,0,0.03,0.03,0.8,0.56,1.19,0.03,0.24,1.43,0,0.63,0,0,0,0,0,0,0,0,0.077,0.543,1
0,0,0,1.05,0.52,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.194,0,1
0,0,0,0,0,0.65,0,0,0,0.43,0.43,6.75,0,0,0,0,0,0,0,0,0,0,0.146,1
0,4.76,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.04,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.18,0,0,0.11,0,0,0,0.02,0,0.04,0.07,0,0,0,0.02,0,0,0,0.116,0,1
0.39,0.46,0,0.03,0,0.66,0.62,1.29,0.03,0.23,1.36,0,0.46,0,0,0,0,0,0,0,0.006,0.078,0.496,1
1.63,0,0,0,0,0,0,0,0,0.81,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.89,0,0,0,0.12,0.12,0,1.14,0,1.27,0,0.12,0,0,0.12,0,0,0,0,0,0.185,0.061,1
0.3,0,0,0.92,0,0,1.53,0,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0.051,0.207,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,1
0.47,0.31,0,0.13,0.05,0.76,0.58,1.26,0,0.26,1.5,0,0.34,0,0,0,0,0,0,0,0.004,0.066,0.764,1
0,0,0,0,0,0.55,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0.099,0,1
0,0.34,0,0,0.17,0.51,0.17,0,0.17,0.17,0.51,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.42,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0.075,0.3,1
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.173,0,1
0,0,0,0.47,0.47,2.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.799,1
0,0,0,0.62,0.62,1.88,0,0,0.31,1.56,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.79,0,0,0,0,0,0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0.271,0.135,1
0.29,0.29,0,0,0,0,0,0,0,0.58,1.46,0,0,0,0,0,0,0,0,0,0,0,0.046,1
0,0.02,0,0,0,0.35,0,0,0,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0.004,0.017,1
0.49,0,0,0.24,0.24,0,0,0,0,0.49,1.99,0,0,0,0,0,0,0,0,0,0,0.035,0.035,1
0.1,0,0,0.1,0.1,0.2,0,0.6,0,0.91,1.72,0,0.2,0,0,0,0,0,0,0,0,0.093,0.156,1
0,0,0,0.18,0.37,0,0.18,0,0,1.12,0.93,0,0,0,0.18,0,0,0,0,0,0,0.066,0.165,1
0.07,0.37,0,0.29,0.07,0.37,0.14,0,0.07,0,1.85,0,0.07,0,0,0,0,0,0,0,0.052,0.073,0.167,1
0,0,0,0,1.41,0,0,0,0,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0.145,1
0,0,0,0,1.31,1.31,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0.117,1
0,0,0,1.01,0,0,0,0,0,0,0,0,0.4,0,0,1.62,0,0,0,0,0,0.152,0.121,1
0.16,0,0,0.16,0.33,0.5,0,0,0,0,3.69,0,0.33,0,0,0,0,0,0,0,0,0.19,0.054,1
0,0,0,0,0,0,0,0,2.38,0,2.97,0,0,0,0,0,0,0,0,0,0,0.105,0.42,1
0.08,0.08,0,1.02,0.25,0.08,0.17,0,2.21,0.25,0.42,0,0.08,0,0,0,0,0,0,0.08,0,0.065,0.118,1
0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0.16,0,0.16,0,0.08,0.24,0,0,0.16,2.06,0,0.66,0,0,0,0,0,0,0,0,0,0.113,1
0.95,0,0.95,0.95,0,0,0,0,1.42,0.47,0.95,0,0.47,0,0,0,0,0,0,0.47,0,0.791,0.452,1
1.47,0,0,0,0,1.47,1.47,0,0,7.35,1.47,0,4.41,0,0,0,0,0,0,0,0,0,0.254,1
0,0,0,0,5.4,0,0,0,0,5.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0.21,1
0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,1
0,1.12,0,0.56,1.12,0,0,0,0,2.25,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.88,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.44,0,0,0,1
0.19,0.76,0,0.19,0.19,0.38,0,0,2.86,0.19,2.09,0,0,0,0,0,0,0,0,0,0,0.151,0.303,1
0,0,0,0.64,0.32,0,0.32,0,0,0.32,3.24,0,0.32,0,0,0,0,0,0,0,0,0.106,0.159,1
0,0,0,0,0.72,0,0,0,0,1.45,0,0,0,0,0,0,0,0.72,0,0,0,0.373,0.124,1
1.23,0,0,0.46,0,0.61,1.07,0,0,0,0.92,0,1.23,0,0,0,0,0,0,0,0,0.057,0.289,1
0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,1
1.24,0.41,0,0,0,0,0,0,0,0.41,1.24,0,0.41,0,0,0,0,0,0,0,0,0.068,0.549,1
0.48,0,0,0,0.97,0,0,0,0,0,1.45,0,0,0,0.48,0,0,0,0,0,0,0,0.232,1
0,0.56,0,0,1.12,0,0.56,0,0,0.56,1.68,0,0,0,0,0,0,0,0,0,0,0.25,0.333,1
0,0,0,0.51,0,0,0,0.51,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0.074,0.149,1
0,0,0,0,0.52,1.04,1.56,0,0.78,0,1.56,0,0,0,0,0,0,0,0,0,0,0.08,0.402,1
0,0.39,0,0,0,0,0,0,0,0.98,0.78,0,0,0,0,0,0,0,0,0,0,0.128,0.16,1
0,0,0,0,0,0,0,0,0,2.94,0.73,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.26,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0.431,0,0.215,1
0.16,0,0,0.49,0,0.16,0.4,0.08,0,0,0.65,0,0.08,0,0,0,0,0,0,0,0.014,0.058,0.232,1
0,0,0,1.4,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0.24,0,1
0,0,0,0,0,0,2.63,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0.144,0,0,1
0,0,0,0.2,0,1.01,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0.03,0.302,1
0.17,0,0,0.08,0.08,0.08,0.17,0.17,0,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0.081,0.013,1
0.5,0.4,0,0.03,0.13,0.78,0.54,1.15,0.03,0.27,1.42,0,0.61,0,0,0,0,0,0,0,0,0.074,0.519,1
0.09,0,0,0.09,0,0,0,0.36,0,0,3.36,0,0.09,0,0,0,0,0,0,0,0.015,0.047,0.031,1
0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.18,0.27,0,1
0.31,0,0,0,0,0,0,0,0,0.31,0.62,0,0.62,0,0.31,0,0,0,0,0,0,0.055,0.111,1
0,0.45,0,0.45,0.45,1.8,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.281,0,1
0,0,0,0,1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.268,0,1
0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.2,0,0,0,0,0,0,0.61,4.49,0,0,0,0,0,0,0,0,0,0,0.223,1
0.08,0,0,0,0,0,0,0,0,0.08,0.23,0,0,0,0,0,0,0,0,0,0,0.228,0.038,1
0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0.121,0,1
0,0,0,0.44,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.078,0.078,0,1
0,0,0,0,0,0,0,0,0,0,5.29,0,1.32,0,0,0,0,0,0,0,0,0,0.069,1
0,0,0,0,0,0,0,0,0,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0.133,0.267,1
0,0,0,0.65,0,0.65,0,0,0,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0.524,1
0,0,0,1.27,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.109,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,1
0,0,0,0.44,0,0,0,0,0,1.34,4.48,0,0,0,0,0,0,0,0,0,0,0.075,0,1
0,0.55,0,0,1.11,0,0.55,0,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0.248,0.331,1
0.52,1.31,0,0.26,0.79,0.79,0.79,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.138,0,1
0.56,0,0,0.84,0,0.28,0,0,0,0,2.83,0,0.84,0,0,0,0,0,0,0,0,0.129,0.043,1
0,0,0,0,0.45,0.45,0.45,0,0,1.81,1.36,0,0,0,0,0,0,0,0,0,0,0.16,0.16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,1
0,0,0,1.61,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.22,0,0,0,0.22,0,0,0.44,0,0,0,0,0,0,0,0,0,0.037,0.224,0.187,1
0,0.02,0,0,0,0.35,0,0,0,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0.004,0.017,1
0,0,0,0.6,0,0,0,0,0,0.3,1.21,0,0.6,0,0,0,0,0,0,0,0,0.142,0.142,1
0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,1
0.77,0.38,0,0.57,0,1.15,0.38,0,1.15,0.19,1.15,0,0.77,0,0.19,0,0,0,0,0,0.027,0.027,0.191,1
0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.29,0,0.59,0.29,2.22,0,0,1.04,0.29,0.59,0,0,0,0,0,0,0,0,0,0,0.084,0.21,1
0,0,0,0.48,0,0,0,0,0,0.48,1.44,0,0.24,0,0,0,0,0,0,0,0,0.036,0.184,1
0.09,0,0,0.09,0,0,0,0.36,0,0,3.38,0,0.09,0,0,0,0,0,0,0,0.015,0.046,0.03,1
0,0,0,0,1.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.81,0,0,0,1.21,0,0,0,0.4,1.62,0,0.4,0,0,0,0,0,0,0,0,0,0.272,1
0.09,0.49,0,0.19,0,0.39,0.19,0,0,0,1.08,0,0.19,0,0,0,0,0,0,0,0.778,0.037,0.979,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.254,0,1
0.14,0,0,0.58,0.14,0.43,0,0,0.14,0.29,1.02,0,0.29,0,0,0,0,0,0,0,0,0.097,0.024,1
0,0,0,0.63,0,0.63,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0.103,0.206,1
0,1.51,0,0,0,3.78,0,0,1.51,0,3.03,0,0,0,0,0,0,0,0,0,0,0,1.237,1
0.2,0.81,0,0,0,0,0,0,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0.338,1
0,0.35,0,0,0,0,0,0,0,1.05,1.4,0,0,0,0,0,0,0,0,0,0,0.122,0,1
0,0.54,0,0,1.08,0.54,0,0,0,2.17,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35,0.1,0,0.15,0,0.75,0.25,0,0,0.15,1.75,0,0.8,0,0,0,0,0,0,0,0.008,0.035,0.131,1
0.48,0.2,0,0.2,0,0.97,0.13,0,0,1.11,0.97,0,0.69,0,0,0,0,0,0,0,0,0.105,0.305,1
0,0,0,0,0.35,0.17,0,0,0,0.35,0.17,0,0,0,0,0,0,0,0,0,0,0.057,0.171,1
0.77,0.38,0,0.57,0,1.34,0.38,0,1.15,0.19,1.15,0,0.77,0,0.19,0,0,0,0,0,0.027,0.027,0.191,1
0.18,0,0,0.36,0.06,0.06,0.3,0.06,0,0,1.08,0,0.06,0,0,0,0,0,0,0,0.01,0.052,0.169,1
0,0.33,0,0.33,0.66,0.16,0,0,0,0.82,0.99,0,0.33,0,0,0,0,0,0,0,0,0.025,0.05,1
0,0,0,0,0,0,0,0,0,0.11,0.23,0,0,0,0,0.58,0.11,0,0.35,0.46,0,0.381,0,1
0,0,0,0,0,0,0,1.07,0,1.07,2.15,0,1.07,0,0,0,0,1.07,0,0,0,0,0.598,1
0.14,0.14,0,0,0,0.29,0,0,0,0,1.02,0,0.44,0,0,0,0.29,0,0,0,0,0.204,0.153,1
0.1,0.2,0,0.8,0.5,0.1,0.3,0,1.61,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0.11,0.157,1
0.76,0.19,0,0.12,0,0.31,0.31,0.38,0,0.38,1.26,0,0.76,0,0,0,0,0,0,0,0,0.087,0.241,1
0,0,0,0,0.97,0,0,0,0,0.97,1.94,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.63,0,0,3.27,0,0,0,0,1.63,1.63,0,0,0,0,0,0,0,0,0,0,0.36,0.18,1
0,0,0,0,0,0,0,0,0,0.77,2.32,0,0,0,0,0,0,0,0,0,0,0.268,0.403,1
1.36,0,0,0,0.68,0,0.68,0,0,1.36,2.05,0,0,0,0,0,0,0,0,0,0,0,0.2,1
0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0.291,0,1
0,0,0,0,0,1.29,0,0,0,2.59,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.16,0,0.16,0.08,0.08,0,0.08,0,0.48,0.73,0,0.16,0,0.08,0,0,0,0,0,0,0.085,0.097,1
0.72,0,0,0.72,0.72,1.45,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0.404,0,1
0.25,0,0,0,0.25,0,0,0,0,0.5,1.01,0,0,0,0,0,0,0,0.25,0,0,0.041,0.041,1
0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0.084,0.254,1
0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0.13,0,1
0,0,0,0.21,0.1,0.21,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.118,1
0,0,0,0,1.21,1.21,1.21,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,1
0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0,0.08,0.08,0.08,0.17,0.17,0,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0.081,0.013,1
0,0.39,0,0,0,0.78,0,0,0.39,3.51,1.17,0,0,0,0,0,0,0,0,0,0,0.066,0.132,1
0.35,0.1,0,0.15,0,0.75,0.25,0,0,0.15,1.75,0,0.8,0,0,0,0,0,0,0,0.008,0.035,0.131,1
0.59,0,0,0,1.18,1.18,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,1
0.41,0,0,0,0.41,0,0.41,0,0,0,1.23,0,0.41,0,0,0,0.41,0,0,0,0,0.067,0,1
0,0.38,0,0,0,0,0,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0.35,0.35,1
0,0,0,0,0,0,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.15,0,0,0,0,0.15,0,0,0,0.45,0,0.3,0,0,0,0,0,0,0,0.058,0.145,0,1
0,0,0,0,0,0,0,0,2.11,0,2.64,0,0,0,0,0,0,0.52,0,0,0,0.19,0.475,1
0.1,0.2,0,0.8,0.5,0.1,0.3,0,1.61,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0.11,0.157,1
0.43,0,0,0,0.86,0,0,0,0,0,4.76,0,1.29,0,0,0,0,0,0,0,0.14,0,0,1
0,0,0,0,0,1.19,0,0,0,1.19,3.57,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.34,0,0.4,0.06,1.36,0.95,0,0.2,0,0.81,0,0.27,0,0,0,0,0,0,0,0.013,0.052,0.197,1
0,0,0,0,0,0,0,0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,1
0.41,0,0,0,0,0.83,0,0,0,0,1.25,3.75,0,0,0,0,0,0,0,0,0,0,0,1
0,0.55,0,0,0.55,0,0.55,0,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0.259,0.345,1
0,0,0,0,0.27,0.27,0,0,0,1.35,2.44,10.86,0.54,0,0,0,0,0,0,0,0,0,0.141,1
0,0,7.07,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0.22,0,0,0,0,0.153,0.092,0,1
0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,1
0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0.787,1
0.07,0,0,0.23,0.07,0.23,0.63,0,0,0.47,1.49,0,0.31,0,0,0,0,0,0,0,0,0.012,0.077,1
0.05,0,0,0.17,0.05,0,0,0,0,0.76,1.3,0,0.05,0,0,0,0,0,0,0,0.009,0.129,0.259,1
0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.436,0.436,0,1
0,0,0,0,0.51,1.03,1.54,0,0.77,0,1.54,0,0,0,0,0,0,0,0,0,0,0.079,0.434,1
0,1.11,0,0,0,0,1.11,0,0,3.35,1.11,0,0,0,0,0,0,0,0,0,0.19,0,0.095,1
0.1,0.5,0,0.2,0,0.4,0.2,0,0,0,1.1,0,0.1,0,0,0,0,0,0,0,0.78,0.037,1.334,1
0,0.28,0,0,0.28,0.56,0,0,0,0.28,1.96,0,0,0,0,0,0.28,0,0,0,0,0.137,0,1
0.38,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,1
0.42,0,0,0,0.42,0.21,0.21,0,0,0,1.49,5.78,0.21,0,0,0,0,0,0,0,0,0,0.075,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.188,1
0,0,0,1.1,0.36,0,0,0,0,0.36,2.95,0,0,0,0,0,0,0,0,0,0,0.118,0.888,1
0.2,0.1,0,0.2,0,1.2,0.1,0,0.1,0.4,2.51,0,0,0,0,0,0,0,0,0,0.017,0.159,0.406,1
0,1.49,0,0,2.98,1.49,0,0,0,1.49,2.98,0,0,0,0,0,0,0,0,0,0,0.171,0.171,1
0.08,0,0,0.33,0,0,0.16,0,1.69,0.08,0.42,0,0.08,0,0,0,0,0,0,0.08,0.012,0.101,0.101,1
0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,0,0,0.32,0,0.64,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0.213,0.106,1
0.64,0,0,0,0,0,0,0,0,1.29,2.58,0,0,0,0,0,0,0,0,0,0,0,0.37,1
0,0.56,0,0.56,2.25,0.56,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.083,0,1
0,0,0,0,0.16,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.088,0.752,1
0.27,0.27,0,0.27,0,0.83,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0.279,0.093,1
0.08,0.08,0,0.17,0.08,0.17,0,0.08,0,0.53,0.89,0,0.17,0,0,0,0,0,0,0,0,0.054,0.109,1
0,0.54,0,0.54,2.16,0.54,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0.162,0,1
0,0.18,0,0.73,0.73,0.27,0.27,0,1.47,0.09,0.64,0,0.18,0,0,0,0,0,0,0.09,0,0.094,0.134,1
0,0,0,0,0.31,0,0,0,0,0,0.31,0,0,0,0,0.31,0,0,0,0,0.043,0.086,0.173,1
0,0,0,0,0,0,0,0,0,0,0.4,7.63,0,0,0,0,0,0,0,0,0,0.133,0.133,1
0,0,0,0,0.54,1.09,0,1.09,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0.086,0.258,1
0,0.31,0,0.1,0,0.52,0.63,0.1,0.1,0.21,1.69,0.31,0.1,0,0,0,0,0,0,0,0,0.016,0.032,1
