@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3-5,7,12,15,17-18,20,23-24,27,33,39,41,43,47-50,52-53,56,58'

@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_data numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.31,0,0.31,0.31,0.95,0,0.63,0.31,2.54,0,0.63,0,0,0,0,0,0,0,0,0.051,0.102,0,138,1
0.09,0,0.39,0.09,0.48,0,0.19,0,4.1,0.39,0.19,0,0,0,0,0,0,0,0,0.14,0.326,0.155,494,1
0.28,0,0.09,0.04,0.52,0,0.14,0,0.04,0.38,0.14,0,0,0,0,0,0,0,0,0.061,0.007,0.099,14,1
1.11,0,1.11,0.74,0.37,0,0.37,0,2.98,0,0.37,0,0,0,0,0,0,0,0,0,0.368,0.552,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.92,0,0.46,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,1.663,0.249,636,1
0.98,0.49,0,0.49,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0.862,0,272,1
0.94,0,0.47,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,1.68,0.168,636,1
0.89,0,1.78,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,12,1
0,0,3.12,1.04,2.08,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,4,1
0.78,0,1.57,0,0,0,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0.682,0.341,22,1
0,0,0,0.86,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0.151,0.759,0,10,1
0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.034,0,15,1
0,0,0.53,1.07,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,14,1
0,0,0,0,0.3,0,0,0,0,0.76,1.23,0,0,0,0,0,0,0,0,0.057,0.52,0.289,84,1
0.23,0,0.23,0.23,0.23,0,0.71,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0.238,0,38,1
0,0,0,0.74,0.74,0,3.73,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.355,0.118,7,1
0.9,0,0.45,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,1.631,0.244,708,1
0.91,0,0.45,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,1.633,0.245,708,1
1.31,0,0,0,1.31,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0.212,25,1
1.31,0,0,0,1.31,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0.212,25,1
1.81,0,0,0,0.72,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0.334,1.203,0.467,393,1
0.5,0,0.5,0.5,0,0,1.01,1.01,0,0,0,0,0,0,0,0,0,0,0,0.089,0.178,0,17,1
0.14,0,0,0.14,0.98,0,0.28,0,2.53,0.84,0.28,0,0,0,0,0,0,0,0,0,0.045,0.342,79,1
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.266,16,1
0.32,0,0.65,0.32,0.32,0,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0.111,0,0.166,10,1
0.17,0,1.52,0.05,0.52,0,0.64,0.05,0.23,0.82,0.05,0,0,0,0,0.05,0,0,0.01,0.052,0.01,0.167,13,1
0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597,0,26,1
0.27,0,0.54,0.27,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.04,0.489,0.04,19,1
0.4,0,0,0.2,0.4,0.2,0,0,3.03,0,0.4,0,0,0,0,0,0,0,0.033,0.066,0.133,0.066,30,1
0,0,0,0,0.9,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0.146,0.292,0,38,1
0.72,0,1.45,0,1.09,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0.056,0.963,0.113,47,1
0,0,0.98,0,0.98,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,18,1
0.3,0,0.3,0,0.3,0,0.3,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0.211,0,0.211,11,1
0,35.46,0.58,0.58,0,0,0.58,0.58,0,0,1.16,0,0,0,0,0,0,0,0,0,0.239,0.239,123,1
0.29,0,0.29,0.29,0.87,0,0.58,0.29,2.61,0,0.58,0,0,0,0,0,0,0,0,0.046,0.14,0,139,1
0.46,0,0.05,0.05,0.96,0,0.44,0,0,1.01,0.33,0,0,0,0,0,0,0,0,0.068,0.346,0.793,199,1
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.053,134,1
0.55,0,2.23,0.55,0.55,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0.258,1.207,0.345,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.519,0,0.692,25,1
0,0,1.2,1.2,1.2,0,4.81,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.331,0,295,1
0.6,0,0.6,0.6,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0.412,0.619,0.103,33,1
0,0,0,1.47,0,0,2.94,0,1.47,0,0,0,0,0,0,0,0,0,0,0.147,0.294,0.147,281,1
0.47,0,0.05,0.05,0.97,0,0.44,0,0,1.11,0.34,0,0,0,0,0,0,0,0,0.068,0.344,0.784,193,1
0.48,0,1.45,0,0.97,0,0.97,0,0,0.48,0,0,0,0,0,0,0,0,0,0.084,0.421,0.252,80,1
0.42,0,0,0,0.84,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0.075,0.6,0.3,82,1
1.04,0,1.04,0,0.34,0,0,0,2.09,0.34,0,0,0,0,0,0,0,0,0,0.105,0.157,0.105,60,1
0,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.263,0.105,110,1
0.26,0,0.26,0,1.06,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.299,0.471,0,15,1
0.55,0,0.55,0,1.11,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0.484,0.08,85,1
0,0,1.06,1.6,0,0.53,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.239,0.159,0,51,1
0,0,0.8,0.8,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.134,0.269,0,19,1
0,0,0,0.9,0,0,0.9,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0.564,0,19,1
0,0,3.84,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,10,1
0.37,0,0.14,0,1.42,0.03,0.07,0.07,0,0.33,0.18,0,0,0,0,0.11,0,0,0.006,0.159,0.069,0.221,72,1
0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0.264,0,0,0,13,1
0,0,0,0,1.21,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0.146,0,0.097,77,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.561,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0,5,1
0,0,0,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.327,2.295,0.218,28,1
0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,2.865,0.301,23,1
1.16,0,3.48,0,0.58,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.085,0.171,0.085,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.51,0.34,23,1
0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.129,0.129,0.194,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,42,1
0.38,0,1.14,0,0.76,0,1.72,0.38,0.38,0,0,0,0,0,0,0.19,0,0,0,0.171,0.294,0.147,430,1
0.7,0,0.2,0,1.3,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0.141,0.352,0.056,148,1
1.08,0,0.79,0.49,0.69,1.58,0,1.08,0.19,0.59,0.19,0,0,0,0,0.19,0,0,0,0.092,0.417,0.154,669,1
1.29,0,0,0,1.29,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.208,25,1
0.38,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,21,1
0.19,0,0.87,0.09,0.68,0.09,1.07,0.39,0.78,0.09,1.36,0,0,0,0,0,0,0,0.015,0.18,0.045,0.015,40,1
0.95,0,0.95,0.95,0.47,0,0.47,0,0,1.42,0,0,0,0,0,0,0,0,0,0.076,1.306,0.23,91,1
0.8,0,1.6,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1.566,0.361,22,1
0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,51,1
0,0,1.25,0,0.75,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0.222,0.031,0,114,1
1.78,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351,0,75,1
0.63,0,0,0.63,0.63,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,19,1
0,0,2.17,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1.08,0,0.54,1.08,0.54,0,0.54,0,0,1.62,0,0,0,0,0,0,0,0,0,0,1.216,0.26,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.215,18,1
0.57,0,0.25,0,0.63,0,0.5,0.38,0.06,0.31,1.08,0,0,0,0,0,0.06,0,0,0.067,0.435,0.592,73,1
0.26,0,0.26,0,0.39,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.137,0,0.068,30,1
0.77,0,0,0,0.38,1.15,0.19,1.92,1.15,1.34,0.77,0,0,0,0,0,0,0,0.027,0.027,0.438,0.191,525,1
0.83,0,0.13,0,0.55,0.41,0.13,0.27,0.13,0.13,0.27,0,0,0,0,0,0,0,0,0.025,0.379,0.05,15,1
0.77,0,0,0,0.38,1.15,0.19,2.12,1.15,1.35,0.77,0,0,0,0,0,0,0,0.027,0.027,0.438,0.191,525,1
0,0,0.8,0.4,2.8,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0.052,0,0.105,0.052,5,1
0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,36,1
0.55,0,2.15,0,0.85,0,0.3,0,0,0.05,0.8,0,0,0,0,0,0,0,0.008,0.035,0.149,0.131,127,1
0.16,0,1.35,0.16,0.84,0.33,0.33,0.16,0,0,0,0,0,0,0,0,0,0,0,0.113,0.028,0.084,40,1
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.429,0.095,36,1
0.24,0,0.72,0,1.21,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.036,1.021,0.291,67,1
0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.114,0.228,0.228,16,1
0.3,0,1.23,0,0.3,0.15,1.54,2.32,0,0,0.3,0,0,0,0,0,0,0,0,0.128,0.615,0.025,13,1
0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,36,1
0.78,0,0.26,0.08,0.69,0.69,0.34,0,0.17,0.08,0.34,0,0.08,0,0,0,0,0,0.096,0.234,0.358,0.261,54,1
0.4,0,0.16,0,0.57,0.16,0,0.32,0,0.49,1.14,0,0,0,0,0,0,0,0,0.095,0.845,0.255,84,1
0.41,0,0.41,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0.36,0,0,0.07,1.39,0.14,0,0,0,0.58,0.29,0,0,0,0,0.07,0,0,0,0,0.319,0.266,145,1
0.7,0,2.83,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,3,1
0.2,0,1.44,0,1.86,0,0.41,0,1.03,0,0,0,0,0,0,0,0,0,0,0.249,0.996,0.106,116,1
0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.542,0.271,11,1
0,0,0.67,2.01,0,0,0,2.01,0.67,0,0,0,0,0,0,0,0,0,0,0,0.305,0,14,1
0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,6,1
0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0.156,0.313,0,10,0
0.78,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.145,0,0.725,0,4,0
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0.31,0.103,11,0
0.19,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0.58,0,0.337,0,0,44,0
0,0,0,0,0.43,0,0.14,0,0,0,0,0,0.14,0,0,0,0,0.14,0.058,0.156,0,0,24,0
0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0,0.45,0,0,0.069,0.069,0,0,15,0
0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.15,0,0.09,0,0.41,0,0.09,0.13,0.01,0.01,0,0.03,1.21,0.01,0.13,0,0.03,0.51,0.042,0.173,0.008,0.005,71,0
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,7,0
0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0.744,0.148,0,18,0
0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.045,0,5,0
0,0,0,0,1.38,0,0,0,0,0,0,2.77,0,1.38,0,1.38,0,0,0,0,0.448,0,12,0
0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.118,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,4,0
0,0,0,0,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.151,0,9,0
0.48,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,3,0
0.81,0,0.81,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.37,0,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.58,0,0,0,0,0,0,0.58,0,0,0.58,0,0,0,0,0,0,0,0,0.059,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0.018,0,0,1488,0
0.89,0,0.44,0,0.89,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,13,0
0,0,0,0,1.58,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,1.182,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.505,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0.956,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.09,0,0,0,0.29,0,0,0,0,0,0,0.09,0.29,0,0,0,0,0,0.173,0.173,0,0.026,48,0
0.15,0,0.05,0,0.15,0.05,0,0.05,0,0,0,0.05,0.47,0,0,0.05,0,0,0.223,0.162,0,0.015,38,0
0,0,0.24,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0.163,235,0
0,0,0.91,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.088,0.044,0.044,0,22,0
0.36,0,0.91,0,3.66,0,0.82,0,0,0,0,0,0,0.09,0,0,0,0,0.027,0,0,0,4,0
0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0.29,0,0.14,0,0,0,0,0,0,0,0.59,0.14,0,0.44,0.101,0.135,0,0,46,0
