@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,3,7,12,14-16,26-28,33-34,36-41,43,45-46,52-53,55,57-58'

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.14,0.29,0,0.58,0,0,0.14,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.204,0.127,2.962,400,1
0,0,3.27,0,0,0,1.63,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0.54,0.18,14.818,163,1
0,0.76,0.19,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.632,0.03,6.789,869,1
0,0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0,2.22,131,1
0.1,0.73,0.2,1.04,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0.785,0.065,4.064,817,1
0.64,0.64,0.64,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,0.459,2.333,119,1
0,0.86,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,1.133,0,1.2,114,1
0,0.23,0.11,0.92,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.322,0.094,2.576,389,1
0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0.269,4.35,87,1
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,0.23,5.538,72,1
0,0.47,0.94,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.217,0,1.48,77,1
0,0.73,0,0.73,0,0,0.36,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.604,0.181,3.787,356,1
0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,4.23,55,1
0.63,0.63,0.63,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.3,2.458,118,1
0.65,0.65,0,0.65,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0.463,2.44,122,1
0,0.73,0,0.73,0,0,0.36,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.604,0.181,3.787,356,1
0.18,0.18,0.06,0.54,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.01,0.167,1.736,441,1
0,0,1.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.802,0.114,2.527,139,1
0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
0.18,0.18,0,0.55,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0.169,1.748,444,1
0.29,0.29,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0.29,0,0,0,0,0,0,1.361,113,1
0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,1.143,0.519,3.737,228,1
0.33,0.66,0,0.33,0,0,0.55,0,0,0,0,0,0,0,0.11,0,0,0,0.11,0,0,0.367,0.193,2.559,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9,1
0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,1.21,23,1
0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,8.517,477,1
0.1,0.43,0.1,0.64,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.065,1.901,329,1
0,0.15,0.31,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,4.017,3.278,259,1
0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.382,0.223,7.538,490,1
0,0.53,0.1,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.065,2.104,381,1
0.28,0.28,0,1.14,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.094,0.118,1.42,250,1
0.56,0.84,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289,0.042,3.979,386,1
2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666,44,1
0.5,0.75,0.25,2.26,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.034,4.2,231,1
0.09,0.27,0,0.72,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.242,0.03,3.816,542,1
0,0.36,0,0.36,1.09,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1.287,94,1
0.45,0.68,0.56,1.81,0,0.79,0.22,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.11,0.574,0.134,3.155,385,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,30,1
0,0,1.28,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.17,2.466,111,1
0,0.84,0.84,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,5,125,1
0.11,0.11,0,0.34,0.11,2.16,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.45,0,0.265,0.132,4.215,666,1
0.42,0.38,0,0.77,1.32,0.03,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.438,0.585,6.134,2184,1
0,0.44,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,0.297,3.666,165,1
0.7,0.35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,4.596,262,1
0,0,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,3.115,81,1
0,0.25,0,0.75,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,86,1
0,0,0,0,0,0,2.23,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.109,0,2.263,86,1
0.1,1.01,0.5,0.7,0,1.61,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.49,0.158,8.55,1351,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.481,472,1
0,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,2.08,104,1
0.32,1.64,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,0.101,337.25,1349,1
0.16,1.24,0.49,1.24,0,0.66,0.82,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0.25,0.224,5.872,1339,1
0.17,0.17,0.05,0.51,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.161,2.051,521,1
0.17,0.17,0,0.52,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.165,1.79,453,1
0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,24,1
0.08,0.76,0.25,0.59,0,2.21,0.25,0,0,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.408,0.118,7.55,1412,1
0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,3.809,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.221,0.665,3.812,61,1
0,0,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0,8.476,356,1
0.31,0.63,0.15,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,1.3,0.127,5.241,650,1
0,1.11,0,0.74,0,0.37,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0.175,5.985,425,1
0.17,0.17,0.05,0.51,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.161,2.093,536,1
0,0,0.37,0.74,0,0,0.37,0,0,0,0,0,0,0,0,0,0.74,0,0,0.37,0,1.199,0.505,3.337,267,1
0,0.44,0,0.44,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,3.384,264,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,0,1.666,15,1
0.07,0.82,0.07,0.82,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.071,3.446,972,1
0,0,1.63,0.54,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.592,70,1
0,0,0.96,0.96,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.074,2.586,150,1
0,0.32,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.166,1.494,139,1
0,0.27,0.27,0.82,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,4.6,276,1
0.1,1.01,0.5,0.7,0,1.61,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.491,0.158,8.55,1351,1
0,0,0,0,0,0,0.41,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.312,0.062,1.477,65,1
0.09,0.59,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.848,1.313,5.96,757,1
1.47,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0.254,6.294,107,1
0.05,0.4,0,0.28,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.099,0.079,4.906,1310,1
0,0,0,2.65,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0.132,8.666,442,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0.606,3.111,28,1
0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,1.49,82,1
1.06,0.7,0.7,0.7,0,0.35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.381,0.063,2.021,95,1
0.8,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0.36,2.638,124,1
0.18,0.18,0.06,0.54,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0.169,1.766,447,1
0,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.121,0,2.08,104,1
0,0.31,0.31,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0.162,1.515,144,1
0,0.44,0,0.88,0,0,0.22,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.13,0.196,7.4,629,1
0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.467,0.233,1.846,72,1
0.5,0.42,0.02,0.9,0.92,0.02,0.33,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0.325,0.523,6.723,4128,1
0,0.3,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.211,1.752,184,1
0.43,0,0,2.18,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.802,0,5.114,179,1
0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,1.421,54,1
0,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,2.062,99,1
0,0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,104.666,314,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,5,170,1
0.34,0.69,0,1.38,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,1.275,0.141,5.598,711,1
0,0.46,0,0,0,0,0.92,0,0,0,0,0,0,1.38,0,0,0.46,0,0,0,0,0.795,0.217,4.869,224,1
0.67,0.67,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,2.362,0,3.384,132,1
0,0.47,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.496,0.248,5.187,249,1
0.1,1.01,0.5,0.7,0,1.61,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.49,0.158,8.55,1351,1
0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434,0,3.281,361,1
0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,1.335,195,1
0,0.22,0,0,0,0,0.45,0,0,0,0,0,0.22,0,0,0,0,0,0,0.22,0,0,0,2.47,425,1
0,0.4,0.4,0,0,0.4,0.8,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0.116,0.116,4.058,207,1
0,0.55,0.55,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.191,0.34,4.59,202,1
0.44,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.37,2.448,142,1
0,1.66,1.66,1.66,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424,0,24.333,146,1
0,0,1.13,0,0,0,1.13,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,3.925,106,1
0,0.99,0.19,0.39,0,0,0,0,0,0.59,0,0,0.19,0,0,0,0,0,0,0,0,0.174,0.548,4.965,993,1
0.39,0,0,1.19,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.256,3.5,112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.965,115,1
0,0,0.9,0,0,0,1.81,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,1.492,0,5.3,106,1
0,0,0.8,0.8,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,4.49,229,1
0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,4.18,464,1
0,0.53,0.1,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.066,2.104,381,1
0,0.17,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.099,16.418,903,1
0.18,0.09,0,0.63,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.014,4.192,566,1
0.1,0.1,0.1,0.5,0.6,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0.16,6.918,1439,1
0,0.96,0,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.26,0.086,1.117,38,1
0.25,0.25,0.25,0.76,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.082,0.041,1.89,225,1
0,1.56,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0.769,0,2.125,34,1
0,1.4,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,0,1,13,1
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0.885,9.29,288,1
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936,0,4.586,133,1
0.08,0.76,0.25,0.59,0,2.21,0.25,0,0,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.403,0.117,7.484,1407,1
0,0,0,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,2.132,113,1
0,0,0.97,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,3.052,116,1
0.09,0.67,0,1.35,0,0,0.29,0,0,0,0,0,0,0,0,0,0.58,0,0,0.29,0,0.374,0.059,9.039,1148,1
0,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.302,1.727,190,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219,3.875,31,1
0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,1.36,0,0.424,0.212,4.125,66,1
0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,16,1
0.44,0,0,1.33,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,1.131,0.15,2.428,153,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,4.823,82,1
0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,0,3.8,57,1
0.17,1.24,0.44,1.33,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0.225,0.211,6.725,1345,1
0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.716,4.512,185,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,125,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938,95,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.818,106,1
0.22,0.44,0,0.88,0,1.1,0.66,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0.659,0.114,9.1,728,1
0.1,0.03,0,0.53,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.065,2.106,3214,1
0,0.21,0,0.84,0,0,0.21,0,0,0.42,0,0,0.42,0,0,0.21,0,0,0,0,1.48,0,0,2.807,379,1
0,0.32,0,2.13,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,2.257,158,1
0,0.22,0,0.68,0,0.68,0.45,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.919,0.229,4.444,400,1
0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,2.333,49,1
0.09,0.59,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.803,1.284,5.944,755,1
0,0,0,0,0,0,0,0,0,0.64,0.32,0,0,0,0,0.64,0,0,0,0,0,0,0,1.987,153,1
0,0,0.28,0.84,0,0,0.28,0,0,0,1.4,0,0,0,0.28,0,0,0,0,0.28,0,0.034,0,5.635,603,1
0.15,0.3,0,0.3,0,0.15,0.3,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.615,0.025,1.377,186,1
0.07,1,0.07,1.31,0,0.07,1.39,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.183,3.211,700,1
0.25,0.34,0,0.86,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.094,0.015,2.531,319,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.428,150,1
0,0,0.53,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,4.391,101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0.393,0,1.75,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,27,0
0.18,0.24,0,0.6,0,0,0.24,0.66,0,0.18,0,0,0,0.18,0,0.24,0,0,0,0.18,0,0.044,0.026,1.873,843,0
0,2.12,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.647,45,0
0,1.58,0,1.58,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,5.5,11,0
0,0,0,0,0,0,0,3.57,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0.24,0,1.687,27,0
0,0,0,1.07,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,1.416,68,0
0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.606,357,0
0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,2.448,120,0
0,0,0,0.73,0,0,0,1.6,0,0,0,0,0,1.16,0,0.29,0,1.16,0,0.14,3.07,0.02,0,4.113,654,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,24,0
0,0,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.593,166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,2.533,76,0
0.25,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.51,0.25,0.413,0,1.78,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6,0
0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644,74,0
0,0,0,0,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,3.875,93,0
0.22,0.22,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,3.08,693,0
0.08,0.22,0,0.22,0,0,0,0.44,0.04,0,0.57,0,0,0.08,0.08,0,0,0,0.04,0,0,0,0.011,3.851,1583,0
0.09,0.04,0,0.33,0,0,0,0.66,0.04,0,0.14,0,0.04,0,0,0,0,0,0,0,0,0,0.013,3.685,1463,0
0.27,0.27,0,0.81,0,0,0,0.81,0.54,0.27,0,0.27,0.27,0.54,0,0.27,0.27,0,0.54,0.54,0,0,0,4.891,675,0
0,0,0,0,0,0,0,0.92,0,0,0.46,0,0,0.23,0,0.23,0.23,0,0.23,0,0.69,0,0,1.554,143,0
