@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,1
0,0.91,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.151,10,54,1
1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,537,1
0.17,0.08,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.077,119,1456,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,7,51,1
0,1.04,1.04,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,65,139,1
0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,40,218,1
0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,1
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,41,72,1
0,0.09,0,0.39,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.14,494,1458,1
0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.157,75,391,1
0.38,0,0.57,0,1.15,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.027,525,922,1
0.5,2,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.267,28,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,1
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,41,72,1
0.26,0.08,1.06,0.26,0.71,0.88,0,0,0,0,0,0,0,0,0,0,0.08,0,0.226,54,966,1
0.05,0,0,0.34,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.201,131,1107,1
0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,1
0.44,0.03,0.14,0.29,0.03,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.075,763,2453,1
0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,278,1
0.72,0.06,0.33,0.72,0.06,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.131,79,1280,1
0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,278,3752,1
0.41,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.065,19,114,1
0.82,0,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0.16,0,0,0,13,158,1
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,1
0,0.15,0,0.3,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.083,45,1128,1
0.08,0.08,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0.054,119,1277,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,1
0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,59,134,1
0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,25,82,1
0,0.26,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.26,0,0,0.084,104,1078,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,1
1.25,1.25,0,0.62,0.62,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.045,29,134,1
0.28,0,1.4,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,63,339,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,124,434,1
0,0,1.61,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,63,318,1
0.17,0,0.43,0.17,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.376,35,617,1
0,0,1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,69,1
0,0.29,0.29,0.58,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.046,139,274,1
0,0,0,0,0,0.47,0,0,0,0.47,0,0,0,0.47,0,0,0.94,0,0.332,15,161,1
0.22,0.22,0.22,0.45,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.033,54,430,1
0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.102,43,185,1
0,0.38,0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,104,1
0.44,1.33,0,0.44,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.134,22,183,1
0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,18,208,1
0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,1
0.2,0.5,0,0.3,1.61,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,669,1351,1
1.32,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.066,123,442,1
0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,25,81,1
0.57,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,147,373,1
0.76,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.099,213,1655,1
0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
0,0,0,0.02,0,0,0,0,0,0,0,0.07,0,0.02,0,0,0,0,0.116,154,9090,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,1
0,0,0.52,0,2.11,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0.19,60,131,1
0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,482,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,12,108,1
0.05,0,0,0,0,0.17,0,0,0,0.05,0,0,0,0,0.11,0,0,0,0.099,95,1313,1
0.63,0.63,0.63,0,0.63,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,19,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,1.16,0,0.381,28,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,1
0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,69,535,1
0.18,0.03,1.01,0.1,0.25,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.042,181,1613,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,1
0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0.439,36,125,1
0.3,0.2,0.5,0.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,669,1200,1
0,0.86,0,0,0.86,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0.272,31,109,1
0,0,1.29,0,0,0.43,0,0,0,0,0,0,0.43,0,0,0,0,0,0.124,8,65,1
0,0,1.3,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,78,249,1
0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,84,446,1
0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,19,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,163,1
0,1.18,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,182,1
0,0.27,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,252,1118,1
0.42,0.03,0.1,0.28,0.03,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.077,286,2207,1
0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,11,104,1
0,0.08,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,48,574,1
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,75,211,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,15,277,1
0,0.55,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,1130,1
0,0,0.46,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,12,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,127,1
0,0,0,0.26,0.26,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.299,15,188,1
0,0.05,0,0.65,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.129,8,660,1
0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,37,1229,1
0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,64,1
0.1,0.4,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,56,1042,1
0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,211,1
0,0,0.67,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.111,102,564,1
0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,4,50,1
0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.045,11,89,1
0.1,0.4,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,56,1046,1
0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,60,142,1
0.68,0.68,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,1
0.75,0,0.37,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.196,845,1000,1
0,0.21,0,0.21,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.126,183,1484,1
0.4,0.4,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.232,54,207,1
0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,20,237,1
0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,186,1
0,0,0.45,0.22,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,30,363,1
0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,91,219,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,23,65,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,152,1
0.36,0.36,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,234,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,1
0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0.169,29,85,1
0,0.1,0,0.4,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.096,494,1426,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,28,87,1
0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.03,11,190,1
0.49,0,0.49,0.16,0.16,1.14,0,0,0,0,0,0,0,0,0,0,0.16,0,0.231,47,595,1
0,0.32,0.64,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.105,10,139,1
0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,41,79,1
0,0.15,0,0,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.112,63,801,1
0.17,0,0.04,0.39,0,0.32,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0.058,117,3498,1
0,0,0.45,0,0,0.45,0,0,0,0,0,0,0.22,0,0,0,0,0,0.092,27,425,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,490,1
0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,118,1
0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,97,1
0,0.31,0.63,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.137,40,191,1
0,0.97,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0.97,0,0,0,68,116,1
0,0.33,0.84,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,63,621,1
0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,168,249,1
0.89,0,0.12,0.12,1.14,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.185,84,475,1
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,1
0.55,0,0.27,0,0.83,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,48,352,1
0.1,0.4,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,56,1042,1
0.1,0.2,0.62,0.31,0,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0.163,92,817,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,1
0.32,0.16,0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,132,955,1
0.2,0.5,0,0.3,1.61,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,669,1351,1
0.46,0,1.85,0.46,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.072,66,224,1
0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,1
0.19,0.09,0.09,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.23,50,368,1
0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.102,43,185,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,27,77,1
0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,31,87,1
0,0.36,0,0.36,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.118,33,177,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,132,1
0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,23,79,1
0.42,0.08,0.25,0.34,0.17,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.063,62,537,1
0.84,0.67,0,0.16,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.183,525,858,1
0,0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,134,496,1
0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.53,18,261,1
0,0,0.48,0,1.93,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.084,46,165,1
0,0,0,0,0,0.64,0,0,0,0,0,0,0.16,0,0,0,0,0,0.198,128,557,1
0,0,0.51,0,2.05,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0.189,60,131,1
0,0,2.34,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,1
0,0,0,0,0,1.19,1.19,1.19,0,0,0,0,0,0,0,0,0,0,0,41,95,1
0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0,0,0,0,0.185,38,241,1
0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,32,249,1
0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.143,31,196,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,36,99,1
0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,141,1
0,0,0.61,0,0.15,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.128,13,186,1
0.38,0,0.57,0,1.15,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.027,525,921,1
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,54,753,1
0.2,0,0.62,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,1516,1
0,0,0.46,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,12,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,107,179,1
0.12,0,0.12,0.36,0,0.24,0,0,0,0,0,0,0.98,0,0,0,0,0,0.02,69,254,1
0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.082,20,120,1
0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,17,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,132,1
0.35,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,25,140,1
0,0,1.62,0,0.54,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0.038,65,405,1
0,1.11,0,1.11,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0.138,11,54,1
0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,12,451,1
0.25,0.08,0.25,0.34,0.17,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.048,300,694,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,161,1
0,1.08,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,68,180,1
0,0.1,0,0.4,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.096,494,1439,1
0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,1.56,0,0.077,11,75,1
0,0,0,0,0,0.12,0,0,0,0.12,0.12,0,0.64,0,0.38,0,0.38,0,0.391,41,481,1
0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.16,0,0,0.228,67,1254,1
0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,107,179,1
0,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,301,1
0.17,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,183,660,1
0.16,0.08,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.085,119,1561,1
0.33,0.66,0,0.16,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.024,350,727,1
0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.192,20,131,1
0.24,0.49,0.33,0.24,0.66,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.132,581,1339,1
0.4,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,23,302,1
0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,11,49,1
0.48,0.03,0.07,0.29,0.03,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.082,140,2379,1
0.33,0.66,0,0.16,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.025,350,721,1
0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,22,115,1
0.44,0.03,0.14,0.29,0.03,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.075,763,2453,1
0,0.86,0,0.43,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0.2,41,353,1
0.17,0,0.04,0.39,0,0.32,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0.058,117,3498,1
0,0.26,0.26,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0.038,29,171,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,189,1
0,0,0.15,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.071,1505,2761,1
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,116,1
0.47,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.056,182,359,1
0,0,0.29,0.29,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,6,113,1
0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,33,247,1
0.19,0,0,0.12,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0.06,0.067,73,1590,1
1.32,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.08,35,244,1
0,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,4,70,1
0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,147,377,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,1
0,0.85,0,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.204,42,363,1
0.38,0,0.57,0,1.15,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.027,525,921,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,1
0,1.61,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.268,17,37,1
0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.067,16,418,1
0,0.38,0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,1
0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,22,119,1
0.08,0.25,0.17,0.17,2.22,0.25,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.065,669,1402,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,23,136,1
0,5.4,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,295,347,1
0.17,0.17,0.17,0,0,0,3.37,1.77,0,0,0.17,0,0,0.17,0,0,0,0,0.216,85,3318,1
0,0,0.05,0.1,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.029,56,539,1
0.31,0.31,0,0.31,0,0.94,0,0,0,0,0,0,0.31,1.88,0,0,0,0,0.75,138,421,1
