@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.54,0,0,0,0.54,0,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,1.216,68,1
0,0,0,0,0.41,0,0,0.41,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0.904,92,1
0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561,23,1
0.3,0,0.15,0,0,0.76,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,22,1
1.58,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0.3,0.46,0.15,0,0.15,0.85,0,0.77,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,84,1
0.35,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897,121,1
0.26,0,0,0,0,0,0,1.05,0,0.52,0,0,0,0,0.26,0,0,0,0,0,0,0.326,71,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,39,1
1.21,0,0,0,0,0.6,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.101,30,1
0,0.98,0,0.19,0,0,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.745,76,1
1.46,0,0,0,0,0,0.48,1.95,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.589,47,1
0,0.6,0,0,0,0,0,1.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0.047,0.189,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,9,1
2.16,0,0,0,1.08,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0.76,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,142,1
0.96,0,0,0,0.96,0,0,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,0.066,0.468,61,1
0.98,0,0.98,0,0,0,0,3.93,0.32,0.65,0,0,0,0,0,0,0,0,0,0,0,0.529,132,1
0.46,0.46,0.23,0.11,0.46,0,0,1.28,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0.23,144,1
0,0,0,0,0,0,0,2.56,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.61,28,1
1.78,0.44,0,0,0,0,0.89,0.89,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.38,0.38,0,0,0,0,0,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.123,12,1
0.14,0.03,0.65,1.2,0.43,0.03,0,1.35,0.51,0.54,0,0,0,0,0,0,0,0,0,0,0,0.454,739,1
0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.77,0,1.54,0,0,1.54,0,1.54,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.514,19,1
0,0.94,0,0,0.37,0,0,0.94,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0.295,34,1
0.96,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,67,1
0,0.63,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.13,0.2,1,0,0.06,0,0,0.94,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,1.06,123,1
1.75,0.39,0.39,0,0.58,0.58,0,0.39,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.067,21,1
0.29,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764,45,1
0,0,0,0,1.19,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,1.181,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,9,1
0,0,0,0,0.7,0.35,3.15,2.1,0.35,1.4,0,0,0,0,0,0,0,0,0,0,0,0.348,13,1
1.33,0.33,0,0,0.66,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,14,1
1.35,0,0.33,0,0,1.68,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1013,1
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,10,1
0.19,0,0,0,0.39,1.37,0,3.14,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.258,43,1
0.42,0,0.42,0,0,0,0,2.12,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.177,54,1
1.31,0,0,0,1.31,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,42,1
1.11,0,0.92,0,0.37,0.37,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,4,1
1.16,0,0,0,0,0,0.38,0.58,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,2042,1
0,0.77,0,0,0,1.16,0,0.38,1.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0.609,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,11,1
0.33,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484,19,1
1.65,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0.537,12,1
1.45,0,0,0.16,0.32,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,128,1
0.29,0.29,0.14,0,0.29,0.43,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,38,1
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,11,1
0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443,32,1
0.27,0.2,0.13,0,0.69,0.06,0,0.97,0.06,0.69,0,0,0,0,0,0,0,0,0,0,0,0.75,94,1
1.3,0,0,0,0.65,0,0.16,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,113,1
0.64,0,0,0,0.64,0.64,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,4,1
0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0.33,0.16,0,0,1.68,0.33,1.68,3.87,0,0.33,0,0,0,0,0,0,0,0,0,0,0,1.151,63,1
0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,16,1
0.12,0,0,0,0,0.12,0,0.12,0,0,0,0.12,0.12,0,0,0,0,0.38,0,0,0,0,41,1
0,0,0,0,0.99,0,0,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.406,43,1
0.55,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524,7,1
2.25,0,0.56,0,3.38,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,140,1
0.7,0.23,0,0,1.41,0.47,1.89,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289,276,1
0.22,0,0,0,0,0,0,1.1,0,0.22,0,0,0,0,0,0,0.11,0,0,0,0,0.367,75,1
0.65,0.65,0.32,0,0.32,0,0,3.26,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.12,0.2,0.41,0.04,0,0.41,0,1.64,0.45,0.53,0,0,0,0,0,0,0.08,0,0,0,0,0.507,133,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,17,1
1.42,0,0,0,0.95,0,0,2.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.496,80,1
1.05,0,0,0,0,0.35,0,1.4,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0.367,12,1
0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,57,1
0,0.08,0,0,0,0.25,0,1.2,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0.094,89,1
0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,18,1
0.68,0,0,0,0,0.68,0,2.73,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1.244,9,1
1.21,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.26,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.369,104,1
0.29,0.09,0.29,0,0.79,0.39,0.09,1.69,1.39,0.99,0,0,0,0,0,0,0,0,0,0,0,0.334,1171,1
0,0.23,0,0,0.46,0.23,0,0.69,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,42,1
0.39,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,42,1
0,0,0,2.32,1.16,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,28,1
0,0,0,0,0,0,0.47,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.267,45,1
1.44,0,0.36,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0.54,0.27,0,0,0,0.27,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.463,65,1
0,0,0.29,0,0.29,0.58,0.87,1.74,0,0.29,0,0,0,0,0,0,0,0,0,0,0,1.434,64,1
0,0.47,0.47,0,0,0.47,0,0.47,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.327,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,13,1
0,0.94,0,0,0.37,0,0,0.94,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0.241,35,1
1.21,0,0,0,0,2.43,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0.55,0.27,0.27,0,0,0,0.13,2.77,0.13,0.55,0,0,0,0,0,0,0,0,0,0,0,1.316,232,1
3.12,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0.85,1.02,0.17,0,0.08,0.94,0.17,0.42,0.85,0.08,0,0,0,0,0,0,0.17,0.08,0,0,0,0.435,669,1
0.78,0.26,0.43,0,0.26,1.91,0,2.35,0.08,0.43,0,0,0,0,0,0,0,0,0,0,0.042,0.709,126,1
0.09,0,0.36,0,0,0.09,0.55,1.56,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.341,103,1
2.63,0,0,0,0,0,0,2.63,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.198,12,1
0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
1.21,0,0.4,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,24,1
0.39,0.19,0.19,0,0.09,0,0.09,1.08,0,0.09,0,0,0,0,0,0,0,0,0,0,0,5.848,54,1
0,0,0,0,0.34,0.34,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.224,17,1
0.2,0.6,0,0,1.61,0.4,1.81,2.62,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,1.453,64,1
0.67,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,20,1
0.47,0.11,0.23,0,0.59,0.47,0,1.66,1.9,1.07,0,0,0,0,0,0,0,0,0,0,0,0.418,148,1
1.15,0,0,0,0.77,0,0,1.15,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.985,78,1
1.13,0.56,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.768,296,1
0.19,0.32,0.25,0,0,0.12,0.06,0.7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.244,43,1
0,0.73,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0.875,12,1
0.33,0,0,0.33,0,0.66,0,1,2,0,0,0,0,0,0.33,0,0,0,0,0,0,0.057,82,1
1.38,0.69,0,0,0.34,0.17,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,81,1
0.36,0.09,0,0.36,0,0,0,3.36,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.031,0.237,69,1
0.19,0.32,0.25,0,0,0.12,0.06,0.7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,37,1
0.54,0,0,0,0.54,0,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,1.218,68,1
0.46,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,54,1
1.44,0,0.6,0,0.24,0,0,1.8,0.72,0.96,0,0,0,0,0,0,0,0,0,0,0,0.102,54,1
0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1.71,0,0.21,0,1.92,0.42,0,1.49,0.21,0.21,0,0,0,0,0.21,0,0,0,0,0,0.075,0.263,494,1
0.32,0,0,0,0,1.29,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065,61,1
1.3,0.65,0,0,1.63,2.45,0,1.14,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.622,12,1
0.88,0.14,0.14,0,0.29,0,0,0.88,0.14,0.29,0,0,0,0,0,0,0,0,0,0,0,0.388,49,1
0.38,0,0.19,0,0,0.95,0.19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,132,1
1.79,0.44,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,11,1
3.12,0,0,0,0,4.16,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,4,1
0,0,0,0,3.73,0,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.355,7,1
0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0.85,1.02,0.17,0,0.08,0.93,0.17,0.42,0.85,0.08,0,0,0,0,0,0,0.17,0.08,0,0,0,0.486,669,1
0,0,0,0,0,1.81,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,38,1
0.66,0.66,0.66,0,0.66,0,0,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0.12,21,1
1.29,0.43,0.43,0,0.43,0.43,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,46,1
0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,22,1
0.3,0.91,0.3,0,0.3,0.3,0,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.22,0.22,0.33,0,0.22,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.035,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,4,1
0.39,0.19,0.19,0,0.09,0,0,1.08,0,0.19,0,0,0,0,0,0,0,0,0,0,0,5.213,54,1
0,0.46,1.07,0,0,0,0,0.92,0.76,1.23,0,0,0,0,0,0,0,0,0,0,0,0.52,84,1
0,0.39,0,0,0.39,0,0,2.76,1.18,0.79,0,0,0,0,0,0,0,0,0,0,0,0.64,13,1
0,0.65,0,0,2.61,0.65,3.26,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,78,1
0.8,0.8,0.3,0,0,1.11,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0.488,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1.57,0.36,0.3,0.06,0.72,0.06,0.24,1.09,0.84,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0.01,12,1
0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,89,1
0.26,0,0,0,0,0.26,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.077,29,1
1.89,0,0.23,0,1.41,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,13,1
0,0,0,0,0.98,1.96,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,12,1
0.36,0.09,0.09,0.36,0.09,0,0,3.38,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.029,0.029,48,1
0.99,0,0,0,0.49,0,0,0.99,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1.118,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.588,17,1
1.29,0,0,0,0.64,0,0,3.22,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.522,22,1
1.57,0.36,0.3,0.06,0.72,0.06,0.24,1.08,0.84,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0.01,12,1
0.4,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,11,1
0.8,0.8,0.3,0,0,1.11,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0.49,669,1
0.47,0.47,0,0,1.58,0,1.58,3.95,0.15,0.47,0,0,0,0,0,0,0,0,0,0,0,1.3,97,1
1.16,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.43,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133,6,1
0.38,0.38,0,0,0,0,0,2.31,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.261,56,1
0,0,0,0,0.84,0,0,2.54,0,0.84,0,0,0,0,0,0,0,0,0,0,0,1.113,418,1
2.63,0.52,0,0,1.05,1.05,0,1.57,0.52,0,0,0,0,0,0.52,0,0,0,0,0,0.091,1.276,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1.39,0,0,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0.9,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,1,1
0.6,0.3,0,0,0,1.01,0.5,2.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0.264,0.977,56,1
0.54,0,0,0,0.54,0,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,1.182,68,1
0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.35,0,0,0,0,1.42,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,61,1
0.14,0.03,0.65,1.2,0.43,0.03,0,1.35,0.51,0.54,0,0,0,0,0,0,0,0,0,0,0,0.443,739,1
0.4,0,2.04,0,0,1.22,0,0.4,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0.64,181,1
0,0,0,0,0,0.54,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,5,1
0.14,0.03,0.65,1.2,0.43,0.03,0,1.35,0.51,0.58,0,0,0,0,0,0,0,0,0,0,0,0.478,611,1
0.34,0,0.11,0,0,0,0.05,0.92,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.089,95,1
0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,12,1
1.6,0,0,0,1.6,0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,13,1
0,0,0,0,0,0,0,2.94,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.129,20,1
0.35,0.62,0.17,0,0.08,1.43,0.17,1.16,0.89,0.08,0,0,0,0,0,0,0,0,0,0,0,0.212,583,1
0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,12,1
0.45,0.45,0.22,0.11,0.45,0.11,0,1.25,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.265,144,1
0.68,0,0,0,0,0.9,0,1.13,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1.103,54,1
0.61,0.3,0,0,0,1.11,0.5,2.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0.264,0.975,56,1
0.16,0.18,0.11,0,0,0,0,0.02,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0.021,0.034,154,1
0.87,0.48,0.19,0,1.07,0.39,0.78,1.56,0.09,1.36,0,0,0,0,0,0,0,0,0,0,0,0.045,40,1
0.32,0.32,0,0,1.61,0,2.58,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178,63,1
0.8,0,0.53,0.53,0,0,0.26,0.8,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,21,1
1.07,0.19,0.19,0.87,0,1.17,0.68,1.75,0.09,0.29,0,0,0,0,0,0,0,0,0,0,0.194,0.404,49,1
0,0,0,0.23,0.95,0,0,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.197,280,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,1.5,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1.45,0,0,0,0.97,0,0,2.42,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.421,80,1
0,0.58,0.58,1.1,0,0,0,1.25,0.58,0.29,0,0,0,0,0,0,0.07,0,0,0,0,0.319,145,1
1.32,0,0,0,0.44,0,0,3.09,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.301,19,1
0.43,0.6,0.17,0,0.08,1.47,0.17,1.04,0.95,0.17,0,0,0,0,0,0,0,0,0,0,0,0.256,583,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0.45,0.45,0,0,0,0,0,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.21,14,1
0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,13,1
0,0,0.31,0,0.31,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,18,1
2,0,0,0,2,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.275,11,1
0,0,0,0,0,0,0,4.27,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0.881,17,1
0.34,0.69,0,0,0,0.69,0,1.73,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0.638,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413,22,1
0.8,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,48,1
0,0,0,0,0,0,0,6.41,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,25,1
