@relation spambase

@attribute Word_freq_all numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.349,0,105,1
1.63,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,16,1
0.47,0.47,0.47,0,0.95,0,0.47,0,0,0,0,0,0.47,0,0,0,0,0.266,0.799,0.088,148,1
0.55,1.1,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.082,148,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,28,1
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,41,1
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,27,1
0.76,0.85,1.02,0.17,0.59,0.25,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.065,0.117,0.013,669,1
0.89,1.78,0.44,0,0.44,1.33,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,12,1
0.47,0.05,0.13,0.26,0.97,0.26,0.44,0,0,0,0,0,0,0,0,0,0,0.067,0.78,0.162,193,1
0.68,0,0.58,0.58,0.58,0,0.19,0,0,0,0,0.09,0,0,0,0,0,0.034,0.207,0.034,691,1
0,1.33,0.22,0,0.66,1.11,0,0,0,0,0,0,0,0.22,0,0,0,0.134,0.067,0,22,1
0.72,0.24,0,0,0,0.12,0,0,0,0,0,0,0,0.12,0,0,0,0.018,0,0.018,158,1
0.29,0.14,0.03,0.14,0.67,0.22,0.44,0,0,0,0,0.03,0,0,0,0,0,0.075,0.532,0.137,763,1
1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1
0.83,1.11,1.11,0,0.83,0.83,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1.35,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,12,1
0.27,1.09,0,0,0.27,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,0.128,0,20,1
1.1,0.73,0.73,0.09,0.64,0.09,0,0,0,0,0,0,0,0,0,0,0.18,0.094,0.134,0.013,696,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,27,1
1.66,0.41,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,121,1
0,0.8,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.135,0,0,19,1
1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,25,1
0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0.64,0.64,0,0,1.94,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.71,0.39,0.65,0.19,0.39,0.13,0.06,0,0,0,0,0,0,0.06,0,0,0,0.085,0.106,0,117,1
0.17,1.38,0.69,0.17,0.86,1.55,0.34,0,0,0,0,0,0,0,0,0,0,0.115,0.086,0,38,1
0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,49,1
0.18,1.59,0.36,0.06,0.55,0,0.73,0,0,0,0,0,0,0,0,0,0.06,0.052,0.169,0,12,1
0.4,0.1,0.05,0.05,0.3,0,0,0,0.05,0,0,0,0,0,0,0,0,0.045,0.118,0,96,1
0,0,0.23,0,0.46,0.46,0.46,0,0,0,0.23,0,0,0,0,0,0,0.038,0,0.038,42,1
0,0.8,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.134,0,0,19,1
0,0,0,0,2.4,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,12,1
0.39,0,0.39,0,0.39,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.4,0.09,0.11,0.21,0.89,0.16,0.33,0,0,0,0,0,0,0,0,0,0,0.059,0.868,0.144,193,1
0.32,0.65,0.65,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.104,0.157,0.052,10,1
0.7,1.05,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,12,1
0.77,0.77,0,0.51,0.25,0,0,0,0,0,0,0,0,0.51,0,0,0,0.079,0.434,0,19,1
0.79,0.04,0.14,0.28,0.46,0.89,0.37,0,0,0,0,0,0,0.28,0,0,0,0.101,0.109,0.062,116,1
0.25,0.43,0.08,0.08,0.34,0.34,0.08,0,0,0,0,0,0,0.43,0,0,0,0.107,0.067,0.026,82,1
0.49,1.48,0,0,0,0.66,0.33,0,0,0,0,0,0,0,0,0,0,0.197,0,0,128,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,46,1
0.05,0.02,0,0.05,0.02,0.05,0.1,0,0.02,0,0,0,0,0,0,0,0,0.004,0.017,0.017,489,1
0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0.628,0.943,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,1.882,41,1
0.31,0.15,0.03,0.19,0.7,0.23,0.43,0,0,0,0,0,0,0,0,0,0,0.078,0.496,0.133,543,1
0.25,0.08,0.42,0.25,0.51,0.08,0,0,0,0,0,0,0,0,0,0,0,0.065,0.294,0.065,62,1
0.47,0.05,0.13,0.26,0.97,0.1,0.47,0,0,0,0,0,0,0,0,0,0,0.067,0.858,0.157,199,1
0.23,0,0,0,0.47,0.23,0.95,0,0,0,0,0,0.23,0,0,0,0,0.123,0,0.024,280,1
0.4,0.2,0.9,0.5,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.174,0.174,0.014,669,1
0.17,1.43,0.34,0.05,0.51,0,0.69,0.17,0,0,0,0,0,0,0,0,0,0.05,0.161,0.03,51,1
0.19,0.19,0.19,0,0.57,0.19,0,0,0,0,0,0,0,0.38,0,0,0,0.151,0.303,0,132,1
0.32,0.64,0.64,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.156,0.156,0,19,1
1,0.3,0.46,0.23,1.31,1.39,0.15,0,0,0,0,0,0,0.15,0,0,0,0.183,0.183,0,84,1
0.78,1.57,0,0,0,1.57,0.78,0,0,0,0,0,0,0,0,0,0,0,0.341,0,22,1
0.36,0.73,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.89,0,0,0,0.89,0,0,0,0,0,0,0,0.89,0,0,0,0,0.483,0,10,1
0.66,0.49,0,0.16,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0.101,0.05,32,1
0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0.1,0.4,0.1,0,0.5,0.91,0.2,0,0,0,0,0,0,0,0,0,0,0.093,0.156,0,494,1
0.54,1.63,0,0,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0.318,0,22,1
0.11,0.45,0.45,0.11,0.34,0,0.45,0,0,0,0,0,0,0.11,0,0,0,0.17,0.132,0,144,1
0.26,0.08,0.43,0.26,0.52,0.08,0,0,0,0,0,0,0,0,0,0,0,0.048,0.259,0.064,62,1
0,0,0,0,0.22,0.22,0,13.34,0,0,0,0,0.22,0,0,0,0,0,0.15,1.584,114,1
0,1.21,0,0,0.8,1.61,0,0.8,0,0,0,0,0,0,0,0,0,0.07,0,0.07,24,1
0,0,0,0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,1.126,37,1
0.64,1.93,0,0,1.29,1.29,0.64,0,0,0,0,0,0,0,0,0,0,0,0.37,0,22,1
1.42,0.71,0.35,0.35,0.35,5.35,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,10,1
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.71,0.23,0,0,1.9,0.23,0,0,0,0,0,0,0,0,0,0,0,0.112,0.037,0,97,1
0.86,0.57,0.28,0,0.57,1.72,0,0,0,0,0,0,0,0,0,0,0,0.142,0,3.423,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0.46,0.05,0.13,0.26,0.96,0.1,0.44,0,0,0,0,0,0,0,0,0,0,0.068,0.793,0.159,199,1
0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0.93,1.52,0.33,0.08,0.67,0.08,0,0,0,0,0,0,0,0.16,0,0,0.16,0.101,0.101,0.012,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.342,0,24,1
0,0,2.3,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.868,0.868,0,25,1
0.51,0.51,0.51,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.09,0,0,17,1
0.55,1.11,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.185,0,0,4,1
0.67,0.29,0,0,1.35,0.29,0.19,0,0,0,0,0,0,0.58,0,0,0,0.149,0.059,0,148,1
0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,1,1
0.88,0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,16,1
0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.254,0,0,28,1
0,0.69,0.46,0.46,0,0,0.92,0,0,0,0,0,0,0.92,0,0,0,0.037,0.112,0,30,1
0.34,0.15,0.03,0.19,0.73,0.23,0.42,0,0,0,0,0,0,0,0,0,0,0.077,1.281,0.125,595,1
0.53,0.8,0,0.26,0.53,0,0,0,0.26,0,0.53,0,0,0,0,0,0,0,0.04,0,21,1
0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1.21,0.43,0.6,0.26,1.3,0.78,0.17,0,0,0,0,0,0,0.08,0,0,0,0.108,0.243,0.013,583,1
0.27,0,0,0.54,0.27,1.08,0,0,0,0,0,0,0,0,0,0,0,0.225,0.496,0,64,1
0.19,1.75,0.39,0,0.78,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0.271,0.135,0,21,1
0.47,1.41,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.47,0.05,0.15,0.23,0.97,0.26,0.44,0,0,0,0,0,0,0,0,0,0,0.068,0.784,0.154,193,1
0.43,0.14,0.1,0.07,0.79,0.25,0.39,0,0,0,0,0,0,0,0,0,0,0.077,2.33,0.113,266,1
0.33,0.33,0,0.33,0.33,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0.85,0.42,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,7,1
0.56,0.32,0.24,1.16,0.68,0.64,0.36,0,0,0,0,0,0,0.04,0,0,0,0.052,0.152,0,181,1
0.42,0,0.1,0.52,0.52,0.21,0.31,0.31,0,0,0,0,0,0,0,0,0,0.016,0.032,0.049,318,1
0,0.63,0,0.63,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,40,1
1.24,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0.068,0.549,0,19,1
0.72,2.91,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.373,0.124,0,12,1
0,0.32,0,0.32,1.28,2.56,0.96,0,0,0,0,0,0,0,0,0,0,0.098,0,0,25,1
0.21,0.21,0,0,0.84,0.21,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,39,1
0,0.09,0.09,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.189,0.017,31,1
0.37,0,0,0,0.37,0.74,0.37,0,0,0,0,0,0,0.37,0,0,0,0.302,0.06,0,18,1
0.55,0,0.55,0.27,0.27,1.1,0.27,0,0,0,0,0,0,0,0,0,0,0.194,0.291,0.582,35,1
0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,1.212,0,130,1
0.52,0,0.32,0.04,1.37,0.32,0.54,0,0,0,0,0,0,0,0,0,0,0.058,0.165,0.182,117,1
0.65,0.65,0,0,0.65,0.65,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,23,1
0.46,0.46,0.46,0,0.46,0.92,0,0,0,0,0,0,0,0.46,0,0,0,0,0.223,0,13,1
0.7,0.6,0.2,0.1,0.5,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.391,0.032,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,33,1
0.8,1.6,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.347,0,22,1
0.56,0,0.94,0.18,2.08,0,0.37,0,0,0,0,0,0,0,0,0,0,0.084,0.112,0,34,1
0.37,1.13,0,0,0.37,0.37,0.75,0,0,0,0,0,0,0,0,0,0,0.063,0.189,0,78,1
0,0.77,0,0,1.55,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0.268,0.403,0,29,1
0.62,0.62,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,10,1
0,0,0,0,0,2.91,3.88,0,0,0,0,0,0,0.97,0,0,0,0.13,0.13,0,26,1
0,1.49,0,0,0,2.98,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,2,1
0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,13,1
0,0,0,0,0.85,4.27,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,17,1
1.18,0.39,0,0,0.78,3.54,0,0,0,0,0,0,0,0,0,0,0,0.064,0.129,0.064,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,51,1
1.14,0.12,0,0.12,0.38,0,0.12,0,0,0,0,0,0,0,0,0,0,0.185,0.061,0,84,1
0.78,0.26,0.26,1.04,0.69,0.86,0.34,0,0,0,0.08,0,0,0,0,0,0,0.234,0.261,0.11,54,1
0.26,0.26,0.26,0.13,0.39,0.13,0,0,0,0,0,0,0,0,0,0,0,0.137,0.068,0,30,1
0,0.8,0,2.8,2.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.052,5,1
0.49,1.48,0,0,0.99,0.49,0.99,0,0,0,0,0,0,0,0,0,0,0.082,0.165,0,78,1
0,0,0,0.91,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.254,0.127,0,46,1
0.59,0.39,0.19,0,1.59,0,0.09,0,0,0,0,0,0,0,0,0,0,0.037,1.33,0,54,1
0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1
0.58,0.15,0.15,0.1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.388,0.036,116,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.32,0.65,0.65,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.106,0.159,0,10,1
1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,12,1
0.71,0.17,0,0.35,0.35,0.35,0,0,0,0,0,0,0.35,0,0,0,0,0.057,0.171,0,34,1
0.51,0.51,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,12,1
0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.39,0.19,0,0.19,0.39,0.98,0.19,0,0,0,0,0,0,0.19,0,0,0,0.128,0.16,0,31,1
0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,38,1
0.42,0.08,0.23,0.35,0.9,0.33,0.42,0,0,0,0,0,0,0.02,0,0,0,0.069,0.523,0.124,445,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,17,1
0.52,1.58,0,0,1.58,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0.25,0,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,41,1
0.67,0.5,0,0.16,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0.105,0.052,32,1
1.4,0.46,0,1.4,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0.123,0,0,54,1
1.63,0,0.65,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0.11,0.83,0.166,33,1
0,0.73,0,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0.119,0.059,0,29,1
0.56,2.25,0,0,0.56,0.56,2.82,0,0,0,0,0,0,0,0,0,0,0.247,0.33,0,140,1
0.29,0,0,0,0.58,0.14,0,0,0,0,0,0,0,0,0,0,0,0.204,0.127,0.102,73,1
0,1.52,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.43,0.43,0,0.43,0,0,9.17,0,0,0,0,0,0,0,0,0,0,0,1.047,89,1
0.36,0.13,0.09,0.06,0.55,0.26,0.42,0,0,0,0,0,0,0,0,0,0,0.104,0.515,0.109,134,1
0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,36,1
1.05,0,0,1.4,0.35,2.1,0.7,0,0,0,0,0,0,0,0,0,0,0.116,0,0,13,1
0.09,0.39,0.09,0,0.48,0.87,0.19,0,0,0,0,0,0,0,0,0,0,0.136,0.151,0,494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.196,0,22,1
0.28,0,0.28,0.28,0.86,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.221,0.166,140,1
0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0.27,0.36,0.09,0.18,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.031,0.031,69,1
0,0,0,0,0,0.62,0.62,1.87,0,0,0,0,0,0,0,0,0,0.075,0.075,0.226,101,1
0,0,0,2.2,0.73,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.35,0.17,0.17,0,0.53,0.35,0.71,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.634,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,23,1
0,1.25,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.409,1.023,0,25,1
0.56,2.25,0,0,0.56,0.56,3.38,0,0,0,0,0,0,0,0,0,0,0.26,0.347,0,140,1
0,1.16,0,0,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,5,1
0.44,0.22,0,0,0.88,0.66,0,0,0,0,0,0,0,0.44,0,0,0,0.085,0.114,0.028,65,1
0.56,0.28,0.28,1.4,0.56,0,1.4,0,0,0,0,0,0,0.28,0,0,0,0.284,0.094,0,63,1
0.24,1.34,0.12,0.12,0.85,0.24,0.24,0,0,0,0,0,0,0.12,0,0,0,0.02,0.041,0,69,1
0.33,0,0,0,1.32,0.66,0.99,0,0,0,0,0,0,0,0,0,0,0.116,0.464,0.348,43,1
0.17,1.52,0.35,0.05,0.52,0,0.64,0,0,0,0,0,0,0,0,0,0.05,0.052,0.167,0,13,1
0,3.12,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1
0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.84,0.28,0.84,0.84,1.41,0,1.41,0,0,0,0,0,0,0,0,0,0,0.129,0.043,0,47,1
0,0.87,0.87,0,2.18,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0.47,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,54,1
1.29,0,1.29,0,0,2.59,0,1.29,0,0,0,0,0,0,0,0,0,0.439,0,0.439,36,1
0.14,0,0,0,0.98,0,0.28,10.82,0,0,0,0,0,0,0,0,0,0,0.342,1.233,79,1
0.4,0.2,0.9,0.5,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.175,0.175,0.014,669,1
0.54,2.19,0,0,0.54,0.54,3.29,0,0,0,0,0,0,0,0,0,0,0.241,0.321,0,140,1
0.44,0.22,0.22,0,0.88,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0.261,0.196,0,75,1
0.44,1.34,0,0,0,0.44,0.89,0,0,0,0,0,0,0,0,0,0,0.068,0.896,0,78,1
0.08,0.42,0.08,0.42,0.6,0,0.17,0,0,0,0,0,0,0,0,0,0,0.084,0.014,0,48,1
1.63,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,16,1
0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1.21,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.121,0,32,1
0.32,0.98,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,132,1
0,0.45,0,0,0.9,1.81,0,0,0,0,0,0,0,0.45,0,0,0,0.16,0.16,0,71,1
1.29,0.32,0,0,0.64,0.32,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,121,1
2.34,0.78,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.103,0,33,1
0.48,0.72,0.48,0,0.24,0.48,0,0,0,0,0,0,0,0.24,0,0,0.24,0.036,0.184,0,66,1
0.2,0.4,0.2,0,0,0,0.61,4.49,0,0,0,0,0,0,0,0,0,0,0.223,0.478,55,1
0.46,0,0,0.46,1.38,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0.494,0.823,0,12,1
0.47,1.18,0,0,0.47,0.23,0.7,0,0,0,0,0,0,0,0,0,0,0,0.108,0,20,1
0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0.67,2.7,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,1.42,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.59,0,0.98,0.19,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0.238,0.317,0.026,76,1
0,0.47,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,54,1
0.32,1.14,0.32,0.16,2.13,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.029,13,1
1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,19,1
0.59,0.49,0.19,0,1.57,0,0.09,0,0,0,0,0,0,0,0,0,0,0.037,1.284,0,54,1
1.58,1.58,0,0,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.99,0.39,0,0,0.39,0,0.19,0,0,0,0,0,0,0,0,0,0,0.074,0.548,0,97,1
0.32,0.65,0.65,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.111,0.166,0,10,1
0,0.57,0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0.289,0.144,114,1
0,0.3,0.3,0,0.61,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.051,0.051,0,64,1
0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,9.752,1.785,1.998,9989,1
0.53,0.53,0,0.53,1.06,0,0.53,0,0,0,0,0,0,0.53,0,0,0,0.191,0.478,0,60,1
1.78,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,33,1
0.94,0.47,0,0.47,2.35,0.47,0,0,0,0,0,0,0,0,0,0,0,0.252,0.168,0.084,636,1
0.46,0,0,0.46,1.38,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0.49,0.816,0,12,1
