@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0.5,0,0.13,0.03,0.13,0.1,0.71,0.54,0,1.42,0,0,0,0,0,0,0.06,0,0,0.519,0.119,1
0,0,0,0,0,0,1.31,0,0,5.26,0,0,0,0,0,0,0,0,0,0.21,0,1
0,0,0.23,0,0,0,1.9,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0.036,0,1
0.47,0,0.94,0,0.94,0,0.47,0,0,0.94,0,0,0,0,0,0,0.47,0,0,0.221,0,1
0.3,0,0.3,0.3,0.61,0,0.61,0,0,0.92,0,0,0,0,0,0,0,0,0,0.051,0,1
0.73,0,1.59,0,0,0,2.58,0.61,0,1.72,0,0,0,0,0,0,0.12,0,0,0.229,0.02,1
0.87,0,0,0.32,0,0.04,1.37,0.87,0.29,1.32,0,0,0,0,0,0,0.07,0.04,0.016,0.165,0.182,1
0,0,0.8,1.61,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.53,0,0,0.53,1.06,0,0,2.65,0,0,0,0,0.53,0,0,0,0,0.478,0,1
0,0,0.37,0.37,0.37,0.74,0.74,0.37,2.61,1.49,0,0,0,0,0,0,0.37,0,0,0.505,0,1
0,0,0,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0.183,0.183,1
0.16,0,0.33,0.16,0.33,0.84,1.51,0,1.68,3.69,0,0,0,0,0,0,0,0,0,0.054,0,1
0.17,0,0.43,0.6,0.43,0.26,1.3,0.17,0.17,1.04,0,0,0,0,0,0,0.08,0,0,0.242,0.013,1
0,0,0.29,0,0,0,0.89,0,0,0,0,0,0,0.44,0,0,0,0,0.022,0.022,0,1
0.57,0,0,0,0,0.57,1.14,0,0,1.14,0,0,0,0,0,0,0,0,0,0.74,0,1
0.27,0,0,0,0,0.54,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0.504,0,1
0.34,0,1.02,0,0,0,0,0,1.02,0.68,0,0,0,0,0,0,0,0,0,0.105,0,1
0.87,0,0,0.32,0,0.04,1.37,0.87,0.29,1.32,0,0,0,0,0,0,0.07,0.04,0.016,0.165,0.182,1
0,0,0,0,0.17,0.52,0.52,0,0,0.7,1.93,0,0,0,0,0,0,0,0.028,0.057,0.229,1
0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0.597,0,1
0,0,0,0,0.61,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,1
0.7,0,0,0,0,1.41,0.35,0,3.18,2.12,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.32,0,0,0,0.65,0,0,1.3,0,0,0,0,0,0,0.32,0,0,0,0,1
0.09,0,0.36,0.09,0,0.18,0.82,0,0,3.38,0,0,0,0,0,0,0.27,0,0.015,0.03,0.03,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35,0,2.15,0.15,0,0,0.85,0.25,0,1.75,0,0,0,0,0,0,0.2,0,0.008,0.131,0.008,1
0.32,0,0.8,0.32,0.16,0,1.44,0.16,0,1.28,0,0,0,0,0,0,0,0,0,0.075,0,1
0,0,0,0,0,0,0,1.33,0,2.66,0,0,0,0,0,0,0,0,0,0.514,0,1
0,0,0.12,0,0,0,0.99,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0,0,1
0,0,2.06,0,1.65,0.82,0,0,0,0.82,0,0,0,0,0,0,0.41,0,0,0,0,1
0,0,0,0.77,0,0.38,1.16,0,0,0.38,0,0,0,0,0,0,0,0,0,0.12,0,1
0,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.136,0,1
0.65,0,0.32,0.16,0,0.49,1.3,0,0.49,1.8,0,0,0,0,0,0,0,0,0,0.231,2.29,1
0,0,1.52,0,2.29,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.94,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1.14,0,0,3.44,0,0,0,0,0,0,0,0,0,0.197,0,1
0.25,0,0.51,0.51,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.209,0,1
0.47,0,0.05,0.13,0.05,0.26,0.97,0.58,0,1.5,0,0,0,0,0,0,0.02,0,0.004,0.764,0.159,1
0.05,0,0.1,0.05,0,0.05,0.3,0.2,0.3,0.75,0,0,0,0,0,0,0.05,0,0,0.118,0,1
0,0,0,0,2.94,1.47,0,0,1.47,4.41,0,0,0,0,0,0,0,0,0,0.141,0,1
0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0.207,0,1
0.09,0,0.38,0,0,0.09,0.19,0,0,1.42,0,0,0,0,0,0,0,0,0.044,0,0,1
0,0,0,0.68,1.37,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1
0.08,0,0.24,0.32,0,0.16,0.65,0,0,0.65,0,0,0,0,0,0,0.24,0,0,0.03,0,1
0,0,0.89,0,0,0,0,0.89,2.67,1.78,0,0,0,0,0,0,0.89,0,0,0.483,0,1
0.34,0,0.08,0.42,0.08,0.25,0.51,0.94,0,0.94,0,0,0,0,0,0,0.17,0,0,0.294,0.065,1
0,0,0.58,0,0.58,0,0.29,0,0.87,1.16,0,0,0,0,0,0,0.29,0,0,0,0.043,1
0.1,0.21,0.21,0,0.1,0.1,0.31,0,0,0.31,0,0.1,0,0,0,0,0,0,0,0.609,0.253,1
0,0,0.95,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.47,0,0,0.267,0,1
0.4,0,0.25,0.18,0.03,1.01,0.72,0.65,0.14,1.45,0,0,0,0,0,0,0.07,0,0.012,0.141,0,1
0,0,0,0,0,0,0.84,0,0,2.53,0,0,0,0,0,0,0,0,0,0.3,0,1
0,0,0,0,1.25,0,0,0,0,3.75,0,0,0,1.25,0,0,0,0,0.199,0,0,1
0.05,0,0.34,0,0,0,0.28,0.11,0.05,0.92,0,0,0,0,0,0,0.05,0,0.019,0.079,0.009,1
0,0,1.44,0,0.48,0,0.96,0,0,2.41,0,0,0,0,0,0,0.48,0,0,0.243,0,1
0,0,2.23,0,0.55,0,0.55,0.55,0,1.67,0,0,0,0,0,0,0,0,0,0.345,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0.338,0,1
0,0,0.5,0.5,0.5,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,1
0.34,0,0.63,0.17,0,0,1.27,0.34,2.61,1.5,0,0,0,0,0,0,0,0,0,0.186,0.027,1
0,0,1.16,0,0,0,0.58,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1.42,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.79,0.79,0.49,0,0.69,0.29,0.19,0.69,0,0,0,0,0,0,0.09,0,0,0.154,0.015,1
0,0,0,0,0,0,1.33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,0,2.83,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,1
0.18,0,1.09,0.18,0.54,0,0.18,0,0,2,0,0,0,0,0,0,0,0,0,0.305,0,1
0,0,0.98,0,0,0,0.98,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,1
0.14,0,0.29,0.29,0,0.29,0,0.14,0,1.31,0,0,0,0,0,0,0.58,0,0,0,0,1
0.13,0,0.55,0.27,0.27,0.13,0.97,0.27,0.13,2.65,0,0,0,0,0,0,0,0,0,0.182,0,1
0,0,3.48,0,0,0.58,0.58,0,0,3.48,0,0,0,0,0,0,0,0,0,0.085,0,1
0,0,0.32,0,0,0.32,1.28,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,1
0.56,0,0.28,0.84,0,0.84,1.41,0,1.98,2.83,0,0,0,0,0,0,0,0,0,0.042,0,1
0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.34,0,0,0,0.68,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1
0.27,0,0,0,0.13,0.13,0.41,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.47,1.47,0,0,1.47,2.94,0,0,0,0,0,0,0,0,0,0.147,0,1
0.28,0,0.28,0.28,0,1.4,0.56,0,1.97,3.09,0,0,0,0,0,0,0,0,0,0.094,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.84,0,0,0,1.69,0,0.84,0,0,2.54,0,0,0,0,0,0,0,0,0,0.278,0.092,1
0,0,0,0,0.56,0,0.56,0.28,0,1.12,0,0,0,0,0,0,0.28,0,0,0,0.153,1
0.17,0.17,1.43,0.34,0.05,0.05,0.51,0.28,0.23,1.03,0.17,0,0,0,0,0,0,0,0.01,0.161,0.03,1
0.1,0,0.61,0.3,0.4,0.1,0.5,0,0.5,2.03,0,0,0,0,0.1,0,0,0,0,0.397,0.033,1
0,0,0.26,0,0.26,0.26,1.31,0,0,0.52,0,0,0,0,0,0,0,0,0.038,0,0,1
0,0,0,0.59,0.29,1.04,1.04,0,0.44,0.59,0,0,0,0,0,0,0,0,0,0.21,0.021,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1
0.25,0,0.5,0,0.25,0,0.76,0,0,1.01,0,0,0,0,0,0,0,0,0,0.041,0.041,1
0,0,0,0,0.74,0,0,0,0,1.48,0,0,0,0,0.74,0,0,0,0,0,0,1
0.74,0,0,0,0.74,0,0.74,0,0,0.74,0,0,0,0,0,0,0,0,0,0.118,0.237,1
0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,1
0,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.35,0.45,0,0,0,0.45,0,1.35,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0.54,0,0,0,0.037,0,0,1
0,0,0,0,1.47,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1
0.48,0,0.48,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0.48,0,0,0,0,1
0,0,0.6,0.12,0.12,0,0.48,0.12,0,0.24,0,0,0,0,0,0,0,0,0.056,0.094,0,1
0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0.465,0,1
0.49,0,0,0.99,0,0,2.48,0.49,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1
0.36,0,0,0,0,0,0.72,1.81,0,1.09,0,0,0,0,0,0,0,0,0.063,0.126,0,1
0,0,0.56,0,0,0,1.79,0.22,0,2.8,0,0,0,0,0,0,0,0,0,0.056,0,1
0.52,0,0.26,0,0.26,0,0,0,0,1.05,0,0,0,0.26,0.52,0,0,0,0,0,0,1
1.03,0,1.03,0,0.68,0,0.68,0,0,1.37,0,0,0,0,0,0,0.34,0,0,0.061,0,1
0.32,0,0.12,0.2,0.16,0.2,0.98,0.41,0,1.64,0,0,0,0,0,0,0,0,0,0.493,0.028,1
0,0,1.03,0,1.03,0,2.06,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1
0.44,0,0.89,0,0,0,1.34,0,0,1.79,0,0,0,0,0,0,0.44,0,0,0.145,0.072,1
0.5,0,0.25,0.38,0,0,0.63,0.19,0.06,1.27,0,0,0,0,0,0,0.25,0.06,0,0.592,0.022,1
0,0,0.64,0.64,0.64,0.32,0.32,0.32,0,3.24,0,0,0,0,0,0,0.64,0,0,0.156,0,1
0,0,0.45,0.45,0.45,0,0.45,0,0,0,9.04,0,0,0,0,0,0,0,0,0,1.083,1
0.75,0,0.18,0.12,0,0.25,1.51,0.31,0.69,1.26,0,0,0,0,0,0,0,0,0,0.234,0.064,1
1.63,0,0,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0.253,0,1
0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.04,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,1
1.17,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,1
0,0,0.65,0.32,0.32,0.32,1.3,0,2.61,3.26,0,0,0,0,0,0,0,0,0,0,0.103,1
0,0,1.13,0.56,0.56,0,1.13,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1
0.71,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.64,0.64,0.32,0.64,0.32,0.32,0,3.24,0,0,0,0,0,0,0.64,0,0,0.168,0,1
0,0,0.8,0,0.8,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.25,0.62,0,0,0,0,0,1.88,0.62,0,0,0,0,0,0.62,0,0,0.11,0.11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.17,0,0,0,0.39,0,0,1.96,0,0,0,0,0,0,0,0,0,0.094,0,1
0.25,0,0,0,0,0,1,0.25,0,2.75,0,0,0,0,0,0,0,0,0,0.997,0,1
0.71,0,0.47,0.11,0,0.59,0.11,0.23,0,1.66,0,0,0,0,0.11,0,0.11,0,0.072,0.254,0.018,1
0,0,0.81,0,1.63,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.169,0.169,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.431,0,1
0,0,0.81,0.81,0,2.98,0.54,0.27,1.35,2.44,0,0,0,0,0,0,0,0,0,0.121,0,1
0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,1
0,0,1.58,0,1.58,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,0,1.44,0,0,0,2.52,0.6,0,1.8,0,0,0,0,0,0,0.12,0,0,0.222,0,1
0.42,0,1.71,0,0.42,0,0.85,0.21,0,1.49,5.78,0,0,0.21,0,0,0,0,0,0.075,0.639,1
0,0,0.67,0,2.01,0,0,0,0.67,2.01,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.3,0,0.15,0,0,0.15,0.15,0.6,0,0,0,0.15,0,0,0,0,0,0.02,0.041,1
0.1,0,0.4,0.1,0.1,0,0.5,0,4.26,1.72,0,0,0,0,0,0,0,0,0,0.16,0,1
0,0,0.48,0,0,0.48,0.96,0,0,2.41,0,0,0,0,0.48,0,0,0,0,0.761,0,1
0.51,0,0,0,0.51,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0.188,0,1
0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,1.19,0,0,0,0,1
0,0,2.29,0,0,0,1.14,0,0,1.14,0,0,0,0,0,0,1.14,0,0,0,0,1
0.27,0,0,0,0,0,0.55,0,0,0.27,0,0,0,0,0,0,0,0,0,0.182,0,1
0,0,0,1.36,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0.222,0,1
0.1,0,0.31,1.14,0.2,0.62,0.62,0,0.2,1.25,0,0,0,0,0,0,0,0,0.095,0.175,0.031,1
0,0,0.55,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.55,0,0,0,0,1
0.17,0,0.34,0.17,0,0.86,1.38,0,1.55,3.8,0,0,0,0,0,0,0,0,0,0.055,0,1
0,0,0.39,0.39,0.39,0.39,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.17,0.52,0.52,0,0,0.7,1.92,0,0,0,0,0,0,0,0.029,0.058,0.235,1
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.58,0,0.39,1.19,0.79,0,0,1.98,0,0,0,0,0,0,0,0,0,0.211,0,1
0.72,0,0,0,1.45,0,0.72,0,1.45,5.1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.35,0,0.9,0.45,0.45,2.71,0,1.8,0,0,0,0,0,0,0,0,0,0.41,0,1
0,0,0,0.93,0,0.18,2.06,0,0,0.93,0,0,0,0,0,0,0,0,0,0.107,0,1
0,0,0,0,1.34,0.33,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0.053,1
0.14,0,1.72,0.43,0,0,0.57,0.35,0.28,0.64,0,0,0,0,0,0,0,0,0.012,0.206,0,1
0.16,0,0.41,0.58,0.49,0.33,1.24,0.16,0.16,1.16,0,0,0,0,0,0,0.08,0,0,0.224,0.013,1
0,0,0.4,0.4,0.4,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
1.19,0,0.59,0,0,0.59,0,0.59,0,6.54,0,0,0,0,0,0,0,0,0,0,0,1
0.59,0,0.29,0.09,0,0.59,0.09,0.29,0.09,1.69,0,0,0,0,0.09,0,0.19,0,0.044,0.133,0.011,1
0.66,0,0.26,0,0.13,0,0,0.79,0,0.53,0,0,0,0,0,0,0.13,0,0,0.021,0,1
0.74,0,0,0,0.37,0,1.12,0,0,2.24,0,0,0,0,0,0,0,0,0,0.122,0,1
0,0,2.23,0,0.55,0,0.55,0.55,0,1.67,0,0,0,0,0,0,0,0,0,0.345,0,1
0,0,0.37,0,0,0,0.74,0,0,1.48,0,0,0,0,0,0,0,0,0,0.175,0.058,1
0,0,0.82,0,0,0,0,0,0,1.1,1.93,0,0,0,0,0,0,0,0,0,0.187,1
0.32,0,2.04,0.13,0,0,0.79,0.27,0,1.81,0,0,0,0,0,0,0.18,0.09,0.008,0.121,0.008,1
0,0,0,0.74,1.12,0,1.49,0.74,0,1.87,0,0,0,0,0,0,0,0,0,0.223,0,1
0,0,0,0,0,1.29,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.062,0,1
0,0,0.65,0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0.65,0,0,0,0,1
0,0,0,0.94,0,0.18,2.07,0,0,0.94,0,0,0,0,0,0,0,0,0,0.107,0,1
0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.97,0,0.97,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.41,0,0.47,0,0.94,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,1
0.22,0,0,0.22,0.22,0,0.22,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.23,0,0,0.46,0,0,0.69,0,0,0,0.23,0,0,0,0,0.077,0,0.038,1
0,0,3.48,0,0,0.58,0.58,0,0,3.48,0,0,0,0,0,0,0,0,0,0.082,0,1
0,0,2.8,0,0,0,1.4,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1.31,0,0,5.26,0,0,0,0,0,0,0,0,0,0.212,0,1
0.1,0,0.6,0.2,0.4,0.1,0.5,0,0.4,1.92,0,0,0,0,0.1,0,0,0,0,0.391,0.032,1
0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,1
0,0,0,0,0.5,0,1.51,0,0,1.01,0,0,0,0,0,0,0,0,0,0.536,0,1
0,0,0.76,0,0.38,0,0,0,0,1.52,0,0,0,0,0,0,1.14,0,0,0.179,0,1
0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0,0.85,1.02,0.25,0.17,0.59,0.17,0.17,0.42,0,0,0,0,0,0,0.08,0,0,0.118,0.013,1
0.9,0,0,0,0.9,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3.12,3.12,1.87,0,0,0,0,0,0,0,0,0.075,0.226,1
0.36,0,0,0.58,0.07,0.14,1.39,0.58,0,1.25,0.07,0,0,0,0,0,0,0,0,0.266,0.279,1
0.93,0,0.93,0.93,0,0.93,0,0.93,0,2.8,0,0,0,0,0,0,0,0,0,0.171,0,1
0.9,0,0.9,0,0.9,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0.612,0.459,1
0.18,0,1.57,0.36,0.06,0.06,0.54,0.3,0.24,1.09,0,0,0,0,0,0,0.06,0,0.01,0.167,0,1
