@relation spambase

@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,20,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0.09,0,0,0.87,0.19,4.1,1.66,0.39,0,0,0,0,0,0,0,0,0,0,0.14,0.155,0,494,1
1.01,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.152,0.121,0,10,1
0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,12,1
0.33,0,0,0.82,0.33,0,0.99,0.49,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.05,350,1
0,0,0,4.65,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0.17,0,0.05,0.92,0,0,0,0,0,0,0,0,0.11,0,0,0.099,0.079,0.009,95,1
0.99,0.33,0,0.33,0.33,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0.108,0.162,0.054,50,1
0.22,0,0,0.22,0,0,1.1,0.22,0,0,0,0,0,0,0,0,0,0,0.261,0.196,0,75,1
0.59,2.95,0.59,5.91,2.95,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
0,0.05,0,0.05,0.1,0.2,0.17,0,0,0,0,0,0,0,0,0,0,0,0.004,0.017,0.017,489,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,0,22,1
0.87,0,0,0,1.74,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
1.1,0,0,0.36,0,1.1,2.95,1.47,0,0,0,0,0,0,0,0,0,0,0.123,0.928,0.185,33,1
0.63,0.31,0,0.31,0.31,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0.108,0.162,0.054,10,1
0,0,0.35,0.7,0,0,1.41,0.35,0,0,0,0,0,0,0,0,0,0,0,0.063,0,12,1
0,0.55,0,1.11,0,0,2.22,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0.08,0,85,1
0.05,0.05,0.05,0,0,0.3,0.75,0.15,0.05,0,0,0,0,0,0,0,0.05,0,0.045,0.118,0,96,1
0.33,0,0,0.67,0,0.33,2.18,0,0,0,0,0,0,0,0,0,0,0,0.183,0.104,0.026,525,1
0,0,1.1,0.66,0,0,1.54,0,0,0,0,0,0,0.44,0,0,0,0,0.085,0.114,0.028,65,1
0,0.1,0,0,0,0,0.31,0.21,0,0.1,0,0,0,0,0,0,0,0,0.101,0.609,0.253,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,36,1
0,0,0,1.63,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,16,1
1.32,0,0,0,0,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0.37,0,16,1
0,0.5,0,1.5,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,3,1
0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.201,0.1,0,59,1
0.53,0,0,1.59,0.53,0,1.59,0.53,0,0,0,0,0,0,0,0,0,0,0.467,0.186,0,85,1
0,0,0,0.88,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,1.3,0.65,0,2.61,0.65,0,0,0,0,0,0,0,0,0,0,0,0.463,0,22,1
0,0.53,2.12,0,0.53,0,2.65,1.59,0,0,0,0,0.53,0.53,0,0,0,0,0.191,0.478,0,60,1
0,0,0.26,0.13,0,0.13,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,149,1
0,0,0,0,0,1.02,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,1327,1
0,0.35,0,0,0.71,0,2.5,1.42,0,0,0,0,0,0.35,0,0,0,0,0.233,0.233,0,25,1
0,0,0,0,0,0.14,1.02,0,0,0,0,0,0,0,0,0,0,0,0.204,0.153,0.102,73,1
0,0,0,1.36,1.36,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,128,1
0.62,0.62,1.04,0,0.2,0.41,0.83,0.62,0,0,0,0.1,0,0,0,0,0,0,0,0.199,0.033,685,1
0,0,0,2.63,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0.201,0.067,0,28,1
0,0.5,0,0.25,0.12,0.25,1.38,1.13,0,0,0,0,0,0,0,0,0,0,0.379,0.119,0,38,1
0.26,1.06,0.71,0.88,0.44,0.26,1.24,0.08,0,0,0,0,0,0,0,0,0,0,0.226,0.254,0.113,54,1
0.98,0.19,0,0.98,0,0.39,1.38,0,0,0,0,0,0,0,0,0,0,0,0.232,0.31,0.025,76,1
0.35,0.05,0,0,0.64,0.23,1.11,0.82,0,0,0,0,0,0,0,0,0,0,0.052,0.167,0,13,1
0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
0.35,0.05,0,0,0.7,0.23,1.11,0.76,0,0,0,0,0,0,0,0,0,0,0.051,0.165,0,12,1
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,1.219,0,11,1
0,0,0,1.11,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.088,0.707,0.022,51,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0.15,0.15,0,1.09,0.62,0,0,0,0,0,0,0,0,0,0,0.252,4.017,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,25,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0,0,0,0.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,20,1
0.09,0.36,0,0,0.09,0,3.38,0.36,0,0,0,0,0,0,0,0,0,0,0.059,0.014,0,48,1
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.57,0,0,0,0,1.14,2.85,0,0,0,0,0,0,0,0,0,0,0,0.74,0,32,1
0,0,0,0.68,0.34,0.34,0.34,0,0,0,0,0,0,0.34,0,0,0,0.34,0.393,0.056,0,17,1
0,0,0,0.47,0.95,0,1.91,0.47,0,0,0,0,0,0,0,0,0,0,0.076,0.306,0,78,1
1.02,0.17,2.21,0.25,0.08,0.17,0.42,0.85,0,0,0,0,0,0.08,0,0,0.08,0,0.065,0.118,0.013,669,1
0,0,0,0.76,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0.14,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0.066,0.05,0,60,1
0,0,0,0.2,0,0.13,1.21,0,0,0,0,0,0,0,0,0.13,0,0,0.107,0.085,0.01,144,1
0,0.73,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,22,1
0,0,0,0.55,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,7,1
0.9,0.5,1.5,0,0.2,0.2,1,0.1,0,0,0,0,0,0,0,0,0,0,0.175,0.175,0.014,669,1
0,0,0,0.54,0.54,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0.253,0,68,1
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.105,0,22,1
0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,11,1
0,0,0,0.63,0.63,0,2.54,0.63,0,0,0,0,0,0,0,0,0,0,0,0.3,0,22,1
0,0,0,0,0.86,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1
0,0,0,2.04,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,4,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0,0,27,1
0.2,0,0,0,0.61,0.2,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0.223,0.478,55,1
0,0,0,0,0,0.68,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,6.52,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
1.64,0.27,0,0,0,0,1.09,0.27,0,0,0,0,0,0,0,0,0,0,0,0.128,0,93,1
0.2,0.27,0,1.11,0.69,0,1.04,0.06,0,0,0,0,0,0.06,0,0,0,0,0.105,0.305,0,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.54,0,0,0.54,2.73,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,32,1
0.03,0.18,0.03,0.21,0.43,0,1.35,0.51,0,0,0,0,0,0,0,0,0,0,0.08,0.523,0.136,739,1
0,0,0,0.43,0.87,0,1.31,0.43,0,0,0,0,0,0,0,0,0,0,0.072,0.216,0,90,1
0,0,0,0.86,3.44,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0.154,0.154,7,1
0,2.2,0,2.94,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.62,0.17,0.62,0.62,0.08,0.17,1.15,0.79,0,0,0,0,0,0.08,0,0,0,0,0.07,0.211,0.014,583,1
0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0.25,0.75,0,0,0,1.51,0.75,0,0,0,0,0,0.5,0,0,0,0,0.078,0.432,0,19,1
0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0.381,0,0.19,28,1
0.17,0,0,0.51,0.08,0,0.77,0.08,0,0,0,0,0,0,0,0,0,0,0.077,0.103,0.012,119,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,12,1
0,0,0.13,0.26,0,0.26,1.44,0.13,0,0,0,0,0,0,0,0,0,0,0,0.022,0.889,107,1
0,0.28,0.84,0.84,0.28,0,2.54,0.28,0,0,0,0,0,0,0,0,0,0,0.091,0.045,0,104,1
0.56,0.56,0,0,3.4,1.13,0.56,0,0,0,0,0,0,0,0,0,0,0,0.092,0.046,0,97,1
0.6,0.6,0,0.4,1.61,1.81,2.62,0.2,0,0,0,0,0,0,0,0,0,0,0.096,0.129,0,64,1
0,0,0,1.93,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,332,1
0.16,0.84,0,0,1.68,1.68,3.87,0,0,0,0,0,0,0.16,0,0,0,0,0.218,0.054,0,63,1
0,0,0,0.57,0,0.38,0.57,0,0,0,0,0,0,0,0,0,0,0,0.099,0.066,0.928,213,1
0,0,0,0,2.53,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0.439,0,11,1
0.8,0,1.61,0.1,0,0.2,0.7,0.6,0,0,0,0,0,0,0,0,0,0,0.11,0.158,0.015,669,1
0,1.19,0,0,1.58,0,1.98,0,0,0,0,0.79,0,0,0,0,0,0,0,0.211,0,13,1
0.23,0.23,0,0.47,0.31,0,1.49,0.55,0,0,0,0,0,0,0,0,0,0,0.012,0.077,0.012,77,1
0.28,0.14,0,0.14,0.42,0,1.28,0.14,0,0,0,0,0,0,0,0,0.14,0,0.047,0.118,0.023,27,1
0,0,0,0.31,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,22,1
0,0,0,2.4,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,11,1
0,0,0,0.14,0,0.14,0.88,0,0,0,0,0,0,0,0,0,0,0,0.204,0.127,0.102,73,1
0,0,0,0,0,0,2.46,0.49,0,0,0,0,0,0,0,0,0,0,0.466,0,0,12,1
0,0.19,0,0.98,0.19,0,0.78,0.19,0,0,0,0,0,0.19,0,0,0,0,0.128,0.16,0,31,1
0,0.16,0.66,0,0,0.49,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.05,32,1
0,0,0.16,0.16,0,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.049,149,1
0,0.43,0,0.87,0,0.17,0.87,0,0,0,0,0,0,0,0,0,0,0,0.376,0.721,0,35,1
0.17,0,0,0.53,0.08,0,0.89,0.08,0,0,0,0,0,0,0,0,0,0,0.054,0.109,0.027,119,1
0.57,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.081,147,1
0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,11,1
0.27,0.13,0.13,0,0,0.13,2.77,0.13,0,0,0,0,0,0.13,0,0,0,0,0.017,0.177,0,232,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.662,0,17,1
0,0,0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0.28,0,0,1.72,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0.142,0,3.423,56,1
0,0,0,1.57,0.78,0,2.36,0.78,0,0,0,0,0,0,0,0,0,0,0,0.341,0,22,1
0,0.5,0.76,0,0,0,1.52,0.76,0,0,0,0,0,0.5,0,0,0,0,0.078,0.433,0,19,1
0,0,0.18,0,0.37,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.196,0,22,1
0,0,0,0,0.67,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,12,1
0.36,0.72,0,0,0,0,2.18,0.72,0,0,0,0,0,0,0,0,0.36,0,0.297,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.25,0.08,0,0.67,0.67,0,0.92,0,0,0,0,0,0,0.08,0,0,0,0,0.029,0.378,0,67,1
0.7,0.35,0,0.7,0,2.82,2.47,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.122,21,1
0.03,0.03,0,0.17,0.03,0.03,1.35,0.1,0,0,0,0,0,0,0,0.03,0,0.03,0.071,0.065,0,46,1
0.03,0.14,0.03,0.22,0.44,0,1.53,0.59,0,0,0,0.03,0,0,0,0,0,0,0.075,0.532,0.137,763,1
0.2,0.1,0,0.1,0,0.41,1.84,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.396,0.033,56,1
0.59,1.04,1.04,0.29,0.74,0.44,0.59,1.48,0,0,0,0,0,0.29,0,0,0,0,0.084,0.21,0.021,887,1
0.1,0,0,0.91,0.2,4.26,1.72,0.4,0,0,0,0,0,0,0,0,0,0,0.093,0.156,0,494,1
0.21,0,0,0,0.21,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.152,0.118,0,14,1
0.11,0.23,0.23,0,0.11,0.46,1.74,0,0,0,0,0,0,0,0,0,0,0.46,0.075,0.056,0.018,74,1
0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0.47,0,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,54,1
0,0,0,1.87,0.37,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,332,1
0.2,0.1,0,0.1,0,0.4,2.02,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.397,0.033,56,1
0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0.221,0.221,0.177,54,1
0.31,0,1.27,0.63,0.31,0,1.91,0.31,0,0,0,0,0,1.59,0,0,0,0,0.278,0.501,0,91,1
0.09,0.18,0,0,0,0,3.27,0.36,0,0,0,0,0,0,0,0,0,0,0.047,0.031,0.031,69,1
0.46,0.46,0.46,0,0.92,0,0.69,1.61,0,0,0,0,0,0.92,0,0,0,0,0.037,0.112,0,30,1
0.42,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.062,0,1.002,74,1
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.47,0.79,0,0,1.58,1.58,3.95,0.15,0,0,0,0,0,0.15,0,0,0,0,0.076,0.127,0,97,1
0,0,0,0.96,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0.086,0.086,0,4,1
0,0,0,0.79,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,26,1
0,0,0,0.54,0.54,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0.261,0,68,1
0,0,0,1.66,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0.4,0.8,0,0.4,2,0,0,0,0,0,0,0.4,0,0,0,0,0.232,0.116,0,54,1
0.17,0,0,0.58,0.05,2.61,1.5,0.17,0,0,0,0,0,0,0,0,0,0,0.201,0.182,0.027,131,1
0.73,0,0,0.73,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.109,13.129,12,1
0.26,1.04,0.69,0.86,0.34,0.17,1.3,0.08,0,0,0,0,0,0,0,0,0,0,0.234,0.261,0.11,54,1
0,0,4.41,0,0,0,1.2,4.01,0,0,0,0,0,0,0,0,0,0,0,0.794,0,41,1
0.29,0.29,0,0.87,0.58,2.61,2.9,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0.14,139,1
0,1.2,0,6.02,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0.45,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084,72,1
0,0,0,0.98,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,12,1
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,17,1
0,0.52,0,0.87,0,0.17,0.87,0,0,0,0,0,0,0,0,0,0,0,0.373,0.716,0,35,1
0.23,0,0,0,0.71,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0,0.84,0,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0.14,0,0.07,0.22,1.87,0,0,0,0,0.07,0,0,0,0,0,0,0.095,0.071,0.167,74,1
0,0,0,4.76,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.42,0.25,0.17,0.08,0,0,0.94,0.34,0,0,0,0,0,0,0,0,0,0,0.063,0.223,0.079,62,1
0,0,1.92,0,0,0,0.96,4.32,0,0,0,0.48,0,0,0,0,0,0,0.061,0.43,0,305,1
0,0,0,0,0,0,2.75,1.25,0,0,0,0,0,0,0,0,0,0,0.181,0.997,0,49,1
0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.84,0.84,0,0,1.41,1.98,2.83,0.28,0,0,0,0,0,0,0,0,0,0,0.128,0.042,0,47,1
0.11,0.21,0,0.16,0.33,0,1.46,1.03,0,0,0,0,0,0,0,0,0,0,0.058,0.847,0.141,193,1
0.38,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0.062,735,1
0.36,0.06,0,0,0.72,0.24,1.09,0.85,0,0,0,0,0,0,0,0,0,0,0.052,0.167,0,12,1
0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.493,0,0.394,22,1
0.28,1.4,0,0,1.4,1.97,3.09,0,0,0,0,0,0,0.28,0,0,0,0,0.284,0.094,0,63,1
0.25,0.25,0,0.25,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0.39,0.78,0,1.17,0.39,0,0,0,0,0,0,0,0,0,0,0.062,0.186,0,78,1
0,0.51,0.77,0,0,0,1.54,0.77,0,0,0,0,0,0.51,0,0,0,0,0.079,0.434,0,19,1
0,1.12,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.212,0.424,0,25,1
0.29,0,0,0,0.19,0,0.67,0.09,0,0,0,0,0,0,0,0,0,0,0.047,0.047,0.031,23,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.114,0.228,0,16,1
0.74,0,0,0.37,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.103,0,0,33,1
0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,7,1
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.028,247,1
0.14,0,0,0,0.29,0,0.88,0.14,0,0,0,0.58,0,0,0,0,0,0,0.097,0.048,0.024,49,1
0,0,0,0.35,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,121,1
0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,62,1
0.13,0,0,0,0.2,0,1.23,0.06,0,0,0,0,0,0,0,0,0,0,0.057,0.092,0.023,104,1
1.14,0.62,1.66,0,0.2,0.2,1.25,1.14,0,0,0,0,0,0,0,0,0,0,0.143,0.175,0.031,689,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.354,0,29,1
0,0,0,2.77,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0,11,1
0,0,0,0.23,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0.109,0.036,0,97,1
1.02,0.2,0,0,0.61,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.095,0.063,0,31,1
0,0.48,1.93,0,0.48,0,2.41,3.38,0,0,0,0,0.48,0.48,0,0,0,0,0.084,0.761,0,46,1
0,0,0,0.8,0.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.212,0,24,1
0,0,0,0.33,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,19,1
0,0,0,0.48,0,0.48,1.95,0,0,0,0,0,0,0.48,0,0,0,0,0.073,0.294,0,47,1
0.46,0,0,0.46,0.46,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,46,1
0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,61,1
1.05,0,0,1.05,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0.194,0,0,43,1
0,0,0,0.64,0.64,0,2.56,0.64,0,0,0,0,0,0,0,0,0,0,0,0.369,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.32,0.32,0,0.98,0,2.61,3.26,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.103,137,1
0,0,0,1.81,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,14,1
0.2,0.4,0,0.2,0.4,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0.28,0.336,0,19,1
0.46,0.23,0.07,1.39,0.15,0,0.77,0,0,0,0,0,0,0.15,0,0,0,0,0.183,0.183,0,84,1
0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.4,0,3.27,0,0,0.4,2.04,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0,181,1
