@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3,10-11,14,16,20,22,25,27,30,32,37-38,42,44,46,53,55,58'

@attribute Word_freq_all numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.906,1
0.96,1.92,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.43,25.964,1
0.27,0.27,0,0,1.35,0,10.86,0,0,0,0,0,0,0,0,0,0.141,44.72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,1.8,1
1.35,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,2.516,1
0,0.51,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.429,1.447,1
0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0
0,0,0,0,0,0,0,0.8,0,0,0,0,0,1.6,1.6,0,0,3.388,0
0,0,0,0,0,0,0,0,1.27,0,0.63,0,0,0,0,0,0,2.215,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437,0
1.21,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,1.952,0
0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,1.426,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0.75,0,1,0,1.25,0,0,0,0.5,0,1.958,0
0,0,0,0,0,0,0,2.89,0,0,0,0.48,0,0,0,0,0,2.534,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1.611,0
0,0,0,0,0,0,0,0,0,0.89,0,1.78,0,0,0,0.89,0,2.27,0
1.18,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0.313,7.588,0
0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,2.473,0
0,0,0,0,0,0,0,5.37,0,0,0,1.07,0,3.22,0,0,0,2.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,1.625,0
0,0.51,0,0,0,0,0,3.06,0.51,1.02,0.51,0,0,1.02,0,0,0,4,0
0.29,0,0,1.19,0,0,0,0,0,0,0,0.29,0,0.89,0,0,0,3.338,0
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1.411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,0
0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,3.714,0
0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,1.583,0
0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,4.333,0
0.09,0.09,0,0,0,0,0,3.48,0,0,0,0.09,0,0,0.55,0,0.1,2.188,0
0.22,0.22,0.45,0.22,0,0,0,2.03,0,0,0,0.22,0,0,0,0,0.072,3.242,0
0,1.72,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,3.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.607,0
0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,5.515,0
0,0.78,0,0,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0.136,2.62,0
0,0,0,0,0,0,0,3.7,1.85,1.85,1.85,0,0,0,0,0,0,2.526,0
0,0,0,0,0,0,0,4.34,0,2.17,0,0,0,0,0,0,0,2.615,0
0,0,0,0,0,0,0,0.3,0,0.05,0,0.41,0,0,0.1,0.2,0,1.997,0
0.91,0,0,0,0,0,0,1.83,0,0.91,0,0,0,0,0,0,0,1.619,0
0,0,0,0,0,0,0,1.17,1.17,0.58,0.58,0.58,0,0,0.58,0,0,1.76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.124,1.772,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,3.041,0
0.22,0.22,0,0,0,0,0,0.44,1.12,0.22,0.22,0.22,0,0.22,0,0.44,0.033,2.28,0
0,0,0.09,0,0.09,0,0,1.57,0,0.09,0,0.39,0,0,0.09,0,0,2.059,0
0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,3.368,0
0.15,0,0,0,0,0,0,1.56,0.93,0.15,0.15,0.31,0,0,0,0,0,1.945,0
0,1.78,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0.63,0.31,0,0,0,0,3.34,0.47,0.15,0.15,0.47,0,0,0,0,0,4.026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,2.31,0,0,2.204,0
0.12,0,0,0,0,0,0,0.62,0.12,0,0,0.12,0,0,0,0,0.034,3.302,0
1.61,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,1.769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,1.01,0,2.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0
0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,3.472,0
0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1.76,1.76,0.58,0.58,0.58,0,0,0,0,0,2,0
0.25,0,0,0,0,0,0,0.5,0.08,0,0,0.08,0,0.08,0,0,0.022,3.995,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1.38,0
0,0,0,0,0,0,0,0,5.88,0,0,2.94,0,0,0,0,0,1.562,0
0,0,0,0,1.26,0,0,0,1.26,0,0,0,0,1.26,0,0,0,1.285,0
0,0.51,0.77,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,10.409,0
0.38,0,0,0.38,0,0,0,3.84,0.38,0.38,0.38,0.38,0,0,0,0,0,2.297,0
1.58,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,1.482,0
0,0,0,0,0,0,0,2.79,0,0,0,0.27,0,0,0,0,0.053,2.662,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0.68,0,0.34,0,0,0,0,0,0,0,2.147,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
0,0,0,0,0,0,0,0.29,0.29,0,0,0,0,0,0,0,2.038,13.562,0
0,0.65,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.108,1.924,0
0.97,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.187,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,1.769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,5.111,0
0,0,0,0,0,0,0,0,2.35,0,0,1.17,0,0,0,0,0,2.925,0
0,0.89,0,0.22,1.33,0,0,3.34,0.66,0.22,0.22,1.11,0,0,0,0,0.223,3.425,0
0,0,0,0,0,0,0,3.1,0,0.62,0,0,0,0,0,0,0,4.255,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,1.536,0
0,1.85,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,1.47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.153,0
0,0,0,0,0,0,0,1.12,0,1.12,0,0,0,0,0,0,0,4.689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,0,0,0,1.181,0
3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0,0.65,0,0,0,0,0,1.31,1.97,0.65,0.65,0,0,0,0,0,0,2,0
0,0.23,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0.069,2.216,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2.333,0
1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482,0
0,0,0,0,0,0,0,2.02,3.03,1.01,1.01,0,0,0,0,0,0,1.875,0
1.58,1.58,0,1.58,0,0,0,1.58,3.17,1.58,0,0,0,0,0,0,0,1.4,0
0,1.31,0,0,0,0,0,1.31,2.63,1.31,0,1.31,0,0,0,0,0,1.75,0
1.58,0,0,0,0,0,0,1.05,0,2.11,0,0.52,0,0,0,0,0,1.78,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,1.428,0
0,0,0,0,0,0,0,6.08,0.86,0.86,0.86,0.86,0,0,0,0,0,2.607,0
1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.928,0
0.74,0,0,0,0,0,0,2.99,0,0.74,0,0.37,0,0,0,0,0,2.468,0
0,1.23,0,0,1.23,0,0,0,2.46,0,0,1.23,0,0,2.46,0,0,1.535,0
0,1.33,0,0,0,0,0,8,1.33,2,0,0.66,0,0,0,0,0,2.673,0
0,0,0,0,0,0,0,0,4.54,0,0,4.54,0,0,0,0,0,3.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0
0,0,0,0,0,0,0,0.58,0,0,0,1.74,0,0,0,0,0,6.428,0
0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,1.8,0,0,0,1.45,0
0,0,0,0,0,0,0,0,1.21,0,0,0.3,0,0.6,0,0,0.042,1.183,0
