@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.082,0.496,249,1
0,0.34,0.68,0.34,0.34,0,0,0,0.34,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0.048,96,1
0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,214,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.421,0.21,60,1
0.09,0.49,0,0.39,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.037,5.803,755,1
0,0,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.455,70,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.947,40,1
2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,63,1
0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.492,166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.138,122,1
0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.394,237,1
0,0.24,0.12,0.36,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.34,1234,1
0,0,0.51,1.03,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.514,249,1
0.46,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.081,102,1
0,0,0,1.32,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.07,191,1
0.35,0.46,0,0.66,0.31,1.28,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.09,0.324,2218,1
0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443,87,1
0.76,0.19,0,0.31,0.25,0.38,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.429,1059,1
0.68,0.68,2.73,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,89,1
0,0,0.38,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,235,1
0.18,0,0,0.06,0.06,0.06,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.01,444,1
1.24,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.065,0.461,114,1
0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.464,78,1
0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.053,0.477,312,1
0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,122,1
0.27,0.27,0,0.82,0.27,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.029,344,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,215,1
0.4,0.26,0,1.2,0,0,1.46,0.53,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.593,1112,1
0,0.11,0.11,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.322,389,1
0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,114,1
0,0,0,0.56,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.371,452,1
0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,477,1
0.27,0,0,0.21,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.029,0.019,539,1
1.04,0,0.69,0.69,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.379,96,1
0.18,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.029,566,1
0,2.43,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1
0,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.672,87,1
0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,78,1
0,0,0.63,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,356,1
0.33,0.67,0.67,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1
0,0,0,0.65,0,0,0,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0.146,642,1
0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.157,142,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1
0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.111,0,139,1
0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.881,150,1
0,0.57,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,54,1
0,0.1,0.1,0.2,0.1,0.1,0,0.4,0,0,0,0,0,0,0.3,0,0,0,0,0,0.048,0.518,1890,1
1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,109,1
0.35,0.1,0,0.75,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.035,0.149,617,1
0.95,0,0,0,0.47,0,1.42,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.791,0.169,723,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,174,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,52,1
0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0.075,1.285,363,1
0,0,0.27,0,0.54,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.13,276,1
0.51,0.43,0,0.62,0.29,1.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.078,0.478,2340,1
0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.776,249,1
0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,97,1
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,46,1
0,0,0.47,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.621,513,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0.236,79,1
0,0,0.09,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.047,0.559,432,1
0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.081,0.488,239,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385,180,1
0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,3752,1
0,0.45,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,158,1
0.11,0.22,0,1.59,0.11,0.11,2.16,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.17,0.265,666,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.134,0.671,518,1
0.66,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.407,0.203,62,1
0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,217,1
0.33,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.406,513,1
0,0,0,0.23,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,543,1
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,151,1
1.05,0,0.7,0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.367,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0.13,0.1,0.02,0.29,0.05,0.07,0.55,0.05,0,0,0,0,0.02,0,0,0,0,0.05,0.23,0,0.083,0.538,3525,1
0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.095,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,189,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.559,87,1
0.18,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.03,566,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,107,1
0,0.45,0.45,1.8,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.281,0.21,135,1
0,0.72,0,1.08,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.334,1.203,736,1
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,2.865,136,1
0.59,0.44,0.03,0.67,0.29,1.23,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0.075,0.613,2453,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,1.627,127,1
0,0,0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,172,1
0.26,0.08,0.08,0.62,0.08,0.7,0.17,0.26,0,0,0,0,0,0.08,0,0.08,0,0,0,0,0.044,0.339,753,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0,1.47,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.294,288,1
0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.441,70,1
0.45,0,0,0.22,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.187,363,1
0,0,0.31,0.63,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.137,191,1
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,65,1
0.13,0.26,0.13,0.39,0.13,0,0.26,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,1235,1
0.17,0,0.08,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.092,1140,1
0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.034,9090,1
0.46,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.081,102,1
0.46,0,0,0.23,0.23,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.188,354,1
0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.615,146,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,15,1
0.25,0,0.25,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0.161,578,1
0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0.47,0.95,0,1.91,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,1.683,744,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,25,1
0.14,0,0.28,0.43,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.21,477,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,91,1
0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.353,81,1
0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,332,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,95,1
0,0.2,0.41,0.2,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.238,247,1
0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.14,0.078,0.13,826,1
0,0.5,2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.445,164,1
0.08,0.08,0.25,0.08,0.17,0,2.21,0.17,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.063,0.394,1410,1
0.11,0.11,0.23,0.35,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.233,0.287,509,1
0.59,0.09,0,2.09,0.29,0,0.39,0.09,0,0,0,0,0,0,0.09,0,0,0,0.19,0,0.078,0.334,2541,1
0,0,1.41,0,0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,191,1
0,0.23,0,0.95,2.61,2.61,0,0,0.71,0,0,0,0,0,0,0,0,0,0.47,0,0.121,0,189,1
0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.121,104,1
0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0.17,0.17,0.17,0,0.35,0,0,3.37,1.77,0,0,0,0,0,0,0,0,0.35,0,0.216,0.046,3318,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.211,0,185,1
0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,76,1
0,0.27,0.82,0.82,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.235,0.235,298,1
0.53,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,1.208,189,1
0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.056,0.897,350,1
0.33,0.44,0,1.16,0.11,1.27,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.159,0.069,819,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,1.543,25,1
0.09,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.045,0.242,542,1
0,0,0,0,0.32,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.276,228,1
0,0,0.36,0,0.36,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.414,177,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,247,1
0,0,0,0.49,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,400,1
0.58,0,0.58,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,207,1
0.98,0.16,0,0.49,0.08,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.736,701,1
0,0.56,0.56,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.114,0.153,555,1
0,0,2.04,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,95,1
0.14,0.14,0,0.29,0.14,0,0,0.14,0,0,0,0,0,0,0,0.29,0,0,0,0,0.205,0.153,368,1
0.09,0.38,0,0.38,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.246,640,1
0,0,0,0.27,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.27,0,0.047,0.142,273,1
0.67,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362,132,1
0,0.75,0,0.37,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,93,1
0.14,0.28,0,0.14,0,0.14,0.42,0.14,0,0,0,0,0,0,0,0,0,0,0.42,0,0.025,0.381,216,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,63,1
0.1,0.1,0.4,0.81,0.1,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.928,1043,1
0,0,0,0.23,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.109,1.018,543,1
0.32,0,0.65,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,141,1
0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0,0.29,0.14,0.43,0.14,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585,979,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412,180,1
0.15,0.45,0,0.75,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.25,1.318,774,1
0,0.54,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,1.045,212,1
0.29,0.58,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,162,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.19,199,1
0,0.27,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.472,533,1
0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.299,174,1
0.54,0.13,0,0.16,0.24,1.19,0.13,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.086,0.273,3327,1
0.27,0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.451,578,1
0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,141,1
0,0,0.5,1.01,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.433,249,1
0,0.55,2.2,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.165,0.495,387,1
0,0,0,1.01,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,190,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.532,87,1
0.65,0.49,0,0.49,0.16,0,0.16,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.902,595,1
0,0,0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,1319,1
0.09,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.048,0.257,535,1
0,0,0.26,0.26,0.26,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.813,339,1
0,0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,359,1
0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.088,108,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0.351,0.351,107,1
0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,119,1
0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,196,1
0,0,0.1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.016,381,1
0,2.35,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.097,0.683,145,1
0,0,1.15,0,1.15,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,74,1
0.1,0.1,0.4,0.81,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.994,1042,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1
0,0.53,0.26,0.26,0,0.53,0,0.26,0.26,0.26,0,0,0.53,0,0,0,0,0,0,0,0,0,164,1
0,0,0.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0.034,302,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,71,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
