@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1-2,5-7,10-11,16-17'

@attribute At1 numeric
@attribute At2 numeric
@attribute At5 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
14,86,73,80,39,28,0,0,2
39,94,66,44,70,0,15,100,5
0,100,100,86,62,0,5,44,7
37,100,94,94,3,54,0,38,8
0,4,100,62,88,100,74,0,1
29,78,72,80,65,43,81,20,3
27,100,60,43,100,0,29,58,8
100,87,0,78,60,90,94,0,9
73,100,4,48,0,0,100,28,6
43,100,0,51,43,40,100,0,4
1,90,74,83,53,32,100,0,3
0,100,47,69,32,0,10,47,7
11,59,53,100,46,16,0,1,1
0,62,61,84,100,77,70,0,1
98,98,8,59,63,0,0,100,8
61,95,100,100,45,45,10,50,8
0,91,67,76,53,48,100,7,3
3,90,58,98,0,58,100,0,5
74,98,69,89,90,38,84,8,9
48,94,53,39,47,14,70,100,8
100,89,23,69,54,0,0,81,8
75,100,11,59,0,0,98,16,6
15,77,100,100,91,16,49,4,1
32,80,100,85,62,50,83,20,3
59,100,24,19,69,42,74,19,0
0,78,58,77,46,12,19,0,2
0,57,58,100,78,74,78,0,1
96,98,47,68,26,0,100,27,6
32,71,82,77,62,17,0,0,2
36,86,100,77,62,45,99,0,3
16,88,50,69,28,13,23,0,2
0,90,89,87,75,36,9,0,2
27,100,78,62,53,0,0,35,7
0,76,82,97,100,44,47,0,2
5,84,79,82,26,46,100,8,3
4,54,97,98,100,75,40,0,1
30,100,0,44,75,63,97,0,4
19,100,34,58,13,12,34,4,2
20,84,59,74,53,42,98,1,3
1,72,90,92,50,53,100,0,3
13,100,0,59,28,46,96,0,4
39,94,62,74,66,45,85,12,3
63,100,0,39,3,7,100,96,0
18,100,24,5,69,39,91,79,0
0,67,100,100,86,63,67,0,1
75,72,0,37,16,23,100,83,0
0,55,64,100,54,32,33,8,1
0,96,100,84,67,5,33,39,7
0,81,62,73,54,0,12,30,7
16,100,0,33,23,13,100,74,0
2,100,0,47,22,30,100,0,4
0,90,90,74,81,0,36,40,7
84,73,33,81,67,72,100,0,9
0,95,100,93,76,27,31,41,7
38,80,82,97,73,15,9,8,1
92,100,8,48,0,0,100,2,6
52,98,78,28,13,26,54,100,8
65,89,16,73,0,40,100,0,4
83,85,37,57,94,0,0,100,8
34,62,55,56,50,0,6,90,5
0,78,100,81,78,8,35,49,7
62,100,94,71,34,47,13,39,8
32,64,52,92,42,14,0,5,1
12,96,100,69,74,0,23,44,7
88,82,49,68,100,63,98,12,9
18,100,0,63,28,52,100,0,4
100,100,31,61,12,0,78,10,6
30,88,100,77,62,36,94,3,3
38,100,6,59,0,21,100,0,4
100,90,36,66,54,0,0,74,8
0,88,92,97,74,46,100,0,3
0,61,68,82,100,87,81,0,1
100,81,29,89,74,65,91,9,9
0,79,66,78,66,0,30,29,7
100,51,0,88,28,0,2,82,8
27,90,67,70,37,22,12,0,2
79,100,60,67,100,71,70,0,9
0,90,85,88,57,40,100,0,3
0,77,56,100,46,15,100,0,1
1,66,81,100,72,43,100,2,3
11,68,50,88,36,5,0,0,1
0,92,86,100,72,0,40,21,7
37,98,48,38,17,26,2,100,5
15,78,34,0,79,58,81,68,0
30,69,82,88,76,24,0,6,2
4,100,44,59,39,0,0,42,7
75,100,9,50,0,0,100,22,6
38,100,0,42,54,58,64,0,4
90,70,0,75,45,88,86,0,9
88,95,8,65,0,0,88,100,0
14,65,64,79,48,11,0,0,2
55,100,0,49,5,0,100,22,6
35,95,100,97,27,66,96,0,5
0,84,86,75,33,45,100,13,3
0,36,66,79,100,75,50,0,1
11,85,47,21,7,38,5,100,5
0,28,58,74,92,90,78,0,1
24,100,19,52,82,77,80,0,4
5,78,50,72,30,13,25,5,2
4,99,100,97,65,12,16,45,7
66,74,14,69,64,0,0,87,8
73,100,23,41,21,1,100,0,6
0,93,75,73,73,0,34,51,7
47,93,100,96,55,57,83,0,5
68,77,100,87,65,44,98,0,3
82,77,0,78,47,81,94,0,9
55,100,0,36,16,7,91,96,0
41,87,62,62,84,0,6,100,5
49,100,0,39,10,0,100,38,6
0,91,97,88,79,45,15,0,2
0,87,72,72,61,0,23,58,7
0,82,90,88,69,48,100,5,3
70,100,11,56,0,19,92,0,4
0,77,60,85,62,21,26,0,2
38,81,100,66,65,0,100,72,8
62,100,0,45,8,0,100,11,6
69,100,8,53,0,3,92,12,6
17,99,94,42,65,25,0,99,5
6,77,31,0,4,65,22,100,5
47,84,85,75,67,35,86,8,3
7,94,76,80,30,43,100,6,3
59,87,0,33,21,9,100,100,0
0,99,65,95,100,66,72,0,7
74,100,6,56,0,0,100,34,6
45,91,100,77,69,39,99,1,3
0,94,71,77,53,0,15,40,7
29,85,100,100,43,51,81,0,5
99,82,0,85,13,67,100,0,9
0,59,61,91,100,75,52,0,1
0,97,81,71,52,0,16,43,7
78,100,0,32,18,29,100,0,4
45,76,100,94,80,44,82,14,3
96,100,16,48,0,0,100,20,6
31,74,100,95,98,16,25,2,1
54,87,26,72,0,18,100,0,4
0,92,100,95,73,12,43,32,7
11,81,100,89,69,24,0,43,7
38,100,0,62,33,48,100,0,4
86,100,0,54,63,64,90,0,4
0,85,68,86,61,31,20,0,2
0,37,50,63,74,100,100,0,1
94,83,100,41,78,11,45,79,8
38,89,79,73,46,42,100,7,3
55,100,1,50,0,30,100,0,4
33,76,77,77,41,15,2,12,2
94,100,24,50,13,0,100,18,6
48,73,100,100,88,64,38,0,1
76,100,41,60,92,79,93,0,9
43,80,83,79,61,12,0,0,2
100,75,0,79,44,91,91,0,9
0,66,52,100,100,65,45,0,3
40,100,93,90,6,52,9,38,8
33,57,97,98,100,75,40,0,1
30,100,4,54,0,27,100,0,4
30,97,0,28,33,16,100,100,0
0,90,93,85,76,0,32,39,7
7,89,69,76,40,45,100,0,3
0,96,73,99,100,60,60,0,7
13,92,97,71,68,0,0,30,7
5,73,100,100,27,59,76,0,9
52,79,92,78,67,35,84,8,3
0,92,81,74,53,6,12,38,7
13,78,83,96,63,42,0,1,2
13,71,60,79,40,13,0,0,2
33,100,11,48,81,81,80,0,4
100,73,0,78,41,88,89,0,9
91,100,3,56,0,0,100,2,6
34,100,0,28,32,10,100,100,0
12,100,11,19,49,19,100,92,0
0,100,57,75,100,55,53,0,7
7,57,65,100,67,27,0,11,2
42,100,0,48,3,38,100,0,4
0,95,85,75,61,0,28,23,7
36,80,97,79,70,37,88,15,3
25,100,16,63,77,66,76,0,4
0,39,68,77,100,76,77,0,1
9,96,81,67,53,0,0,47,7
100,100,19,64,12,3,91,24,6
100,100,19,71,42,56,91,0,5
79,100,8,49,1,0,100,8,6
21,85,23,1,75,39,78,64,0
42,94,71,76,68,34,84,15,3
37,100,52,35,26,18,17,86,5
6,100,0,69,15,39,100,0,4
0,39,61,79,99,81,88,0,1
0,45,59,83,100,77,67,0,1
100,100,34,67,79,75,82,0,9
73,99,62,73,89,51,100,1,9
39,68,74,78,78,0,100,14,1
5,82,86,90,85,42,100,0,3
100,100,34,55,25,0,79,27,6
0,70,100,100,94,56,65,0,1
24,64,67,100,57,0,0,2,1
8,96,12,6,58,28,100,100,0
68,73,15,86,68,66,98,0,9
85,100,0,42,13,5,100,81,0
45,75,70,100,100,50,88,8,3
17,85,46,70,39,14,34,23,2
100,93,24,100,0,44,92,2,5
25,92,67,47,55,30,0,99,5
0,58,76,96,100,75,85,0,1
53,78,96,68,68,14,0,0,2
12,79,100,12,23,33,86,88,8
17,97,85,100,0,51,23,33,8
51,77,100,86,75,37,84,8,3
69,82,22,64,96,0,33,79,8
0,54,100,100,94,74,42,0,1
73,100,0,62,5,32,100,0,4
24,85,84,52,59,0,1,100,5
29,71,63,82,42,0,0,8,1
24,80,100,100,63,78,21,0,5
24,97,77,22,21,31,51,100,8
100,76,18,95,11,65,74,0,9
70,100,6,54,0,30,100,0,4
32,85,2,7,51,23,100,84,0
0,84,100,98,75,55,92,0,3
25,79,85,78,56,42,100,2,3
0,0,69,28,91,78,81,63,9
96,100,42,75,45,67,100,0,9
53,100,0,63,60,79,79,0,4
100,100,17,60,4,0,90,22,6
59,100,0,49,15,0,97,96,0
0,79,48,75,38,54,100,0,3
0,100,69,94,100,70,45,0,7
34,99,68,100,84,43,100,8,3
0,58,63,85,100,75,51,0,1
0,64,79,87,100,75,76,0,1
29,100,100,96,15,51,25,44,8
0,37,67,80,100,76,69,0,1
0,97,87,75,73,0,8,39,7
86,100,0,62,9,0,100,94,0
0,86,89,89,68,46,100,0,3
100,80,0,48,26,100,90,0,9
59,78,7,94,0,57,100,0,9
50,91,63,22,17,29,6,94,5
29,67,42,0,90,62,75,55,0
38,73,87,75,67,9,0,0,2
33,91,57,45,52,6,8,97,5
0,92,100,95,93,44,99,0,3
32,65,56,51,35,0,27,16,2
21,61,100,100,85,57,77,0,1
0,71,73,77,100,95,86,0,1
17,100,8,46,67,54,74,0,4
70,94,100,79,70,35,62,0,3
35,100,6,48,67,63,76,0,4
0,85,53,83,45,31,15,0,2
0,64,72,100,100,74,74,0,1
25,100,5,23,51,20,98,96,0
0,42,63,100,56,49,31,11,1
0,83,45,80,27,27,29,0,2
37,78,81,75,63,24,0,4,2
6,27,62,100,8,56,100,22,8
48,100,14,62,10,0,100,8,6
0,40,68,85,98,75,95,0,1
97,75,35,68,68,0,0,83,8
29,100,29,13,78,38,82,65,0
49,100,0,29,50,33,87,0,4
15,73,64,77,38,11,0,0,2
20,93,100,83,78,46,0,0,2
100,100,7,61,0,0,87,45,6
48,100,0,50,37,37,95,0,4
74,81,0,74,66,71,100,8,9
43,92,64,100,3,75,100,8,9
0,77,100,74,85,0,93,74,8
43,100,0,47,57,48,93,0,4
51,80,100,86,79,44,62,1,3
95,31,0,26,11,100,100,0,0
100,67,0,95,17,72,100,0,9
7,98,20,18,56,15,100,100,0
0,54,43,98,36,6,11,0,2
67,63,100,100,83,60,33,0,1
23,100,0,44,47,46,99,0,4
93,97,65,67,95,62,82,15,9
0,97,76,73,64,0,38,42,7
9,100,37,67,100,85,77,0,4
25,74,66,74,41,20,0,0,2
2,91,82,67,57,0,0,44,7
43,89,76,31,41,21,6,99,5
0,52,80,88,100,76,69,0,1
32,100,5,7,60,38,85,42,0
72,97,0,37,22,18,100,93,0
70,97,65,53,57,0,13,100,5
0,71,85,100,100,67,80,0,1
0,77,75,30,72,28,21,100,5
19,68,68,79,59,10,0,0,2
31,76,89,82,61,26,0,0,2
0,82,79,84,46,38,100,6,3
29,100,0,47,6,35,100,0,4
68,87,84,100,51,58,100,6,9
0,54,100,100,79,55,65,0,1
80,71,18,73,44,0,0,74,8
22,100,0,41,5,0,100,13,6
74,47,82,100,30,69,41,0,9
29,100,8,14,59,33,97,53,0
63,100,10,50,19,0,100,19,6
49,86,100,76,74,30,81,11,3
39,91,70,59,25,85,100,24,9
0,92,95,92,88,4,57,32,7
0,100,100,78,62,0,13,43,7
0,90,79,45,56,40,4,100,5
60,63,55,100,0,68,98,0,9
17,98,100,67,67,0,0,19,7
46,66,59,100,0,64,94,0,9
58,96,63,90,37,54,66,11,5
0,73,81,98,100,75,84,0,1
26,90,70,100,0,80,100,0,9
22,86,83,81,61,43,88,0,3
97,98,100,57,69,50,0,43,8
0,80,66,71,57,0,31,68,7
37,95,55,31,18,35,2,94,5
0,61,59,86,90,91,83,0,1
0,88,100,81,89,15,26,37,7
5,66,100,98,69,20,75,71,8
7,64,100,100,87,59,67,0,1
20,100,0,66,2,29,100,0,4
44,89,76,93,36,60,100,0,5
29,76,100,96,86,46,55,0,3
25,88,92,24,27,33,77,88,8
24,86,49,32,42,19,9,100,5
0,48,53,81,95,82,76,0,1
76,81,57,42,91,17,78,84,8
0,86,85,89,53,41,100,0,3
33,100,0,43,44,30,100,0,4
0,95,66,67,59,0,20,51,7
43,62,79,92,74,14,0,8,2
0,93,100,84,75,0,30,29,7
23,76,50,67,29,11,29,0,2
19,80,46,66,28,12,24,1,2
31,94,66,96,5,50,69,0,5
64,100,0,45,100,78,58,0,4
0,100,14,67,32,51,82,0,4
35,93,100,94,44,48,98,0,5
0,63,72,0,20,42,100,71,8
95,100,33,50,22,0,100,6,6
35,100,32,50,95,78,85,0,4
13,72,93,100,100,54,85,0,3
23,69,48,0,0,50,100,71,8
48,100,0,42,71,60,95,0,4
0,100,83,79,71,0,100,48,7
0,99,49,83,51,29,44,2,2
46,100,0,49,0,0,100,17,6
4,25,33,97,0,0,100,85,0
0,53,67,94,79,71,71,0,1
44,81,85,74,69,21,0,8,2
100,100,23,55,0,0,76,13,6
29,91,79,100,4,68,68,0,5
2,75,96,95,88,39,100,20,3
80,80,0,84,51,77,78,0,9
100,84,79,39,84,13,37,100,8
0,82,75,87,61,27,9,0,2
28,96,12,12,47,11,100,99,0
25,67,57,0,100,74,42,26,0
74,100,0,53,44,51,76,0,4
28,100,0,47,59,60,92,0,4
0,89,79,94,73,2,31,30,7
60,86,0,71,42,100,96,0,9
100,100,20,71,0,13,58,33,6
77,100,0,50,68,56,69,0,4
100,100,29,74,3,6,41,31,6
0,94,70,76,32,52,100,1,3
0,55,100,100,89,73,37,0,1
30,100,0,48,11,45,100,0,4
12,91,100,100,100,64,54,0,3
0,85,60,85,34,50,100,0,3
3,74,26,66,10,0,34,6,2
69,100,12,59,9,0,100,2,6
5,70,85,83,56,43,100,20,3
78,70,53,91,59,86,63,0,9
56,97,49,79,64,61,100,10,9
38,91,100,74,68,46,88,5,3
4,73,100,100,47,41,72,0,5
21,98,60,98,7,50,100,0,5
100,100,11,62,0,0,96,2,6
0,91,64,72,54,0,13,45,7
34,84,0,25,41,27,100,85,0
0,85,50,88,43,21,27,2,2
5,100,96,79,84,0,100,49,7
3,40,55,81,100,76,51,0,1
55,98,90,70,62,20,0,0,2
0,100,100,76,68,17,23,36,7
78,97,100,30,65,35,84,72,8
0,74,37,94,30,30,12,12,1
0,59,100,100,88,12,32,0,1
100,100,29,77,22,53,61,9,5
20,100,3,50,0,29,100,0,4
15,77,90,87,88,33,0,2,2
49,90,74,100,69,18,0,0,2
46,82,69,72,39,28,12,0,2
9,67,52,0,91,65,74,65,0
75,100,0,51,4,0,100,5,6
47,80,100,100,59,63,54,0,5
50,100,32,13,84,45,79,56,0
67,73,10,69,34,0,0,72,8
13,67,78,100,100,41,9,6,2
6,100,37,50,90,89,79,0,4
100,100,44,70,16,6,34,32,6
0,82,97,99,99,23,56,32,7
19,74,100,100,95,60,41,0,1
17,85,90,84,89,36,97,1,3
0,55,80,94,100,76,63,0,1
0,88,97,87,84,7,38,35,7
2,55,93,100,100,70,83,0,1
12,96,76,40,64,17,0,100,5
0,93,87,94,71,0,39,37,7
50,92,51,96,22,42,86,0,5
31,87,83,100,0,67,23,38,8
27,76,100,100,30,75,56,0,9
100,100,48,56,23,3,81,28,6
13,71,19,0,67,38,96,82,0
80,84,19,64,100,0,0,88,8
0,27,76,74,90,80,76,0,1
0,0,85,34,100,88,43,65,9
13,71,100,78,57,0,79,82,8
64,93,0,9,37,35,100,70,0
34,82,94,77,65,42,88,9,3
6,50,100,19,44,37,63,73,8
74,100,2,59,1,0,100,6,6
74,100,17,35,0,33,100,0,4
0,82,62,95,31,57,23,0,1
88,100,18,49,19,0,100,31,6
69,98,51,46,25,9,11,98,5
0,77,50,86,34,23,20,0,2
32,63,50,0,0,44,100,75,8
86,98,47,41,74,10,42,100,8
0,88,88,97,13,89,100,0,9
0,12,48,65,77,100,97,0,1
100,100,16,79,0,51,76,0,5
0,100,63,99,100,69,57,0,7
29,100,65,40,61,12,0,97,5
13,57,40,0,81,66,81,54,0
100,100,0,46,75,65,85,0,4
0,80,50,61,33,0,18,53,7
21,100,18,44,70,54,69,0,4
77,100,0,40,7,30,100,0,4
0,51,71,79,100,80,87,0,1
33,74,60,71,47,0,0,4,1
0,72,96,100,100,66,69,0,1
8,73,53,71,40,11,0,0,2
40,100,90,100,31,63,100,28,9
0,61,63,0,100,80,45,16,0
67,93,68,76,76,55,94,6,9
0,82,95,92,83,50,100,9,3
0,54,88,93,100,75,45,0,1
39,96,93,79,67,38,88,2,3
0,81,100,100,47,69,77,0,9
0,82,69,84,47,46,100,1,3
39,96,100,94,19,76,95,0,9
0,65,56,100,54,23,33,5,2
10,89,75,44,60,12,0,100,5
34,93,0,25,34,12,100,100,0
51,99,40,9,79,44,81,87,0
0,37,66,1,100,71,59,59,0
55,50,76,100,7,64,72,0,9
36,89,75,74,48,30,0,0,2
18,72,64,0,0,41,100,80,8
0,65,58,100,98,59,100,0,3
0,38,74,100,62,17,3,5,1
0,65,55,100,62,68,62,0,1
15,100,1,44,55,54,100,0,4
69,67,42,94,31,69,90,0,9
72,100,26,62,100,89,53,0,4
63,100,0,46,4,32,100,0,4
0,96,86,86,65,0,38,42,7
0,80,56,97,61,29,38,4,2
39,99,74,52,74,0,23,100,5
40,88,39,0,85,49,79,67,0
0,95,100,86,98,18,55,34,7
59,100,0,31,32,22,100,96,0
34,100,0,44,79,62,100,0,4
23,73,80,93,60,44,100,15,3
42,100,0,45,4,0,100,39,6
0,17,96,69,91,94,70,0,1
0,100,5,60,16,35,80,0,4
78,91,6,67,38,0,0,72,8
53,100,18,52,0,0,100,13,6
0,0,77,36,100,94,32,63,9
0,86,95,93,75,39,100,12,3
34,100,0,35,35,29,81,0,4
0,75,47,0,89,54,76,62,0
93,100,12,59,0,0,100,29,6
26,89,8,0,69,58,73,25,0
20,62,58,0,99,65,69,60,0
31,87,100,80,73,30,0,0,2
30,82,100,84,68,47,85,0,3
23,75,49,17,17,43,9,100,5
6,87,62,81,22,46,100,4,3
26,66,32,0,80,42,82,76,0
60,78,38,100,0,79,96,0,9
0,100,98,38,86,8,65,86,8
8,100,15,51,99,80,90,0,4
32,89,73,37,53,17,7,98,5
11,100,80,65,68,0,100,50,7
17,69,42,0,92,58,63,62,0
67,100,18,50,0,34,100,0,4
54,88,83,96,44,58,75,3,5
100,74,0,73,25,96,78,0,9
42,95,40,42,18,23,5,100,5
19,76,86,100,7,61,100,0,9
5,80,58,73,34,8,5,7,2
0,56,60,94,80,75,90,0,1
0,60,100,78,57,68,88,0,9
42,97,100,80,40,84,82,0,9
0,92,90,89,52,44,100,0,3
37,69,61,100,0,78,62,0,9
62,100,0,69,11,47,100,0,4
34,58,54,60,35,0,22,9,2
25,95,10,34,92,69,62,0,4
83,73,4,82,0,73,100,0,9
0,68,86,100,100,73,81,0,1
9,97,91,72,74,0,100,34,7
77,95,0,64,0,0,100,3,6
75,100,0,36,37,44,100,0,4
25,80,35,44,76,0,4,100,5
10,100,18,72,0,36,100,0,4
95,100,4,53,0,0,100,0,6
28,82,87,77,46,48,100,0,3
89,71,20,90,80,73,82,0,9
0,100,2,60,47,62,72,0,4
34,96,36,12,0,47,28,100,5
30,100,0,25,36,10,100,63,0
59,77,49,38,93,6,38,100,8
0,90,66,78,44,24,4,2,2
12,99,100,93,65,32,0,39,7
48,100,39,0,100,87,18,19,0
31,82,100,87,65,40,91,5,3
11,100,73,37,100,11,27,95,8
34,95,42,32,47,8,13,96,5
0,86,66,75,48,13,12,7,2
0,100,4,69,11,43,93,0,4
10,81,100,46,89,3,0,100,5
23,76,17,4,68,32,99,90,0
0,53,78,98,100,75,68,0,1
15,95,2,15,48,28,100,98,0
67,75,94,74,72,15,0,1,2
28,65,63,64,55,0,0,58,7
40,99,43,100,30,44,98,31,5
0,100,100,83,92,23,59,33,7
22,66,66,68,38,1,7,0,2
83,100,7,63,0,0,100,15,6
38,83,41,32,32,24,13,100,5
0,83,63,16,23,35,50,95,8
96,90,78,32,85,26,72,71,8
0,90,94,100,96,22,68,25,7
2,61,0,33,38,20,100,74,0
61,92,100,94,62,60,49,6,5
10,87,88,50,86,6,0,100,5
21,69,19,7,61,30,100,83,0
16,92,51,0,94,57,63,43,0
0,84,90,74,77,0,37,49,7
0,54,42,90,91,76,74,0,1
23,93,16,19,64,29,94,90,0
15,89,87,69,86,0,4,100,5
61,94,15,68,0,0,100,14,6
32,92,100,100,33,48,81,0,5
40,100,0,28,40,18,100,67,0
66,83,98,98,59,67,49,0,5
0,77,67,73,64,0,6,45,7
24,99,95,70,44,47,100,8,3
13,100,13,41,69,55,68,0,4
19,91,10,10,63,32,100,80,0
49,100,0,40,10,0,100,11,6
0,81,78,93,62,42,7,0,2
55,100,0,55,61,74,52,0,4
100,79,0,78,25,68,99,0,9
15,89,50,13,4,43,0,100,5
0,56,71,93,100,75,75,0,1
20,91,54,32,19,32,0,100,5
33,63,100,100,84,64,37,0,1
0,93,100,95,99,25,58,40,7
100,100,26,74,11,45,0,0,1
42,100,100,84,20,48,14,58,8
39,84,83,77,71,31,80,18,3
0,58,53,85,100,75,52,0,1
100,88,43,80,17,24,24,26,6
57,89,1,68,43,0,1,86,8
47,85,5,20,47,24,99,100,0
0,96,61,68,47,0,12,47,7
40,99,1,20,44,24,100,70,0
37,100,0,45,64,50,75,0,4
92,95,34,68,87,78,100,19,9
69,100,5,50,0,23,100,0,4
100,100,17,51,2,0,100,42,6
22,72,54,89,53,12,0,4,1
76,100,1,52,0,0,100,21,6
