@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-6,11-12,14-15,17'

@attribute At2 numeric
@attribute At3 numeric
@attribute At5 numeric
@attribute At6 numeric
@attribute At11 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
92,100,57,98,74,42,14,0,5
86,26,68,97,55,0,23,100,7
61,97,78,0,100,77,100,9,8
88,59,51,67,92,28,0,0,9
100,27,0,44,100,25,25,3,6
93,87,94,100,98,40,3,0,9
80,62,74,63,0,30,25,100,2
84,94,100,75,0,12,7,94,2
91,48,52,15,11,70,90,100,5
81,62,64,0,100,87,100,0,8
100,20,0,46,100,23,36,14,6
100,0,67,47,83,56,93,17,8
79,30,78,36,0,61,95,100,5
64,29,60,90,0,8,5,100,2
75,44,23,73,0,16,45,100,8
77,30,84,98,5,10,2,100,2
78,46,75,84,100,12,0,0,3
84,31,29,65,100,31,4,0,9
80,50,82,72,9,7,38,100,7
100,45,100,78,10,0,28,93,7
75,28,65,93,12,3,0,100,2
99,37,72,81,33,24,40,100,7
75,50,100,94,89,5,0,0,3
77,36,44,100,100,21,8,0,1
74,69,16,88,91,37,8,0,9
100,11,0,51,100,44,26,36,4
88,41,10,63,100,26,42,0,6
97,9,0,49,75,100,50,73,4
100,0,2,48,82,67,34,66,4
82,27,35,70,41,0,1,100,2
84,17,31,11,87,81,100,0,0
100,26,9,34,100,32,28,0,6
91,31,71,29,49,67,100,0,8
90,100,65,93,100,42,12,8,5
77,41,19,68,0,5,38,100,8
65,73,94,0,82,65,100,27,8
90,0,1,11,100,70,100,18,0
79,0,3,19,100,62,100,26,0
99,60,53,77,66,43,20,0,9
72,69,100,86,77,13,0,0,3
97,39,0,49,98,100,52,92,4
0,31,68,33,63,100,80,82,9
91,0,33,44,22,51,95,100,5
100,0,43,56,87,55,27,87,4
97,49,100,95,30,0,36,77,7
100,95,100,70,45,0,23,43,7
59,46,49,47,33,16,0,100,2
74,77,69,68,0,9,12,100,1
83,54,73,79,88,19,0,0,3
41,50,91,100,17,0,4,100,1
82,100,99,91,80,21,7,0,5
100,52,21,62,77,0,19,42,6
77,0,13,2,100,84,100,5,0
56,55,0,74,19,1,45,87,8
100,12,60,44,0,79,99,100,5
97,76,100,74,4,0,22,91,7
54,59,100,23,79,69,100,13,8
96,20,21,59,0,35,65,100,8
87,66,100,97,72,29,12,0,3
33,66,100,100,52,0,32,85,8
100,61,25,58,77,9,39,30,6
80,78,14,80,100,24,0,0,9
100,16,40,57,0,7,0,100,1
69,28,100,97,86,0,33,9,8
76,31,0,76,100,60,27,54,9
100,15,0,48,100,55,28,58,4
100,2,0,53,100,61,30,95,4
100,8,0,51,87,61,30,88,4
93,57,100,84,63,0,26,100,7
100,55,19,70,57,0,30,20,6
70,25,50,72,0,9,5,100,2
92,40,100,99,13,0,26,74,7
63,59,79,70,0,6,24,100,2
100,68,95,77,29,0,30,100,7
100,82,81,65,0,1,35,100,7
40,32,71,82,71,50,25,75,1
100,17,0,35,99,39,34,43,4
82,60,31,99,77,44,20,0,9
87,51,99,84,100,18,0,0,3
65,16,49,100,36,11,0,100,2
86,61,0,100,100,25,0,7,5
80,44,74,70,5,30,41,100,7
0,35,69,31,69,100,64,64,9
94,0,51,39,5,63,93,100,5
95,28,50,69,14,36,36,100,7
60,56,89,100,78,47,23,100,1
96,100,89,95,72,15,0,0,5
63,21,0,80,100,50,18,34,9
55,100,86,100,86,56,27,27,9
86,82,100,80,75,16,9,0,3
97,26,68,86,15,18,42,100,7
100,9,0,34,100,55,89,21,0
88,58,89,79,100,25,2,0,3
90,67,26,71,74,0,26,27,6
85,80,76,72,87,13,0,0,3
93,16,0,60,89,79,41,45,4
50,79,100,100,51,1,0,35,8
70,6,46,100,24,17,0,100,2
57,100,67,100,84,58,29,49,9
62,60,12,65,0,14,53,72,8
73,22,72,80,100,20,0,0,3
69,38,62,100,100,3,3,11,1
100,32,0,37,75,62,29,69,4
91,35,100,97,99,88,32,0,9
100,31,3,59,100,14,39,11,6
100,30,7,62,100,51,27,74,4
94,90,45,89,85,20,3,0,5
82,30,64,78,25,35,46,100,7
92,100,56,89,82,34,8,0,5
100,59,55,69,76,25,1,0,9
86,31,65,78,21,37,46,100,7
78,36,68,72,27,21,50,100,7
100,24,0,56,91,44,23,37,4
77,44,100,99,90,7,0,0,3
88,16,0,23,100,74,100,18,0
75,53,0,81,100,41,5,16,9
100,0,48,72,67,47,21,56,9
100,46,13,52,100,18,37,0,6
88,48,100,100,13,0,32,77,7
94,39,54,63,19,32,35,100,7
79,20,67,81,8,25,0,100,2
87,44,71,100,94,72,23,36,9
97,0,6,14,100,72,100,11,0
90,38,77,95,100,19,0,32,3
96,0,2,20,100,53,93,55,0
100,53,19,46,100,8,26,20,6
97,40,0,39,100,67,100,15,0
97,14,0,35,100,53,90,25,0
65,37,72,83,0,3,10,100,2
100,38,14,54,100,32,28,70,4
80,60,100,100,76,28,2,0,5
85,73,100,77,84,9,0,0,3
63,1,34,0,79,92,100,0,0
100,56,22,54,100,27,25,87,4
100,48,0,45,70,86,43,66,4
81,42,71,81,0,5,0,100,2
100,24,6,54,100,15,32,10,6
63,48,0,76,3,9,55,100,8
100,56,19,67,81,15,53,78,0
15,44,88,88,100,31,0,0,8
100,14,5,58,97,44,21,100,4
46,42,79,88,72,49,23,60,1
100,55,20,66,79,2,27,9,6
100,30,0,34,88,86,43,40,4
73,30,62,86,21,21,4,100,2
100,10,0,28,100,45,77,29,0
79,34,57,80,10,0,1,100,2
54,24,71,89,43,50,26,5,1
72,78,100,80,0,18,17,88,2
74,45,14,69,0,23,49,100,8
89,0,47,49,33,53,100,100,5
100,63,24,64,70,18,46,3,6
76,28,3,100,100,24,0,0,9
84,0,58,67,6,33,84,100,5
100,48,13,55,94,25,38,0,6
100,47,0,33,88,63,25,55,4
93,47,56,70,0,0,1,100,2
82,14,33,49,0,41,72,12,8
100,67,33,75,0,30,15,0,1
100,73,100,80,36,0,27,78,7
94,76,44,82,6,0,7,22,6
87,67,100,18,70,67,100,0,8
67,83,25,86,0,6,33,100,8
100,12,0,26,100,55,92,44,0
77,54,81,83,95,10,0,0,3
100,41,5,43,100,49,36,87,4
100,16,0,39,100,48,88,44,0
77,35,69,86,0,3,3,100,2
100,61,30,58,44,2,21,2,6
63,21,63,80,99,52,24,96,1
63,7,36,0,86,93,100,18,0
75,42,87,95,100,10,0,0,3
79,44,0,74,83,61,30,100,9
90,62,100,34,55,58,100,29,8
87,100,80,96,94,45,15,0,5
83,62,100,99,98,56,26,0,9
79,28,99,80,100,68,34,84,9
66,30,69,100,12,1,0,100,2
77,53,66,74,0,15,11,100,2
81,51,83,85,100,14,0,0,3
95,28,0,37,100,64,100,23,0
87,35,49,76,100,19,1,0,3
78,0,31,0,71,100,91,11,0
94,25,26,71,100,18,0,0,5
100,11,0,57,100,72,36,60,4
76,54,62,58,13,24,27,100,2
100,0,27,51,72,61,30,48,4
90,74,82,58,0,18,17,100,2
61,25,66,96,0,0,0,100,2
93,15,97,45,42,45,88,23,8
58,100,45,100,10,0,31,67,8
91,68,81,82,100,20,1,0,3
78,75,100,100,97,64,32,65,9
100,21,0,39,100,49,87,9,0
78,75,100,76,0,0,8,88,2
98,9,71,53,10,60,93,100,5
100,7,4,70,74,41,20,100,4
65,95,100,76,76,8,44,0,8
100,0,37,50,80,61,30,88,4
73,29,92,98,100,24,0,0,3
78,92,100,96,79,13,0,27,1
87,54,100,88,99,6,0,0,3
100,57,46,51,0,38,46,100,7
73,63,100,100,77,47,23,55,1
89,100,62,92,92,36,13,0,5
98,10,0,10,100,76,100,2,0
89,68,78,80,95,19,0,0,3
96,24,33,61,0,36,63,100,8
67,22,46,70,2,0,5,100,2
78,68,78,83,82,5,0,0,3
88,28,60,31,25,57,91,100,5
100,37,0,35,73,72,36,74,4
50,59,87,92,94,50,25,100,1
100,57,0,52,100,68,32,71,4
94,62,22,67,100,8,43,16,6
66,27,47,73,31,5,3,100,2
95,0,8,12,100,73,100,7,0
100,68,19,70,100,8,42,19,6
86,45,26,71,90,17,0,0,9
100,47,9,51,100,58,32,87,4
100,19,0,53,29,41,77,54,8
96,33,79,92,13,48,64,100,7
40,15,51,87,74,50,25,100,1
76,0,16,0,95,79,100,3,0
100,10,0,28,100,58,96,27,0
100,9,40,64,53,53,26,0,4
83,76,86,75,0,6,1,100,2
71,71,92,77,0,0,7,100,2
86,0,13,2,91,94,100,13,0
93,44,78,72,20,24,44,100,7
82,100,44,69,90,12,32,5,6
65,55,100,100,70,43,21,65,1
83,13,43,80,3,1,0,100,2
87,66,28,68,92,18,42,0,6
100,0,0,40,90,62,31,82,4
79,69,90,72,0,3,6,100,2
89,0,40,35,9,70,96,100,5
100,28,2,52,100,22,44,6,6
66,100,57,100,78,37,5,0,9
89,0,9,0,100,67,100,39,0
26,34,68,71,59,55,22,5,1
100,0,15,16,100,59,91,36,0
82,36,83,88,100,16,0,14,3
100,31,0,44,100,40,81,32,0
100,30,0,47,100,52,35,91,4
88,89,100,70,84,14,0,0,3
100,12,0,40,100,58,33,75,4
82,34,49,0,4,89,100,100,5
93,100,97,76,13,21,1,39,2
100,0,7,28,100,64,89,29,0
77,2,39,0,53,100,78,10,0
100,54,19,56,81,0,20,31,6
84,39,43,9,15,91,100,100,5
94,0,16,10,98,80,100,14,0
97,63,95,79,100,28,8,0,3
97,62,60,62,0,31,42,100,7
53,39,72,80,82,51,25,68,1
64,28,63,83,0,0,2,100,2
98,76,84,77,15,17,43,100,7
100,50,20,56,100,41,23,50,4
100,52,19,65,100,43,21,78,4
90,75,88,74,88,14,4,0,3
100,33,0,57,70,75,38,16,4
89,64,70,61,4,3,4,100,2
83,33,100,100,30,0,31,86,7
87,52,13,75,84,41,7,0,9
77,86,100,100,80,44,12,0,5
81,44,100,86,29,0,34,90,7
100,60,0,55,90,86,41,71,4
43,100,64,100,12,0,27,67,8
100,24,9,56,74,73,36,0,4
75,33,66,77,51,0,30,100,7
79,45,69,19,67,68,100,0,8
100,20,76,48,0,61,95,100,5
78,44,68,85,100,0,2,1,1
85,41,37,1,7,91,97,100,5
86,87,100,75,97,13,0,0,3
91,75,72,71,74,15,0,0,3
100,50,0,37,100,61,39,51,4
100,11,0,51,100,51,26,69,4
93,65,98,81,100,16,0,0,3
59,0,35,0,80,76,100,5,0
65,26,53,72,1,4,6,100,2
100,57,24,58,69,5,32,4,6
100,6,0,51,74,50,32,47,4
83,28,78,92,100,17,0,5,3
100,46,13,60,83,16,49,30,6
62,16,47,0,76,86,100,0,0
100,0,13,12,100,67,100,34,0
68,22,54,84,0,9,9,100,2
100,24,0,46,100,13,32,3,6
92,55,68,67,2,28,44,100,7
94,61,96,73,100,32,54,17,7
100,25,0,42,100,25,33,25,6
100,11,0,60,92,51,26,57,4
100,48,17,55,96,12,33,0,6
71,36,20,95,78,46,21,0,9
100,21,0,49,100,19,33,14,6
95,6,16,11,84,90,100,0,0
95,40,9,62,100,22,63,69,0
88,49,60,58,46,15,0,100,2
90,77,100,88,73,27,6,0,3
88,96,100,82,85,7,0,0,3
80,21,74,38,15,51,90,100,5
95,89,100,80,31,0,36,91,7
95,55,13,88,70,20,0,0,5
83,66,100,86,96,18,0,0,3
100,57,26,73,37,0,25,15,6
94,61,28,77,86,8,0,0,5
72,0,23,64,9,62,100,100,5
82,35,68,81,26,23,40,100,7
74,29,100,88,0,0,29,96,7
76,78,100,88,86,45,0,0,9
79,83,100,100,22,38,14,1,5
89,50,100,89,55,0,29,82,7
100,68,36,70,33,0,9,0,6
96,63,100,25,77,65,100,0,8
100,5,0,53,100,46,27,87,4
100,47,18,58,77,4,29,29,6
95,50,54,69,0,1,10,100,2
63,71,1,81,0,13,56,100,8
75,25,90,83,100,18,0,6,3
61,36,74,91,87,46,19,68,1
78,41,89,84,100,25,2,0,3
100,11,7,62,100,58,29,71,4
100,0,2,47,93,56,27,75,4
76,45,100,90,98,24,4,0,3
100,51,16,56,79,3,29,0,6
53,40,75,91,88,45,17,87,1
84,70,100,87,86,23,5,0,3
100,0,14,15,100,73,100,24,0
97,56,93,74,100,21,42,30,7
77,89,96,100,100,35,3,0,9
96,18,53,30,0,75,100,100,5
95,60,74,18,67,59,100,36,8
79,23,70,30,72,63,100,2,8
96,4,0,18,100,70,100,5,0
100,44,59,76,70,37,17,0,9
52,0,36,78,79,64,32,39,1
95,52,59,75,19,5,27,100,7
100,50,18,52,100,24,36,0,6
95,43,66,65,11,32,44,100,7
100,67,73,69,0,23,47,100,7
100,39,70,27,62,60,90,30,8
97,71,77,79,87,12,1,0,3
95,25,100,84,100,66,30,33,9
80,35,99,82,20,0,34,92,7
89,46,13,76,100,21,0,0,5
100,45,100,89,38,0,37,87,7
87,38,88,88,100,28,0,41,3
77,0,22,8,90,74,100,5,0
78,23,62,79,31,18,39,100,7
92,20,68,94,14,16,48,100,7
73,66,100,100,36,41,20,0,1
90,88,81,79,100,18,0,0,3
100,21,0,47,100,61,32,54,4
23,27,56,68,87,66,33,66,1
74,87,100,100,64,20,0,0,1
77,0,25,0,76,100,100,8,0
74,57,81,74,100,18,0,0,3
93,64,100,82,27,0,29,63,7
100,0,1,72,66,36,14,100,4
85,14,69,38,0,55,91,100,5
66,15,58,100,11,5,0,100,2
100,36,3,52,100,53,34,70,4
52,71,100,100,60,5,3,89,1
100,26,0,42,100,46,89,33,0
73,29,74,97,0,4,0,100,2
