@relation penbased

@attribute At1 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At12 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
32,76,52,71,100,34,0
11,71,37,87,80,41,0
28,85,69,72,99,30,0
0,73,49,86,93,49,0
11,68,46,89,94,40,0
81,3,0,94,24,100,0
54,40,22,100,69,64,0
30,55,28,100,70,63,0
64,37,35,100,81,61,0
22,62,25,96,68,62,0
35,100,100,40,85,9,0
48,7,0,91,27,100,0
41,33,23,100,60,88,0
43,29,0,100,37,79,0
67,14,0,100,38,91,0
7,61,30,98,69,59,0
15,81,38,87,78,44,0
16,23,13,100,50,70,0
38,29,9,100,42,88,0
26,58,25,100,68,65,0
73,52,57,82,100,81,0
15,64,36,83,85,30,0
4,74,37,89,80,48,0
27,30,4,100,51,74,0
59,32,22,100,61,78,0
60,57,50,100,100,46,0
45,60,43,96,93,38,0
54,50,36,100,84,54,0
8,74,40,85,83,43,0
67,34,32,100,76,58,0
32,91,66,64,100,15,0
41,50,31,100,80,50,0
0,100,63,61,100,8,0
38,26,13,100,45,76,0
100,0,0,93,15,95,0
25,52,26,100,69,66,0
7,62,31,96,73,53,0
46,32,7,100,44,85,0
40,44,24,100,76,60,0
6,100,75,38,100,7,0
21,67,41,92,95,52,0
95,2,5,100,45,97,0
47,53,32,95,81,42,0
46,35,14,100,53,62,0
21,63,49,71,100,10,0
14,78,47,79,92,37,0
13,53,19,100,60,75,0
50,46,27,100,69,54,0
2,38,20,100,65,63,0
40,100,100,44,78,95,0
2,58,32,100,65,83,0
13,86,55,67,100,18,0
21,77,45,77,88,37,0
27,82,52,81,98,32,0
59,21,0,100,35,82,0
34,34,12,100,46,98,0
38,45,30,100,71,64,0
41,39,22,100,66,57,0
77,3,0,89,12,100,0
1,84,53,75,95,32,0
39,49,26,100,70,61,0
27,60,44,100,81,57,0
95,11,100,100,73,84,0
0,86,50,86,82,45,0
66,24,20,100,61,79,0
0,78,41,73,85,37,0
61,26,14,100,53,84,0
40,71,52,77,100,18,0
19,63,32,100,75,56,0
0,91,65,65,100,15,0
88,0,0,88,21,100,0
75,0,0,100,31,66,0
87,0,4,73,0,100,0
47,21,0,98,22,100,0
14,65,30,100,73,65,0
23,58,35,100,89,59,0
31,34,20,100,58,83,0
74,22,0,100,47,63,0
43,41,27,100,66,54,0
7,67,42,91,94,39,0
23,66,29,91,76,52,0
22,89,52,76,86,34,0
30,57,21,99,64,63,0
77,56,43,90,94,34,0
34,8,0,100,34,69,0
34,83,61,70,96,22,0
27,39,17,100,55,80,0
29,68,40,83,90,37,0
100,10,28,29,0,76,0
96,0,100,100,94,81,0
59,69,42,74,85,21,0
20,100,70,65,100,27,0
33,52,31,100,74,60,0
5,87,64,68,100,25,0
8,70,55,97,100,45,0
19,64,38,100,80,54,0
21,77,49,88,88,40,0
55,16,7,91,34,100,0
36,61,34,100,81,53,0
66,0,0,75,17,100,0
31,61,32,95,79,50,0
21,32,20,100,59,76,0
24,31,11,100,53,77,0
73,0,0,100,38,91,0
73,20,2,100,40,97,0
19,53,25,100,66,67,0
65,69,47,90,93,42,0
36,41,17,100,61,74,0
4,61,43,100,83,61,0
13,62,30,87,72,41,0
68,22,0,100,32,94,0
49,30,19,100,56,83,0
26,54,30,100,75,59,0
67,12,0,100,27,94,0
47,30,6,100,42,89,0
45,17,0,100,21,96,0
43,60,28,85,76,41,0
9,28,18,100,49,92,0
31,60,35,91,85,42,0
46,53,21,89,68,44,0
17,47,26,100,68,71,0
31,54,27,100,65,60,0
79,11,5,100,37,84,0
50,29,24,100,62,89,0
26,35,10,100,50,86,0
13,73,49,85,93,37,0
0,86,66,76,100,34,0
48,44,29,100,70,60,0
23,69,40,93,78,49,0
56,24,25,100,65,70,0
45,56,31,91,79,38,0
27,81,50,78,92,37,0
54,34,8,100,46,73,0
32,38,28,98,76,36,0
64,0,0,95,15,100,0
31,59,23,98,69,62,0
27,53,29,100,71,62,0
16,53,11,100,54,72,0
83,2,0,82,12,100,0
96,0,0,95,28,100,0
51,24,0,100,38,87,0
12,92,64,70,100,15,0
41,86,48,74,91,35,0
22,87,69,61,100,18,0
26,69,52,85,97,44,0
15,89,63,73,100,21,0
54,15,19,99,51,100,0
32,83,56,80,95,36,0
14,54,27,100,67,74,0
27,90,54,75,93,27,0
17,53,22,96,63,56,0
49,39,20,100,62,69,0
9,75,46,87,97,39,0
4,70,35,94,79,53,0
56,18,0,100,36,91,0
10,65,31,100,75,61,0
26,36,18,100,57,76,0
27,62,33,94,79,46,0
47,47,24,99,66,59,0
29,70,53,100,96,49,0
87,0,0,99,24,100,0
22,60,31,97,77,51,0
100,4,13,44,0,79,0
38,65,27,92,67,48,0
48,100,87,18,48,74,0
9,74,56,77,95,33,0
44,14,0,99,30,100,0
15,74,57,64,100,12,0
84,9,26,100,67,71,0
20,58,26,98,71,56,0
16,84,57,75,100,9,0
33,13,3,76,25,100,0
15,76,62,86,100,37,0
43,29,20,100,56,71,0
25,43,10,100,52,74,0
0,88,43,78,79,34,0
48,12,0,86,24,100,0
10,69,42,97,84,57,0
32,42,27,100,71,66,0
27,38,16,100,53,92,0
55,24,17,100,52,96,0
17,81,49,74,90,24,0
24,77,53,84,97,33,0
24,61,44,100,89,54,0
42,62,25,96,66,49,0
74,100,95,0,39,75,0
24,57,32,96,75,43,0
32,35,13,100,49,81,0
40,51,46,100,100,38,0
70,100,79,36,56,67,0
2,73,53,98,92,54,0
83,24,46,8,0,51,0
21,79,61,87,98,40,0
48,29,22,100,60,86,0
30,30,6,100,45,74,0
23,44,16,100,56,72,0
23,60,30,100,70,63,0
23,53,29,100,71,67,0
36,27,9,100,47,88,0
50,36,17,100,60,68,0
25,71,57,56,100,2,0
23,37,19,100,53,95,0
36,48,24,100,70,61,0
33,66,45,91,96,34,0
57,25,13,100,50,75,0
62,21,7,100,43,83,0
0,65,29,98,67,66,0
14,31,21,100,62,69,0
27,63,46,73,96,12,0
27,42,30,100,73,69,0
100,11,26,34,0,76,0
26,61,30,94,73,52,0
17,95,72,55,100,0,0
43,57,30,100,70,60,0
31,32,18,100,51,82,0
61,37,10,100,60,64,0
24,70,32,90,74,51,0
33,62,42,91,92,32,0
36,40,19,100,59,65,0
5,61,30,100,70,66,0
58,62,44,96,94,33,0
32,51,27,100,69,66,0
86,0,16,52,0,100,0
34,62,33,95,74,49,0
32,51,23,100,67,67,0
17,63,36,100,81,51,0
48,29,16,100,54,79,0
47,9,18,97,51,100,0
17,92,58,63,95,11,0
44,29,17,100,51,87,0
15,41,5,100,42,80,0
26,72,36,85,79,45,0
10,40,28,100,72,59,0
23,74,57,76,100,20,0
34,41,27,100,67,68,0
23,64,29,94,72,52,0
25,43,16,100,61,72,0
30,66,47,79,100,28,0
9,91,65,74,100,30,0
21,60,30,92,78,49,0
80,0,0,82,19,100,0
22,43,26,100,73,61,0
44,63,29,95,69,47,0
26,47,17,100,60,71,0
95,0,0,88,20,100,0
0,92,60,73,98,29,0
65,15,0,100,30,89,0
100,7,28,31,0,70,0
81,8,0,100,25,100,0
46,63,29,86,78,45,0
37,26,7,100,42,81,0
37,58,31,97,85,48,0
25,76,59,61,100,15,0
27,62,39,97,91,48,0
52,12,0,100,27,98,0
52,41,22,100,62,70,0
31,52,19,99,66,60,0
62,56,31,93,81,42,0
17,66,37,90,83,39,0
3,90,71,53,100,0,0
50,24,19,100,55,77,0
39,46,27,100,73,62,0
25,89,75,71,100,30,0
16,77,60,91,100,40,0
25,29,6,100,47,77,0
21,40,18,100,56,75,0
11,77,60,72,100,24,0
75,19,14,100,58,70,0
45,36,14,100,53,79,0
37,18,0,91,26,100,0
20,100,59,68,90,32,0
5,89,54,70,92,23,0
0,100,71,59,100,12,0
20,99,65,69,100,23,0
8,61,38,100,81,53,0
32,30,6,100,44,76,0
10,60,24,96,66,58,0
64,10,0,94,20,100,0
45,19,0,100,29,100,0
19,55,26,100,70,67,0
15,67,33,93,76,53,0
30,49,28,100,72,56,0
11,84,67,65,100,21,0
51,35,24,100,69,61,0
9,70,37,84,82,47,0
6,72,41,86,88,37,0
47,46,23,100,67,60,0
27,70,43,93,91,35,0
49,17,0,100,31,85,0
52,33,16,100,54,88,0
95,0,7,60,0,100,0
38,53,34,100,83,47,0
48,43,25,100,69,62,0
35,42,17,100,65,60,0
17,100,90,43,100,11,0
18,69,39,91,87,45,0
34,32,0,100,38,85,0
13,86,56,84,90,33,0
53,30,22,100,60,68,0
20,48,24,100,64,74,0
0,89,54,76,93,35,0
23,60,29,100,74,67,0
15,69,44,100,86,58,0
47,50,18,100,63,59,0
45,85,74,69,100,28,0
82,0,0,85,14,100,0
11,88,61,79,94,38,0
10,80,65,64,100,22,0
42,0,0,98,43,100,0
15,54,19,100,53,80,0
27,73,45,93,88,40,0
0,100,60,74,64,79,0
47,27,12,100,46,94,0
97,0,0,93,15,100,0
31,69,53,72,100,21,0
23,51,34,100,78,60,0
26,80,42,82,81,38,0
24,61,44,80,100,29,0
60,23,0,100,45,82,0
34,32,10,100,44,89,0
40,65,45,99,93,45,0
34,25,0,100,33,73,0
97,71,85,77,85,47,0
46,84,66,51,100,0,0
12,74,39,100,80,61,0
40,22,19,100,53,92,0
73,22,20,100,62,78,0
35,87,57,81,100,37,0
26,45,21,100,65,64,0
36,76,62,63,100,15,0
21,75,39,78,83,31,0
43,43,23,100,70,62,0
15,69,34,92,73,53,0
53,26,18,100,52,98,0
30,36,10,100,48,66,0
57,39,17,100,65,60,0
31,57,30,98,75,51,0
42,93,66,64,98,19,0
29,52,23,100,68,66,0
45,34,19,100,62,74,0
44,27,17,100,53,80,0
16,77,37,85,78,43,0
80,0,0,78,11,100,0
1,100,100,42,98,8,0
42,26,13,100,59,65,0
25,68,36,100,76,58,0
19,83,73,67,100,24,0
20,84,60,77,100,31,0
23,100,74,64,100,26,0
54,40,32,100,70,74,0
89,0,0,67,5,100,0
51,13,22,100,71,54,0
70,11,6,94,43,100,0
43,44,22,100,66,66,0
3,89,61,75,100,25,0
0,93,59,66,95,19,0
13,81,66,81,100,31,0
50,49,33,98,82,41,0
58,67,56,90,100,34,0
4,0,0,100,43,96,0
18,87,67,57,100,10,0
46,32,20,100,59,87,0
42,66,38,98,84,49,0
56,34,20,100,60,74,0
36,28,10,96,44,100,0
14,85,81,70,100,30,0
18,58,25,100,63,73,0
87,18,23,100,64,74,0
78,100,100,0,38,68,0
30,33,16,100,57,74,0
65,22,8,100,45,84,0
11,82,46,77,92,30,0
55,29,17,100,58,79,0
23,66,35,98,84,53,0
31,28,22,100,55,93,0
68,13,3,99,30,100,0
20,73,54,94,100,43,0
36,56,30,100,76,58,0
32,32,4,100,46,70,0
7,67,35,93,79,49,0
50,49,27,100,76,52,0
35,24,10,100,43,98,0
81,18,18,100,60,61,0
0,100,75,54,100,7,0
20,78,57,73,100,33,0
11,78,48,80,90,32,0
19,63,41,100,82,58,0
31,40,20,100,60,80,0
17,56,20,100,58,79,0
58,18,5,100,45,89,0
15,96,66,68,100,16,0
24,49,23,100,68,74,0
35,65,41,97,85,49,0
10,75,52,89,95,39,0
29,36,20,100,58,76,0
75,16,23,100,61,88,0
72,53,24,100,69,55,0
26,61,31,95,76,50,0
67,9,0,88,15,100,0
0,78,57,92,96,51,0
21,81,55,82,94,37,0
57,37,21,100,67,69,0
43,13,20,100,54,100,0
70,28,23,100,63,82,0
41,33,17,100,55,88,0
31,51,14,100,64,58,0
34,45,16,100,63,69,0
23,52,21,95,62,53,0
35,42,24,100,63,60,0
37,60,32,100,76,55,0
61,25,12,100,58,67,0
63,3,7,100,38,99,0
32,34,11,100,39,99,0
49,33,8,100,45,83,0
29,41,19,100,59,60,0
56,50,35,100,81,52,0
67,15,12,92,46,100,0
40,62,44,92,99,38,0
16,71,49,96,95,52,0
19,64,29,91,77,50,0
55,23,6,100,44,90,0
25,39,15,100,56,73,0
1,80,51,74,100,24,0
38,33,3,100,39,85,0
13,75,44,88,83,43,0
58,32,6,100,49,77,0
17,60,34,100,76,48,0
50,25,16,100,58,79,0
15,89,50,79,91,29,0
44,35,13,100,53,76,0
39,26,0,100,35,82,0
31,37,11,100,51,71,0
26,33,8,100,50,82,0
70,100,100,13,58,61,0
19,77,51,78,89,34,0
77,13,34,100,84,73,0
4,82,58,73,100,25,0
63,42,25,100,77,46,0
0,68,31,96,69,64,0
11,72,36,84,80,39,0
19,75,58,65,92,19,0
18,96,63,72,100,22,0
41,33,15,100,54,79,0
30,30,11,95,41,100,0
9,78,62,90,97,43,0
19,50,29,100,70,68,0
5,83,58,70,100,29,0
14,58,25,100,69,71,0
91,0,0,89,18,100,0
17,66,35,96,78,49,0
32,15,0,100,28,85,0
34,72,42,86,93,42,0
54,38,21,100,63,77,0
70,0,0,88,14,100,0
38,47,25,100,65,71,0
5,71,49,67,100,19,0
11,89,47,78,84,27,0
26,54,28,100,69,63,0
44,30,11,100,47,88,0
0,80,35,83,81,52,0
27,38,20,100,59,75,0
35,41,9,100,51,69,0
34,45,25,100,70,57,0
38,66,35,91,80,45,0
31,51,25,100,68,64,0
10,70,55,87,100,37,0
0,100,100,52,86,13,0
50,50,30,100,77,59,0
23,44,18,100,62,71,0
30,54,32,97,80,45,0
49,100,79,19,44,85,0
35,87,81,66,100,30,0
35,71,48,82,94,32,0
58,100,100,21,48,60,0
22,46,24,100,67,75,0
6,69,44,85,88,40,0
63,12,0,100,37,88,0
30,41,12,100,54,77,0
8,10,18,100,53,90,0
32,73,48,82,89,37,0
35,42,25,100,67,63,0
12,99,68,71,100,27,0
26,50,25,100,67,52,0
43,24,11,100,53,85,0
21,50,25,100,68,64,0
54,31,17,100,55,85,0
34,83,60,65,100,15,0
5,100,68,59,100,8,0
7,100,84,44,100,4,0
16,94,57,63,98,20,0
23,58,31,100,79,55,0
38,62,30,83,82,39,0
18,54,25,98,69,59,0
30,66,42,86,91,28,0
78,2,0,100,26,98,0
19,71,39,90,84,49,0
16,62,30,90,76,45,0
78,3,0,93,18,100,0
91,52,70,39,77,76,0
51,63,42,83,93,29,0
32,56,22,95,68,55,0
10,74,43,82,90,33,0
31,42,20,100,60,73,0
33,35,21,100,55,94,0
13,63,27,94,68,60,0
18,68,32,93,77,54,0
22,72,45,96,90,54,0
32,30,14,100,43,87,0
61,15,8,100,47,100,0
30,50,25,100,65,76,0
14,84,61,72,100,26,0
22,40,25,100,64,65,0
28,28,21,100,63,73,0
15,71,52,93,93,54,0
28,35,10,100,40,89,0
56,28,4,100,47,83,0
83,0,0,68,3,100,0
93,0,0,100,22,99,0
31,43,25,100,71,65,0
26,53,28,100,73,58,0
19,62,30,97,71,55,0
38,27,6,100,36,88,0
42,82,48,86,92,34,0
16,81,68,65,100,18,0
20,68,37,89,83,47,0
77,1,5,100,40,83,0
11,77,56,62,100,8,0
16,72,34,87,76,45,0
6,76,40,99,80,51,0
23,42,16,100,53,74,0
55,5,1,100,31,67,0
21,18,0,100,49,66,0
25,75,60,81,100,35,0
28,32,24,100,59,77,0
75,13,7,100,46,84,0
6,73,51,82,94,35,0
66,45,28,100,74,49,0
81,2,0,95,23,100,0
53,50,26,99,76,49,0
68,17,1,100,40,88,0
29,59,33,97,80,48,0
99,0,0,77,4,100,0
4,92,63,72,100,28,0
12,93,57,72,91,28,0
18,70,41,85,83,39,0
27,45,20,100,57,76,0
58,33,32,100,72,67,0
68,19,5,100,42,100,0
16,73,50,82,93,32,0
62,23,4,100,43,84,0
48,49,48,100,100,48,0
66,100,92,33,62,16,0
31,62,47,76,100,20,0
61,15,11,100,48,73,0
14,87,56,70,100,20,0
38,42,26,100,71,61,0
17,51,26,100,66,67,0
52,55,24,96,74,51,0
25,51,20,98,71,55,0
62,2,0,88,24,100,0
62,7,0,92,30,100,0
71,24,23,100,65,51,0
0,77,46,96,85,58,0
19,52,40,100,80,67,0
25,21,0,100,38,85,0
47,20,5,100,33,91,0
100,22,37,18,0,58,0
100,0,0,100,19,97,0
3,77,54,80,97,41,0
75,2,0,89,23,100,0
14,84,55,75,96,31,0
18,100,86,55,100,21,0
31,37,8,100,47,70,0
30,38,17,100,56,80,0
41,46,34,100,76,59,0
20,69,26,90,73,56,0
70,25,22,100,62,75,0
17,73,48,88,100,44,0
34,24,3,100,42,82,0
74,20,25,100,64,78,0
45,73,45,85,93,30,0
78,6,0,97,23,100,0
14,73,35,85,76,43,0
19,33,14,100,50,77,0
7,82,56,76,99,26,0
42,24,11,100,44,92,0
65,11,0,99,23,100,0
11,53,25,100,68,73,0
43,79,66,81,100,35,0
37,64,35,100,78,50,0
35,57,33,100,79,59,0
20,77,54,76,100,26,0
79,9,0,95,25,100,0
19,85,64,73,100,29,0
6,78,53,82,98,32,0
54,11,18,100,74,44,0
8,58,28,100,71,59,0
34,56,17,99,69,52,0
0,85,51,75,89,36,0
15,64,44,100,89,58,0
49,33,8,100,51,74,0
51,54,37,86,86,28,0
48,43,29,100,77,64,0
42,24,11,100,56,75,0
42,31,8,100,45,89,0
26,69,58,73,100,20,0
5,93,65,67,100,20,0
56,33,22,100,61,82,0
20,95,62,69,100,15,0
26,100,100,45,86,6,0
70,6,2,100,33,93,0
61,10,0,98,23,100,0
36,26,6,100,46,84,0
0,67,45,100,92,54,0
49,25,9,100,44,91,0
42,90,77,65,100,25,0
46,23,13,100,56,62,0
51,19,10,100,42,90,0
27,58,30,100,72,57,0
29,78,38,82,81,36,0
27,66,41,91,87,39,0
51,100,71,66,100,30,0
56,23,3,100,36,95,0
16,87,64,75,100,25,0
24,86,61,68,100,14,0
47,27,13,100,48,86,0
2,77,80,67,100,30,0
22,76,47,83,100,34,0
72,22,18,100,61,79,0
93,0,0,90,20,100,0
4,84,61,72,100,25,0
24,100,72,57,100,10,0
51,79,44,81,90,40,0
18,41,24,100,62,84,0
26,67,36,79,75,26,0
33,62,48,73,100,16,0
13,67,31,91,72,51,0
72,26,19,100,62,67,0
57,19,4,96,34,100,0
13,67,38,93,85,45,0
11,87,61,69,97,26,0
39,40,24,100,69,62,0
38,75,51,73,100,14,0
27,79,42,82,85,32,0
17,64,32,98,80,55,0
46,61,47,76,100,18,0
29,50,27,100,69,54,0
30,63,24,90,68,51,0
42,2,8,97,39,100,0
29,47,25,100,66,71,0
24,89,62,78,100,31,0
65,6,1,97,31,100,0
40,30,1,100,39,75,0
18,66,30,91,76,52,0
40,45,27,100,71,61,0
94,0,0,69,16,100,0
20,59,27,100,73,64,0
13,70,35,86,81,41,0
44,35,25,100,65,65,0
36,40,29,100,72,59,0
48,49,27,100,73,55,0
29,57,34,100,83,55,0
40,23,10,100,58,61,0
65,19,6,100,44,91,0
31,64,29,94,72,53,0
97,0,0,91,16,100,0
29,86,57,74,100,17,0
34,40,15,100,61,66,0
73,100,100,0,58,76,0
16,78,55,87,98,40,0
68,8,0,100,24,88,0
21,61,30,100,74,67,0
25,93,50,73,87,28,0
42,48,29,100,78,55,0
26,25,0,100,29,86,0
17,67,48,100,90,59,0
20,69,38,85,84,36,0
29,90,62,75,100,25,0
45,59,34,81,79,28,0
31,35,23,100,62,85,0
67,4,0,88,26,100,0
30,90,71,75,100,32,0
38,42,23,100,66,60,0
27,80,59,74,100,23,0
30,66,36,100,79,56,0
32,29,20,100,53,93,0
13,67,38,96,78,55,0
49,78,56,71,93,18,0
28,83,57,72,100,25,0
37,39,25,100,65,75,0
52,20,0,100,33,96,0
11,81,43,88,87,29,0
0,76,61,70,100,25,0
69,25,21,100,60,78,0
13,54,28,100,73,55,0
59,15,0,97,28,100,0
25,48,27,100,72,55,0
39,74,38,87,81,44,0
47,25,9,100,44,97,0
12,83,38,85,78,43,0
27,33,8,100,41,91,0
0,75,35,87,75,50,0
32,31,8,100,46,76,0
34,49,29,100,70,66,0
52,34,18,100,60,69,0
11,45,26,100,65,65,0
0,89,70,72,100,36,0
37,35,18,100,58,79,0
35,37,18,100,58,83,0
5,81,58,78,100,31,0
32,60,38,85,85,27,0
25,14,16,100,55,78,0
15,37,24,100,62,80,0
19,9,4,100,50,73,0
32,79,41,81,82,33,0
86,9,0,100,25,94,0
17,86,53,79,92,31,0
15,57,24,100,67,70,0
15,51,22,100,67,73,0
85,13,5,100,47,84,0
13,92,67,63,100,18,0
58,11,0,100,20,96,0
98,0,0,77,4,100,0
21,77,44,82,90,41,0
49,56,35,100,81,51,0
11,66,35,78,88,34,0
59,31,21,100,60,69,0
81,10,16,100,56,96,0
3,64,34,100,76,56,0
18,69,37,90,83,44,0
2,89,59,73,96,23,0
26,63,30,100,74,61,0
0,77,55,82,95,42,0
79,7,0,99,26,100,0
18,83,43,83,84,37,0
51,31,6,100,44,75,0
100,8,32,92,89,64,0
7,76,35,80,76,44,0
38,36,14,100,56,79,0
62,25,0,100,29,97,0
7,56,15,100,58,77,0
50,21,9,100,37,91,0
22,46,28,100,70,68,0
11,79,46,76,84,37,0
32,72,40,91,86,37,0
100,0,0,57,2,92,0
84,9,0,100,33,89,0
26,97,64,74,100,23,0
8,72,43,78,94,32,0
79,0,0,88,27,100,0
62,19,0,97,24,100,0
23,61,36,99,84,50,0
51,28,15,100,51,83,0
9,62,29,100,70,64,0
15,47,16,100,57,77,0
38,63,33,96,77,48,0
49,22,0,100,31,100,0
39,25,4,100,43,77,0
86,0,0,85,15,100,0
35,38,14,100,53,68,0
10,58,25,100,67,78,0
25,65,35,100,80,62,0
58,27,25,100,65,74,0
20,38,23,100,58,83,0
0,93,75,62,100,30,0
25,100,68,61,100,14,0
35,58,29,94,70,52,0
68,1,0,77,13,100,0
9,61,21,93,64,54,0
27,57,27,98,70,61,0
40,85,49,79,93,32,0
33,74,54,79,100,29,0
100,0,0,89,25,86,0
32,57,22,100,52,77,0
100,13,15,94,51,56,0
89,2,2,100,40,100,0
36,27,6,100,37,91,0
40,61,43,100,83,59,0
73,65,73,42,82,51,0
59,21,9,100,43,87,0
19,92,78,65,100,27,0
10,60,32,94,73,46,0
23,53,23,100,63,75,0
62,28,15,100,57,86,0
15,80,61,71,100,24,0
51,24,9,100,46,85,0
17,50,22,100,64,71,0
51,20,2,95,31,100,0
22,77,51,77,92,37,0
21,58,5,100,52,76,0
21,72,44,93,84,47,0
0,80,52,86,92,49,0
23,68,35,92,79,45,0
29,85,54,74,94,29,0
33,54,30,88,77,35,0
71,8,0,86,15,100,0
27,67,34,96,76,51,0
0,63,43,89,99,36,0
17,84,50,71,98,23,0
25,41,16,100,57,74,0
86,0,0,81,15,100,0
20,63,31,100,71,64,0
49,51,28,100,70,61,0
26,72,60,97,99,45,0
53,9,11,100,49,75,0
9,99,94,48,100,8,0
30,52,29,100,71,60,0
25,90,65,80,99,36,0
26,77,41,79,87,36,0
85,8,0,100,30,95,0
35,34,12,100,50,84,0
20,78,51,84,93,37,0
26,92,70,62,100,17,0
56,36,23,100,69,58,0
1,68,31,99,71,61,0
48,35,24,100,64,78,0
61,15,10,100,48,96,0
14,71,43,86,89,41,0
60,28,21,100,60,83,0
38,70,49,78,100,23,0
40,35,25,100,70,55,0
16,68,35,90,85,50,0
19,75,55,82,99,30,0
36,61,76,61,100,37,0
25,83,69,49,100,3,0
44,46,22,100,66,64,0
12,68,34,99,73,54,0
0,73,45,78,89,25,0
36,66,37,97,85,48,0
12,77,44,78,85,37,0
62,34,24,100,63,77,0
34,49,23,100,67,56,0
31,82,57,66,93,15,0
40,40,18,100,57,58,0
40,41,19,100,65,60,0
31,57,30,100,71,56,0
30,46,28,100,66,78,0
16,62,22,97,69,62,0
92,11,27,35,0,76,0
37,53,27,100,70,58,0
3,67,46,98,93,48,0
33,39,16,100,56,69,0
50,25,12,100,56,83,0
36,86,49,76,95,31,0
19,60,33,100,72,57,0
15,52,28,100,67,70,0
26,32,14,100,59,71,0
41,57,30,91,84,45,0
97,0,0,81,19,100,0
2,53,18,100,59,74,0
27,35,23,100,60,88,0
24,43,11,100,48,78,0
43,88,76,64,100,24,0
35,52,18,100,66,60,0
23,67,50,99,92,43,0
42,32,9,100,44,88,0
82,10,0,100,37,93,0
18,89,75,58,100,11,0
12,67,27,96,76,63,0
33,69,50,85,100,28,0
10,90,44,72,82,24,0
9,76,39,84,83,37,0
24,41,25,100,65,57,0
41,48,31,100,82,51,0
7,99,68,63,100,12,0
52,24,8,100,40,92,0
26,100,81,54,100,6,0
12,66,30,89,75,49,0
17,84,46,83,86,35,0
46,30,0,100,51,80,0
39,100,100,30,69,49,0
15,48,28,100,68,63,0
25,100,74,42,100,0,0
85,10,0,100,38,92,0
13,67,34,95,87,55,0
96,9,20,42,0,88,0
2,74,49,80,90,35,0
23,58,29,100,75,56,0
48,23,0,100,34,86,0
75,0,0,84,31,100,0
16,74,59,71,100,28,0
16,80,67,69,100,16,0
10,51,30,100,72,66,0
27,70,44,91,94,41,0
5,67,34,92,75,47,0
20,50,11,100,51,79,0
46,45,24,100,70,60,0
36,63,44,100,88,48,0
62,30,6,100,56,70,0
11,71,47,96,88,42,0
27,65,57,100,100,45,0
68,36,22,100,66,67,0
28,80,54,70,99,22,0
38,33,5,100,43,76,0
45,29,21,100,65,63,0
0,95,88,60,100,27,0
56,28,16,100,56,80,0
56,39,16,100,60,76,0
35,49,24,100,67,64,0
31,64,33,96,77,49,0
