@relation penbased

@attribute At2 numeric
@attribute At4 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
83,81,0,21,69,0,100,91,100,0
100,70,0,39,83,22,100,57,75,0
70,32,54,96,100,66,68,16,52,0
85,97,30,23,72,0,100,87,99,0
89,61,0,38,81,21,100,77,89,0
94,42,35,82,100,58,73,25,49,0
88,53,17,67,100,31,91,51,86,0
97,58,19,65,100,29,98,66,93,0
93,54,12,62,99,29,100,64,78,0
100,78,0,29,83,17,100,79,89,0
100,69,1,33,73,8,100,91,75,0
100,66,0,41,87,9,100,69,89,0
76,100,17,0,36,0,81,100,88,0
95,63,4,52,96,23,100,66,87,0
85,55,0,38,79,23,100,83,100,0
65,25,40,79,100,61,87,40,80,0
98,75,0,26,73,14,100,84,100,0
100,71,0,13,71,20,100,100,97,0
83,69,0,25,68,0,100,97,100,0
84,63,8,46,88,15,100,71,100,0
100,93,0,22,72,0,100,85,92,0
68,30,42,86,100,56,84,33,73,0
95,56,2,41,79,24,100,84,100,0
73,40,36,77,100,44,82,41,86,0
92,30,51,94,100,57,63,20,43,0
100,73,0,28,70,15,100,83,95,0
90,60,2,51,95,27,100,66,72,0
100,65,0,35,78,25,100,65,75,0
70,38,14,65,93,40,100,60,74,0
88,100,9,0,28,0,78,100,85,0
76,33,34,89,100,50,79,29,64,0
67,30,26,70,100,48,96,53,87,0
100,36,36,100,40,73,15,65,2,0
78,40,9,64,99,38,100,54,86,0
100,74,0,32,81,20,100,76,90,0
95,100,13,0,41,0,91,100,91,0
61,20,44,92,100,64,70,15,52,0
88,55,17,72,100,40,91,37,67,0
86,51,27,76,100,39,84,37,69,0
100,77,0,30,72,7,100,81,81,0
96,61,2,37,75,19,100,95,100,0
100,66,0,40,84,28,100,59,88,0
100,50,47,86,100,48,74,35,76,0
99,55,1,66,100,45,91,34,51,0
56,14,40,78,100,62,90,43,84,0
80,45,16,79,100,58,75,16,28,0
100,55,0,37,74,24,100,80,95,0
100,43,39,100,54,87,18,74,19,0
100,80,0,31,80,28,100,56,71,0
100,70,0,40,88,17,100,66,76,0
81,100,0,9,60,0,100,89,92,0
44,2,81,100,81,100,40,9,0,0
82,100,1,0,53,0,100,97,97,0
100,85,0,22,70,20,100,78,76,0
36,4,72,100,92,75,62,26,66,0
95,59,19,66,100,37,97,48,81,0
96,61,7,43,82,11,100,78,100,0
62,8,58,91,100,92,65,30,17,0
88,47,9,63,100,44,100,48,73,0
59,97,5,0,36,0,95,100,100,0
83,65,0,35,84,17,100,84,100,0
94,58,4,52,94,29,100,60,86,0
90,88,0,25,77,10,100,82,94,0
86,53,4,48,89,24,100,74,100,0
31,71,67,24,0,46,8,51,36,0
85,55,31,75,100,40,85,42,79,0
89,57,4,61,100,33,95,47,72,0
97,80,0,22,76,18,100,79,93,0
89,68,16,57,97,27,100,61,100,0
83,14,66,100,89,100,45,6,0,0
100,73,1,41,89,17,100,74,94,0
58,22,48,100,100,71,53,6,31,0
100,98,0,9,57,0,100,94,94,0
97,74,0,34,79,32,100,58,73,0
96,58,0,38,80,17,100,80,100,0
88,62,0,42,83,30,100,69,81,0
88,74,0,35,85,24,100,61,76,0
85,48,25,73,100,35,85,43,84,0
77,100,19,0,19,0,67,100,67,0
82,68,4,48,92,24,100,61,76,0
100,64,0,44,90,22,100,66,88,0
100,65,5,52,100,21,95,53,66,0
100,67,0,20,68,5,100,91,88,0
72,33,27,75,100,44,88,43,82,0
81,39,22,68,100,37,89,47,68,0
66,28,34,77,100,51,78,34,76,0
84,62,8,52,92,26,100,66,88,0
98,54,7,51,90,30,100,66,88,0
76,42,11,65,100,41,97,49,69,0
58,26,49,86,100,50,86,45,77,0
73,73,10,54,100,22,95,52,84,0
100,83,0,18,75,5,100,89,88,0
80,100,5,0,34,0,85,100,97,0
84,65,4,49,95,24,100,64,95,0
62,17,58,99,100,65,69,23,60,0
88,48,33,75,100,35,87,50,95,0
87,59,9,51,91,25,100,64,94,0
90,47,16,74,100,57,76,20,33,0
100,76,0,24,74,25,100,70,60,0
76,30,55,90,100,77,65,25,40,0
96,58,16,63,100,27,94,60,89,0
100,84,0,13,69,7,100,84,85,0
100,58,14,59,98,27,100,64,76,0
84,86,0,27,72,9,100,88,100,0
100,70,1,40,80,15,100,66,81,0
100,57,22,72,100,43,78,32,48,0
53,92,36,0,0,16,52,100,66,0
77,39,39,90,100,71,53,0,43,0
100,67,0,30,66,11,95,100,93,0
100,66,0,35,78,16,100,83,99,0
71,21,47,93,100,59,66,19,59,0
69,18,37,77,100,54,80,41,61,0
62,100,34,4,0,13,44,79,61,0
100,95,0,30,79,4,100,74,98,0
100,66,0,31,75,29,100,72,74,0
61,8,41,77,100,80,67,30,20,0
47,25,52,93,100,75,62,30,22,0
87,41,21,70,100,55,97,45,63,0
97,91,0,15,59,0,94,100,100,0
100,65,0,29,72,17,100,87,86,0
93,56,49,80,100,35,83,52,91,0
100,97,0,23,75,0,100,82,89,0
96,84,0,17,74,1,100,88,100,0
100,91,0,12,55,0,96,100,95,0
60,18,33,73,100,53,98,54,83,0
80,35,32,87,100,69,61,18,19,0
53,54,0,49,88,48,100,48,44,0
98,58,20,56,91,15,100,77,100,0
98,70,0,34,77,12,100,84,100,0
68,36,42,83,100,56,80,36,73,0
50,11,58,90,100,65,80,36,75,0
95,98,9,0,47,0,100,99,100,0
100,69,0,30,74,19,100,83,98,0
100,62,12,53,94,19,100,75,97,0
86,40,39,83,100,61,70,22,64,0
54,95,27,0,8,15,53,91,72,0
93,54,16,62,100,34,85,40,65,0
74,39,27,73,100,48,82,37,74,0
83,53,1,57,100,30,98,51,72,0
100,63,2,43,86,10,100,74,97,0
74,40,39,84,100,46,83,35,71,0
71,36,32,82,100,57,66,15,60,0
100,73,0,49,100,33,98,41,57,0
94,48,23,72,100,36,84,39,69,0
98,72,0,28,77,15,100,86,97,0
73,38,26,75,100,52,89,39,67,0
75,34,24,69,98,44,100,58,86,0
83,43,19,71,100,36,87,39,73,0
73,38,19,60,93,29,100,67,79,0
81,43,13,68,100,36,96,48,80,0
91,39,49,92,100,70,62,17,42,0
96,99,0,19,61,0,97,100,100,0
96,45,16,67,100,46,98,48,67,0
100,60,12,59,100,27,95,51,63,0
100,67,4,52,100,18,100,60,89,0
82,66,0,33,78,14,100,77,100,0
71,60,0,35,77,23,100,88,91,0
87,43,10,61,95,38,100,53,83,0
81,24,54,99,100,94,48,8,4,0
100,76,0,10,60,0,98,100,90,0
100,75,0,14,61,10,93,100,96,0
100,67,0,26,73,13,100,76,88,0
76,42,17,68,100,32,99,62,90,0
77,60,11,71,100,57,56,2,11,0
74,49,0,51,93,30,100,55,84,0
98,60,17,62,100,25,96,62,86,0
100,92,1,0,46,0,84,100,99,0
84,100,6,0,28,0,77,100,79,0
100,75,7,53,100,21,89,44,88,0
98,58,13,57,96,24,100,70,83,0
100,90,0,14,69,0,100,91,99,0
85,41,23,75,100,39,78,31,64,0
75,44,0,47,86,29,100,74,91,0
37,0,73,100,89,90,43,11,25,0
100,44,33,75,100,48,74,32,48,0
76,48,25,83,100,50,82,28,34,0
87,74,0,21,68,9,100,87,100,0
97,71,0,33,84,16,100,74,100,0
51,22,43,90,100,54,75,27,61,0
96,77,0,25,78,4,100,77,100,0
100,58,10,60,100,32,94,46,74,0
79,99,0,1,59,0,100,80,100,0
44,0,62,95,100,88,60,27,17,0
89,52,11,60,96,30,100,63,92,0
100,73,0,33,78,3,100,85,98,0
100,59,18,63,100,33,96,48,72,0
69,18,45,83,100,73,67,24,47,0
56,14,70,100,94,70,65,27,64,0
96,61,13,61,100,30,98,59,86,0
93,64,4,46,86,27,100,62,86,0
88,49,9,61,100,30,94,52,83,0
100,83,0,13,78,5,100,84,81,0
100,68,0,24,73,10,100,98,94,0
92,63,0,54,100,37,86,28,56,0
88,70,0,45,97,28,100,49,66,0
100,93,0,10,51,0,94,100,94,0
77,88,8,0,63,0,98,100,100,0
86,100,9,13,69,22,100,54,68,0
77,28,33,74,100,56,77,33,68,0
100,85,0,27,82,9,100,60,89,0
97,48,17,58,93,35,100,59,73,0
84,55,18,76,100,52,71,34,5,0
88,45,26,73,100,49,85,37,70,0
91,60,10,55,94,26,100,67,81,0
92,49,10,61,100,31,95,50,83,0
96,50,12,69,100,48,82,28,54,0
52,50,6,56,97,30,100,58,68,0
70,38,0,61,95,43,100,59,65,0
100,83,0,23,71,0,100,86,98,0
67,26,57,100,95,74,42,0,26,0
87,44,33,79,100,42,82,32,66,0
89,45,20,65,99,31,100,61,85,0
74,33,25,75,100,59,96,40,71,0
99,67,0,33,84,22,100,82,100,0
100,69,0,44,91,26,100,60,84,0
96,53,33,79,100,38,82,38,74,0
67,25,50,93,100,57,72,28,67,0
100,89,0,3,51,0,94,100,97,0
100,68,6,41,80,5,100,80,94,0
82,67,0,34,83,8,100,73,100,0
100,55,10,60,100,31,97,51,83,0
88,63,0,36,80,18,100,76,100,0
100,56,15,65,100,38,92,43,63,0
45,10,65,95,100,72,72,32,61,0
77,35,28,74,100,37,89,48,73,0
99,74,0,46,98,21,100,55,79,0
74,40,28,78,100,56,71,18,64,0
66,28,27,77,100,49,88,40,70,0
93,56,19,68,100,35,92,45,78,0
83,57,0,51,93,28,100,61,86,0
86,75,1,40,94,10,100,62,100,0
100,69,5,42,92,24,100,60,78,0
95,37,38,78,100,57,73,33,62,0
100,71,0,34,79,21,100,75,83,0
100,83,0,2,61,2,100,100,98,0
100,81,14,71,100,85,77,47,0,0
58,22,46,99,100,54,72,20,66,0
83,39,24,73,100,51,82,35,62,0
100,74,0,29,81,21,100,91,83,0
100,80,4,37,81,8,100,70,91,0
92,50,11,66,100,35,96,49,69,0
25,64,33,0,38,0,100,96,85,0
100,84,0,1,60,5,100,83,72,0
91,48,22,66,100,30,91,52,76,0
67,26,42,90,100,62,75,25,55,0
35,76,62,22,0,37,18,58,55,0
69,27,42,92,100,58,63,11,62,0
92,52,26,100,88,100,13,61,11,0
95,73,10,55,100,24,96,51,91,0
50,16,38,79,100,46,76,37,84,0
87,47,18,66,100,35,91,45,83,0
59,36,43,91,100,65,65,15,41,0
95,61,0,32,77,18,100,82,100,0
100,70,0,33,76,17,100,88,91,0
100,70,0,33,88,15,100,79,88,0
94,45,36,82,100,52,81,32,62,0
97,72,0,10,69,18,100,90,100,0
61,79,0,38,91,20,100,63,74,0
97,62,0,44,89,29,100,60,84,0
75,31,47,89,100,54,76,35,62,0
100,73,0,28,81,21,100,83,81,0
91,72,5,45,90,16,100,69,91,0
88,45,39,85,100,49,79,32,67,0
96,64,10,50,89,25,100,76,96,0
72,36,21,65,99,35,100,62,81,0
94,99,0,16,64,0,100,94,100,0
100,64,4,63,100,46,73,12,25,0
100,100,0,8,59,0,100,69,69,0
60,28,29,74,100,41,94,56,84,0
100,77,0,3,61,7,100,99,96,0
81,41,11,52,84,40,100,67,82,0
100,78,0,18,70,4,100,83,83,0
67,27,33,77,100,60,91,40,73,0
90,43,34,87,100,67,57,10,24,0
57,21,62,100,95,68,61,14,57,0
98,67,0,40,85,29,100,59,75,0
100,92,0,2,47,0,95,100,97,0
98,71,13,59,100,34,81,28,67,0
100,76,0,30,82,1,100,75,100,0
66,37,32,80,100,42,82,38,76,0
64,30,55,97,100,64,74,23,54,0
90,50,17,64,96,43,100,58,63,0
100,78,0,2,48,0,88,100,80,0
84,100,0,15,62,0,100,89,94,0
97,65,0,51,94,46,100,38,44,0
99,59,15,66,100,38,98,49,75,0
100,77,11,56,100,17,99,52,45,0
100,64,2,40,86,18,100,75,81,0
100,99,19,0,31,0,81,100,93,0
96,78,0,29,83,21,100,63,91,0
93,88,0,24,83,11,100,75,97,0
72,25,39,81,100,63,75,30,65,0
95,62,13,57,100,21,99,63,100,0
90,69,1,45,88,27,100,61,76,0
100,69,0,27,79,17,100,80,91,0
100,68,0,36,81,10,100,66,63,0
82,73,0,25,71,9,100,97,100,0
78,33,40,84,100,61,72,26,60,0
96,74,0,28,80,23,100,82,80,0
73,26,49,92,100,60,73,29,60,0
99,86,0,24,73,0,100,87,100,0
72,50,0,46,82,34,100,59,76,0
78,49,0,57,98,30,100,60,69,0
97,57,22,68,100,40,83,37,57,0
100,75,0,22,73,8,100,84,99,0
80,87,0,8,61,0,100,100,100,0
77,64,21,71,100,49,67,19,28,0
91,68,0,42,89,25,100,63,83,0
100,79,0,9,73,11,100,75,92,0
99,77,0,34,79,19,100,74,100,0
100,65,7,44,89,16,100,72,96,0
100,60,14,60,100,24,96,58,73,0
100,61,26,65,100,27,92,48,79,0
83,58,27,100,61,100,0,68,8,0
98,78,0,24,74,20,100,79,92,0
77,37,13,63,97,41,100,58,77,0
63,100,1,11,75,18,100,44,54,0
97,51,18,68,100,36,91,44,68,0
86,55,1,52,90,34,100,56,77,0
100,53,24,69,100,39,91,45,79,0
98,90,0,27,85,9,100,69,100,0
63,32,34,78,100,47,79,37,71,0
100,72,6,54,100,30,88,35,64,0
84,53,7,64,100,35,100,50,69,0
100,86,0,9,53,0,95,100,99,0
100,58,12,62,100,39,97,48,53,0
77,33,28,69,100,52,85,44,84,0
64,28,26,72,100,60,97,45,71,0
95,70,14,64,100,36,83,30,59,0
43,2,68,100,81,75,38,7,22,0
100,91,0,7,55,0,92,100,100,0
70,84,16,52,100,19,99,60,94,0
100,99,0,2,33,0,82,100,86,0
89,86,0,22,70,0,100,94,100,0
46,86,46,10,0,28,29,76,55,0
99,69,0,39,85,24,100,74,85,0
94,31,42,100,95,100,30,49,28,0
86,59,18,72,100,42,82,28,56,0
98,61,0,49,95,27,100,52,86,0
66,100,0,8,82,32,92,64,8,0
97,76,0,42,91,17,100,60,100,0
81,65,0,45,89,32,100,55,73,0
76,41,7,62,100,33,95,49,83,0
79,49,14,74,100,61,62,9,26,0
100,81,0,2,68,5,100,97,73,0
100,79,0,26,79,19,100,67,73,0
85,51,2,51,93,23,100,67,84,0
96,63,0,15,74,19,99,100,100,0
82,61,0,50,95,30,100,59,64,0
82,40,30,83,100,60,65,15,28,0
73,37,41,81,100,50,78,37,77,0
69,48,19,61,94,30,100,67,83,0
100,64,0,43,91,25,100,62,76,0
63,30,36,73,100,49,86,49,71,0
77,66,0,49,93,38,100,48,70,0
100,76,0,25,76,21,100,78,80,0
95,47,13,60,98,28,100,62,92,0
95,55,2,48,92,28,100,63,98,0
100,90,24,56,100,43,90,34,21,0
71,60,0,54,100,32,97,45,66,0
100,64,0,28,69,18,100,92,90,0
87,69,0,31,82,8,100,76,100,0
97,46,20,70,100,55,87,37,43,0
100,67,0,2,67,8,97,100,88,0
99,70,0,24,70,4,100,94,100,0
77,40,26,76,100,46,87,36,69,0
75,31,71,100,96,71,66,30,63,0
77,46,0,51,87,34,100,60,77,0
100,87,8,0,31,0,75,100,79,0
100,60,1,49,93,28,100,56,90,0
98,69,0,29,84,22,100,86,100,0
93,49,15,66,100,41,91,39,68,0
99,66,0,35,82,24,100,78,86,0
96,50,12,58,96,28,100,59,100,0
98,54,24,71,100,41,91,43,77,0
70,25,57,95,100,68,69,24,48,0
89,73,0,45,97,21,100,64,88,0
93,56,0,37,78,35,100,61,70,0
95,62,9,57,100,27,98,61,85,0
100,75,0,25,84,0,100,73,71,0
100,73,0,24,78,19,100,77,78,0
89,90,0,18,73,0,100,83,100,0
88,37,37,77,100,51,77,37,78,0
93,59,8,54,98,27,100,60,100,0
100,56,8,58,98,31,100,55,67,0
100,70,0,35,82,23,100,85,93,0
100,30,39,100,49,79,19,85,21,0
96,59,1,38,75,20,100,75,100,0
85,49,2,52,91,30,100,70,96,0
78,48,0,46,83,34,100,63,78,0
91,69,0,6,58,0,97,100,100,0
93,43,21,67,100,45,100,54,68,0
84,59,0,45,87,30,100,64,88,0
58,14,38,77,100,55,82,42,74,0
83,61,4,54,98,28,100,55,71,0
100,72,0,26,74,7,100,81,99,0
97,90,0,22,73,12,100,78,94,0
79,65,3,44,88,18,100,71,96,0
72,45,21,69,100,47,90,42,75,0
88,58,4,54,96,28,100,63,86,0
99,61,6,53,95,28,100,58,90,0
91,70,0,29,76,24,100,89,85,0
64,65,1,46,91,21,100,64,92,0
45,4,55,89,100,70,72,36,39,0
86,45,17,66,100,35,88,44,78,0
71,35,28,72,100,45,96,54,75,0
72,38,31,82,100,56,76,26,58,0
93,56,9,61,100,32,95,50,68,0
72,35,35,77,100,56,89,43,84,0
94,74,0,35,78,13,100,76,100,0
100,75,0,12,52,0,86,100,91,0
100,85,0,28,80,4,100,83,92,0
91,49,26,72,100,42,86,42,75,0
90,75,0,26,75,0,100,82,100,0
67,35,17,61,93,43,100,61,83,0
42,7,44,87,100,64,68,25,48,0
54,14,56,99,100,68,63,12,56,0
100,69,0,22,73,19,100,92,95,0
31,2,0,11,60,100,100,84,0,0
88,65,0,34,78,24,100,77,93,0
61,11,49,87,100,78,62,25,20,0
62,24,47,89,100,52,76,34,78,0
96,65,4,53,94,29,100,62,83,0
77,50,3,58,100,29,94,52,84,0
100,79,14,0,42,0,88,100,85,0
100,60,1,45,89,26,100,65,82,0
64,26,35,77,100,46,96,58,80,0
52,0,79,100,59,60,74,79,74,0
55,60,0,46,89,28,100,68,69,0
100,75,0,36,80,14,100,79,94,0
100,77,20,13,65,15,94,56,78,0
74,32,38,90,100,64,67,18,34,0
48,2,69,100,94,84,44,4,22,0
73,48,18,67,100,30,87,48,75,0
100,62,1,50,96,27,100,54,80,0
72,37,18,56,90,20,100,79,100,0
99,85,0,5,59,0,100,100,100,0
100,73,0,16,58,7,91,100,96,0
90,54,20,68,100,31,99,61,75,0
100,76,0,32,85,0,100,85,84,0
87,44,20,66,100,30,89,49,77,0
56,14,47,86,100,66,76,34,45,0
99,74,1,44,88,24,100,60,70,0
100,67,19,62,100,30,83,39,66,0
100,76,0,29,77,18,100,75,96,0
70,100,15,0,34,0,83,100,88,0
76,33,40,92,100,67,63,18,24,0
66,27,49,89,100,63,75,25,67,0
84,95,0,10,62,0,100,92,100,0
80,37,38,90,100,44,72,24,62,0
66,25,39,84,100,53,75,32,59,0
85,75,0,26,74,8,100,92,100,0
63,15,52,92,100,63,72,28,62,0
96,68,0,24,77,17,100,96,100,0
86,92,0,21,68,0,100,82,100,0
81,54,22,76,100,45,87,34,64,0
81,41,12,54,88,29,100,72,91,0
85,62,0,41,87,22,100,70,100,0
75,48,0,34,79,11,100,99,100,0
100,79,0,33,82,8,100,74,97,0
100,66,0,34,78,20,100,83,98,0
89,70,0,33,79,32,100,67,70,0
88,50,4,57,100,30,100,56,92,0
100,63,0,32,73,24,100,77,85,0
87,62,7,61,100,44,80,29,36,0
100,74,9,49,93,22,100,61,91,0
100,61,4,57,100,32,96,43,57,0
78,60,0,48,91,29,100,55,71,0
92,51,39,84,100,43,79,35,70,0
83,54,0,47,90,26,100,71,79,0
100,80,0,19,70,5,100,100,93,0
93,58,0,35,78,21,100,94,100,0
96,63,6,50,95,22,100,71,86,0
83,42,9,65,96,57,100,45,58,0
66,75,12,0,47,0,89,86,100,0
92,72,0,31,79,17,100,85,100,0
97,67,0,36,82,14,100,79,100,0
67,21,45,85,100,51,75,36,71,0
100,78,0,15,72,10,100,96,83,0
79,46,6,53,89,29,100,67,83,0
100,81,0,14,62,0,97,100,86,0
100,66,0,43,100,17,100,61,89,0
77,30,29,70,100,37,84,47,72,0
100,63,0,30,70,14,100,87,90,0
80,25,46,87,100,61,69,26,61,0
97,61,11,60,100,30,92,49,76,0
94,95,0,23,83,10,100,61,75,0
79,100,18,0,30,0,77,100,88,0
80,46,6,57,95,33,100,59,66,0
75,30,27,71,100,49,96,52,65,0
91,75,13,53,100,24,100,55,88,0
92,68,0,39,86,16,100,76,93,0
58,36,18,70,100,41,95,53,88,0
92,49,32,79,100,41,81,33,66,0
92,71,0,36,84,22,100,67,83,0
84,51,2,53,98,27,100,58,99,0
100,74,0,23,77,13,100,70,74,0
92,38,34,79,100,55,79,34,66,0
49,9,60,90,100,71,75,32,63,0
96,60,0,39,79,20,100,93,99,0
100,76,0,13,66,9,100,94,84,0
80,35,40,86,100,56,80,32,67,0
97,52,11,61,100,36,99,50,77,0
89,46,9,46,79,24,100,75,97,0
94,70,0,25,82,9,100,91,100,0
100,54,0,62,100,42,91,32,49,0
100,71,0,41,93,11,100,63,100,0
90,45,21,72,100,41,86,37,59,0
100,68,0,9,71,18,97,100,95,0
88,64,6,60,100,34,100,48,78,0
100,80,0,22,67,0,100,100,92,0
88,58,14,64,100,33,96,49,81,0
100,92,0,6,53,0,97,100,95,0
100,57,21,66,100,29,79,30,47,0
97,59,9,61,99,34,100,53,73,0
73,31,40,81,100,55,82,37,75,0
100,69,0,29,71,9,100,88,92,0
78,57,14,59,100,23,98,62,91,0
70,32,24,67,97,48,100,59,71,0
87,64,0,55,100,34,88,29,65,0
100,69,0,37,87,11,100,71,85,0
94,35,42,78,100,41,73,37,70,0
90,77,0,20,73,2,100,97,100,0
55,46,21,66,100,30,99,63,93,0
62,46,12,67,100,56,90,34,41,0
100,60,32,84,100,45,79,25,56,0
97,62,0,41,82,26,100,63,92,0
59,8,60,92,100,78,65,27,51,0
100,61,10,53,93,25,100,67,87,0
94,98,0,30,87,0,100,80,85,0
100,81,0,21,62,0,98,100,73,0
85,45,16,63,95,31,100,65,89,0
95,91,0,25,79,12,100,67,99,0
100,58,29,78,100,38,82,36,65,0
100,54,25,70,100,35,86,41,62,0
80,50,3,57,97,50,100,46,59,0
50,15,40,83,100,65,70,24,50,0
100,60,0,62,100,44,96,33,49,0
99,63,0,36,79,20,100,76,100,0
85,40,18,64,93,44,100,58,79,0
90,56,2,46,87,28,100,78,100,0
98,70,98,100,57,92,33,16,0,0
98,47,31,84,100,50,71,23,52,0
93,47,9,63,100,38,100,45,70,0
100,92,0,15,60,0,97,100,96,0
85,46,12,53,88,25,100,73,92,0
92,66,15,60,100,28,96,53,92,0
56,100,33,0,1,9,54,100,67,0
94,63,0,41,84,19,100,77,100,0
94,60,0,38,81,16,100,92,100,0
87,80,7,50,100,26,99,49,77,0
98,76,0,35,84,25,100,55,95,0
100,56,12,63,100,36,100,51,79,0
69,28,43,87,100,64,75,25,57,0
95,53,14,70,100,41,91,41,59,0
85,38,45,87,100,57,81,37,72,0
97,84,0,12,62,0,95,100,100,0
91,43,25,78,100,53,82,32,55,0
100,76,0,15,75,11,100,73,91,0
88,77,0,30,82,6,100,74,100,0
91,52,28,74,100,38,86,43,80,0
96,60,0,47,99,25,100,71,85,0
89,70,1,49,100,23,100,56,100,0
82,42,17,68,100,31,96,64,93,0
100,58,8,58,99,29,100,56,78,0
85,39,44,86,100,62,73,26,60,0
100,85,0,13,46,3,76,100,95,0
100,86,0,24,75,11,100,85,97,0
100,70,0,34,82,18,100,69,86,0
78,36,33,83,100,38,85,43,80,0
93,67,0,53,100,32,95,42,62,0
100,61,0,45,88,25,100,57,67,0
96,62,12,47,82,11,100,77,99,0
84,39,26,77,100,53,84,33,63,0
100,69,0,35,81,14,100,62,72,0
70,100,10,0,48,0,100,97,81,0
100,66,6,45,100,20,100,76,90,0
84,49,14,58,92,25,100,73,100,0
100,55,27,73,100,45,85,30,53,0
86,68,0,11,70,5,100,84,100,0
99,50,25,76,100,47,83,34,52,0
70,20,49,93,100,65,67,20,57,0
95,63,16,65,100,40,84,31,57,0
100,72,0,24,69,8,100,92,89,0
100,68,20,53,92,11,100,72,96,0
61,100,17,0,20,0,68,100,74,0
100,90,0,1,38,0,77,100,82,0
73,38,13,66,96,44,100,55,78,0
99,74,0,30,75,6,100,89,100,0
96,66,11,66,100,47,79,28,30,0
99,60,40,79,100,44,81,40,87,0
88,61,19,63,100,29,86,45,86,0
92,49,26,80,100,51,74,24,29,0
100,65,0,29,70,20,100,93,97,0
100,90,0,13,86,34,100,73,9,0
97,75,0,34,84,15,100,71,100,0
88,51,16,64,98,34,100,56,85,0
65,25,41,89,100,54,70,23,64,0
43,0,1,0,38,100,100,81,7,0
76,34,26,69,100,42,97,57,87,0
100,67,2,42,86,20,100,73,85,0
76,100,0,8,42,0,86,100,96,0
100,84,0,11,58,0,100,96,96,0
100,69,0,30,78,22,100,68,83,0
100,58,20,58,94,19,100,69,90,0
65,46,4,54,95,30,100,59,82,0
92,100,0,2,44,0,94,100,98,0
37,25,42,89,100,59,73,23,62,0
