@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1-2,5,8,10-11,13-15,17'

@attribute At1 numeric
@attribute At2 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,94,84,47,10,90,88,23,41,7
100,100,0,35,62,89,80,45,72,4
53,79,22,0,36,66,100,100,61,8
45,70,58,10,42,100,84,100,26,8
45,100,0,4,0,100,96,60,54,0
0,95,100,62,29,1,1,36,72,7
19,100,0,37,33,81,70,21,100,4
100,100,32,22,0,81,36,28,0,6
8,80,61,31,12,21,61,10,100,2
35,73,100,0,35,79,86,100,0,8
62,77,95,58,52,100,55,2,0,3
100,92,21,73,85,63,36,17,0,9
57,94,11,35,4,97,100,24,41,6
3,57,100,85,52,71,0,0,37,8
58,94,82,57,42,100,52,0,0,3
16,78,76,78,35,74,98,32,27,7
100,100,80,61,45,40,15,15,0,1
17,82,30,8,49,74,24,100,0,0
100,100,18,27,0,83,61,35,7,6
30,82,100,53,28,0,56,17,97,2
100,100,20,28,0,66,62,43,17,6
0,34,62,100,79,57,37,27,25,1
0,90,46,42,17,29,64,2,100,2
47,69,6,39,0,0,42,58,100,8
0,73,68,51,22,2,51,4,100,2
50,100,26,36,31,100,80,27,76,4
3,79,88,0,14,0,27,89,100,5
28,6,100,100,59,80,66,0,0,8
50,60,92,47,15,0,49,5,100,2
42,100,0,38,44,73,56,36,39,4
38,100,0,35,35,100,86,27,70,4
96,100,22,15,0,25,100,73,38,8
0,94,94,58,14,43,50,27,100,7
0,66,78,86,63,92,80,20,90,1
0,92,90,83,63,57,44,17,14,3
79,81,17,65,52,100,52,1,0,9
43,80,60,38,14,0,50,0,100,2
2,85,45,0,28,1,44,93,100,5
45,69,94,47,18,0,50,9,100,2
0,79,84,75,52,100,55,11,2,3
4,80,100,60,44,89,51,0,0,3
18,99,22,0,37,90,44,100,0,0
0,82,100,65,41,13,28,1,92,2
6,80,59,39,13,0,52,5,100,2
35,100,0,18,30,100,70,30,53,4
0,74,64,37,0,23,38,39,100,7
32,52,100,63,37,14,71,92,0,8
33,88,63,65,43,40,100,42,25,8
0,51,57,100,78,70,52,25,32,1
100,100,21,33,5,52,54,22,1,6
0,95,78,47,0,17,44,39,100,7
22,100,40,2,0,20,41,99,100,5
44,100,0,33,32,100,85,28,81,4
19,100,75,28,0,3,1,94,92,5
19,83,57,0,35,0,41,97,100,5
100,100,24,27,0,69,57,38,4,6
0,59,43,20,65,65,15,84,10,0
63,100,19,32,24,100,87,24,74,4
0,64,56,58,26,15,57,4,100,2
82,100,0,43,43,99,70,33,47,4
87,100,0,32,49,100,55,27,18,4
25,98,95,100,79,100,76,33,14,9
100,71,18,100,74,75,44,19,0,9
21,89,62,0,40,0,48,96,100,5
22,100,19,48,68,63,41,29,26,4
100,100,19,43,10,62,68,14,15,6
81,82,19,29,0,24,83,68,100,8
60,100,0,43,34,100,82,36,71,4
27,70,72,48,16,0,50,10,100,2
12,63,61,36,1,0,49,3,100,2
3,92,60,0,32,67,100,91,33,8
100,100,25,33,0,53,48,30,1,6
44,68,100,0,36,78,93,100,11,8
88,78,0,38,0,21,50,49,100,8
28,95,67,90,62,100,56,3,0,9
0,94,100,67,26,45,22,39,71,7
0,90,97,54,14,71,32,19,91,7
32,71,83,46,24,0,50,2,100,2
0,99,100,62,16,19,2,36,69,7
100,100,22,29,0,68,62,24,6,6
53,81,97,32,0,0,36,39,100,7
0,100,63,93,76,59,45,24,49,7
31,71,32,12,57,66,15,100,0,0
0,67,88,65,39,100,63,0,8,3
56,92,0,0,16,100,76,100,30,0
0,98,100,63,31,13,11,19,46,7
70,61,15,34,0,0,23,50,100,8
22,100,0,41,38,97,91,32,72,4
11,85,12,0,25,100,73,100,34,0
50,91,0,0,24,100,89,100,36,0
100,81,43,77,55,100,57,0,0,9
0,82,92,38,2,19,29,37,100,7
2,94,100,39,0,37,0,43,100,7
0,96,59,25,0,14,57,45,100,7
0,50,61,100,83,74,51,28,33,1
21,100,7,49,64,70,72,34,70,4
64,83,100,53,36,78,40,3,0,3
0,94,97,34,0,90,100,50,19,7
22,65,57,35,0,0,52,8,100,1
48,100,5,37,39,100,72,21,82,4
28,73,73,72,85,100,88,0,0,9
10,100,0,42,34,88,80,19,100,4
17,100,12,0,36,100,51,100,1,0
31,72,35,17,56,89,43,100,0,0
50,90,62,0,4,42,100,95,11,8
94,77,53,78,58,94,49,0,0,9
90,66,0,40,0,25,34,55,84,8
55,100,0,28,43,100,84,31,80,4
0,70,34,55,23,28,66,7,100,2
22,99,0,0,27,100,76,100,19,0
42,95,48,0,18,5,42,100,100,5
55,92,55,0,21,56,100,92,25,8
65,84,7,31,0,100,64,24,11,6
0,72,49,71,39,10,51,0,100,2
82,100,17,17,0,100,44,31,0,6
100,100,18,18,0,95,51,38,0,6
1,30,78,56,100,42,8,65,0,0
0,97,55,89,67,46,37,18,41,7
27,65,61,10,45,13,56,89,100,5
47,80,100,72,48,91,45,0,0,3
65,93,92,0,38,87,100,100,5,8
0,71,100,82,60,62,45,16,40,1
12,73,70,53,28,0,50,0,100,2
17,67,71,56,13,0,37,0,100,1
49,95,68,66,41,74,29,0,0,3
47,100,0,0,18,97,100,86,48,0
0,59,77,100,75,45,25,25,34,1
88,88,100,0,1,5,57,76,18,8
100,94,15,34,1,97,91,28,31,6
100,93,0,88,100,94,72,33,46,9
76,97,100,0,35,90,98,100,0,8
0,85,72,43,0,37,42,28,100,7
62,86,94,46,22,0,47,0,100,2
55,77,39,16,0,26,97,77,23,8
46,90,9,0,47,76,18,85,0,0
84,100,2,39,35,100,84,36,75,4
88,59,16,45,8,0,32,40,89,8
0,90,63,36,0,10,39,32,100,7
32,96,61,14,0,20,38,91,100,5
60,100,100,98,56,0,80,0,50,8
40,100,0,40,47,100,79,22,67,4
63,48,77,92,65,64,86,31,77,9
97,100,24,20,0,100,91,42,25,6
35,97,44,0,38,61,100,99,51,8
10,78,100,68,43,100,51,2,0,3
39,76,49,21,0,0,50,6,100,1
33,65,100,70,41,52,0,0,81,1
18,87,50,100,78,47,33,27,35,7
23,78,62,55,27,1,51,0,100,2
96,66,0,54,72,100,87,0,19,9
35,87,100,57,53,97,53,0,0,3
100,100,45,11,0,0,65,65,99,8
54,96,100,80,63,96,78,4,0,9
54,100,6,23,0,100,40,35,12,6
0,98,100,57,29,73,100,18,79,7
0,67,79,54,12,9,2,0,100,1
32,90,66,0,26,60,100,100,16,8
100,99,22,51,47,87,47,0,0,5
56,100,0,50,73,59,35,48,10,4
74,90,56,82,54,90,47,0,0,9
69,98,100,82,72,91,64,0,0,9
81,100,0,9,6,100,37,33,10,6
16,89,0,42,51,100,84,30,75,4
78,79,6,33,0,0,46,58,100,8
85,100,0,48,66,76,72,44,67,4
54,77,100,74,43,96,46,0,0,3
100,100,30,41,7,48,39,20,0,6
0,90,74,39,0,36,49,41,100,7
0,79,64,58,30,10,56,0,100,2
61,91,100,61,38,60,34,0,0,3
0,82,65,72,43,28,58,2,100,2
12,54,62,39,7,0,50,0,100,2
100,100,22,35,7,57,65,21,14,6
92,100,8,45,69,82,39,29,0,4
58,74,94,35,2,0,29,2,88,1
25,79,88,56,43,100,54,0,0,3
5,96,66,45,22,0,50,1,100,2
72,100,72,60,45,22,0,15,0,1
20,85,94,3,0,0,32,89,100,5
100,100,23,33,0,0,25,59,78,8
8,83,54,43,21,18,59,4,100,2
52,100,0,42,43,100,69,26,43,4
65,100,14,23,0,100,80,45,35,6
0,56,79,100,74,70,55,23,45,1
23,72,16,8,40,93,49,100,14,0
76,100,10,17,0,100,63,31,3,6
22,90,87,57,34,0,41,0,100,2
100,100,17,28,0,76,61,29,7,6
15,73,93,62,34,0,39,0,100,2
19,78,25,4,39,90,49,100,10,0
90,100,0,58,69,97,79,28,60,4
71,100,6,3,0,100,51,52,0,6
12,78,30,1,27,96,63,100,39,0
7,88,19,1,35,93,49,100,3,0
9,100,0,35,33,79,81,21,100,4
27,94,56,19,0,0,21,100,100,5
48,79,100,52,34,94,48,0,0,3
0,100,94,96,76,100,58,41,37,9
98,70,0,51,81,98,100,9,28,9
0,94,75,51,20,62,39,28,100,7
5,68,63,32,4,0,50,10,100,2
0,93,78,40,0,100,76,32,26,7
40,94,5,0,26,100,62,100,6,0
60,81,0,34,0,12,52,64,100,8
13,89,100,72,48,73,44,1,0,3
44,73,65,24,0,0,50,8,100,1
0,96,76,38,0,0,34,26,100,7
5,64,100,80,60,25,0,20,5,1
0,83,81,74,36,65,33,8,55,7
16,72,94,64,37,0,31,1,100,2
1,92,36,0,37,5,50,96,100,5
32,100,0,0,6,100,76,82,26,0
38,100,19,0,30,83,39,91,0,0
39,100,0,34,37,100,82,36,78,4
64,100,0,38,48,94,57,26,24,4
20,86,4,0,24,100,74,99,26,0
0,0,48,73,100,94,82,40,82,1
0,67,100,56,15,22,29,28,85,7
10,77,90,57,52,100,48,0,0,3
40,82,59,0,7,0,32,86,100,5
100,83,11,64,56,91,47,0,0,5
85,90,100,100,41,0,92,5,35,8
20,92,0,40,41,95,69,39,57,4
57,70,55,36,16,23,60,0,100,2
0,80,61,57,28,0,50,0,100,2
100,100,35,38,8,50,69,19,14,6
30,87,83,61,39,81,41,0,0,3
0,88,92,39,0,38,32,41,100,7
0,100,100,61,19,33,63,34,25,7
72,77,100,42,16,0,36,6,82,2
51,94,100,88,67,93,83,9,0,9
21,93,56,0,26,61,100,95,32,8
60,100,0,26,28,84,69,28,52,4
0,74,53,65,38,20,59,0,100,2
0,100,100,50,11,19,18,30,84,7
97,95,13,25,0,91,100,56,68,0
33,100,45,86,57,100,80,0,29,9
27,100,0,17,17,97,67,37,62,4
56,88,0,0,35,100,52,100,9,0
0,95,100,70,32,54,93,35,50,7
10,72,85,53,42,92,37,0,0,3
15,96,57,0,13,0,44,95,100,5
0,43,67,100,75,100,100,24,99,1
32,72,100,78,56,61,44,7,0,3
43,100,72,28,0,0,28,38,100,7
15,100,0,0,24,100,80,99,39,0
100,100,47,43,12,50,42,20,0,6
60,100,0,39,49,100,69,23,39,4
41,96,46,63,48,100,63,5,0,5
43,39,69,70,36,57,0,16,67,8
54,100,0,42,46,71,55,36,48,4
95,100,14,18,0,88,100,53,83,0
0,94,100,58,10,18,21,37,91,7
0,93,79,79,57,100,79,11,38,3
26,91,86,52,29,0,49,0,100,2
38,69,100,73,51,76,52,0,0,3
63,48,75,87,58,57,82,33,62,9
63,85,64,0,1,22,46,87,100,5
9,100,78,92,93,56,38,31,21,4
100,98,19,54,54,67,42,3,0,5
100,100,16,25,0,80,40,27,0,6
82,100,67,10,0,12,82,77,69,8
0,54,100,77,53,85,100,6,98,1
95,100,31,18,0,100,56,35,0,6
100,96,43,53,23,20,51,18,12,6
0,93,100,43,1,22,23,35,82,7
19,92,100,79,55,69,40,5,0,3
13,90,91,71,43,92,47,5,0,3
100,100,12,38,12,79,70,26,3,6
48,100,94,79,79,100,68,2,0,9
19,64,36,47,9,0,50,4,100,1
20,100,0,42,46,97,81,31,71,4
0,74,94,85,64,54,31,21,8,1
0,16,69,100,91,77,57,30,44,1
28,100,63,0,29,0,25,95,100,5
16,69,100,82,61,44,19,20,0,1
61,96,71,0,34,67,100,100,25,8
75,100,100,96,66,82,51,10,0,9
0,100,1,40,48,94,93,32,90,4
78,83,27,50,100,0,68,69,3,0
0,88,68,62,37,100,70,0,27,3
100,96,0,98,100,94,59,20,40,9
0,82,78,36,0,27,34,40,100,7
76,90,33,94,57,100,62,0,0,9
55,66,86,42,9,0,50,8,100,2
2,86,31,10,49,80,35,100,0,0
21,66,65,28,12,18,60,19,100,2
58,100,0,14,0,100,64,27,25,6
23,77,0,0,34,100,60,100,12,0
44,87,22,85,59,100,53,0,0,9
0,81,68,52,29,16,64,17,100,2
8,79,47,48,12,100,44,5,0,1
61,83,3,21,0,0,47,62,100,8
7,54,76,99,74,57,28,24,0,1
100,100,17,26,0,96,84,23,19,6
21,86,87,49,38,100,52,0,0,3
85,100,0,41,61,78,75,47,71,4
51,100,16,58,74,61,40,41,16,4
3,61,69,13,46,100,71,100,29,8
32,84,100,40,0,68,36,52,0,8
80,100,26,43,23,94,100,28,81,4
100,100,19,24,0,98,51,21,0,6
0,58,74,100,74,78,69,19,68,1
36,100,0,24,22,100,80,35,81,4
9,84,43,0,27,18,44,94,100,5
76,100,0,32,9,100,53,26,19,6
0,82,88,65,48,100,60,0,8,3
20,100,0,38,50,100,99,30,96,4
34,100,63,0,15,14,40,93,100,5
0,48,67,100,88,79,63,27,75,1
12,100,0,54,54,100,90,27,88,4
65,84,0,16,0,100,89,78,44,0
71,72,24,100,73,78,41,19,0,9
18,68,44,22,75,58,11,81,1,0
0,96,76,44,0,34,55,42,100,7
0,94,100,44,10,43,16,32,74,7
0,71,96,84,60,88,80,11,84,1
100,100,27,39,2,40,54,27,15,6
23,71,88,60,43,100,50,0,0,3
32,87,98,0,32,100,76,100,0,8
0,39,88,100,75,53,29,25,29,1
2,79,81,33,0,0,49,13,100,2
16,87,86,57,46,100,60,0,0,3
95,100,27,20,0,100,57,31,0,6
91,64,40,71,67,91,53,1,0,9
100,100,22,31,1,100,85,22,10,6
45,100,0,35,36,92,77,24,70,4
100,100,34,20,0,100,58,34,0,6
32,100,0,29,36,100,66,36,58,4
25,100,0,28,55,99,75,37,66,4
100,100,41,31,0,57,47,33,0,6
49,100,0,0,22,100,63,90,23,0
48,100,0,43,56,90,86,30,73,4
0,82,62,54,28,22,61,4,100,2
0,45,77,100,74,92,95,23,74,1
54,73,90,31,3,0,49,10,100,2
0,57,47,39,6,16,58,6,100,2
67,100,0,55,66,67,53,39,40,4
83,100,37,0,20,53,100,91,22,8
28,83,0,0,10,100,89,73,60,0
59,100,31,75,76,63,37,26,11,4
49,83,0,0,20,100,69,100,35,0
43,87,96,72,48,91,58,2,0,5
37,83,83,47,24,0,50,2,100,2
50,100,0,50,42,100,59,29,29,4
0,88,100,51,9,41,21,27,78,7
16,69,43,23,64,75,25,94,0,0
7,89,81,59,37,100,56,3,0,3
40,90,1,0,27,100,61,100,15,0
16,71,61,44,12,0,50,5,100,2
56,76,0,60,71,100,87,31,92,9
0,82,74,64,37,18,58,6,100,2
100,100,48,47,15,30,51,25,8,6
49,74,28,14,56,71,18,100,0,0
100,68,0,100,98,90,61,25,10,9
47,80,100,63,34,74,28,0,0,3
24,86,55,47,26,31,69,1,100,2
26,89,29,0,36,85,45,100,0,0
100,100,38,62,47,9,3,16,0,1
11,35,83,100,75,31,9,25,0,1
49,73,0,42,0,26,43,56,100,8
0,90,39,11,0,21,60,35,100,7
77,97,91,0,24,49,100,86,46,8
35,100,70,25,0,4,53,19,100,2
17,93,45,0,42,5,53,100,100,5
46,100,100,91,65,82,63,13,0,9
100,78,0,100,90,63,61,29,64,9
0,50,65,100,75,72,60,25,45,1
0,90,100,47,13,4,25,29,92,7
38,100,0,31,29,100,79,23,63,4
64,100,2,28,32,100,88,34,79,4
34,80,100,51,28,0,37,0,95,2
0,97,100,48,15,41,15,32,69,7
100,100,37,36,4,52,54,20,0,6
7,72,76,81,61,100,69,40,50,9
100,85,11,59,48,68,30,0,0,5
45,92,69,44,28,78,33,0,0,3
0,54,69,100,75,79,81,24,100,1
0,82,100,57,24,3,5,33,70,7
0,97,100,55,16,56,18,32,74,7
0,96,72,34,0,33,36,40,100,7
2,91,63,25,0,0,50,35,100,7
72,96,57,65,51,67,39,0,0,5
38,71,81,11,45,100,49,100,0,8
0,69,100,79,58,69,67,16,69,1
56,66,44,64,29,37,0,22,42,8
86,100,12,26,0,100,61,21,2,6
89,81,51,88,60,100,51,0,0,9
0,78,79,48,48,100,55,0,9,3
0,57,79,100,75,65,53,25,51,1
33,87,58,0,12,15,42,94,100,5
68,94,100,70,42,20,97,25,33,8
6,100,0,22,29,86,55,32,67,4
63,81,100,38,10,0,46,4,97,2
30,79,95,40,31,84,27,4,0,3
52,100,29,0,40,80,35,97,0,0
0,95,100,57,27,35,12,29,65,7
12,100,4,44,58,77,74,32,65,4
19,78,9,6,38,100,54,100,2,0
20,90,37,0,45,15,58,100,100,5
5,28,69,90,58,100,49,0,0,8
11,82,83,50,45,100,60,0,0,3
31,94,100,49,21,43,0,19,51,7
42,79,79,46,12,0,50,10,100,2
7,58,59,22,0,7,54,12,100,2
37,99,26,29,62,69,60,50,59,4
100,63,0,100,99,73,72,32,80,9
58,100,0,0,5,100,89,87,34,0
24,91,88,82,51,100,53,4,0,5
22,87,77,0,18,0,38,91,100,5
87,68,0,100,64,100,82,0,3,9
84,93,0,64,90,89,79,31,78,9
100,88,23,54,18,39,58,26,18,6
68,100,0,38,41,86,59,38,52,4
28,72,88,37,14,0,52,0,100,2
83,63,100,0,38,70,63,100,0,8
82,95,90,100,81,100,67,25,0,9
15,87,95,66,49,100,56,0,0,3
45,59,100,94,64,96,78,37,54,9
62,83,70,0,34,63,100,98,19,8
100,100,48,35,2,74,44,15,0,6
15,55,15,0,19,100,80,85,45,0
0,85,88,67,41,100,82,0,30,3
46,90,100,94,69,53,50,6,0,5
54,82,100,100,50,0,49,0,55,8
35,69,87,44,17,0,50,5,100,2
98,100,48,23,0,0,47,62,100,8
89,79,21,34,0,0,49,47,100,8
100,100,36,17,0,96,54,34,0,6
21,80,85,0,19,0,37,100,100,5
60,97,62,1,0,0,11,94,100,5
0,62,58,32,92,65,30,70,11,0
51,79,100,53,42,96,49,0,0,3
14,78,82,46,24,0,54,21,100,2
0,92,53,33,0,5,47,43,100,7
82,62,28,54,74,100,66,0,0,9
0,96,79,98,76,48,33,23,31,7
9,81,54,38,94,48,8,56,0,0
90,100,4,18,0,100,41,39,10,6
16,100,55,0,17,6,45,98,100,6
0,91,48,0,34,12,49,100,100,5
44,97,56,95,58,100,53,0,0,9
12,84,0,44,57,83,53,38,28,4
0,92,100,62,31,10,7,19,58,7
63,100,0,29,45,99,59,30,28,4
26,100,16,42,70,92,71,31,49,4
39,83,100,63,37,80,35,0,0,3
28,100,0,0,24,100,77,89,30,0
10,100,21,52,73,88,86,32,88,4
71,95,0,0,11,100,87,95,38,0
49,94,82,77,81,100,75,2,0,9
69,100,3,21,0,100,56,22,0,6
7,48,69,38,84,44,4,67,0,0
59,60,38,73,74,100,52,29,6,9
0,94,100,52,8,62,36,24,91,7
30,100,1,0,28,100,56,99,1,0
42,79,68,48,24,0,50,7,100,2
66,82,25,0,12,52,100,100,35,8
24,73,100,0,33,66,79,100,0,8
0,44,66,100,78,59,40,26,25,1
79,84,100,100,75,88,70,38,36,9
20,75,66,8,59,68,32,100,0,0
53,67,100,100,50,89,68,19,0,9
2,100,76,33,0,35,0,37,100,7
0,67,84,95,71,64,48,23,38,1
0,53,100,83,58,64,57,8,95,1
31,67,81,56,23,0,50,0,100,2
0,57,52,100,82,75,52,28,35,1
17,100,55,0,20,8,43,98,100,5
25,100,77,20,0,0,50,25,100,7
97,100,15,17,4,100,30,34,0,6
27,95,38,0,51,21,60,100,100,5
0,95,66,43,0,16,48,46,100,7
62,57,75,85,58,55,90,32,84,9
49,100,0,82,57,100,73,0,8,9
36,100,5,38,30,100,95,38,94,4
100,100,13,23,0,99,68,35,1,6
99,100,18,57,49,100,48,0,0,5
100,100,23,30,0,96,77,31,0,6
5,87,41,9,58,70,29,95,0,0
30,83,100,63,41,98,48,0,0,3
20,91,100,71,53,64,39,12,0,3
32,84,94,100,80,100,74,15,0,9
100,100,19,22,0,92,46,26,0,6
40,87,100,53,50,91,48,0,0,3
49,92,66,0,36,100,92,100,25,8
38,100,0,37,35,90,100,26,91,4
51,100,7,0,6,100,34,31,0,6
0,69,62,82,53,97,97,2,38,3
27,84,74,0,27,0,35,94,100,5
0,100,68,34,0,100,68,35,8,7
0,52,72,100,75,91,87,25,87,1
0,42,74,100,75,69,57,25,55,1
58,54,96,64,27,0,10,3,100,1
52,86,0,73,85,87,58,14,5,9
28,97,47,0,24,0,39,94,100,5
54,86,100,89,64,50,32,0,0,5
0,100,100,38,0,96,81,38,24,7
0,52,60,61,22,33,55,0,100,1
57,100,0,19,0,100,83,38,35,6
19,91,10,0,26,100,67,100,23,0
83,100,9,17,0,100,55,31,0,6
0,86,82,36,0,11,47,36,100,7
100,93,7,32,0,0,36,70,83,8
100,100,41,6,0,33,80,76,49,8
54,83,44,0,27,49,100,90,21,8
100,100,30,25,0,84,52,40,0,6
21,64,7,32,65,100,20,93,12,8
14,82,57,53,51,100,58,5,0,3
0,100,52,32,0,21,55,43,100,7
99,80,28,62,70,84,55,0,0,9
95,83,51,10,0,25,100,69,94,8
100,100,2,51,28,70,0,4,2,5
0,96,100,36,0,97,97,28,34,7
51,100,0,0,6,100,75,82,28,0
0,97,67,100,77,58,43,22,45,7
79,70,38,80,48,100,57,0,0,9
34,100,11,0,17,99,52,83,34,0
95,100,25,23,0,100,64,34,0,6
0,31,69,100,79,69,49,26,34,1
0,80,69,40,0,33,55,36,100,7
92,93,12,70,50,100,65,0,5,5
58,100,4,9,0,100,41,34,1,6
0,78,100,44,11,44,1,28,73,7
13,93,100,0,29,60,81,100,0,8
43,93,43,0,36,9,51,100,100,5
6,99,88,35,0,0,26,31,100,7
44,100,22,21,50,69,61,48,56,4
55,100,0,7,0,100,68,36,31,6
9,82,66,55,45,100,55,0,0,3
100,72,43,78,53,88,47,0,0,9
10,89,36,68,49,100,60,0,1,5
100,76,25,100,64,90,59,0,0,9
16,87,93,71,49,100,53,10,0,3
16,99,0,39,34,86,57,47,45,4
60,47,95,98,73,33,82,32,68,9
64,81,54,100,87,82,55,29,0,9
0,94,79,67,33,57,18,20,63,7
9,77,52,44,17,0,54,1,100,2
50,77,100,62,36,90,42,0,0,3
37,93,73,75,41,100,63,4,0,5
88,100,38,88,83,91,57,22,0,9
18,82,69,42,16,0,50,3,100,2
15,95,100,42,13,0,17,32,95,7
0,89,70,70,43,100,90,5,52,3
100,100,13,20,0,100,61,28,6,6
67,99,32,0,4,45,100,91,42,8
26,80,100,76,59,71,37,17,0,3
7,82,100,37,0,74,34,38,0,8
79,93,30,80,52,94,43,0,0,9
0,78,87,82,63,67,55,15,11,3
100,100,46,44,15,36,60,20,12,6
28,64,78,61,31,0,51,10,100,2
13,77,46,0,42,2,49,98,100,5
55,94,56,4,0,4,40,93,100,5
49,72,0,35,0,11,40,58,100,8
20,67,36,17,60,77,31,85,10,0
0,100,8,29,24,95,96,30,100,4
67,89,33,94,64,100,56,0,0,9
0,69,85,100,75,97,92,25,92,1
0,54,68,100,85,81,64,29,50,1
58,91,77,49,20,70,26,7,0,3
64,94,90,0,15,48,100,86,24,8
1,80,84,64,44,100,52,0,0,3
4,87,40,0,39,2,48,100,100,5
72,91,13,0,24,100,55,100,0,0
61,83,29,85,46,100,43,0,0,9
71,73,18,45,9,0,18,33,100,8
34,89,93,86,72,100,63,16,0,5
7,71,70,0,34,0,33,100,100,5
47,100,72,19,0,5,52,7,100,2
33,100,66,86,65,81,66,5,0,5
65,100,0,13,0,100,58,24,5,6
23,67,73,49,17,0,49,4,100,2
16,100,40,37,83,73,71,47,68,4
0,40,56,100,91,89,76,30,74,1
100,100,26,27,0,76,56,50,5,6
50,100,0,0,33,98,41,99,8,0
0,43,45,100,74,68,70,22,100,1
0,98,65,23,0,3,51,46,100,7
0,98,97,43,0,24,16,39,100,7
0,94,100,52,23,43,19,29,63,7
75,67,40,70,70,94,56,0,0,9
95,100,0,0,5,100,97,86,36,0
26,80,60,0,24,13,47,97,100,5
61,85,8,34,7,100,55,24,9,6
0,32,62,100,91,77,62,32,54,1
9,74,61,41,12,0,50,14,100,2
71,100,21,33,12,97,100,26,76,4
68,92,0,0,22,100,67,100,17,0
0,41,43,100,75,76,78,24,100,1
0,92,78,34,0,6,43,39,100,7
69,76,100,58,35,86,43,0,0,3
41,100,0,0,17,100,88,97,43,0
27,100,95,0,12,0,22,97,100,5
75,100,0,70,88,82,56,28,51,9
92,90,33,66,69,100,65,0,0,9
35,95,72,0,36,53,100,99,33,8
30,83,51,40,14,1,50,8,100,2
33,62,65,18,0,17,59,13,100,2
41,100,0,34,46,87,89,38,100,4
0,82,65,36,0,16,48,42,100,7
59,100,0,0,21,100,69,96,16,0
27,84,100,65,36,90,46,0,0,3
0,100,100,63,47,86,71,15,100,1
46,100,7,29,6,100,46,17,0,6
81,67,0,50,66,94,83,11,4,9
100,77,0,97,100,90,64,31,38,9
5,70,49,18,65,67,20,97,0,0
76,93,100,100,41,0,72,12,21,8
37,100,84,20,0,2,0,83,72,5
85,100,17,38,32,100,70,22,55,4
42,81,96,47,37,100,39,0,0,3
100,100,29,51,18,30,42,26,0,6
21,100,0,33,35,69,40,32,50,4
84,91,36,87,51,100,50,0,0,9
0,100,100,51,20,43,2,27,70,7
0,77,87,73,47,34,17,0,67,2
0,96,75,46,0,49,63,34,100,7
40,100,15,28,25,100,92,24,95,4
0,97,86,40,10,30,14,25,100,7
42,76,100,100,72,100,71,1,0,9
28,88,61,54,45,100,54,5,0,3
11,88,100,40,5,6,0,34,72,7
19,82,45,0,44,18,58,100,100,5
38,100,26,0,27,92,48,85,0,0
100,78,2,35,0,0,50,58,76,8
0,62,89,78,55,96,96,10,85,1
52,83,74,28,0,0,50,22,100,2
0,96,66,36,0,20,50,44,100,7
0,91,92,43,0,42,45,23,100,7
42,66,81,48,19,0,50,9,100,2
18,95,2,0,24,100,84,99,40,0
33,90,91,0,33,76,100,100,4,8
0,80,100,44,5,30,8,35,75,7
41,100,47,0,48,74,35,100,0,0
13,65,72,44,15,0,50,4,100,2
10,97,20,12,55,87,37,86,10,0
60,100,0,3,0,100,82,91,32,0
33,100,86,96,73,100,62,32,6,9
