@relation penbased

@attribute At1 numeric
@attribute At4 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
19,41,0,54,88,29,72,91,0
43,49,0,72,100,46,30,66,0
22,60,19,62,100,25,62,86,0
11,41,0,82,100,46,30,58,0
15,68,23,41,80,5,80,94,0
51,73,34,20,63,2,100,90,0
20,53,11,48,89,24,74,100,0
59,68,19,69,100,42,21,19,0
42,61,20,62,100,25,49,67,0
28,56,6,65,100,38,43,63,0
38,71,30,33,82,5,76,88,0
68,80,40,19,70,5,100,93,0
47,67,23,46,95,23,60,83,0
15,34,0,69,98,44,58,86,0
44,65,20,35,78,25,65,75,0
60,74,25,34,82,27,54,75,0
84,100,66,9,60,0,89,92,0
0,18,0,78,100,54,49,75,0
45,61,10,60,100,43,38,48,0
67,81,46,12,64,0,94,99,0
18,38,0,70,100,41,39,74,0
19,25,0,85,100,64,29,66,0
23,26,0,100,99,74,26,33,0
26,82,37,32,91,14,71,99,0
74,49,0,100,61,95,75,21,0
2,37,0,74,100,49,35,72,0
50,61,10,49,95,27,52,86,0
4,15,0,100,99,78,15,29,0
34,61,15,45,88,25,57,67,0
87,100,87,0,27,4,100,67,0
31,61,23,32,77,18,82,100,0
23,49,11,52,91,30,70,96,0
22,64,25,36,83,27,76,95,0
30,42,0,70,100,41,37,54,0
21,74,19,63,100,49,10,20,0
25,36,0,75,100,60,35,62,0
39,56,11,74,100,38,44,87,0
84,100,68,0,41,0,100,94,0
93,100,83,0,28,0,100,79,0
40,73,34,23,74,6,89,95,0
14,80,37,31,86,21,69,100,0
19,61,20,53,93,25,67,87,0
25,26,0,100,95,74,0,26,0
27,42,0,65,96,57,45,58,0
7,2,0,100,94,84,4,22,0
20,29,0,78,100,51,37,66,0
30,67,24,30,66,11,100,93,0
23,48,0,58,93,35,59,73,0
30,62,20,57,100,21,63,100,0
25,0,4,89,100,75,30,63,0
25,43,1,88,100,45,39,87,0
56,72,24,36,85,23,58,74,0
24,45,0,66,100,35,44,78,0
6,43,0,78,100,53,32,55,0
49,61,16,56,97,35,51,60,0
63,90,36,42,95,25,46,73,0
48,43,0,100,54,87,74,19,0
26,54,12,63,99,30,61,80,0
70,84,49,12,62,0,100,100,0
6,41,0,69,100,44,40,71,0
50,60,13,84,100,45,25,56,0
42,70,30,24,69,11,92,100,0
12,30,0,77,100,44,37,67,0
20,14,0,100,94,70,27,64,0
28,63,20,32,73,24,77,85,0
0,47,0,73,100,45,25,54,0
44,62,14,50,99,31,45,49,0
11,16,0,79,100,46,37,84,0
3,25,0,89,100,61,25,58,0
72,80,37,22,76,18,79,93,0
27,62,18,42,83,30,69,81,0
31,78,28,51,96,14,58,55,0
46,51,0,84,100,66,0,15,0
81,84,41,18,82,18,61,69,0
52,67,14,72,100,40,35,65,0
13,18,0,81,100,66,31,54,0
38,62,27,27,75,6,88,100,0
45,74,39,19,69,0,100,98,0
32,51,7,51,93,23,67,84,0
26,49,5,61,100,30,52,83,0
58,83,41,18,75,5,89,88,0
29,59,17,47,90,25,71,98,0
34,72,22,45,90,16,69,91,0
4,33,0,84,100,61,25,45,0
59,74,34,29,81,21,91,83,0
16,28,0,81,100,68,18,45,0
40,69,25,44,91,26,60,84,0
100,100,51,8,82,32,64,8,0
32,36,0,70,100,41,53,88,0
31,64,16,43,83,25,65,84,0
75,84,42,13,69,7,84,85,0
27,64,8,63,100,46,12,25,0
46,75,24,53,100,21,44,88,0
18,43,0,87,100,67,10,24,0
22,35,0,87,100,69,18,19,0
26,58,11,55,97,28,56,68,0
19,51,7,64,100,29,50,87,0
14,25,0,81,100,63,30,65,0
4,35,0,61,93,43,61,83,0
13,45,0,73,100,49,37,70,0
23,59,19,64,100,29,52,90,0
18,63,11,65,100,40,31,57,0
29,49,1,57,95,34,55,81,0
53,69,29,30,78,22,68,83,0
18,42,2,68,100,32,54,76,0
40,66,11,41,81,19,60,77,0
19,39,0,77,100,57,33,56,0
53,79,39,9,73,11,75,92,0
54,69,30,27,72,18,84,93,0
21,35,0,69,100,43,44,73,0
28,52,17,35,78,10,89,100,0
28,70,27,44,98,23,65,89,0
24,61,16,43,82,11,78,100,0
13,52,11,66,100,32,48,78,0
23,65,21,44,89,16,72,96,0
7,62,20,62,100,31,53,78,0
7,58,8,67,100,42,39,55,0
34,40,0,83,100,60,15,28,0
12,53,12,60,99,31,56,78,0
32,61,4,57,100,30,50,87,0
12,37,0,74,98,39,61,71,0
19,41,0,52,84,40,67,82,0
16,44,0,84,100,57,9,44,0
35,47,0,71,100,48,32,66,0
34,41,0,65,100,47,42,67,0
32,35,6,57,97,22,77,100,0
3,39,0,90,100,71,0,43,0
75,76,37,16,70,23,88,83,0
0,56,21,80,100,35,52,91,0
77,79,40,11,64,8,98,95,0
15,36,0,89,100,63,21,43,0
31,52,10,49,87,23,79,73,0
100,86,100,7,0,28,70,61,0
24,45,0,79,100,58,16,28,0
98,100,83,0,27,0,100,83,0
33,55,4,66,100,45,34,51,0
62,91,54,12,55,0,100,95,0
3,47,2,60,98,28,62,92,0
77,84,44,1,60,5,83,72,0
27,37,0,81,100,50,37,77,0
40,74,20,44,88,24,60,70,0
56,76,37,13,66,9,94,84,0
18,44,4,83,100,43,37,71,0
6,2,0,100,81,75,7,22,0
25,36,0,65,99,35,62,81,0
19,47,4,50,90,29,68,75,0
89,100,73,0,19,0,100,67,0
56,72,29,34,79,20,74,83,0
63,91,54,15,59,0,100,100,0
10,60,18,60,100,24,58,73,0
27,59,10,38,75,20,75,100,0
100,100,94,4,0,13,79,61,0
14,35,0,62,95,30,70,94,0
52,74,41,12,66,0,98,93,0
14,51,12,54,92,27,74,95,0
26,39,0,92,100,70,17,42,0
12,44,4,66,100,30,49,77,0
52,79,35,23,72,18,72,85,0
25,52,7,64,100,36,40,71,0
32,91,44,15,62,0,85,100,0
20,52,7,69,100,38,36,69,0
68,83,41,13,60,3,100,89,0
19,40,0,64,99,38,54,86,0
44,78,41,14,66,0,100,78,0
39,64,15,46,86,27,62,86,0
25,11,0,90,100,65,36,75,0
26,28,0,72,100,60,45,71,0
19,60,17,55,94,26,67,81,0
62,92,42,30,82,6,70,95,0
30,60,16,49,93,28,56,90,0
98,100,97,0,1,9,100,67,0
1,0,14,100,85,100,8,20,0
23,61,20,37,75,19,95,100,0
27,66,28,45,100,20,76,90,0
42,69,28,39,85,24,74,85,0
43,59,14,43,85,22,68,97,0
33,48,5,52,92,31,60,83,0
21,31,0,81,100,55,37,75,0
45,77,30,34,79,19,74,100,0
48,66,6,49,93,38,48,70,0
27,95,42,30,79,4,74,98,0
46,79,19,61,100,47,18,28,0
58,74,32,27,76,25,74,85,0
61,89,41,37,94,10,64,97,0
22,46,0,46,79,24,75,97,0
17,54,13,47,90,26,71,79,0
55,90,49,18,73,0,83,100,0
41,68,9,57,100,30,45,73,0
17,27,0,92,100,58,11,62,0
12,26,0,97,100,82,4,15,0
32,54,5,71,100,41,43,77,0
27,65,24,53,94,29,62,83,0
71,100,72,8,42,0,100,96,0
42,88,42,24,83,11,75,97,0
17,37,2,56,90,20,79,100,0
63,77,35,22,73,17,79,91,0
51,31,0,100,96,71,30,63,0
18,0,5,100,88,86,21,52,0
31,69,27,37,87,11,71,85,0
38,47,2,66,100,35,45,83,0
75,97,63,2,45,0,100,100,0
38,67,20,40,85,26,63,87,0
81,89,55,3,51,0,100,97,0
19,35,0,100,92,72,0,31,0
30,71,28,33,84,16,74,100,0
17,63,20,50,95,22,71,86,0
21,48,7,61,94,30,67,83,0
38,69,27,29,71,9,88,92,0
33,51,0,69,100,50,28,39,0
44,49,0,68,100,45,47,75,0
0,42,6,68,100,31,64,93,0
37,60,15,60,98,32,55,90,0
1,27,0,79,100,54,41,80,0
32,70,24,56,100,22,55,77,0
0,8,0,91,100,92,30,17,0
4,27,0,70,100,34,55,83,0
1,25,0,84,100,53,32,59,0
28,55,8,55,93,32,59,78,0
24,55,3,71,100,48,37,33,0
41,64,13,50,95,31,50,44,0
19,44,0,75,100,55,30,60,0
48,51,11,37,77,29,81,92,0
10,40,4,58,89,25,78,89,0
45,71,21,59,100,34,28,67,0
25,78,34,29,81,6,77,96,0
14,0,11,85,100,81,30,59,0
80,100,73,0,34,0,100,88,0
39,71,24,40,87,24,62,80,0
24,34,0,89,100,62,31,55,0
19,18,0,83,100,73,24,47,0
47,68,34,9,71,18,100,95,0
50,80,37,25,76,16,79,95,0
44,63,22,63,100,29,47,74,0
38,75,29,36,80,14,79,94,0
51,86,42,24,73,0,87,100,0
10,66,19,40,84,28,59,88,0
42,68,27,32,76,9,88,85,0
29,57,10,68,100,40,37,57,0
17,20,0,95,100,72,0,52,0
48,64,20,43,91,25,62,76,0
62,72,29,28,77,15,86,97,0
15,55,7,37,74,24,80,95,0
34,61,25,34,81,12,98,100,0
0,18,0,100,89,80,14,16,0
5,52,13,61,97,30,66,98,0
64,56,9,37,78,35,61,70,0
77,90,43,13,86,34,73,9,0
69,76,36,25,76,21,78,80,0
19,55,16,60,96,33,57,82,0
2,8,0,77,100,80,30,20,0
12,63,16,46,88,15,71,100,0
0,36,0,91,100,65,15,41,0
23,38,0,60,93,29,67,79,0
74,100,50,22,78,0,63,91,0
56,71,31,28,80,16,80,89,0
61,76,44,10,60,0,100,90,0
53,73,30,23,67,14,90,100,0
9,64,24,28,69,18,92,90,0
44,65,18,46,92,22,64,88,0
38,63,20,41,84,19,77,100,0
36,66,22,40,85,19,65,94,0
19,39,0,86,100,62,26,60,0
10,37,0,90,100,44,24,62,0
38,55,1,70,100,49,23,30,0
47,75,29,50,100,18,59,88,0
15,57,17,52,95,28,70,87,0
17,49,7,51,91,26,67,100,0
11,34,0,77,100,60,24,51,0
4,42,0,82,100,58,25,49,0
37,59,13,39,78,25,75,100,0
20,34,0,95,100,62,15,51,0
80,77,46,0,42,0,100,100,0
16,28,0,87,100,64,25,57,0
27,69,26,33,73,8,91,75,0
52,70,35,3,66,10,98,93,0
33,47,0,74,100,54,29,26,0
29,43,0,86,100,57,17,46,0
5,25,0,89,100,54,23,64,0
31,66,27,34,78,20,83,98,0
76,95,100,0,8,15,91,72,0
34,85,38,27,82,9,60,89,0
26,38,0,81,100,66,17,28,0
71,69,32,24,76,18,85,98,0
38,52,0,75,100,51,14,33,0
27,45,0,82,100,52,32,62,0
13,59,17,62,100,30,41,75,0
11,41,0,78,100,48,32,65,0
44,73,35,12,68,6,93,90,0
49,40,0,78,100,56,18,64,0
50,73,29,36,83,17,68,76,0
38,59,13,63,100,33,48,72,0
30,68,25,36,81,10,66,63,0
16,31,0,78,100,55,40,67,0
16,50,0,76,100,52,21,51,0
27,66,21,60,100,28,53,92,0
0,17,0,80,100,52,49,83,0
40,67,28,40,94,18,58,67,0
14,48,10,73,100,35,43,84,0
21,25,0,79,100,61,40,80,0
34,76,35,32,85,0,85,84,0
58,75,36,14,61,10,100,96,0
0,11,0,87,100,78,25,20,0
0,21,0,85,100,51,36,71,0
70,52,0,100,88,100,61,11,0
47,67,16,53,100,32,42,62,0
42,67,34,2,67,8,100,88,0
3,45,0,67,100,46,48,67,0
24,55,15,74,100,35,41,78,0
35,47,0,48,86,36,58,86,0
32,69,30,31,82,8,76,100,0
68,84,42,17,74,1,88,100,0
35,68,31,24,73,10,98,94,0
62,77,26,56,100,31,42,70,0
8,27,0,89,100,63,25,67,0
39,43,2,67,96,39,54,76,0
44,65,25,29,72,17,87,86,0
76,92,100,0,3,19,80,57,0
65,100,63,15,62,0,89,94,0
39,61,14,71,100,37,29,49,0
12,47,8,68,100,34,54,90,0
19,52,10,63,99,32,56,80,0
48,86,48,7,53,0,100,100,0
20,55,17,38,79,23,83,100,0
35,38,0,87,100,57,37,72,0
31,57,13,59,100,23,62,91,0
21,65,28,35,84,17,84,100,0
19,36,0,71,100,39,49,76,0
21,74,30,32,81,20,76,90,0
16,90,42,27,85,9,69,100,0
16,68,26,53,92,11,72,96,0
41,65,23,33,77,23,88,96,0
33,40,0,76,100,46,36,69,0
27,57,14,58,100,30,57,74,0
61,75,32,26,73,14,84,100,0
11,34,0,84,100,67,21,24,0
38,60,19,47,99,25,71,85,0
42,27,0,93,100,66,19,59,0
23,56,15,41,83,25,81,98,0
20,20,0,83,100,62,40,53,0
7,42,0,67,100,35,49,89,0
51,75,33,31,82,6,75,90,0
2,55,16,53,89,18,74,79,0
19,28,0,77,100,51,34,76,0
46,63,15,45,90,24,60,83,0
63,89,44,14,62,12,100,93,0
0,0,5,100,59,60,79,74,0
6,24,0,74,100,46,53,79,0
20,43,0,73,100,54,43,58,0
35,67,19,52,100,18,60,89,0
70,74,34,28,80,23,82,80,0
55,89,39,23,69,6,90,91,0
60,50,0,57,97,50,46,59,0
34,64,25,41,88,27,68,85,0
54,72,31,31,79,17,85,100,0
54,56,17,40,79,32,74,73,0
16,43,1,68,100,35,50,75,0
81,92,59,2,47,0,100,97,0
10,47,1,74,100,43,33,65,0
40,60,2,62,100,44,38,55,0
0,29,0,88,100,43,34,70,0
31,65,26,28,71,22,93,89,0
0,41,0,76,100,61,25,38,0
39,77,36,25,78,4,77,100,0
58,54,2,100,65,100,60,0,0
45,82,41,17,62,0,96,66,0
42,70,26,44,92,22,64,84,0
17,64,21,60,100,34,48,78,0
58,60,10,62,100,44,33,49,0
7,25,0,76,100,35,44,88,0
9,50,0,69,100,48,28,54,0
12,11,0,99,100,68,27,67,0
27,95,49,6,64,0,91,100,0
15,43,5,69,100,34,53,100,0
6,45,0,72,100,41,37,59,0
45,31,0,85,100,74,28,43,0
45,55,4,73,100,45,30,53,0
24,43,0,86,100,61,14,42,0
41,59,6,70,100,39,32,68,0
18,73,24,54,100,22,52,84,0
30,9,0,90,100,71,32,63,0
58,78,37,18,70,4,83,83,0
54,100,53,11,75,18,44,54,0
46,98,48,30,87,0,80,85,0
7,25,0,74,100,49,45,67,0
21,61,14,60,100,30,49,76,0
50,70,30,29,76,24,89,85,0
49,71,24,33,73,8,83,95,0
15,54,0,74,100,57,12,32,0
17,33,0,75,100,59,40,71,0
36,73,28,41,89,17,74,94,0
60,73,34,28,81,21,83,81,0
81,82,42,10,70,16,96,82,0
18,56,13,41,79,24,84,100,0
27,22,0,90,100,54,27,61,0
40,66,23,55,98,26,62,84,0
36,77,30,35,81,15,76,100,0
50,60,27,21,70,9,91,100,0
67,70,35,15,63,12,100,100,0
55,73,36,16,58,7,100,96,0
56,85,39,28,80,4,83,92,0
100,100,92,0,14,1,99,79,0
19,37,0,79,100,71,7,32,0
21,28,0,77,100,49,40,70,0
15,58,14,47,84,16,77,95,0
56,71,29,34,79,21,75,83,0
11,45,1,81,100,43,29,67,0
33,71,13,62,100,48,16,20,0
28,62,12,47,82,11,77,99,0
57,72,34,24,81,14,73,82,0
16,40,0,73,100,50,32,73,0
3,37,0,84,100,64,20,25,0
42,74,28,31,74,8,89,95,0
36,70,27,28,68,10,100,86,0
44,62,13,41,82,26,63,92,0
5,64,5,71,100,49,19,28,0
50,61,15,50,95,30,59,64,0
13,61,15,54,98,28,55,71,0
4,43,4,70,100,35,53,86,0
42,30,0,90,100,77,25,40,0
16,38,0,74,100,59,28,39,0
79,86,53,9,53,0,100,99,0
25,68,27,39,87,15,73,100,0
58,46,0,67,100,56,34,41,0
9,59,18,39,75,7,99,95,0
22,68,28,40,89,25,65,88,0
36,83,37,26,77,6,84,100,0
70,69,35,6,58,0,100,100,0
57,71,34,19,64,4,100,100,0
36,55,0,61,100,76,37,44,0
20,25,0,100,98,59,32,78,0
100,76,100,22,0,37,58,55,0
32,93,46,22,72,0,85,92,0
9,23,0,91,100,65,30,65,0
14,75,29,40,94,10,62,100,0
14,32,0,78,100,47,37,71,0
36,54,5,86,100,49,31,62,0
19,37,0,63,97,41,58,77,0
11,6,0,88,100,61,38,84,0
26,38,0,65,93,40,60,74,0
25,48,0,79,100,61,3,29,0
45,78,35,29,83,21,63,91,0
12,46,6,66,100,30,63,93,0
50,73,22,49,100,33,41,57,0
32,77,33,30,81,6,76,88,0
10,54,11,51,90,30,66,88,0
11,48,6,72,100,36,39,69,0
17,4,0,100,92,75,26,66,0
57,70,24,37,81,21,69,73,0
67,90,47,14,69,0,91,99,0
29,15,0,83,100,65,24,50,0
75,87,49,0,58,0,66,100,0
47,74,31,30,75,6,89,100,0
87,94,59,0,45,0,100,100,0
17,47,3,84,100,50,23,52,0
37,89,33,42,92,11,60,91,0
63,100,59,12,67,0,88,88,0
23,60,21,42,84,16,74,100,0
16,30,0,94,100,57,20,43,0
34,49,2,72,100,42,42,75,0
70,75,39,6,63,2,93,74,0
78,58,0,100,61,100,68,8,0
13,38,0,79,100,55,34,66,0
5,46,5,67,100,34,47,77,0
35,68,25,42,89,25,63,83,0
3,18,0,77,100,54,41,61,0
54,61,19,38,81,21,77,89,0
7,45,5,51,84,20,84,98,0
20,27,0,84,100,60,31,44,0
98,100,72,0,37,0,100,90,0
36,50,6,56,97,30,58,68,0
17,45,0,73,100,48,44,52,0
38,64,15,53,98,34,47,60,0
26,49,4,61,100,31,50,83,0
31,62,20,37,80,15,86,100,0
0,62,5,63,100,43,36,57,0
54,71,23,40,86,22,64,86,0
47,73,34,25,71,9,97,100,0
94,100,67,0,19,0,100,90,0
11,25,0,87,100,61,26,61,0
21,33,0,72,100,44,47,82,0
36,47,0,63,100,44,48,73,0
59,92,49,15,60,0,100,96,0
1,42,0,65,100,35,50,84,0
24,46,8,70,100,32,51,90,0
15,56,12,51,88,22,73,98,0
35,45,0,51,91,35,56,74,0
36,68,21,48,92,24,61,76,0
42,88,48,0,63,0,100,100,0
26,63,20,36,80,18,76,100,0
27,49,1,70,100,43,35,63,0
60,97,49,23,75,0,82,89,0
53,64,29,26,76,18,98,100,0
2,79,33,38,91,20,63,74,0
16,56,15,62,100,22,62,82,0
23,47,7,66,100,29,52,78,0
59,92,49,21,68,0,82,100,0
16,35,0,86,100,56,32,67,0
95,79,50,0,42,0,100,85,0
32,58,7,60,100,38,27,42,0
62,99,59,19,61,0,100,100,0
18,62,9,71,100,49,29,41,0
55,79,39,5,61,1,67,67,0
24,80,35,31,79,11,77,100,0
0,30,0,73,100,49,49,71,0
5,30,0,83,100,58,29,51,0
49,81,44,17,71,0,85,94,0
27,42,0,73,100,45,40,67,0
48,73,31,29,78,16,79,79,0
28,44,0,83,100,57,25,52,0
33,78,36,30,82,6,80,96,0
77,100,67,3,42,0,100,90,0
63,77,39,3,61,7,99,96,0
72,75,30,53,100,24,55,88,0
22,60,18,46,89,28,68,69,0
23,56,9,58,98,31,55,67,0
43,71,35,13,71,20,100,97,0
97,100,67,0,41,0,100,91,0
42,77,32,30,72,7,81,81,0
82,100,60,10,62,0,93,92,0
95,100,94,0,11,7,100,75,0
41,50,4,86,100,48,35,76,0
21,69,32,29,82,16,79,82,0
38,75,32,42,93,23,60,94,0
18,21,0,89,100,75,11,31,0
93,98,62,0,47,0,99,100,0
23,46,2,51,87,34,60,77,0
35,76,27,42,91,17,60,100,0
45,48,2,46,83,34,63,78,0
33,69,27,39,88,16,69,100,0
35,81,40,21,69,0,91,100,0
13,44,0,86,100,55,18,30,0
0,35,7,78,100,41,37,70,0
56,79,39,12,66,15,93,93,0
80,100,70,0,28,0,100,85,0
13,44,0,67,100,38,45,74,0
62,78,44,2,48,0,100,80,0
31,67,26,42,86,20,73,85,0
39,75,34,26,75,0,82,100,0
38,61,20,65,100,27,48,79,0
0,58,21,65,100,29,66,93,0
18,49,13,58,92,25,73,100,0
30,53,11,55,99,28,63,75,0
13,16,0,82,100,54,47,65,0
56,77,35,23,70,3,95,100,0
38,59,17,45,87,30,64,88,0
16,48,9,72,100,34,45,83,0
11,48,0,68,100,46,40,50,0
26,32,0,77,100,41,36,65,0
59,99,62,1,59,0,80,100,0
47,62,20,47,100,24,59,100,0
30,65,20,41,85,12,77,99,0
5,27,0,81,100,58,31,57,0
2,25,0,89,100,59,23,62,0
32,39,0,73,100,48,37,74,0
79,68,35,11,70,5,84,100,0
20,47,0,63,100,38,45,70,0
20,17,0,99,100,65,23,60,0
25,69,20,43,87,16,72,96,0
24,68,23,49,86,23,74,72,0
56,61,15,50,91,35,52,67,0
35,70,25,34,77,12,84,100,0
26,30,0,97,100,64,23,54,0
35,71,26,41,93,11,63,100,0
1,49,0,80,100,51,24,29,0
27,58,5,62,100,39,48,53,0
44,69,30,27,79,17,80,91,0
26,55,11,67,100,36,26,39,0
58,70,30,33,79,32,67,70,0
23,42,0,67,100,50,43,70,0
23,56,13,68,100,35,45,78,0
27,39,0,80,100,59,23,53,0
9,66,25,61,100,21,54,76,0
24,38,0,100,96,72,10,42,0
26,73,30,45,97,21,64,88,0
24,48,2,83,100,50,28,34,0
23,42,4,68,100,32,62,90,0
21,64,23,40,86,18,75,81,0
52,62,20,41,87,22,70,100,0
30,64,23,50,89,25,76,96,0
21,41,1,75,100,39,31,64,0
46,69,28,32,77,7,85,100,0
17,56,10,63,100,36,51,79,0
33,55,12,52,90,34,56,77,0
14,42,0,71,100,43,41,69,0
46,70,31,24,70,4,94,100,0
34,41,0,62,100,33,49,83,0
43,85,40,29,75,0,79,100,0
42,60,9,48,91,29,55,71,0
46,86,42,23,82,13,62,88,0
65,75,36,22,73,8,84,99,0
0,58,17,58,94,19,69,90,0
43,69,20,43,88,23,62,84,0
30,47,5,66,100,36,56,60,0
20,39,0,68,100,37,47,68,0
74,100,65,2,44,0,100,98,0
38,73,29,33,78,3,85,98,0
9,24,0,99,100,94,8,4,0
17,39,0,81,100,49,24,61,0
48,63,15,49,94,27,55,82,0
43,64,19,44,90,22,66,88,0
15,33,0,89,100,50,29,64,0
81,87,53,8,61,0,100,100,0
20,45,11,69,100,26,56,94,0
20,61,16,58,100,26,56,89,0
14,30,0,70,100,48,53,87,0
19,64,24,62,100,30,55,92,0
73,62,0,65,100,73,51,37,0
70,78,40,11,65,6,100,88,0
43,60,13,60,100,28,41,73,0
68,90,59,1,38,0,100,82,0
71,76,33,24,74,23,51,58,0
43,49,9,57,98,30,60,69,0
65,90,44,19,67,6,91,100,0
66,70,23,45,97,28,49,66,0
66,70,68,100,57,92,16,0,0
32,65,25,35,79,13,81,100,0
20,58,15,59,98,27,64,76,0
7,100,51,15,80,0,64,89,0
33,54,5,62,100,42,32,49,0
29,33,0,85,100,54,29,66,0
100,92,100,11,0,26,76,62,0
20,37,0,78,100,57,33,62,0
9,51,11,76,100,39,37,69,0
25,82,40,21,73,0,85,100,0
32,63,21,30,70,14,87,90,0
32,68,23,42,85,27,66,75,0
27,47,6,67,100,34,51,82,0
49,57,17,51,93,28,61,86,0
91,93,62,0,39,0,100,89,0
40,45,0,85,100,49,32,67,0
0,4,0,89,100,70,36,39,0
27,35,0,60,90,44,57,80,0
19,43,0,85,100,46,16,58,0
36,67,21,40,85,29,59,75,0
13,30,0,86,100,56,33,73,0
33,58,20,35,78,21,94,100,0
32,65,24,29,70,20,93,97,0
40,25,0,100,70,100,95,22,0
21,49,15,58,90,5,76,100,0
25,83,41,14,71,16,78,100,0
36,51,0,76,100,62,15,25,0
5,7,0,87,100,64,25,48,0
43,40,0,79,100,66,35,44,0
59,69,31,32,86,22,78,96,0
40,51,0,71,100,52,18,32,0
46,76,32,29,77,18,75,96,0
35,28,0,87,100,81,30,48,0
32,41,0,91,100,66,15,42,0
100,75,43,0,47,0,86,100,0
40,69,30,22,73,19,92,95,0
35,46,2,57,95,33,59,66,0
8,36,0,74,100,40,43,66,0
43,69,31,29,83,20,71,100,0
94,100,63,0,53,0,97,97,0
24,62,0,61,100,44,29,36,0
49,70,33,25,82,9,91,100,0
42,44,0,82,100,48,34,63,0
88,99,65,0,40,0,100,100,0
17,60,16,59,100,27,51,63,0
32,36,0,83,100,56,36,73,0
44,74,28,35,78,13,76,100,0
85,95,57,10,62,0,92,100,0
26,33,0,69,100,52,44,84,0
62,65,24,34,78,24,77,93,0
27,49,0,66,100,41,39,68,0
49,65,31,18,81,6,86,100,0
